"","t1","t2","t78","t91","t92","t88","t89","t118","t119","t106","t16","t95","t130","t131","t21","t13","t45","t80","t81","t23","t76","t77","t50","t25","t51","t52","t19","t53","t107","t108","t96","t138","t139","t140","t8","t10","t11","t12","t82","t83","t87","t102","t103","t47","t48","t60","t114","t115","t100","t101","t30","t24","t143","t144","t111","t86","t44","t68","t69","t9","t109","t110","t15","t128","t129","t14","t84","t85","t39","t36","t5","t6","t120","t121","t122","t46","t70","t71","t66","t67","t117","t145","t146","t136","t137","t125","t116","t90","t134","t135","t93","t94","t132","t133","t42","t43","t31","t32","t4","t56","t57","t17","t18","t33","t34","t26","t37","t79","t141","t142","t20","t22","t29","t112","t113","t62","t28","t58","t59","t41","t35","t123","t124","t49","t97","t98","t7","t3","t27","t64","t104","t105","t61","t54","t72","t73","t65","t40","t63","t74","t75","t38","t99","t126","t127","t55"
"t1",0,3.1973585432,4.188991292602,4.188991292622,4.188991292622,4.188991291892,4.105042606892,4.188991291952,4.188991291952,4.188991291902,3.126417689902,4.030865688502,4.188991292022,4.188991292022,2.936861371852,4.188991291762,3.540139085562,4.188991292262,4.188991292262,3.116653900162,4.188991292362,4.178294918362,4.188991292362,3.597756363762,3.500627408162,4.188991292162,3.427637478512,4.188991292412,4.188991292412,4.188991292412,4.188991292512,4.188991292522,4.188991292521,4.188991292521,2.791709101982,2.588412276682,3.056905588682,3.142602966372,3.963127893652,4.188991292472,4.188991292472,4.188991292492,4.188991292492,4.188991292412,4.188991292412,4.188991292572,4.188991292572,4.079584162972,4.188991292672,4.188991292672,4.188991292872,4.188991292972,4.188991292417,4.188991292417,4.188991292362,4.188991292372,4.188991292472,4.188991292772,3.804802086282,2.936701160182,4.188991292012,4.188991292012,4.188991292212,4.188991292062,4.188991292062,2.553083523052,4.188991292412,4.188991292412,3.371084646232,4.188991292192,2.075069114294,2.354314537762,4.188991292362,4.188991292291,4.188991292291,3.661687942162,4.188991292362,4.188991292362,4.188991292462,4.188991292462,4.188991292392,4.188991292372,4.188991292372,4.188991292402,4.188991292402,4.188991292442,4.188991292362,4.188991292362,4.188991292432,4.188991292432,4.188991292442,3.939347757256,4.188991292282,4.188991292282,3.654515455462,4.188991292362,3.240238935612,4.040116932292,2.871132767882,4.131388587762,4.188991291962,2.707012457502,3.060793157262,4.038444948462,4.188991292862,4.188991292062,3.599479526852,4.188991292452,4.188991292422,4.188991292422,3.810201709452,4.188991292052,4.188991292252,4.188991292352,4.188991292352,4.188991292352,4.188991292312,4.188991292302,3.911802482602,4.188991292302,4.188991292202,4.188991291952,4.188991291952,4.188991292652,4.188991292652,4.129514018152,2.381830532762,1.880386866662,4.188991293062,4.066880135852,4.188991292752,4.188991292752,3.847464977162,3.805423110262,4.188991292712,4.188991292712,4.188991292662,4.188991292692,3.718212833822,4.078351783992,4.188991292592,3.422613858362,4.073182495662,4.188991292662,4.188991292662,4.188991292662
"t2",3.1973585432,0,6.610428201402,6.610428201422,6.610428201422,6.610428200692,6.526479515692,6.610428200752,6.610428200752,6.610428200702,5.547854598702,6.452302597302,6.610428200822,6.610428200822,5.358298280652,6.610428200562,5.961575994362,6.610428201062,6.610428201062,5.538090808962,6.610428201162,6.599731827162,6.610428201162,6.019193272562,5.922064316962,6.610428200962,5.849074387312,6.610428201212,6.610428201212,6.610428201212,6.610428201312,6.610428201322,6.610428201321,6.610428201321,5.213146010782,5.009849185482,5.478342497482,5.564039875172,6.384564802452,6.610428201272,6.610428201272,6.610428201292,6.610428201292,6.610428201212,6.610428201212,6.610428201372,6.610428201372,6.501021071772,6.610428201472,6.610428201472,6.610428201672,6.610428201772,6.610428201217,6.610428201217,6.610428201162,6.610428201172,6.610428201272,6.610428201572,6.226238995082,5.358138068982,6.610428200812,6.610428200812,6.610428201012,6.610428200862,6.610428200862,4.974520431852,6.610428201212,6.610428201212,5.792521555032,6.610428200992,4.496506023094,4.775751446562,6.610428201162,6.610428201091,6.610428201091,6.083124850962,6.610428201162,6.610428201162,6.610428201262,6.610428201262,6.610428201192,6.610428201172,6.610428201172,6.610428201202,6.610428201202,6.610428201242,6.610428201162,6.610428201162,6.610428201232,6.610428201232,6.610428201242,6.360784666056,6.610428201082,6.610428201082,6.075952364262,6.610428201162,5.661675844412,6.461553841092,5.292569676682,6.552825496562,6.610428200762,5.128449366302,5.482230066062,6.459881857262,6.610428201662,6.610428200862,6.020916435652,6.610428201252,6.610428201222,6.610428201222,6.231638618252,6.610428200852,6.610428201052,6.610428201152,6.610428201152,6.610428201152,6.610428201112,6.610428201102,6.333239391402,6.610428201102,6.610428201002,6.610428200752,6.610428200752,6.610428201452,6.610428201452,6.550950926952,4.803267441562,4.301823775462,6.610428201862,6.488317044652,6.610428201552,6.610428201552,6.268901885962,6.226860019062,6.610428201512,6.610428201512,6.610428201462,6.610428201492,6.139649742622,6.499788692792,6.610428201392,5.844050767162,6.494619404462,6.610428201462,6.610428201462,6.610428201462
"t78",4.188991292602,6.610428201402,0,0.64978800882,0.64978800882,3.00864202609,2.92469334109,3.00864202615,3.00864202615,3.0086420261,2.1902792535,3.0947272521,3.25285285562,3.25285285562,2.00072293545,3.33987112884,3.16511621084,3.81396841754,3.81396841754,2.74163102544,6.00681320564,5.99611683164,6.00681320564,5.41557827704,5.31844932144,6.00681320544,5.24545939179,6.00681320569,6.00681320569,6.00681320569,6.00681320579,6.0068132058,6.006813205799,6.006813205799,4.60953101526,4.40623418996,4.87472750196,4.96042487965,5.78094980693,6.00681320575,6.00681320575,6.00681320577,6.00681320577,6.00681320569,6.00681320569,6.00681320585,6.00681320585,5.89740607625,6.00681320595,6.00681320595,6.00681320615,6.00681320625,6.006813205695,6.006813205695,6.00681320564,6.00681320565,6.00681320575,6.00681320605,5.62262399956,4.75452307346,6.00681320529,6.00681320529,6.00681320549,6.00681320534,6.00681320534,4.37090543633,6.00681320569,6.00681320569,5.18890655951,6.00681320547,3.892891027572,4.17213645104,6.00681320564,6.006813205569,6.006813205569,5.47950985544,6.00681320564,6.00681320564,6.00681320574,6.00681320574,6.00681320567,6.00681320565,6.00681320565,6.00681320568,6.00681320568,6.00681320572,6.00681320564,6.00681320564,6.00681320571,6.00681320571,6.00681320572,5.757169670534,6.00681320556,6.00681320556,5.47233736874,6.00681320564,5.05806084889,5.85793884557,4.68895468116,5.94921050104,6.00681320524,4.52483437078,4.87861507054,5.85626686174,6.00681320614,6.00681320534,5.41730144013,6.00681320573,6.0068132057,6.0068132057,5.62802362273,6.00681320533,6.00681320553,6.00681320563,6.00681320563,6.00681320563,6.00681320559,6.00681320558,5.72962439588,6.00681320558,6.00681320548,6.00681320523,6.00681320523,6.00681320593,6.00681320593,5.94733593143,4.19965244604,3.69820877994,6.59385523334,6.47174407613,6.59385523303,6.59385523303,6.25232891744,6.21028705054,6.59385523299,6.59385523299,6.59385523294,6.59385523297,6.1230767741,6.48321572427,6.59385523287,5.82747779864,6.47804643594,6.59385523294,6.59385523294,6.59385523294
"t91",4.188991292622,6.610428201422,0.64978800882,0,0.515259239,3.00864202611,2.92469334111,3.00864202617,3.00864202617,3.00864202612,2.19027925352,3.09472725212,3.25285285564,3.25285285564,2.00072293547,3.33987112886,3.16511621086,3.81396841756,3.81396841756,2.74163102546,6.00681320566,5.99611683166,6.00681320566,5.41557827706,5.31844932146,6.00681320546,5.24545939181,6.00681320571,6.00681320571,6.00681320571,6.00681320581,6.00681320582,6.006813205819,6.006813205819,4.60953101528,4.40623418998,4.87472750198,4.96042487967,5.78094980695,6.00681320577,6.00681320577,6.00681320579,6.00681320579,6.00681320571,6.00681320571,6.00681320587,6.00681320587,5.89740607627,6.00681320597,6.00681320597,6.00681320617,6.00681320627,6.006813205715,6.006813205715,6.00681320566,6.00681320567,6.00681320577,6.00681320607,5.62262399958,4.75452307348,6.00681320531,6.00681320531,6.00681320551,6.00681320536,6.00681320536,4.37090543635,6.00681320571,6.00681320571,5.18890655953,6.00681320549,3.892891027592,4.17213645106,6.00681320566,6.006813205589,6.006813205589,5.47950985546,6.00681320566,6.00681320566,6.00681320576,6.00681320576,6.00681320569,6.00681320567,6.00681320567,6.0068132057,6.0068132057,6.00681320574,6.00681320566,6.00681320566,6.00681320573,6.00681320573,6.00681320574,5.757169670554,6.00681320558,6.00681320558,5.47233736876,6.00681320566,5.05806084891,5.85793884559,4.68895468118,5.94921050106,6.00681320526,4.5248343708,4.87861507056,5.85626686176,6.00681320616,6.00681320536,5.41730144015,6.00681320575,6.00681320572,6.00681320572,5.62802362275,6.00681320535,6.00681320555,6.00681320565,6.00681320565,6.00681320565,6.00681320561,6.0068132056,5.7296243959,6.0068132056,6.0068132055,6.00681320525,6.00681320525,6.00681320595,6.00681320595,5.94733593145,4.19965244606,3.69820877996,6.59385523336,6.47174407615,6.59385523305,6.59385523305,6.25232891746,6.21028705056,6.59385523301,6.59385523301,6.59385523296,6.59385523299,6.12307677412,6.48321572429,6.59385523289,5.82747779866,6.47804643596,6.59385523296,6.59385523296,6.59385523296
"t92",4.188991292622,6.610428201422,0.64978800882,0.515259239,0,3.00864202611,2.92469334111,3.00864202617,3.00864202617,3.00864202612,2.19027925352,3.09472725212,3.25285285564,3.25285285564,2.00072293547,3.33987112886,3.16511621086,3.81396841756,3.81396841756,2.74163102546,6.00681320566,5.99611683166,6.00681320566,5.41557827706,5.31844932146,6.00681320546,5.24545939181,6.00681320571,6.00681320571,6.00681320571,6.00681320581,6.00681320582,6.006813205819,6.006813205819,4.60953101528,4.40623418998,4.87472750198,4.96042487967,5.78094980695,6.00681320577,6.00681320577,6.00681320579,6.00681320579,6.00681320571,6.00681320571,6.00681320587,6.00681320587,5.89740607627,6.00681320597,6.00681320597,6.00681320617,6.00681320627,6.006813205715,6.006813205715,6.00681320566,6.00681320567,6.00681320577,6.00681320607,5.62262399958,4.75452307348,6.00681320531,6.00681320531,6.00681320551,6.00681320536,6.00681320536,4.37090543635,6.00681320571,6.00681320571,5.18890655953,6.00681320549,3.892891027592,4.17213645106,6.00681320566,6.006813205589,6.006813205589,5.47950985546,6.00681320566,6.00681320566,6.00681320576,6.00681320576,6.00681320569,6.00681320567,6.00681320567,6.0068132057,6.0068132057,6.00681320574,6.00681320566,6.00681320566,6.00681320573,6.00681320573,6.00681320574,5.757169670554,6.00681320558,6.00681320558,5.47233736876,6.00681320566,5.05806084891,5.85793884559,4.68895468118,5.94921050106,6.00681320526,4.5248343708,4.87861507056,5.85626686176,6.00681320616,6.00681320536,5.41730144015,6.00681320575,6.00681320572,6.00681320572,5.62802362275,6.00681320535,6.00681320555,6.00681320565,6.00681320565,6.00681320565,6.00681320561,6.0068132056,5.7296243959,6.0068132056,6.0068132055,6.00681320525,6.00681320525,6.00681320595,6.00681320595,5.94733593145,4.19965244606,3.69820877996,6.59385523336,6.47174407615,6.59385523305,6.59385523305,6.25232891746,6.21028705056,6.59385523301,6.59385523301,6.59385523296,6.59385523299,6.12307677412,6.48321572429,6.59385523289,5.82747779866,6.47804643596,6.59385523296,6.59385523296,6.59385523296
"t88",4.188991291892,6.610428200692,3.00864202609,3.00864202611,3.00864202611,0,0.4451818306,0.63640898344,0.63640898344,0.63640898339,2.19027925279,3.09472725139,3.25285285491,3.25285285491,2.00072293474,3.33987112813,3.16511621013,3.81396841683,3.81396841683,2.74163102473,6.00681320493,5.99611683093,6.00681320493,5.41557827633,5.31844932073,6.00681320473,5.24545939108,6.00681320498,6.00681320498,6.00681320498,6.00681320508,6.00681320509,6.006813205089,6.006813205089,4.60953101455,4.40623418925,4.87472750125,4.96042487894,5.78094980622,6.00681320504,6.00681320504,6.00681320506,6.00681320506,6.00681320498,6.00681320498,6.00681320514,6.00681320514,5.89740607554,6.00681320524,6.00681320524,6.00681320544,6.00681320554,6.006813204985,6.006813204985,6.00681320493,6.00681320494,6.00681320504,6.00681320534,5.62262399885,4.75452307275,6.00681320458,6.00681320458,6.00681320478,6.00681320463,6.00681320463,4.37090543562,6.00681320498,6.00681320498,5.1889065588,6.00681320476,3.892891026862,4.17213645033,6.00681320493,6.006813204859,6.006813204859,5.47950985473,6.00681320493,6.00681320493,6.00681320503,6.00681320503,6.00681320496,6.00681320494,6.00681320494,6.00681320497,6.00681320497,6.00681320501,6.00681320493,6.00681320493,6.006813205,6.006813205,6.00681320501,5.757169669824,6.00681320485,6.00681320485,5.47233736803,6.00681320493,5.05806084818,5.85793884486,4.68895468045,5.94921050033,6.00681320453,4.52483437007,4.87861506983,5.85626686103,6.00681320543,6.00681320463,5.41730143942,6.00681320502,6.00681320499,6.00681320499,5.62802362202,6.00681320462,6.00681320482,6.00681320492,6.00681320492,6.00681320492,6.00681320488,6.00681320487,5.72962439517,6.00681320487,6.00681320477,6.00681320452,6.00681320452,6.00681320522,6.00681320522,5.94733593072,4.19965244533,3.69820877923,6.59385523263,6.47174407542,6.59385523232,6.59385523232,6.25232891673,6.21028704983,6.59385523228,6.59385523228,6.59385523223,6.59385523226,6.12307677339,6.48321572356,6.59385523216,5.82747779793,6.47804643523,6.59385523223,6.59385523223,6.59385523223
"t89",4.105042606892,6.526479515692,2.92469334109,2.92469334111,2.92469334111,0.4451818306,0,0.55246029844,0.55246029844,0.55246029839,2.10633056779,3.01077856639,3.16890416991,3.16890416991,1.91677424974,3.25592244313,3.08116752513,3.73001973183,3.73001973183,2.65768233973,5.92286451993,5.91216814593,5.92286451993,5.33162959133,5.23450063573,5.92286451973,5.16151070608,5.92286451998,5.92286451998,5.92286451998,5.92286452008,5.92286452009,5.922864520089,5.922864520089,4.52558232955,4.32228550425,4.79077881625,4.87647619394,5.69700112122,5.92286452004,5.92286452004,5.92286452006,5.92286452006,5.92286451998,5.92286451998,5.92286452014,5.92286452014,5.81345739054,5.92286452024,5.92286452024,5.92286452044,5.92286452054,5.922864519985,5.922864519985,5.92286451993,5.92286451994,5.92286452004,5.92286452034,5.53867531385,4.67057438775,5.92286451958,5.92286451958,5.92286451978,5.92286451963,5.92286451963,4.28695675062,5.92286451998,5.92286451998,5.1049578738,5.92286451976,3.808942341862,4.08818776533,5.92286451993,5.922864519859,5.922864519859,5.39556116973,5.92286451993,5.92286451993,5.92286452003,5.92286452003,5.92286451996,5.92286451994,5.92286451994,5.92286451997,5.92286451997,5.92286452001,5.92286451993,5.92286451993,5.92286452,5.92286452,5.92286452001,5.673220984824,5.92286451985,5.92286451985,5.38838868303,5.92286451993,4.97411216318,5.77399015986,4.60500599545,5.86526181533,5.92286451953,4.44088568507,4.79466638483,5.77231817603,5.92286452043,5.92286451963,5.33335275442,5.92286452002,5.92286451999,5.92286451999,5.54407493702,5.92286451962,5.92286451982,5.92286451992,5.92286451992,5.92286451992,5.92286451988,5.92286451987,5.64567571017,5.92286451987,5.92286451977,5.92286451952,5.92286451952,5.92286452022,5.92286452022,5.86338724572,4.11570376033,3.61426009423,6.50990654763,6.38779539042,6.50990654732,6.50990654732,6.16838023173,6.12633836483,6.50990654728,6.50990654728,6.50990654723,6.50990654726,6.03912808839,6.39926703856,6.50990654716,5.74352911293,6.39409775023,6.50990654723,6.50990654723,6.50990654723
"t118",4.188991291952,6.610428200752,3.00864202615,3.00864202617,3.00864202617,0.63640898344,0.55246029844,0,0.2986844496,0.40377203065,2.19027925285,3.09472725145,3.25285285497,3.25285285497,2.0007229348,3.33987112819,3.16511621019,3.81396841689,3.81396841689,2.74163102479,6.00681320499,5.99611683099,6.00681320499,5.41557827639,5.31844932079,6.00681320479,5.24545939114,6.00681320504,6.00681320504,6.00681320504,6.00681320514,6.00681320515,6.006813205149,6.006813205149,4.60953101461,4.40623418931,4.87472750131,4.960424879,5.78094980628,6.0068132051,6.0068132051,6.00681320512,6.00681320512,6.00681320504,6.00681320504,6.0068132052,6.0068132052,5.8974060756,6.0068132053,6.0068132053,6.0068132055,6.0068132056,6.006813205045,6.006813205045,6.00681320499,6.006813205,6.0068132051,6.0068132054,5.62262399891,4.75452307281,6.00681320464,6.00681320464,6.00681320484,6.00681320469,6.00681320469,4.37090543568,6.00681320504,6.00681320504,5.18890655886,6.00681320482,3.892891026922,4.17213645039,6.00681320499,6.006813204919,6.006813204919,5.47950985479,6.00681320499,6.00681320499,6.00681320509,6.00681320509,6.00681320502,6.006813205,6.006813205,6.00681320503,6.00681320503,6.00681320507,6.00681320499,6.00681320499,6.00681320506,6.00681320506,6.00681320507,5.757169669884,6.00681320491,6.00681320491,5.47233736809,6.00681320499,5.05806084824,5.85793884492,4.68895468051,5.94921050039,6.00681320459,4.52483437013,4.87861506989,5.85626686109,6.00681320549,6.00681320469,5.41730143948,6.00681320508,6.00681320505,6.00681320505,5.62802362208,6.00681320468,6.00681320488,6.00681320498,6.00681320498,6.00681320498,6.00681320494,6.00681320493,5.72962439523,6.00681320493,6.00681320483,6.00681320458,6.00681320458,6.00681320528,6.00681320528,5.94733593078,4.19965244539,3.69820877929,6.59385523269,6.47174407548,6.59385523238,6.59385523238,6.25232891679,6.21028704989,6.59385523234,6.59385523234,6.59385523229,6.59385523232,6.12307677345,6.48321572362,6.59385523222,5.82747779799,6.47804643529,6.59385523229,6.59385523229,6.59385523229
"t119",4.188991291952,6.610428200752,3.00864202615,3.00864202617,3.00864202617,0.63640898344,0.55246029844,0.2986844496,0,0.40377203065,2.19027925285,3.09472725145,3.25285285497,3.25285285497,2.0007229348,3.33987112819,3.16511621019,3.81396841689,3.81396841689,2.74163102479,6.00681320499,5.99611683099,6.00681320499,5.41557827639,5.31844932079,6.00681320479,5.24545939114,6.00681320504,6.00681320504,6.00681320504,6.00681320514,6.00681320515,6.006813205149,6.006813205149,4.60953101461,4.40623418931,4.87472750131,4.960424879,5.78094980628,6.0068132051,6.0068132051,6.00681320512,6.00681320512,6.00681320504,6.00681320504,6.0068132052,6.0068132052,5.8974060756,6.0068132053,6.0068132053,6.0068132055,6.0068132056,6.006813205045,6.006813205045,6.00681320499,6.006813205,6.0068132051,6.0068132054,5.62262399891,4.75452307281,6.00681320464,6.00681320464,6.00681320484,6.00681320469,6.00681320469,4.37090543568,6.00681320504,6.00681320504,5.18890655886,6.00681320482,3.892891026922,4.17213645039,6.00681320499,6.006813204919,6.006813204919,5.47950985479,6.00681320499,6.00681320499,6.00681320509,6.00681320509,6.00681320502,6.006813205,6.006813205,6.00681320503,6.00681320503,6.00681320507,6.00681320499,6.00681320499,6.00681320506,6.00681320506,6.00681320507,5.757169669884,6.00681320491,6.00681320491,5.47233736809,6.00681320499,5.05806084824,5.85793884492,4.68895468051,5.94921050039,6.00681320459,4.52483437013,4.87861506989,5.85626686109,6.00681320549,6.00681320469,5.41730143948,6.00681320508,6.00681320505,6.00681320505,5.62802362208,6.00681320468,6.00681320488,6.00681320498,6.00681320498,6.00681320498,6.00681320494,6.00681320493,5.72962439523,6.00681320493,6.00681320483,6.00681320458,6.00681320458,6.00681320528,6.00681320528,5.94733593078,4.19965244539,3.69820877929,6.59385523269,6.47174407548,6.59385523238,6.59385523238,6.25232891679,6.21028704989,6.59385523234,6.59385523234,6.59385523229,6.59385523232,6.12307677345,6.48321572362,6.59385523222,5.82747779799,6.47804643529,6.59385523229,6.59385523229,6.59385523229
"t106",4.188991291902,6.610428200702,3.0086420261,3.00864202612,3.00864202612,0.63640898339,0.55246029839,0.40377203065,0.40377203065,0,2.1902792528,3.0947272514,3.25285285492,3.25285285492,2.00072293475,3.33987112814,3.16511621014,3.81396841684,3.81396841684,2.74163102474,6.00681320494,5.99611683094,6.00681320494,5.41557827634,5.31844932074,6.00681320474,5.24545939109,6.00681320499,6.00681320499,6.00681320499,6.00681320509,6.0068132051,6.006813205099,6.006813205099,4.60953101456,4.40623418926,4.87472750126,4.96042487895,5.78094980623,6.00681320505,6.00681320505,6.00681320507,6.00681320507,6.00681320499,6.00681320499,6.00681320515,6.00681320515,5.89740607555,6.00681320525,6.00681320525,6.00681320545,6.00681320555,6.006813204995,6.006813204995,6.00681320494,6.00681320495,6.00681320505,6.00681320535,5.62262399886,4.75452307276,6.00681320459,6.00681320459,6.00681320479,6.00681320464,6.00681320464,4.37090543563,6.00681320499,6.00681320499,5.18890655881,6.00681320477,3.892891026872,4.17213645034,6.00681320494,6.006813204869,6.006813204869,5.47950985474,6.00681320494,6.00681320494,6.00681320504,6.00681320504,6.00681320497,6.00681320495,6.00681320495,6.00681320498,6.00681320498,6.00681320502,6.00681320494,6.00681320494,6.00681320501,6.00681320501,6.00681320502,5.757169669834,6.00681320486,6.00681320486,5.47233736804,6.00681320494,5.05806084819,5.85793884487,4.68895468046,5.94921050034,6.00681320454,4.52483437008,4.87861506984,5.85626686104,6.00681320544,6.00681320464,5.41730143943,6.00681320503,6.006813205,6.006813205,5.62802362203,6.00681320463,6.00681320483,6.00681320493,6.00681320493,6.00681320493,6.00681320489,6.00681320488,5.72962439518,6.00681320488,6.00681320478,6.00681320453,6.00681320453,6.00681320523,6.00681320523,5.94733593073,4.19965244534,3.69820877924,6.59385523264,6.47174407543,6.59385523233,6.59385523233,6.25232891674,6.21028704984,6.59385523229,6.59385523229,6.59385523224,6.59385523227,6.1230767734,6.48321572357,6.59385523217,5.82747779794,6.47804643524,6.59385523224,6.59385523224,6.59385523224
