,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
t2,5.438533,5.7017975,-0.45072255,6.8716164,3.247885,3.2551835,6.409434,4.722946,5.9571657,4.5038915,6.2894206,5.4249325,4.935896,5.1079345,4.0234733,4.275887,4.8846083,4.873827,5.1724324,4.7393103,5.1073813,6.0666504,3.1468873,5.9504204,5.3371067,5.416303,5.0967755,4.916965,6.1321025,5.621882,4.2618876,5.2757945,6.596276,6.863738
t3,5.3336253,5.6884675,-0.5758247,6.785706,3.3243732,3.2526593,6.369671,4.6746,5.9784765,4.4552636,6.3186016,5.468405,4.9586415,5.0617323,4.0592103,4.339384,4.907151,4.8130484,5.1394987,4.7745924,5.1660295,6.013137,3.176891,5.945605,5.3316817,5.303778,5.021751,4.877498,6.0732017,5.66099,4.2968664,5.225781,6.542896,6.8173213
t27,4.8398085,5.654803,-1.1929171,6.434785,3.632998,3.2185047,6.24497,4.4707513,6.055104,4.276526,6.364594,5.6276608,5.0069127,4.9577465,4.175442,4.572334,4.999133,4.6008554,5.0220146,4.8408775,5.3692718,5.8450904,3.2663198,5.9122915,5.343832,4.812896,4.7564654,4.6982803,5.836144,5.787583,4.353271,5.092397,6.3089333,6.5565963
t31,4.891641,5.6456575,-1.1309427,6.461314,3.6007452,3.2215962,6.2642417,4.47457,6.044121,4.292371,6.3734813,5.61335,4.996457,4.952006,4.1518993,4.549667,4.977161,4.6250877,5.026559,4.841718,5.3553915,5.8514953,3.241251,5.9192185,5.344919,4.858503,4.7691064,4.7308903,5.8641105,5.7648096,4.351754,5.09382,6.343893,6.5943985
t55,4.6854463,5.6408534,-1.4188206,6.3415623,3.7094133,3.202095,6.219732,4.3983808,6.071802,4.2252707,6.3685484,5.6702933,5.001812,4.9472194,4.1967573,4.6307907,5.018821,4.5493093,4.988439,4.840229,5.4113955,5.806704,3.2869074,5.8965383,5.3593817,4.70139,4.685414,4.640437,5.7736406,5.8065305,4.3533425,5.0592256,6.2375703,6.468468
t56,4.759774,5.6457853,-1.3243518,6.3870864,3.6632874,3.2119615,6.242958,4.417823,6.0693254,4.2500896,6.3941197,5.645477,4.9902644,4.923606,4.16512,4.5935555,4.982281,4.5803447,4.9919972,4.8492403,5.406047,5.8047214,3.2537787,5.913645,5.343469,4.749082,4.704107,4.6884704,5.8205085,5.775543,4.362765,5.058221,6.2906933,6.5204964
t45,4.7537103,5.620861,-1.2980471,6.3532686,3.6863313,3.2092345,6.2364264,4.3947077,6.0666146,4.236032,6.4048634,5.6672792,5.0011535,4.912981,4.164851,4.6208534,4.987208,4.569397,4.9850655,4.8663254,5.426119,5.7908015,3.257471,5.916304,5.356377,4.7305503,4.682737,4.690137,5.799234,5.7819448,4.3699107,5.038294,6.2882357,6.513355
t42,4.8166313,5.6410937,-1.225447,6.4124565,3.642268,3.215244,6.2475896,4.4394064,6.056228,4.266094,6.380853,5.6358514,4.998688,4.938905,4.1640034,4.582122,4.9869146,4.5958557,5.00864,4.8475738,5.382674,5.828544,3.252274,5.914904,5.3482,4.7924547,4.7313848,4.703128,5.8323865,5.7769203,4.3575244,5.073606,6.3074207,6.550898
t52,4.6652026,5.637025,-1.4521083,6.3265834,3.7216425,3.1988502,6.2114744,4.38214,6.073011,4.21739,6.3658433,5.676625,5.003139,4.9486403,4.1990643,4.644742,5.023795,4.5388107,4.985307,4.8398747,5.409903,5.807524,3.2892241,5.89488,5.3641453,4.6896033,4.675197,4.628691,5.763157,5.807911,4.3526487,5.054341,6.2186985,6.458911
t103,4.4616785,5.6546607,-1.7450063,6.2253222,3.8478963,3.1797292,6.199036,4.399463,6.0963326,4.1443734,6.335058,5.741936,5.0020976,4.975005,4.300978,4.68653,5.101811,4.4730525,4.94057,4.8064013,5.5132365,5.7288623,3.4003973,5.8317695,5.3713155,4.54141,4.6172633,4.515695,5.645803,5.9114366,4.333649,5.055556,6.151924,6.2991624
t104,4.353904,5.6846323,-1.8408266,6.1809845,3.9173477,3.1809323,6.1764975,4.4312305,6.139096,4.094244,6.3219113,5.7685595,5.018694,4.992063,4.3729534,4.7104993,5.153633,4.439268,4.9354563,4.8001037,5.573313,5.6808085,3.4836328,5.8096595,5.350904,4.4993973,4.5914474,4.4328427,5.5760884,5.9924726,4.3460426,5.065179,6.0798554,6.204595
t64,4.495625,5.617254,-1.6776596,6.21111,3.873006,3.1612377,6.1585035,4.3601575,6.0700936,4.12886,6.263305,5.733563,5.018983,5.053481,4.32968,4.7281284,5.160418,4.451085,4.959857,4.7732716,5.4213767,5.816983,3.4129126,5.8135395,5.4138947,4.6495075,4.6387553,4.4533434,5.612184,5.928569,4.303622,5.075542,6.0523214,6.350614
t145,4.135927,5.6520257,-1.9673797,6.0701165,4.149863,3.0676813,6.0906897,4.38805,6.105903,3.91444,6.0256157,5.774408,4.961879,5.3313203,4.659376,4.8015223,5.4490633,4.287569,4.8732014,4.5290623,5.406873,5.8597236,3.6776788,5.5910716,5.470371,4.7597504,4.601001,4.0129023,5.312397,6.1520047,4.166286,5.135999,5.6547365,6.1486754
t186,4.0248675,5.6865063,-1.9931312,6.0549536,4.2110963,3.0442786,6.077335,4.413185,6.115313,3.8632405,5.962912,5.7590137,4.9207625,5.396927,4.7507005,4.778643,5.509859,4.256193,4.8330483,4.444345,5.3641334,5.903412,3.7335165,5.519933,5.486105,4.818356,4.6084313,3.9238117,5.2505455,6.187195,4.1130977,5.168264,5.5647054,6.0899286
t254,3.7417629,5.637109,-2.0097077,6.122185,4.237353,2.9303503,6.045298,4.353296,6.1206527,3.7004702,5.8265777,5.659099,4.873613,5.5872602,4.9722633,4.7217293,5.7028203,4.3037634,4.8616943,4.2462864,5.239499,6.0909214,3.724508,5.345455,5.5034103,4.9164653,4.7004156,3.7440863,5.1207194,6.129235,3.9891007,5.156399,5.3843226,5.893228
t255,3.790832,5.660373,-2.0141122,6.116095,4.2237597,2.9690847,6.059813,4.362524,6.1294594,3.7387395,5.858311,5.6643925,4.8817596,5.5381556,4.932326,4.752417,5.64716,4.296556,4.8471255,4.292115,5.290235,6.0488524,3.720518,5.3777914,5.476774,4.8931994,4.6975474,3.7758589,5.1401386,6.1381426,4.0426254,5.158092,5.4155583,5.9322443
t191,3.6899848,5.657126,-2.030706,6.136487,4.2322183,2.9340336,6.0450473,4.3497367,6.1294293,3.6746886,5.8093643,5.6185436,4.8624663,5.599722,5.0233693,4.7439837,5.703251,4.312672,4.845568,4.215535,5.2543287,6.1179113,3.7188742,5.3042583,5.480087,4.9311113,4.737966,3.7035112,5.0864463,6.1195936,4.0054865,5.1579146,5.343608,5.8485255
t180,3.6791296,5.6547294,-2.0356736,6.1374307,4.2392735,2.9273458,6.042615,4.351419,6.130196,3.6691077,5.800189,5.6203485,4.8609962,5.6131077,5.0315237,4.739883,5.7163982,4.3110704,4.8466964,4.210345,5.2606573,6.1139755,3.7246318,5.295912,5.4788775,4.9344687,4.733863,3.6916213,5.0772195,6.122044,4.0062733,5.1557665,5.334506,5.834648
t181,4.1182127,5.648171,-2.008538,6.057185,4.1784616,3.0591886,6.0841093,4.3897667,6.1127396,3.884533,6.0027685,5.776332,4.972234,5.3583994,4.6795793,4.8340807,5.479304,4.267746,4.8738565,4.516335,5.4394526,5.8432474,3.7095566,5.5721993,5.4573164,4.764693,4.600203,3.9745798,5.278515,6.184628,4.1711555,5.1231537,5.62475,6.128157
t146,4.2244596,5.6514425,-1.9255042,6.0821815,4.1064935,3.0926573,6.102064,4.393511,6.0982933,3.9644923,6.079778,5.7856827,4.978532,5.266003,4.583914,4.7920637,5.385732,4.3077364,4.884504,4.587855,5.423446,5.8309894,3.6400478,5.645166,5.4598956,4.7229295,4.59059,4.1050963,5.3756785,6.1248407,4.1999226,5.127533,5.7420692,6.1951566
t120,4.3936057,5.615266,-1.7810829,6.1490064,3.9783888,3.1298902,6.1229844,4.3592286,6.0719075,4.0589566,6.1748724,5.7573023,5.018886,5.15151,4.438463,4.774182,5.269904,4.3901453,4.9409313,4.6995234,5.4115124,5.8349485,3.510534,5.742519,5.443046,4.6811233,4.6273594,4.3059077,5.5015974,6.0173974,4.2590213,5.100392,5.917449,6.289468
t126,4.318086,5.631535,-1.8529028,6.1247687,4.033261,3.1102538,6.1134443,4.3701096,6.0871143,4.011676,6.13423,5.763738,4.9997916,5.2027693,4.5021014,4.7863107,5.3218365,4.3547087,4.916307,4.6496224,5.419188,5.829718,3.564578,5.696559,5.443189,4.696141,4.613439,4.213282,5.4437923,6.058965,4.235099,5.105892,5.838934,6.239103
t212,3.6622877,5.675283,-1.9729546,6.1956854,4.1711235,2.9711027,6.1085944,4.2891183,6.1947823,3.6908371,5.8599586,5.5606365,4.8176665,5.5620875,5.013202,4.693069,5.6489763,4.3652906,4.840843,4.223279,5.298405,6.103545,3.6589882,5.326822,5.3988647,4.9548774,4.805004,3.7362378,5.1131587,6.0678587,4.062875,5.1474075,5.3648443,5.8344154
t303,3.6415398,5.6950154,-1.9702524,6.2087665,4.158674,2.9854865,6.1212306,4.279823,6.211137,3.7002468,5.860121,5.5435467,4.8039865,5.565511,5.0131235,4.6865406,5.6434317,4.3758926,4.825312,4.229576,5.3148727,6.09347,3.6457999,5.3265243,5.380109,4.9634595,4.8235583,3.7237227,5.102986,6.05622,4.078543,5.1517406,5.3503585,5.807819
t304,3.605558,5.6771164,-1.9763057,6.2100625,4.166705,2.95829,6.1067557,4.2777677,6.2014227,3.662143,5.841819,5.5284595,4.802084,5.5853777,5.060724,4.682188,5.6624894,4.3781605,4.837103,4.185671,5.2840405,6.135496,3.6502326,5.28855,5.394086,4.9777393,4.8369055,3.703836,5.0887313,6.053132,4.051323,5.1475472,5.3298264,5.797155
t280,3.5806897,5.7171245,-1.9688178,6.2403774,4.123851,3.0093215,6.1557474,4.2542615,6.2510915,3.7152057,5.8505797,5.496174,4.78074,5.5814605,5.02131,4.6636505,5.6347294,4.4003305,4.802564,4.2355447,5.3371596,6.08048,3.60759,5.317101,5.3366675,4.974927,4.868221,3.6925411,5.0780883,6.0284767,4.1071944,5.1563563,5.3061357,5.7558737
