,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
t2,8.267763,-0.6211926,11.4771,-0.15763836,0.07479046,7.025976,3.4158127,4.9115624,-0.6708887,-0.28727937,1.2016683,7.692849,-0.102824435,-0.26813158,11.126831,8.197597,0.097156934,5.6685495,6.3361506,7.037144,11.966994,3.4121184,-1.4093096,-0.19406648,-0.6113518,3.017347,-0.0051678843,-1.5306491,-0.122572266,-0.98782295,5.8253145,10.65517,-1.2619394,5.767196
t3,6.661921,-0.5791577,9.723843,-0.1360103,0.067838736,6.730422,2.754938,3.555699,-0.62319756,-0.2703369,1.6580056,6.649325,-0.08584286,-0.22550242,10.1444845,6.7316813,0.088437006,4.2440925,4.6608515,6.7260275,9.7900715,3.6772783,-1.1506325,-0.17061722,-0.5461977,1.9443572,0.22624135,-1.2146894,-0.051877428,-0.7608817,5.1102347,9.940264,-1.0946265,5.390198
t27,1.5096537,-0.74590725,9.008889,-0.11278807,0.07397027,11.028831,0.00061406085,-0.024235042,-0.54593766,-0.25517988,6.967068,8.793156,-0.09184715,1.3713658,8.5086565,4.340229,0.10323212,-0.013431176,0.28250208,9.78666,5.8562827,7.04582,-0.27122313,-0.15330634,-0.63402903,-0.24922855,2.1073585,0.08677061,2.8253741,-0.12966493,1.0258069,10.95811,-1.0954263,8.397469
t31,2.0025227,-0.8128197,10.39359,-0.12647586,0.08127673,11.960307,0.39313182,0.1909865,-0.6343661,-0.2826902,7.126714,10.005935,-0.10839728,1.288293,9.146036,5.1391983,0.11195299,-0.0096705165,0.95879245,10.700704,7.408859,7.440298,-0.529863,-0.18364862,-0.67118067,-0.24154928,1.8843598,-0.24900398,2.5788643,-0.26112378,1.5350806,11.947008,-1.2293767,9.209538
t55,-0.019656569,-0.75507677,8.29346,-0.10007077,0.075676516,10.833522,0.049077448,-0.08185872,-0.49541646,-0.2652578,8.149908,8.982183,-0.089150995,1.9369922,6.7031198,4.277725,0.10082558,-0.028515993,-0.04053303,9.102218,4.284702,7.0640388,1.2097106,-0.13591261,-0.62596196,-0.36306784,2.8447123,3.0936747,3.421944,0.6660457,-0.006606574,10.002114,-1.0350405,8.444715
t56,-0.004209723,-0.761587,8.390129,-0.10196654,0.07566201,10.992708,0.04630511,-0.07741941,-0.49963865,-0.26306954,8.114911,8.9504,-0.08855488,1.9133533,6.8627787,4.253523,0.09945866,-0.027478224,-0.036074277,9.259712,4.404182,7.0632315,1.0573548,-0.14046317,-0.6266787,-0.35701442,2.7827032,2.813473,3.3908067,0.45994073,-0.0018276172,10.155598,-1.0489165,8.449872
t45,1.2163578,-0.77248675,9.488037,-0.11271778,0.0757292,11.668357,0.016770218,-0.039573636,-0.56307983,-0.268286,7.7525992,9.438576,-0.097924545,1.695056,8.044955,4.610453,0.1019623,-0.018145632,0.19088763,10.123011,5.665197,7.034594,-0.11844812,-0.1580564,-0.6408031,-0.30965638,2.489528,0.86083865,3.2605996,-0.12325856,0.6254388,11.033628,-1.1395588,8.730156
t42,1.332562,-0.81514573,10.477395,-0.12078757,0.08018786,12.635705,0.016184919,-0.029018478,-0.62040085,-0.28889188,8.262526,10.579123,-0.11329911,1.8458515,8.282641,5.1300287,0.105727516,-0.021385435,0.4307829,10.860332,6.569231,7.359463,-0.21706553,-0.18355833,-0.6850911,-0.3217727,2.5036004,0.46341088,3.3882554,-0.18881187,0.80357236,11.634166,-1.2388967,9.42712
t52,-0.0977847,-0.78629047,8.8093405,-0.10125826,0.07680328,11.296625,0.07310019,-0.10534466,-0.5105576,-0.29729712,9.146338,10.340721,-0.10452431,2.440308,5.9864087,4.9836955,0.10664723,-0.040080503,-0.046484448,8.967691,4.453554,7.480929,2.1812267,-0.15150657,-0.66644937,-0.43159023,3.3233783,4.5963955,3.8900158,1.1105692,-0.03560221,9.824427,-1.0664437,9.063648
t103,-0.1795306,-0.7807485,8.073606,-0.10292976,0.06605506,9.604007,0.12634613,-0.12600328,-0.4472551,-0.32708532,10.425366,11.127244,-0.10243636,2.425276,4.510133,5.6462154,0.112982355,-0.066475436,-0.1640768,6.6456304,3.239658,7.434582,3.5794795,-0.15738411,-0.71840066,-0.47444946,5.127668,8.009189,4.6344194,3.787275,-0.10378108,7.8582225,-0.94440114,8.771823
t104,-0.21331492,-0.7687494,7.7468796,-0.10600266,0.06057718,8.783421,0.15376173,-0.13418123,-0.4080861,-0.3411637,11.065065,11.447595,-0.10197282,2.3993433,3.7993636,5.9325385,0.11325082,-0.079199634,-0.21871099,5.476592,2.600221,7.4376674,4.3571334,-0.16400309,-0.745447,-0.49097186,6.0648103,9.69543,5.0213737,5.1416016,-0.13608353,6.842837,-0.87862456,8.543024
t64,-0.16365439,-0.8380565,9.171378,-0.10855736,0.073398694,10.791671,0.1379119,-0.13102251,-0.506908,-0.3431465,11.034197,12.27158,-0.1146444,2.7612486,4.5545917,6.154959,0.10840915,-0.06713959,-0.12273283,7.664846,3.7837713,7.6509185,3.5552683,-0.18431842,-0.7438474,-0.52121496,5.20104,7.7890835,5.170613,2.666082,-0.099221334,8.6899805,-1.0544516,9.4832115
t145,-0.2915253,-0.8451804,8.63217,-0.120970376,0.05727411,8.281176,0.24965154,-0.16186965,-0.39573735,-0.40709615,13.998484,14.229111,-0.11777555,2.8918571,1.8474531,7.669112,0.10499222,-0.1180192,-0.28823724,3.6509724,1.6849507,7.679196,6.692907,-0.23181933,-0.86340445,-0.6135691,8.919716,14.211998,6.9709806,7.1117277,-0.21904424,5.216789,-0.86779475,9.192961
