,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
t1,0.48747575,-0.34533423,3.786624,2.1616666,-1.0976311,1.4597906,-1.1084496,0.4998677,-0.2847837,-0.15450175,-0.64359164,1.8212276,-0.15597159,-0.35784775,0.4090037,6.0108075,5.9419103,-0.41566128,-0.7303751
t2,-0.114966996,-1.9740818,7.547454,4.7094016,-2.6540742,4.378016,-3.7381856,-0.915386,-0.72309405,-0.38492715,-2.2012088,1.655603,-0.46646428,-1.4725025,2.7799253,15.652607,14.339449,-1.0989459,-2.07665
t3,-0.13852613,-2.0817254,6.174961,4.4988174,-2.217628,4.2961106,-3.3722198,-0.8457095,-0.74167216,-0.35933682,-1.9486263,0.86474097,-0.48529515,-1.3213254,2.2600148,14.498077,12.432377,-0.9696591,-1.9555954
t4,-0.18354931,-1.4126534,7.0784006,4.23256,-2.2290273,2.8558955,-2.8931005,-0.39016244,-0.6655716,-0.33144504,-1.5535512,2.8461308,-0.39162123,-1.049735,1.5377256,13.746741,11.849747,-0.93884295,-1.7308906
t5,3.0415533,0.93596417,6.4400167,1.5956293,-1.7498323,3.0566382,-1.8987293,-0.22452982,-0.2499868,-0.120252535,-1.539033,0.23052576,-0.26939282,-0.9027933,1.0740802,7.47409,8.229817,-0.4654928,-0.76301295
t6,-0.81237173,-1.5026292,8.802198,5.705887,-2.7730236,-0.011781439,-2.9523327,1.117149,-1.0211462,-0.27675503,-0.9685116,10.424122,-0.15939091,-1.0636748,3.0874019,13.89363,13.937687,-1.0659169,-2.0491595
t7,2.936975,-0.14593937,6.4409204,2.301765,-1.8965441,3.2747064,-2.0774179,-0.26524806,-0.40026382,-0.15050887,-1.6732881,-0.009610424,-0.26287246,-0.9723894,1.0908635,8.782486,9.506384,-0.47794023,-0.9393626
t8,2.8278248,-0.31232744,6.7260847,2.5342603,-2.0433764,3.4640644,-2.2557495,-0.32573184,-0.39965326,-0.17533533,-1.7677537,0.010237195,-0.2786617,-1.0304973,1.216018,9.548199,10.099888,-0.5702609,-1.0416836
t9,-0.8575973,-1.4816911,9.0907955,5.74635,-2.8136609,-0.01634251,-3.009875,1.2656032,-1.0343105,-0.2793144,-0.97038805,10.803164,-0.1510958,-1.0878967,3.0773184,14.072787,14.119129,-1.0890042,-2.0928903
t10,-0.9458519,-2.2894034,5.468891,7.3830833,-2.898805,-0.045526076,-2.98953,0.14228405,-1.3491842,-0.18948586,-1.1192364,10.316151,-0.13774092,-1.0268067,8.712586,11.92359,16.7706,-1.1821115,-1.8289981
t11,-0.36287802,-0.49341935,0.94734144,0.61435527,0.02385697,7.5138087,-0.37435663,8.390439,0.21221519,8.997392,10.961033,13.589341,-0.98858863,0.5660074,8.455385,3.9373546,3.6551015,-0.42943028,-0.18587273
t12,-0.13644534,-2.7439415,1.4919974,3.3050494,-0.65678656,5.5883684,-2.4062233,-0.9618512,-0.7155739,-0.26824418,-1.2713404,-0.16316581,-0.6765948,-0.9342301,0.5810514,11.439258,5.3377914,-0.4657156,-1.6673315
t13,-0.059140388,-2.3325016,0.7728673,2.8102322,-0.3338901,4.8230047,-1.9069339,-0.8003408,-0.59498274,-0.20887251,-0.9981726,-0.17566602,-0.6076347,-0.75643194,0.24580783,9.633597,3.520698,-0.31803098,-1.3877234
t14,4.747737,4.966167,10.141134,0.7337969,-2.6592844,5.9243608,-2.5893915,-0.119586706,-0.16167358,-0.024892857,-2.2469032,0.60235333,-0.34824932,-1.4875625,2.4782095,8.221271,13.076159,-0.5851145,-0.9296243
t15,3.4086595,-3.7592835,0.21186727,2.9231598,1.6185956,6.3122005,-1.6879622,-0.75596106,-0.91258734,-0.22753018,-0.99311554,-0.27532297,-0.70177865,-0.38596383,-0.0028426778,9.683572,1.7618009,-0.17773971,-1.7213855
t16,-0.48891076,-3.892132,0.045792837,1.9679294,-0.29576543,8.76901,-3.1124275,-1.1306934,-1.1273303,-0.34923595,-1.2697688,-0.27251524,-0.9918705,-1.5140054,-0.008418268,13.396844,1.5156564,2.3988152,-2.105415
t17,0.95314807,3.8452244,3.3181353,8.883547e-05,2.4804792,3.0746462,3.9841795,4.847591,0.94024557,-0.09532893,1.8718015,4.724393,-0.35532263,-0.87959737,-0.020930054,4.312092,4.062522,0.45969778,-0.81203383
t18,4.9568048,6.1493773,9.705583,6.8670834e-06,-2.5474946,6.307427,-2.4082031,-0.010071662,-0.102234416,0.15946083,-2.1516988,0.49293602,-0.35169128,-1.4494406,2.3287847,7.232748,12.502129,-0.53540045,-0.80101824
t19,6.155454,8.765897,9.108132,0.00034006973,-2.441486,7.4571147,-2.197964,1.2656022,0.18916662,2.0112526,-2.002442,-0.001128328,-0.36036077,-1.5587194,2.075161,5.88255,12.486685,-0.46650118,-0.6871053
t20,-0.8475055,-1.9270782,1.2145092,5.357456,-1.5186275,2.148441,-1.539547,4.319912,-0.96817,4.690096,2.1582527,12.259102,-0.31948584,-0.28617322,13.083608,4.1367793,11.589008,-0.7418673,-0.72281235
t21,6.211438,7.648419,10.882858,0.00012826564,-2.890223,7.693467,-2.7437096,0.060794257,-0.0858478,0.9341734,-2.4786103,0.320453,-0.40122095,-1.7024125,2.7461925,7.9062805,14.436918,-0.5831984,-0.90264416
t22,-0.4113832,-3.7931259,0.120225675,0.09877787,-0.120108984,9.085971,-2.8794658,-0.8895146,-1.0990173,-0.3232583,-1.035939,-0.21943541,-0.9329104,-1.6097811,-0.017573994,11.27468,-0.05933626,6.266473,-2.0017908
t23,-0.45981702,-3.9309537,0.06746781,2.3676605,-0.30831966,8.772858,-2.9755275,-1.145129,-1.0927984,-0.3501883,-1.3667834,-0.28707907,-0.9994613,-1.3265306,-0.004977765,13.583708,2.1520295,0.4941519,-2.0496926
t24,-0.44730455,-3.7549663,0.07441634,1.193564,-0.18789317,8.676263,-2.8583639,-0.96419764,-1.0698419,-0.3290808,-1.1237417,-0.2381263,-0.92636967,-1.446281,-0.011975848,12.004119,0.49730194,3.6751804,-1.9825417
t25,-0.19659023,-1.1725163,0.15475559,2.4828706,-0.022710808,8.107952,-0.65450877,8.998999,-0.029903844,12.554565,10.222388,14.628625,-0.9806145,-0.06930574,15.379011,2.2984674,7.436074,-0.7073285,-0.12583128
