,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
t1,9.096521,4.7634244,6.3402405,4.3587623,3.9509892,5.1678143,4.861875,4.5494018,4.952029,4.3492026,6.6884007,6.0588884,4.060804,5.889977,4.2523036,4.0063624,5.170456,5.6410294,3.8883398
t2,9.0590725,4.8184614,6.206123,4.44928,4.0453935,5.3099036,4.911278,4.4673448,5.0912313,4.3358583,6.5045853,6.03088,3.9531956,5.8174467,4.3669686,4.1239142,5.0080304,5.662183,3.9344406
t3,9.047084,4.877998,6.2126865,4.4416494,4.0822973,5.2934732,4.9257016,4.4692736,5.1024446,4.314732,6.4066215,6.0212784,3.9642463,5.8367877,4.3428535,4.1237006,4.945571,5.701941,3.9246092
t4,9.036791,4.803966,6.2100987,4.440657,4.0254755,5.3151255,4.9045315,4.4530396,5.1110325,4.3386073,6.50819,6.047752,3.9366803,5.812129,4.366251,4.1196704,5.024366,5.6557465,3.9325686
t5,9.122879,4.7573037,6.364446,4.42548,3.9224846,5.2037334,4.790319,4.510281,4.9833307,4.297162,6.774873,6.1059213,4.0440655,5.9568505,4.2799864,3.9583352,5.191178,5.7238455,3.8944504
t6,9.1473,4.799641,6.1808124,4.527104,4.130693,5.325368,4.9730167,4.522442,5.0271597,4.381412,6.48333,5.9982567,4.01618,5.820499,4.3839726,4.1499305,4.950805,5.6677704,3.958037
t7,9.085755,4.787152,6.338871,4.4135985,3.9054065,5.2332187,4.7507143,4.4629765,5.036187,4.2558722,6.7780557,6.095001,3.9931934,5.9435687,4.3162775,3.974369,5.172959,5.7109423,3.9055073
t8,9.119904,4.752783,6.359768,4.444061,3.90747,5.2187514,4.774306,4.4897423,5.00141,4.2859406,6.7936077,6.120121,4.023878,5.9535747,4.2957096,3.9544826,5.202897,5.7350945,3.8964608
t9,9.20147,4.8191333,6.134748,4.5871816,4.2037683,5.354575,5.0345097,4.562202,4.997594,4.413911,6.4107685,5.968292,4.055147,5.8160973,4.4129333,4.1984825,4.873233,5.679193,3.9840102
t10,9.222579,4.8066134,6.130707,4.608721,4.22517,5.355342,5.043592,4.57283,4.9826374,4.4231286,6.4142523,5.9678493,4.0637574,5.8144507,4.419596,4.201227,4.8580565,5.669148,3.9881554
t11,10.93296,4.523001,3.6107886,7.858463,6.1707277,5.604918,6.9666157,7.036116,3.1851168,5.896868,4.0275197,6.499121,6.029688,5.8606787,5.955557,5.5589,3.605218,3.9609706,5.669937
t12,8.073651,5.117183,5.715124,3.4937947,3.7053277,5.293948,4.8423324,4.1840925,5.6788673,4.183432,5.9820666,5.8938694,3.2579973,5.108807,4.556032,4.6582155,4.949151,4.842784,3.8260753
t13,8.018395,5.1291647,5.674141,3.438752,3.6962066,5.3092623,4.8604174,4.1977043,5.7292914,4.165323,5.948078,5.902553,3.2174265,5.08363,4.551134,4.689591,4.9257293,4.7886944,3.8279593
t14,9.144672,4.813427,6.4922104,4.452999,3.7635288,5.1323657,4.613933,4.494532,4.9578996,4.162436,7.0353613,6.1942053,4.0486436,6.135349,4.214285,3.8051074,5.3630114,5.868179,3.8062367
t15,7.9832335,5.1338944,5.650866,3.4068532,3.711216,5.330733,4.8894567,4.218002,5.7577496,4.1613235,5.91958,5.9030046,3.1885207,5.0620766,4.5577426,4.7194543,4.8897796,4.758508,3.8195894
t16,7.772738,5.1796436,5.6311045,3.2477763,3.6414044,5.282627,4.786879,4.047413,5.7124696,4.19341,5.8172064,5.8150306,3.0440378,4.8702307,4.6608906,4.856583,4.9273024,4.5935616,3.745641
t17,9.71333,4.4174004,7.076807,4.2772293,4.1569467,4.735803,4.582167,4.9226522,4.2019806,4.360466,7.304984,6.3508124,5.1080785,7.0688105,3.8264918,3.2960577,5.3509426,6.027127,4.2521095
t18,9.195494,4.760604,6.5617285,4.393329,3.8024223,5.07084,4.6444216,4.5347896,4.896737,4.2026505,7.03471,6.2047505,4.120568,6.139673,4.1788936,3.7501998,5.372091,5.850771,3.8605094
t19,9.208168,4.800823,6.6346455,4.4520307,3.7575736,5.092732,4.5214486,4.525108,4.907591,4.10709,7.1782255,6.232611,4.14215,6.3410816,4.1822033,3.6738942,5.38137,5.9389954,3.8430204
t20,11.378841,4.835356,4.484623,7.2952743,6.1170416,5.4183125,6.4620614,6.537622,3.8047466,5.7671976,4.4003572,6.7531557,5.475615,5.7868056,5.585846,5.867801,2.7520802,4.7046704,4.6774607
t21,9.160793,4.812203,6.519299,4.4541535,3.7358446,5.100959,4.586892,4.503669,4.9350033,4.145104,7.084738,6.218807,4.0548654,6.156545,4.187291,3.7654455,5.4107614,5.8952346,3.7873387
t22,7.6504245,5.2224817,5.48202,3.1731784,3.5635278,5.2908006,4.778472,4.0247517,5.8853583,4.1986914,5.7359815,5.7607913,2.9313295,4.7477126,4.7154737,4.9222693,4.9170027,4.358095,3.8040829
t23,7.811449,5.205284,5.5867496,3.2472038,3.6193197,5.297646,4.8230414,4.1003513,5.78739,4.1501503,5.8089557,5.8552103,3.0524995,4.8868027,4.6276007,4.827939,4.943739,4.6082244,3.7852657
t24,7.7319803,5.204717,5.552132,3.1923087,3.6039355,5.290827,4.7981052,4.0571256,5.8176227,4.1695147,5.7759547,5.820022,3.0021238,4.8267536,4.660302,4.8752112,4.934173,4.5215855,3.776712
t25,11.196758,4.5074735,3.4607077,8.174847,6.376003,5.5155683,6.9777513,6.9578204,3.3215294,6.0095873,3.8552,6.636339,6.045386,5.9670067,5.912841,5.7687893,3.228371,4.1972313,5.4918666
