,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
t1,0.17461419,8.411377,0.25543436,-0.12932535,0.13038372,-0.060874246,8.732813,-0.90508616,0.12864305,-0.17498696,9.114209,9.038404,13.965843,-0.18618575,3.8599951,22.72007,-1.066106,0.14337614,-0.20816351,8.071959,6.354153,0.8679732,4.660401,7.0467296,-0.30290776,-0.14858536,-0.15465768,-0.1644528,-0.32424754,2.580385,25.434507,0.0075187073,16.583683,0.2760602,1.9955614,3.6358335,14.59746,-0.177558,4.928924,0.061512403,0.079890355,-0.42735428,-0.38224623,7.630933,0.29875848,8.05657,0.047815934,-0.41160023,0.038759094
t2,0.17920786,6.94104,0.24323459,-0.11689978,0.120118916,-0.06844118,7.097739,-0.7758915,0.1171112,-0.17440768,7.415394,8.391091,13.700828,-0.15721133,3.9352396,20.937908,-1.2149464,0.10967012,-0.21282168,6.407407,6.329914,1.8824494,4.5175343,5.693078,-0.29469,-0.13440756,-0.16251187,-0.14195235,-0.29240504,1.7096974,23.231476,0.0075815804,15.406781,0.255041,2.585514,2.6134434,13.123162,-0.14171039,3.5617566,0.045004554,0.07446916,-0.48979598,-0.3615141,7.385435,0.26806262,6.803803,0.047175106,-0.43946594,0.039624583
t3,0.17512111,7.949604,0.25297394,-0.12683983,0.12669529,-0.061963696,8.264753,-0.8779081,0.12575072,-0.17798209,8.584804,8.937559,14.026262,-0.17911385,3.9153106,22.2611,-1.1253344,0.1327656,-0.21159768,7.562931,6.3462462,1.1385931,4.743089,6.6834393,-0.299832,-0.14619157,-0.15759104,-0.15746067,-0.31913465,2.3222704,24.926023,0.007470949,16.30527,0.27073768,2.2141614,3.2729762,14.264704,-0.16560338,4.4886904,0.056075405,0.07859601,-0.45411822,-0.3800137,7.614153,0.29004198,7.794952,0.047834508,-0.41778526,0.039075397
t4,0.1742587,9.520966,0.2617738,-0.13498083,0.13767697,-0.057412896,9.882659,-0.982335,0.13938113,-0.16858096,10.168069,9.500206,13.969336,-0.20700197,3.656913,23.597471,-0.95242953,0.1664316,-0.20071329,9.184871,6.331397,0.43318352,4.765719,7.9046326,-0.3116309,-0.1591936,-0.14622402,-0.18780372,-0.32421163,3.3046212,26.74034,0.0073215864,17.15176,0.29039654,1.5096954,4.536588,15.248804,-0.19871646,5.966627,0.07273361,0.083625406,-0.38536516,-0.40108034,7.679017,0.3204254,8.750831,0.04813193,-0.38974506,0.038289707
t5,0.17420384,9.588338,0.2623102,-0.13518803,0.1385631,-0.056804463,9.943954,-0.9866425,0.1397834,-0.16808528,10.258907,9.522987,13.974377,-0.20799203,3.662951,23.652843,-0.9453942,0.16731043,-0.20107451,9.237091,6.336296,0.39889693,4.744725,7.9844007,-0.31223297,-0.15928286,-0.14594218,-0.18929724,-0.32472476,3.3491845,26.825495,0.0073897145,17.192945,0.2912264,1.4992607,4.569168,15.295869,-0.20025444,6.0265183,0.0734505,0.08386254,-0.38288793,-0.40139985,7.6759763,0.32154578,8.776047,0.048206545,-0.39081758,0.038330507
t6,0.17334317,6.767945,0.2331157,-0.11312506,0.11955594,-0.06497242,6.901691,-0.7671351,0.115008436,-0.1651688,7.258416,7.9262295,13.198832,-0.15401323,3.6446455,20.362722,-1.1458046,0.11200831,-0.20530581,6.207298,6.1941314,1.8060833,4.1145115,5.5157943,-0.2887521,-0.1298448,-0.15573077,-0.1439696,-0.28881976,1.6672474,22.527946,0.0075982874,14.927186,0.24561968,2.5152643,2.595395,12.717662,-0.13635501,3.472864,0.045556217,0.072539754,-0.45931578,-0.34613344,7.036685,0.26222628,6.432676,0.043865103,-0.41802883,0.038410917
t7,0.17998198,9.991934,0.27035525,-0.13944365,0.14093898,-0.05436646,10.236757,-1.011389,0.14177847,-0.18250333,10.64205,9.857155,14.363958,-0.21446529,3.96181,24.525305,-0.9849376,0.17119892,-0.20723028,9.679633,6.553835,0.24446027,5.0332,8.380315,-0.3171475,-0.16352713,-0.14847638,-0.18889049,-0.34349328,3.4378705,27.58117,0.0074589825,17.784697,0.30181047,1.4582255,4.786814,15.819458,-0.21247089,6.272289,0.07559492,0.08577085,-0.39660776,-0.4104472,7.9373217,0.32971853,9.195044,0.050732408,-0.40678504,0.040287375
t8,0.17579673,9.830284,0.2647611,-0.13621764,0.14058168,-0.056550823,10.2540455,-0.9993534,0.14249486,-0.1628986,10.496082,9.640624,13.962645,-0.21261653,3.6384313,23.817726,-0.92066365,0.17210229,-0.19898556,9.501907,6.3099284,0.28443143,4.7406073,8.168083,-0.3139823,-0.16095293,-0.14339487,-0.19136044,-0.32505327,3.4948564,27.05821,0.007499071,17.315136,0.2938869,1.3547404,4.775694,15.420651,-0.2030678,6.2601943,0.075892374,0.08487712,-0.3730353,-0.40383738,7.7288322,0.32626137,8.914905,0.048170507,-0.38399446,0.038241446
t9,0.17822269,11.470358,0.27789718,-0.14228846,0.15383169,-0.04998765,12.055449,-1.0932441,0.1589506,-0.13860829,12.017286,10.290488,13.961991,-0.242048,3.460191,25.01897,-0.7486129,0.20539954,-0.18808843,11.046708,6.214214,-0.036092434,4.569097,9.449308,-0.3243279,-0.17140189,-0.119174816,-0.21259645,-0.31737864,4.576757,28.643238,0.00794718,17.950968,0.31059608,0.6309573,6.08729,16.292908,-0.2294326,7.8353276,0.093656294,0.09083712,-0.29769787,-0.41817462,7.9158564,0.3536039,9.768321,0.049712297,-0.34333086,0.03720585
t10,0.17974848,9.87125,0.26993865,-0.13900174,0.14010674,-0.054970436,10.123212,-1.0048882,0.14086069,-0.1837988,10.530959,9.81307,14.376251,-0.21249881,3.9790704,24.427954,-0.99764,0.1689161,-0.2083423,9.579748,6.5436487,0.28035522,5.03672,8.299775,-0.31645086,-0.16251467,-0.14972351,-0.18613936,-0.3445794,3.3469872,27.46687,0.0074616135,17.743116,0.3010076,1.5055752,4.689584,15.744141,-0.21103474,6.1535535,0.07443673,0.08549284,-0.40135205,-0.40956932,7.952724,0.32774705,9.135356,0.05066988,-0.4068415,0.040254507
