,Ev Model,Missing Type,Tree Type,Variable Type,Signal,phylopars,phylnn_fill_means,linear_eigenvecs,linear_PEM,linear_umap,linear_autoencoded,xgb_eigenvecs,xgb_PEM,xgb_umap,xgb_autoencoded
0,EB,mcar,ultrametric,continuous,0.999937772003503,0.04384565467604334,0.7863116387351579,0.23570139622209108,0.06927052533353077,0.5076377876505029,0.4579552647585931,0.2754482074312206,0.17703563284926102,0.2854609224548346,0.10659580252737419
1,EB,phyloNa,ultrametric,continuous,0.999937772003503,0.028581529172477048,1.192871859527365,0.141955894765252,0.02853416362116621,0.25048204497292026,0.16338232517980308,0.07150608870378702,0.046195819255805,0.06687816135875899,0.06768354032878696
2,EB,mcar,with_extinct,continuous,0.999926686256414,0.24271372230377228,0.8779337175958827,0.47854542322258314,0.235238185507651,0.5339175955476014,0.5222413908943851,0.2382308288628217,0.3121427718657119,0.3699435136644855,0.3498130217214309
3,EB,phyloNa,with_extinct,continuous,0.999926686256414,0.1441077661021187,0.6599088165385687,0.22836416878912913,0.14121195106941825,0.36389345837504067,0.4405069150761332,0.1401483820173408,0.16712385704597588,0.31722467227195994,0.25470290350829206
4,EB,mcar,ultrametric,continuous,0.999985589024912,0.0767953118675458,0.8449151768617373,0.31771772207551047,0.0741786899818525,0.24137268083405278,0.3665211750408155,0.18614985408435075,0.08307757923256469,0.20317981055102452,0.17433643390649295
5,EB,phyloNa,ultrametric,continuous,0.999985589024912,0.07256792411917021,0.8869532110252575,0.31005169146701517,0.07533447855603406,0.36307910858200804,0.5168676789427662,0.1144321335455301,0.09317160168772647,0.36273121164916633,0.11176994039087104
6,EB,mcar,with_extinct,continuous,0.999926686256414,0.2048355367173765,0.7001396328352361,0.3159497552567882,0.21745024966090454,0.5275369918977766,0.45717858732663547,0.2972833638509476,0.23224196064026925,0.3642002038719151,0.3355374373541216
7,EB,phyloNa,with_extinct,continuous,0.999926686256414,0.13145415315009004,0.5471042247630481,0.2114014906075532,0.14152115120172923,0.3255304154253614,0.3274793322738318,0.11528705009566276,0.1686291151929574,0.27256219940534543,0.16619058043804982
8,EB,mcar,ultrametric,continuous,0.999977974657869,0.001233743251578423,0.06617742471210643,0.024110184300606984,0.0023092858033576967,0.03716393886189882,0.014951306513583618,0.0031623305007816072,0.0016569690550216176,0.0030524859025232052,0.004134458825961617
9,EB,phyloNa,ultrametric,continuous,0.999977974657869,0.001630945942924411,0.5277904899301558,0.01636765009959622,0.0012555483547633806,0.03524477154494103,0.018839219524033047,0.0020878241898509065,0.0056578292371625375,0.02213968827804328,0.013342365126174715
10,EB,mcar,with_extinct,continuous,0.999926686256414,0.02553919410782867,0.03741868011656263,0.03843727864458269,0.018751771974450666,0.14644265223486372,0.29716765929428046,0.04005647209423764,0.018840490037567364,0.035621674269843404,0.024185442924609155
11,EB,phyloNa,with_extinct,continuous,0.999926686256414,0.019910114824018627,0.09359112747554013,0.02986907411694891,0.017097382922321668,0.13192202141542214,0.21524110731294507,0.029573887274726797,0.02924870597925148,0.042639907803981636,0.016366571190481738
12,EB,mcar,ultrametric,continuous,1.00011090547346,0.08657345385731839,0.22663031241317752,0.3407129162486539,0.08512847950259265,0.35989931473606285,0.3111959357813752,0.09898698408476264,0.10941987595406863,0.36469192187571425,0.18308360889298067
13,EB,phyloNa,ultrametric,continuous,1.00011090547346,0.0677358301439435,0.7680811605428449,0.10107424843382473,0.06276306916333774,0.12092614261179147,0.4206524819990488,0.07317045037054087,0.09402492496674505,0.10873516779793294,0.1496773267875775
14,EB,mcar,with_extinct,continuous,0.999926686256414,0.005603805725147535,0.11266953511433617,0.09176522931050225,0.003546378142891139,0.08410717768969918,0.17854849293156413,0.01268444618179916,0.008727611212032036,0.015827039488599787,0.0442527432331056
15,EB,phyloNa,with_extinct,continuous,0.999926686256414,0.00011797373507565698,0.14319073814013578,0.037976641001642615,0.00012799142702781766,0.20083571796458102,0.20594666751549032,0.01911048774405278,0.005390262744052778,0.014445835650302791,0.11349200011231411
16,EB,mcar,ultrametric,continuous,1.00005583344167,0.2891748739546233,0.571012617325605,0.3722273770436428,0.30438887237767326,0.3824307343201429,0.5174776853367173,0.38305474279422114,0.37068763585182235,0.4272563335992473,0.3962808677956639
17,EB,phyloNa,ultrametric,continuous,1.00005583344167,0.2908949230797383,0.6902666506233414,0.3608097565901198,0.3121580306267606,0.40316240062016,0.4328778003614998,0.3610550669993853,0.3153574735964434,0.3882563983660183,0.3923604755964433
18,EB,mcar,with_extinct,continuous,0.999926686256414,0.21031922276796292,0.6667316250537733,0.32945054705646454,0.2317194656111863,0.41156679708537997,0.4566210250836857,0.295702244733675,0.25162845436019704,0.37740076081013024,0.29856378007493917
19,EB,phyloNa,with_extinct,continuous,0.999926686256414,0.21841660469049914,0.932981460356756,0.5386071228697632,0.2271423388599246,0.6672214239487452,0.5437536523260277,0.39142099795794266,0.24510980094088244,0.5064404683965454,0.4051825935770637
20,EB,mcar,ultrametric,continuous,1.00045812935101,0.2160337867418242,0.5657078621252747,0.28291649284455433,0.21596204790568813,0.4713190857795391,0.3587222359964485,0.2395348566943724,0.2391057668132594,0.23222924126354177,0.22467932178097821
21,EB,phyloNa,ultrametric,continuous,1.00045812935101,0.19640139782039348,0.3694653223643837,0.4184811928094822,0.1585494109297751,0.5594169807848524,0.4227354377030477,0.35168185161650367,0.10497539725539347,0.28264497541650363,0.19333011515477674
22,EB,mcar,with_extinct,continuous,0.999926686256414,0.19857365789761844,0.7023473260906575,0.38712571679201896,0.20409917724045015,0.4057094053215015,0.3843848797897351,0.2450629600356611,0.22588408160633805,0.3840313546518383,0.2737895404891241
23,EB,phyloNa,with_extinct,continuous,0.999926686256414,0.19967169699714296,0.7268974211128886,0.34235892753267766,0.19890761871580317,0.38508081544437384,0.4146455444499559,0.26563286995940716,0.21870075728605393,0.3148982936714871,0.2569131855381367
24,EB,mcar,ultrametric,continuous,0.999995977485728,0.020569195701405817,0.8420721176709248,0.06679048409187541,0.02807085122283811,0.12078180798199134,0.07995391510506687,0.02449459734972581,0.0884494354007718,0.09569299047589101,0.037014941339734465
25,EB,phyloNa,ultrametric,continuous,0.999995977485728,0.021275511706462823,0.6900193881709358,0.03476828423572452,0.026136731695390446,0.13020856107649503,0.05450049170578777,0.025725410036170106,0.03309881843308794,0.3071862014361701,0.10039094236561508
26,EB,mcar,with_extinct,continuous,0.999926686256414,0.01279722361751768,0.07052437297390492,0.16021580387058332,0.019779917888260022,0.26514094532731647,0.32857021366225814,0.024801999922460516,0.020595915112406122,0.03343066819604363,0.018596461563686068
27,EB,phyloNa,with_extinct,continuous,0.999926686256414,0.0052089177550828855,0.1490416650461192,0.0611713123172956,0.003994798694769537,0.3176179506293043,0.18748412367263656,0.006272863152531246,0.012539158620961286,0.012848064318004747,0.00921887097786366
28,EB,mcar,ultrametric,continuous,1.00100922739719,0.08719624745253537,0.3033338006351315,0.43471071947370693,0.07800342411121357,0.3241357783269727,0.464684638608455,0.11831595981378884,0.16939190009702507,0.3551791177315843,0.18531964162903508
29,EB,phyloNa,ultrametric,continuous,1.00100922739719,0.19240933179550007,0.23568907931753427,0.3716343676996459,0.18746545786718863,0.33469929574267976,0.5958608619312667,0.2151288543679885,0.11449619455368369,0.3433196248418306,0.1954727965264095
30,EB,mcar,with_extinct,continuous,0.999926686256414,0.15010013313490828,0.5468305119434352,0.25738380725635307,0.15544341183959057,0.27180635980994633,0.2070927719074557,0.15889303917474654,0.17353856928832148,0.1719124389423932,0.1912779586226299
31,EB,phyloNa,with_extinct,continuous,0.999926686256414,0.20223335010147675,0.5927645284126095,0.26943461925364387,0.20349832791012445,0.2892466108287139,0.30336460365808804,0.21284066419038028,0.1909715456643893,0.25533786316173096,0.2696366289619219
32,EB,mcar,ultrametric,continuous,1.00005005021048,0.0003101659353614061,0.6894657028442198,0.032255671076607914,0.016160897278058344,0.050516852943264176,0.018613981144085034,0.25785670538313216,0.00013279601846996614,0.036672376511672024,9.684076544798081e-05
33,EB,phyloNa,ultrametric,continuous,1.00005005021048,0.002200530448710003,2.5674409718537747,0.06028032990333938,0.09356759626257119,0.034375539907777065,0.061542057752446276,0.015430335331602008,1.208288974668398,0.1342892153316019,1.437898816668398
34,EB,mcar,with_extinct,continuous,0.999926686256414,0.03101923343690327,0.34498278164592294,0.08861036318660231,0.027258507649432644,0.3394930333583241,0.3255792616447153,0.017232781321744498,0.0064437858288054085,0.0315632846731463,0.014033163131908862
