"","V_1","V_2","V_3","V_4","V_5","V_6","V_7","V_8","V_9","V_10","V_11","V_12","V_13","V_14","V_15","V_16","V_17","V_18","V_19","V_20","V_21","V_22","V_23","V_24","V_25","V_26","V_27","V_28","V_29","V_30","V_31","V_32","V_33","V_34","V_35","V_36","V_37","V_38","V_39","V_40","V_41","V_42","V_43","V_44","V_45","V_46","V_47","V_48","V_49","V_50","V_51","V_52","V_53","V_54","V_55","V_56","V_57","V_58","V_59","V_60","V_61","V_62","V_63","V_64","V_65","V_66","V_67","V_68","V_69","V_70","V_71","V_72","V_73","V_74","V_75","V_76","V_77","V_78","V_79","V_80","V_81","V_82","V_83","V_84","V_85","V_86","V_87","V_88","V_89","V_90","V_91","V_92","V_93","V_94","V_95","V_96","V_97","V_98","V_99","V_100","V_101","V_102","V_103","V_104","V_105","V_106","V_107","V_108","V_109","V_110","V_111","V_112","V_113","V_114","V_115","V_116","V_117","V_118","V_119","V_120","V_121","V_122","V_123"
"t5",-0.0712598703511532,-0.00421642873306182,0.00398672628977768,-0.0248596447840153,0.0212747928806728,-0.0549438400709879,-0.0688702677413706,0.000232314847745552,-0.00110198692353262,0.0066267107229439,-0.00790238558524817,0.0583130903000997,-0.0553760036976199,0.00941117135867492,-0.0473335980526341,0.0535226693381291,-0.245644470537452,0.0220445567544582,0.0935067976123095,-0.0254649335823006,-0.0190136898380576,0.0597294164502372,0.00258834747933731,-0.102990338415811,-3.28968319102904e-05,0.0690771843410033,-0.00651582958892294,0.000988018109462787,-0.0315041938780151,0.000954655415285706,-0.000956383216040498,0.00115385264638589,-0.000264459653952291,0.0108953479063566,-0.000751054485793158,0.00167317059248766,-1.18113441360657e-05,2.42348985532711e-15,1.57751416096641e-17,-4.18502038579405e-17,0.00608456936671928,-0.000410848051352925,3.48146099969325e-06,-0.000339675048633233,0.0545684230682888,-0.0391927131620239,-0.0847380925234342,0.0121386157747515,-0.0968069848526844,0.0383629462322157,0.0422772573050663,-0.194226231108614,-0.423157288864853,0.0100242407336634,0.000174040052397795,0.515895443978121,-0.579480643209052,0.177702747398862,-0.000625853654918514,-3.27443067094902e-05,-0.000187697405589919,-7.56270036819894e-05,-0.00134578479884353,-0.0062007115437826,0.0106505316357085,1.46031420110753e-05,0.00241787529871002,-1.25175626658004e-05,-3.65541568919078e-05,-5.21800826094489e-07,-5.07278926482863e-06,-0.00395483455484821,0.00101954195611039,0.00125607869110041,1.39599615007034e-05,9.8353482411877e-05,-0.0205179643181742,0.0029175200186292,1.18401410283769e-05,0.000155518293797989,-0.000256070591513533,-7.99780214313688e-06,-4.54645978355175e-08,0.00013990081046941,7.06009877818417e-08,1.93519879952455e-15,2.39893283189574e-16,4.02781107078365e-17,3.75567632548979e-16,2.51805954559758e-17,2.84603070277445e-17,6.657001339061e-17,4.81927865669807e-17,-1.49403059368503e-16,6.41644398204078e-17,2.9024092157437e-16,-2.83410447887711e-16,1.63335057284941e-16,1.10263360941776e-16,-9.75239854150711e-17,-1.7764652596175e-16,-2.04643160056639e-18,8.56519716263549e-18,1.98083736913102e-16,2.96529294174785e-17,5.18790739534314e-17,-1.93408115044258e-16,1.85452781603646e-16,1.98680048107969e-16,5.36680075380325e-17,2.49366499671666e-17,-1.27502175484295e-16,7.8484378826689e-17,-4.49401800495242e-17,-2.28658238177193e-16,-2.10931532657055e-16,1.3200161450011e-16,-2.0725879779776e-16,-3.94649590784724e-17,3.58640526131049e-16,-4.00070601647151e-16,4.69052964871541e-17,5.34925413068726e-15
"t114",-0.0871284371691299,-0.0277016006153827,-0.00126690537602197,-0.0112418768213484,0.0155266679337067,-0.0427281644544639,-0.104329046981116,-0.000375483098348173,-0.000476068787222127,0.00935538314141304,-0.00549079736149178,0.0510011900379858,-0.0799044479875648,0.00616874267612318,-0.0400034621690528,0.0650021086356956,-0.290945735710376,0.0223555262156887,0.125408563882172,-0.0376750404744699,-0.0287851299983034,0.114984171557866,0.00556292107611382,-0.230183956429829,-8.69439588426007e-05,-0.108180353366606,-0.0173999345937983,0.00866339868199889,-0.488278113358593,0.00941014971368165,0.00598322681402769,0.00961185894360422,0.00158228361804342,-0.0533863810628616,0.00185516072792343,-0.00260660568289782,1.59513404736521e-05,-1.20953374126297e-15,2.33447705773434e-16,-1.02084576427793e-16,-0.00409492712216115,0.000249660899451309,-1.58599006770094e-06,0.000135917698239384,-0.0214642016952827,0.0138022446471804,0.0609983822017603,-0.00288459307059955,0.0225625337002139,-0.00874900373994884,-0.0130114188250388,0.0415638735283572,0.0863649054370907,-0.00190471363838296,-3.28836437804575e-05,-0.102239044123139,0.0839215240154857,-0.0269022074231429,8.8252113066179e-05,4.41576636375095e-06,2.41941159068934e-05,9.71024077241203e-06,0.00016276335919518,-0.000630085868570484,-0.00120905744374415,-1.6569359417317e-06,0.000252741675084896,1.36266990570532e-06,3.88123770322421e-06,5.52890913449753e-08,5.33366215120703e-07,0.000407490141636683,0.000159662334492044,-0.000126254217195708,-1.14575713377391e-06,-7.93190577315409e-06,-0.00536955930404992,-0.00019569796586565,-8.02249560954473e-07,-1.06422781109902e-05,1.65095315325242e-05,5.09435063322664e-07,2.82382292791842e-09,-8.66221517618159e-06,-4.36288859706571e-09,0.00758509562774415,-0.138395538866331,-0.0361705382153364,-0.231079483801038,-0.00569310723349071,-0.0283517280666932,0.121929097084689,0.0364874524423931,0.0113872170833494,-0.0242386420569039,-0.10113096937769,0.237138250325605,-0.0400339184875037,-0.0124551479983334,-0.0303681544856832,0.0552544761990937,0.0288627622722396,-0.0125554863137338,-0.0259649898680272,-0.00336555385695337,0.0539660497678292,0.0321803354082776,-0.0138156883038662,-0.231332806639366,-0.0442169826721585,0.0296663418831987,0.0344178496565311,0.0323726688613879,-0.0403584697687068,0.0904031301927115,0.026070309415792,-0.0260203191584117,0.177077264102156,-0.249673659974151,-0.329381334734765,-0.0729287715230168,0.200394322043473,-0.113660630042383
"t115",-0.0871284371691299,-0.0277016006153825,-0.00126690537602178,-0.0112418768213487,0.0155266679337067,-0.0427281644544641,-0.104329046981116,-0.000375483098348226,-0.000476068787222443,0.00935538314141347,-0.00549079736149172,0.0510011900379861,-0.0799044479875642,0.00616874267612273,-0.0400034621690526,0.0650021086356952,-0.290945735710375,0.0223555262156881,0.125408563882173,-0.0376750404744705,-0.0287851299983042,0.114984171557865,0.00556292107611411,-0.230183956429831,-8.69439588442653e-05,-0.108180353366607,-0.0173999345938002,0.00866339868200001,-0.488278113358596,0.00941014971368058,0.00598322681403085,0.00961185894360553,0.00158228361804398,-0.0533863810628629,0.00185516072792564,-0.00260660568290116,1.59513404747937e-05,-1.82264108376278e-15,2.18446853162074e-16,6.14054163586418e-16,-0.00409492712216117,0.00024966089945095,-1.58599006897832e-06,0.000135917698239313,-0.0214642016952826,0.0138022446471849,0.0609983822017587,-0.0028845930706036,0.022562533700213,-0.00874900373994863,-0.0130114188250333,0.0415638735283606,0.0863649054370824,-0.00190471363839473,-3.28836437860069e-05,-0.102239044123143,0.0839215240154902,-0.0269022074231433,8.82521130827425e-05,4.41576637014845e-06,2.4194115917087e-05,9.71024076763392e-06,0.000162763359203481,-0.000630085868565252,-0.0012090574437409,-1.65693593442678e-06,0.000252741675088222,1.36266990444352e-06,3.88123771380593e-06,5.52890893796987e-08,5.33366207887893e-07,0.000407490141632385,0.000159662334486209,-0.000126254217192736,-1.14575712946856e-06,-7.9319057628435e-06,-0.0053695593040451,-0.000195697965876235,-8.02249566022853e-07,-1.06422781371914e-05,1.65095315371083e-05,5.09435058330019e-07,2.82381481104483e-09,-8.66221517759203e-06,-4.36289008130382e-09,-0.00758509562774404,0.13839553886633,0.0361705382153364,0.231079483801038,0.00569310723349088,0.028351728066693,-0.121929097084689,-0.0364874524423926,-0.0113872170833494,0.0242386420569037,0.101130969377689,-0.237138250325604,0.0400339184875042,0.0124551479983336,0.0303681544856831,-0.0552544761990931,-0.0288627622722398,0.0125554863137338,0.0259649898680272,0.00336555385695327,-0.0539660497678292,-0.0321803354082777,0.013815688303866,0.231332806639366,0.0442169826721591,-0.0296663418831984,-0.0344178496565308,-0.0323726688613885,0.0403584697687062,-0.0904031301927109,-0.0260703094157917,0.0260203191584114,-0.177077264102156,0.249673659974151,0.329381334734763,0.0729287715230158,-0.200394322043473,0.113660630042381
"t29",-0.114180088518225,-0.0712338131847755,-0.0115513074733494,0.0186025490083975,-0.00216542004353285,0.000925792523150393,-0.0620924153540365,-0.000605478982866042,0.000503710753606702,-0.0155955126907426,-0.00101082208175273,0.0418030612869158,-0.277040185112901,-0.0177401149753052,0.0351132114024016,-0.0394143721958212,0.0466389899916614,0.0182016881231595,-0.0122031821537947,0.00283359371263066,0.00202199075136354,-0.00379133667239,-0.000123291155526575,0.00435743258498877,6.70079779716255e-07,-0.0112755330467933,0.000292389837091996,4.09497516981904e-05,-0.00380903249945935,-0.00332121613117116,0.000126903236838919,-0.00495198472675053,1.98534631431955e-05,-0.000884574161497582,3.3833996805425e-05,-3.78510205294403e-05,1.84362771562219e-07,1.31975032333999e-15,1.04715658290791e-16,1.84824367934413e-16,0.000154880501648923,-1.40235778772646e-05,2.5226238911991e-07,-3.67971491361031e-05,0.00629362607660363,-0.00772544434687087,-0.70034437820157,-0.00534140998770625,0.0239360680764358,-0.00718151849970061,0.237825157297312,0.0530173632375696,0.0597174140198435,-0.00112378831214748,-2.02200115055145e-05,-0.0819853218148237,-0.00493632734723293,-0.00584350751586499,2.08882877734844e-05,9.85117564160248e-07,4.97610070732666e-06,1.98139729752664e-06,2.89745160003511e-05,-0.0120420053276597,-0.000137281274671985,-2.01238445273809e-07,0.00439224961112667,1.3991696173717e-07,3.27814301712037e-07,4.57755075688406e-09,4.07314078187149e-08,2.36523143090259e-05,0.000585375524299701,-4.04205772055192e-06,7.89648590774069e-07,7.80804823801259e-06,0.568893125902182,-0.00142253002621568,-4.90947874168056e-06,-5.12694530025491e-05,1.83182579808252e-05,5.27435720959898e-07,2.59735791511581e-09,-7.86655183259204e-06,-3.93147477765109e-09,1.85511841067433e-15,6.88953388080982e-16,4.17708588224491e-16,-2.10530014477555e-15,3.94588034266554e-16,1.26409203224736e-16,-5.22517572497907e-16,4.61641325569343e-16,1.53407778424526e-16,-9.46244466124148e-16,-1.79974030963065e-15,2.50297775473599e-15,-6.1878117562377e-16,7.65817318248065e-16,-4.84439041653396e-17,8.99694314542412e-16,4.13474512338502e-18,-1.64794198967016e-18,-4.98256274871812e-16,-6.55589380052279e-16,2.1285564838584e-16,1.59766526531678e-15,7.6662784835523e-16,-3.25592409562262e-16,1.216136136719e-15,-9.40359977653892e-16,1.818194291544e-15,-1.50297780136728e-15,8.41023484655832e-16,1.75377924671846e-15,4.14588325252344e-16,5.28246641492695e-16,1.05853337872409e-15,6.13664808402618e-16,-2.6013677089033e-15,-3.32290061733234e-15,-9.94520045595769e-17,-1.23611685561109e-15
"t91",-0.115589514308261,-0.0732237682829535,-0.0119786061050111,0.0195895348365865,-0.0023473376739962,0.00101101838957519,-0.0710948667751456,-0.000708292552624362,0.00060748487343731,-0.0188573685326741,-0.00130641446741323,0.0580589292552348,-0.402796417002749,-0.0268017766117294,0.055900068673406,-0.0825314554832714,0.100458356397912,0.0430479736398541,-0.0313787595705279,0.00851501026151348,0.00632415411499491,-0.0197779525223204,-0.000884253395854712,0.0357315764922263,1.24628399114397e-05,0.0282221646966926,-0.000427401577737371,-4.38139957637639e-05,0.00374270612926279,0.00247286263663821,-7.94638405419904e-05,0.0030643560418461,-1.21047777629483e-05,0.000498443551834492,-1.17869746691484e-05,6.55387346827835e-06,-2.15905847581475e-08,2.29492086535373e-16,2.17698185475802e-16,1.02687912774746e-16,2.31791287456798e-05,-2.6307243899679e-06,7.48084635772165e-08,-1.28540944774199e-05,0.00224487505136834,-0.00316042758585612,-0.347880310034783,-0.00291188239714037,0.0139091246719646,-0.00433128863080479,0.152881853495819,0.0345859704752618,0.04222680634109,-0.000909546295861044,-1.69516818768387e-05,-0.0721290696048004,-0.00467848128736253,-0.00605660964016934,2.65698703747439e-05,1.42209501630297e-06,8.30158115184154e-06,3.35074920278442e-06,6.21164724719269e-05,-0.0339372441034713,-0.000404962480531933,-5.99419521331002e-07,0.0133636206982194,5.75726647712893e-07,1.75244093888849e-06,2.50970987271054e-08,2.46977390203625e-07,0.000199210449697373,0.00725721407376869,-6.51971280454863e-05,-1.71260902559357e-06,-1.50725650810519e-05,-0.788163358245614,0.00185916752528148,6.34887978631749e-06,6.50969267368092e-05,-1.66089253939562e-05,-4.60755248305161e-07,-2.10856145404621e-09,6.3305732961362e-06,3.14674641323377e-09,-1.75522997364979e-15,-5.90667275450019e-16,6.94188438013701e-17,1.41230873090011e-15,-2.03376975400724e-16,-9.21970496015149e-17,-1.15056020314379e-15,7.88653047305864e-17,5.33907308589529e-17,-6.50110536687941e-16,-1.46785787225517e-15,5.46519319343467e-16,1.32653274784115e-15,-3.01591770692103e-16,5.78548343662653e-16,-2.80590919747712e-16,-7.29217368477796e-16,-4.90990657722458e-18,5.64695955289387e-16,1.12772816548491e-15,-2.1827981686961e-16,-1.84945265058021e-15,-2.2765532983076e-17,1.20595134803596e-15,-1.96670639683829e-15,6.75724535638792e-16,-6.33264355938004e-16,-1.56074310655379e-15,-1.25469021450478e-15,-2.59984883955969e-16,4.36719666419785e-16,-1.10904285985085e-15,1.25478593215035e-16,1.90954636315369e-15,-7.42135982227371e-16,3.14241720155741e-15,-7.86865701272996e-17,2.93466012319768e-15
"t112",-0.116531670606756,-0.0745583681580004,-0.0122657119734627,0.0202548090882357,-0.00247066822813863,0.00106887969609964,-0.0772605141482504,-0.000778972652579685,0.000679191103911547,-0.0211122137476833,-0.00151286721878299,0.0695266717818566,-0.49202810502019,-0.0332610083388002,0.0708036693926455,-0.114204149326915,0.140072359128494,0.061448886068076,-0.0456495760113767,0.0127763962766821,0.00955673898789234,-0.0319895747064346,-0.0014691894324493,0.0598976574541853,2.16168096470898e-05,0.06022176001749,-0.00102279284261658,-0.000115015961923305,0.010115487819933,0.00744139090770622,-0.000258321188910938,0.0100172253248436,-3.98491345172958e-05,0.00170509354894331,-5.28293784243335e-05,4.81280698754539e-05,-2.17818699234766e-07,-6.09910140617624e-16,4.12172642833146e-17,-2.62339977566196e-16,-0.000122308194524322,1.04099013021448e-05,-1.57783789437955e-07,2.13800677792283e-05,-0.00362198969202588,0.00417967025591775,0.350945070180609,0.00260256661558879,-0.0114906747462709,0.00342404470490023,-0.112438540689825,-0.0250318011260845,-0.0281023574292339,0.000534028739883364,9.66242967916884e-06,0.0395553294582539,0.00242732007129404,0.00295837284421115,-1.15621967974819e-05,-5.83859467199803e-07,-3.22115912917753e-06,-1.29390200122222e-06,-2.23025162833117e-05,0.0114463497889027,0.000135405600935334,2.00067137895732e-07,-0.00444323818663858,-1.82825079948359e-07,-5.40433912611935e-07,-7.72099181308552e-09,-7.52995940559588e-08,-5.93221551401168e-05,-0.00212015359843127,1.88709488791193e-05,3.91105308374222e-07,3.36271244073258e-06,0.162323955414369,-0.000376691818693247,-1.28245687890254e-06,-1.30794995681555e-05,2.98442100828273e-06,8.16390369345962e-08,3.63040388600218e-10,-1.08615889392881e-06,-5.38717870034578e-10,-0.0546743701729264,0.121132055094622,0.00601306155596802,0.072753822585362,0.0570557940316661,0.0121996155020166,0.0775595153324253,-0.0136583639562743,0.0632329936123374,-0.0015091587514678,0.120894034070276,-0.139840505804994,0.0209534443004803,-0.0187587395582122,-0.017226419600503,0.0926604283743374,-0.0297271213662026,-0.0766911240168612,-0.0288882387084959,-0.0286137089728049,-0.0187331163251663,-0.0386169372902457,0.019051597112143,-0.0337804653082985,0.307524617603552,-0.00681083550219304,-0.00487497354433352,0.119985534793483,-0.0320767476911125,0.0261235753455948,-0.0104360711379618,-0.0376881489180626,0.0735693455487175,-0.145207998058243,0.129072090263814,-0.267076571857497,-0.0465641948957387,-0.422916202404186
"t113",-0.116531670606756,-0.0745583681580006,-0.012265711973463,0.020254809088236,-0.00247066822813858,0.00106887969609978,-0.0772605141482502,-0.000778972652579736,0.000679191103911611,-0.0211122137476837,-0.00151286721878307,0.0695266717818567,-0.49202810502019,-0.0332610083388003,0.0708036693926452,-0.114204149326914,0.140072359128494,0.0614488860680768,-0.0456495760113768,0.0127763962766818,0.00955673898789226,-0.0319895747064345,-0.00146918943244931,0.0598976574541842,2.16168096472861e-05,0.0602217600174909,-0.00102279284261684,-0.00011501596192406,0.0101154878199338,0.0074413909077064,-0.000258321188909996,0.0100172253248444,-3.98491345174402e-05,0.0017050935489424,-5.28293784243279e-05,4.81280698741282e-05,-2.17818699741024e-07,-5.74700011961856e-16,-1.91939549249004e-16,8.9315311779952e-17,-0.000122308194524496,1.04099013027028e-05,-1.57783789253166e-07,2.13800677797723e-05,-0.00362198969202564,0.00417967025591677,0.350945070180612,0.00260256661558966,-0.0114906747462708,0.00342404470489958,-0.112438540689826,-0.0250318011260842,-0.0281023574292348,0.000534028739885083,9.66242968164666e-06,0.039555329458252,0.00242732007129801,0.00295837284420643,-1.15621967941088e-05,-5.83859467018084e-07,-3.22115913280685e-06,-1.29390200244529e-06,-2.23025162875457e-05,0.0114463497889055,0.000135405600934404,2.0006713782377e-07,-0.00444323818664087,-1.8282508088987e-07,-5.40433913902723e-07,-7.72098931057657e-09,-7.52995906441346e-08,-5.93221551321162e-05,-0.00212015359842857,1.88709488825101e-05,3.91105304998583e-07,3.36271244119964e-06,0.162323955414376,-0.00037669181869514,-1.28245688132684e-06,-1.30794995682544e-05,2.98442100252819e-06,8.16390379878427e-08,3.63048775811282e-10,-1.0861588954851e-06,-5.38721711206717e-10,0.0546743701729274,-0.121132055094621,-0.00601306155596783,-0.0727538225853619,-0.0570557940316656,-0.0121996155020166,-0.0775595153324256,0.0136583639562742,-0.0632329936123374,0.00150915875146797,-0.120894034070275,0.139840505804993,-0.0209534443004806,0.0187587395582123,0.0172264196005024,-0.092660428374337,0.0297271213662026,0.076691124016861,0.0288882387084954,0.028613708972804,0.018733116325166,0.0386169372902462,-0.0190515971121431,0.0337804653082989,-0.30752461760355,0.00681083550219304,0.00487497354433355,-0.119985534793482,0.0320767476911126,-0.0261235753455943,0.0104360711379617,0.0376881489180629,-0.073569345548717,0.145207998058243,-0.129072090263813,0.267076571857495,0.0465641948957385,0.422916202404184
"t80",-0.130313545886838,-0.0991670382300953,-0.0184673786469696,0.040632189342502,-0.0186379628220081,0.0448554844405508,0.0725691383127585,0.000240576038383938,0.00246827235726209,-0.238234189265982,0.000722653131728632,-0.0163409901274216,0.0811977184220374,0.00415613774949633,-0.0060414866521775,-0.162888622327487,-0.0396237086145226,-0.0334847954505421,-0.000170709416614387,5.50076622429091e-07,1.03083733468921e-05,-0.000223908261339029,-9.85347363752524e-06,0.000378005504217752,7.56959420212036e-08,-0.00345844067627523,0.000145205518559145,3.22923972231133e-05,-0.00358382627979122,-0.0409246637305908,0.00343207157334916,-0.591178928491477,-0.00073060401714883,0.00416655607532454,-2.68202355339894e-05,1.50588147638495e-05,-6.05992677042701e-08,2.22542663189602e-17,2.38131343799558e-16,4.56884409063482e-16,-2.08503733434931e-05,1.64806967850159e-06,-1.96052109070878e-08,2.31200418838669e-06,-0.00038365673251245,0.000378642716193252,0.0238110951784428,0.000152402086378454,-0.000645209996814881,0.00021128597630648,0.0130995558642821,0.000813358878368954,-2.38752913314655e-05,-4.73053949844298e-06,-1.20347858133112e-07,-0.000694463490288705,-6.22042993776994e-05,-0.00010503492770042,6.87984615217919e-07,4.49180676000472e-08,3.31981253142462e-07,1.37276058077316e-07,4.49565670503673e-06,-0.0817382022962161,0.000385949379993121,5.46288365985233e-07,-0.0628834007066869,-1.80078459938649e-08,-2.92343817143264e-08,-3.9766032959832e-10,-3.22292253863033e-09,-1.51675990326641e-06,-0.000225656897912117,1.90352005772739e-07,-8.00313055689101e-09,-6.55991621177985e-08,-0.00194852322233565,3.63063099708685e-06,1.17539022053046e-08,1.08715206720514e-07,5.19023273697002e-08,1.7769521329079e-09,1.14692071769349e-11,-3.57155538306136e-08,-1.81582909315459e-11,0.0748663846795716,-0.0293741815123693,-0.0690975787852936,0.0689795327383329,-0.0443335938801765,-0.00982359941817352,0.21935244341241,0.0235777311282229,-0.00192760169181378,0.0916931985812217,0.179703419400166,-0.147242982091641,0.0497933788257256,0.0248631007972847,-0.0072422057477417,-0.0420195077936161,0.000641582933044073,0.0017247631240751,0.0896617143839144,0.00668673998410594,-0.00734911838065492,-0.0844150751326116,-0.0156747680641193,-0.160033620295924,-0.217143480117126,-0.0140408880740887,-0.0973865666056369,0.272877886912863,-0.0306106289123585,-0.15335015036348,-0.101213496712095,0.0155623393866967,-0.0988334083506259,-0.2256908419826,0.132349757063114,0.241347895392679,0.1471463408894,-0.022031272569866
"t81",-0.130313545886838,-0.0991670382300959,-0.01846737864697,0.0406321893425025,-0.0186379628220082,0.0448554844405516,0.0725691383127589,0.000240576038384251,0.00246827235726215,-0.238234189265984,0.000722653131728312,-0.0163409901274222,0.0811977184220397,0.00415613774949682,-0.00604148665217716,-0.162888622327489,-0.0396237086145234,-0.0334847954505425,-0.000170709416614928,5.50076623105633e-07,1.03083733469719e-05,-0.00022390826133914,-9.85347363830977e-06,0.000378005504217627,7.56959427683274e-08,-0.00345844067627638,0.000145205518557212,3.22923972229747e-05,-0.00358382627979,-0.0409246637305897,0.00343207157334709,-0.59117892849148,-0.000730604017147908,0.00416655607532374,-2.68202355350163e-05,1.5058814761131e-05,-6.05992657390922e-08,-5.59514156347418e-16,-4.5587278898612e-17,-1.04232496700854e-16,-2.08503733430876e-05,1.64806967721927e-06,-1.96052102693027e-08,2.312004187615e-06,-0.000383656732512956,0.000378642716192599,0.0238110951784481,0.000152402086378663,-0.000645209996815464,0.000211285976311878,0.0130995558642806,0.000813358878372319,-2.38752913340745e-05,-4.73053950328655e-06,-1.20347860780493e-07,-0.000694463490288261,-6.22042993787542e-05,-0.000105034927699671,6.87984615093751e-07,4.4918075160333e-08,3.31981253862453e-07,1.37276059591655e-07,4.49565670460202e-06,-0.0817382022962146,0.00038594937998892,5.46288365367905e-07,-0.0628834007066888,-1.80078368339536e-08,-2.92343899298819e-08,-3.97647637212925e-10,-3.22293358412207e-09,-1.51675989558549e-06,-0.000225656897893724,1.90352016813116e-07,-8.00312525340767e-09,-6.55991509254e-08,-0.00194852322233941,3.63063099413554e-06,1.17539033161803e-08,1.08715209725977e-07,5.19023261128388e-08,1.77693319873786e-09,1.14760295395283e-11,-3.5715532199303e-08,-1.81446380715737e-11,-0.0748663846795698,0.0293741815123696,0.069097578785293,-0.0689795327383316,0.0443335938801761,0.00982359941817345,-0.219352443412409,-0.0235777311282226,0.00192760169181356,-0.0916931985812211,-0.179703419400165,0.14724298209164,-0.0497933788257254,-0.0248631007972839,0.0072422057477414,0.0420195077936157,-0.000641582933044509,-0.00172476312407486,-0.0896617143839135,-0.00668673998410649,0.00734911838065473,0.0844150751326106,0.0156747680641188,0.160033620295924,0.217143480117125,0.0140408880740886,0.0973865666056362,-0.272877886912862,0.0306106289123578,0.153350150363479,0.101213496712095,-0.0155623393866969,0.0988334083506251,0.2256908419826,-0.132349757063114,-0.241347895392678,-0.1471463408894,0.022031272569867
"t42",-0.130855533412966,-0.100112638042215,-0.0187022524869169,0.0413826082049797,-0.0191952156913521,0.0463330793761985,0.076459650387434,0.00025589183932436,0.00266250728468417,-0.257295881390236,0.000806522185422156,-0.0189520801643584,0.0966456573099477,0.00505970571674134,-0.00759350330657627,-0.246486570287692,-0.061210464896852,-0.0554788427380103,-0.000301730476879161,1.10166001455331e-06,2.13356628281022e-05,-0.000722157556070552,-4.25336950295356e-05,0.00184910666890328,8.11686879578866e-07,0.00405667717373642,-8.86962810352047e-05,-1.31618404278573e-05,0.00130291743892028,0.0101259049651202,-0.000661093227027842,0.111910453129983,0.000135313313598199,-0.00068632012602534,2.08467559848283e-06,-3.55067446801676e-07,7.03440285645382e-10,4.31746576780332e-16,-6.4828962856837e-17,3.00706510261853e-16,5.91365178808506e-07,-7.81305380336515e-08,2.75650088843122e-09,-4.85566083780213e-07,8.48162415870574e-05,-0.000117126672603496,-0.0117243365082482,-9.29567231546437e-05,0.000453839554568942,-0.000161194126673499,-0.0114497355733472,-0.000733114686706133,2.53677183093921e-05,6.52095422610805e-06,1.77009357604733e-07,0.0011141122958953,0.000113631619829843,0.00022287758511751,-2.01101079330063e-06,-1.57936288800856e-07,-1.42736107081196e-06,-6.01181643096255e-07,-2.68433464014932e-05,0.682986937979404,-0.00340495982219841,-4.87525120288259e-06,0.575436880777506,2.33339417345235e-07,5.06769218024492e-07,7.08663798358283e-09,6.4097774929454e-08,4.28993297279389e-05,0.00957605422779981,-1.06076248579715e-05,-7.60061469030894e-08,-5.67597346411223e-07,-0.0131076478289344,2.34191716844301e-05,7.52485832597463e-08,6.87007427805172e-07,2.6189404531661e-07,8.76086378445017e-09,5.40616456529002e-11,-1.67519553113328e-07,-8.48599069802898e-11,2.0853160557656e-15,-2.70454975567321e-16,2.98425295038719e-16,-7.12401744242864e-17,6.97934566742059e-16,3.74587027675622e-16,1.11951399171524e-15,9.68720691896195e-16,2.22082492043939e-15,-1.45112288522718e-15,-6.19935684513263e-16,1.09931668598172e-15,1.88778493726031e-15,3.30540024923166e-15,2.39537024875358e-16,1.71918836075478e-15,-2.51713863613717e-16,-1.88316067196144e-15,2.02613212604818e-15,-5.49374189599051e-16,1.93181458537065e-15,-8.96418261988649e-16,2.96091086951992e-15,1.59250340422134e-15,-4.67151540403195e-16,1.7455777930827e-15,3.65284981774853e-16,2.74878203506233e-16,1.6260345353538e-16,2.10330546623843e-15,-7.9907143948065e-16,-1.63687749645385e-15,3.17029705269871e-15,-2.76513096810406e-15,-2.16132750795568e-15,6.72781169550833e-16,2.27312015535577e-15,6.98197997773425e-17
