"","V_1","V_2","V_3","V_4","V_5","V_6","V_7","V_8","V_9","V_10","V_11","V_12","V_13","V_14","V_15","V_16","V_17","V_18","V_19","V_20","V_21","V_22","V_23","V_24","V_25","V_26","V_27","V_28","V_29","V_30","V_31","V_32","V_33","V_34","V_35","V_36","V_37","V_38","V_39","V_40","V_41","V_42","V_43","V_44","V_45","V_46","V_47","V_48","V_49","V_50","V_51","V_52","V_53","V_54","V_55","V_56","V_57","V_58","V_59","V_60","V_61","V_62","V_63","V_64","V_65","V_66","V_67","V_68","V_69","V_70","V_71","V_72","V_73","V_74","V_75","V_76","V_77","V_78","V_79","V_80","V_81","V_82","V_83","V_84","V_85","V_86","V_87","V_88","V_89","V_90","V_91","V_92","V_93","V_94","V_95","V_96","V_97","V_98","V_99","V_100","V_101","V_102","V_103","V_104","V_105","V_106","V_107","V_108","V_109","V_110","V_111","V_112","V_113","V_114","V_115","V_116","V_117","V_118","V_119","V_120","V_121","V_122"
"t114",-0.0838790627585829,-0.0370394287187529,0.00564133981735788,-0.00203691890264509,0.041913151491605,-0.0103072371161019,0.0911474162250085,0.0022305699792426,-0.00202683654522074,0.000468341722915291,-0.00313635926653535,0.0328995706003423,-0.0435547724568279,0.00299427930770691,-0.064814670970857,0.0113539555134335,-0.0817575964718739,0.105342915093489,-0.0711842087037588,0.319004361173981,9.15311978815775e-05,0.276014160962096,-0.0557303394184548,-9.22181025553051e-06,0.00195864601284276,-0.00713791564539853,0.0505618734499366,-0.00548956857904431,0.370633437757336,-0.0736303160187831,0.357770878107184,-0.00966081368500726,0.0102138008282299,-0.00141482904362388,0.000311965714838363,-0.00010123866783302,0.00106942808347896,-0.000248750044319161,0.00134156312482685,-5.88019757806676e-05,0.00388206286989729,-4.28177914955066e-05,-0.00150968705468886,0.017714437974762,-0.0065352303558919,0.0387458774935844,-0.000188678350438878,-0.00206507483316672,-0.00176718578964803,0.00564279327709461,0.000961095885403507,-0.00883910090263506,-0.00790322905935713,0.00417624841184268,3.39497174344168e-05,1.1464417176751e-05,-0.0193417912479717,-4.17986776258353e-05,-0.000290226117657606,-0.0206991814600629,0.00461406805933112,-9.33447877966535e-05,-6.7093858485079e-05,-0.00164880741058592,0.000111949368927213,0.000191858773579659,0.00019112034571825,1.00978233296635e-07,8.22688901329776e-07,1.84341266260012e-06,4.36466509477369e-07,1.23658239925363e-07,2.29357333071642e-07,6.22555844919197e-06,0.00384167999879619,-4.10303337954708e-07,-0.000633622757662803,1.70335452391165e-07,0.000169100231903378,-6.08294643832196e-07,-3.12378406066249e-09,-2.23059603335143e-08,-4.55496804659312e-08,-5.93814619369006e-16,-1.12638569930081e-16,-1.66058263005497e-06,1.55438302415897e-17,0.0108542046875716,6.73794901643914e-16,1.13104699374837e-15,4.62056374808861e-16,7.56666357951666e-07,3.42669809658719e-16,5.78086571249261e-16,5.96420316543087e-16,-0.000216752455273016,2.02697402788295e-17,-1.04117032406375e-15,-3.33438195903107e-15,1.50228523298707e-05,5.49457286379419e-16,-3.12398312383463e-18,5.53609255317518e-16,2.29119096762176e-16,5.14064089394233e-16,4.46564087836454e-16,1.34211433447482e-15,2.19331218760747e-15,2.54303366970098e-15,-6.05435315036902e-16,-4.08604334347935e-07,1.23926219040381e-05,3.4806185953348e-16,3.65724294589104e-16,3.71056151893343e-16,-0.6966693379017,-1.64101839923315e-16,-1.08060671069817e-15,-8.42181776272095e-17,-1.31527121407731e-15,-4.84025480095712e-16,-1.82580727701218e-17
"t115",-0.0838294049194538,-0.0370055416777356,0.00563096968231503,-0.00203289745453225,0.041780835630486,-0.0102687885387624,0.09068402341824,0.00221605468707097,-0.00201212470955462,0.000464912027397317,-0.00311009300068336,0.0325724567900488,-0.0430899619622905,0.00296115722165309,-0.0640898215336105,0.0112006885680134,-0.0805558438299592,0.103524685861439,-0.0699465632483075,0.31329187617706,8.95824820758798e-05,0.269489976293643,-0.0543842698753903,-8.96787157895071e-06,0.00190078924617971,-0.00692462217187519,0.0489929834009373,-0.00531643208051959,0.356901874364832,-0.0708731899028243,0.344035077617532,-0.00926744736167016,0.00977729650978906,-0.00135089344765497,0.000296242386177232,-9.57506868264659e-05,0.00100907196646164,-0.000234191699609389,0.001256542539845,-5.49086809354646e-05,0.00361202906097001,-3.98230977645466e-05,-0.00140319242504067,0.0160790296250701,-0.00592204084583569,0.0348840208452776,-0.00016847312152996,-0.00183777259601271,-0.00156940787034917,0.00500570755153522,0.000845812297424533,-0.00776827047371995,-0.00692229099690564,0.00364594296297998,2.94754544103536e-05,9.92810772644918e-06,-0.0166888746142926,-3.59535213437697e-05,-0.000248242380221885,-0.0176388194220054,0.00390131235796523,-7.79710121511733e-05,-5.58889452402875e-05,-0.00136444144759181,9.2397231797074e-05,0.000158278112949201,0.000157612293213098,8.26951488474381e-08,6.6679397458678e-07,1.48089537449748e-06,3.50333021794166e-07,9.85714463862647e-08,1.81833838210538e-07,4.87256135318307e-06,0.00299523540436129,-3.18288980936465e-07,-0.000477505574653998,1.28216699115227e-07,0.000127068837138926,-4.43647382522149e-07,-2.24051354937705e-09,-1.5921986909465e-08,-3.19334205648521e-08,7.28558044846277e-16,-6.15206552712899e-16,-8.90948380726269e-07,1.85485516323742e-17,0.0055950988558461,-1.56204812275286e-16,-9.84358525798187e-16,-3.24612994034474e-16,3.64565950558608e-07,-3.75919410275988e-16,-5.20400583488709e-16,-5.03674331340515e-16,-8.81050195633544e-05,-1.00562375694362e-17,-1.69514081113369e-15,4.65099978477232e-15,5.5744927866793e-06,-5.32944988536714e-16,-8.21090220527841e-17,-5.44465358534645e-16,-1.90944709083012e-16,-3.81736928433292e-16,-4.72188612026842e-16,-1.23255675443723e-15,-2.32412560438893e-15,-3.00198922692791e-15,6.50278399487184e-16,-4.45419348579629e-08,-7.61359272160176e-07,-3.47163688320582e-16,-3.53299347327239e-16,-7.92254303982061e-16,0.717353823835224,1.45731027167116e-16,1.05803513848785e-15,5.20625279431869e-17,1.35100197535357e-15,4.09086185152939e-16,6.14550659050427e-17
"t29",-0.114547425734423,-0.0662780882757448,-0.0459973544945687,0.00780752070051486,-0.0142016402955584,0.000732068253001022,0.0428706007285003,-0.00136992754218046,0.0396859291793817,2.62210738092173e-05,-0.000535305520397265,0.020458359831487,-0.0575995627449236,0.00839863037185264,-0.274521054301885,-0.00561513629112183,0.0244053453413969,-0.0229221678276444,0.0367888160545638,-0.026879612695506,0.000237281263011299,-0.00385582066536166,0.000526819148199874,-1.51505012411512e-07,8.63887710868638e-05,-0.000411685193547614,-0.008226096789832,0.000223605723869293,0.00506745381326462,-0.00103505520679206,0.00523782048646437,-0.000140549339919351,-0.00767453817356374,-1.25396232561622e-05,-1.06023130112439e-06,0.000222084640054313,-0.00268214389507678,0.000127974381665402,-8.88587226363779e-05,5.19468679189611e-06,-0.000467086204018907,5.32828073231401e-06,0.000198016535419487,-0.0192191609709876,0.0090949924147587,-0.774574988417723,-0.000288915903980543,-0.00191574981965046,-0.0002795634256311,-0.332014918965352,0.000867199521776895,-0.00757370934649101,-0.00614157303003391,0.00305174023620931,2.44562077160252e-05,8.99998098022965e-06,-0.0608874487445305,-6.26576249958955e-06,-9.99427132236761e-05,-0.00743493014755497,0.00163684791586452,-3.09455347942335e-05,-2.19926002750889e-05,-0.025265951411362,2.92733956845799e-05,5.07361495497733e-05,5.08322009959367e-05,2.61476102241435e-08,1.83063733984094e-07,3.21351063590521e-07,7.34848494685043e-08,1.30296727751576e-08,5.10444547373145e-09,-6.55846670276351e-06,-0.413243604750163,-5.81002039900148e-07,-0.000303826442573554,8.07833206359003e-08,0.00309326464927099,-2.36270848995862e-07,-1.1467059149135e-09,-8.07885167790957e-09,-1.58054204419642e-08,-1.40879495163662e-16,-3.07509809730339e-16,-4.43742991354564e-07,3.95312196193838e-17,0.00283832850446324,8.62896367852761e-16,1.43008164445665e-15,-4.2638813285217e-18,1.91451790796817e-07,1.08352518954245e-16,6.45329081434171e-17,-1.19821913945538e-16,-0.0015254567170373,1.70590128448686e-15,-3.87485654234846e-16,-3.19274365409718e-16,0.000101318317164926,-2.12122016859167e-16,-1.81664287232373e-16,-4.95203977302761e-16,1.2475709083752e-16,8.11042676680647e-16,6.66750488059925e-17,-3.52695493444243e-17,-6.86662220165054e-16,6.45694927213773e-18,2.19373973972484e-16,-7.39502656800446e-08,0.000713730401954997,1.3837691605923e-16,2.509871225778e-16,2.72247837141385e-15,-0.00231727603287793,4.35886130812511e-16,-3.86535693019678e-16,-4.1510559992069e-16,-1.78408230891132e-16,1.79931413619125e-16,1.83681451630744e-17
"t91",-0.116360832898403,-0.067920575347658,-0.048375829530508,0.00824359152940776,-0.01553626022571,0.000815476071746063,0.0499642560622735,-0.00168161250054505,0.05016877725177,3.32334595113334e-05,-0.000709009047615785,0.0291302323376801,-0.0850891364595381,0.0126652779998606,-0.416711141737504,-0.00980310052395757,0.0464354882056939,-0.0548396272259309,0.0892033211990759,-0.0690642543147982,0.00104702217248908,-0.0385098055285177,0.00746478940553434,1.073244812997e-06,-0.000304601643054507,0.00133031044186932,0.0205898562075275,-0.000506609757635173,-0.00515529175914289,0.00100517645368615,-0.00456770131370487,9.55912607848016e-05,0.00425586689901166,5.46405163231512e-06,2.7427651270434e-07,-3.73703677486927e-05,0.000335336789169944,-1.14417181549381e-05,1.81871993647003e-06,6.82035024539053e-08,-2.24502859913914e-05,2.7581612792774e-07,1.13845326662587e-05,-0.00407639562943042,0.00200588756850078,-0.19521808544516,-8.38548899389097e-05,-0.000585050409307308,-8.80021375397111e-05,-0.106181586180429,0.000309016175058481,-0.00274699827671097,-0.00232639180650907,0.00120473848639164,1.0343995630104e-05,3.9297927495717e-06,-0.0278279632027537,-2.97855724955834e-06,-5.10802796890526e-05,-0.00399362597065483,0.000980826090698391,-2.24932117053471e-05,-1.67935360941489e-05,-0.0219431039651751,2.69177829430757e-05,4.71330907938523e-05,4.76081645813067e-05,2.91606189819612e-08,2.8810164101823e-07,8.00183665170067e-07,1.94164046100729e-07,6.95496839235333e-08,1.65985104817319e-07,1.80371064701506e-05,0.844486704309402,8.7922219278804e-07,0.000167092001635524,-4.31330350435404e-08,-0.0015828943456951,6.40589845121863e-08,2.27753987077466e-10,1.46990766875102e-09,2.06876951221869e-09,6.12844711381961e-16,-1.67410173799597e-15,-3.63708138288106e-08,3.11762660784881e-17,0.000260234451465456,-1.05596391317164e-15,-2.54754284366184e-15,3.13069879885584e-16,2.00400061490532e-08,1.49342015680707e-16,-8.64520738419243e-16,3.71856202172564e-16,-0.000192228092742689,-2.64764315000482e-15,3.65627547084012e-16,4.62073452920206e-16,1.35333715115333e-05,5.19643443721189e-16,1.61413711702186e-17,8.83385670009715e-16,-4.11465716485809e-17,-1.38889601729571e-15,-9.42721403049409e-17,6.22543098075576e-16,6.75567842873699e-16,-5.18034726855589e-16,1.36488130624036e-16,-1.23046342150179e-08,0.0167229177425745,1.40208230721677e-16,-3.81166149289006e-16,-1.2692402660909e-15,-0.000466946329608142,-1.83486888121032e-16,2.92467778313531e-16,4.4191605274914e-16,-2.6201938604269e-16,-2.9619652550111e-17,-2.40968691632956e-16
"t112",-0.117341179688039,-0.0688093444588446,-0.0496662849134333,0.00848027761264089,-0.0162631536648636,0.00086098025684426,0.0538498374624147,-0.00185306934957243,0.0559484775606355,3.71004841703206e-05,-0.000805106873326279,0.033951040813446,-0.100405734064527,0.0150454686267,-0.496063563838944,-0.0121575365508699,0.0588686685913372,-0.0730049332616623,0.119046717796364,-0.0931247453533717,0.00151419745029566,-0.058667371935698,0.0115078374993497,1.79569964847507e-06,-0.00053695053250843,0.00236682944192339,0.037810047001468,-0.000943826001685232,-0.0114094340229361,0.00225535903818809,-0.0105993069384263,0.000242246526841671,0.0117286387282597,1.68610364155753e-05,1.13912799684608e-06,-0.000208572581481542,0.00234829151399757,-0.00010542627249351,6.45174438872766e-05,-3.53200823532358e-06,0.000295819130072851,-3.34876871083003e-06,-0.000122975690342878,0.00858036314000144,-0.00399208279396794,0.320162390174808,0.000112010816498474,0.000726463682418255,0.000104673469332705,0.123510613697999,-0.000309952301853448,0.00269157818966241,0.00215488079502288,-0.00105962632805683,-8.37928960633956e-06,-3.07038404738217e-06,0.0206884015489844,2.12594621568364e-06,3.39896442695338e-05,0.00254194507146612,-0.000571865892536499,1.15723342939698e-05,8.4122556941187e-06,0.0103373428514503,-1.23823750262389e-05,-2.15935632477476e-05,-2.17416599596598e-05,-1.25353189098025e-08,-1.13778556301956e-07,-2.95077260844176e-07,-7.11416579739378e-08,-2.42205238772889e-08,-5.56071180012292e-08,-5.53725711211441e-06,-0.252825880817243,-2.54853673739108e-07,-4.07507653302373e-05,1.0450308479898e-08,0.000379839135716824,-1.31154239739703e-08,-4.29272324506556e-11,-2.70713561958795e-10,-3.5028388125701e-10,-2.2922141943282e-16,1.66902553756327e-15,2.22699473756489e-09,-1.64172107797003e-16,-1.38582620484639e-05,2.19569200552458e-17,-6.94394013371061e-16,-5.22816009352611e-16,-8.39068500359998e-10,-9.02907441941582e-17,-1.34085527531678e-15,-6.0359341321185e-16,4.00920276809205e-06,1.4613189925923e-15,2.02869092145544e-15,-4.25987650006849e-15,-1.68369739545612e-07,7.99329378533013e-16,1.41229865192899e-15,7.52260319665565e-16,-2.35055557105351e-16,-3.51554107559051e-15,1.15779503814326e-16,6.18649349769817e-16,1.64481093561002e-15,-1.19456251516874e-14,-1.09039830229051e-15,-5.91191361418516e-10,0.698192517225679,1.21339430806831e-14,4.25172009246848e-15,-4.6434104662502e-15,-1.75751808431657e-05,-2.12640071238062e-15,-2.08913319483194e-15,-6.06434760781206e-16,4.78276146806843e-17,1.22857931058779e-15,2.33358972282737e-16
"t113",-0.117314637350833,-0.0687852854919177,-0.0496313687517265,0.00847387398523958,-0.0162434991929865,0.000859750230704018,0.0537448791214601,-0.00184844130952783,0.0557925298529121,3.69961477060985e-05,-0.000802515463459516,0.0338211469906291,-0.0999931942171847,0.014981373211873,-0.493926842806398,-0.0120942155452083,0.0585344974010487,-0.0725173579699129,0.118245744364111,-0.0924791589902628,0.00150168488518385,-0.0581281627648514,0.0113997171882605,1.7764149266772e-06,-0.000530755134747945,0.00233919666620519,0.0373512587822865,-0.000932180746912893,-0.0112433617819981,0.00222216907604075,-0.0104392639507525,0.000238360234537267,0.011530839142789,1.65597844740432e-05,1.11633580457193e-06,-0.000204070674779311,0.00229542798741483,-0.000102961105026261,6.287760239167e-05,-3.4380067837962e-06,0.000287525886904534,-3.25434360347528e-06,-0.000119476708305126,0.00825521608075674,-0.00383814711808981,0.30698560548263,0.000107027684461797,0.000693163607622173,9.9787449163203e-05,0.117689803049391,-0.000294342433097342,0.00255453607957854,0.0020421957725885,-0.00100280215283832,-7.91104026837046e-06,-2.89559673365818e-06,0.0194797709025939,1.9990334899989e-06,3.18821007235644e-05,0.00238041825630699,-0.00053368408237653,1.07412972165805e-05,7.79848079788657e-06,0.00955474629425878,-1.14312883291375e-05,-1.99308501108184e-05,-2.00642773519951e-05,-1.15315759548746e-08,-1.04172831216471e-07,-2.69060224014872e-07,-6.48433336892786e-08,-2.20053064317668e-08,-5.0392611497975e-08,-4.98765890614106e-06,-0.227316053183825,-2.28587670947139e-07,-3.60419544630988e-05,9.2374518583904e-09,0.000335472335454908,-1.14122980377642e-08,-3.70358618595728e-11,-2.32986827466939e-10,-2.98667943426492e-10,-3.12930063811862e-17,5.30924300897992e-17,1.62125778331038e-09,1.82587956010868e-16,-9.81920602107725e-06,4.58406568578443e-16,1.71481233253277e-15,2.29108842537324e-16,-5.66631877435096e-10,-8.91028832311443e-17,1.92609575187019e-15,3.52820824271093e-16,2.36514423824141e-06,-8.59689942393047e-17,-2.14066385308729e-15,3.5499635448609e-15,-9.14961753042069e-08,-1.14594367908127e-15,-1.47520117545086e-15,-1.27541070506639e-15,1.77874992301891e-16,4.27405255118873e-15,-4.75822319516319e-17,-1.36135324535273e-15,-1.86352876401648e-15,1.21822983123281e-14,1.01950413983566e-15,2.09832309812941e-11,-0.715714358438302,-1.2309318334516e-14,-4.05044307310443e-15,4.24328619665215e-15,-4.33074334244554e-05,2.071518778958e-15,2.03853604255878e-15,4.41395586287093e-16,2.07082483940673e-16,-1.25209726392499e-15,-4.52085066513235e-18
"t80",-0.130110604358919,-0.0815789811454452,-0.0760405374308977,0.0136418182935419,-0.0552821805626567,0.0101971963256185,-0.0686194374966907,-0.000583888793254231,0.253126493006546,0.000288098856586518,0.000822725080019831,-0.012821146005544,0.0269179280360832,-0.00337575413440668,0.105276936564106,0.000708947031542107,-0.000480621886153568,-0.0172352014812782,0.0496008445983276,0.00954309945131071,-0.369937532890783,-0.00664323612932267,0.00132953449198083,2.36118617652076e-07,-7.4676985178973e-05,0.000331910176196467,0.00543933185748105,-0.000137194078496938,-0.00181732117774611,0.000361540084203277,-0.00172705492573286,4.19656073904302e-05,0.00855703692913194,2.72609342149449e-06,2.26360326048493e-07,-0.00194018487309013,0.488010503972534,9.60588207039493e-06,3.20963183058818e-06,-2.2665335894554e-07,2.09196138113215e-05,-2.38053007656566e-07,-8.80004264432535e-06,0.000472060301953056,-0.000211873923502534,0.0146528727496743,4.62470526154827e-06,3.97687368526619e-05,4.85643689710489e-05,-0.006319583731012,-2.64643834216555e-07,-1.13929220423199e-07,-6.66622763391151e-06,6.98293812565441e-06,1.08369862766692e-07,4.88906537088052e-08,-0.000417425503602901,-5.05118108180323e-08,-1.02164885929591e-06,-8.66872923532026e-05,2.41228529583208e-05,-6.41119614147779e-07,-5.05182025975892e-07,-0.00339619620724419,2.82569843448383e-07,6.01864606289697e-07,6.70924505841408e-07,5.97978352069049e-10,5.7095688148947e-09,1.38797514123857e-08,3.30984884555453e-09,9.93428275267528e-10,1.94006238000756e-09,7.45135697170831e-08,0.00124392632224057,-2.03174355484157e-09,-5.2549800199556e-06,1.42789016076379e-09,0.000303191625635269,-5.40075283147206e-09,-2.84323026394899e-11,-2.04252733098851e-10,-4.25278441798338e-10,-2.28046127612674e-15,-3.82513818871264e-15,-1.68572375749052e-08,1.72705428104568e-15,0.000110526490090498,-4.65870275213991e-15,2.83548266462121e-15,-9.39092843932368e-16,7.76888326458614e-09,-1.08539813639521e-14,-8.27852885008108e-16,1.35384527194278e-14,-0.0103375516288473,4.0982411118197e-14,-3.35010030819697e-14,0.707106781186547,1.71329494983408e-05,5.96130281964189e-14,-3.69279115138068e-15,-5.47097660596886e-14,1.49956183109547e-14,1.43948998352416e-15,5.28649056982292e-14,-1.65814421426866e-14,1.11634070795333e-14,2.95429432542492e-15,-2.54796185854776e-15,-3.26488222769687e-09,2.39136490520639e-06,1.62179764940594e-16,-6.36260786342892e-16,2.51941056265735e-15,-0.000113571667731072,-8.47362907393606e-16,-5.75218951237349e-16,6.8394784189939e-16,4.31368239894601e-16,-2.09694490932486e-17,2.26383099049016e-16
"t81",-0.130110604358919,-0.0815789811454452,-0.0760405374308975,0.0136418182935422,-0.0552821805626567,0.0101971963256184,-0.0686194374966905,-0.000583888793254217,0.253126493006546,0.000288098856586455,0.000822725080019834,-0.0128211460055439,0.0269179280360833,-0.00337575413440658,0.105276936564106,0.000708947031542194,-0.000480621886153526,-0.0172352014812784,0.0496008445983277,0.00954309945131087,-0.369937532890782,-0.00664323612932233,0.0013295344919807,2.36118617599192e-07,-7.46769851786636e-05,0.000331910176196254,0.00543933185748107,-0.000137194078496634,-0.00181732117774569,0.000361540084203176,-0.00172705492573266,4.1965607390402e-05,0.00855703692913202,2.7260934213664e-06,2.26360325666264e-07,-0.00194018487309097,0.488010503972534,9.60588207065663e-06,3.20963183069226e-06,-2.26653359077463e-07,2.09196138114419e-05,-2.38053007812736e-07,-8.80004264477063e-06,0.000472060301954345,-0.000211873923502041,0.0146528727496743,4.62470525998431e-06,3.9768736852416e-05,4.85643689712755e-05,-0.00631958373101249,-2.64643833434411e-07,-1.13929220123959e-07,-6.66622763319333e-06,6.98293812577367e-06,1.08369862898405e-07,4.88906534318711e-08,-0.000417425503603287,-5.05118104773827e-08,-1.02164886057972e-06,-8.66872923525434e-05,2.4122852959853e-05,-6.41119615226208e-07,-5.05182027921717e-07,-0.00339619620724436,2.82569842786424e-07,6.01864605783185e-07,6.70924507120279e-07,5.979784631861e-10,5.70957062146574e-09,1.38797515843038e-08,3.30984804959587e-09,9.93428504003415e-10,1.9400635595669e-09,7.45135695953094e-08,0.00124392632224206,-2.03174602786273e-09,-5.25498001716627e-06,1.4278919334543e-09,0.000303191625631914,-5.40075473032808e-09,-2.84305710736158e-11,-2.04250752390416e-10,-4.25281114841494e-10,2.5807095064125e-15,3.40117299121775e-15,-1.68572322044732e-08,-1.61523064435192e-15,0.000110526490117282,4.54550030034386e-15,-3.60129465076227e-15,9.26193408202341e-16,7.76886943888461e-09,1.11197823126018e-14,1.38140171287274e-15,-1.35442330719751e-14,-0.010337551628878,-4.02515666996367e-14,3.45753178762794e-14,-0.707106781186547,1.71329491742442e-05,-5.95047809539011e-14,3.64159895725488e-15,5.49597874470513e-14,-1.50141105189156e-14,-1.42462176771639e-15,-5.29514839156648e-14,1.68286167749699e-14,-1.12115175384029e-14,-2.67696672563642e-15,2.4866819176556e-15,-3.26489132925372e-09,2.39136489700478e-06,-2.11258267947218e-16,5.68583175144015e-16,-2.49609939786268e-15,-0.0001135716677233,3.5592228121345e-16,8.44320589947984e-16,-5.46462352150002e-16,-3.14443280641174e-16,-2.40288351809679e-16,-2.0564332763889e-16
"t42",-0.129979647025642,-0.0814511529948332,-0.0757960065420912,0.013594554062583,-0.0549673605388379,0.0101276461821692,-0.0679606474133812,-0.00057646129236856,0.249467815625602,0.000283890940996063,0.000808617129976165,-0.0125495041924936,0.0262941424215108,-0.0032938381853364,0.10268595869817,0.000686543140284109,-0.000463528983765879,-0.0164611921818703,0.0473487654428889,0.0090899818408707,-0.346795804320032,-0.00614565291029942,0.00122601811879285,2.12542912505578e-07,-6.60599508643354e-05,0.000292653648677994,0.00474055563649714,-0.000118908625969927,-0.00145413979113185,0.000287079029608613,-0.00134452672339627,3.0789072059985e-05,0.00585876569338434,1.65428363309674e-06,6.98974680116184e-08,0.000469724450356591,-0.530582392672633,-3.78844644944545e-05,1.237672547164e-05,-5.90017936872901e-07,4.39657972513359e-05,-4.91945518147128e-07,-1.77452417561613e-05,0.000698350422705329,-0.000311226712216797,0.0210575159461623,6.52224139790198e-06,5.57737899347411e-05,6.79043726907538e-05,-0.008823173374305,-3.6638180359402e-07,-1.5755272002229e-07,-9.19654326802816e-06,9.61515834560066e-06,1.48862988324423e-07,6.71049209038729e-08,-0.000572445963985467,-6.92367015482634e-08,-1.39984713421222e-06,-0.0001187854118861,3.308275861331e-05,-8.81785525569667e-07,-6.95429922671749e-07,-0.00468632857980113,3.90325911512839e-07,8.31538936946482e-07,9.27091730693245e-07,8.28872743770756e-10,7.95592386252164e-09,1.94383419135786e-08,4.63774844378439e-09,1.39794069691901e-09,2.73970435653474e-09,1.06167473747466e-07,0.00177733792342187,-2.91399104243703e-09,-7.7172492659388e-06,2.09908938774751e-09,0.00044638348049498,-8.17692904109771e-09,-4.3785536663551e-11,-3.1615475019936e-10,-6.71397760858268e-10,-1.68777842179163e-15,-6.8022399458636e-16,-4.30193368302155e-08,7.65534663200826e-17,0.000318929081755915,2.59456803403693e-15,-4.32625435315528e-15,-2.10916206013238e-15,2.94463183090448e-08,4.94086583476407e-15,1.25907951675473e-14,3.19307364051666e-15,-0.689927399141481,2.39912858780174e-14,5.82802995616713e-14,1.47300628826736e-14,-0.000116065103141075,3.16296138107288e-15,7.56305594542584e-15,3.81982477752088e-15,1.62736879102892e-15,6.87528647402543e-15,-8.44282789810991e-16,7.66091430548789e-16,-2.36666639393222e-15,-8.68253288469799e-17,3.43423350715077e-16,2.07818531794521e-10,5.58637536742871e-07,1.11819386907706e-16,-3.81843241348065e-16,-2.12608138616624e-15,-6.5625272494485e-05,1.11000334575825e-16,2.68451589160845e-16,3.25840344680614e-16,-6.04530986782153e-16,-5.02725634636728e-16,5.59935038055193e-17
"t49",-0.129886059221943,-0.0813604901251028,-0.0756263190794394,0.0135618622041652,-0.05475572205078,0.0100815412320205,-0.0675383597623241,-0.000571869257381168,0.247249381380086,0.00028134376476549,0.000800310341775745,-0.0123961824274549,0.0259490643476921,-0.0032490118849746,0.101272935847424,0.000675110524615356,-0.000455112743319955,-0.0161092310854382,0.0463288306357823,0.00888819429694571,-0.337608353527136,-0.00596441651379607,0.0011890517783467,2.05208864246383e-07,-6.36091907529362e-05,0.000281666314856953,0.00455550375963379,-0.000114187897200944,-0.00138589953966728,0.000273456538914911,-0.00127904170195711,2.91944577476382e-05,0.00553954886416012,1.55870764911327e-06,6.53663458261185e-08,0.000436829399564664,-0.49179695740611,-3.50056581632553e-05,1.13525281318743e-05,-5.38837686328321e-07,3.99432860727611e-05,-4.46669582523444e-07,-1.60968770989633e-05,0.00061120654525163,-0.00027168359033891,0.0181950819892449,5.56093913720524e-06,4.72932578837873e-05,5.73819717408492e-05,-0.00744220816949733,-3.04918386513582e-07,-1.30818103537701e-07,-7.59173285522761e-06,7.89237339210035e-06,1.21010612809504e-07,5.43022638238832e-08,-0.000460209231716988,-5.53486609372793e-08,-1.10756623244175e-06,-9.33312905218526e-05,2.56114695810117e-05,-6.66576381546475e-07,-5.22798177779011e-07,-0.00347611576581418,2.87949770491603e-07,6.12858714516554e-07,6.82772284797254e-07,6.01531295665407e-10,5.64562149764662e-09,1.35220566428045e-08,3.21990987720224e-09,9.55184624986824e-10,1.84804713108877e-09,6.94005163231586e-08,0.00115062984872032,-1.86223454053563e-09,-4.55585461794485e-06,1.23497789850656e-09,0.000261310021354973,-4.35864908219241e-09,-2.2018427233549e-11,-1.5620502082752e-10,-3.09290215389112e-10,1.77114596462052e-15,1.01543477292957e-15,6.03223341986529e-09,-1.62579594494493e-16,-7.97824895222496e-05,-2.65930773436103e-15,3.91926981872244e-15,2.20512605336654e-15,-1.32568151769986e-08,-5.19678701335689e-15,-1.36443147737718e-14,-3.19201487346908e-15,0.72371692965679,-2.52013773988533e-14,-6.08244407706958e-14,-1.57372245721267e-14,0.000167019355723673,-3.24352023905947e-15,-8.02133780050541e-15,-4.32307394381082e-15,-1.56163435659187e-15,-7.00570673595134e-15,1.05145261367248e-15,-1.339709587678e-15,2.77483242088224e-15,-3.66301151986294e-16,-1.95335499216091e-16,-8.02572315527379e-09,5.09883552370017e-06,-2.57918982512303e-18,4.88012145338904e-16,2.40852048479178e-15,-0.000198788916520254,1.16982340985984e-16,-4.47296243254852e-16,-4.94460179811961e-16,5.19246167106116e-16,3.91372569842588e-16,1.5276447613843e-17
