"","t1","t2","t3","t4","t5","t6","t7","t8","t9","t10","t11","t12","t13","t14","t15","t16","t17","t18","t19","t20","t21","t22","t23","t24","t25","t26","t27","t28","t29","t30","t31","t32","t33","t34","t35","t36","t37","t38","t39","t40","t41","t42","t43","t44","t45","t46","t47","t48","t49","t50","t51","t52","t53","t54","t55","t56","t57","t58","t59","t60","t61","t62","t63","t64","t65","t66","t67","t68","t69","t70","t71","t72","t73","t74","t75","t76","t77","t78","t79","t80","t81","t82","t83","t84","t85","t86","t87","t88","t89","t90","t91","t92","t93","t94","t95","t96","t97","t98","t99","t100","t101","t102","t103","t104","t105","t106","t107","t108","t109","t110"
"t1",0,15.4118890702877,32.9090002245149,32.9090002245149,32.9090002245149,25.994252957653,32.4635891037931,29.4137579248784,32.9090002245149,32.9090002245149,32.9090002245149,32.9090002245149,29.490708537394,32.9090002245149,32.9090002245149,32.9090002245149,29.7882723794477,32.9090002245149,32.9090002245149,32.9090002245149,32.9090002245149,32.9090002245149,32.9090002245149,30.7418594316143,32.9090002245149,32.9090002245149,32.9090002245149,32.9090002245149,32.9090002245149,32.9090002245149,32.9090002245149,32.9090002245149,32.9090002245149,30.8155147417113,32.9090002245149,32.9090002245149,32.9090002245149,32.9090002245149,32.9090002245149,32.9090002245149,32.9090002245149,32.9090002245149,32.9090002245149,32.9090002245149,32.9090002245149,32.9090002245149,32.9090002245149,32.9090002245149,32.9090002245149,32.9090002245149,32.9090002245149,32.9090002245149,32.9090002245149,32.9090002245149,32.9090002245149,32.9090002245149,32.9090002245149,32.9090002245149,32.9090002245149,32.9090002245149,32.9090002245149,32.9090002245149,32.9090002245149,32.9090002245149,32.9090002245149,32.9090002245149,32.9090002245149,32.9090002245149,32.9090002245149,32.9090002245149,32.1419362955152,32.9090002245149,32.9090002245149,32.9090002245149,32.9090002245149,32.9090002245149,32.9090002245149,32.9090002245149,32.9090002245149,32.9090002245149,32.9090002245149,32.9090002245149,32.9090002245149,32.9090002245149,32.9090002245149,32.9090002245149,32.9090002245149,32.9090002245149,32.9090002245149,32.9090002245149,32.9090002245149,32.9090002245149,32.9090002245149,32.9090002245149,32.9090002245149,32.9090002245149,32.9090002245149,32.9090002245149,32.9090002245149,32.9090002245149,32.9090002245149,32.9090002245149,32.9090002245149,32.9090002245149,32.9090002245149,32.9090002245149,32.9090002245149,32.9090002245149,32.9090002245149,32.9090002245149
"t2",15.4118890702877,0,21.3935273937623,21.3935273937623,20.5093018908214,13.5945546239595,38.4684742640295,35.4186430851148,21.3935273937623,21.3935273937623,21.3935273937623,21.3935273937623,17.9752357066415,38.9138853847512,38.9138853847512,38.9138853847512,18.2727995486951,21.3935273937623,21.3935273937623,21.3935273937623,20.5093018908214,20.5093018908214,21.3935273937623,19.2263866008618,38.9138853847512,38.9138853847512,21.3935273937623,38.9138853847512,21.3935273937623,38.9138853847512,21.3935273937623,21.3935273937623,38.9138853847512,19.3000419109587,21.3935273937623,21.3935273937623,38.9138853847512,38.9138853847512,38.9138853847512,38.9138853847512,38.9138853847512,20.5093018908214,38.9138853847512,38.9138853847512,20.5093018908214,20.5093018908214,21.3935273937623,21.3935273937623,21.3935273937623,21.3935273937623,38.9138853847512,38.9138853847512,21.3935273937623,21.3935273937623,21.3935273937623,21.3935273937623,21.3935273937623,21.3935273937623,21.3935273937623,20.5093018908214,38.9138853847512,21.3935273937623,21.3935273937623,21.3935273937623,21.3935273937623,21.3935273937623,20.5093018908214,20.5093018908214,21.3935273937623,21.3935273937623,38.1468214557515,38.9138853847512,20.5093018908214,20.5093018908214,21.3935273937623,21.3935273937623,38.9138853847512,38.9138853847512,21.3935273937623,20.5093018908214,21.3935273937623,21.3935273937623,20.5093018908214,20.5093018908214,20.5093018908214,20.5093018908214,21.3935273937623,21.3935273937623,21.3935273937623,20.5093018908214,38.9138853847512,38.9138853847512,21.3935273937623,21.3935273937623,21.3935273937623,21.3935273937623,38.9138853847512,38.9138853847512,38.9138853847512,38.9138853847512,21.3935273937623,21.3935273937623,20.5093018908214,20.5093018908214,21.3935273937623,21.3935273937623,20.5093018908214,20.5093018908214,20.5093018908214,20.5093018908214
"t3",32.9090002245149,21.3935273937623,0,25.6766011624761,38.8906385479895,31.9758912811276,55.9655854182566,52.9157542393419,25.6766011624761,25.6766011624761,18.5468811458634,18.5468811458634,15.1285894587425,56.4109965389784,56.4109965389784,56.4109965389784,15.4261533007962,18.5468811458634,18.5468811458634,18.5468811458634,38.8906385479895,38.8906385479895,18.5468811458634,16.3797403529628,56.4109965389784,56.4109965389784,18.5468811458634,56.4109965389784,18.5468811458634,56.4109965389784,25.6766011624761,25.6766011624761,56.4109965389784,16.4533956630598,18.5468811458634,25.6766011624761,56.4109965389784,56.4109965389784,56.4109965389784,56.4109965389784,56.4109965389784,38.8906385479895,56.4109965389784,56.4109965389784,38.8906385479895,38.8906385479895,18.5468811458634,18.5468811458634,25.6766011624761,25.6766011624761,56.4109965389784,56.4109965389784,25.6766011624761,25.6766011624761,18.5468811458634,18.5468811458634,18.5468811458634,18.5468811458634,18.5468811458634,38.8906385479895,56.4109965389784,18.5468811458634,18.5468811458634,25.6766011624761,25.6766011624761,18.5468811458634,38.8906385479895,38.8906385479895,18.5468811458634,18.5468811458634,55.6439326099786,56.4109965389784,38.8906385479895,38.8906385479895,25.6766011624761,25.6766011624761,56.4109965389784,56.4109965389784,18.5468811458634,38.8906385479895,25.6766011624761,25.6766011624761,38.8906385479895,38.8906385479895,38.8906385479895,38.8906385479895,25.6766011624761,25.6766011624761,25.6766011624761,38.8906385479895,56.4109965389784,56.4109965389784,25.6766011624761,25.6766011624761,18.5468811458634,18.5468811458634,56.4109965389784,56.4109965389784,56.4109965389784,56.4109965389784,25.6766011624761,25.6766011624761,38.8906385479895,38.8906385479895,25.6766011624761,25.6766011624761,38.8906385479895,38.8906385479895,38.8906385479895,38.8906385479895
"t4",32.9090002245149,21.3935273937623,25.6766011624761,0,38.8906385479895,31.9758912811276,55.9655854182566,52.9157542393419,20.904516027508,17.0759020372198,25.6766011624761,25.6766011624761,22.2583094753553,56.4109965389784,56.4109965389784,56.4109965389784,22.555873317409,25.6766011624761,25.6766011624761,25.6766011624761,38.8906385479895,38.8906385479895,25.6766011624761,23.5094603695756,56.4109965389784,56.4109965389784,25.6766011624761,56.4109965389784,25.6766011624761,56.4109965389784,20.904516027508,20.904516027508,56.4109965389784,23.5831156796725,25.6766011624761,20.904516027508,56.4109965389784,56.4109965389784,56.4109965389784,56.4109965389784,56.4109965389784,38.8906385479895,56.4109965389784,56.4109965389784,38.8906385479895,38.8906385479895,25.6766011624761,25.6766011624761,20.904516027508,20.904516027508,56.4109965389784,56.4109965389784,20.904516027508,20.904516027508,25.6766011624761,25.6766011624761,25.6766011624761,25.6766011624761,25.6766011624761,38.8906385479895,56.4109965389784,25.6766011624761,25.6766011624761,20.904516027508,20.904516027508,25.6766011624761,38.8906385479895,38.8906385479895,25.6766011624761,25.6766011624761,55.6439326099786,56.4109965389784,38.8906385479895,38.8906385479895,17.0759020372198,17.0759020372198,56.4109965389784,56.4109965389784,25.6766011624761,38.8906385479895,20.904516027508,20.904516027508,38.8906385479895,38.8906385479895,38.8906385479895,38.8906385479895,20.904516027508,17.0759020372198,17.0759020372198,38.8906385479894,56.4109965389784,56.4109965389784,20.904516027508,20.904516027508,25.6766011624761,25.6766011624761,56.4109965389784,56.4109965389784,56.4109965389784,56.4109965389784,20.904516027508,20.904516027508,38.8906385479895,38.8906385479895,20.904516027508,20.904516027508,38.8906385479895,38.8906385479895,38.8906385479894,38.8906385479894
"t5",32.9090002245149,20.5093018908214,38.8906385479895,38.8906385479895,0,16.1860793744051,55.9655854182566,52.9157542393419,38.8906385479895,38.8906385479895,38.8906385479895,38.8906385479895,35.4723468608686,56.4109965389784,56.4109965389784,56.4109965389784,35.7699107029223,38.8906385479895,38.8906385479895,38.8906385479895,14.3078574929483,14.3078574929483,38.8906385479895,36.7234977550889,56.4109965389784,56.4109965389784,38.8906385479895,56.4109965389784,38.8906385479895,56.4109965389784,38.8906385479895,38.8906385479895,56.4109965389784,36.7971530651859,38.8906385479895,38.8906385479895,56.4109965389784,56.4109965389784,56.4109965389784,56.4109965389784,56.4109965389784,23.1008266412669,56.4109965389784,56.4109965389784,14.3078574929483,14.3078574929483,38.8906385479895,38.8906385479895,38.8906385479895,38.8906385479895,56.4109965389784,56.4109965389784,38.8906385479895,38.8906385479895,38.8906385479895,38.8906385479895,38.8906385479895,38.8906385479895,38.8906385479895,25.5917124177544,56.4109965389784,38.8906385479895,38.8906385479895,38.8906385479895,38.8906385479895,38.8906385479895,23.1008266412669,23.1008266412669,38.8906385479895,38.8906385479895,55.6439326099786,56.4109965389784,23.1008266412669,23.1008266412669,38.8906385479895,38.8906385479895,56.4109965389784,56.4109965389784,38.8906385479895,14.3078574929483,38.8906385479895,38.8906385479895,23.1008266412669,23.1008266412669,14.3078574929483,14.3078574929483,38.8906385479895,38.8906385479895,38.8906385479895,25.5917124177544,56.4109965389784,56.4109965389784,38.8906385479895,38.8906385479895,38.8906385479895,38.8906385479895,56.4109965389784,56.4109965389784,56.4109965389784,56.4109965389784,38.8906385479895,38.8906385479895,14.3078574929483,14.3078574929483,38.8906385479895,38.8906385479895,23.1008266412669,23.1008266412669,25.5917124177544,25.5917124177544
"t6",25.994252957653,13.5945546239595,31.9758912811276,31.9758912811276,16.1860793744051,0,49.0508381513948,46.00100697248,31.9758912811276,31.9758912811276,31.9758912811276,31.9758912811276,28.5575995940068,49.4962492721165,49.4962492721165,49.4962492721165,28.8551634360604,31.9758912811276,31.9758912811276,31.9758912811276,16.1860793744051,16.1860793744051,31.9758912811276,29.8087504882271,49.4962492721165,49.4962492721165,31.9758912811276,49.4962492721165,31.9758912811276,49.4962492721165,31.9758912811276,31.9758912811276,49.4962492721165,29.882405798324,31.9758912811276,31.9758912811276,49.4962492721165,49.4962492721165,49.4962492721165,49.4962492721165,49.4962492721165,7.16128361610782,49.4962492721165,49.4962492721165,16.1860793744051,16.1860793744051,31.9758912811276,31.9758912811276,31.9758912811276,31.9758912811276,49.4962492721165,49.4962492721165,31.9758912811276,31.9758912811276,31.9758912811276,31.9758912811276,31.9758912811276,31.9758912811276,31.9758912811276,18.6769651508926,49.4962492721165,31.9758912811276,31.9758912811276,31.9758912811276,31.9758912811276,31.9758912811276,10.754954114873,10.754954114873,31.9758912811276,31.9758912811276,48.7291853431168,49.4962492721165,7.16128361610782,7.16128361610782,31.9758912811276,31.9758912811276,49.4962492721165,49.4962492721165,31.9758912811276,16.1860793744051,31.9758912811276,31.9758912811276,10.754954114873,10.754954114873,16.1860793744051,16.1860793744051,31.9758912811276,31.9758912811276,31.9758912811276,18.6769651508926,49.4962492721165,49.4962492721165,31.9758912811276,31.9758912811276,31.9758912811276,31.9758912811276,49.4962492721165,49.4962492721165,49.4962492721165,49.4962492721165,31.9758912811276,31.9758912811276,16.1860793744051,16.1860793744051,31.9758912811276,31.9758912811276,10.754954114873,10.754954114873,18.6769651508926,18.6769651508926
"t7",32.4635891037931,38.4684742640295,55.9655854182566,55.9655854182566,55.9655854182566,49.0508381513948,0,8.13647011426379,55.9655854182566,55.9655854182566,55.9655854182566,55.9655854182566,52.5472937311358,12.4281900776819,16.0153350379798,16.0153350379798,52.8448575731894,55.9655854182566,55.9655854182566,55.9655854182566,55.9655854182566,55.9655854182566,55.9655854182566,53.7984446253561,26.9676791657776,26.9676791657776,55.9655854182566,12.4281900776819,55.9655854182566,16.0153350379798,55.9655854182566,55.9655854182566,12.4281900776819,53.872099935453,55.9655854182566,55.9655854182566,21.0944442776855,21.0944442776855,21.0944442776855,12.4281900776819,12.4281900776819,55.9655854182566,21.0944442776855,21.0944442776855,55.9655854182566,55.9655854182566,55.9655854182566,55.9655854182566,55.9655854182566,55.9655854182566,12.4281900776819,12.4281900776819,55.9655854182566,55.9655854182566,55.9655854182566,55.9655854182566,55.9655854182566,55.9655854182566,55.9655854182566,55.9655854182566,12.4281900776819,55.9655854182566,55.9655854182566,55.9655854182566,55.9655854182566,55.9655854182566,55.9655854182566,55.9655854182566,55.9655854182566,55.9655854182566,20.3273803486858,21.0944442776855,55.9655854182566,55.9655854182566,55.9655854182566,55.9655854182566,16.0153350379798,16.0153350379798,55.9655854182566,55.9655854182566,55.9655854182566,55.9655854182566,55.9655854182566,55.9655854182566,55.9655854182566,55.9655854182566,55.9655854182566,55.9655854182566,55.9655854182566,55.9655854182566,12.4281900776819,12.4281900776819,55.9655854182566,55.9655854182566,55.9655854182566,55.9655854182566,26.9676791657777,26.9676791657777,26.9676791657776,26.9676791657776,55.9655854182566,55.9655854182566,55.9655854182566,55.9655854182566,55.9655854182566,55.9655854182566,55.9655854182566,55.9655854182566,55.9655854182566,55.9655854182566
"t8",29.4137579248784,35.4186430851148,52.9157542393419,52.9157542393419,52.9157542393419,46.00100697248,8.13647011426379,0,52.9157542393419,52.9157542393419,52.9157542393419,52.9157542393419,49.4974625522211,9.37835889876717,12.9655038590651,12.9655038590651,49.7950263942747,52.9157542393419,52.9157542393419,52.9157542393419,52.9157542393419,52.9157542393419,52.9157542393419,50.7486134464414,23.9178479868629,23.9178479868629,52.9157542393419,9.37835889876717,52.9157542393419,12.9655038590651,52.9157542393419,52.9157542393419,9.37835889876717,50.8222687565383,52.9157542393419,52.9157542393419,18.0446130987708,18.0446130987708,18.0446130987708,9.37835889876717,9.37835889876717,52.9157542393419,18.0446130987708,18.0446130987708,52.9157542393419,52.9157542393419,52.9157542393419,52.9157542393419,52.9157542393419,52.9157542393419,9.37835889876717,9.37835889876717,52.9157542393419,52.9157542393419,52.9157542393419,52.9157542393419,52.9157542393419,52.9157542393419,52.9157542393419,52.9157542393419,9.37835889876717,52.9157542393419,52.9157542393419,52.9157542393419,52.9157542393419,52.9157542393419,52.9157542393419,52.9157542393419,52.9157542393419,52.9157542393419,17.2775491697711,18.0446130987708,52.9157542393419,52.9157542393419,52.9157542393419,52.9157542393419,12.9655038590651,12.9655038590651,52.9157542393419,52.9157542393419,52.9157542393419,52.9157542393419,52.9157542393419,52.9157542393419,52.9157542393419,52.9157542393419,52.9157542393419,52.9157542393419,52.9157542393419,52.9157542393419,9.37835889876717,9.37835889876717,52.9157542393419,52.9157542393419,52.9157542393419,52.9157542393419,23.9178479868629,23.9178479868629,23.9178479868629,23.9178479868629,52.9157542393419,52.9157542393419,52.9157542393419,52.9157542393419,52.9157542393419,52.9157542393419,52.9157542393419,52.9157542393419,52.9157542393419,52.9157542393419
"t9",32.9090002245149,21.3935273937623,25.6766011624761,20.904516027508,38.8906385479895,31.9758912811276,55.9655854182566,52.9157542393419,0,20.904516027508,25.6766011624762,25.6766011624762,22.2583094753553,56.4109965389784,56.4109965389784,56.4109965389784,22.555873317409,25.6766011624762,25.6766011624762,25.6766011624762,38.8906385479895,38.8906385479895,25.6766011624761,23.5094603695756,56.4109965389784,56.4109965389784,25.6766011624762,56.4109965389784,25.6766011624762,56.4109965389784,13.6505153058395,13.6505153058395,56.4109965389784,23.5831156796725,25.6766011624761,14.7988925453037,56.4109965389784,56.4109965389784,56.4109965389784,56.4109965389784,56.4109965389784,38.8906385479895,56.4109965389784,56.4109965389784,38.8906385479895,38.8906385479895,25.6766011624762,25.6766011624762,14.7988925453037,14.7988925453037,56.4109965389784,56.4109965389784,14.7988925453037,14.7988925453037,25.6766011624762,25.6766011624762,25.6766011624762,25.6766011624762,25.6766011624762,38.8906385479895,56.4109965389784,25.6766011624762,25.6766011624762,11.5481225816476,11.5481225816476,25.6766011624762,38.8906385479895,38.8906385479895,25.6766011624762,25.6766011624762,55.6439326099786,56.4109965389784,38.8906385479895,38.8906385479895,20.904516027508,20.904516027508,56.4109965389784,56.4109965389784,25.6766011624762,38.8906385479895,13.6505153058395,13.6505153058395,38.8906385479895,38.8906385479895,38.8906385479895,38.8906385479895,14.7988925453037,20.904516027508,20.904516027508,38.8906385479895,56.4109965389784,56.4109965389784,13.6505153058396,13.6505153058396,25.6766011624762,25.6766011624762,56.4109965389784,56.4109965389784,56.4109965389784,56.4109965389784,14.7988925453037,14.7988925453037,38.8906385479895,38.8906385479895,14.7587980115899,14.7587980115899,38.8906385479895,38.8906385479895,38.8906385479895,38.8906385479895
"t10",32.9090002245149,21.3935273937623,25.6766011624761,17.0759020372198,38.8906385479895,31.9758912811276,55.9655854182566,52.9157542393419,20.904516027508,0,25.6766011624762,25.6766011624762,22.2583094753553,56.4109965389784,56.4109965389784,56.4109965389784,22.555873317409,25.6766011624762,25.6766011624762,25.6766011624762,38.8906385479895,38.8906385479895,25.6766011624761,23.5094603695756,56.4109965389784,56.4109965389784,25.6766011624762,56.4109965389784,25.6766011624762,56.4109965389784,20.904516027508,20.904516027508,56.4109965389784,23.5831156796725,25.6766011624761,20.904516027508,56.4109965389784,56.4109965389784,56.4109965389784,56.4109965389784,56.4109965389784,38.8906385479895,56.4109965389784,56.4109965389784,38.8906385479895,38.8906385479895,25.6766011624762,25.6766011624762,20.904516027508,20.904516027508,56.4109965389784,56.4109965389784,20.904516027508,20.904516027508,25.6766011624762,25.6766011624762,25.6766011624762,25.6766011624762,25.6766011624762,38.8906385479895,56.4109965389784,25.6766011624762,25.6766011624762,20.904516027508,20.904516027508,25.6766011624762,38.8906385479895,38.8906385479895,25.6766011624762,25.6766011624762,55.6439326099786,56.4109965389784,38.8906385479895,38.8906385479895,10.9191410150639,10.9191410150639,56.4109965389784,56.4109965389784,25.6766011624762,38.8906385479895,20.904516027508,20.904516027508,38.8906385479895,38.8906385479895,38.8906385479895,38.8906385479895,20.904516027508,10.9191410150639,10.9191410150639,38.8906385479895,56.4109965389784,56.4109965389784,20.904516027508,20.904516027508,25.6766011624762,25.6766011624762,56.4109965389784,56.4109965389784,56.4109965389784,56.4109965389784,20.904516027508,20.904516027508,38.8906385479895,38.8906385479895,20.904516027508,20.904516027508,38.8906385479895,38.8906385479895,38.8906385479895,38.8906385479895
