"","c1","c2","c3","c4","c5","c6","c7","c8","c9","c10","c11","c12","c13","c14","c15","c16","c17","c18","c19","c20","c21","c22","c23","c24","c25","c26","c27","c28","c29","c30","c31","c32","c33","c34","c35","c36","c37","c38","c39","c40","c41","c42","c43","c44","c45","c46","c47","c48","c49","c50","c51","c52","c53","c54","c55","c56","c57","c58","c59","c60","c61","c62","c63","c64","c65","c66","c67","c68","c69","c70","c71","c72","c73","c74","c75","c76","c77","c78","c79","c80","c81","c82","c83","c84","c85","c86","c87","c88","c89","c90","c91","c92","c93","c94","c95","c96","c97","c98","c99","c100","c101","c102","c103","c104","c105","c106","c107","c108","c109"
"t1",-0.0347494052187995,-0.0201455370307172,-0.00304165541674717,0.0440155209427726,-0.000219071636069529,-0.0143161086058083,-0.0212836991594897,-0.0150645110918805,0.0139000492727549,-0.00539771371352641,0.0203395051554202,-0.00854827651386806,0.00416378871322944,0.0553175999873633,0.0023957783683536,-0.0341904432480668,-0.0661370124506232,-0.0162420551532673,0.911408367633673,0.0461212174593865,0.05551041118521,0.070820666529547,0.0123495622170917,-0.056512637851127,0.169766550463838,0.011211784648282,0.0346101385675328,-0.00929692148066126,0.0117419819204627,0.000188838747949183,-0.0248841586538878,-0.0654700214229909,0.00700862126120978,0.00483060922258773,0.0154332572154852,0.00817197539234699,0.00080267825679058,0.00587776737408169,-0.00520131831838782,0.00831198546320081,-0.0010958200587787,-0.00602840565244093,0.00373725766436668,2.2587874808165e-15,0.307822592727934,0.0425130526335926,-1.28759424225304e-15,-0.00399026265941895,1.08127445279322e-15,0.000874415530699413,-0.00724016913850749,0.000510845368629712,-0.000498193183662344,0.000391083189118009,0.000281534126658765,-0.00220082577628498,5.25763369353923e-05,-1.34574149504879e-15,2.40729993114446e-05,0.000729272298708401,-3.9542793528128e-05,-0.0119841564083428,4.93458806961218e-07,4.94959601977744e-05,0.00127423415203282,-0.00346201681395203,4.79968818089112e-16,-6.96090109587686e-05,2.42658470230982e-16,2.75321746265058e-16,0.000299068085333281,1.49226756812302e-16,7.80994649824734e-16,4.7087530139969e-16,1.01541419480223e-05,5.63364078694987e-16,-2.06550383625792e-16,-6.2393209290369e-05,5.71094417094409e-16,-1.92797362926514e-06,5.98256897229366e-17,-2.40553351421666e-16,2.63979086593852e-06,2.99825573854467e-16,1.33517262355781e-16,-7.49260870047402e-05,4.00355009304487e-16,-4.7419938003352e-16,1.68797953622601e-16,-4.00060976426112e-16,8.34887925130923e-06,-4.67830887613275e-06,-5.56147166173782e-05,-7.07377380719213e-16,1.71036811807865e-15,-1.6308470761899e-16,-5.69609738580749e-06,-0.000656812666203635,9.41283747176384e-16,-3.0778225273653e-15,8.1384232397371e-16,1.02820360875548e-15,-2.00010527316694e-16,1.19579920152331e-15,1.14155128142854e-15,1.95855352608187e-15,1.75030463754542e-16,-1.01500201441602e-15,1.84790143533237e-14
"t14",-0.159672653612579,0.028239971405391,0.00147329121075636,-0.124246904685131,-2.38197203815722e-05,0.000506709570452294,0.00153216618664472,0.021807543314425,-0.101052268356113,0.000543326204870825,-0.00899037163959602,0.0761471514015993,-0.000192765942053285,-9.57804138240273e-05,-2.27485733946079e-06,-6.11605622187136e-06,-0.00015789818219327,-7.71838988579939e-05,0.0089458459117184,0.00049608224381131,0.000752938240207056,-0.00223272503375158,0.0100303765147922,0.156091216514275,-0.0025732118361703,-0.000110637610502181,-2.87857190328462e-05,-2.1373825056503e-05,3.98854272852002e-05,3.29546565761934e-06,0.104908793363821,0.0200739231600732,-0.158840908985758,0.0287511418412592,-0.000105339567299974,-4.24170951235326e-05,0.000443689668309893,-1.09170450841305e-05,-1.57072867517599e-05,-0.00319201749270978,0.921326438850859,0.000212239002263726,-2.76328781811616e-05,2.38912313646572e-14,-1.70650276309775e-05,3.53210992084553e-05,8.07889436035473e-17,-5.17023764644927e-06,-3.48055782732195e-15,1.19064696784261e-05,-0.143870921911234,-1.01667344639648e-05,0.00793105957564829,-0.0197053641505609,-0.0237181675067955,3.244686784905e-06,-7.51447137442855e-08,-3.86115876180612e-16,-1.61146171287131e-08,4.10157541519765e-07,-2.450232307046e-08,-1.10463843281455e-05,5.25099253493643e-10,7.88556717951361e-08,0.000412300803965759,-6.96595666258015e-06,-6.76289711553171e-15,-1.91403731155389e-07,1.07495191013198e-16,-6.3974529864051e-15,9.39643726509745e-07,4.41701351173799e-16,8.07580173372334e-16,-9.90277360026612e-16,3.49127998506648e-08,3.36214580666136e-15,4.08181882076715e-16,-0.00427530297050863,1.39351206592274e-15,-7.79025540802823e-09,1.81040540155817e-15,3.18756733532091e-16,1.16619640777768e-08,-1.63176937933505e-17,2.27778541568196e-15,-3.66875665810895e-07,-7.72744257081226e-16,-1.50830461085439e-15,4.57120384023607e-16,-8.20558848728224e-15,4.44457379590769e-08,-2.56795173084464e-08,-3.07720241555828e-07,-1.25439003950582e-15,3.00233272476006e-15,-1.01536532309949e-15,-3.20632603177955e-08,-0.000366525049306913,7.32638635258007e-16,-1.71874378445773e-14,3.60714132003524e-16,3.0974032865682e-15,3.43231309331064e-16,3.31172563057321e-15,-2.49716056899262e-16,3.11239378226681e-15,-5.75811312040939e-16,-3.48608026815214e-16,1.89853626098021e-14
"t51",-0.161743555945497,0.0291075666280399,0.00157323263477504,-0.142567826376808,-2.81939129350793e-05,0.000618970632855583,0.00189507800525421,0.0278811759400364,-0.129398813154853,0.00091337872305606,-0.0153070542101602,0.130088557653403,-0.000478299641503749,-0.000314196493549109,-1.78027473369373e-05,0.000270449376928015,0.000547164868483875,0.000139478831313315,-0.00871765916326281,-0.00045146616611452,-0.000583450095962362,0.00102826979910804,-0.00332013004322428,-0.0504761860800324,0.000169212621995459,-3.92520946850211e-06,-5.64830558632742e-05,1.41933642074501e-05,-1.66491630910747e-05,3.20494105174097e-07,0.0330956320682809,0.00660816308421682,-0.147495468390242,0.600419505508457,0.000525933792872437,4.56661435777281e-05,-0.000294536559518711,4.20505722688772e-06,3.31579109045838e-06,0.000593614091643343,-0.130941948408475,-2.81565560520692e-05,2.54495289349083e-06,-4.087305899694e-15,-1.28221551741296e-06,3.79329524475094e-06,-5.92449811226296e-16,-6.33941251437542e-07,5.9026289555707e-15,2.72237095069721e-06,-0.0365025699997674,-2.78901627196357e-06,0.00278458222575237,-0.0176563052570545,-0.0632278397890417,-3.83563929780761e-07,4.95604316165016e-09,-1.13542097437023e-14,-2.2704319254114e-09,8.9589843656623e-08,-5.4103918390902e-09,-2.57053493792775e-06,1.24978100686849e-10,2.02245685421921e-08,0.000111247273176128,-1.90090093014867e-06,2.77369579147599e-15,-5.66896458634339e-08,2.71482024028042e-14,-4.53569914064394e-14,2.90908585928246e-07,3.88745893202739e-14,-2.82471603933287e-14,-3.54326713753703e-15,1.11882900536378e-08,-0.707106781186544,-2.90196869760903e-14,-0.00763514242030034,4.523782982363e-15,-2.60737614042679e-09,1.07638671394868e-15,7.00476508039087e-15,4.06659010155017e-09,8.23420989861859e-16,3.19907229538249e-15,-1.33730933121966e-07,5.93230591487436e-15,-3.5226476962327e-15,8.65671748257463e-16,6.04938247388708e-15,1.67985993598073e-08,-9.83315552381416e-09,-1.18215895984717e-07,-2.10767346998726e-15,1.20429243405621e-14,-1.95414320906433e-15,-1.2394309668522e-08,-0.000142506247905818,1.64740341159274e-15,-1.51097449356602e-14,8.84180739545116e-16,-7.55456227542342e-16,-1.68102411317665e-14,1.57382810330307e-15,1.65736515319728e-15,4.09079402886906e-16,7.06918527758032e-16,-4.27031303676183e-15,2.03024293514933e-14
"t52",-0.161743555945498,0.02910756662804,0.00157323263477479,-0.142567826376808,-2.81939129352605e-05,0.000618970632856373,0.00189507800525491,0.0278811759400368,-0.129398813154854,0.000913378723055684,-0.0153070542101612,0.130088557653403,-0.000478299641504646,-0.000314196493549168,-1.7802747337798e-05,0.000270449376928882,0.000547164868483199,0.000139478831311653,-0.00871765916326375,-0.000451466166114807,-0.000583450095962371,0.00102826979911011,-0.00332013004322292,-0.0504761860800347,0.000169212621995274,-3.92520946759114e-06,-5.64830558629861e-05,1.41933642090459e-05,-1.66491630917741e-05,3.20494106014927e-07,0.0330956320682801,0.00660816308421809,-0.147495468390239,0.600419505508449,0.000525933792868854,4.56661435775576e-05,-0.000294536559526422,4.20505722625622e-06,3.31579108958044e-06,0.00059361409164091,-0.130941948408479,-2.81565560539685e-05,2.54495289229043e-06,-5.80635861173902e-15,-1.282215514627e-06,3.79329524892338e-06,2.20962942410982e-16,-6.33941249931396e-07,-4.33273395525573e-15,2.72237095003031e-06,-0.0365025699997696,-2.78901625650445e-06,0.00278458222577997,-0.0176563052570594,-0.0632278397890289,-3.83563925446039e-07,4.95603813040362e-09,-1.34896095447668e-14,-2.27043855903421e-09,8.95898327959326e-08,-5.41038540463025e-09,-2.57053491305019e-06,1.24962899022682e-10,2.02245719280882e-08,0.00011124727319834,-1.90090095017925e-06,-1.69441287490917e-15,-5.66896541037808e-08,-2.63590079070643e-14,4.49648708970143e-14,2.90908747329483e-07,-3.90396848699085e-14,2.9951704774108e-14,4.06344133225309e-15,1.11886467554646e-08,0.707106781186551,2.88367098484319e-14,-0.00763514242046937,-3.85986132219446e-15,-2.60735525834442e-09,-8.14035506152456e-16,-7.35794378337214e-15,4.06658033304715e-09,-6.16808040613261e-16,-3.90346420032498e-15,-1.33730932804862e-07,-5.1511901294395e-15,2.85901281952512e-15,-5.96779974989739e-16,-3.31742480988341e-15,1.67985845165664e-08,-9.83315399157545e-09,-1.18215905498998e-07,1.44575605797395e-16,-1.13397791709591e-14,1.09023549677932e-15,-1.23943050242432e-08,-0.000142506247934179,3.17755513978328e-16,8.4842660559516e-15,6.80408459496604e-16,2.35964163221202e-15,1.79654765588085e-14,1.00529070548972e-15,-3.61202332202927e-17,2.51062441370904e-15,-6.90538448274438e-16,1.19927819031481e-15,1.66260041396518e-14
"t33",-0.162195251768526,0.0292994678053431,0.00159594936182965,-0.14694941561024,-2.92614249036667e-05,0.000646909837332145,0.00198607740752402,0.0294337227043026,-0.136651206764205,0.00102095363313841,-0.0171523095582571,0.145866427349559,-0.000571747549596105,-0.000389805367965163,-2.37094332098391e-05,0.000383691858454356,0.000871768548058458,0.000249948085452726,-0.0191988131502707,-0.00102525241083079,-0.00143436103105846,0.00351360170430084,-0.0147652880110603,-0.229005103407275,0.00363660797565928,0.000163326303941693,0.000180951722409319,-2.98010137910785e-05,3.10304785429669e-05,-2.90349832531969e-07,-0.0184319241478225,-0.00357742552278205,0.036416018562859,-0.0655740359126075,-4.53695700766642e-05,-1.82912528514981e-06,5.78130141887417e-06,-7.37108655655874e-09,1.35703481569829e-08,1.99733746157518e-06,-9.78789108323219e-06,3.02326832933532e-08,-2.1484521804709e-08,-1.29818835985718e-15,1.88829091347584e-07,-8.67540267172461e-07,8.02614039270168e-16,1.78939610048659e-07,-2.08197935434441e-15,-3.77567479200404e-06,0.0724404494148844,7.10492004110129e-06,-0.0125859857766284,0.125216221238144,0.902099892315149,1.83814776153291e-05,-3.6567174998426e-07,1.54933252481585e-13,-2.92891022064413e-08,3.70977493442707e-07,-2.16439100251524e-08,-8.69125408588993e-06,3.93184813238342e-10,5.04329897694436e-08,0.000239919528108884,-3.97684181354215e-06,-2.70043458829772e-15,-9.77297741572103e-08,1.65881620553607e-15,-5.71664021371974e-15,4.64149503660087e-07,-4.54895977383912e-15,-1.37887751373595e-17,1.614762832215e-15,1.73360374499554e-08,-1.75376124652685e-14,-4.25025808171879e-17,-0.0843916977042784,-1.90294698575488e-15,-3.09927992602611e-09,1.31205984708696e-16,-1.9411563466575e-15,4.86509006988458e-09,-1.55776770846452e-15,9.12460654747694e-16,-1.54296855196308e-07,-7.00824572758668e-16,-1.27125652424969e-15,9.39485592788269e-16,4.12852227602045e-16,1.87635162619784e-08,-1.08603944034219e-08,-1.30205948653373e-07,-3.07661508744657e-15,1.88881094266021e-15,-2.61377915300849e-15,-1.35806714189406e-08,-0.000155403261604275,7.5507853242098e-16,-6.41543263545056e-16,7.57336258882022e-16,1.29623378452977e-16,-4.43639822057468e-15,1.13006033889645e-15,5.1289517714098e-17,2.46440998626608e-15,-1.13745300818076e-15,-1.54799575101109e-15,1.83909218415885e-14
"t61",-0.162764038093618,0.0295381157004561,0.00162352534834021,-0.152037142897929,-3.04795515192337e-05,0.000678261701415508,0.00208754449420489,0.0311369516003135,-0.144601552049893,0.00112722279314977,-0.0189681746443203,0.16137730273281,-0.000656092018304483,-0.000455342526762406,-2.85097651580176e-05,0.000471483647862873,0.00110659582906947,0.000325641318377513,-0.0258909697618192,-0.00138848941213742,-0.00196221074593316,0.0049611490038161,-0.0212096781752438,-0.329314334255742,0.00544062536373122,0.000247937984365634,0.000289594783225203,-4.89623805959859e-05,5.14472279725253e-05,-5.18352931249717e-07,-0.0353177498783999,-0.00688682021685202,0.081592158322582,-0.178463373945935,-0.000131165055342089,-6.45127088491978e-06,2.42682672600122e-05,-4.43326136995918e-08,2.00608147665667e-07,4.34530734681733e-05,-0.0127207297131284,-2.88973806469758e-06,3.24527445125721e-07,-1.24332353733122e-16,-3.32225871507719e-07,1.1088669655936e-06,-1.58663277005794e-16,-1.96249042743726e-07,-5.5678233360933e-17,1.36379708484457e-06,-0.0211497260234325,-1.81475643345026e-06,0.00249058590499249,-0.0213422486566649,-0.131701067391515,-2.3704609527196e-06,4.62305384198371e-08,-2.51937033132872e-14,2.7808873384458e-09,-1.48689195561297e-08,8.09463558043705e-10,2.03538297036555e-07,-6.71158331876678e-12,1.5749501662608e-10,2.65469405438402e-06,-4.49336871480386e-08,4.88670401780634e-15,3.13701861491992e-09,-6.11937480460707e-16,6.70929272008428e-15,-7.21716257062906e-08,1.5062687748395e-14,-1.16444587282995e-14,6.90785583528597e-15,-8.1111502876711e-09,1.01392579904005e-13,-1.00256733730138e-14,0.851052988020739,1.52214040172423e-14,-4.77702346294069e-09,-5.01255153783577e-15,8.05752032395191e-15,4.16990206793954e-09,2.60452693723461e-14,6.91610253795258e-15,-1.0635836484947e-07,-2.66048606692135e-15,-4.33667449459766e-15,1.55037194834078e-15,-6.936515846824e-15,1.21167192214405e-08,-6.93384283268668e-09,-8.29526694003828e-08,1.76548440229787e-15,3.65663807680075e-15,-1.24037306869908e-15,-8.62270053571296e-09,-9.84282836123684e-05,7.60373917620475e-16,-1.96703725737367e-14,-5.24066937708357e-16,4.09392096021883e-15,1.69284188457359e-15,1.35824952830915e-15,2.13117176921611e-15,4.3808615818734e-15,7.47024671014145e-16,-4.30105427618209e-16,2.04248096191342e-14
"t91",-0.16296852975608,0.0296237199781179,0.00163337371161911,-0.153839682519117,-3.09097825720315e-05,0.000689302006160973,0.00212323508013864,0.0317343385318765,-0.147389673586081,0.00116382459341279,-0.0195931958754995,0.166715232301291,-0.000684706294460313,-0.000477429781211757,-3.01109724223993e-05,0.000500552675441773,0.00118353601199512,0.000350243763144406,-0.0280442359561789,-0.00150522421803255,-0.00213136924313858,0.00542107789726356,-0.0232481005947642,-0.361034221251334,0.00600550006981875,0.000274339523411329,0.000323090879188467,-5.48369864124099e-05,5.76948818503165e-05,-5.87116362559984e-07,-0.0403468100543629,-0.00787167418368266,0.0947297326988834,-0.210524451722583,-0.00015537917964549,-7.73290552161362e-06,2.93308914247724e-05,-5.42624122910711e-08,2.4961062176183e-07,5.42561794671961e-05,-0.0159969574787323,-3.64033368879872e-06,4.12310016716246e-07,-4.16275597957546e-16,-4.51190921374467e-07,1.54274866588189e-06,-1.36813298048618e-16,-2.76787779915962e-07,8.10904575862342e-16,2.22215793475078e-06,-0.0357472768795029,-3.14268972702787e-06,0.00452825959394129,-0.0399720290891262,-0.254555965364332,-4.70069188165794e-06,9.2055434047476e-08,-3.97514619347258e-14,5.8797784812885e-09,-3.74682190912111e-08,2.06665688901837e-09,5.6415483778386e-07,-1.9511858369728e-11,6.01016447387899e-10,1.54433356570613e-05,-3.07999355718196e-07,-1.12667921257911e-15,-1.92065197402659e-08,4.47499896259879e-15,-1.48046972694883e-15,1.40540762782082e-07,-6.59346804112056e-15,3.73716781906315e-15,-4.88615385196752e-15,8.1345811033349e-09,-5.47889261447656e-14,6.48382134793771e-15,-0.3663413669506,-8.47799185291148e-15,7.56279510369528e-10,2.18547367717905e-15,-1.7492939737667e-15,3.7212755080195e-10,-1.23020202352916e-14,-3.55027267472652e-15,-3.1105773005211e-08,-8.86545997735132e-16,3.88241054108469e-15,-1.04536214914873e-15,2.07447694300928e-14,5.01231767941222e-09,-3.12046372114964e-09,-3.80423936608333e-08,3.65578971168078e-14,-1.48296438609358e-14,3.90050332187772e-15,-4.09075376610976e-09,-4.80927833979335e-05,-7.31412442816399e-14,0.707106781186553,1.19784500452985e-13,3.31021934372729e-14,-1.09891834275763e-13,5.33623442089649e-14,2.72527458254328e-14,1.65858183565916e-14,1.89958238015327e-14,-1.5848289099596e-15,2.81749272176217e-14
"t92",-0.16296852975608,0.0296237199781179,0.00163337371161937,-0.153839682519118,-3.09097825722937e-05,0.000689302006161452,0.00212323508013816,0.0317343385318762,-0.147389673586081,0.00116382459341226,-0.0195931958754992,0.16671523230129,-0.000684706294459411,-0.000477429781210152,-3.0110972423661e-05,0.000500552675440256,0.00118353601199516,0.000350243763144725,-0.0280442359561791,-0.00150522421803179,-0.00213136924313857,0.00542107789726451,-0.0232481005947639,-0.361034221251334,0.00600550006981706,0.000274339523410757,0.000323090879189175,-5.4836986411854e-05,5.76948818508905e-05,-5.87116363899238e-07,-0.0403468100543668,-0.00787167418368311,0.0947297326988882,-0.210524451722585,-0.000155379179646394,-7.73290552271019e-06,2.93308914251813e-05,-5.42624133958731e-08,2.49610623959725e-07,5.4256179470514e-05,-0.015996957478752,-3.64033368814473e-06,4.12310021115071e-07,2.32014059009882e-15,-4.51190922123867e-07,1.5427486662774e-06,-1.48145086273526e-15,-2.76787783406226e-07,1.25034893581136e-15,2.22215793304029e-06,-0.0357472768794939,-3.14268972284398e-06,0.00452825959392972,-0.0399720290891386,-0.25455596536433,-4.70069188179228e-06,9.20554409053834e-08,-4.43744622434339e-14,5.87978084541505e-09,-3.74682218010118e-08,2.06665599178686e-09,5.64154834253264e-07,-1.95162423221542e-11,6.01024522512127e-10,1.54433356489748e-05,-3.07999372275481e-07,5.35162937688289e-16,-1.92065191936044e-08,-4.59772814628357e-15,1.95465929533008e-15,1.40540762163139e-07,-3.65944502979798e-15,6.57969857609243e-15,-2.20474618718747e-15,8.13458397504086e-09,-3.12244424470966e-14,2.44443357958296e-15,-0.366341366950629,-2.9416780956774e-15,7.56293839270778e-10,1.66287474070996e-15,-5.7786734081375e-15,3.72125444559659e-10,-1.04359144905391e-14,-9.03475560247835e-16,-3.11058105074762e-08,4.67034561169981e-15,2.70527763885016e-17,-2.04448648729078e-16,-1.74696579960573e-14,5.01232891320278e-09,-3.1204420435627e-09,-3.80424400979205e-08,-3.74897010944972e-14,1.96529941992019e-14,-2.63852853730276e-15,-4.09088142673631e-09,-4.80927831770025e-05,7.54921705004168e-14,-0.707106781186542,-1.17038714884726e-13,-3.29183257747022e-14,1.09482677505264e-13,-5.13818681232571e-14,-2.53117929515632e-14,-1.50339995811783e-14,-1.82457949090866e-14,-3.05816182251482e-17,7.46671147715736e-15
"t28",-0.161085130658245,0.0288288495333151,0.00154045137383206,-0.136307156740343,-2.66733636492076e-05,0.000579277642964664,0.00176590945472631,0.0256817534671015,-0.119125503788772,0.000761339984849675,-0.0126983706732979,0.107781242966356,-0.000344327138539576,-0.000204484068183875,-8.99362569586531e-06,9.6911193203815e-05,2.30353715354219e-05,-4.85807922953499e-05,0.0107543657963301,0.000627634457317165,0.00106649212381686,-0.0043551401849427,0.0232931976642971,0.366649238844356,-0.00974906173735027,-0.000528220975943843,-0.00123249363021383,0.000326858229885146,-0.00041666426714061,-9.72800999982402e-06,-0.185490910624385,-0.0345922034939031,0.155642297404859,-0.0662291646862295,7.64360609228313e-06,1.13324656792868e-05,-0.000102809603633702,1.88374109357813e-06,1.71987120746862e-06,0.000313585775540023,-0.0711720519582942,-1.53875500963003e-05,1.41813878499526e-06,1.35933666260461e-15,-6.57125577023868e-07,1.74455801012414e-06,-2.21699760651702e-15,-2.68176313198191e-07,1.33335538584647e-15,-1.28570535331448e-06,0.0383835264897546,4.68959455605321e-06,-0.0144768002297278,0.832679800024569,-0.139202523735251,4.4061529681173e-06,-9.96926583770096e-08,-4.00801327876991e-14,-1.5158664705825e-08,2.70099934820099e-07,-1.59390642995186e-08,-6.77349553874541e-06,3.14116743851082e-10,4.37688326790192e-08,0.000219692624757942,-3.68322184580923e-06,1.37650288386638e-15,-9.72311709032076e-08,-1.79773377544076e-15,5.52582243136708e-15,4.72496690500058e-07,-6.37298710527131e-16,-7.44743723479827e-16,2.33465788171397e-16,1.75073728191463e-08,4.2691350266905e-15,-8.08961590776503e-17,-0.00339172078446703,-1.22567140474745e-15,-3.90887969862032e-09,-1.23007313217063e-16,-8.46498115879388e-16,5.89501315958422e-09,3.48707614385051e-16,1.11631699747489e-15,-1.87742956604174e-07,1.49169622320019e-16,-1.55502238605274e-15,5.65216381649543e-16,2.22474039746092e-15,2.3043617358925e-08,-1.3384731380104e-08,-1.60610387054272e-07,-7.99476150818046e-16,3.05108751735385e-15,-3.99968112784953e-16,-1.67795428703398e-08,-0.000192299888349154,1.58624470600005e-16,-7.62524277920792e-15,5.7328436271856e-16,1.92915870994038e-15,1.45277356431049e-15,-4.68634395643836e-16,1.1524157793059e-15,2.46950379760555e-15,-1.01458838556075e-15,-3.50056476720595e-16,1.69580466445976e-14
"t40",-0.161285346203589,0.0289117531523441,0.00154977794986317,-0.137937564040662,-2.70548251227446e-05,0.000588869785603415,0.0017966706054237,0.026185759462826,-0.121475426502022,0.000787280146392431,-0.0131378354886597,0.111526547550455,-0.000360433516546438,-0.000215226778279367,-9.54922431141378e-06,0.000103557731154294,2.48463788031291e-05,-5.27839516472372e-05,0.0117954334481014,0.000689174652944713,0.0011742148574727,-0.0048349612966465,0.0259737365817561,0.408955996910714,-0.0109821541944656,-0.000597156759938567,-0.00141092734375711,0.000376441141872034,-0.000480856262860944,-1.14095125666674e-05,-0.220734857198091,-0.041203027236764,0.190694972845484,-0.0837152757354043,9.74575581142286e-06,1.48217446165553e-05,-0.000137026697164247,2.58892133360111e-06,2.46905885178058e-06,0.00045464071747336,-0.105360255064791,-2.28990556635046e-05,2.16707443118151e-06,-1.51819038032383e-15,-1.32948957906609e-06,4.11078004049171e-06,2.77352950957044e-16,-7.0301546430289e-07,1.15566476021006e-15,4.02080528700032e-06,-0.061544062620466,-5.34275549988937e-06,0.00911342338878827,-0.371734086446202,0.0425434564442013,-9.58186687318734e-07,2.04332601432703e-08,1.52208481387499e-14,9.1901729781225e-10,4.22501941357175e-08,-2.65295178242011e-09,-1.48244571418911e-06,7.63996492588687e-11,1.44377322203644e-08,8.58730154835259e-05,-1.48947657922129e-06,-2.51934292607948e-14,-4.84764073763635e-08,-0.707106781186548,-2.43720559395455e-14,2.57311975231672e-07,6.45782933304498e-16,-1.71556196933391e-16,1.35568586046835e-15,1.00822645104672e-08,-2.87192372043435e-14,1.75119879234342e-15,-0.00206697924568786,2.04204098827005e-15,-2.47531771070872e-09,-1.85319668444917e-15,-2.51759494801029e-15,3.90643088672653e-09,9.72645399213598e-16,2.88284095039135e-15,-1.30573195649109e-07,9.75236137916823e-16,-1.03743185473529e-16,8.64830960026986e-16,7.15972434702322e-16,1.66067991251899e-08,-9.76157043783316e-09,-1.17474774124114e-07,1.41324762958553e-15,2.4064836587712e-15,1.89400999423917e-16,-1.23401715152048e-08,-0.000142132640218485,1.84355912200528e-15,7.72464072682099e-15,1.31889108310272e-15,1.57300604899178e-15,-3.70997799053315e-16,1.26212957193175e-15,2.17442994070909e-15,1.76898283377862e-15,8.68063112459938e-16,-2.47296497422344e-15,1.90672843123509e-14
