accepted_species,estimate
t241,-0.2038833
t312,-0.21601005
t313,-0.2024073
t322,-0.21078576
t323,-0.20981754
t248,-0.20576175
t265,-0.20155798
t466,-0.18630868
t467,-0.18630868
t439,-0.18927999
t440,-0.19689034
t446,-0.18716934
t447,-0.18927999
t305,-0.21560998
t306,-0.21449274
t260,-0.2156888
t341,-0.18400738
t354,-0.21228632
t320,-0.23595777
t368,-0.22879943
t307,-0.22526926
t266,-0.20029584
t272,-0.21620733
t409,-0.20740186
t377,-0.20317012
t327,-0.1988665
t427,-0.2012006
t428,-0.20174618
t416,-0.20082256
t417,-0.19582433
t360,-0.200389
t441,-0.207769
t330,-0.22859477
t378,-0.18701385
t379,-0.19699338
t346,-0.18280981
t452,-0.19419637
t479,-0.20339029
t480,-0.20361792
t300,-0.21199374
t301,-0.21393652
t299,-0.20917824
t289,-0.21325009
t278,-0.20762463
t388,-0.21113299
t443,-0.20013173
t444,-0.16918051
t308,-0.22825545
