"","c1","c2","c3","c4","c5","c6","c7","c8","c9","c10","c11","c12","c13","c14","c15","c16","c17","c18","c19","c20","c21","c22","c23","c24","c25","c26","c27","c28","c29","c30","c31","c32","c33","c34","c35","c36","c37","c38","c39","c40","c41","c42","c43","c44","c45","c46","c47","c48","c49","c50","c51","c52","c53","c54","c55","c56","c57","c58","c59","c60","c61","c62","c63","c64","c65","c66","c67","c68","c69","c70","c71","c72","c73","c74","c75","c76","c77","c78","c79","c80","c81","c82","c83","c84","c85","c86","c87","c88","c89","c90","c91","c92","c93","c94","c95","c96","c97","c98","c99","c100","c101","c102","c103","c104","c105","c106","c107","c108","c109","c110","c111","c112","c113","c114","c115","c116","c117","c118","c119","c120","c121","c122"
"t1",-0.155494744510393,-0.0127814850918828,0.0021583991671882,-0.00602101604515235,0.00180420644878781,0.0106120243211784,0.00793732058846314,8.10479100598707e-05,0.103059741185889,-0.375578142137041,-0.0134849271137487,0.0135102477908399,0.00793359420890024,0.684188851420468,0.122453679296901,-0.00963382141905604,-0.0159501075799981,-0.0126892018672951,-0.0374695207522483,0.000137142225903738,0.000411052742551825,-0.00053438389422063,-0.0034075378772714,-0.0118707238759524,-0.0945389006466725,0.00293642008487342,0.00819319445238533,0.011653479169694,0.015948384024427,0.565571071943224,0.0204029814490491,-0.0137688379699663,9.66518457411922e-05,0.00136600506059691,-0.00310379741265323,0.00053239645822488,-0.00658651974729433,-0.00900928692630318,-4.34046999680326e-05,-0.00124984095229912,-1.83007331689653e-05,-5.19885581897983e-06,-3.83112340407384e-06,3.79007143925928e-06,9.59103724545503e-17,2.92648839623291e-05,-3.18333632751697e-06,-8.33647439218716e-05,3.15310095802218e-05,-3.08259622795626e-05,0.000601613257952662,4.27489798082845e-05,1.02214372801491e-16,8.378414369918e-05,-1.18597842884032e-16,0.000915993172808913,-2.06398974174745e-16,5.99176624484291e-06,6.31161361809465e-05,-0.000293633049041138,-2.42583769515596e-05,-5.47363104099292e-05,-0.000337000677174089,-0.000197522568515139,4.85269033028236e-17,-5.50617320951374e-06,-0.000173632210738838,-7.63506839300389e-08,-0.000827594026772987,9.16043199896174e-05,-1.53618976544287e-05,1.38871139335128e-05,0.000876685494614166,1.02908448624547e-15,-0.00146278213571432,-5.57365926774842e-17,-0.0017522010367653,3.06703697985527e-05,-2.45075138995984e-05,-4.37264236693186e-06,-3.01441817289952e-05,-2.34965885848731e-05,-1.62969725097215e-05,2.50790539984831e-06,-1.82312104266515e-16,8.33058453538958e-05,5.71034700089931e-17,4.76433994451135e-05,8.40431617666933e-07,6.50916084049544e-08,1.56493267939675e-09,-2.51056649024012e-07,2.42717616033127e-05,-6.23448333189262e-17,-1.27388195865299e-07,-5.38966354354645e-05,-6.07304609183934e-17,-1.24197036716126e-16,1.0044198706063e-16,7.49715955078659e-17,2.84290772696364e-07,-8.55583142579652e-17,6.3069672655051e-06,1.11089655311143e-15,-8.06542657213668e-17,-2.94163208330963e-16,8.91361148724845e-16,-5.21380231512405e-16,-2.3081279910738e-05,-3.24583762166592e-16,-4.21146369054707e-16,-1.6623297171736e-16,3.40418727496339e-16,-4.09924629404035e-16,1.6780269577978e-16,-1.04486952890908e-05,-7.6577430107613e-16,9.6764114273632e-16,4.6839595958706e-17,-6.29083241970856e-16,-5.78171893432488e-15,-2.10812894202024e-15
"t5",-0.0447220461338582,0.0634298313676391,-0.112045223010635,-0.000291042251380982,0.00117291040795709,0.0114156772020336,0.00907352644055799,9.66053565174613e-05,0.226812900457338,0.0235071553935718,-0.00146857845242821,0.00438005702207977,-0.000226194110058409,0.00540838115219465,-0.00116968703824227,0.00112912868492462,-0.000314248265295798,0.00258287778423444,0.0297393331466453,-2.71882233486651e-05,-0.0001363561572968,0.000203376440908927,0.00149252826336186,0.00582619647780884,0.000524606631772808,-0.00171833297001585,-0.00495178394238778,-0.0106592425241882,-0.00315102287136445,-0.074041944211833,0.011609666960034,-0.0100475173238231,0.000152407009838698,0.00460533400684132,-0.0218465220014342,0.0142720490298241,-0.425566079678137,-0.811589257937972,-0.0077540850494471,-0.233534488138425,0.0188281633033629,0.00434653204567836,-0.000898154095589244,0.000541565843954447,6.97093813910864e-15,0.00179987657996653,-0.000168959301684775,-0.00336017001674439,0.00105049241232129,-0.000907921209285072,0.0133612230284072,0.000883481608678904,-1.59855699787352e-15,0.00167548034705285,-1.91696343812839e-16,0.0157755610963877,-4.44072349401332e-16,9.56742015854423e-05,0.000990555104009609,-0.00450873848079331,-0.000373884035338514,-0.00705121579599761,-0.132211563155485,-0.00743705425386354,-6.53689304130501e-16,-6.00218118902927e-05,-4.5793713389089e-05,-7.95068631404258e-07,-0.025704584438831,0.000793064749488022,-0.000135671161807073,0.000118829238095188,0.00747209807026062,3.27185498881501e-14,-0.000251441122667107,5.27371985276407e-17,-0.000411366832137259,0.000262879235328264,-0.000204742701059982,-3.63275307935546e-05,-0.000782192576256096,-0.000188579824203509,-0.000130173610707405,2.00103870346219e-05,-1.54323080282555e-15,0.00065575112524066,5.11142464878342e-17,0.000373773442801469,6.34099252615567e-06,4.79296741058341e-07,1.13198852132932e-08,-1.80630107964307e-06,0.000172620053452296,-1.95236780180837e-16,-8.96224594473543e-07,-0.000372778062525462,1.07270999991755e-16,1.85917731165001e-16,7.02997245907181e-17,1.06227063366811e-16,1.87460121150282e-06,-5.8263473748633e-16,3.99323911401972e-05,1.79011917948509e-15,2.99290017276523e-16,-2.77035361928961e-16,-1.02016537081915e-16,-1.70944618138588e-15,-0.000131338787628075,2.35973841234592e-16,-5.63764410843034e-16,-2.50327586598273e-16,1.75485910097636e-16,-4.72531451057526e-16,2.58252287338424e-16,-5.6827640853856e-05,-5.42502827108248e-16,8.01194811770304e-16,2.07853331512919e-16,-3.41556893822548e-16,-5.68112493290604e-15,-2.26303906452386e-15
"t23",-0.0479278342098258,0.0718507145805025,-0.129431088683229,-0.000382146809943141,0.00160763347152852,0.0174937561156626,0.0144002786937702,0.000157446458700905,0.470384464757101,0.0918446688635873,-0.00692690857669166,0.0243269797690613,-0.00482547337321094,-0.0561444020092877,0.00622708358124319,-0.00235156162722681,0.00049515243084487,-0.00389320372988238,-0.0347334828079051,2.87142759967662e-05,0.000117958168383738,-0.000158155914761467,-0.0010174096282228,-0.00346049277906261,-0.000292520707075087,0.00083462893662699,0.0022655633947468,0.00235199370979412,0.00059862546206311,0.0136435834031353,-0.00171943072988209,0.00143560035414758,-1.87673004713493e-05,-0.000462139976750826,0.00170878585484861,-0.000643696808037705,0.0128250641441654,0.0209690499737599,0.000148359394585738,0.00298061823743362,-6.28674145820569e-06,1.48367733104663e-05,-2.17116333714121e-05,1.54901368627154e-05,-8.83557428406233e-16,6.91183099514991e-05,-6.7841612161021e-06,-0.000143715661805855,4.54889422356401e-05,-3.8507687456929e-05,0.000412760312209992,2.0417136182057e-05,1.548930236968e-15,3.04781273659984e-05,4.05989488107008e-16,-0.000432501391703697,5.915081903115e-15,-9.00536580544361e-06,-0.000122900018955666,0.000844887702321201,0.000249406499691224,0.0422785954841362,0.854168792124479,-0.00815071669632242,4.97063154137097e-15,-2.7947259628208e-05,-1.67454264905364e-05,-2.84894573194693e-07,-0.00814489430721747,0.00024438291128018,-4.11217251023909e-05,3.47186792443104e-05,0.00218236498917586,2.58281378219606e-14,-7.33073430534801e-05,-5.93659744350037e-16,-0.000116306803564598,7.4234342575149e-05,-5.76467249071505e-05,-1.02123619538149e-05,-0.000218385576334993,-5.24216845095425e-05,-3.61374464224872e-05,5.55345215352572e-06,3.77303981216714e-15,0.000181392664392288,1.44201643862421e-16,0.000103318691667596,1.7429237890369e-06,1.315704827916e-07,3.10732625243979e-09,-4.95900075219065e-07,4.74150165689663e-05,5.6035496406137e-16,-2.46352917448224e-07,-0.000102634061272176,-3.87778776453804e-16,-8.73377284187965e-16,9.91328301584624e-16,4.12803078586359e-16,5.19880798958089e-07,7.27102228332828e-16,1.11739526676332e-05,-1.45673508514643e-15,1.05889151383443e-16,-7.95118625589803e-16,-5.68768716597709e-16,1.03277133596717e-15,-3.79943014840719e-05,-1.28649805542708e-15,-1.48693795700253e-16,-2.23861665223911e-16,2.19794892030435e-16,-1.96122884499051e-16,-2.78677086863755e-16,-1.67309849413051e-05,-7.36603936822482e-16,1.67552820250286e-15,1.24665635871337e-16,-1.32239445522398e-15,-5.97801740631876e-15,-2.0515929609473e-15
"t51",-0.0486734157031615,0.0738053437220199,-0.133463976245066,-0.000403196912824236,0.00170795980082131,0.0188925709168823,0.0156252053371861,0.000171429180620233,0.52611062634334,0.107365185565985,-0.0081648908596501,0.0288466282953206,-0.00586345172639594,-0.0699788279144164,0.00788534651543997,-0.00312591648601238,0.000674534511311406,-0.00532745771649939,-0.048947805223053,4.10138427765624e-05,0.000173657253040613,-0.000237122301452413,-0.00156363215530521,-0.00547306172283046,-0.000469243179070454,0.00138415004980031,0.00381570638208953,0.00505806124338053,0.00137248241650744,0.0317111628325652,-0.00443371501154226,0.00376936735298187,-5.32702588527241e-05,-0.0014719730052611,0.0063387267947059,-0.00349399491942057,0.095147093680949,0.17640082927272,0.00160903261565327,0.046232938108478,-0.00336435966843836,-0.000750412503930553,0.000121939337261714,-6.85359448453151e-05,-3.67162311456862e-15,-0.000182273699976571,1.60492613707348e-05,0.000272118288576715,-7.24494773753254e-05,5.42609529897875e-05,-0.000420619597974636,-1.88998739305597e-05,7.84839406844978e-17,-2.69326954911239e-05,-1.81480598785646e-16,0.000301054067757051,2.87682568716713e-17,5.38628189183847e-06,7.05069197136721e-05,-0.000455169683929277,-0.000114505464204947,-0.017532060748504,-0.35380638318665,0.00297962415914166,-3.23190283813785e-15,7.85216338103516e-06,3.64796194489922e-06,5.9922106485624e-08,0.00122155417797805,-3.19329006136997e-05,4.83373626650189e-06,-2.83611525173594e-06,-0.00017737637346879,0.707106781186538,5.80604601561857e-06,-1.20576448469633e-14,4.04649894951284e-06,-2.41559620577389e-06,1.54575580868821e-06,2.41396771113579e-07,1.73792092147679e-06,-2.09641574998646e-07,-2.93509845559489e-07,5.03040035295259e-08,-2.87415651826632e-15,3.75281350046105e-06,-3.53650965060346e-16,2.4340898034343e-06,9.84015944901258e-08,1.00685062072101e-08,2.82722787880914e-10,-4.72616777093384e-08,4.95873336914637e-06,1.08461929340665e-15,-2.78853885102004e-08,-1.29957176958082e-05,1.1114189705661e-15,-5.38405276426815e-16,-9.81766981166298e-16,-4.27816143514519e-16,8.50104720482556e-08,1.44794737783017e-15,2.16863929628442e-06,-1.71186692583724e-15,-3.37730792530316e-16,-6.97443839595962e-16,-4.38413978569686e-16,-4.59483198352845e-16,-1.03006247628169e-05,5.9283393977643e-17,-5.42307721364181e-16,-6.43859274504552e-16,4.74072904537007e-16,-1.67582504966712e-16,5.79080410388455e-16,-5.05908320416169e-06,-6.43678349382073e-17,5.99493167473881e-16,-1.66247513099432e-16,6.46780067900705e-16,-5.12407746907292e-15,-1.76893617583201e-15
"t52",-0.0486734157031615,0.0738053437220196,-0.133463976245066,-0.000403196912824172,0.00170795980082132,0.0188925709168829,0.015625205337186,0.000171429180620237,0.526110626343338,0.107365185565985,-0.00816489085965001,0.0288466282953208,-0.00586345172639601,-0.069978827914415,0.00788534651544019,-0.00312591648601237,0.000674534511310107,-0.00532745771649972,-0.048947805223052,4.10138427766539e-05,0.000173657253041385,-0.000237122301452408,-0.00156363215530537,-0.00547306172283048,-0.000469243179068601,0.00138415004980024,0.00381570638209013,0.00505806124338156,0.0013724824165078,0.0317111628325624,-0.00443371501154219,0.00376936735298275,-5.32702588529466e-05,-0.00147197300526097,0.00633872679470574,-0.00349399491942158,0.0951470936809446,0.176400829272712,0.00160903261565286,0.0462329381084774,-0.0033643596684375,-0.000750412503930804,0.000121939337259604,-6.85359448459094e-05,1.37210168168832e-15,-0.000182273699977387,1.60492613701614e-05,0.000272118288575052,-7.24494773771965e-05,5.42609529890542e-05,-0.000420619597975208,-1.88998739310127e-05,-7.0460015592037e-16,-2.69326954889646e-05,-4.7104336176013e-16,0.000301054067762252,-4.76826827231688e-15,5.38628188992011e-06,7.05069197133925e-05,-0.00045516968393719,-0.000114505464205884,-0.0175320607484995,-0.35380638318662,0.00297962415915056,-6.53498292329297e-16,7.85216338092393e-06,3.64796196330995e-06,5.9922105322513e-08,0.00122155417800488,-3.19329006201478e-05,4.83373625780144e-06,-2.83611571578176e-06,-0.000177376367887085,-0.707106781186557,5.80604801163421e-06,1.26502698626545e-14,4.04649902566604e-06,-2.41559621406618e-06,1.54575581833496e-06,2.4139675554773e-07,1.73792093867594e-06,-2.09641572973177e-07,-2.935098219689e-07,5.0303997724307e-08,-2.58125766399009e-16,3.7528134954671e-06,1.39604057557211e-16,2.43408980415566e-06,9.84016107107707e-08,1.00685083100698e-08,2.82723101109472e-10,-4.72616727450332e-08,4.95873337043156e-06,-1.56972076560996e-15,-2.78853924156685e-08,-1.29957176949086e-05,-8.53592565576309e-16,1.10045747183855e-15,5.47373273414954e-16,3.96972070260472e-16,8.50104701172344e-08,-2.14116782455805e-15,2.16863930072888e-06,4.70028471605588e-15,-1.02589747653619e-16,7.82148814111349e-16,2.94881649663434e-15,-1.20548382489904e-15,-1.03006247624126e-05,-1.74177471684139e-16,-3.49399521534076e-16,5.18982382484032e-16,4.02349533361008e-16,-5.68962630042096e-16,1.29431996044884e-16,-5.05908320468086e-06,-1.36006230745114e-15,8.64664982395267e-16,2.43653937366449e-16,-1.26233921950709e-15,-6.23717456217433e-15,-2.6120780342167e-15
"t50",-0.0617793791641364,0.1232714452048,-0.253099992676035,0.0437000357894309,-0.00771653371834265,-0.0216229368856865,-0.0140014205576359,-0.000130428167812157,-0.130190579701204,0.00300102846533749,-0.000475856220192001,0.00225804516636945,-0.000878851278244674,-0.0152753386006178,0.00207855217638178,-0.00149754893191384,0.000508077682705785,-0.00449151279953232,-0.2441237893106,-0.000135884699395677,-0.000107300468000858,9.14409421090612e-05,0.000368011143651112,0.000788809974994573,5.3509771427371e-05,-8.7661767997849e-05,-0.000174660024272036,0.168471194347595,-0.000127511419063516,-0.00228379102575917,5.98234746558095e-05,-3.50385111117717e-05,-1.41858180398611e-07,-1.67758119847327e-05,0.000104227335349529,-6.75841285194753e-05,0.00188178697578519,0.00358656039373909,3.9057665231866e-05,-0.00340130991875349,-2.0842515521962e-05,-4.44367639717186e-06,-5.57005199969485e-09,9.36308596467186e-08,4.56870870910653e-15,6.49199897421478e-08,3.29852785559667e-08,3.75181883849882e-06,-2.59402471241137e-06,3.57955112176166e-06,-0.000153099801959696,-1.35746604514803e-05,-8.58575516070957e-16,-2.96308946052215e-05,1.25264538097797e-15,-0.00057978580644677,5.99177588726108e-15,-5.79760251045548e-06,-6.95645993716726e-05,0.000400334003299077,6.61280884085549e-05,0.000516122328205765,0.00635700089774309,0.871263107676715,-1.43854346294428e-14,-2.12185349539235e-05,-1.24285596352074e-05,-2.17439000389732e-07,-0.0722305110924444,-0.000149838032549199,7.15867155138993e-06,4.58069190440499e-06,0.000291427348237958,3.54512561463052e-15,-1.03612095038909e-05,8.00497067169114e-16,-3.08122158718183e-05,2.02653897384185e-05,-1.72501541063994e-05,-3.2689587803649e-06,-0.191229969185981,-4.68796839842795e-06,-4.6111398045255e-06,7.43082810856185e-07,4.69675230448651e-15,3.24551767327809e-05,2.17929525627444e-17,1.91502738706822e-05,3.87148203341638e-07,3.05662333659217e-08,7.38137231321434e-10,-1.18461302776236e-07,1.14491168125481e-05,6.41439490113133e-16,-6.00067963074813e-08,-2.52937305065378e-05,4.8546988368206e-16,7.36584709055351e-16,-5.712537019897e-16,-1.34069436060539e-15,1.31260992611229e-07,5.26732936911039e-16,2.86348567518274e-06,-6.6704243485565e-16,6.61131246692001e-16,4.94025521594626e-16,3.38688961425432e-15,-4.94929727388219e-17,-1.00246658689202e-05,4.34419742445742e-16,1.78684919678714e-16,-1.9171405255016e-16,7.25822904471718e-16,-8.63707540124078e-16,-3.0582894094577e-16,-4.46258982324207e-06,1.1646712534198e-15,5.80606218756688e-16,1.97279950218159e-16,-2.57134761131136e-15,-5.54583263932368e-15,-2.19907409494956e-15
"t67",-0.062150646364148,0.124563716891169,-0.256136407671528,0.044622124121575,-0.00790071005009401,-0.0222817075103965,-0.0144547101642866,-0.00013483314318308,-0.136018480197392,0.00319055985238876,-0.000507572966828579,0.00241425850670144,-0.000948796089638292,-0.016658487413134,0.00228107142183272,-0.00167551138864868,0.000574027128137501,-0.00508358306760656,-0.279555433243763,-0.000156441928277524,-0.000125025981140904,0.000107320301007167,0.000436175329742628,0.000945573109312677,6.45032442434356e-05,-0.000107064211026275,-0.000214615074124215,0.227384789197231,-0.000176241993155658,-0.00317246356094682,8.62781859275815e-05,-5.08577249389018e-05,-2.11574104311587e-07,-2.60086695956694e-05,0.000169614847728843,-0.000122308672911975,0.00365649963927476,0.00714325140440089,8.1253480859294e-05,-0.00742777460761139,-5.15236773979726e-05,-1.15300731391413e-05,-2.37769543084629e-08,5.08156537379615e-07,-2.40864655273103e-15,6.64053586125668e-06,-7.45731917631076e-07,-2.03720709688752e-05,7.87424172337584e-06,-7.79940992548112e-06,0.00015806518380239,1.1402961103556e-05,-4.49752167347315e-16,2.25401789644621e-05,2.0416491176934e-15,0.000262872469835269,-5.89924343686356e-15,1.85300618343059e-06,2.00954499236028e-05,-9.8750643914111e-05,-1.04865033181244e-05,-5.91278925213193e-05,-0.000725456319024911,-0.0616501464222646,9.64786430792923e-16,2.2376684368115e-07,-1.86084457835678e-07,-3.54028810229802e-09,-0.000242269563025484,2.2552239367215e-06,-2.46958270589228e-07,-6.4060738506656e-07,-4.13154627909066e-05,1.03104912286929e-14,1.57306851088998e-06,-1.33598054001525e-16,2.19424200552278e-05,-1.59048230057502e-05,1.77219398734745e-05,3.97125197118623e-06,0.866896138989504,-3.90360787499829e-05,-2.10138349976085e-05,3.08509213440193e-06,-1.66553899605547e-14,6.81123276568456e-05,-3.28277895870767e-17,3.63465028840437e-05,4.09127008397311e-07,2.77174673247859e-08,6.22684152618797e-10,-9.82061788958014e-08,9.18974635359344e-06,-1.63498465449633e-15,-4.69866762559174e-08,-1.92073317811391e-05,7.19451048413093e-16,2.08278585011529e-16,1.21390584776924e-15,8.39814296603081e-16,9.4802473536497e-08,6.96271047246578e-16,2.03121760101595e-06,4.35586822149009e-15,3.70777429082251e-16,5.07883794754841e-16,-5.0046907237231e-15,-1.62373093655921e-15,-7.11164697529451e-06,-2.25285896650128e-15,-1.53872480619815e-15,-5.0383656401322e-16,1.83455862271258e-16,3.44771504507582e-16,3.14718294421194e-16,-3.19654921296157e-06,-8.46331757852013e-16,2.21341975500574e-15,8.65419530604938e-16,1.35191321783587e-15,-6.72285765744121e-15,-1.12222219230754e-15
"t96",-0.0624118930939807,0.125471071790684,-0.25826684971432,0.0452663314290679,-0.0080292195650204,-0.0227400000220336,-0.0147697867675746,-0.000137893102557889,-0.140047715732697,0.00332061113251603,-0.000529306087104711,0.00252119402127512,-0.000996486283514378,-0.0175977401683725,0.00241825610291824,-0.00179517783778532,0.000618214403726432,-0.0054800237176179,-0.303180985280082,-0.000170123669749216,-0.000136774566433196,0.000117819703643585,0.000481100005339714,0.00104851416179718,7.17095609270506e-05,-0.000119731240617423,-0.000240652116758979,0.264801127530395,-0.000207012203689861,-0.00373293515638195,0.00010282063401153,-6.07357987329507e-05,-2.54856533454633e-07,-3.16964146093335e-05,0.000209533830287509,-0.000155140259692107,0.00471046640212452,0.00924858484737835,0.00010609365239089,-0.00978455155830551,-6.92502149486785e-05,-1.56059426421901e-05,-3.39068530296927e-08,7.36458722464346e-07,4.24201888917999e-16,1.01454774270954e-05,-1.15692928437263e-06,-3.28222738597379e-05,1.31599742920285e-05,-1.34419037949409e-05,0.000303198233770367,2.27907888479028e-05,4.0606903574684e-16,4.60443519434831e-05,-1.54804587874761e-15,0.000616040434091019,2.96165418907825e-18,4.87975488312652e-06,5.49407614878378e-05,-0.000287232624442174,-3.70830548085109e-05,-0.000246485303631716,-0.00303044214051109,-0.338545149876409,6.00504673050697e-15,5.10552310120152e-06,1.63707432092169e-06,2.57881606496181e-08,0.000625364179439084,-4.50659728083155e-06,4.17831947496125e-07,6.94197564532416e-07,4.45417192396623e-05,-7.25726550821724e-15,-1.65232089926435e-06,8.05647196143552e-16,-1.2716676101156e-05,8.91559233951158e-06,-9.10756480015222e-06,-1.94197819339098e-06,-0.325299213566119,1.16151264423969e-05,5.72333698749457e-06,-8.22944305792469e-07,6.14901018958604e-15,-1.36319411581087e-05,1.68053793385681e-16,-6.70738930875426e-06,-1.05977427838538e-08,1.54289337733247e-09,6.76653149284656e-11,-1.21448847782843e-08,1.42146284810361e-06,-1.62500110516554e-15,-8.5557955423171e-09,-4.27177298065793e-06,-1.71711518695218e-16,6.68979198428163e-16,1.11283872992832e-15,-8.51513093405181e-17,3.03394017400564e-08,-2.83935535607199e-16,7.89925879236946e-07,-1.71236839768514e-15,-4.61420363899693e-16,-3.02590346292596e-15,-0.707106781186547,8.47184517300292e-15,-3.75036635410036e-06,5.39773370163615e-15,9.6927100419325e-16,-2.08579900706248e-15,-7.58997738251043e-15,2.10278076175886e-15,4.86702977600702e-15,-1.83082734714297e-06,-4.91872579160853e-15,-3.07977914971175e-16,2.07455340061719e-15,2.4222074876551e-15,-3.3976074584002e-15,-4.6724634810246e-15
"t97",-0.0624118930939807,0.125471071790684,-0.25826684971432,0.045266331429067,-0.00802921956502031,-0.0227400000220329,-0.014769786767575,-0.00013789310255811,-0.140047715732698,0.00332061113251572,-0.00052930608710464,0.00252119402127501,-0.000996486283514366,-0.0175977401683725,0.00241825610291836,-0.00179517783778529,0.00061821440372709,-0.00548002371761781,-0.303180985280083,-0.000170123669749414,-0.000136774566432749,0.00011781970364335,0.000481100005340042,0.001048514161797,7.1709560927383e-05,-0.000119731240617175,-0.000240652116759045,0.264801127530396,-0.000207012203690102,-0.00373293515638237,0.000102820634012018,-6.07357987333677e-05,-2.54856533196482e-07,-3.16964146097005e-05,0.000209533830287462,-0.000155140259692711,0.00471046640212399,0.00924858484737692,0.000106093652390412,-0.00978455155830527,-6.92502149495665e-05,-1.56059426426932e-05,-3.39068536152093e-08,7.364587211448e-07,-8.48412792625294e-16,1.0145477427086e-05,-1.15692928332594e-06,-3.28222738598329e-05,1.31599742912836e-05,-1.34419037947237e-05,0.000303198233770607,2.27907888483176e-05,1.18136191301493e-15,4.60443519427424e-05,-1.48997840734859e-15,0.000616040434091027,1.19423918893498e-15,4.8797548830053e-06,5.49407614882887e-05,-0.000287232624441801,-3.70830548115154e-05,-0.000246485303631577,-0.00303044214050943,-0.338545149876412,5.65626697840199e-15,5.10552309994236e-06,1.63707432105692e-06,2.57881610731474e-08,0.000625364179435896,-4.50659727945011e-06,4.17831949445207e-07,6.94197566295417e-07,4.4541719240436e-05,-3.77394076845581e-15,-1.65232090598244e-06,-1.1816801560622e-15,-1.27166761024737e-05,8.91559233764842e-06,-9.10756480378998e-06,-1.94197819390286e-06,-0.32529921356611,1.16151264411657e-05,5.72333698759028e-06,-8.2294430610208e-07,5.39196816248596e-15,-1.36319411590495e-05,5.97081744441473e-17,-6.70738930691221e-06,-1.05977486129398e-08,1.54289687195195e-09,6.76656044652298e-11,-1.21448792694276e-08,1.42146284914373e-06,2.46465708177447e-15,-8.55579581405863e-09,-4.27177298098467e-06,-8.91078339216452e-16,-1.95823440035326e-15,-1.10247266160115e-15,7.43081539276548e-16,3.03393998086432e-08,-1.26674372134822e-15,7.89925878462974e-07,2.38785165757422e-15,-4.71698261445679e-16,9.67548200029127e-16,0.707106781186549,-9.20217659155785e-15,-3.75036638541167e-06,-5.50156304997672e-15,-1.13741022197892e-15,1.84927802769412e-15,7.87031032891771e-15,-2.79457088940483e-15,-4.74155439030769e-15,-1.83082734175671e-06,1.69110994529429e-15,1.76023180036558e-15,-2.77061702583345e-15,-3.99521765436068e-15,-7.55936162587134e-15,-6.53027771715228e-16
"t89",-0.0611400033990547,0.120990692375644,-0.247696491552295,0.0419761049567573,-0.00736703356369328,-0.0203279001251728,-0.0131012236732053,-0.000121614944464608,-0.117833047641713,0.00255861930349928,-0.000400466827087171,0.0018818358789185,-0.000701097969361225,-0.0115561167709127,0.00151435464780845,-0.000944022589457124,0.000290993603096476,-0.00252213123158262,-0.117815190510768,-6.02054991405201e-05,-3.70765333494739e-05,2.56274202782e-05,6.731573502767e-05,4.41131500392664e-05,-7.02397505599394e-07,1.70393347863179e-05,5.04346040480464e-05,-0.61446306005481,0.000776921832696977,0.015647710125529,-0.00131867895574827,0.001069717120473,-1.30146363559627e-05,-0.00031257213432504,0.00119188075475732,-0.000551750531337589,0.0143635210589593,0.0270854743777709,0.000292504960462634,-0.0255334259288929,-0.000163068408607421,-3.56508245454696e-05,-6.517235599568e-08,1.35841454858872e-06,-4.42848755210829e-16,1.67197819251837e-05,-1.85329910832293e-06,-4.92945201117999e-05,1.86663532273533e-05,-1.82246187515712e-05,0.000355268719208683,2.53086219270519e-05,-4.42970399398956e-16,4.97031456301308e-05,3.39040090286463e-16,0.000555737388671198,-2.26501295222392e-16,3.75133687669896e-06,4.00188394145975e-05,-0.000190709611846749,-1.76600328202337e-05,-8.224197413139e-05,-0.00100596112425981,-0.0413642688823135,8.77674789746946e-16,-2.71922181304124e-06,-3.04647208844652e-06,-5.61448031421694e-08,-0.0257026054768527,-5.74907909599353e-05,2.87300604351646e-06,2.02289432838578e-06,0.000128804193433112,2.61555422099985e-15,-4.59794148451249e-06,-6.38892929137334e-17,-1.35547092676161e-05,8.80502791773813e-06,-7.1409955542989e-06,-1.29591515040157e-06,-0.00626373077864427,-7.19808018950987e-06,-5.09299958296301e-06,7.86744928904639e-07,1.22691017163112e-15,2.71169446844311e-05,2.32636581012459e-15,1.56224231476204e-05,2.93133780705112e-07,2.33028352588623e-08,5.68978854725221e-10,-9.16628096043272e-08,8.93671911320465e-06,-1.16975282724105e-15,-4.72413125007548e-08,-2.01907140313523e-05,2.90711800295329e-16,-1.90476162385271e-15,-2.0171642800425e-15,-8.79462057440546e-16,1.08933767354945e-07,-5.54319651447208e-15,2.45189701624874e-06,0.707106781186547,6.036339575114e-15,3.8091873657737e-15,-1.3429193829009e-15,3.73892996362184e-15,-9.21137504245154e-06,5.50251828198895e-15,-1.00936975373596e-15,4.18874453426648e-16,-4.19938163983562e-16,-3.80852482473116e-16,-1.45989433854658e-15,-4.20380049749185e-06,-5.72033095065589e-15,1.99742838623704e-15,-2.00310948365638e-17,1.3633709045955e-15,-5.10352944877613e-15,-4.32865892003654e-15
