"","t1","t2","t3","t4","t5","t6","t7","t8","t9","t10","t11","t12","t13","t14","t15","t16","t17","t18","t19","t20","t21","t22","t23","t24","t25","t26","t27","t28","t29","t30","t31","t32","t33","t34","t35","t36","t37","t38","t39","t40","t41","t42","t43","t44","t45","t46","t47","t48","t49","t50","t51","t52","t53","t54","t55","t56","t57","t58","t59","t60","t61","t62","t63","t64","t65","t66","t67","t68","t69","t70","t71","t72","t73","t74","t75","t76","t77","t78","t79","t80","t81","t82","t83","t84","t85","t86","t87","t88","t89","t90","t91","t92","t93","t94","t95","t96","t97","t98","t99","t100","t101","t102","t103","t104","t105","t106","t107","t108","t109","t110","t111","t112","t113","t114","t115","t116","t117","t118","t119","t120","t121","t122","t123"
"t1",0,4.64975656797178,4.64880646870678,10.0013299751278,8.25877952674202,8.23392035745761,8.82524062578127,9.54205168132222,10.0013299751278,10.0013299751278,9.09646226926722,10.0013299751278,8.5422655621764,9.17902491547074,10.0013299751278,10.0013299751278,9.51196846406423,10.0013299751278,9.06204212095558,9.16994081296684,10.0013299751278,10.0013299751278,9.44201250064995,10.0013299751278,10.0013299751278,10.0013299751278,9.69753158218127,10.0013299751278,10.0013299751278,10.0013299751278,10.0013299751278,10.0013299751278,10.0013299751278,10.0013299751278,9.42206788306094,10.0013299751278,10.0013299751278,9.91196509044284,10.0013299751278,9.59130150577347,10.0013299751278,10.0013299751278,10.0013299751278,10.0013299751278,10.0013299751278,9.4988724221311,10.0013299751278,10.0013299751278,10.0013299751278,10.0013299751278,10.0013299751278,10.0013299751278,10.0013299751278,10.0013299751278,10.0013299751278,9.53346623402933,9.65646100214167,9.56736923682746,10.0013299751278,10.0013299751278,10.0013299751278,10.0013299751278,10.0013299751278,10.0013299751278,10.0013299751278,10.0013299751278,10.0013299751278,10.0013299751278,10.0013299751278,10.0013299751278,10.0013299751278,10.0013299751278,10.0013299751278,10.0013299751278,10.0013299751278,10.0013299751278,10.0013299751278,10.0013299751278,10.0013299751278,9.97180866804662,10.0013299751278,10.0013299751278,10.0013299751278,10.0013299751278,10.0013299751278,10.0013299751278,10.0013299751278,10.0013299751278,10.0013299751278,10.0013299751278,10.0013299751278,10.0013299751278,10.0013299751278,10.0013299751278,10.0013299751278,10.0013299751278,10.0013299751278,10.0013299751278,10.0013299751278,10.0013299751278,10.0013299751278,10.0013299751278,10.0013299751278,10.0013299751278,10.0013299751278,10.0013299751278,10.0013299751278,10.0013299751278,10.0013299751278,10.0013299751278,10.0013299751278,10.0013299751278,10.0013299751278,10.0013299751278,10.0013299751278,10.0013299751278,10.0013299751278,10.0013299751278,10.0013299751278,10.0013299751278,10.0013299751278,10.0013299751278,10.0013299751278
"t2",4.64975656797178,0,1.20478045524178,6.55730396166283,5.97790458997463,5.95304542069022,6.54436568901389,7.26117674455483,7.72045503836044,7.72045503836044,6.81558733249983,6.55730396166283,5.0982395487114,6.89814997870335,7.72045503836044,7.72045503836044,7.23109352729685,7.72045503836044,6.78116718418819,6.88906587619945,7.72045503836044,7.72045503836044,7.16113756388256,7.72045503836044,7.72045503836044,7.72045503836044,7.41665664541389,7.72045503836044,7.72045503836044,7.72045503836044,7.72045503836044,7.72045503836044,7.72045503836044,7.72045503836044,7.14119294629355,7.72045503836044,7.72045503836044,7.63109015367545,7.72045503836044,7.31042656900608,7.72045503836044,7.72045503836044,7.72045503836044,7.72045503836044,7.72045503836044,7.21799748536371,7.72045503836044,7.72045503836044,6.55730396166283,7.72045503836044,7.72045503836044,7.72045503836044,7.72045503836044,7.72045503836044,7.72045503836044,7.25259129726194,7.37558606537428,7.28649430006007,6.55730396166283,6.55730396166283,7.72045503836044,7.72045503836044,7.72045503836044,7.72045503836044,7.72045503836044,7.72045503836044,7.72045503836044,7.72045503836044,7.72045503836044,7.72045503836044,7.72045503836044,7.72045503836044,7.72045503836044,7.72045503836044,7.72045503836044,7.72045503836044,7.72045503836044,7.72045503836044,7.72045503836044,7.69093373127923,7.72045503836044,7.72045503836044,7.72045503836044,7.72045503836044,7.72045503836044,7.72045503836044,7.72045503836044,7.72045503836044,7.72045503836044,7.72045503836044,7.72045503836044,7.72045503836044,7.72045503836044,7.72045503836044,7.72045503836044,7.72045503836044,7.72045503836044,6.55730396166283,6.55730396166283,7.72045503836044,7.72045503836044,7.72045503836044,7.72045503836044,7.72045503836044,7.72045503836044,7.72045503836044,7.72045503836044,7.72045503836044,7.72045503836044,7.72045503836044,7.72045503836044,7.72045503836044,7.72045503836044,7.72045503836044,7.72045503836044,7.72045503836044,7.72045503836044,7.72045503836044,7.72045503836044,7.72045503836044,7.72045503836044,7.72045503836044,7.72045503836044
"t3",4.64880646870678,1.20478045524178,0,6.11066358522212,5.97695449070963,5.95209532142522,6.54341558974889,7.26022664528983,7.71950493909545,7.71950493909545,6.81463723323483,6.11066358522212,4.65159917227069,6.89719987943836,7.71950493909545,7.71950493909545,7.23014342803185,7.71950493909545,6.78021708492319,6.88811577693445,7.71950493909545,7.71950493909545,7.16018746461757,7.71950493909545,7.71950493909545,7.71950493909545,7.41570654614889,7.71950493909545,7.71950493909545,7.71950493909545,7.71950493909545,7.71950493909545,7.71950493909545,7.71950493909545,7.14024284702856,7.71950493909545,7.71950493909545,7.63014005441045,7.71950493909545,7.30947646974108,7.71950493909545,7.71950493909545,7.71950493909545,7.71950493909544,7.71950493909545,7.21704738609871,7.71950493909545,7.71950493909545,6.11066358522212,7.71950493909545,7.71950493909544,7.71950493909544,7.71950493909545,7.71950493909545,7.71950493909545,7.25164119799694,7.37463596610928,7.28554420079507,6.11066358522212,6.11066358522212,7.71950493909545,7.71950493909545,7.71950493909545,7.71950493909545,7.71950493909545,7.71950493909544,7.71950493909545,7.71950493909545,7.71950493909545,7.71950493909545,7.71950493909545,7.71950493909545,7.71950493909545,7.71950493909545,7.71950493909545,7.71950493909545,7.71950493909545,7.71950493909545,7.71950493909545,7.68998363201424,7.71950493909545,7.71950493909545,7.71950493909545,7.71950493909545,7.71950493909545,7.71950493909545,7.71950493909545,7.71950493909545,7.71950493909545,7.71950493909545,7.71950493909544,7.71950493909544,7.71950493909545,7.71950493909545,7.71950493909545,7.71950493909544,7.71950493909544,6.11066358522212,6.11066358522212,7.71950493909545,7.71950493909545,7.71950493909545,7.71950493909545,7.71950493909545,7.71950493909545,7.71950493909545,7.71950493909545,7.71950493909545,7.71950493909545,7.71950493909545,7.71950493909545,7.71950493909544,7.71950493909544,7.71950493909545,7.71950493909545,7.71950493909545,7.71950493909545,7.71950493909544,7.71950493909544,7.71950493909545,7.71950493909545,7.71950493909544,7.71950493909544
"t4",10.0013299751278,6.55730396166283,6.11066358522212,0,11.3294779971307,11.3046188278463,11.8959390961699,12.6127501517109,13.0720284455165,13.0720284455165,12.1671607396559,6.04552094712496,4.58645653417353,12.2497233858594,13.0720284455165,13.0720284455165,12.5826669344529,13.0720284455165,12.1327405913442,12.2406392833555,13.0720284455165,13.0720284455165,12.5127109710386,13.0720284455165,13.0720284455165,13.0720284455165,12.7682300525699,13.0720284455165,13.0720284455165,13.0720284455165,13.0720284455165,13.0720284455165,13.0720284455165,13.0720284455165,12.4927663534496,13.0720284455165,13.0720284455165,12.9826635608315,13.0720284455165,12.6619999761621,13.0720284455165,13.0720284455165,13.0720284455165,13.0720284455165,13.0720284455165,12.5695708925198,13.0720284455165,13.0720284455165,6.88966374645049,13.0720284455165,13.0720284455165,13.0720284455165,13.0720284455165,13.0720284455165,13.0720284455165,12.604164704418,12.7271594725303,12.6380677072161,6.88966374645049,6.88966374645049,13.0720284455165,13.0720284455165,13.0720284455165,13.0720284455165,13.0720284455165,13.0720284455165,13.0720284455165,13.0720284455165,13.0720284455165,13.0720284455165,13.0720284455165,13.0720284455165,13.0720284455165,13.0720284455165,13.0720284455165,13.0720284455165,13.0720284455165,13.0720284455165,13.0720284455165,13.0425071384353,13.0720284455165,13.0720284455165,13.0720284455165,13.0720284455165,13.0720284455165,13.0720284455165,13.0720284455165,13.0720284455165,13.0720284455165,13.0720284455165,13.0720284455165,13.0720284455165,13.0720284455165,13.0720284455165,13.0720284455165,13.0720284455165,13.0720284455165,6.88966374645049,6.88966374645049,13.0720284455165,13.0720284455165,13.0720284455165,13.0720284455165,13.0720284455165,13.0720284455165,13.0720284455165,13.0720284455165,13.0720284455165,13.0720284455165,13.0720284455165,13.0720284455165,13.0720284455165,13.0720284455165,13.0720284455165,13.0720284455165,13.0720284455165,13.0720284455165,13.0720284455165,13.0720284455165,13.0720284455165,13.0720284455165,13.0720284455165,13.0720284455165
"t5",8.25877952674202,5.97790458997463,5.97695449070963,11.3294779971307,0,4.27125275835356,4.86257302667723,5.57938408221817,6.03866237602379,6.03866237602379,5.13379467016317,11.3294779971307,9.87041358417925,5.2163573163667,6.03866237602379,6.03866237602379,5.54930086496019,6.03866237602379,5.09937452185154,4.07680681348195,4.90819597564294,6.03866237602379,3.21055853884038,6.03866237602379,6.03866237602379,6.03866237602379,5.73486398307723,6.03866237602379,6.03866237602379,6.03866237602379,6.03866237602379,4.90819597564294,4.90819597564294,6.03866237602379,5.4594002839569,6.03866237602379,6.03866237602379,5.9492974913388,6.03866237602379,5.62863390666942,6.03866237602379,6.03866237602379,6.03866237602379,6.03866237602379,6.03866237602379,5.53620482302706,6.03866237602379,6.03866237602379,11.3294779971307,4.90819597564294,3.76987601331826,3.76987601331826,6.03866237602379,6.03866237602379,6.03866237602379,5.57079863492528,5.69379340303762,5.60470163772341,11.3294779971307,11.3294779971307,6.03866237602379,6.03866237602379,6.03866237602379,6.03866237602379,6.03866237602379,6.03866237602379,4.90819597564294,6.03866237602379,6.03866237602379,6.03866237602379,6.03866237602379,6.03866237602379,6.03866237602379,6.03866237602379,6.03866237602379,6.03866237602379,6.03866237602379,6.03866237602379,6.03866237602379,6.00914106894258,6.03866237602379,6.03866237602379,6.03866237602379,6.03866237602379,6.03866237602379,6.03866237602379,6.03866237602379,6.03866237602379,4.90819597564294,4.90819597564294,6.03866237602379,6.03866237602379,6.03866237602379,6.03866237602379,6.03866237602379,4.90819597564294,4.90819597564294,11.3294779971307,11.3294779971307,6.03866237602379,6.03866237602379,6.03866237602379,6.03866237602379,6.03866237602379,6.03866237602379,6.03866237602379,6.03866237602379,6.03866237602379,6.03866237602379,6.03866237602379,6.03866237602379,6.03866237602379,6.03866237602379,6.03866237602379,6.03866237602379,6.03866237602379,6.03866237602379,6.03866237602379,6.03866237602379,6.03866237602379,6.03866237602379,6.03866237602379,6.03866237602379
"t6",8.23392035745761,5.95304542069022,5.95209532142522,11.3046188278463,4.27125275835356,0,1.58727009891345,3.25203631788471,3.11627544613503,3.60663079932527,3.33091944487122,11.3046188278463,9.84555441489483,3.41348209107475,3.59091179165181,3.59091179165181,3.22195310062673,4.23578715073184,3.29649929655959,5.18241404457838,6.01380320673937,2.76335944826001,5.45448573226149,2.53677757801503,2.53677757801503,2.76335944826001,3.30283240637871,2.76335944826001,3.71131461169032,3.60663079932527,3.60663079932527,6.01380320673937,6.01380320673937,3.60663079932527,3.02736870725838,2.53677757801503,3.60663079932527,2.67399456357502,2.76335944826001,3.82575868137747,4.23578715073184,4.23578715073184,4.23578715073184,3.01329496410085,4.23578715073184,3.10417324632854,3.60663079932527,4.23578715073184,11.3046188278463,6.01380320673937,6.01380320673937,6.01380320673937,4.23578715073184,4.23578715073184,4.23578715073184,3.76792340963333,3.89091817774567,3.80182641243147,11.3046188278463,11.3046188278463,4.23578715073184,4.23578715073184,2.76335944826001,4.23578715073184,4.23578715073184,3.11627544613503,6.01380320673937,3.11627544613503,2.76335944826001,2.76335944826001,2.76335944826001,2.76335944826001,2.53677757801503,2.53677757801503,2.76335944826001,2.76335944826001,2.76335944826001,4.23578715073184,4.23578715073184,2.7338381411788,2.76335944826001,3.71131461169032,2.76335944826001,2.76335944826001,3.71131461169032,3.71131461169032,2.53677757801503,2.53677757801503,6.01380320673937,6.01380320673937,3.01329496410085,3.01329496410085,2.76335944826001,2.76335944826001,4.23578715073184,6.01380320673937,6.01380320673937,11.3046188278463,11.3046188278463,2.53677757801503,2.53677757801503,4.23578715073184,4.23578715073184,2.53677757801503,2.53677757801503,3.71131461169032,3.71131461169032,3.71131461169032,3.71131461169032,2.53677757801503,2.53677757801503,3.11627544613503,3.11627544613503,2.76335944826001,2.76335944826001,3.60663079932527,3.60663079932527,3.59091179165181,3.59091179165181,4.23578715073184,4.23578715073184,3.11627544613503,3.11627544613503
"t7",8.82524062578127,6.54436568901389,6.54341558974889,11.8959390961699,4.86257302667723,1.58727009891345,0,3.84335658620838,3.7075957144587,4.19795106764894,3.92223971319489,11.8959390961699,10.4368746832185,4.00480235939842,4.18223205997548,4.18223205997548,3.81327336895039,4.82710741905551,3.88781956488325,5.77373431290204,6.60512347506304,2.86237366493422,6.04580600058516,3.35467971658368,3.35467971658368,2.86237366493422,3.89415267470238,2.86237366493422,4.30263488001399,4.19795106764894,4.19795106764894,6.60512347506304,6.60512347506304,4.19795106764894,3.61868897558205,3.35467971658368,4.19795106764894,2.77300878024923,2.86237366493422,4.41707894970114,4.82710741905551,4.82710741905551,4.82710741905551,3.60461523242452,4.82710741905551,3.69549351465221,4.19795106764894,4.82710741905551,11.8959390961699,6.60512347506304,6.60512347506304,6.60512347506304,4.82710741905551,4.82710741905551,4.82710741905551,4.359243677957,4.48223844606934,4.39314668075513,11.8959390961699,11.8959390961699,4.82710741905551,4.82710741905551,2.86237366493422,4.82710741905551,4.82710741905551,3.7075957144587,6.60512347506304,3.7075957144587,2.86237366493422,2.86237366493422,2.86237366493422,2.86237366493422,3.35467971658368,3.35467971658368,2.86237366493422,2.86237366493422,2.86237366493422,4.82710741905551,4.82710741905551,2.83285235785301,2.86237366493422,4.30263488001399,2.86237366493422,2.86237366493422,4.30263488001399,4.30263488001399,3.35467971658368,3.35467971658368,6.60512347506304,6.60512347506304,3.60461523242452,3.60461523242452,2.86237366493422,2.86237366493422,4.82710741905551,6.60512347506304,6.60512347506304,11.8959390961699,11.8959390961699,3.35467971658368,3.35467971658368,4.82710741905551,4.82710741905551,3.35467971658368,3.35467971658368,4.30263488001399,4.30263488001399,4.30263488001399,4.30263488001399,3.35467971658368,3.35467971658368,3.7075957144587,3.7075957144587,2.86237366493422,2.86237366493422,4.19795106764894,4.19795106764894,4.18223205997548,4.18223205997548,4.82710741905551,4.82710741905551,3.7075957144587,3.7075957144587
"t8",9.54205168132222,7.26117674455483,7.26022664528983,12.6127501517109,5.57938408221817,3.25203631788471,3.84335658620838,0,5.01944593555493,5.01944593555493,4.63905076873583,12.6127501517109,11.1536857387594,4.72161341493936,5.01944593555493,5.01944593555493,2.76157996812261,5.54391847459645,4.6046306204242,6.49054536844299,7.32193453060398,5.01944593555493,6.7626170561261,5.01944593555493,5.01944593555493,5.01944593555493,4.71564754260838,5.01944593555493,3.25094147918621,5.01944593555493,5.01944593555493,7.32193453060398,7.32193453060398,5.01944593555493,4.44018384348804,5.01944593555493,5.01944593555493,4.93008105086994,5.01944593555493,5.13389000524208,5.54391847459645,5.54391847459645,5.54391847459645,5.01944593555493,5.54391847459645,4.5169883825582,5.01944593555493,5.54391847459645,12.6127501517109,7.32193453060398,7.32193453060398,7.32193453060398,5.54391847459645,5.54391847459645,5.54391847459645,5.07605473349794,5.19904950161028,5.10995773629607,12.6127501517109,12.6127501517109,5.54391847459645,5.54391847459645,5.01944593555493,5.54391847459645,5.54391847459645,5.01944593555493,7.32193453060398,5.01944593555493,5.01944593555493,5.01944593555493,5.01944593555493,5.01944593555493,5.01944593555493,5.01944593555493,5.01944593555493,5.01944593555493,5.01944593555493,5.54391847459645,5.54391847459645,4.98992462847372,5.01944593555493,3.25094147918621,5.01944593555493,5.01944593555493,3.71642590240038,3.71642590240038,5.01944593555493,5.01944593555493,7.32193453060398,7.32193453060398,5.01944593555493,5.01944593555493,5.01944593555493,5.01944593555493,5.54391847459645,7.32193453060398,7.32193453060398,12.6127501517109,12.6127501517109,5.01944593555493,5.01944593555493,5.54391847459645,5.54391847459645,5.01944593555493,5.01944593555493,3.25094147918621,3.25094147918621,3.25094147918621,3.25094147918621,5.01944593555493,5.01944593555493,5.01944593555493,5.01944593555493,5.01944593555493,5.01944593555493,5.01944593555493,5.01944593555493,5.01944593555493,5.01944593555493,5.54391847459645,5.54391847459645,5.01944593555493,5.01944593555493
"t9",10.0013299751278,7.72045503836044,7.71950493909545,13.0720284455165,6.03866237602379,3.11627544613503,3.7075957144587,5.01944593555493,0,5.37404041699549,5.09832906254145,13.0720284455165,11.6129640325651,5.18089170874497,5.35832140932204,5.35832140932204,4.98936271829695,6.00319676840206,5.06390891422981,6.9498236622486,7.7812128244096,4.88368506380526,7.22189534993172,4.88368506380525,4.88368506380525,4.88368506380525,5.07024202404894,4.88368506380525,5.47872422936055,5.3740404169955,5.3740404169955,7.7812128244096,7.7812128244096,5.37404041699549,4.7947783249286,4.88368506380525,5.37404041699549,4.79432017912026,4.88368506380525,5.5931682990477,6.00319676840206,6.00319676840206,6.00319676840206,4.88368506380525,6.00319676840206,4.87158286399876,5.37404041699549,6.00319676840206,13.0720284455165,7.7812128244096,7.7812128244096,7.7812128244096,6.00319676840206,6.00319676840206,6.00319676840206,5.53533302730356,5.6583277954159,5.56923603010169,13.0720284455165,13.0720284455165,6.00319676840206,6.00319676840206,4.88368506380525,6.00319676840206,6.00319676840206,3.54532321027149,7.7812128244096,3.54532321027149,4.88368506380525,4.88368506380525,4.88368506380525,4.88368506380525,4.88368506380525,4.88368506380525,4.88368506380525,4.88368506380525,4.88368506380525,6.00319676840206,6.00319676840206,4.85416375672404,4.88368506380525,5.47872422936055,4.88368506380525,4.88368506380525,5.47872422936055,5.47872422936055,4.88368506380525,4.88368506380525,7.7812128244096,7.7812128244096,4.88368506380525,4.88368506380525,4.88368506380525,4.88368506380525,6.00319676840206,7.7812128244096,7.7812128244096,13.0720284455165,13.0720284455165,4.88368506380525,4.88368506380525,6.00319676840207,6.00319676840207,4.88368506380525,4.88368506380525,5.47872422936055,5.47872422936055,5.47872422936055,5.47872422936055,4.88368506380525,4.88368506380525,3.54532321027149,3.54532321027149,4.88368506380525,4.88368506380525,5.37404041699549,5.37404041699549,5.35832140932204,5.35832140932204,6.00319676840206,6.00319676840206,3.54532321027149,3.54532321027149
"t10",10.0013299751278,7.72045503836044,7.71950493909545,13.0720284455165,6.03866237602379,3.60663079932527,4.19795106764894,5.01944593555493,5.37404041699549,0,5.09832906254145,13.0720284455165,11.6129640325651,5.18089170874497,5.37404041699549,5.37404041699549,4.98936271829695,6.00319676840206,5.06390891422981,6.9498236622486,7.7812128244096,5.3740404169955,7.22189534993172,5.37404041699549,5.37404041699549,5.3740404169955,3.17513925351811,5.3740404169955,5.47872422936055,3.47893764646467,3.47893764646467,7.7812128244096,7.7812128244096,3.47893764646467,2.89967555439778,5.37404041699549,3.47893764646467,5.2846755323105,5.37404041699549,5.5931682990477,6.00319676840206,6.00319676840206,6.00319676840206,5.37404041699549,6.00319676840206,2.97648009346794,3.47893764646467,6.00319676840206,13.0720284455165,7.7812128244096,7.7812128244096,7.7812128244096,6.00319676840206,6.00319676840206,6.00319676840206,5.53533302730356,5.6583277954159,5.56923603010169,13.0720284455165,13.0720284455165,6.00319676840206,6.00319676840206,5.37404041699549,6.00319676840206,6.00319676840206,5.37404041699549,7.7812128244096,5.37404041699549,5.37404041699549,5.37404041699549,5.37404041699549,5.37404041699549,5.37404041699549,5.37404041699549,5.37404041699549,5.37404041699549,5.37404041699549,6.00319676840206,6.00319676840206,5.34451910991428,5.37404041699549,5.47872422936055,5.37404041699549,5.37404041699549,5.47872422936055,5.47872422936055,5.37404041699549,5.37404041699549,7.7812128244096,7.7812128244096,5.37404041699549,5.37404041699549,5.37404041699549,5.37404041699549,6.00319676840206,7.7812128244096,7.7812128244096,13.0720284455165,13.0720284455165,5.37404041699549,5.37404041699549,6.00319676840207,6.00319676840207,5.37404041699549,5.37404041699549,5.47872422936055,5.47872422936055,5.47872422936055,5.47872422936055,5.37404041699549,5.37404041699549,5.37404041699549,5.37404041699549,5.3740404169955,5.3740404169955,3.47893764646467,3.47893764646467,5.37404041699549,5.37404041699549,6.00319676840206,6.00319676840206,5.37404041699549,5.37404041699549
