"","V_1","V_2","V_3","V_4","V_5","V_6","V_7","V_8","V_9","V_10","V_11","V_12","V_13","V_14","V_15","V_16","V_17","V_18","V_19","V_20","V_21","V_22","V_23","V_24","V_25","V_26","V_27","V_28","V_29","V_30","V_31","V_32","V_33","V_34","V_35","V_36","V_37","V_38","V_39","V_40","V_41","V_42","V_43","V_44","V_45","V_46","V_47","V_48","V_49","V_50","V_51","V_52","V_53","V_54","V_55","V_56","V_57","V_58","V_59","V_60","V_61","V_62","V_63","V_64","V_65","V_66","V_67","V_68","V_69","V_70","V_71","V_72","V_73","V_74","V_75","V_76","V_77","V_78","V_79","V_80","V_81","V_82","V_83","V_84","V_85","V_86","V_87","V_88","V_89","V_90","V_91","V_92","V_93","V_94"
"t11",-0.0459991550825722,0.0123661301023102,-0.0412109729977092,0.000847040853730013,-0.0365669199420831,0.000715009990446429,-0.0244049520088037,0.000305571465948529,-0.0189633900192061,0.0238073311468677,-0.514518702281151,0.146562355830308,-0.770755512169593,0.0812230740073047,-0.0320301581590651,0.227075758466086,-0.137273157946306,0.0437499602504092,-0.0170469387288626,0.0722300764152662,-0.125922400890279,0.00028004897034295,-0.00379480022254919,0.00137848334398139,-0.00109161754481959,0.00104995879127669,-0.000100352409216872,-0.0271843401376614,2.42359551670976e-05,0.00147219066306687,-0.00539233290096488,-7.50485422696277e-18,0.00422637156055823,-0.000189806913053753,-0.00252294040170798,0.000793883081771045,-0.00175894786266978,0.00183579082096316,-0.000631491243481209,-0.000988807827143705,5.40709642472026e-17,1.05607032783162e-17,3.57445625876351e-17,0.000549829842321557,-1.889219508854e-17,-0.000471308039375535,-4.24281152103461e-05,-0.000690286566991856,0.00454503351808364,4.65616415455925e-17,-0.000551965808891348,-0.000278029092390843,0.0147861638261689,2.02996346388123e-17,5.35255438036145e-17,1.89771111465258e-17,3.01725326383368e-17,-0.000376982325122967,-8.20275552754689e-05,-5.29066133066009e-05,-3.69547546240577e-17,0.000838148359452947,4.25471714704078e-17,1.07669653615197e-06,5.96711801648823e-17,7.4693880462973e-18,5.39577468692984e-18,4.09959404946388e-18,3.22492765222589e-18,-5.1463949794417e-05,-0.000137986642324103,7.46017669431504e-05,-3.2688695500438e-17,3.84240373488795e-06,-0.000136341575219875,1.90948305329486e-16,2.05301026037822e-05,2.83216976454235e-17,-2.77832781527022e-17,-7.33983313325165e-18,7.46970013899054e-17,6.50114819461209e-18,1.52919966078525e-14,6.90818745430789e-17,-1.18716769269238e-05,-9.99361107331196e-17,8.98710923225365e-17,1.57699509733193e-17,-1.77791504290499e-17,-2.42220330329487e-17,3.78626920671761e-06,-3.84195351807702e-17,4.40385499488589e-17,-2.59707234350044e-16
"t3",-0.0163286582096963,0.00820408105830865,-0.0541480988484679,0.00104476936947261,-0.0208178583302081,0.000831506889150022,-0.0144220240807934,0.000330141810731588,-0.0110010074152796,0.016684590361629,-0.236043767361861,-0.0234686093544169,-0.04269359898486,-0.00123553241645167,0.0201814375577596,-0.073372058942771,0.0874061048902646,-0.00684380923931582,0.0550969988141146,-0.381460878924235,0.871477756934395,-0.0391411426277283,-0.0378370062406441,0.0115271661266265,-0.00220190632804875,0.00544332901316788,-0.000500159474680483,-0.041371802451205,0.000118491914126518,0.00711015293347977,-0.00763595169215496,3.65503776949346e-17,0.0164669173420086,-0.000250207604552017,-0.00795053217941871,0.000946413661007383,-0.00206364859377257,0.00212299457605178,-0.00154115339243184,-0.00103715269984235,-2.21049275956617e-17,-6.45098310379965e-17,-7.52900887196812e-17,0.000602342321692215,2.51120828039189e-18,-0.00116705925262854,-0.000104310807138139,-0.00169301207880862,0.00485276143391975,2.25880425620335e-16,-0.00125960252126447,-0.000609609915754405,0.015617410365597,8.23267814409195e-17,1.97579634267584e-17,-1.99386978083263e-16,2.00966375920581e-17,-0.000393815668956778,-0.000198684908118873,-0.000127598286772602,-1.21600168538712e-17,0.00087134659404444,2.2363516732123e-17,2.52765606328551e-06,-1.24844595857855e-16,1.44167308174801e-17,2.71356317608475e-17,-5.83808369505464e-17,-2.87574511210306e-18,-0.000117002920066851,-0.000140772045598264,0.000168018092756382,2.16856966504646e-18,8.6350160954225e-06,-0.000138181012565053,1.27317237807612e-16,4.55029146893139e-05,-7.01812562275124e-17,-1.83416448478556e-17,2.45409776005207e-17,2.3518245376965e-17,-8.4050006721968e-17,1.57073571800752e-14,2.13893691834075e-17,-1.19519060497566e-05,1.87827477055149e-16,2.15732889339216e-16,9.85461598963424e-18,-1.78428648456694e-17,-1.24674203500569e-16,3.79677635582682e-06,-6.65820851577135e-17,-5.63056127312569e-17,-1.1793341057856e-16
"t22",0.0949294713557534,-0.00713367251044794,0.0424329334609657,0.181777856574093,-0.000281795293516851,-0.00574951775230403,0.000329512253838926,-0.000599584451194565,0.000196030087064258,0.000853048780234691,-0.00459725765597618,-0.0149884912911685,-0.000583980861061595,-3.59547769417171e-05,0.0524872316538321,-0.00195537951515781,0.043628111268035,0.0922770560711546,0.34417256453098,0.0412935386271576,-0.0180655774465761,0.00060396697565954,-0.0368208203953146,0.0111281555308722,6.4164701614796e-06,0.000578961210134206,-0.000435755426343086,-0.000685658649496382,3.03591322738206e-05,0.00553812539213881,-0.000134731434087263,9.86130186449545e-16,0.00825929423472343,-4.03349322228806e-07,0.0746442779188915,3.86022859241848e-05,-3.25273357270996e-05,-2.73537442975484e-05,0.893063770097788,-0.0820814356599749,-1.27484460976608e-14,-2.06643625067988e-15,-2.82126457410686e-15,7.7771702213477e-05,-1.6095526977642e-15,-0.00422346673885006,-0.000361213892096261,-0.00578455127425566,0.000469503954500539,3.93359401485068e-16,-0.00339369549846826,-0.00156328771540075,0.00140391489469375,-7.5141094053247e-17,2.41780012867771e-16,-5.86764244753358e-16,-4.94444378147235e-16,-3.55083788602741e-05,-0.00928386298060126,-0.000310780343016011,1.46270829564147e-16,7.53055024654243e-05,5.03704997508438e-16,6.10721678613304e-06,8.40229721464401e-17,-2.90872980141486e-17,-2.28219610023322e-17,7.47709872078606e-17,-7.30218077635374e-17,-0.00417656964106656,-1.21324719870671e-05,0.000377956277432881,-1.11644346383075e-16,0.000292066339354285,-1.19328386217401e-05,-1.99887105642005e-16,9.99718613390488e-05,-1.52652557812898e-16,-1.07355072989969e-16,6.03931014030254e-16,6.73655967974239e-17,2.0361402630254e-17,1.11408578277805e-15,-5.3164534042308e-17,-1.0377053105706e-06,3.51857899239433e-16,-1.52205175205172e-16,-1.55519958420853e-16,-1.18183428837147e-17,9.94213838126532e-17,3.31049986517933e-07,4.03824824854962e-17,-9.81003274611411e-17,-1.91758654387356e-16
"t75",0.0966424231412464,-0.00736810780748609,0.045571950609923,0.196557652936876,-0.000308777650606051,-0.00639957961546544,0.000371953105125888,-0.000679399457918019,0.00022430049929157,0.00101747083238654,-0.00566174733601982,-0.0195187509902517,-0.000789151322901138,-4.91684414367227e-05,0.0738562811790234,-0.002772578868076,0.0630787157864718,0.133622065826966,0.514946461972064,0.0643109549911573,-0.0286524594656851,0.000979144146924772,-0.0721527493776105,0.0226010842555223,1.31849429988588e-05,0.00143945101429439,-0.00111266303120158,-0.00208596405248081,0.000104394794607617,0.0192089097863289,-0.000591537013773701,-3.5936646816975e-16,0.0512173651755666,-3.87517521760342e-06,-0.244347784199795,-6.57335939605074e-05,3.62911545591397e-05,2.06411998271952e-05,-0.26914409997978,0.0247066465215055,3.68688711250009e-15,4.74346196282901e-16,1.3075235004223e-15,7.0575671821645e-07,8.83982660967946e-16,-0.000292224072577025,-3.30711400422816e-05,-0.000570497980210696,9.98275660145428e-05,2.44632359584819e-16,-0.000809105151043336,-0.000396019062530364,0.000393268182709471,1.00932972821588e-16,-3.74175504731896e-16,4.21129471937033e-16,1.36243454825082e-16,-1.23001076203044e-05,-0.00328200808783966,-0.000111210789701939,6.575796615537e-17,2.80654606390071e-05,4.16430291464195e-17,2.41387017961335e-06,1.90447050178494e-16,3.40428713822642e-17,2.48487514424047e-16,3.67480258381695e-16,-9.04368726403713e-17,-0.00188154265628872,-5.65069804066972e-06,0.000176874111442538,4.62626609836019e-16,0.000137828871722952,-5.90089614866899e-06,-2.74030769289708e-15,4.97304537056739e-05,7.91362894628339e-14,-1.94186810472203e-14,0.707106781186548,-2.2366162875959e-15,-6.34334434107729e-15,4.27891693004682e-16,-5.88561194396997e-16,-5.41989158502732e-07,9.75704605103699e-16,-9.98674627271812e-17,-1.14962507931548e-16,3.77729682594692e-16,-2.54653049774598e-16,1.7815091263713e-07,-1.65001231701263e-16,3.22936984905831e-17,-2.95956310245728e-16
"t76",0.0966424231412464,-0.00736810780748592,0.0455719506099233,0.196557652936876,-0.000308777650605885,-0.0063995796154656,0.000371953105125751,-0.000679399457917892,0.000224300499291577,0.00101747083238667,-0.00566174733601976,-0.0195187509902517,-0.000789151322901249,-4.91684414366464e-05,0.0738562811790231,-0.00277257886807589,0.0630787157864717,0.133622065826966,0.514946461972064,0.0643109549911573,-0.0286524594656853,0.000979144146924857,-0.0721527493776104,0.0226010842555224,1.31849429987892e-05,0.00143945101429466,-0.00111266303120168,-0.00208596405248083,0.000104394794608102,0.0192089097863286,-0.000591537013774254,-2.14905289619729e-16,0.0512173651755669,-3.87517521740978e-06,-0.244347784199795,-6.57335939604994e-05,3.62911545597807e-05,2.06411998275174e-05,-0.26914409997978,0.0247066465215053,3.85357495649787e-15,6.32926117334523e-16,8.58490091387368e-16,7.05756717442546e-07,1.34296046353444e-16,-0.00029222407257703,-3.30711400424119e-05,-0.000570497980210605,9.98275660147631e-05,1.74764327868612e-17,-0.000809105151042851,-0.000396019062530182,0.000393268182708999,4.50427355852505e-17,4.12405574916423e-16,-1.97847962754852e-16,2.21354818970528e-16,-1.23001076197328e-05,-0.00328200808783979,-0.000111210789701769,-2.96209540148793e-16,2.80654606390391e-05,-1.39774904849058e-18,2.41387017918022e-06,-2.41843883866122e-16,1.56863934110732e-16,-5.38994064332124e-17,-1.20761116551545e-16,3.44507988886039e-16,-0.00188154265629027,-5.65069804384636e-06,0.000176874111443062,-2.3300494869664e-16,0.000137828871725628,-5.9008961445151e-06,3.46538169361256e-15,4.97304536939217e-05,-7.91187945409015e-14,1.94019516460535e-14,-0.707106781186547,2.5486197938745e-15,6.28397527960763e-15,1.03002678249021e-15,5.69698409507032e-16,-5.41989158256185e-07,-9.06147538954991e-16,-2.01705239298917e-16,1.97892506614469e-17,-3.9818733791277e-16,2.13370513855065e-16,1.78150911078569e-07,1.04678685322968e-16,-2.4747220910993e-17,-2.69703025069011e-16
"t69",0.104848193374422,-0.00862133711661277,0.069621729302914,0.318746030699735,-0.000571901043817435,-0.0144054965063953,0.00105165940873603,-0.00207000480363493,0.000857727570952455,-0.0194048384754663,0.0170694747796435,0.0213313447400361,0.000569269417475537,3.16136426786553e-05,-0.036897088545101,0.00130049701095034,-0.0253584505424012,-0.0530862371834805,-0.160592165716484,-0.015154360415109,0.00596449644691355,-0.00017572276749313,0.00284991316692261,-0.000559454575906806,-2.68868873143022e-07,4.25763529143582e-05,-3.82344542548662e-05,-0.000121288419001053,7.24308253200259e-06,0.00134572008504641,-4.98833028352019e-05,-9.64044746846403e-18,0.0049314455093411,-4.03956079518888e-07,-0.0313441106440378,-8.50461610598773e-06,4.53211661754181e-06,2.34916223498804e-06,-0.0111860836306997,0.00102292820378051,-2.76549311676334e-16,6.54191315902259e-19,-8.23340953288632e-16,3.1273377343469e-06,1.64659989705548e-16,-0.000206049348920052,-1.85810849754775e-05,-0.000301898392655213,2.3768235179307e-05,7.77384078348096e-18,-0.00014067045926313,-5.0327783995394e-05,1.85955343892652e-06,7.92311169825961e-16,-2.1994906045759e-16,3.39782800445989e-16,-1.72792035783742e-16,4.79740533814534e-05,0.565797332209346,-0.000897225029829376,3.94310752738975e-15,5.90764539037305e-05,-1.62449903030016e-15,2.93306320778345e-06,-6.49974528966024e-16,-4.3468910343753e-16,3.14044996111678e-17,2.3168503586357e-16,-3.57984418043991e-17,-0.135729395228134,-2.80699218284885e-06,9.14295540291951e-05,3.08481210121636e-16,0.00707719975918226,-3.34080667508302e-06,-0.707106781186548,2.81586113321881e-05,-1.11817134145126e-13,-1.32348337550613e-15,-3.04305627396072e-15,7.4411387421542e-15,-1.97111901902954e-16,4.81293149782559e-16,-6.80791037391643e-16,-3.03468999321333e-07,-4.31177016693043e-16,-1.71424719897384e-16,-3.36990934905166e-18,-5.04729590668779e-16,5.51174331069472e-17,9.87857235201996e-08,7.02833449017896e-17,-2.43520246617295e-16,-3.75969253328145e-16
"t70",0.104848193374422,-0.00862133711661276,0.0696217293029142,0.318746030699735,-0.000571901043818102,-0.0144054965063954,0.00105165940873574,-0.00207000480363496,0.000857727570952566,-0.0194048384754662,0.0170694747796436,0.0213313447400361,0.000569269417475649,3.16136426787329e-05,-0.0368970885451012,0.0013004970109505,-0.0253584505424013,-0.0530862371834802,-0.160592165716484,-0.0151543604151088,0.0059644964469131,-0.000175722767493075,0.00284991316692284,-0.000559454575906957,-2.68868873097919e-07,4.25763529146132e-05,-3.82344542551522e-05,-0.000121288419000942,7.24308253230709e-06,0.00134572008504645,-4.98833028352158e-05,5.00027866889589e-17,0.00493144550934094,-4.03956079527562e-07,-0.0313441106440379,-8.50461610618983e-06,4.53211661761987e-06,2.34916223489784e-06,-0.0111860836306993,0.0010229282037805,1.13861442354998e-16,4.2132905846357e-17,-4.01331629722045e-16,3.12733773442583e-06,-2.36015296220556e-16,-0.00020604934892011,-1.85810849754392e-05,-0.000301898392654869,2.37682351791058e-05,-4.9936353270108e-17,-0.000140670459263166,-5.03277839960575e-05,1.85955343862121e-06,1.3681483843047e-15,8.11996842753399e-17,-5.46998253004888e-16,1.81897533054308e-16,4.79740533811807e-05,0.565797332209346,-0.000897225029829587,3.44756995659517e-15,5.90764539035969e-05,-7.1597486377875e-16,2.93306320697906e-06,2.15540942476433e-16,-6.16662757668268e-16,8.29385298469383e-17,-3.41085576240679e-16,1.18307300279828e-16,-0.135729395228135,-2.80699218265824e-06,9.14295540280445e-05,-6.03150063875213e-16,0.00707719975917916,-3.3408066323358e-06,0.707106781186548,2.81586113470909e-05,1.12083781081299e-13,7.98167488369135e-16,2.93189950111267e-15,-6.74199686629527e-15,9.39365276641497e-17,6.53756897583212e-16,8.01844066663044e-16,-3.03468997639309e-07,4.58632379916788e-16,7.37097057473915e-16,-1.16864734683878e-17,2.21437469399774e-16,3.61746596560469e-17,9.87857225063752e-08,-6.2103869243835e-17,3.62162966503384e-17,-2.62590662213988e-16
"t64",0.10509157456824,-0.00865715073859077,0.0702426811076139,0.321845026613804,-0.00057834497217607,-0.0145935660416613,0.00106703766594218,-0.00210114550754594,0.000871543778608708,-0.0198022871968103,0.0174737133613229,0.0219484432038094,0.000587593724594909,3.26633058130577e-05,-0.0382094914734459,0.001347558071843,-0.0263153090139761,-0.0550957441731926,-0.16707255270556,-0.0158101212652877,0.00623019427863711,-0.000183813254820704,0.00301328340079522,-0.000592554473205757,-2.84933139177608e-07,4.54780483106609e-05,-4.08795028441609e-05,-0.000130406253226467,7.81304984288748e-06,0.0014519255500482,-5.40930708603504e-05,1.42899496846472e-17,0.00537631219832087,-4.42355007693618e-07,-0.0352950245633474,-9.73045852254578e-06,5.2642200877584e-06,2.7772945185231e-06,-0.0139351919257265,0.00127442004173165,3.26092862263219e-16,1.7196936020199e-16,5.10921912579152e-16,4.431714086435e-06,-1.5527135437271e-16,-0.000311226343142771,-2.89997378267648e-05,-0.000476765690941433,5.76117436518475e-05,1.88910143715581e-16,-0.000457955385031072,-0.000224028333061971,0.000228735130410884,-8.31114747728521e-16,1.74825095838082e-16,2.48508988286658e-16,1.06551924263591e-16,-2.26644325313774e-05,-0.192746751143296,0.000245832504513829,-1.48041023266551e-15,-6.05924338765648e-06,4.27300605346617e-16,1.00748209031518e-07,5.01283563063696e-17,1.03638178317543e-15,4.31469326292293e-16,1.03805340968456e-16,-4.3107843057587e-16,0.361352665076492,-3.84629675139825e-06,8.95825666808521e-05,1.10462063260892e-14,-0.815987394683052,-3.61323563645606e-06,-1.46804145763058e-15,2.96823430879193e-05,7.39939969950005e-16,1.13708677932262e-15,-1.71334484482845e-15,-3.20803423308452e-16,-9.76190078831525e-19,2.79683051138192e-16,2.50666080903706e-16,-2.87070433091724e-07,5.23723646136677e-16,-1.28244125069199e-16,-3.03143987266857e-16,-2.47545568287818e-16,-2.71094209206284e-16,9.12352782315656e-08,-1.22815247602022e-16,1.81881516931328e-16,-2.61002547406735e-16
"t90",0.105439359777569,-0.00870806287450618,0.071113940303288,0.326183880382892,-0.000587330090353499,-0.0148545774860725,0.00108829414839318,-0.00214414316168702,0.0008905689843757,-0.0203436555204357,0.0180200893702121,0.022772347240394,0.000611878850440645,3.40512761336791e-05,-0.0399358508970695,0.00140937970004365,-0.0275680817324323,-0.0577260219581006,-0.175509733826928,-0.0166586904271299,0.00657310971507508,-0.000194223139241071,0.00321888476021788,-0.000634066636344868,-3.05058167410156e-07,4.90580959480859e-05,-4.4136984820929e-05,-0.000141519189641767,8.50362632396969e-06,0.00158055554992337,-5.91460821446829e-05,-1.19948755760162e-16,0.00590536227049474,-4.87678775728737e-07,-0.0397580548462862,-1.10839211023422e-05,6.05625857261899e-06,3.23020751607367e-06,-0.0166769659510879,0.00152522149385882,6.91314203204169e-16,7.55912747931899e-17,4.68719223971606e-16,5.59500496472368e-06,-2.50491761597967e-17,-0.000401045962993344,-3.77210307960854e-05,-0.000622142384735538,8.13182428102965e-05,-5.51289323358905e-17,-0.000665852724944436,-0.000332561011134675,0.000355771871045629,-7.79061342467032e-16,1.40775011451962e-16,3.96098239272908e-16,5.81704288487096e-17,-4.41325413184819e-05,-0.392141046307311,0.00051551582256126,-2.60744428453975e-15,-1.45134367613778e-05,6.78179095848413e-16,3.51198759442733e-07,3.67014648230208e-16,-1.69841863909927e-16,-7.03993386640766e-16,-2.33818203937909e-16,4.59337084956399e-16,-0.396440009240868,1.27168588139395e-06,-2.3395589069533e-05,-1.25444166223828e-15,0.125213755398398,-8.64704850809823e-07,-5.62067783799565e-16,8.10626151631709e-06,-3.16092381605052e-16,-8.00285743210873e-16,5.93072255114304e-16,1.69483949143488e-15,9.81823124342677e-18,-5.64703062859307e-17,-1.62773585205264e-15,-1.37791662888363e-07,-1.29900072454175e-14,0.707106781186549,-2.25810365636023e-15,-8.05090896319727e-16,-1.75778165786621e-15,5.16149008737559e-08,-2.7080661236447e-16,-4.91688583189522e-16,-4.53785791013523e-16
"t91",0.105439359777569,-0.00870806287450617,0.071113940303288,0.326183880382892,-0.000587330090353364,-0.0148545774860723,0.00108829414839334,-0.00214414316168701,0.000890568984376006,-0.0203436555204356,0.0180200893702122,0.0227723472403938,0.000611878850440672,3.40512761335954e-05,-0.0399358508970694,0.00140937970004357,-0.0275680817324324,-0.0577260219581006,-0.175509733826928,-0.0166586904271296,0.00657310971507505,-0.000194223139241115,0.00321888476021801,-0.000634066636344709,-3.05058167324179e-07,4.90580959481846e-05,-4.41369848209164e-05,-0.000141519189641504,8.50362632409695e-06,0.00158055554992351,-5.91460821446621e-05,-2.66912313193151e-17,0.00590536227049449,-4.87678775692307e-07,-0.0397580548462855,-1.10839211025365e-05,6.05625857274042e-06,3.2302075160251e-06,-0.016676965951088,0.00152522149385912,-9.92011366939434e-19,-8.84218935417824e-17,3.42512823871306e-16,5.5950049649171e-06,2.45728518934823e-16,-0.000401045962993433,-3.77210307961024e-05,-0.000622142384735496,8.13182428103243e-05,2.50783921974788e-16,-0.000665852724944417,-0.000332561011134938,0.000355771871045574,-7.78991147407643e-16,-7.75546360184287e-17,7.75212084703047e-17,-1.35837122243722e-16,-4.41325413186311e-05,-0.392141046307311,0.00051551582256146,-2.61464999920703e-15,-1.45134367614229e-05,5.4352302121969e-16,3.5119875944383e-07,8.25308844690952e-16,-5.12403625701661e-16,-5.48505028671047e-16,9.61176102305001e-17,4.49652592016554e-16,-0.396440009240869,1.2716858810817e-06,-2.33955890693925e-05,-1.74125819850383e-15,0.125213755398397,-8.64704850534435e-07,5.24250553687214e-16,8.10626151541416e-06,-4.41125749289208e-16,-1.65214595574797e-16,1.13607124027322e-15,-1.12443854527597e-15,9.31869394697346e-17,-6.22050984878601e-17,2.45225545138363e-15,-1.37791671910579e-07,1.23613567215019e-14,-0.707106781186548,1.78591055318088e-15,5.60718433980619e-16,1.83849245030008e-15,5.16148991016512e-08,1.197067800146e-16,7.04271207228167e-16,9.15885090717033e-17
