"accepted_species","trait_ARD"
"t1","0"
"t3","0"
"t4","0"
"t10","0"
"t19","1"
"t55","1"
"t57","1"
"t114","1"
"t121","1"
"t122","1"
"t123","1"
"t120","1"
"t56","1"
"t12","0"
"t13","0"
"t9","1"
"t15","0"
"t23","0"
"t33","0"
"t34","0"
"t26","0"
"t30","0"
"t31","0"
"t14","0"
"t164","1"
"t165","1"
"t85","1"
"t86","1"
"t160","1"
"t161","1"
"t100","1"
"t152","1"
"t153","1"
"t95","1"
"t48","0"
"t49","0"
"t167","0"
"t168","0"
"t140","0"
"t141","0"
"t118","0"
"t119","0"
"t76","0"
"t111","0"
"t112","0"
"t69","0"
"t116","0"
"t117","0"
"t107","0"
"t108","0"
"t80","0"
"t25","0"
"t20","0"
"t46","0"
"t154","0"
"t155","0"
"t72","0"
"t146","0"
"t147","0"
"t83","0"
"t50","0"
"t73","0"
"t131","0"
"t132","0"
"t88","0"
"t89","0"
"t51","0"
"t62","0"
"t70","0"
"t71","0"
"t11","0"
"t17","0"
"t77","1"
"t78","0"
"t148","0"
"t149","0"
"t92","0"
"t44","0"
"t144","0"
"t145","0"
"t93","0"
"t94","1"
"t171","1"
"t172","1"
"t128","0"
"t169","0"
"t170","0"
"t90","1"
"t91","1"
"t113","1"
"t126","1"
"t166","1"
"t173","1"
"t174","1"
"t96","1"
"t16","0"
"t53","1"
"t54","0"
"t52","0"
"t58","0"
"t59","1"
"t40","0"
"t41","0"
"t84","0"
"t129","0"
"t130","0"
"t38","0"
"t65","1"
"t66","1"
"t45","0"
"t5","0"
"t7","0"
"t8","0"
"t2","0"
"t6","0"
"t67","1"
"t101","1"
"t102","1"
"t75","1"
"t105","1"
"t106","1"
"t60","1"
"t61","1"
"t32","1"
"t18","1"
"t24","1"
"t115","1"
"t124","1"
"t125","1"
"t135","0"
"t136","0"
"t150","0"
"t151","0"
"t162","0"
"t163","0"
"t156","0"
"t157","0"
"t81","0"
"t82","0"
"t74","0"
"t103","1"
"t104","1"
"t97","0"
"t98","0"
"t99","0"
"t68","0"
"t47","1"
"t133","0"
"t134","0"
"t138","0"
"t139","0"
"t79","0"
"t127","1"
"t175","1"
"t176","1"
"t87","1"
"t137","1"
"t158","1"
"t159","1"
"t142","0"
"t143","0"
"t109","0"
"t110","0"
"t42","0"
"t43","0"
"t39","0"
"t63","0"
"t64","0"
"t29","0"
"t36","0"
"t37","0"
"t35","0"
"t21","0"
"t22","0"
"t27","0"
"t28","0"
