accepted_species,estimate
t947,0.020363586
t414,1.008665
t92,-0.5202774
t230,-0.79184437
t432,-0.15504566
t468,-0.17196566
t794,-0.97774386
t402,-0.8676705
t970,-0.5938348
t234,-0.99817723
t598,-1.7010585
t194,-1.2976689
t662,0.44983688
t779,0.5939322
t443,0.38245586
t893,0.18243691
t721,0.4271163
t544,0.39906353
t183,0.76900744
t357,0.6228527
t412,1.1503006
t843,-0.52788126
t923,-0.91858244
t124,-0.66417146
t852,-0.9032734
t275,0.15376541
t552,-1.1522743
t187,-0.7758422
t406,-1.1903838
t595,-0.44802722
t892,-1.0542699
t503,0.72883713
t229,-0.91926414
t915,-0.38162893
t57,-0.54222727
t137,-0.55780756
t590,0.19542666
t273,0.03404806
t332,-0.16470186
t226,0.4005505
t389,-0.2909758
t567,1.2252601
t568,1.1844918
t610,-0.70844144
t864,-0.60684663
t784,-0.5562266
t385,0.06036158
t546,-0.32891548
t169,-0.5943176
t440,-0.82004756
t957,-0.2549811
t455,-1.0445409
t242,-0.6319644
t785,-0.5561557
t572,-0.9350085
t829,-0.875659
t309,-0.7640481
t510,-0.9794153
t888,-0.63667506
t940,-1.2042389
t787,-1.0160395
t927,-1.0571611
t842,-0.300991
t997,-0.4137614
t762,-0.781982
t394,-0.64055157
t702,-0.67468053
t457,-0.7908093
t878,-0.04702087
t228,-0.30038288
t717,-0.42304996
t920,0.2997869
t260,0.68260866
t987,1.0081441
t373,1.0983168
t536,1.3633285
t130,1.1491151
t316,0.71492344
t24,2.143579
t492,1.7374114
t809,1.6833205
t862,1.5484846
t289,1.7871021
t731,1.9762003
t732,1.9470373
t82,2.223038
t359,2.5061078
t946,2.5726283
t288,2.5855591
t664,2.400219
t298,1.3658909
t790,1.7754197
t791,1.8240669
t868,1.8650594
t711,1.8178319
t174,1.8000098
t707,1.9036704
t186,-0.048465557
t33,0.27170157
t136,1.1469849
