,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
t3,-0.060151033,1.9830624,5.719231,-0.1451491,-0.32447022,-0.78105766,-0.12572354,1.6862856,-0.23049484,-0.3666544,8.029538,-0.5548457,0.16516182,0.16043021,-0.14224361,0.6517682,11.050453,-8.870561e-05
t4,-0.11612554,1.7037926,5.5452223,-0.18463089,-0.05149756,-0.7194683,-0.05936208,1.3617605,-0.18661354,-0.27776426,8.313014,-0.49614593,0.15696499,0.12549636,-0.1378155,0.0009397927,9.546821,-0.00035918836
t6,-0.13903104,1.6759673,4.9304123,-0.2048699,0.21924634,-0.71803945,-0.0836281,1.6473746,-0.19630936,-0.28720632,8.367604,-0.49539945,0.15413491,0.14376222,-0.14281368,0.0019723715,9.548075,0.015264433
t10,-0.3680014,1.7325817,3.385846,-0.39010897,8.318534,-0.59789294,1.5750955,0.73310256,-0.2714971,1.2280872,12.987332,-0.32497498,0.23563825,0.046363045,-0.23502868,0.01607427,9.666676,-0.0020586003
t125,-0.75109977,0.045483205,-0.32163456,-0.46008235,29.402273,0.6082207,13.072654,-1.8460889,-0.7457026,11.620444,20.041197,-0.32745945,0.458603,7.5172205,-0.2114074,0.0475406,-0.002003454,-0.006427038
t126,-0.7519118,0.040241264,-0.32384834,-0.45955327,29.376537,0.59896016,13.0377035,-1.8456091,-0.7473499,11.61716,20.042496,-0.32947665,0.4579748,7.486315,-0.20993188,0.047531914,-0.0011574621,-0.006423983
t51,-0.697132,0.4253957,-0.19427468,-0.47908095,25.008453,-0.09899514,10.459739,-1.474117,-0.6422965,9.94667,18.234295,-0.29773104,0.40310067,5.404197,-0.22527586,0.04176401,1.9571055,-0.005378656
t109,-0.7439613,0.042661063,-0.33692187,-0.46797365,29.355774,0.50568265,13.115208,-1.8266022,-0.7373731,11.471488,19.679691,-0.3427954,0.45432732,7.4668612,-0.2347271,0.046285737,0.06373818,-0.0061412184
t164,-0.7432292,0.050303467,-0.3359008,-0.46812066,29.38433,0.5197805,13.176849,-1.8244212,-0.73835546,11.470124,19.703274,-0.34166458,0.45416686,7.51548,-0.23634945,0.046246808,0.050454456,-0.0061200312
t165,-0.742867,0.0499629,-0.3349363,-0.4686027,29.389912,0.51917326,13.174334,-1.8237985,-0.7385669,11.473562,19.707258,-0.34186733,0.45429593,7.520244,-0.23658167,0.04625116,0.049958546,-0.0061147194
t62,-0.74622804,0.06695411,-0.3236225,-0.47630414,29.312208,0.5882408,13.078883,-1.8133839,-0.73489225,11.363744,19.687998,-0.33341324,0.45533141,7.5639997,-0.23414794,0.046632,-0.0056711882,-0.0061580813
t68,-0.7480713,0.009854446,-0.31523553,-0.45898798,28.818306,0.6723229,12.939604,-1.8044375,-0.7444388,11.334233,19.423435,-0.3319895,0.44384107,7.400728,-0.23059656,0.045927875,-0.01578865,-0.0060554165
t69,-0.69512683,0.37801275,-0.19080532,-0.47499523,24.816893,-0.08413572,10.429879,-1.4564664,-0.65027857,9.864753,17.90705,-0.31221384,0.3944238,5.41874,-0.23560715,0.041237056,1.8081707,-0.0053398786
t38,-0.6766363,0.58353573,-0.12695505,-0.48911905,22.908901,-0.15810585,9.131612,-1.2906144,-0.60890216,9.236511,17.255188,-0.29094663,0.37322247,4.3734927,-0.23170558,0.03921682,2.7618878,-0.004948807
t26,-0.6042347,1.1948858,0.55394506,-0.5035211,18.052223,-0.3684397,6.191226,-0.74786747,-0.46812618,6.8574815,15.5914345,-0.24093117,0.31934515,2.1403158,-0.22786117,0.032583855,5.960878,-0.004198795
t23,-0.5660154,1.3423407,1.0082775,-0.4902578,16.567863,-0.4134935,5.2598634,-0.5882474,-0.432128,6.0226655,15.231431,-0.25454757,0.30842084,1.6325526,-0.22667481,0.030468892,6.765751,-0.0039539663
