,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
t3,1.7204171,3.81479,8.247979,5.8714256,3.8693655,6.7871027,5.6756506,5.3500404,6.613502,2.3634987,5.445322,4.0264525,6.584588,7.077288,6.1175823,7.424624,5.1685247,5.516793
t4,1.7097731,3.7848556,8.301107,5.880228,3.8510954,6.783407,5.613842,5.3221173,6.6569614,2.393139,5.47406,4.0150332,6.5589137,7.0544786,6.098318,7.365892,5.1912193,5.501131
t6,1.7385302,3.7308755,8.315383,5.912346,3.809457,6.8195114,5.633051,5.2813396,6.6968317,2.3969195,5.51303,3.9682543,6.5197854,7.0165296,6.0656996,7.3580303,5.242529,5.467454
t10,1.8696818,3.641864,8.2640295,6.022675,3.7354448,6.985968,5.8238773,5.1564236,6.626247,2.2970002,5.603471,3.843457,6.4289412,7.061907,6.080411,7.4330754,5.384158,5.484505
t125,2.4743385,3.5667748,8.294814,6.4886456,3.5129998,7.379403,6.4870124,4.6436777,6.3649335,2.0101218,6.151243,3.5233562,5.948876,7.2186174,5.894795,7.4976964,5.5528774,5.3787084
t126,2.4640384,3.5618703,8.245987,6.544976,3.384026,7.481032,6.523435,4.528072,6.300858,2.0456932,6.146651,3.459851,5.861236,7.263113,5.885903,7.623216,5.6850705,5.4080176
t51,2.3143857,3.6078236,8.239479,6.410716,3.4328609,7.3558545,6.35168,4.631002,6.41225,2.1359873,6.010606,3.5319078,6.0131426,7.189019,5.9337153,7.5718694,5.639783,5.395443
t109,2.494632,3.5785809,8.291115,6.5347643,3.4698153,7.4430833,6.5103183,4.575285,6.3311706,1.9957057,6.1880393,3.4694386,5.88953,7.2694306,5.8613014,7.5456553,5.597712,5.357329
t164,2.5099368,3.5027711,8.226093,6.5587435,3.420206,7.45013,6.574359,4.5843916,6.3153534,2.048853,6.149955,3.4795613,5.8688917,7.214784,5.9260535,7.602922,5.6488442,5.4097953
t165,2.4638278,3.5235868,8.222947,6.5306516,3.4658673,7.3661017,6.52694,4.6238008,6.3650074,2.0916052,6.095215,3.484975,5.944835,7.173363,5.952501,7.5844545,5.608155,5.417964
t62,2.5426707,3.557038,8.2956505,6.541654,3.480888,7.4778447,6.564663,4.5875144,6.2722926,1.966317,6.2229795,3.500437,5.844688,7.2862005,5.8570967,7.5531816,5.5836053,5.4067245
t68,2.469417,3.552009,8.250221,6.548003,3.4349556,7.4254208,6.5067897,4.56835,6.369342,2.0422878,6.1464696,3.4455755,5.911191,7.2244387,5.899711,7.5656943,5.63442,5.339012
t69,2.3179724,3.6031637,8.238901,6.411806,3.4427128,7.343981,6.3509483,4.6396847,6.4122524,2.1372619,6.009593,3.5318823,6.0197277,7.180791,5.937733,7.568035,5.629704,5.398701
t38,2.2590466,3.6112318,8.232442,6.362444,3.4704506,7.283478,6.287187,4.692384,6.4414816,2.1795275,5.946873,3.5642495,6.0813026,7.1484666,5.965587,7.5590672,5.6058044,5.419814
t26,2.0650513,3.6263642,8.255381,6.197147,3.6090288,7.133403,6.069867,4.926171,6.541201,2.2420516,5.78323,3.711652,6.247693,7.104583,6.0207033,7.4851456,5.479832,5.4483943
t23,1.9519697,3.6556816,8.271496,6.0964255,3.6870277,7.04216,5.943833,5.048789,6.585373,2.2819748,5.6872897,3.7982063,6.346495,7.0885663,6.0517716,7.442514,5.403647,5.4721966
t11,1.8238907,3.665472,8.240472,5.9781613,3.7790756,6.952212,5.7859135,5.1978498,6.649034,2.298034,5.558033,3.8807235,6.474092,7.065351,6.133045,7.4303637,5.3459163,5.5385146
t9,1.8836447,3.6337388,8.252612,6.0335455,3.7293892,7.007187,5.8494687,5.1427226,6.617777,2.281561,5.610742,3.8307807,6.4213057,7.0698285,6.088712,7.4454403,5.3957396,5.494718
t15,0.06959789,4.329055,9.7538595,5.0012684,3.7914681,5.190263,3.696431,5.216515,6.9801164,3.4149852,5.312519,4.5171986,6.592917,6.7137256,4.7173047,6.067158,4.4273815,4.5893993
t16,0.06388392,4.37116,9.767282,5.0167084,3.8316584,5.1865478,3.6824605,5.259032,6.933486,3.4446218,5.309257,4.4873376,6.5501566,6.6746707,4.7431474,6.079689,4.430643,4.604386
t20,-0.034927335,4.385425,9.844549,4.946199,3.8517766,5.1083946,3.5875409,5.2542953,6.940382,3.4850378,5.2925797,4.475919,6.5388474,6.6516886,4.687695,6.009037,4.385086,4.559329
t156,-1.3104198,4.5449133,9.897344,3.9951413,4.7516065,3.7365768,2.6143892,5.5366406,5.9136066,4.6557984,4.9019623,3.2069216,5.8420043,6.421053,6.269617,5.0404983,3.5982578,4.239718
t157,-1.3162717,4.6013856,9.847446,4.0233116,4.7256584,3.7449098,2.5992546,5.5862584,5.929283,4.6230383,4.9161754,3.2127829,5.8710747,6.3655596,6.282565,5.0630307,3.6525528,4.271338
t133,-1.3867284,4.569766,9.877987,3.9293218,4.777142,3.659791,2.5937026,5.5624356,5.8747306,4.6984706,4.832732,3.1244733,5.777031,6.391125,6.3489747,4.9941874,3.639396,4.248618
t79,-1.4043319,4.5253,9.921664,3.939902,4.779871,3.653583,2.530256,5.5153537,5.889943,4.696472,4.8363442,3.1260004,5.7893944,6.42843,6.362754,4.9980245,3.5962532,4.2006445
t80,-1.3856841,4.5311947,9.921076,3.9664764,4.745596,3.6735482,2.5390308,5.5149846,5.924138,4.6609597,4.86356,3.1504862,5.818484,6.4268255,6.3419003,5.0294433,3.6065326,4.205147
t41,-0.39389426,4.4761405,10.04359,4.6876593,4.002495,4.8016624,3.239507,5.3064666,6.8513126,3.6855319,5.2371984,4.348081,6.4196234,6.5277915,4.660146,5.756546,4.2102566,4.450615
t180,-1.1673595,4.689619,9.75871,4.0108705,4.6763487,3.8598657,2.934718,5.700615,5.9640203,4.542484,4.9768057,3.2634804,5.8669124,6.361951,6.0853877,5.102794,3.726555,4.4623723
t181,-1.1873357,4.630123,9.805263,4.0156746,4.6864758,3.8245485,2.8227952,5.634807,5.953209,4.5713387,4.9871545,3.2630243,5.88941,6.3786774,6.095724,5.1085377,3.6904504,4.362406
t148,-1.2190568,4.669733,9.793968,3.9158845,4.677162,3.8627882,2.9153564,5.6726694,5.956214,4.537577,4.9456663,3.1742895,5.8493004,6.383452,6.073677,5.0801463,3.7772944,4.4336753
t88,-1.183539,4.6706915,9.821092,3.9251556,4.6300836,3.9091418,2.9330115,5.643533,5.9956255,4.479862,4.953798,3.2106984,5.863149,6.405078,6.0044813,5.106582,3.8006759,4.426254
t98,-0.89707106,4.8660293,9.631464,4.069963,4.6173444,3.949174,3.0801942,5.8038654,5.9732327,4.4957867,5.1111674,3.4295378,5.8403378,6.228195,5.9680514,5.17831,3.7697537,4.545796
t99,-0.89516824,4.844128,9.573863,3.9905708,4.645275,3.9155045,2.9968083,5.863852,5.923358,4.5681496,5.0381513,3.3710935,5.7870836,6.185467,6.0332904,5.105095,3.7745016,4.46872
t96,-0.9768538,4.815241,9.690046,4.1150813,4.6278563,3.9689643,3.0566268,5.7486515,6.009523,4.478279,5.105862,3.44962,5.8972955,6.28496,5.9685583,5.198434,3.7736232,4.547305
t182,-0.9120147,5.0228724,9.644632,4.0948405,4.5939693,4.079253,3.3194056,5.824015,6.0483184,4.3889785,5.237501,3.5002093,5.8626533,6.2421255,5.764412,5.2961817,3.9009502,4.7099757
t183,-0.8924384,4.9411592,9.598827,4.161728,4.593424,4.166049,3.250427,5.8649426,6.1064696,4.4124374,5.1948595,3.6275754,5.946721,6.2286,5.7465286,5.2962627,3.9999597,4.6494555
t179,-0.8896339,4.940633,9.717106,4.138333,4.6093025,4.0187097,3.2507854,5.767325,6.0108013,4.40873,5.1839986,3.447359,5.890162,6.296529,5.8153434,5.2410226,3.8462276,4.6510572
t110,-0.75706375,4.8930454,9.738754,4.188364,4.436156,4.1946735,3.236835,5.685102,6.215094,4.256725,5.222636,3.6772828,5.961229,6.269495,5.563057,5.38241,3.9338355,4.6032553
t111,-0.8873766,5.0017056,9.671227,4.076443,4.543818,4.1287413,3.3022292,5.7831364,6.1060514,4.350374,5.2289352,3.5419886,5.8721886,6.2214484,5.709572,5.3264747,3.9266827,4.684716
t90,-0.92987853,5.0093203,9.716752,4.055574,4.601435,4.060077,3.3094735,5.755366,6.0359006,4.381557,5.205142,3.4509497,5.854909,6.263894,5.7794275,5.273907,3.8672855,4.6969523
t123,-0.88890195,5.0228844,9.711626,4.0632353,4.5494223,4.0528193,3.3210669,5.7483573,6.0630207,4.340036,5.2471204,3.4516814,5.8307266,6.2551975,5.736421,5.320051,3.8506713,4.7039504
t124,-0.90591455,5.018279,9.731789,4.0397115,4.5670533,4.064338,3.3482478,5.7358403,6.0465007,4.333871,5.2264166,3.449929,5.843175,6.2681723,5.709244,5.301782,3.871246,4.718546
t85,-0.8739525,4.8408585,9.690454,4.192779,4.467548,4.0624843,3.1438618,5.7263675,6.181697,4.3054795,5.2634373,3.5343094,5.880855,6.2740245,5.764825,5.3919115,3.8214676,4.562918
t86,-0.5965545,4.6456604,9.908391,4.454022,4.2087417,4.5012693,3.190192,5.4824595,6.5480967,3.9689965,5.2168484,4.0272026,6.212437,6.4184413,5.105834,5.5675335,4.0686326,4.5023866
t87,-0.6958769,4.884589,9.707993,4.251458,4.423188,4.1614237,3.2424839,5.699094,6.2121115,4.2492867,5.27333,3.6650586,5.9356933,6.2505617,5.598632,5.410157,3.8793836,4.614461
t60,-0.5136395,4.56693,9.971079,4.557558,4.1179442,4.6318836,3.2010765,5.4047074,6.6852746,3.8455517,5.2228527,4.171997,6.3048716,6.468192,4.89423,5.6489396,4.1295447,4.4749455
t61,-0.46643612,4.5253882,9.996391,4.6106596,4.06958,4.698554,3.215333,5.3659897,6.7494874,3.7817378,5.2302494,4.2385035,6.3492584,6.495743,4.8141494,5.69247,4.1577735,4.4665155
t55,-0.86194867,4.6092,9.828581,4.288831,4.4308767,4.160242,2.9732757,5.5756016,6.2643538,4.2665906,5.121209,3.67951,6.073404,6.393021,5.649209,5.349976,3.8371208,4.4349837
t81,-1.0947284,4.612402,9.751236,4.1474204,4.647012,3.9117985,2.8533719,5.6680737,6.025673,4.5248656,5.0254736,3.4211016,5.9628386,6.352069,6.0624914,5.161543,3.699427,4.4174066
t91,-0.9277331,4.600742,9.807073,4.242954,4.502199,4.0573206,2.9148257,5.599582,6.171834,4.359943,5.085666,3.581747,6.0390882,6.3843884,5.806321,5.2764244,3.7592263,4.41861
t173,-1.1542629,4.5817833,9.841907,4.0730834,4.630373,3.858991,2.7603867,5.581749,6.0027885,4.5153255,4.9636407,3.3353658,5.9158316,6.4162116,6.088955,5.122676,3.6546946,4.3164353
t174,-1.0371783,4.640588,9.784222,4.1327853,4.58771,3.945653,2.8867495,5.642751,6.0523467,4.463811,5.031802,3.416007,5.9499216,6.3808703,5.9932766,5.1824307,3.7077293,4.40638
t36,-0.39874092,4.416656,10.218284,4.7271175,3.95696,4.8712773,3.148705,5.212439,7.000933,3.5980089,5.226777,4.4800406,6.490347,6.5293055,4.3851314,5.7705655,4.2145734,4.3742213
t37,-0.41813895,4.166835,11.137466,4.7044654,3.8309214,5.4792647,2.7272477,4.6136746,7.883988,3.2636137,5.354675,5.091478,7.091013,6.4472127,3.0022957,5.5668797,4.1189175,4.0474253
t83,-0.39657456,4.1066456,11.117856,4.7865644,3.8181367,5.401327,2.7415988,4.620039,7.8087397,3.2216449,5.322605,5.0710144,6.994096,6.4453087,3.0513175,5.6662803,4.1652837,4.015751
t154,-0.34575614,4.089228,11.044779,4.809314,3.8404052,5.433797,2.8261864,4.6501703,7.8717217,3.1473098,5.321419,5.120208,7.015841,6.427441,3.0649822,5.6716957,4.1552315,3.9744174
t155,-0.4166418,4.0901065,11.128683,4.8069024,3.8346388,5.368131,2.7346258,4.60878,7.812934,3.2170818,5.2933054,5.0774555,6.970876,6.4537644,3.050536,5.6783867,4.1123037,4.011265
t73,-0.41656646,4.189088,11.048986,4.7360816,3.8549092,5.446803,2.8229225,4.683761,7.9320374,3.2156365,5.288406,5.140067,7.117072,6.491599,3.0354044,5.5858765,4.048245,4.0654364
t162,-0.4470778,4.192966,11.098851,4.7191043,3.8327138,5.4049315,2.7822115,4.6718726,7.87305,3.2738814,5.290314,5.081606,7.085842,6.5011544,3.0241213,5.636295,4.1037064,4.086347
t163,-0.4483784,4.182089,11.189465,4.749654,3.7322454,5.3787127,2.701926,4.6863027,7.7973585,3.2945127,5.279209,5.061556,7.035729,6.540211,2.9511545,5.7395215,4.2657504,4.1176057
t92,-0.3831839,4.298062,10.480708,4.7928596,3.8906703,5.0106425,3.0412421,5.0422187,7.255521,3.4328244,5.221519,4.696048,6.6267953,6.531544,3.9521682,5.7917624,4.209849,4.2527137
t108,-0.38423923,3.9502568,10.956228,5.0290847,3.8867,5.15599,2.8616378,4.714755,7.7177534,3.0052807,5.12976,5.1108403,6.7885475,6.482052,3.2017648,5.8802905,4.0312443,3.89385
t129,-0.43198317,3.998129,11.076903,4.951771,3.8635366,5.245052,2.7902672,4.6644197,7.8336735,3.0671813,5.118045,5.1784244,6.8820033,6.510385,3.0891635,5.808202,4.0264215,3.941425
t138,-0.48164248,3.9909549,11.07342,4.974251,3.8284152,5.165603,2.8056462,4.7322507,7.82498,3.0501885,5.032436,5.1480165,6.8622365,6.564261,3.0897899,5.847418,4.0732465,3.931319
t139,-0.4028598,3.9583647,11.015199,5.012814,3.8590324,5.171417,2.8263524,4.696279,7.759104,3.0227783,5.1009483,5.144755,6.8088884,6.501036,3.1473684,5.8799224,4.0420012,3.9117749
t94,-0.316602,3.880812,10.9778805,5.0731106,3.9002233,5.187127,2.813995,4.661195,7.73547,2.9420319,5.145739,5.161963,6.7436457,6.425897,3.2206945,5.8614526,4.006336,3.8279743
t117,-0.32053655,3.9124036,11.050019,5.0183735,3.8424158,5.224062,2.7705698,4.634373,7.732059,3.008673,5.1737556,5.149783,6.764479,6.4287663,3.145598,5.849444,4.081074,3.876813
t118,-0.3691045,4.086583,10.81059,4.922901,3.8479245,5.121301,2.8910837,4.8218703,7.555185,3.1751478,5.173356,4.9650965,6.729574,6.5063114,3.448099,5.842192,4.1472235,4.041032
t65,-0.38864633,4.3424196,10.379768,4.7761908,3.911147,4.9516973,3.0844414,5.1119013,7.155182,3.491355,5.218186,4.616572,6.5680757,6.5344043,4.1129985,5.7950325,4.217517,4.29998
t114,-0.39362943,4.139744,11.045176,4.86423,3.6770747,5.30325,2.8444066,4.7493906,7.692258,3.227627,5.245767,5.0230823,6.8738823,6.5746183,3.0395763,5.8939333,4.3536115,4.1168227
