"","V_1","V_2","V_3","V_4","V_5","V_6","V_7","V_8","V_9","V_10","V_11","V_12","V_13","V_14","V_15","V_16","V_17","V_18","V_19","V_20","V_21","V_22","V_23","V_24","V_25","V_26","V_27","V_28","V_29","V_30","V_31","V_32","V_33","V_34","V_35","V_36","V_37","V_38","V_39","V_40","V_41","V_42","V_43","V_44","V_45","V_46","V_47","V_48","V_49","V_50","V_51","V_52","V_53","V_54","V_55","V_56","V_57","V_58","V_59","V_60","V_61","V_62","V_63","V_64","V_65","V_66","V_67","V_68","V_69","V_70","V_71","V_72","V_73","V_74","V_75","V_76","V_77","V_78","V_79","V_80","V_81","V_82","V_83","V_84","V_85","V_86","V_87","V_88","V_89","V_90","V_91","V_92","V_93","V_94","V_95","V_96","V_97","V_98","V_99","V_100","V_101","V_102","V_103","V_104","V_105","V_106","V_107","V_108","V_109","V_110","V_111","V_112","V_113","V_114","V_115","V_116","V_117","V_118","V_119","V_120","V_121","V_122","V_123","V_124","V_125","V_126"
"t49",-0.004397209993317,0.0039534261083212,-0.0273335327361603,0.193437911123121,-0.0550893963021964,0.0306151380895191,-0.000195520098574798,0.00496409101583346,-0.00307881237964288,0.0163250369027154,-0.00240704670528997,0.000463233136717719,-0.00285041224653839,0.00085396846032739,-0.001916922639299,0.0108597559885805,-1.11213725879941e-05,-0.0234888859453343,0.241715769813057,-0.316375626719934,-5.67756931915908e-16,0.0209475136941657,-0.000188745013944927,1.26781935175072e-15,4.53323449527026e-15,0.0429688727038334,0.000104962268087197,-0.00255418035358097,0.0211931452661164,-0.00108007886020489,6.62111906006453e-05,-0.000606643119915161,0.000110324974024138,-6.22035519339778e-05,1.80133584777491e-05,-0.00108499213082624,1.71127378250894e-05,-1.54821359227648e-16,-5.41558985156509e-17,-8.62279540304878e-19,-1.56328400745254e-17,-3.0891674447642e-16,-0.000963412682020394,0.0335638865468046,-0.00422365184713812,3.31740714830004e-05,-0.00794164257339701,0.0165410045087682,-0.183827438699146,0.0102202775252774,-0.00758429007217998,0.00120353180056973,0.000848313456891898,-0.00202333609119741,-0.000196605707269061,-2.83246215480726e-07,0.000231860145661949,0.000526646819651227,-0.000356687594352079,-0.00660597640819054,0.000364392041660657,0.467278746048459,-0.127298158399715,0.00298184581782874,0.0575369210362261,-0.195134683140919,-0.00157787732919467,-0.00325001692049255,-0.000664893359153348,-5.27885693373635e-05,-2.88603687442573e-07,-9.58762015200355e-08,0.689409965624431,-2.0198347660226e-17,2.35132750856968e-13,-0.000302540819447146,0.00012547921369448,0.000110608533399691,2.17759164452368e-05,0.000178395325200092,-0.000219171141373848,0.0310184214180159,-0.000958311024648863,4.18802840810043e-05,-1.68808171337278e-14,3.02438196014831e-16,-7.84420271793262e-17,7.75204553327136e-17,2.60208521396521e-16,-4.34765071166687e-17,6.6176990103084e-17,-1.48318857196017e-16,5.39593868718879e-17,1.3751749305263e-16,5.82487617167837e-17,-1.89328804370281e-17,4.33138767907959e-17,-1.64256629131554e-16,-3.36102673470506e-18,5.97395397039513e-17,3.37186875642992e-17,-1.79977560632594e-17,8.10441123932915e-18,7.88757080483204e-17,-3.14418630020796e-18,1.90006430728085e-17,2.52619106189123e-17,1.2793585635329e-16,-8.11864139284302e-17,-2.86568186715075e-17,-8.45677694538693e-18,4.87890977618477e-17,-2.77284705613168e-17,1.64798730217797e-17,-4.38288728227265e-17,3.18213337624496e-17,-7.93093889173146e-17,-5.96311194867027e-18,5.73475186609052e-17,2.98155597433514e-19,-7.40781134350721e-17,8.06781941600776e-17,-8.54351311918577e-17,9.55927502953313e-17,-5.44269490587723e-17,-1.33892192038382e-16
"t96",-0.00444724180740574,0.00402534550662012,-0.0280168722101698,0.200870809462329,-0.0581228683280072,0.0329930849586713,-0.000210935897793475,0.00549095915133807,-0.00342819500478183,0.0186994211084393,-0.00279791690714729,0.000545774569935346,-0.00346678260355476,0.00104160505429947,-0.00234650342757746,0.0134552258690273,-1.38986960626178e-05,-0.0300633998183154,0.33465521048123,-0.444896123417987,-7.00813665725108e-16,0.0316435386451583,-0.000325414346982807,2.16292820372772e-15,7.35272739390047e-15,0.0815469106427496,0.000212221428328933,-0.00534740129081809,0.0450493734600649,-0.00237198494849495,0.000155315024887758,-0.00159215672188772,0.000331796241538602,-0.000188980543946058,5.49091552199328e-05,-0.00340454121499344,7.54420519864902e-05,-1.68291613458412e-16,-2.70636800277411e-17,6.01668181898889e-17,-3.52506381354328e-16,2.9157917614017e-16,0.0060567580708778,-0.121493543432111,0.011257000651905,-4.82168602349201e-05,0.00843810457818043,-0.0163990226437835,0.173578599556147,-0.00902798687581232,0.00589945273990241,-0.000928846033856454,-0.000619592392700891,0.00143246828817859,0.000127881551570651,1.75024333674987e-07,-0.000135819256664356,-0.000272459115520547,0.000176314137027671,0.00299037836887385,-0.000149139259043376,-0.178209641944476,0.0458534457237745,-0.00102357163015424,-0.0192641334876928,0.0651569852742299,0.000525252417153049,0.00104282233312932,0.000208619805448452,1.63823003578075e-05,8.90101853533053e-08,2.94587636468764e-08,-0.203219731677966,-6.21342807687002e-16,-6.6862780161718e-14,7.72784222404826e-05,-2.57314837064768e-05,-2.2424361732482e-05,-4.38047762379305e-06,-3.57089124593192e-05,3.99875819379198e-05,-0.00538430368698669,0.000165321401818497,-6.34903488986238e-06,-0.696990443958169,0.0146819453674189,-0.0651194496908025,0.0215345812548859,0.022264170893297,0.000788959725760505,0.00766155088700579,-0.0255920223907799,0.0139418339159768,0.0456270404748269,0.00579054604946161,0.00740785572534032,0.00255721331291598,-0.0315256403115636,0.00303061247927316,0.00267860185529978,-0.00398646631930727,0.00611411019211519,0.00139182008948457,0.0121481267534938,0.00992159111208362,-0.00220408441860969,0.0116094482132956,-0.000695966680888539,-0.0134538008401514,-0.00540195824771153,0.00101202215500421,0.0103900413167015,0.00104093992041579,-0.00665741221407478,-0.0181606082744282,0.0078836774261944,-0.014292683950665,-0.0120942981507168,0.00491560921253641,-0.00707509717604164,0.0148068573723213,0.0132797899681842,-0.00816867413392613,0.0459964664267359,-0.02213894288787,-0.00153655030029509
"t137",-0.00444724180740663,0.00402534550661997,-0.0280168722101699,0.200870809462328,-0.0581228683280063,0.0329930849586714,-0.000210935897793783,0.0054909591513387,-0.00342819500478193,0.018699421108439,-0.00279791690714782,0.000545774569935057,-0.00346678260355477,0.00104160505429904,-0.00234650342757841,0.0134552258690274,-1.38986960622987e-05,-0.0300633998183163,0.33465521048123,-0.444896123417986,-4.39009756267368e-16,0.0316435386451586,-0.000325414346983868,2.05647369382332e-15,7.61674222896297e-15,0.0815469106427488,0.000212221428328776,-0.00534740129081713,0.0450493734600647,-0.00237198494849517,0.000155315024888074,-0.00159215672188858,0.000331796241538628,-0.000188980543945932,5.49091552201403e-05,-0.00340454121499214,7.54420519866767e-05,1.59221096392638e-16,-3.47556752352669e-17,-2.64679031215981e-17,3.80446071362065e-16,4.66577399967724e-16,0.00605675807088156,-0.121493543432105,0.0112570006519044,-4.82168602380635e-05,0.00843810457818256,-0.0163990226437792,0.173578599556133,-0.0090279868758145,0.00589945273990279,-0.000928846033862282,-0.000619592392702534,0.00143246828817651,0.000127881551569152,1.75024326030333e-07,-0.000135819256661984,-0.000272459115521859,0.000176314137028287,0.00299037836887258,-0.000149139259042612,-0.178209641944463,0.0458534457237716,-0.00102357163015864,-0.019264133487696,0.0651569852742394,0.000525252417152693,0.0010428223331194,0.000208619805446291,1.63823003539462e-05,8.90101920627396e-08,2.94587648885394e-08,-0.203219731677943,2.37813370376465e-17,-6.52744054866645e-14,7.72784222314958e-05,-2.57314837004627e-05,-2.24243617425122e-05,-4.38047761492096e-06,-3.57089124632035e-05,3.99875819386523e-05,-0.00538430368696189,0.00016532140181663,-6.34903488637492e-06,0.696990443958183,-0.0146819453674187,0.0651194496908031,-0.0215345812548856,-0.0222641708932974,-0.000788959725760386,-0.0076615508870059,0.0255920223907801,-0.0139418339159769,-0.0456270404748269,-0.00579054604946178,-0.00740785572534022,-0.00255721331291526,0.0315256403115639,-0.00303061247927315,-0.00267860185529945,0.00398646631930758,-0.00611411019211518,-0.00139182008948447,-0.0121481267534938,-0.00992159111208351,0.00220408441860997,-0.0116094482132954,0.000695966680888379,0.0134538008401515,0.00540195824771164,-0.00101202215500421,-0.0103900413167017,-0.00104093992041574,0.00665741221407492,0.0181606082744282,-0.00788367742619446,0.0142926839506655,0.0120942981507169,-0.00491560921253619,0.00707509717604181,-0.0148068573723211,-0.0132797899681842,0.00816867413392626,-0.0459964664267368,0.0221389428878705,0.00153655030029539
"t36",-0.00450939959756558,0.00412676376281385,-0.0291092811676854,0.216094511822512,-0.0666606557357647,0.0438492846434983,-0.000283304357182546,0.0110863479543751,-0.00857574807662133,-0.070507014570284,0.00307348752094676,-0.000287292459709034,0.000314234774878622,-7.49522388103697e-05,0.000119463627092656,6.76429664903229e-05,-4.76062465361799e-07,-0.00259328354000948,0.0427146179507097,-0.0558638977176693,-1.59128725950863e-16,0.00313696449630334,-6.8108679404725e-06,-1.1083478430791e-15,-3.58681733764237e-15,-0.0033808493837611,-1.74670010169127e-05,0.000558288092226335,-0.00513277396280965,0.000318191987838027,-2.70078457130598e-05,0.000378755705253685,-0.000102498683567113,5.93250972862967e-05,-1.73269959814299e-05,0.00112210502539515,-3.5582034722737e-05,1.87655038582545e-16,6.66344615806235e-17,-2.12251069177003e-17,-1.44352946387512e-16,-1.3575253606341e-15,-0.00703434544965401,0.171133069244793,-0.0184222223791801,0.000122220816565071,-0.030755931827813,0.0665297221929888,-0.766688273636665,0.0455783566549131,-0.0421228681688203,0.00681806848691201,0.00571831755051065,-0.0156372660714026,-0.00311543364330902,-3.24766625635022e-05,-0.00357916247751506,-0.00146339891607258,0.000639941387290374,0.00481992428847014,-2.35177013602317e-05,0.123234111060305,-0.0652711516248185,0.00228880526610797,0.0550929775149286,-0.191830588778223,-0.001599378299534,-0.00538994052312769,-0.00206623077387998,-0.00034043306390536,-6.00863691447404e-06,4.26881051446574e-06,-0.490961504772256,4.55397412579649e-15,-2.28100072785863e-13,-0.000114254119376256,8.26708766364387e-05,7.38080452886936e-05,1.46523961073117e-05,0.000120656406173935,-0.000160481466424671,0.0234677318355271,-0.000727719130599527,3.38790884130754e-05,-1.58271574584792e-16,3.15121763379795e-16,-1.04690049061711e-15,-8.64604121047442e-17,3.04650845888577e-16,-1.82998018922999e-16,-3.62318991349009e-16,-5.76232596035116e-16,-2.11797363681308e-16,3.01222835982186e-16,5.94222354223995e-17,2.6151477265822e-16,1.02319966516056e-16,-5.82778127371525e-16,4.43450653129444e-16,-4.1599719910717e-16,-4.65874923594381e-16,-1.01375285816777e-16,-4.13154979567296e-18,-4.40602534185733e-17,-2.01532373268257e-16,3.19574616394211e-16,3.59589771590424e-16,5.30786151328348e-16,1.87984459005487e-16,-7.5441140007825e-17,-4.24662489441534e-17,1.07401909353123e-16,1.25073336978388e-16,1.49858515992338e-16,2.90455306897003e-16,5.81848852811547e-17,-5.47660774243242e-16,1.09057866130746e-16,-1.03465932295037e-16,-4.50328149731652e-16,3.50275422792496e-16,3.2584311043646e-16,-1.00792474467191e-16,1.21497640650732e-15,-9.35914875814971e-17,1.62668157455752e-18
"t44",-0.00475178511878196,0.00449232662092058,-0.0327654297693784,0.260599982323405,-0.0881148190004801,0.0665520453872542,-0.000433292800244601,0.0206194537823652,-0.0169250626559921,-0.188924302869409,0.0101337588064615,-0.00120413814631197,0.00371466024167342,-0.00106137532175877,0.00225006674952159,-0.0106659987755678,9.73050868655985e-06,0.0154611313940544,-0.0749284468595133,0.0856809606121386,1.95714748719676e-16,-0.00301963283143887,3.77906322081695e-06,0.0698843253387664,0.251424864113905,0.0014068948798035,6.18571033809668e-06,-0.000182191628202483,0.00161850310049512,-9.34390189637384e-05,6.92899406765677e-06,-7.88732851316469e-05,1.70162646031181e-05,-9.69274542026677e-06,2.81618286380074e-06,-0.000174361428347303,3.4261769013155e-06,4.8346480159415e-16,-9.83515793552429e-17,-2.18381671292586e-16,-9.00695795297154e-16,-5.76269334292327e-16,-0.000333038370631664,0.0132200963494529,-0.00185466994075054,2.09701500009258e-05,-0.00719303254564259,0.0167950817218724,-0.204768227937913,0.0132037584238084,-0.014499294129662,0.00237422001616239,0.00216814591909041,-0.00624193071918965,-0.0014522587153044,-1.68597675200757e-05,-0.00210953592545878,-0.00126961452773759,0.000674763037095668,0.00885336019959354,-0.000373911877681798,-0.426449255566764,0.111827157686825,-0.00272488872586303,-0.0564669975294818,0.19366356152793,0.00158763286383059,0.00444627365087102,0.00154269369854293,0.000242745968684984,4.17759456612339e-06,-2.92362203792877e-06,0.288066487905306,-0.0534697735169814,0.655013512912148,4.38406265809922e-05,-1.96857378726534e-05,-1.7202403442837e-05,-3.36588485504227e-06,-2.74641730681437e-05,3.10161687823715e-05,-0.00417531169804835,0.000128177298601577,-4.88193428315658e-06,-3.59159798855166e-15,6.72362376597388e-15,-5.35041193748566e-15,4.42565549781532e-15,2.58339162633789e-15,-3.0867328083427e-16,1.48173259759071e-15,-1.31285193104893e-15,-2.08560077134436e-16,1.52274385542938e-15,1.42776002229913e-15,2.65171992067079e-15,2.06220850597424e-15,-5.06763264079621e-15,-6.42390466842663e-16,6.33497419819641e-16,-1.19801909509061e-15,5.66299637284353e-16,4.41494883953649e-16,3.13712361210384e-16,-8.13876232418177e-16,1.62031863262512e-15,2.56930195011296e-15,1.85320630288831e-15,-1.1003489384496e-15,6.27895685104586e-16,-1.91643187627242e-16,1.04914684158605e-15,-5.44867662386643e-17,-2.93325816599858e-16,-1.41952786083189e-16,1.2075191171774e-15,5.44472042305754e-16,-1.24475973034693e-15,4.83816487123771e-16,-3.51233353981725e-16,2.05582732095716e-15,1.08075122564558e-15,-5.03422837101582e-16,6.90244947831736e-16,8.23877722433869e-16,9.1951910617147e-16
"t56",-0.00480585131757966,0.00457404951612206,-0.0335845668988685,0.270613599429602,-0.0929668205913309,0.0717212929503891,-0.000467455808856745,0.0228079175181839,-0.0188457132485726,-0.216402273270561,0.0117793373245508,-0.00141869811732815,0.00451791474008266,-0.00129458399345171,0.00275430485915052,-0.0132151608926501,1.21604938332322e-05,0.0197886854159322,-0.103738350105149,0.120486927587553,-9.74911483260002e-17,-0.00456148971142441,6.51546424623367e-06,0.124448357740765,0.447731465997477,0.00267002422516065,1.25067827439903e-05,-0.000381434203132912,0.00344038365730484,-0.000205203485365871,1.62537008672143e-05,-0.000207005778155995,5.11754721935608e-05,-2.94475193946108e-05,8.58441929161522e-06,-0.000547119792156922,1.51044104431706e-05,-7.67252496718806e-17,-2.43969683719614e-16,9.78084700421891e-17,3.72905474644083e-16,7.58234107582441e-16,0.00209373706291168,-0.0478537057312882,0.00494312066613016,-3.04790683333282e-05,0.00764269611650602,-0.0166509189520652,0.193351887458041,-0.0116634169147277,0.0112783002318907,-0.00183234447520738,-0.00158357350907827,0.00441912139615908,0.00094461702245866,1.04180373329965e-05,0.00123572596092923,0.000656831178649211,-0.000333541913047963,-0.00400771894975378,0.000153035560629044,0.162638189270781,-0.0402807123834121,0.000935366536541822,0.0189059087359292,-0.0646657663492752,-0.000528499892764512,-0.00142666133000275,-0.000484042222448348,-7.53333045420354e-05,-1.28843973295917e-06,8.9830726720033e-07,-0.0849143431289154,0.0150130508593571,-0.183912340301818,-1.11982722116516e-05,4.0368697620371e-06,3.48755114346451e-06,6.77086694205209e-07,5.49742966108051e-06,-5.65887270957349e-06,0.000724767578180824,-2.21122893746165e-05,7.40099353860554e-07,0.0747585613404142,0.330706476024268,-0.277670134911983,0.241150139311574,0.152006730566045,-0.0438547118636401,0.0541550108397004,-0.0951584729160804,-0.0388665166965361,0.0585275664224261,0.0554165657683338,0.203289588463646,0.0910820239614914,-0.235925809138126,-0.0242898863972138,0.0256846664972097,-0.0695935510373457,0.000452651157350292,0.0166133849555279,-0.0174786629046602,-0.0176796146848043,0.0773670538304567,0.187229226400104,0.137149301348688,-0.030736542253421,0.0114532960794485,-0.0653346093278129,0.0478325014201718,-0.00903599205638685,0.0123791172487097,-0.0207573168576335,0.0588894529093369,0.011311433335305,-0.066952777865211,-0.0079330578741385,-0.0224038755343278,0.0506683004933602,0.0646691740619043,0.0157839399320599,0.0450395026656237,0.0652354743665154,0.0491976426492544
"t57",-0.0048058513175796,0.00457404951612256,-0.0335845668988685,0.270613599429602,-0.0929668205913305,0.0717212929503887,-0.000467455808856765,0.0228079175181839,-0.0188457132485725,-0.216402273270561,0.0117793373245508,-0.00141869811732815,0.00451791474008308,-0.00129458399345208,0.00275430485914991,-0.0132151608926501,1.21604938337147e-05,0.019788685415932,-0.10373835010515,0.12048692758755,-4.78719875797951e-17,-0.00456148971142479,6.51546424556254e-06,0.124448357740765,0.447731465997474,0.00267002422516135,1.25067827430968e-05,-0.000381434203133063,0.00344038365730398,-0.000205203485365912,1.62537008691418e-05,-0.00020700577815615,5.11754721942015e-05,-2.9447519392724e-05,8.58441929187699e-06,-0.000547119792156362,1.51044104438369e-05,9.21803858340705e-17,2.15113161634124e-16,-9.55472869332827e-17,5.45891385240952e-16,-3.16247776755277e-17,0.00209373706291198,-0.0478537057312892,0.004943120666132,-3.04790683309672e-05,0.00764269611650612,-0.0166509189520656,0.193351887458032,-0.0116634169147271,0.0112783002318914,-0.00183234447520875,-0.00158357350907834,0.00441912139616236,0.000944617022456485,1.04180373341954e-05,0.00123572596092854,0.000656831178646808,-0.000333541913049377,-0.0040077189497555,0.00015303556063355,0.162638189270766,-0.0402807123834093,0.000935366536536675,0.018905908735919,-0.0646657663492777,-0.000528499892766563,-0.00142666133000774,-0.000484042222449431,-7.53333045363891e-05,-1.2884397302121e-06,8.98307266656128e-07,-0.0849143431289102,0.0150130508593556,-0.183912340301806,-1.11982722184358e-05,4.03686975153085e-06,3.48755114778574e-06,6.77086695369288e-07,5.49742965935592e-06,-5.65887270750645e-06,0.000724767578179349,-2.21122893689052e-05,7.40099351753241e-07,-0.0747585613404111,-0.330706476024274,0.277670134911988,-0.241150139311579,-0.152006730566048,0.0438547118636406,-0.0541550108397017,0.095158472916082,0.0388665166965365,-0.0585275664224273,-0.0554165657683351,-0.203289588463649,-0.0910820239614927,0.235925809138131,0.0242898863972145,-0.0256846664972101,0.0695935510373472,-0.000452651157350695,-0.0166133849555284,0.0174786629046601,0.0176796146848047,-0.0773670538304578,-0.187229226400107,-0.13714930134869,0.0307365422534218,-0.0114532960794486,0.0653346093278136,-0.0478325014201729,0.00903599205638696,-0.0123791172487094,0.0207573168576339,-0.0588894529093383,-0.0113114333353052,0.0669527778652124,0.00793305787413855,0.0224038755343283,-0.0506683004933614,-0.0646691740619052,-0.0157839399320594,-0.0450395026656251,-0.0652354743665161,-0.0491976426492552
"t54",-0.0047517851187819,0.00449232662092069,-0.0327654297693784,0.260599982323405,-0.08811481900048,0.0665520453872545,-0.000433292800244528,0.0206194537823643,-0.0169250626559919,-0.188924302869408,0.0101337588064617,-0.00120413814631134,0.00371466024167317,-0.00106137532175797,0.00225006674952026,-0.0106659987755678,9.73050868675625e-06,0.0154611313940546,-0.0749284468595109,0.0856809606121336,1.17163715036004e-16,-0.00301963283143688,3.77906321930932e-06,-0.0698843253387678,-0.25142486411391,0.00140689487979504,6.18571033903913e-06,-0.000182191628204008,0.00161850310049313,-9.34390189632497e-05,6.92899406884632e-06,-7.88732851318244e-05,1.70162646020407e-05,-9.69274542201883e-06,2.81618286428969e-06,-0.00017436142834528,3.42617690049133e-06,-3.7916292366145e-17,2.37397404324917e-16,1.10531724014319e-16,5.44592843167475e-16,1.22511883085468e-16,-0.000333038370631655,0.0132200963494594,-0.00185466994075523,2.09701500058737e-05,-0.00719303254564452,0.016795081721878,-0.204768227937903,0.0132037584238182,-0.0144992941296502,0.00237422001616148,0.00216814591909333,-0.00624193071919,-0.00145225871530296,-1.68597675184056e-05,-0.00210953592545327,-0.00126961452773595,0.000674763037088686,0.00885336019960671,-0.000373911877715741,-0.42644925556689,0.111827157686844,-0.00272488872588562,-0.0564669975294227,0.193663561527991,0.00158763286382355,0.00444627365096111,0.0015426936983872,0.000242745968519735,4.17759449100456e-06,-2.92362192461115e-06,0.288066487905856,0.0534697735169721,-0.65501351291181,4.38406265947557e-05,-1.96857379488385e-05,-1.72024034909229e-05,-3.36588482340037e-06,-2.74641730693038e-05,3.1016168821133e-05,-0.00417531169803188,0.00012817729861466,-4.88193428204869e-06,-3.7169015797597e-15,-3.09317638457887e-15,4.12638241177564e-15,8.16398458854534e-15,1.1609183760369e-15,1.3000116925911e-15,1.82911097365506e-15,-2.13337613518596e-15,1.12891172284368e-15,9.72836513544734e-16,-1.07219334701795e-15,1.06466478058651e-15,6.98047482102024e-15,-3.29235466165566e-16,-7.07767857843539e-16,9.31978277904901e-16,4.24055775164949e-16,-1.72909403916264e-16,1.72504324959995e-16,6.57187609453792e-16,3.40582240844388e-16,1.58659994506082e-15,8.25471175887278e-16,1.05856742561937e-15,-8.50548757908943e-16,1.08129163615035e-16,2.22970060584606e-17,3.48752238160417e-16,-2.51892876793962e-16,-4.61377153335111e-16,-1.19623097860809e-15,5.97113294068065e-16,4.29017370780867e-15,-1.40869109882674e-15,6.57481294133608e-17,2.64593479990041e-16,-2.09926908487629e-15,-3.30072659380284e-15,-6.38731268227773e-16,-1.42438296938399e-15,1.99394870698023e-15,-1.23376061849337e-15
"t126",-0.00480585131757996,0.00457404951612255,-0.0335845668988682,0.270613599429601,-0.09296682059133,0.0717212929503892,-0.000467455808856538,0.0228079175181831,-0.0188457132485722,-0.21640227327056,0.0117793373245508,-0.00141869811732776,0.0045179147400817,-0.00129458399345125,0.00275430485914838,-0.013215160892649,1.2160493833628e-05,0.0197886854159328,-0.103738350105144,0.120486927587538,3.47003047840126e-16,-0.0045614897114202,6.51546424484755e-06,-0.124448357740767,-0.447731465997482,0.00267002422515,1.25067827444077e-05,-0.000381434203136164,0.00344038365730567,-0.000205203485363346,1.62537008711929e-05,-0.000207005778154377,5.11754721862393e-05,-2.94475193984491e-05,8.58441929277014e-06,-0.00054711979215346,1.51044104433428e-05,3.46797482719149e-16,-3.24550107203924e-16,1.04001264303203e-17,-1.1414119722012e-16,4.264439797639e-16,0.00209373706291367,-0.0478537057312898,0.00494312066612993,-3.04790683338305e-05,0.00764269611650717,-0.0166509189520659,0.193351887458042,-0.0116634169147294,0.0112783002318873,-0.00183234447520734,-0.00158357350908112,0.00441912139616042,0.000944617022458514,1.04180373332513e-05,0.00123572596092697,0.000656831178647355,-0.000333541913046953,-0.0040077189497575,0.000153035560642789,0.162638189270815,-0.0402807123834183,0.000935366536546738,0.0189059087359063,-0.0646657663492923,-0.000528499892763936,-0.00142666133003263,-0.000484042222403414,-7.53333044907396e-05,-1.28843971179694e-06,8.98307233604372e-07,-0.0849143431290706,-0.0150130508593543,0.183912340301716,-1.11982722175941e-05,4.03686977801086e-06,3.48755115716573e-06,6.77086687688125e-07,5.49742966005101e-06,-5.65887271985499e-06,0.00072476757817379,-2.21122893743925e-05,7.40099350406218e-07,-0.0149179728174252,-0.217077424454078,0.228698592621118,0.361098946524007,0.0439691265650848,0.0674591089646888,0.0589582375323537,-0.0630004332088374,0.0633326196792067,0.0365163860673792,-0.0486526405599281,-0.00456936248738172,0.349448105749976,-0.00987258450933784,-0.0390132435195263,0.00466976664832093,-0.00808446249301788,0.0131427998161707,-0.0149568764656625,0.0335001773802955,-0.0238265601397991,0.0792703429721287,0.00812499571259519,0.0465036244799241,-0.031045499850217,0.00695914596749115,0.0331972984233012,0.00907693807577542,-0.00738553683503158,-0.00962733951763784,-0.0383566727765189,0.0270098816981475,0.252597856013797,-0.0498836335326665,0.00123693649723862,0.000818613186255555,-0.0678189240531935,-0.176113775470266,-0.0392506650526247,-0.0279728588331585,0.0415488727740841,-0.0580732911187754
"t127",-0.00480585131757992,0.00457404951612244,-0.0335845668988682,0.2706135994296,-0.0929668205913298,0.0717212929503889,-0.000467455808856724,0.0228079175181833,-0.0188457132485722,-0.21640227327056,0.011779337324551,-0.00141869811732778,0.00451791474008152,-0.0012945839934509,0.00275430485914845,-0.0132151608926486,1.21604938335361e-05,0.0197886854159322,-0.103738350105143,0.120486927587537,3.88054168118588e-16,-0.00456148971142047,6.51546424483931e-06,-0.124448357740766,-0.447731465997478,0.00267002422514856,1.25067827444617e-05,-0.000381434203136417,0.00344038365730442,-0.000205203485363448,1.62537008711115e-05,-0.000207005778154397,5.11754721859536e-05,-2.94475193983869e-05,8.58441929283893e-06,-0.00054711979215291,1.51044104428987e-05,4.81025288659739e-18,-2.92294116576322e-17,8.15534943686409e-17,-1.51397073221348e-16,4.81388936293209e-16,0.0020937370629126,-0.0478537057312894,0.00494312066613095,-3.04790683341241e-05,0.00764269611650571,-0.0166509189520663,0.193351887458034,-0.0116634169147292,0.011278300231887,-0.00183234447520551,-0.00158357350907926,0.00441912139616055,0.000944617022458194,1.04180373325451e-05,0.00123572596092767,0.000656831178648153,-0.000333541913045737,-0.00400771894975876,0.000153035560643041,0.162638189270802,-0.040280712383414,0.000935366536546496,0.0189059087359064,-0.0646657663492907,-0.000528499892762697,-0.00142666133003006,-0.000484042222403735,-7.53333044900786e-05,-1.28843971111622e-06,8.98307232912507e-07,-0.084914343129062,-0.0150130508593523,0.183912340301699,-1.11982722208327e-05,4.03686977515174e-06,3.48755115954766e-06,6.77086686123324e-07,5.49742965903373e-06,-5.65887271485491e-06,0.000724767578174156,-2.21122893776051e-05,7.4009935386158e-07,0.014917972817429,0.217077424454082,-0.228698592621121,-0.361098946524015,-0.0439691265650864,-0.0674591089646901,-0.0589582375323555,0.0630004332088396,-0.0633326196792081,-0.0365163860673802,0.048652640559929,0.00456936248738089,-0.349448105749982,0.00987258450933885,0.0390132435195271,-0.00466976664832125,0.00808446249301792,-0.0131427998161707,0.0149568764656627,-0.0335001773802962,0.0238265601397992,-0.0792703429721303,-0.00812499571259589,-0.0465036244799251,0.0310454998502182,-0.00695914596749146,-0.0331972984233016,-0.00907693807577591,0.00738553683503174,0.00962733951763845,0.0383566727765199,-0.0270098816981482,-0.252597856013801,0.049883633532668,-0.00123693649723856,-0.000818613186255415,0.0678189240531954,0.17611377547027,0.0392506650526254,0.0279728588331589,-0.0415488727740855,0.0580732911187766
