"accepted_species","traits"
"t12",NA
"t16",1
"t18",0
"t20",1
"t33",1
"t35",1
"t36",NA
"t39",1
"t41",1
"t42",1
"t46",0
"t47",1
"t49",1
"t50",0
"t52",1
"t53",1
"t54",1
"t57",1
"t58",1
"t60",1
"t61",1
"t62",1
"t64",NA
"t65",1
"t66",1
"t67",1
"t68",1
"t70",1
"t71",0
"t74",1
"t75",1
"t76",1
"t78",NA
"t79",1
"t80",1
"t81",1
"t82",1
"t83",1
"t84",1
"t85",1
"t86",1
"t87",NA
"t88",1
"t89",1
"t90",0
"t91",0
"t92",0
"t93",1
"t94",1
"t95",1
"t96",1
"t97",1
"t98",1
"t99",1
"t100",1
"t101",0
"t102",0
"t103",1
"t104",NA
"t106",0
"t107",1
"t108",1
"t109",1
"t110",0
"t111",0
"t112",1
"t113",1
"t114",1
"t115",1
"t116",1
"t117",1
"t118",0
"t119",1
"t120",1
"t121",1
"t122",1
"t123",1
"t124",NA
"t125",0
"t126",1
"t127",NA
"t128",1
"t129",1
"t130",1
"t131",NA
"t132",1
"t133",1
"t134",1
"t135",1
"t136",1
"t137",1
"t138",1
"t139",1
"t140",1
"t141",1
"t142",1
"t143",0
"t144",0
"t145",1
"t146",NA
