"","V_1","V_2","V_3","V_4","V_5","V_6","V_7","V_8","V_9","V_10","V_11","V_12","V_13","V_14","V_15","V_16","V_17","V_18","V_19","V_20","V_21","V_22","V_23","V_24","V_25","V_26","V_27","V_28","V_29","V_30","V_31","V_32","V_33","V_34","V_35","V_36","V_37","V_38","V_39","V_40","V_41","V_42","V_43","V_44","V_45","V_46","V_47","V_48","V_49","V_50","V_51","V_52","V_53","V_54","V_55","V_56","V_57","V_58","V_59","V_60","V_61","V_62","V_63","V_64","V_65","V_66","V_67","V_68","V_69","V_70","V_71","V_72","V_73","V_74","V_75","V_76","V_77","V_78","V_79","V_80","V_81","V_82","V_83","V_84","V_85","V_86","V_87","V_88","V_89","V_90","V_91","V_92","V_93","V_94","V_95","V_96","V_97","V_98","V_99","V_100","V_101","V_102","V_103","V_104","V_105"
"t7",-0.155271708152174,0.109331650404263,-0.0326774699497755,8.69690956448296e-05,-0.00599125763339521,0.0446948291207991,0.000169934112385475,-0.0216312451734299,0.0661738610638279,-0.000210486298693478,0.00126327060219791,-0.012593909676153,8.66447770970204e-05,-0.000169820232437081,0.023157826919336,-0.0275848022281816,-0.00205278759961121,-0.000341007000025702,0.00349838067048766,6.14447499564183e-07,-0.0835372646302834,-8.08586845576432e-06,-6.1715583599565e-05,0.000772416904478729,-3.41412348143384e-05,0.000349430678505777,-4.22692068595059e-08,0.000267948184660168,-0.00179647510970024,0.0671564986501557,7.75370705222938e-05,-0.00332371585836714,0.000180962474453412,-0.0770020590698455,0.471513950558118,-0.0249297934647286,0.00252368821741209,-0.0231247452069471,0.00143353234522416,-0.00267528640111971,-0.000158590447969649,0.540503336129691,-0.00175408025223171,-0.0030557125040286,-0.0102842131093346,0.261081051663131,-0.00796519321795973,-0.00293631548807676,-0.000550180774582797,-5.50766623673379e-06,-9.59303957926941e-05,-0.404734810835368,0.000336338945410512,0.346822571197048,-0.000646844161427185,-0.00994777735581696,-0.00276918455477014,-5.16427225498473e-05,-0.0157897460035544,0.241749683281408,-0.00749375919136951,-0.000991118374359275,-0.000174352286015242,-1.19104862492108e-05,1.66740847080411e-05,0.0264448289674048,-1.55658516721782e-05,-0.000974124230019942,-4.67304765740906e-05,-2.94600080357812e-16,-1.86071895688757e-09,9.19054143744702e-05,-0.000326044691628207,-1.15929042750705e-16,-1.2775584462232e-15,-6.70408754878936e-09,-2.93294074227605e-16,-9.73341204557343e-17,-1.70999469763655e-08,-2.52575057944577e-17,-2.47673035029806e-17,-8.06352550093263e-17,-1.18373235639221e-17,-1.1342335326704e-17,-4.26887133594988e-16,-3.01289986290449e-16,-3.52456073203534e-16,6.49872929376179e-17,1.13011535848051e-06,-4.98929514322465e-06,5.75632992488666e-17,5.30403077550763e-17,-3.65503399061932e-17,-5.40454455296951e-17,-4.38155597696344e-17,-8.74976571922847e-17,-1.22196961625704e-16,-1.65827046926056e-15,-2.17093922463049e-16,-1.18572091444856e-16,-2.6581185033652e-17,-9.07016250144055e-17,-7.34736431905721e-19,-1.21466106922905e-17,6.1481436025003e-16
"t114",-0.188379376920946,0.158582769178139,-0.0512569995936213,0.000145716482939206,-0.0111568162499871,0.109655838475235,-0.00102937427293483,0.0710318369511274,-0.186557249518445,0.000376560969635182,-0.00212839405731224,0.0163194181090673,-9.28287470592114e-05,0.000173740100695448,-0.0237436622979881,0.0290222337901617,0.0021711617810783,0.000383648949555003,-0.00433849179246065,-7.91615363636592e-07,0.140885712923096,-8.40461556492106e-07,6.90479644982554e-07,-2.97354930226879e-06,-1.60199250080295e-06,6.42324720309832e-05,-5.24191088753009e-08,0.000482951207569911,-0.00546894243740558,0.528019462423851,-3.51229222853827e-05,0.00136780579449069,-5.93400125226361e-05,0.0222766184714963,-0.111984410634899,0.00578662614046102,-0.000558184420858684,0.0049386938547058,-0.000300062241539672,0.00058561493847902,3.49422527340334e-05,-0.133649486517977,0.000449031621017966,0.000867429732867764,0.00310384696800003,-0.0895279474435936,0.00302431185261706,0.00126485239518161,0.00050416223511368,-6.11986991825553e-06,-3.99004831584941e-05,-0.158055935031353,0.000127151635887068,0.0851708643005057,-0.000133371443043543,-0.00213254950137157,-0.000668988082857953,-9.11879176308139e-05,0.00553239964353188,-0.0546366543155681,-2.21412130883142e-07,-6.69576752303149e-06,-1.29691185804865e-06,-1.62739451484653e-07,3.21780777425358e-07,-0.0258318053081858,-3.70721359261546e-08,-3.86688645507898e-06,-2.46135152503147e-07,3.79214929812809e-16,-5.36465838803317e-12,2.23035198687201e-07,-5.4635475641556e-07,4.04868468699029e-16,-2.42115816242759e-16,-6.6594385021294e-12,-2.0416106137114e-16,-8.54710648258259e-17,-8.73214311633042e-12,-1.80939703484733e-16,-1.2655252437814e-16,-1.40472730048374e-16,8.12380902690932e-16,-3.12649089709289e-16,7.75156291329428e-17,-1.2320452642701e-16,3.34701501288348e-16,-9.19716053189151e-17,4.86612117657871e-10,-7.3083190039554e-05,3.61608054495436e-16,2.94865762003664e-16,-2.61542633699119e-16,1.43577118373394e-18,-1.29625364773704e-17,3.29661491371313e-16,-3.80597174791293e-17,9.17854261146766e-16,-5.60210031383504e-16,1.95066727758284e-16,5.28839710712518e-16,1.75408037639824e-18,-2.88515192534102e-16,2.89568594799884e-17,-0.707106781186547
"t115",-0.188379376920946,0.158582769178139,-0.0512569995936216,0.000145716482939254,-0.0111568162499872,0.109655838475235,-0.00102937427293468,0.0710318369511273,-0.186557249518444,0.00037656096963504,-0.00212839405731217,0.0163194181090671,-9.28287470592341e-05,0.000173740100695253,-0.023743662297988,0.0290222337901613,0.00217116178107844,0.000383648949554949,-0.00433849179246049,-7.91615363728056e-07,0.140885712923096,-8.40461556341797e-07,6.90479645014429e-07,-2.97354930217674e-06,-1.6019925006356e-06,6.4232472030963e-05,-5.24191088839653e-08,0.000482951207569692,-0.0054689424374059,0.52801946242385,-3.51229222851324e-05,0.00136780579449061,-5.93400125225178e-05,0.0222766184714967,-0.111984410634898,0.00578662614046072,-0.00055818442085907,0.00493869385470516,-0.000300062241540521,0.000585614938478576,3.49422527340762e-05,-0.133649486517977,0.000449031621018228,0.000867429732867826,0.00310384696799987,-0.0895279474435934,0.00302431185261746,0.0012648523951825,0.000504162235113815,-6.11986991808314e-06,-3.99004831585979e-05,-0.158055935031352,0.000127151635887521,0.0851708643005056,-0.000133371443043777,-0.00213254950137232,-0.000668988082858011,-9.11879176314604e-05,0.00553239964353196,-0.0546366543155689,-2.214121312882e-07,-6.69576752274081e-06,-1.29691185801403e-06,-1.62739451283907e-07,3.21780777517558e-07,-0.0258318053081853,-3.70721357391017e-08,-3.866886453807e-06,-2.4613515228575e-07,1.77582081899481e-16,-5.36472853126219e-12,2.2303519909482e-07,-5.46354757258513e-07,1.39400927202328e-17,4.51591342303445e-16,-6.6599176665294e-12,-8.25418208223745e-17,4.1511631151481e-17,-8.73256569704109e-12,1.77554167953806e-16,1.46124798073043e-16,1.67148049077402e-16,-3.01834005650442e-16,3.77237755163292e-16,-2.57396155644475e-16,5.75503236234678e-17,1.85515636932623e-16,1.94995838132787e-16,4.86612477592452e-10,-7.30831900405272e-05,-4.60822476095215e-18,-2.17331165226877e-16,3.62965847413995e-16,1.20011581300611e-16,1.28746615131133e-16,-1.27234399641225e-16,-9.89272549906995e-17,-9.58047545834849e-16,7.12839884750558e-16,-5.64063174658483e-16,-4.13553170085e-16,5.51195598822234e-17,3.37945289125276e-16,-9.86410914489466e-17,0.707106781186548
"t72",-0.192415968287011,0.164766716594484,-0.0536172106014007,0.000153248981431566,-0.0118284109463102,0.118368933316955,-0.00121854360396976,0.08637413888961,-0.229195775377323,0.000484562620581827,-0.00276294034040017,0.0223178955094758,-0.000136170502787819,0.00026395841886824,-0.0389308356588607,0.0485200010919746,0.00364110233276607,0.000661212752871427,-0.0076872704753515,-1.41437683834819e-06,0.262006450595283,-2.32643091560565e-06,8.95961287674768e-06,-0.000129689960201964,8.10557652361826e-06,-0.000122639418545348,4.8984562725614e-08,-0.000425900065229962,0.00456495728573673,-0.418675224999776,1.14974698242858e-05,-0.000390587873479042,1.01793521489948e-05,-0.00218135009122284,-0.00477062326361713,0.000362115237355425,-6.17791938876055e-05,0.000776070041121922,-6.1761363053674e-05,0.000180549045941309,1.09509284495771e-05,-0.0496553406520897,0.000172183025953031,0.000357594927277416,0.00132256230441322,-0.0402931010668318,0.00140859021929404,0.000609870469494687,0.000272787390615038,-3.85479655534039e-06,-2.79615651507347e-05,-0.112018743302173,9.06698752777965e-05,0.0679810649952361,-0.000115778604480148,-0.00222866572422365,-0.000724012803313552,-0.000110454138967815,0.00709027302716998,-0.0714094553184578,-4.18765850529121e-07,-1.47932053147967e-05,-2.93777349458979e-06,-5.61090646957496e-07,1.66808418854316e-06,-0.26082089216087,9.55113562845143e-07,4.13971927430645e-05,9.1296897209513e-07,-4.15710708530391e-16,3.93250266348184e-12,-1.37270267324605e-07,2.46626329143264e-07,-2.94000995248148e-16,-1.50059875789028e-16,2.12569146204205e-12,1.69507104964179e-15,7.5249861262859e-16,1.96854931830691e-12,-4.28062590088995e-16,4.05495239621228e-16,-3.63577199468923e-16,-8.69422623654245e-16,2.34033156760231e-15,-7.27272854941318e-16,-5.84283897533701e-16,-3.55595832065749e-15,-1.51570505921759e-14,4.66603006240213e-12,0.711684752310618,8.82601574304045e-15,-6.75359662157606e-15,3.11027354548499e-15,4.16361722210947e-16,-1.76953344389455e-17,-3.27378669193888e-16,-1.68955864829612e-15,4.40567535066452e-15,5.80392705124936e-16,-1.45420336957816e-15,6.34929990498752e-16,4.85442602541405e-16,6.5443375375787e-18,-1.29027482196073e-16,6.00818324204427e-16
"t73",-0.192450550278307,0.164819294333796,-0.0536372182044839,0.000153312684719915,-0.0118340709040224,0.118441800875194,-0.00122006792461488,0.0864965211869907,-0.229534605090672,0.000485406746435408,-0.00276788480529963,0.0223638261470797,-0.000136495156617715,0.000264627233206461,-0.0390410627119816,0.0486607913277467,0.00365170795552816,0.00066320143403319,-0.00771109951623132,-1.41879928499809e-06,0.262858458103767,-2.33613304016911e-06,9.00779693909857e-06,-0.000130413153845371,8.15663405278964e-06,-0.000123517801715352,4.93874314904519e-08,-0.000429445811031662,0.00460340626960268,-0.422240202096982,1.16144314918546e-05,-0.000394655966684562,1.02935606370481e-05,-0.00220727455506595,-0.00483564050113794,0.00036716438704337,-6.26927544095382e-05,0.000788278881722236,-6.28033961144168e-05,0.000184122997064703,1.11694785792449e-05,-0.0507425514851384,0.000176024016255737,0.000365932686363596,0.00135404629852725,-0.0412863962169715,0.0014440928613626,0.000625592143477014,0.000280367270938109,-3.972652610242e-06,-2.88716502143465e-05,-0.115687888853292,9.36499270314031e-05,0.0703534604811967,-0.000119987483925034,-0.00231633371657478,-0.000752871396762861,-0.000115032970348956,0.00738950287228906,-0.0744411590958702,-4.38235800479143e-07,-1.55007436896856e-05,-3.07886186311853e-06,-5.89550878298199e-07,1.75561543207126e-06,-0.27495157947618,1.00926355462171e-06,4.37856113828494e-05,9.68597135180773e-07,-5.88761758873896e-16,4.25005127060482e-12,-1.48993785599469e-07,2.70190984032702e-07,9.96514589919718e-17,4.05643850905778e-16,2.36218791087556e-12,-1.3346420152364e-15,-1.00022103856795e-15,2.22428776724959e-12,4.49601152882347e-16,-3.45889485140006e-16,3.87520938589028e-16,6.31563930215102e-16,-2.42832595052728e-15,2.53061101900258e-16,-3.59844138917377e-17,2.4725416617311e-15,1.47764654999443e-14,3.14619609673888e-11,-0.702442595663696,-8.4474723813709e-15,6.84955431704868e-15,-3.22857825588565e-15,-3.23180766625686e-16,1.7468038180543e-16,5.87294206372364e-16,1.5252702695481e-15,-4.22096736276531e-15,-6.25312519784927e-16,9.15849970853897e-16,-4.74633695344653e-16,-3.44145187495696e-16,4.88395824225143e-17,1.58321168261285e-16,-4.12949723438836e-16
"t66",-0.190009075420972,0.161106196640892,-0.0522240924634378,0.000148812939288212,-0.0114342192647668,0.11329247951458,-0.00111219927017856,0.0778329858862955,-0.205545369208459,0.0004256079189704,-0.00241757690500403,0.0191077971420192,-0.000113463963669295,0.000217165480049891,-0.0312138075592369,0.0386616947634354,0.00289846527116977,0.000521930050634995,-0.00601799669161711,-1.10455669110633e-06,0.202301376727862,-1.64515646022456e-06,5.5670590924033e-06,-7.87486603425758e-05,4.50331434405325e-06,-6.05472882483563e-05,2.04385109266897e-08,-0.000174601994404352,0.0018393643791954,-0.165906981226149,3.17366460919777e-06,-0.000100916630788398,2.03237333670724e-06,-0.00032928387564466,-0.000107481117441552,-2.74804650363027e-07,3.9141394820345e-06,-0.00010372867368444,1.35237239032352e-05,-7.93774186264155e-05,-4.94964866772137e-06,0.0297934804619306,-0.000108763978146936,-0.00025366782206349,-0.000988185314843004,0.0327500535022753,-0.00120543529904301,-0.000549221218674782,-0.000288618570486634,4.9302669341837e-06,4.01857286688855e-05,0.162858549546916,-0.000132641171164029,-0.110630738515599,0.000202166366410654,0.00443992737973584,0.00147382893903609,0.000239563563376013,-0.0158235996785409,0.16088360091449,1.08721973682453e-06,4.01062824502926e-05,8.01466333683442e-06,1.66231593493266e-06,-5.19850707219865e-06,0.852177224626127,-3.33557597918911e-06,-0.000148305712952114,-3.53964879643011e-06,1.83444068709948e-15,-2.27612278796161e-11,8.5876239882125e-07,-1.80682612500223e-06,2.51377573332098e-18,-3.56215072568428e-16,-1.91495136460173e-11,-5.31771650284287e-16,4.02829625789559e-16,-2.24707871598553e-11,-1.58376427895458e-16,-1.07715796851481e-16,9.99941163380982e-17,2.80453919400717e-16,1.81541502306113e-16,4.97836048652265e-16,6.38562959376294e-16,4.7646023182059e-16,4.33460738485305e-16,8.5512674520177e-10,-0.0088976156800484,-4.77370151468561e-16,3.14150800914216e-17,3.12951050597597e-16,-2.23795321478526e-16,-1.71492348916028e-16,-4.25983289811528e-16,-8.04882948952738e-17,-7.76236781100413e-16,5.40494816068762e-17,6.68066356942622e-16,-1.45346682642194e-16,-9.12465528668643e-17,-1.53587261441244e-16,7.13209979731295e-17,-3.2539081625711e-16
"t48",-0.181843698787126,0.148756617607045,-0.0475343130133265,0.000133905173022076,-0.0101128828273319,0.0963719623869686,-0.000767330181198972,0.0503424123063093,-0.129639444695085,0.000238729415841064,-0.00132532298838792,0.00908876386193608,-4.37734583193892e-05,7.46907457445276e-05,-0.00810033289235451,0.00925287601198677,0.000684470715206394,0.000108965374558347,-0.00109545435452328,-1.92387187283683e-07,0.0278370853402208,2.27629579078727e-07,-2.8588014046616e-06,4.52780218269193e-05,-3.5647759073353e-06,6.12868984163368e-05,-2.28782073995223e-08,0.000193979881210599,-0.00202012618937277,0.179440517639111,3.12843333191653e-06,-0.000194858598549706,1.84502548745402e-05,-0.0098693190838286,0.0864114674007815,-0.0047980265903356,0.00054790608387754,-0.00567812496078474,0.00040520782349872,-0.00108762783276352,-6.58712533596427e-05,0.296252447360025,-0.00102684007713792,-0.0021318743072352,-0.00788443168030023,0.240152105598821,-0.00839193077076372,-0.00363066505397006,-0.00161364078503139,2.23041041731451e-05,0.000157360268099736,0.628153516082571,-0.000507419995691724,-0.364138420002584,0.000595056131859523,0.0101809599615354,0.00322159091209336,0.000447567545708829,-0.0272732293204666,0.269532429313216,1.01323583472177e-06,2.78776415301835e-05,5.29294147484476e-06,3.17087468541537e-07,5.73855232051228e-07,-0.34244779452896,2.77392265244163e-06,0.000148692110786099,5.5163995523466e-06,-2.67313021835552e-15,1.19312046888846e-10,-5.3245206843433e-06,1.53932504696378e-05,-5.06969380611448e-16,7.02267647361021e-17,2.41634273949657e-10,7.83543423840562e-16,-3.68354167157935e-16,4.46814573078616e-10,1.38351543191084e-16,-1.80934645567733e-17,-5.44083646857471e-18,-4.68068683273508e-16,4.41945044360655e-17,3.68779026130698e-16,-9.75802132376949e-18,7.78189304546379e-17,-2.77488495055391e-16,1.92669539038882e-08,-0.000186579847725527,1.26923212629183e-16,1.16051274986886e-17,-4.26145070804474e-16,-1.90118968822525e-16,4.76319728464889e-17,1.93856108797429e-16,2.0962432746113e-16,1.67965103271329e-15,2.36220862799163e-17,7.91511026485121e-17,-1.50691995965066e-16,-1.38988495340098e-16,6.4494804979567e-17,7.50803489753065e-18,2.24230449762475e-16
"t92",-0.178501287883881,0.143163173787103,-0.0453275098545303,0.000126678957216063,-0.009444067168633,0.0869784462107376,-0.000480686006332986,0.0250428420605884,-0.0571055279626294,2.88332444153434e-05,-6.20923330171344e-05,-0.00460823916254736,7.38351129849636e-05,-0.000191250175233718,0.045235290191978,-0.0623036889734502,-0.00474826156373005,-0.000982163560823122,0.0129181075679778,2.46320378145192e-06,-0.537801618417159,2.05506690366985e-05,6.53149718068671e-05,-0.000753853919382818,2.64446628694297e-05,-0.00022620740883948,2.86786504222895e-08,-0.000199565608416388,0.0016192433699947,-0.102774452574908,-2.67856755031015e-05,0.0011358472374772,-5.91434266674807e-05,0.0242366929363266,-0.136669908164791,0.00714111204919082,-0.000703693528013578,0.00630751490851205,-0.000385085285558935,0.000733245583586913,4.36347860351443e-05,-0.160063937429885,0.000531683548007871,0.000994778395903456,0.00349680112753755,-0.0974191851611757,0.00320734826094988,0.00130226535700614,0.000454351087287566,-4.01685311786055e-06,-1.65862071137743e-05,-0.0610282490235953,4.70051071065831e-05,0.00124155710507556,4.40353178591075e-05,0.00315311545693385,0.0011943484685546,0.00028350105436671,-0.0224793320994145,0.243873784416061,-0.0013932384902144,-0.000145417325987268,-2.4807632048378e-05,-1.20557740619826e-06,1.4797641353495e-06,-0.0214226616262529,-7.61356784716261e-07,-4.52693604090249e-05,-1.78026003021192e-06,5.13932240184601e-17,-2.62929441599757e-11,1.08411256227134e-06,-2.68552233998476e-06,-1.84960001446609e-16,3.65918026368533e-16,-3.48404312354827e-11,-4.33089705268843e-16,-4.07208031923284e-16,-5.24556769089710e-11,-4.31762889897269e-16,-2.39425843473468e-16,-4.94197731002766e-16,2.50170083311326e-15,-6.20601723022489e-16,-7.99091199332266e-16,-1.0013580084342e-16,-3.71505123124907e-15,8.42843404194284e-16,1.81812720477014e-11,-4.66454109434544e-08,-7.35782882910579e-16,3.02385854511689e-15,4.03396352482484e-16,-7.23580397929331e-16,-1.67975253828881e-15,-4.48483738545531e-15,1.30205835636066e-14,-0.707106781186549,7.43199182174076e-17,6.22804034683138e-15,1.17690070806975e-15,-1.01879570065552e-15,1.94969987501426e-16,-3.42773727624622e-16,-9.08201124960561e-16
"t93",-0.178501287883881,0.143163173787103,-0.0453275098545303,0.000126678957216101,-0.00944406716863283,0.0869784462107376,-0.000480686006333007,0.0250428420605883,-0.0571055279626295,2.88332444153745e-05,-6.20923330171448e-05,-0.00460823916254738,7.38351129849605e-05,-0.000191250175233762,0.0452352901919781,-0.0623036889734503,-0.00474826156373019,-0.000982163560823326,0.012918107567978,2.46320378143107e-06,-0.537801618417159,2.05506690366896e-05,6.53149718068098e-05,-0.000753853919382685,2.64446628693423e-05,-0.000226207408839755,2.8678649270554e-08,-0.000199565608416162,0.00161924336999476,-0.102774452574908,-2.67856755032496e-05,0.00113584723747705,-5.91434266674838e-05,0.0242366929363267,-0.136669908164792,0.00714111204919141,-0.0007036935280136,0.00630751490851171,-0.000385085285559237,0.000733245583586587,4.36347860348937e-05,-0.160063937429884,0.000531683548008188,0.000994778395903151,0.00349680112753771,-0.0974191851611752,0.00320734826095029,0.00130226535700586,0.00045435108728748,-4.01685311511669e-06,-1.65862071136716e-05,-0.0610282490235977,4.70051071063114e-05,0.0012415571050774,4.40353178596345e-05,0.00315311545693437,0.00119434846855497,0.000283501054366326,-0.0224793320994157,0.243873784416062,-0.00139323849021561,-0.000145417325986214,-2.48076320497583e-05,-1.20557740531867e-06,1.47976413575544e-06,-0.0214226616262515,-7.61356785368815e-07,-4.52693604095938e-05,-1.78026003100899e-06,-1.08913880145807e-15,-2.62927938539231e-11,1.08411256127006e-06,-2.68552234081827e-06,-1.61809252757975e-16,-3.93066959492025e-17,-3.4839154877731e-11,7.02015838145942e-16,1.25437130894451e-16,-5.2455839171726e-11,6.55171480576501e-16,2.90157735612865e-16,4.33323410777053e-16,-2.5611599372564e-15,6.56214110315666e-16,1.16986687900823e-15,1.1508097760737e-16,3.04204076442567e-15,-5.32524831244871e-16,1.8180584816837e-11,-4.66454193600731e-08,1.0521593505772e-15,-2.90059093810416e-15,-4.97593784763223e-16,5.63166387007363e-16,1.50993232258232e-15,4.43712178262986e-15,-1.30841082940955e-14,0.707106781186547,-2.33793707791323e-16,-6.42259195291527e-15,-1.1840867358864e-15,8.66790873138783e-16,-2.86389198890717e-16,3.82948963844402e-16,8.78855339715974e-16
"t27",-0.175199414806322,0.138461108011515,-0.0435865713990759,0.00012125889875686,-0.00897892280089299,0.0814670119794702,-0.000418781704195147,0.0213897531844249,-0.0484138961014469,2.36616178536271e-05,-5.06512489162336e-05,-0.00363168975315531,5.57073121584721e-05,-0.000141346502453056,0.0320447028193033,-0.0436843067891754,-0.00332383890928801,-0.000677921816722607,0.00879377046522245,1.66993285291029e-06,-0.357669736166913,1.1721140606935e-05,2.91164918800712e-05,-0.000320622448097151,9.27445871578289e-06,-5.91697993195697e-05,4.35500301430694e-09,-2.82239185858958e-05,0.000212716266594206,-0.012521313268929,1.32804297025949e-06,-8.48060854192539e-05,9.3376813335983e-06,-0.0054946656672083,0.0556699846991382,-0.00314174905192639,0.000371150410983705,-0.00394426697441322,0.000286360408703911,-0.000767836769261104,-4.64293692263143e-05,0.202569206572857,-0.000695688987917648,-0.00140605778449826,-0.00512057659871478,0.151244977230774,-0.00516413382547641,-0.00217471606153004,-0.000853885619141262,8.71793361794117e-06,3.94197817326504e-05,0.146364815231705,-0.000113285085931342,-0.00325608363341474,-0.000122196581710209,-0.00973624571181823,-0.00375344433683749,-0.000938440033586627,0.0761778486951654,-0.832905355386658,0.00535023736779108,0.000578872322653919,9.92683811783577e-05,5.16707962792552e-06,-6.61578497903085e-06,0.0996334239447727,3.74364857278388e-06,0.000227386942319053,9.55269136240825e-06,1.96933571467903e-15,1.96774674789578e-10,-8.64845374513045e-06,2.43556436742618e-05,6.59559771361387e-16,-3.11844992149327e-16,3.72441872267046e-10,-3.1015739139891e-16,4.27444754035839e-16,6.73825522609505e-10,-3.16176091068047e-16,-8.73825466191254e-17,2.27777299140136e-16,2.08955176533871e-16,-7.51704203738267e-17,-5.56120283936467e-16,-3.35246663271517e-17,9.6425625044526e-16,-1.29583336439047e-16,2.68945671319806e-08,-6.46303300587849e-06,-4.2789164359309e-16,9.96320086233168e-17,2.17596935560187e-16,1.25008589488603e-16,1.5179427651492e-16,1.49020225721482e-16,-1.80566670363225e-16,1.28283931657251e-15,2.58203869551046e-16,-8.43401847127626e-17,1.03904030599651e-16,2.12732839160473e-16,9.80056756615998e-17,3.03055996862541e-17,-4.2446831701678e-16
