"accepted_species","traits"
"t12",0
"t20",0
"t32",1
"t36",0
"t45",1
"t46",NA
"t49",1
"t52",0
"t53",1
"t54",1
"t55",0
"t56",NA
"t57",NA
"t58",1
"t60",0
"t61",0
"t63",1
"t67",0
"t68",1
"t69",0
"t70",1
"t72",1
"t73",1
"t74",1
"t76",1
"t77",0
"t78",1
"t79",1
"t80",1
"t82",0
"t83",1
"t84",1
"t85",1
"t86",1
"t89",1
"t90",1
"t91",1
"t92",1
"t93",1
"t94",1
"t95",0
"t96",0
"t97",0
"t98",1
"t99",1
"t100",1
"t101",1
"t102",0
"t103",0
"t105",NA
"t106",1
"t107",0
"t108",0
"t110",1
"t111",1
"t112",1
"t113",1
"t114",NA
"t115",0
"t116",1
"t117",0
"t118",1
"t119",1
"t120",1
"t121",1
"t122",0
"t123",1
"t124",0
"t125",NA
"t126",1
"t127",1
"t128",1
"t129",1
"t130",0
"t131",1
"t132",1
"t133",1
"t134",1
"t135",1
"t136",1
"t137",1
"t138",1
"t139",NA
"t140",NA
"t141",1
"t142",1
"t143",NA
"t144",1
"t145",1
"t146",1
"t147",0
"t148",0
"t149",NA
"t150",1
"t151",0
"t152",0
"t153",1
"t154",1
"t155",1
"t156",1
