,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
t1,0.13032949,-1.4727932,-0.4334948,-0.31026423,7.093831,3.888331,0.23263706,1.5926399,0.08975078,1.0380647,16.279783,0.015031023,4.3830814,0.2121052,-0.19554228,3.2465427,4.528603,4.539623,0.30083656,-0.064931214
t2,0.14495696,-1.6651433,-0.5350687,-0.32688805,7.632535,4.0432005,0.21765906,1.7955719,0.101448454,1.1422149,17.731853,0.04058898,5.4419384,0.23494376,-0.22163893,3.6409616,5.395833,4.9231224,0.34744915,-0.07077932
t3,0.03013766,-0.046558622,2.166923,-0.1376559,1.1043715,2.8908975,0.40207738,0.5261928,0.051352143,1.7153244,3.6103306,0.9475755,-0.03188707,0.041627716,0.7247997,0.2517728,0.8807464,1.2100276,1.3845717,-0.022110255
t4,0.10998894,-1.1290067,-0.32797804,-0.2827101,5.302378,3.5502565,0.57497805,1.3847266,0.08257075,1.0914686,13.086251,0.13217103,2.5054975,0.16673522,-0.1447461,2.471872,3.4464543,4.0614333,0.22960107,-0.050831046
t5,0.17841269,-2.0622554,-0.86479104,-0.33314908,9.123906,1.9932541,0.012441559,2.1781871,0.06645743,1.8007113,19.537313,0.15917374,8.642145,0.27243102,-0.28562266,4.396068,8.098339,5.7450337,0.51315963,-0.0814484
t6,0.1591269,-1.7199713,-0.7635919,-0.31110832,8.482537,1.5141777,0.87842417,1.845927,0.01973707,2.3373504,17.386827,0.09067631,7.208144,0.24192795,-0.26899856,3.6868343,7.891865,5.440635,0.44596708,-0.072917074
t7,0.080263026,-1.052042,-0.04496605,-0.53331333,0.5834082,7.104687,1.259156,1.9982935,0.032648966,0.96449846,14.060365,0.0965929,-0.018350473,0.13733023,1.2263498,3.005286,0.8765266,6.5609493,1.4499804,-0.037787702
t8,0.095584355,-1.246209,-0.15392976,-0.48680177,2.3713841,6.217718,1.0335498,1.9551238,0.060012214,1.2269005,15.293819,0.10409269,0.7279235,0.1595088,-0.04892936,2.9528127,2.1734405,6.6570215,0.08920918,-0.042872414
t9,0.08326554,-1.1058348,-0.03602609,-0.551931,0.46031302,7.3068986,1.2145513,2.0650337,0.022572715,0.8321066,14.502484,0.11422044,-0.02167496,0.1378985,1.4112378,3.1720374,0.74745035,6.9006023,1.6699909,-0.038074814
t10,0.07834955,-1.069785,-0.06336429,-0.49833173,1.4123769,6.262642,1.1686628,1.8708404,0.043116704,1.3649839,14.055956,0.09911794,-0.012256131,0.13556813,-0.013996188,2.5518723,1.4902679,6.756591,0.044968937,-0.03559817
