,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
t1,0.81580406,-0.14568384,4.7452283,-0.5104299,19.033073,-0.49868074,-0.3927949,10.36515,3.0372527,0.013400254,-0.20833078,-0.46418613,-0.11973635,-0.19482517,12.000787,5.305417,8.192059,-0.10749715
t2,2.832534,-0.2451174,7.9415836,-0.16507399,21.629553,1.6262741,-0.08739261,4.062319,3.338174,0.020551221,-0.23749708,2.6276698,-0.27397335,-0.3741037,16.57527,4.9538527,3.0002308,-0.089355126
t3,-0.055002272,3.2498872,-0.013306838,-0.021257846,14.768241,-0.6427835,-0.4998221,12.570761,3.982642,0.006472213,-0.10783051,-0.92806286,-0.108330995,2.1802022,2.3981357,0.0035812273,13.015708,-0.114101164
t4,-0.059597213,3.665368,-0.039072588,0.35492826,14.48961,-0.62040955,-0.46037033,12.134401,4.2626805,0.0061401613,-0.09565691,-0.9178786,-0.11774571,2.0851643,1.9185393,0.020363692,13.032116,-0.112242915
t5,-0.096723504,8.482793,-0.12628418,0.6546767,9.7309065,-0.07130252,-0.75214654,10.953799,0.012712674,0.004222914,-0.08826554,-0.9507446,-0.03956875,10.292365,-0.041411545,0.05935738,13.72214,-0.099250056
t6,-0.12374366,8.618059,-0.100550026,-0.15936962,11.506022,-0.2327614,-0.84827065,14.004859,0.029000688,0.00764496,-0.10722426,-1.0847101,-0.023723468,10.914937,-0.028462153,0.0071812957,15.244416,-0.11102154
t7,-0.10905349,7.2710576,-0.13800305,0.8978682,11.650919,-0.453232,-0.7524834,12.013462,0.017906683,0.008152999,-0.109933816,-1.0809896,-0.04928469,11.121736,-0.035509177,0.05222023,16.329382,-0.113831766
t8,-0.10852052,7.966768,-0.105372176,-0.075379595,10.63112,-0.28272846,-0.81866086,12.914037,0.023921413,0.006977398,-0.09895868,-1.0566047,-0.029856492,10.589042,-0.03442271,0.022541467,14.971911,-0.1078917
t9,2.897454,-0.29449156,9.976222,-0.0729006,24.463331,3.2598727,0.25365418,1.2749598,2.7018502,0.024663413,-0.26903644,6.559606,-0.38857877,-0.4383951,19.454622,4.0362725,1.3553795,-0.097032756
t10,2.7705865,-0.27973965,9.666274,-0.049527254,23.498434,3.3781087,0.31250328,0.57906705,2.4074917,0.024213051,-0.25938827,6.9536448,-0.3846843,-0.42545468,18.85275,3.6231089,1.0796462,-0.092263654
t11,-0.09200629,8.504708,-0.1221967,0.23018245,9.668028,-0.062568896,-0.8136602,11.561987,0.021327542,0.0046808296,-0.08867102,-0.98332626,-0.03783906,10.4721155,-0.042181,0.047768652,13.984166,-0.10171289
t12,-0.086590804,8.711365,-0.12655066,0.5167503,9.374062,0.014148349,-0.8100467,11.028241,0.018546596,0.0038317158,-0.08591924,-0.9564052,-0.044139206,10.369441,-0.044232234,0.05802918,13.595796,-0.09990236
t13,3.1316547,-0.23082718,8.318286,0.41662994,19.188795,3.9514914,0.2410782,0.15209329,2.2558682,0.018953506,-0.21009576,7.7858152,-0.3533683,-0.42882845,16.721157,2.0950742,-0.0026865138,-0.082447976
t14,3.2469711,-0.24552727,8.568063,0.22151102,20.38445,3.8313787,0.111795425,0.098338135,2.3631597,0.01966183,-0.22288759,7.416092,-0.35275173,-0.43244842,17.311588,2.4250557,0.13074431,-0.08578165
t15,-0.07559779,5.9547677,-0.1969558,3.133145,12.625478,-0.44192898,-0.27354857,9.030492,6.4154806,0.0033918486,-0.03133754,-0.82739186,-0.17001602,1.0402161,-0.0058628265,0.116710044,12.768249,-0.105408855
t16,5.00361,-0.1966766,7.4409046,1.2675563,17.87445,4.57419,-0.14331892,0.2998596,4.2870526,0.01115254,-0.2025725,7.1831293,-0.37009773,-0.4913519,18.345789,2.020543,-0.00658265,-0.06506773
t17,2.0968788,-0.26280668,10.126987,-0.006416897,23.041538,3.9475856,0.7913714,0.051415358,1.3670444,0.027487282,-0.25711927,8.71908,-0.42428908,-0.4135987,18.373674,3.080412,0.43899426,-0.087629244
t18,-0.098932095,6.8120236,-0.17699203,2.4772546,13.282367,-0.69759494,-0.7656384,10.92633,0.016693404,0.008242359,-0.120890714,-1.1508665,-0.07963522,12.83463,-0.04608826,0.10392588,18.843178,-0.123333976
t19,3.1107688,-0.22454345,8.167682,0.6842886,18.041288,4.5547347,0.3851643,0.24984223,1.9946691,0.017777259,-0.19171959,8.555838,-0.366266,-0.42851338,16.248913,1.4712495,-0.00964598,-0.0804742
t20,-0.11701458,14.312412,-0.18715149,1.4950727,6.8487287,4.592742,-0.84421104,8.60378,0.05719436,0.10604106,-0.055507015,-0.6922124,-0.019582056,12.2079735,-0.07322228,0.121053234,10.187138,-0.08016127
t21,-0.11674078,16.066717,-0.19233291,6.2033467,5.0391364,8.4112625,-0.60033786,1.2502046,0.06766792,0.00064667844,-0.051776502,-0.10789855,-0.12900545,10.52596,-0.09146384,0.2303321,5.15811,-0.043444104
t22,-0.0850568,7.1875067,-0.2153448,6.0210767,10.747437,0.5856319,-0.08299546,3.7315967,6.452753,0.0039156913,-0.025903523,-0.42819786,-0.19804808,0.1961326,-0.018257685,0.19232684,9.5908,-0.07516273
t23,-0.080571756,6.6233773,-0.20377034,4.5849833,11.236773,-0.0912452,-0.16524187,6.091964,6.24809,0.0027993254,-0.028632104,-0.5977955,-0.17406967,0.81063247,-0.014022349,0.15819725,10.831663,-0.0874426
t24,-0.084612064,7.875638,-0.23824117,7.5096674,11.304449,1.0374273,-0.06381234,2.2682269,7.1264467,0.0045090453,-0.016442478,-0.34816647,-0.2635954,-0.061110478,-0.014827315,0.22707228,8.843896,-0.069180064
t25,1.8725513,-0.20687696,9.2167015,0.7843885,18.853916,4.8232884,1.1686721,0.27551383,0.7555366,0.02504794,-0.2160708,10.318462,-0.42633456,-0.40302113,16.393873,1.629,-0.008077797,-0.07201611
t26,-0.095950164,7.245424,-0.18356436,5.349003,12.82533,-0.31268856,-0.6444056,6.3457017,0.0239405,0.00982876,-0.11382289,-0.83736473,-0.14373256,12.423716,-0.059859093,0.17845218,17.047054,-0.104948334
t27,0.038781717,-0.09168669,6.5687876,1.9809216,8.351127,5.3014145,2.9344587,0.5872455,0.1732202,0.018632727,-0.07260293,13.274575,-0.3889879,-0.29463127,10.9216795,0.010034203,-0.01754303,-0.034220055
t28,-0.10692766,8.861869,-0.14444512,8.270913,10.637283,1.6194305,-0.43820053,0.6368532,0.036634404,0.009179945,-0.09523137,-0.37050894,-0.18587723,11.053254,-0.07421364,0.2506355,12.43454,-0.070752576
t29,1.2207565,-0.19624946,9.546302,0.96892846,18.51852,5.3205514,1.6975539,0.3270871,0.3549859,0.026738692,-0.21482699,11.645292,-0.4767656,-0.39310476,16.19221,1.2689408,-0.012577841,-0.07523411
t30,1.4505608,-0.18482746,9.026583,1.1448294,17.13648,5.1466537,1.597681,0.3527051,0.43304074,0.024865862,-0.19711904,11.511278,-0.44551226,-0.4069458,15.485915,1.1049898,-0.01981132,-0.068288125
t31,0.33545658,-0.14806111,8.474662,1.6947519,13.65419,5.5463786,2.2679758,0.5063377,0.32370177,0.022735333,-0.15024208,12.914959,-0.41964963,-0.33884394,14.089029,0.25757298,-0.020160729,-0.049374856
t32,0.7237765,-0.16009772,8.76329,1.4728616,15.157223,5.4034266,1.9391083,0.46797857,0.37332204,0.023493584,-0.17044613,12.4856825,-0.4295769,-0.3551644,14.766178,0.49751148,-0.01749089,-0.059309285
t33,0.11540775,-0.12852107,7.85109,1.8710206,11.835035,5.3117185,2.438529,0.53236043,0.3098508,0.02058399,-0.12556282,12.928206,-0.4085338,-0.30298585,12.843652,0.06844174,-0.015790869,-0.04647041
t34,1.2151035,-0.19541396,9.510729,0.9689175,18.443829,5.306494,1.7224696,0.32804754,0.32782373,0.026754027,-0.21348745,11.671917,-0.47789943,-0.39148578,16.121262,1.2757063,-0.01296506,-0.07488456
t35,-0.0962816,7.537399,-0.1816605,7.0245275,12.368406,-0.07921084,-0.5737162,3.7119958,0.029661668,0.009768361,-0.11380513,-0.64913785,-0.17786843,12.062523,-0.0673321,0.22218692,15.782579,-0.09407757
t36,5.990795,-0.0071329935,2.6898932,4.9427814,2.1390536,6.759528,-0.23255526,1.1335003,7.3594713,1.0948405,-0.02572139,11.411433,-0.37107578,-0.58095324,14.897772,0.04879717,-0.030097531,-0.0025689045
t37,-0.076820485,7.645252,-0.24912174,7.1615415,11.9487915,0.64027715,-0.091129884,3.3920858,7.5603895,0.0049462724,-0.019616397,-0.42475507,-0.2813986,-0.07215753,-0.01376315,0.2149443,9.691863,-0.07836391
t38,-0.08330709,9.397881,-0.30152595,9.838866,12.172869,2.8120942,0.52255,0.029467361,8.013993,0.011986867,-0.0016871105,-0.102118775,-0.36039877,-0.10165113,-0.019845169,0.28050774,7.8243794,-0.04089976
t39,2.5808535,-0.17466871,7.387907,1.7355279,13.327275,5.380232,1.0460668,0.53149277,1.5796994,0.012625238,-0.12956028,11.118627,-0.3883236,-0.42156628,14.237227,0.0055901418,-0.03158073,-0.07142734
t40,-0.00542172,-0.09036317,6.7752547,2.1104448,8.916378,5.4358106,3.0980082,0.54590374,0.0011013089,0.019715818,-0.077164106,13.560793,-0.3943253,-0.27899727,10.731719,0.005298071,-0.015776746,-0.038305044
t41,1.4052444,-0.16105723,8.235691,1.6784707,14.032155,5.1597466,1.7685884,0.5168345,0.9601837,0.01832812,-0.15317076,11.75353,-0.39319852,-0.38913742,14.329525,0.0052266675,-0.030464994,-0.050457533
t42,6.828645,-0.0792527,4.71402,4.39108,8.582056,7.042306,-0.32111698,1.0202016,7.231918,0.5502657,-0.116574354,10.767664,-0.4064305,-0.6291941,18.449688,0.029100666,-0.035979632,-0.022776293
t43,6.5012574,-0.03309454,3.409676,4.769484,4.465044,7.0095835,-0.27678755,1.0916784,7.336665,0.8901132,-0.05980348,11.1708975,-0.37933877,-0.60467696,16.312855,0.03991107,-0.03460098,-0.008946174
t44,-0.1289427,16.838564,-0.19345732,4.2946796,4.704595,8.005007,-0.74905306,3.7217648,0.08147199,0.28386316,-0.047089625,-0.2706786,-0.05432916,11.857421,-0.08889823,0.20080025,6.178951,-0.051228464
