"accepted_species","trait_BM_trend_scaled"
"t1",0
"t4",0
"t17",0
"t36",0
"t42",0
"t43",0
"t53",0
"t209",1
"t210",1
"t116",1
"t68",1
"t69",0
"t100",1
"t101",1
"t102",1
"t77",NA
"t91",1
"t108",1
"t172",1
"t262",1
"t263",1
"t140",1
"t150",1
"t154",1
"t242",NA
"t270",1
"t271",1
"t149",NA
"t136",1
"t155",1
"t177",1
"t178",NA
"t203",1
"t204",1
"t199",1
"t256",1
"t257",1
"t221",1
"t222",NA
"t193",1
"t243",1
"t268",1
"t269",1
"t244",NA
"t206",1
"t207",1
"t70",0
"t71",1
"t55",NA
"t54",0
"t52",0
"t120",1
"t121",1
"t114",1
"t89",1
"t90",1
"t86",1
"t74",1
"t165",1
"t166",1
"t226",1
"t227",1
"t181",1
"t182",1
"t144",1
"t145",1
"t72",0
"t73",1
"t82",NA
"t254",1
"t255",1
"t205",1
"t75",1
"t85",1
"t147",1
"t235",1
"t236",1
"t169",1
"t109",1
"t170",1
"t171",1
"t128",1
"t129",1
"t168",1
"t214",1
"t215",1
"t192",1
"t180",1
"t201",1
"t202",1
"t173",1
"t276",1
"t277",1
"t198",1
"t124",1
"t260",1
"t261",1
"t137",1
"t57",0
"t51",NA
"t50",0
"t106",1
"t190",1
"t191",1
"t113",1
"t99",1
"t56",0
"t224",NA
"t225",1
"t115",1
"t117",1
"t160",1
"t161",1
"t146",1
"t81",NA
"t80",1
"t87",1
"t88",1
"t125",1
"t126",1
"t84",1
"t79",1
"t138",1
"t139",1
"t130",1
"t185",1
"t186",1
"t208",NA
"t266",1
"t267",NA
"t223",1
"t252",1
"t253",1
"t230",1
"t162",1
"t62",0
"t59",1
"t48",0
"t151",1
"t152",1
"t133",1
"t157",1
"t158",1
"t258",1
"t259",1
"t264",1
"t265",1
"t175",1
"t189",1
"t211",1
"t233",1
"t248",1
"t249",1
"t105",1
"t183",1
"t184",1
"t272",1
"t273",1
"t135",1
"t131",1
"t132",1
"t107",1
"t127",1
"t167",1
"t274",NA
"t275",1
"t241",1
"t196",1
"t213",1
"t218",1
"t219",1
"t104",1
"t98",1
"t76",1
"t67",NA
"t47",0
"t33",0
"t31",0
"t24",0
"t148",1
"t247",1
"t278",1
"t279",1
"t197",1
"t250",1
"t251",1
"t159",NA
"t110",1
"t93",1
"t94",1
"t95",1
"t122",NA
"t143",1
"t164",NA
"t176",1
"t245",1
"t246",1
"t234",1
"t200",1
"t163",1
"t103",1
"t216",1
"t217",1
"t179",1
"t123",1
"t141",1
"t142",1
"t119",1
"t118",1
"t228",1
"t229",1
"t156",1
"t237",1
"t238",1
"t212",1
"t153",1
"t220",1
"t231",1
"t232",1
"t174",1
"t96",1
"t97",1
"t92",1
"t65",0
"t66",1
"t14",0
"t11",0
"t7",NA
"t8",0
"t10",NA
"t12",0
"t13",NA
"t27",0
"t28",0
"t37",0
"t63",NA
"t64",0
"t58",0
"t111",NA
"t112",1
"t61",1
"t45",NA
"t46",0
"t29",0
"t26",0
"t30",0
"t32",NA
"t38",0
"t39",0
"t40",NA
"t41",0
"t34",0
"t35",0
"t22",0
"t23",0
"t44",0
"t49",0
"t60",NA
"t134",1
"t239",1
"t240",1
"t78",0
"t187",1
"t188",1
"t83",1
"t194",1
"t195",1
"t25",0
"t18",0
"t19",0
"t5",0
"t20",0
"t21",NA
"t16",0
"t15",0
"t9",0
"t6",0
"t3",0
"t2",0
