"","V_1","V_2","V_3","V_4","V_5","V_6","V_7","V_8","V_9","V_10","V_11","V_12","V_13","V_14","V_15","V_16","V_17","V_18","V_19","V_20","V_21","V_22","V_23","V_24","V_25","V_26","V_27","V_28","V_29","V_30","V_31","V_32","V_33","V_34","V_35","V_36","V_37","V_38","V_39","V_40","V_41","V_42","V_43","V_44","V_45","V_46","V_47","V_48","V_49","V_50","V_51","V_52","V_53","V_54","V_55","V_56","V_57","V_58","V_59","V_60","V_61","V_62","V_63","V_64","V_65","V_66","V_67","V_68","V_69","V_70","V_71","V_72","V_73","V_74","V_75","V_76","V_77","V_78","V_79","V_80","V_81","V_82","V_83","V_84","V_85","V_86","V_87","V_88","V_89","V_90","V_91","V_92","V_93","V_94","V_95","V_96","V_97","V_98","V_99","V_100","V_101","V_102","V_103","V_104","V_105","V_106","V_107","V_108","V_109","V_110","V_111","V_112","V_113","V_114","V_115","V_116","V_117","V_118","V_119","V_120"
"t2",-0.050390492430984,-0.0166634032707491,0.000125659701036556,-0.0116530729786803,0.0503758322936926,-0.0179951699351207,7.15258082786064e-05,-0.00435374869659275,0.00252184467645807,-0.00197653697701532,0.0540348113661457,-0.0616625694960688,0.00402405938664098,-0.000361205665419109,0.0835828326441029,-0.0483058462663329,0.00508550627971513,-0.0469288665315499,0.0170079269015879,0.00281369959684636,-0.0731323253868358,0.0234902777956035,0.196019917237077,-0.0014010691165051,0.000554264316848133,-0.0151793039616588,0.000223616866804039,-0.0472487733682913,0.00398913501389585,-0.0895913878313414,0.100442949905359,-0.671970378039726,0.109998052119775,-0.00717845628994483,3.98063597019101e-13,0.000658207698838727,-0.0931693271227147,0.181042174117418,-0.40221563048572,0.142677004361742,0.329470741838067,-0.000554083248139233,-0.00594792973185766,-5.50227310796152e-16,-0.00203173398556436,0.00629395174548985,-0.00252746160524993,0.000464064537529185,0.000743712096544877,0.000128991434131605,0.000637951719759577,-0.138568837255535,0.115011496676012,0.00851028823687702,-0.000255437719499764,-0.0241650745602236,-0.00372095170029413,-0.000128376937023575,0.0339368980952656,4.82545726213375e-16,-0.0303944656093033,-6.73629703378637e-07,-3.04238735595705e-17,-0.00036894550017022,-6.50863242590535e-16,0.259997103936507,8.6818933827057e-06,0.000115536039435204,8.73739948971547e-05,6.88196558346594e-05,0.000409003548988106,6.22349579061839e-06,-0.0334907065012233,-1.39218463564441e-08,0.0321196732782653,-0.039171986923207,5.965590480412e-18,-1.64161452257921e-05,-0.000560860207932897,-2.42488562717982e-06,-5.77017894609167e-05,-0.00130689723639107,5.51502784880428e-06,1.24289397286006e-16,6.70973082440481e-05,0.000417348467298628,0.000314260078240597,-1.60774342808202e-15,-0.000237285976018029,-3.79459450914548e-06,-1.02259882903618e-06,-1.85889311772975e-06,5.13379279106487e-05,-1.69803227748507e-16,1.9966061872717e-16,-7.6150622359385e-07,-2.21055568351998e-05,-3.89314133051841e-08,-1.62497064209817e-17,-8.59719681121551e-17,7.49633562339952e-06,3.32800282516472e-17,5.41979252262255e-15,7.06739284491901e-17,3.07950304161878e-17,-7.38232849392401e-05,1.50014905377401e-06,9.80048837592439e-18,2.87334886372374e-17,-1.34620513923298e-05,2.10937601687501e-17,1.42064964211522e-05,2.79816678924375e-18,2.5233757628014e-17,-2.91030705387788e-17,-3.03324377623459e-19,-4.65979118513952e-17,-1.55966310664128e-17,5.25918773471013e-17,1.16437524941862e-18
"t84",-0.103631096188894,0.0451752678312251,-0.118874059799211,0.00815826993658647,0.00488477782571051,-0.01079821926486,-0.000155534297763447,0.284605289307975,-0.000824378281175797,0.000854419463542403,-0.225264594766108,-0.0864202578192425,0.000254099437267775,-3.11820344272597e-06,-0.00382427961893295,0.00720211867136505,-0.0308326562291948,0.000518995648672527,-0.00021305535423739,-0.00281324404884308,0.00146830792944672,-0.00169867494247084,-0.00340442973121463,2.57685605953557e-05,-1.14438039859638e-05,0.0104747254083113,-3.2422003547327e-06,0.000703495915031618,-7.27136825374652e-05,0.00134972321045586,-0.00152541602265209,0.0102835062267909,-0.00104775644583879,0.000215406285795862,2.25355423136332e-11,-0.38016620903553,-0.0010679949897509,0.00123987215802018,-0.00152507274050367,6.48787844187704e-05,3.46454218769776e-05,2.13812013628856e-07,2.5194809348413e-06,6.44124352439047e-16,6.18252453273515e-06,0.000819154310639597,-2.420286760879e-05,-1.05827320371029e-06,-1.24035071156472e-06,-1.82613938450722e-07,4.53246655928189e-05,-0.0501682144577408,-0.0267790203040116,-0.0455001569996182,0.41740045356857,0.00140863999299273,0.000140188278465159,6.22049717723992e-07,-0.000118812258499974,2.65111389676467e-16,6.95060562986155e-05,1.25044353136185e-09,3.79698625015257e-16,-1.12450509831763e-06,2.73503883114269e-16,0.00201701926905797,7.64878088368366e-08,2.47890183783349e-06,3.00332793236055e-06,-2.13959909136295e-06,-1.10354023146341e-05,-1.51746929217245e-07,-0.0010291480771736,8.29184323054729e-10,-0.00454938392045804,0.00692184504557008,-4.43524294923296e-16,-9.15522645233754e-07,-1.0637930153743e-05,-2.78964520225048e-08,-1.01656541178626e-06,0.00141168065343957,1.30945981449557e-08,-2.05306600196772e-16,5.32825639684792e-08,-2.12852937806554e-06,-0.000652643317180475,7.0564022951786e-16,0.00144322895616138,0.000257225959863807,1.08283576479015e-10,1.93901321850517e-10,-9.77165969146783e-08,-0.707106781186548,-6.3885548052274e-15,-1.04563034721445e-10,-5.22045290016554e-06,-6.48849991727654e-12,-2.40392691024094e-15,1.24456606072255e-15,2.38305694577912e-08,6.70220913425849e-17,-6.98398412345008e-16,7.07793021474308e-16,3.00260534072151e-16,-1.4638112272965e-06,1.81886388876016e-09,3.7447637297168e-16,-8.01537371403333e-17,-1.80006056696356e-08,3.09118853457357e-16,1.98663124496391e-08,1.33242192461457e-16,-1.28610775651092e-16,-1.93203954560866e-16,3.71919582088958e-16,1.44411389704007e-16,-1.1083940544209e-16,1.37268145742321e-16,-3.95500069386624e-16
"t85",-0.103631096188894,0.0451752678312249,-0.118874059799211,0.00815826993658675,0.00488477782571045,-0.0107982192648599,-0.000155534297763482,0.284605289307975,-0.000824378281176111,0.000854419463542462,-0.225264594766108,-0.0864202578192425,0.000254099437267959,-3.11820344269995e-06,-0.00382427961893299,0.00720211867136515,-0.0308326562291949,0.000518995648672797,-0.000213055354237358,-0.00281324404884308,0.00146830792944657,-0.00169867494247119,-0.00340442973121449,2.57685605956892e-05,-1.14438039861469e-05,0.010474725408311,-3.24220035453787e-06,0.000703495915031712,-7.2713682537565e-05,0.00134972321045616,-0.00152541602265189,0.0102835062267908,-0.00104775644583939,0.000215406285795975,2.25352958333009e-11,-0.38016620903553,-0.00106799498975107,0.00123987215801989,-0.00152507274050373,6.48787844185345e-05,3.46454218770331e-05,2.13812013675504e-07,2.5194809355495e-06,6.23016546911649e-16,6.18252453235687e-06,0.00081915431063924,-2.42028676097857e-05,-1.05827320363242e-06,-1.24035071185339e-06,-1.82613938801408e-07,4.53246655921597e-05,-0.0501682144577401,-0.0267790203040112,-0.0455001569996184,0.41740045356857,0.00140863999299165,0.000140188278465069,6.2204971830814e-07,-0.000118812258498888,9.79046592605005e-16,6.950605629854e-05,1.25044323491631e-09,3.53796467608888e-16,-1.12450509816169e-06,-1.28106636279828e-16,0.00201701926905735,7.64878077949499e-08,2.47890183819992e-06,3.00332793074893e-06,-2.13959909126352e-06,-1.10354023153815e-05,-1.51746927477921e-07,-0.00102914807717377,8.29186029368426e-10,-0.00454938392046062,0.00692184504556687,-1.02879518721576e-15,-9.15522646474378e-07,-1.06379301541718e-05,-2.7896451472671e-08,-1.01656540960851e-06,0.00141168065344154,1.30945992965501e-08,-6.84808079457974e-17,5.32825640955087e-08,-2.1285293777304e-06,-0.000652643317179502,-1.92959256039436e-15,0.00144322895616507,0.000257225959860951,1.08289164489093e-10,1.93918460943076e-10,-9.7716598822703e-08,0.707106781186548,6.14489929666894e-15,-1.04564372484691e-10,-5.22045294100094e-06,-6.47505594895169e-12,2.30714117059352e-15,-1.36916296476277e-15,2.38305726194767e-08,4.21557940575399e-17,1.74893177911709e-16,-8.58053209468049e-16,-1.65642558901545e-16,-1.4638112282389e-06,1.81886255284993e-09,-1.82730683060806e-16,-3.53664854767172e-17,-1.80006054328371e-08,-5.83440757564485e-16,1.98663106798129e-08,-9.06131442620613e-17,1.20426620895327e-16,1.78204975971304e-16,6.98550206885332e-17,-3.86630520322797e-17,-9.79391430709025e-17,2.65022669722295e-18,2.95871424968216e-16
"t49",-0.103278091442109,0.044713072534406,-0.117614640740414,0.00802151220806288,0.00476128157795541,-0.0105161602881804,-0.000151118224797366,0.275597087837603,-0.000794567139301143,0.000815404469288582,-0.211821475936931,-0.0808546593296665,0.000234178685922261,-2.86197699776594e-06,-0.00347359808935861,0.00643677554190037,-0.0269866089012123,0.000444149407736902,-0.000181765273124427,-0.00238933487716506,0.00120610170828271,-0.00138910504517431,-0.00265353881138479,1.96252101091099e-05,-8.59635093188629e-06,0.00776867285325038,-2.30419342277722e-06,0.000486592618864495,-4.90690601594619e-05,0.000903484574667775,-0.000995140850461311,0.00658425777072966,-0.000612310398604231,0.000104997515740389,1.02927772423137e-11,-0.170352013775869,-0.00043102097676477,0.000475666905875805,-0.000568791529677454,2.31756161578681e-05,1.15149888287036e-05,6.88021677690178e-08,7.80752661433751e-07,-9.35307048787214e-16,5.77366387591576e-07,2.68521606021544e-05,2.0375701469174e-06,2.30135412390546e-07,4.21770806394991e-07,6.95895157613296e-08,-3.73290649263878e-05,0.0541768177455369,0.0312629945993197,0.0539144761184707,-0.547294771431529,-0.00187966390020497,-0.000280912221651933,-1.51636879429782e-06,0.000489810371761245,-1.49821463701327e-15,-0.000572530416253833,-1.40100794783427e-08,1.49652328952765e-14,-1.7963107598517e-05,0.707106781186548,0.0201416342389428,7.2862097943549e-07,1.86525365267173e-05,2.10065698978532e-05,-1.05769609957339e-05,-5.20464504366936e-05,-6.85870007764855e-07,-0.00425358809541048,3.33650778261657e-09,-0.0172418624658997,0.0253601644855833,-6.81007864502351e-16,-3.22284143028947e-06,-3.5983937028108e-05,-9.18607024504431e-08,-3.23940674612049e-06,0.00414003867766325,3.79809668190371e-08,-6.05819005313482e-16,1.46945137200154e-07,-5.69865153737577e-06,-0.00173882888467885,-6.69745128017441e-16,0.00367937884815468,0.000644763147231048,2.54130199082487e-10,4.52424900815237e-10,-2.24046467822563e-07,-7.00383802929412e-17,1.09992132429052e-15,-2.21800691682144e-10,-1.10437368102777e-05,-1.36597010410366e-11,4.20727060251566e-16,-1.75927513457766e-16,4.86522061373874e-08,9.18429247089188e-17,1.86997580874692e-16,3.04234498234625e-16,-2.79379911514789e-16,-2.7847553560035e-06,3.32104484878744e-09,-7.32052911427671e-17,-9.24561624075595e-17,-3.24763305750907e-08,3.06696428178186e-17,3.56403644638248e-08,-2.33519516259588e-16,-2.06168194417974e-16,-1.36792422540723e-16,-1.461622093339e-16,9.26591173092463e-17,1.37999869657966e-16,-1.90741489029189e-16,1.14022798605431e-17
"t50",-0.103278091442109,0.044713072534406,-0.117614640740414,0.00802151220806269,0.00476128157795561,-0.0105161602881803,-0.000151118224797391,0.275597087837603,-0.000794567139301081,0.000815404469288517,-0.211821475936931,-0.0808546593296664,0.000234178685922345,-2.86197699762868e-06,-0.00347359808935804,0.00643677554189998,-0.0269866089012122,0.000444149407736683,-0.000181765273124419,-0.00238933487716449,0.00120610170828235,-0.00138910504517454,-0.00265353881138443,1.96252101089368e-05,-8.59635093172992e-06,0.007768672853251,-2.30419342281254e-06,0.000486592618864928,-4.90690601597936e-05,0.00090348457466813,-0.000995140850461318,0.00658425777073024,-0.000612310398604834,0.00010499751574,1.02921089599309e-11,-0.170352013775868,-0.000431020976764229,0.000475666905875582,-0.000568791529676649,2.31756161582983e-05,1.15149888288979e-05,6.88021676325439e-08,7.80752661173108e-07,-1.91210920179642e-15,5.77366388071336e-07,2.68521606029224e-05,2.03757014538802e-06,2.30135412439795e-07,4.21770806367696e-07,6.95895168017097e-08,-3.73290649255693e-05,0.0541768177455383,0.0312629945993193,0.0539144761184701,-0.547294771431528,-0.00187966390020644,-0.000280912221655208,-1.51636879573819e-06,0.000489810371758694,4.35085767032668e-16,-0.000572530416254815,-1.40100759806632e-08,-1.53140803247708e-14,-1.7963107685064e-05,-0.707106781186547,0.0201416342389416,7.28620979028754e-07,1.86525365266701e-05,2.10065698988473e-05,-1.05769609967709e-05,-5.20464504353268e-05,-6.85870007845214e-07,-0.00425358809541713,3.3365063662889e-09,-0.0172418624659072,0.025360164485587,-1.68290970892137e-16,-3.222841428894e-06,-3.59839370296252e-05,-9.18607039395569e-08,-3.23940674889904e-06,0.00414003867766198,3.79809664559738e-08,9.06046649978505e-16,1.46945138753182e-07,-5.69865153508513e-06,-0.00173882888468111,-1.46164811622261e-15,0.00367937884815192,0.000644763147231394,2.54129898258444e-10,4.52426150644115e-10,-2.24046466616055e-07,-3.82274720657489e-16,-6.63484888732714e-16,-2.21800614325259e-10,-1.10437368123386e-05,-1.36598001739396e-11,-1.93523435279728e-16,4.5359474147613e-16,4.86522070949357e-08,-6.58289933810116e-17,8.19943279429736e-17,-2.15631313410851e-16,-8.44288137876288e-17,-2.78475535582204e-06,3.32104465510924e-09,-1.64359573246654e-16,7.08723438602259e-17,-3.24763305155866e-08,-5.17129522018087e-17,3.56403630510931e-08,2.69550241638987e-16,1.87437793513322e-16,3.67103266646564e-18,-1.22917095639275e-17,-1.16517008089709e-16,3.09635788049929e-17,1.14603063466909e-16,2.06139499099429e-16
"t71",-0.103174570619897,0.0445742009076028,-0.11723574609184,0.00797945954286727,0.00472214699512369,-0.0104265142598002,-0.000149703400054204,0.272677756766853,-0.00078475180365864,0.000802123864431399,-0.207015908936755,-0.0788320697103235,0.000226577967444914,-2.76292334165477e-06,-0.00333346570182458,0.00611506423780916,-0.0252625965041714,0.000408238266550773,-0.000166612337882181,-0.00218127939897755,0.00106410134728448,-0.0012192562912061,-0.00218059294304121,1.5493391931963e-05,-6.60546530896727e-06,0.00580763217055073,-1.53832243063615e-06,0.000295581447199398,-2.67625847321654e-05,0.000472861936465076,-0.000445113112499804,0.00253927931224021,7.0819184194125e-06,-0.000176370629494222,-2.96698479350016e-11,0.571058681966686,0.00334213845895524,-0.00585650720669121,0.00943288777812903,-0.000677500858580878,-0.00504423963967755,8.07931283617743e-06,4.10974350040848e-05,8.27116628219605e-16,1.38148310982906e-05,0.00158181992626335,-3.79113856039609e-05,-1.38040602867459e-06,-1.39845494434723e-06,-1.96534444984866e-07,2.92121458245087e-05,-0.0222014271834305,-0.0101063291397226,-0.0165877007523624,0.114118730143553,0.000361916188346034,-2.7515891124613e-05,-2.96206049585155e-07,0.000181134809122234,7.41316146714238e-16,-0.000279034550614284,-7.24656532939666e-09,-1.11096469275367e-15,-1.16768261950625e-05,6.04216155438284e-16,0.0137086084334722,4.98724296031416e-07,1.31778473710321e-05,1.5004914755165e-05,-8.02538270809938e-06,-3.98576894253347e-05,-5.29774672553524e-07,-0.00334756764490269,2.6410354136866e-09,-0.0138290579175727,0.0204959598809818,1.19051867935758e-15,-2.62860062224983e-06,-2.96223632790788e-05,-7.61006876960942e-08,-2.70467925664145e-06,0.00352694061441739,3.24442441944388e-08,2.50152132194556e-15,1.27100579199311e-07,-4.96566263788977e-06,-0.00151701644433231,0.707106781186548,0.00324573879913761,0.000571204416122534,2.28908513043468e-10,4.0812380125829e-10,-2.03001170181791e-07,1.69749758770837e-15,-9.8533675061536e-17,-2.04924721661413e-10,-1.02103842702485e-05,-1.26422291307865e-11,-3.85499766689534e-17,-2.20294791612108e-16,4.5378558284811e-08,-1.14924790374374e-15,6.41369696203414e-17,1.82363330831104e-16,1.39104680800154e-17,-2.64224381318669e-06,3.18165646871312e-09,1.17116818207764e-16,4.22635816798308e-16,-3.11992616599094e-08,2.50992906291061e-16,3.4283250212307e-08,3.59303928038275e-16,5.26402748849043e-17,-1.24316607956228e-17,1.27009827163357e-16,1.50494104997291e-16,-1.88537116071155e-17,1.29150009841109e-16,-1.53007069480347e-16
"t72",-0.103174570619897,0.0445742009076028,-0.11723574609184,0.00797945954286722,0.00472214699512352,-0.0104265142598,-0.00014970340005411,0.272677756766853,-0.000784751803658501,0.000802123864431341,-0.207015908936755,-0.0788320697103236,0.000226577967445075,-2.76292334161385e-06,-0.00333346570182452,0.006115064237809,-0.0252625965041714,0.00040823826655062,-0.000166612337881955,-0.00218127939897711,0.00106410134728446,-0.00121925629120584,-0.00218059294304057,1.54933919320516e-05,-6.60546530912188e-06,0.00580763217055068,-1.53832243077545e-06,0.000295581447199322,-2.67625847321182e-05,0.000472861936465299,-0.000445113112499576,0.00253927931223927,7.08191841935005e-06,-0.000176370629494429,-2.96688731840781e-11,0.571058681966689,0.00334213845895531,-0.00585650720669154,0.00943288777812989,-0.000677500858581662,-0.00504423963967846,8.07931283639424e-06,4.10974350046117e-05,7.06605746795337e-16,1.38148310982133e-05,0.00158181992626325,-3.79113856043166e-05,-1.38040602883571e-06,-1.39845494356741e-06,-1.96534444528857e-07,2.9212145823587e-05,-0.0222014271834282,-0.0101063291397249,-0.0165877007523632,0.114118730143554,0.000361916188346308,-2.75158911247726e-05,-2.96206049055719e-07,0.000181134809122303,-8.26250683833575e-16,-0.000279034550614884,-7.24656489507098e-09,5.24148276090143e-16,-1.16768261955236e-05,6.83006137490807e-16,0.0137086084334649,4.98724295602071e-07,1.31778473686019e-05,1.50049147546722e-05,-8.02538270817253e-06,-3.98576894253604e-05,-5.29774671171965e-07,-0.00334756764489697,2.64103627138506e-09,-0.0138290579175668,0.0204959598809808,7.26013384338474e-16,-2.62860062576599e-06,-2.96223632757018e-05,-7.6100686632345e-08,-2.70467925344199e-06,0.00352694061440557,3.24442428508447e-08,-2.37835260854733e-15,1.2710057827041e-07,-4.96566264814236e-06,-0.00151701644430586,-0.707106781186547,0.00324573879891013,0.000571204416138711,2.28913261256483e-10,4.08132454031142e-10,-2.03001166455006e-07,-1.44121402296582e-15,-1.10398259674699e-17,-2.04926388064641e-10,-1.0210384264606e-05,-1.26404459958736e-11,-2.16861125076349e-16,3.12613508788227e-16,4.53785564759217e-08,1.02914874441757e-15,-1.144508707355e-17,-1.03658233643252e-16,1.01706901810698e-16,-2.64224381191549e-06,3.18165703389273e-09,-1.98814369007462e-16,-1.31255355466888e-16,-3.11992622627393e-08,-1.263689873721e-16,3.42832508858964e-08,-3.99253466991636e-16,1.53338138622831e-17,-5.14270069582663e-18,-1.46004829641583e-16,-4.44330112418974e-16,-9.79595188170752e-17,2.05294535127572e-16,-1.39501583700417e-17
"t9",-0.0957218103524223,0.0348386023930403,-0.090709820475624,0.00510124298128089,0.00211899717967848,-0.00447895055009906,-5.64756960729331e-05,0.0820700084713669,-0.000151084592620393,-4.13481881762212e-05,0.101719112244669,0.0543726702957739,-0.00050548426739001,1.58635290927888e-05,-0.00136575184676474,-0.00567225475469532,0.0776066045585517,5.59361046390469e-05,2.93921382810355e-05,0.00108787075894052,-0.00176478055978621,0.00215432841662209,0.00620489077808679,-5.31798861978187e-05,2.59820664563873e-05,-0.0335497209628307,7.21022518106006e-06,-0.00166711141479507,0.000178771472403918,-0.0033493295349119,0.00387002274168985,-0.0263467574114612,0.00262925171042028,-0.000294893039159323,-1.23142900348487e-11,0.0114096033856866,-0.00373471857835965,0.00879196896995552,-0.0159004951175108,0.00131140411038361,0.0115366216970759,-1.95804246594082e-05,-0.000105581427957532,-4.45180901491985e-17,-6.04140360401576e-05,-0.00745533570013448,0.000198990672540714,7.87280783550972e-06,8.38383522052538e-06,1.19238658127353e-06,-0.000172835777448108,0.102327373870098,0.0387290418735146,0.0611009631189599,-0.00373022730621214,0.000155392973619745,0.000789234447097848,5.96707984487746e-06,-0.00312727606833608,-6.27563090608942e-16,0.00492334488148395,1.30120983677685e-07,9.00673105009647e-17,0.000243760981331504,-4.14852525471076e-15,-0.303312951373003,-1.11261591229078e-05,-0.000309553887603664,-0.000359728002138691,0.000222084609387143,0.00113452658791155,1.55105037641264e-05,0.10502536365361,-8.4859744046212e-08,0.471745761596922,-0.72661969673974,2.4271396799817e-15,9.80403996076664e-05,0.00117018188417313,3.13938165819812e-06,0.000118358470939258,-0.186872296249182,-1.77470201786148e-06,-7.11510342948398e-16,-8.33948314583937e-06,0.000431537046148984,0.0852950528394766,3.53759262743194e-14,-0.174953397929905,-0.0479495104506119,-4.02339729241516e-08,-7.85863066066144e-08,5.49465812816666e-05,-8.69904825209064e-16,1.44889804190228e-15,-5.71010899958995e-08,-0.00264206048237388,-2.97315211873867e-09,-2.06296847014436e-16,-2.63755827100586e-16,5.92597915000372e-06,-3.01952812412478e-17,-7.81905412657617e-17,7.20965932182859e-17,3.58177684726924e-17,-0.000162316366647453,1.43953319488454e-07,1.18964209425295e-16,-7.69751559288295e-17,-1.30366478850192e-06,-1.99404650366315e-16,1.3813063369084e-06,-7.32270659239038e-17,1.31261575802669e-16,-1.8402371943789e-16,9.06441279635119e-17,-3.08449385052819e-16,-1.22397348512067e-16,8.70912456353906e-17,1.24353545054563e-17
"t54",-0.0985151882428431,0.0380469774492222,-0.0993836431436632,0.00591018531502213,0.00266185686701836,-0.0056728476599366,-7.31579669018889e-05,0.109871688900052,-0.000211981267856917,-6.44040997733464e-05,0.188005846020075,0.107060346291968,-0.00122673632882855,4.10086633916855e-05,-0.00421176301908693,-0.0244914641879143,0.652022487565279,0.0093891616710759,-0.00326428295856194,-0.0357889305208034,0.00976915102849432,-0.0107910641354156,-0.0159678079866921,0.000112922727081375,-5.02087207293707e-05,0.0600096413476151,-1.04736859399693e-05,0.00218333531970509,-0.000215996479817635,0.0039502997929867,-0.00425471904788381,0.0276702298157626,-0.00231491724304233,0.000209042165201291,8.27690892455985e-12,-0.00756155382899566,0.00231668142867574,-0.00530976955966377,0.009472315579271,-0.000766217793057637,-0.00654845112783274,1.09848404181529e-05,5.84798378996747e-05,-8.78999121538228e-17,2.80082931674999e-05,0.00333244099706643,-8.3795750784741e-05,-3.13848653965559e-06,-3.20708784181355e-06,-4.50570259511376e-07,5.91971645052152e-05,-0.0337327239979462,-0.0126273004703944,-0.0198797671247861,0.00119654450020093,-4.97237813665737e-05,-0.000239203671083744,-1.76595344302534e-06,0.000877115415516085,3.83566741304065e-16,-0.00131678047338274,-3.43186754572068e-08,-2.61991422211898e-17,-5.97969055296564e-05,2.34449164956655e-15,0.0730623863444101,2.67399180621401e-06,7.34688619691844e-05,8.50213649034034e-05,-5.16105627210141e-05,-0.000263481607515142,-3.60311213281818e-06,-0.0245135242790145,1.98672417180437e-08,-0.111671786716218,0.173705893330291,4.35639473264789e-15,-2.38268554688246e-05,-0.000291256174090994,-7.98747056960109e-07,-3.12166453562847e-05,0.0586888203511617,5.79770260054407e-07,1.80533069164808e-15,3.6506415951412e-06,-0.00027195954670189,-0.0589025300308307,1.01076712345684e-13,-0.648709031700151,-0.0385916487896697,-4.62814353675519e-09,-7.96115345908505e-09,3.82878577078181e-06,1.55114556853841e-15,2.47943821713086e-16,-5.08294459272012e-10,-2.10690532459878e-05,-2.01011663358256e-11,-4.2408875489635e-16,6.47433877443776e-16,-2.11812667717092e-09,-2.27777032960861e-16,3.69203803440125e-16,-3.13590303418586e-16,-1.98534381308346e-16,3.79464263079787e-07,3.59328176647962e-10,4.99278432140232e-17,1.15246370522333e-16,-5.95734765868924e-09,-1.87103019525319e-16,7.80147580945571e-09,-1.06118675173249e-16,-2.6525846884291e-16,-5.90958942958509e-17,4.79480594903054e-17,1.48915878004139e-17,-3.60760439232342e-16,1.71311849533247e-17,-8.75253931455777e-17
"t55",-0.0982940022755124,0.0377920629533908,-0.0986943589550539,0.00584570488887085,0.00261840579521191,-0.00557724810720572,-7.18206954648457e-05,0.107639587068255,-0.000207081569747219,-6.25407311787562e-05,0.180987008084259,0.102765372358754,-0.00116757325494699,3.89426272047529e-05,-0.00397695179430554,-0.0229291138908349,0.603968574317424,0.00860223718621612,-0.00298628832950948,-0.0326717609028731,0.00878372276103213,-0.00968352867444519,-0.0140443458121356,9.8424033861888e-05,-4.3534646614186e-05,0.0517879805591734,-8.90396696326209e-06,0.0018395055026949,-0.000180563138757817,0.0032940301175878,-0.00352057528696203,0.0227721161115231,-0.00185958316956391,0.000161485576376192,6.32003485430284e-12,-0.0057548782187875,0.00173471921524532,-0.00394786829912042,0.00701643651037276,-0.000564470903540986,-0.0047835400942134,7.99579002288979e-06,4.23988036793737e-05,-5.35163232296414e-17,1.90119177644413e-05,0.00222486407306094,-5.42911226991086e-05,-1.97063253637794e-06,-1.96102344997523e-06,-2.73197479412518e-07,3.31710896628309e-05,-0.0182044361997332,-0.00673488274697381,-0.0105788154841393,0.000626646669866997,-2.59674955728068e-05,-0.000116453586971437,-8.29189885938951e-07,0.000373163970828257,-1.15320593374791e-16,-0.000498383965179275,-1.24481781249566e-08,1.00626708716016e-17,-1.53141354046613e-05,-1.58983087002156e-15,0.0158468960198379,5.64984852128174e-07,1.29249895630565e-05,1.37536175817949e-05,-3.0027416145544e-06,-9.72861117700855e-06,-5.54259159892468e-08,0.000952585880446971,-1.15293608183148e-09,0.0119653092063482,-0.0242374843244391,-5.32166452394123e-15,4.3634846974361e-06,6.8072597996665e-05,2.17821013664008e-07,1.02030211760056e-05,-0.0298571752100612,-3.12800782734629e-07,-1.80597433376165e-15,-2.59004764664397e-06,0.000228291104393146,0.0508649192077453,-1.16178342315251e-13,0.733754888996934,0.0488165527943174,9.72443310154961e-09,1.76427692046373e-08,-1.00673760111042e-05,-1.72739327957193e-15,-9.06137291349934e-16,4.75973157561953e-09,0.000214187193985901,2.31761456545913e-10,4.03739299210144e-16,-3.52730902247908e-16,-3.22496083318665e-07,2.58374456183397e-16,-4.23678103715294e-16,3.20935790980344e-16,1.57177047267675e-16,2.02537323164116e-06,1.2907185663799e-09,-1.25345038912628e-16,-8.31519472867493e-17,-1.96451677800697e-08,1.19993429354912e-16,2.47864849548601e-08,1.58368315072614e-16,2.76753206466832e-16,-3.2941910039626e-17,-2.50625814517472e-18,1.16818797847901e-16,3.25588006281397e-16,3.37900464835096e-17,4.84272288032084e-17
