,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
t1,-0.034388218,2.634561,0.010849311,2.2240913,-0.11934905,6.680545,8.646524,0.59230995,-0.28193086,-0.13721612,1.2210681,-0.6309374,2.943115,3.3753586,0.37827665,-0.004577567,-0.09352952,0.0067469385,1.5620244,1.8269501,-0.033068027,-0.04344618,3.672496,0.045544073,-0.25131714,0.8813286,-0.22575417,2.6643589,-0.036131665,1.0654068,1.8922755
t2,-0.049635056,2.51899,0.014474638,2.2056174,-0.11897696,6.313444,8.282327,0.55110204,-0.26640847,-0.11912823,1.179429,-0.6230483,2.9721668,3.1219575,0.3334353,-0.0035156624,-0.08633961,0.009359703,1.4148464,1.705797,-0.032731503,-0.041589584,3.535875,0.043663643,-0.22607757,0.7473813,-0.19889824,2.697547,-0.03340351,0.9636395,1.9629524
t3,-0.04284886,0.59618473,1.2771951,0.4315999,-0.0695301,1.5743024,3.021225,0.035911538,-0.08251267,-0.07237432,-0.0018238829,-0.052259393,0.59948605,1.2084723,1.338848,0.047878426,-0.018540077,1.0394392,1.4230024,1.7686863,0.6875745,-0.013647451,2.6463792,0.20188712,0.5003232,-0.022828756,0.2951694,0.18338662,0.45657682,-0.021618184,0.31933004
t4,-0.027430544,1.6631085,0.6346633,1.2372751,-0.09831937,3.9627447,5.734079,0.0055043967,-0.1769918,-0.10844374,0.36552513,-0.33368796,1.8700808,2.3465285,0.9366771,0.03184031,-0.07415495,0.8692766,1.3411591,1.5209891,-0.008659158,-0.028507208,3.2086241,0.022066595,-0.11133214,0.08803066,-0.10423444,1.5138968,-0.016180133,0.004228111,0.8356848
t5,-0.07294216,6.249755,0.19654539,5.8211827,-0.14878528,15.708884,18.164034,4.0337763,-0.7110941,-0.08393498,4.3722405,-1.6943234,6.119478,6.4340825,-0.29104584,-0.08025322,-0.096751414,0.14764804,1.6926479,2.7694108,-0.11470418,-0.09652779,4.8938475,0.10565827,-0.66479105,3.8769462,-0.73917496,5.4327826,-0.077964395,6.180843,6.4076357
t6,-0.045416154,6.140764,0.2981425,5.974982,-0.15756512,17.639523,20.269968,5.1792207,-0.8202269,0.06442879,4.5502515,-1.8691862,5.7889705,7.0725093,-0.30175248,-0.07068155,-0.11333507,0.18300377,1.3780438,2.9434752,-0.14063005,-0.109357044,5.282718,0.12147316,-0.68529177,5.065043,-0.84855586,6.5994654,-0.08844857,6.2608366,7.876839
t7,-0.10337519,7.2993865,0.10971209,6.403875,-0.13106701,14.896153,17.178455,3.5245936,-0.64734983,-0.1809985,4.916093,-1.6481652,7.192704,6.1845665,-0.43189493,-0.1298408,-0.06361969,0.13431887,1.807356,2.567634,-0.087386824,-0.089588374,4.5277796,0.09835375,-0.72491866,2.9916728,-0.6984916,4.3977504,-0.07726303,7.179005,5.674529
t8,-0.058165204,5.2775817,0.27008498,5.2881036,-0.15300994,15.774565,18.386486,4.239688,-0.7316526,-0.03885215,3.8511555,-1.6472843,5.208544,6.540741,-0.18452486,-0.041206494,-0.11536337,0.14740178,1.5111852,2.7583284,-0.12846112,-0.098979145,4.9870806,0.11056863,-0.57901585,4.328726,-0.7087173,6.10152,-0.08268697,5.162873,6.8064313
t9,-0.08131748,6.732606,0.17090918,6.1352973,-0.14478244,15.746832,18.119265,3.962746,-0.6995964,-0.124997035,4.7079268,-1.7020564,6.649071,6.4742537,-0.3535348,-0.09743116,-0.08601934,0.14617528,1.7901673,2.7486029,-0.10717774,-0.09580052,4.8703074,0.10631862,-0.7039144,3.6482956,-0.7461852,5.1993346,-0.0792723,6.672543,6.2847743
t10,-0.0811605,6.809992,0.17530026,6.204953,-0.14580746,15.925677,18.318289,4.035663,-0.70830643,-0.12486869,4.7701244,-1.724559,6.7159896,6.542055,-0.36093506,-0.0996473,-0.08639549,0.14872006,1.7961262,2.7698727,-0.10895647,-0.0968641,4.9055805,0.10761308,-0.713112,3.7137089,-0.75709534,5.2517223,-0.080143884,6.772165,6.379689
