,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
t1,6.7822356,3.5691054,8.207207,3.6776016,6.326302,4.8546977,5.566494,7.4680104,4.884489,7.178166,3.458422,3.0642815,5.8093815,2.133019,4.394419,4.967955,4.170833,2.9651644,5.347919,3.18885,5.1231756,5.4746842,6.126229,3.8629308,7.102101,2.5247886,5.180567,6.229977,6.368368,5.647026,6.9139833
t2,6.7486672,3.5482974,8.169163,3.7209632,6.286754,4.855522,5.5720086,7.45563,4.90849,7.1477427,3.4451628,3.044328,5.774027,2.1628995,4.368189,4.9508715,4.175245,2.9849725,5.320656,3.186391,5.096326,5.4438744,6.1086106,3.8768163,7.067124,2.539195,5.1492405,6.2094603,6.350198,5.6501927,6.889483
t3,6.784997,3.510822,8.199202,3.6903193,6.3499866,4.863813,5.5639644,7.523583,4.934064,7.198456,3.3959844,3.0059257,5.8240747,2.1292224,4.443601,4.9072413,4.1794267,2.9108243,5.352415,3.1287322,5.094392,5.478051,6.1861978,3.85557,7.1098213,2.5196521,5.21545,6.2507453,6.414732,5.657345,6.8702707
t4,6.7596188,3.5441446,8.184125,3.702059,6.3233547,4.8482018,5.590553,7.484847,4.891558,7.1587,3.4240384,3.0352182,5.7954965,2.1545491,4.4316726,4.939867,4.195875,2.9328885,5.364487,3.1557543,5.1377854,5.5018144,6.163857,3.88589,7.098236,2.5477338,5.2087398,6.25607,6.3983054,5.6714835,6.9127355
t5,5.3553524,3.757045,6.5445976,5.684223,5.6131506,4.3361,6.0911226,7.320598,4.66259,6.1537313,3.6550388,3.4866126,5.0404654,3.372761,4.3166924,5.139617,4.7999234,2.9735606,5.6172585,3.4412336,5.4209733,5.623145,5.892404,4.626763,6.2817736,3.5211964,5.2246103,6.5531683,6.4707537,6.2982306,6.8804936
t6,5.281953,3.758255,6.476469,5.650531,5.595812,4.3077793,6.135313,7.2802353,4.6376038,6.101483,3.6638863,3.529977,4.991565,3.4218767,4.313218,5.1645727,4.832074,2.9743187,5.635907,3.4477043,5.436363,5.6569343,5.871092,4.6580844,6.2380114,3.5704281,5.2220354,6.561682,6.499843,6.33778,6.8782725
t7,5.4576993,3.8218808,6.59526,5.8130207,5.647288,4.3360314,6.100272,7.299359,4.6445155,6.123676,3.6510186,3.5093787,5.032534,3.3507483,4.315444,5.17961,4.791535,2.9386609,5.615583,3.4451315,5.4685907,5.6499295,5.907319,4.5803876,6.229053,3.5601282,5.2229085,6.549045,6.3933797,6.303308,6.868951
t8,5.3049264,3.7143283,6.5024076,5.606197,5.565293,4.2883124,6.1258416,7.3170295,4.711334,6.1484456,3.7057462,3.4590056,5.0107846,3.4195457,4.3331666,5.096218,4.852761,3.0300977,5.6724405,3.4193575,5.376062,5.577192,5.8332214,4.6754227,6.3063416,3.5034854,5.200168,6.5787215,6.5211687,6.3355045,6.9369664
t9,5.3504243,3.7618525,6.537472,5.686083,5.6100492,4.326436,6.1032853,7.309638,4.6613083,6.1400576,3.6612527,3.494494,5.028254,3.3814528,4.31758,5.145174,4.8089714,2.9758022,5.6259613,3.4405026,5.425831,5.627711,5.884141,4.6305676,6.2690287,3.5336232,5.2206388,6.556577,6.4711413,6.309258,6.884962
t10,5.3667283,3.763656,6.5353723,5.709932,5.6020846,4.3133025,6.112281,7.313752,4.671613,6.1369305,3.672711,3.4874642,5.018466,3.3922923,4.3219423,5.138265,4.821827,2.9763753,5.63913,3.438089,5.4240656,5.618034,5.878286,4.63113,6.2755938,3.530339,5.2171926,6.5661397,6.4610915,6.3216653,6.8959208
t11,5.444458,3.8325336,6.5760946,5.8153467,5.642215,4.317922,6.1254883,7.277079,4.6352234,6.0946093,3.6594274,3.530506,5.005152,3.3704102,4.3153534,5.195164,4.808563,2.9360073,5.629655,3.4472275,5.4825473,5.6656528,5.896154,4.586637,6.204128,3.5870903,5.2182307,6.5559177,6.392976,6.3270345,6.872208
t12,7.1185,4.5991983,7.2046094,8.341249,6.2971797,4.4430275,6.10956,7.0121803,4.3873343,5.95383,3.6025465,3.6694903,5.174077,3.1313584,4.330074,5.607591,4.6725674,2.4476116,5.5188475,3.4337125,5.8337593,5.9905796,6.037211,3.959726,5.6846004,3.7560754,5.2847643,6.3033757,5.2990527,6.1362615,6.5827746
t13,4.6936283,3.459397,6.0102973,5.3661156,5.2800803,4.0832176,6.297507,7.3055644,4.8684034,6.0554724,3.9031928,3.3770616,4.8526,3.7926502,4.3839374,4.893607,5.1435256,3.3060198,5.890039,3.3385723,5.1361547,5.4057255,5.548237,5.051542,6.332842,3.502597,5.1427875,6.673018,6.8902435,6.502325,7.1320996
t14,4.5611434,3.3993576,5.9055986,5.3081746,5.2216997,4.0376925,6.332956,7.3094997,4.898472,6.029256,3.954339,3.3553262,4.8154726,3.8681726,4.395642,4.8521605,5.2073064,3.3646047,5.9410963,3.3164907,5.0812554,5.362404,5.4871397,5.128614,6.334849,3.5127208,5.1375275,6.6938667,6.9598546,6.5383687,7.1734495
t15,4.545749,3.393967,5.8950634,5.299821,5.211949,4.038154,6.340261,7.316291,4.904136,6.0156536,3.957581,3.352242,4.8010464,3.8819659,4.3943434,4.8489165,5.220175,3.374437,5.951333,3.3075066,5.078916,5.3526807,5.4755373,5.1419415,6.328223,3.526728,5.1382675,6.699821,6.9735713,6.5483465,7.182583
