accepted_species,estimate
t257,-0.98126835
t276,-0.97757816
t278,-0.97757816
t127,-1.0157492
t123,-1.1090719
t216,-1.2101974
t217,-1.2101974
t233,-1.3140988
t205,-1.394212
t175,-1.5605245
t275,-1.670957
t280,-1.670957
t281,-1.670957
t306,-1.4638982
t86,-1.2750136
t74,-1.1397773
t49,-0.752759
t90,-0.79324585
t107,-0.8075934
t137,-0.77981555
t141,-0.78352934
t288,-0.66584665
t223,-0.78020287
t224,-0.78020287
t236,-0.7261744
t237,-0.7261744
t265,-0.4234385
t79,-0.8150255
t80,-0.8150255
t37,-0.73428094
