,0,1,2,3,4,5,6,7,8,9,10,11,12
t1,11.002838,2.3719978,1.569222,4.8437753,1.61045,4.229406,5.9474406,7.165158,-0.7961198,2.230648,6.3379025,3.7457967,6.6890383
t109,12.428054,6.3265886,2.8024871,4.2005496,3.2424836,4.2491717,4.216158,4.3166285,1.329206,3.0426977,5.873503,6.999253,4.4007053
t110,12.375511,6.388252,2.7565465,4.2474885,3.2599285,4.2414207,4.298863,4.2506475,1.28843,2.9937344,5.9073772,7.060741,4.4408827
t69,12.397523,6.309298,2.8279042,4.1722665,3.2650783,4.3155484,4.2291827,4.3320904,1.2154653,2.965504,5.8347926,6.9798594,4.520477
t72,12.318314,6.2610226,2.7195303,4.2809377,3.1502194,4.1598577,4.1738243,4.3849564,1.3065941,2.9780457,5.9661117,6.932161,4.4044404
t121,12.298799,6.3456407,2.7295094,4.2700887,3.2420807,4.2598686,4.2712917,4.3047776,1.2026488,2.904917,5.935302,7.014052,4.523186
t122,12.378207,6.3241653,2.670522,4.33048,3.1840267,4.198734,4.2427654,4.309792,1.3196956,3.0049806,5.9387765,6.9992104,4.402123
t64,12.379136,6.2917004,2.741828,4.2652607,3.1681604,4.1871767,4.2060137,4.3448396,1.3457772,3.039437,5.941518,6.96598,4.38238
t26,12.614686,6.103027,3.1350162,3.88945,3.1953104,4.283591,4.04133,4.5122066,1.4375143,3.2127197,5.6562834,6.767942,4.301774
t52,12.519562,6.0492854,3.1706202,3.8552864,3.2055342,4.3805633,4.0890975,4.5807652,1.3410017,3.1165092,5.759478,6.7117553,4.397997
t75,12.534171,6.130893,3.1043384,3.9305825,3.2672944,4.4155993,4.063148,4.5326724,1.3443211,3.1178446,5.775413,6.8055573,4.396227
t76,12.526527,6.1424074,3.0488625,3.9747517,3.2543738,4.3531322,4.132854,4.4679456,1.368472,3.128154,5.7621684,6.831822,4.3655305
t38,12.52805,5.9475927,3.2244608,3.7990124,3.3409376,4.2159333,4.2344165,4.5606775,1.3404588,3.1364233,5.617379,6.6574516,4.4022923
t42,11.092322,1.9461641,0.932102,5.454742,0.9990467,4.6484995,6.3405924,7.544057,-0.90797967,2.4029696,6.4295936,3.1438186,7.0544853
t43,11.14033,1.9726183,0.9400398,5.290116,1.15088,4.585785,6.3700304,7.3852773,-0.7994171,2.3022459,6.41043,3.1011512,6.9684167
t104,11.0933275,2.0012028,0.9115485,5.409735,1.0245789,4.5813823,6.2861767,7.4886184,-0.9115439,2.3602946,6.429478,3.174835,6.9460025
t105,11.124223,2.0688581,0.94382346,5.4178143,0.9935925,4.509076,6.209031,7.4934487,-0.9381211,2.414282,6.5003815,3.2237427,6.874253
t18,11.155589,2.1310167,1.3738343,5.0744123,1.394035,4.357927,6.162102,7.1817765,-0.75409454,2.327564,6.501316,3.365207,6.9460263
t25,11.296292,2.0732484,1.0568919,5.196447,1.2539669,4.5666223,6.2730346,7.4754934,-0.6638353,2.508854,6.510698,3.2198236,7.0568304
t32,11.437969,2.0253918,1.0251997,5.284785,1.1966419,4.6800814,6.475679,7.5045257,-0.56352454,2.589371,6.484317,3.0827656,7.209932
t33,11.305595,2.1344068,1.0863723,5.093025,1.3766731,4.622199,6.1896663,7.4969783,-0.63413894,2.5772007,6.5480766,3.2562628,7.200828
t29,11.354799,2.0742803,0.9609199,5.1560636,1.2901474,4.5117536,6.3205256,7.3951535,-0.60506666,2.4846783,6.5397573,3.0963192,7.008231
t30,11.400503,2.0108,1.0605707,5.270986,1.1934066,4.603971,6.412073,7.5094233,-0.5809539,2.5734978,6.5034747,3.1639855,7.059545
t102,11.341043,1.9073366,1.0838504,5.2195644,1.211196,4.407459,6.3850193,7.109145,-0.7119352,2.3648305,6.7411447,2.8909502,7.1540627
t103,11.287955,1.9135354,1.0938928,5.2902565,1.1487508,4.494653,6.3572063,7.2451916,-0.7580143,2.3816478,6.6476254,2.961075,7.1286254
t65,11.3555565,1.889188,1.0043669,5.2939734,1.1666213,4.4563017,6.4311614,7.1441917,-0.6771472,2.4262075,6.6972814,2.8777769,7.1598625
t51,11.255411,1.9203702,1.220979,5.2256165,1.2378612,4.3914804,6.331394,7.0953784,-0.7479322,2.3365912,6.671264,3.007315,7.12227
t41,11.299699,1.9944453,1.1259155,5.224371,1.1790504,4.494737,6.2858725,7.334952,-0.75115085,2.3885612,6.639297,3.0308309,7.0790095
t45,11.249403,1.8602374,0.9804188,5.5358863,1.0336066,4.6417985,6.3990526,7.3742023,-0.7034049,2.4986339,6.4352555,3.1250975,7.2213626
t119,11.279081,1.8442577,1.0652676,5.5267363,1.0046388,4.588948,6.287824,7.47737,-0.71346325,2.613097,6.596306,3.1698658,7.2623906
t120,11.17816,1.9384873,1.0869861,5.468404,1.1049029,4.7101636,6.3168087,7.4568305,-0.7701252,2.4768903,6.3641577,3.2563736,7.1625943
t2,11.071013,2.2704387,1.4230806,4.9919724,1.4736897,4.338448,6.067321,7.2356052,-0.7847514,2.2880533,6.3888187,3.5649593,6.7995615
t36,11.016265,3.2648427,2.596993,3.4360843,2.8678935,3.390603,5.119609,6.5237436,-0.2824956,1.9930086,5.7308273,5.158829,5.9503126
t37,10.964805,3.3459349,2.7366922,3.3339245,2.8529246,3.4921126,5.0307665,6.539775,-0.19306384,2.0712814,5.7830296,5.1497145,5.969017
t14,11.008941,3.3322012,2.6141033,3.411256,2.848854,3.4297423,5.0239244,6.36028,-0.26166326,1.9924301,5.8703403,5.0485225,6.0817647
t56,10.803273,3.1285152,2.6828885,3.3536177,2.9821556,3.5775113,5.3099337,6.822376,-0.44796395,2.0258098,5.7913923,5.0763583,6.0193543
t57,10.873648,2.994622,2.5753713,3.4850123,2.9151113,3.5072296,5.290411,6.8001313,-0.42657754,1.9218041,5.8267946,5.00779,6.0191364
t46,10.926679,3.1311104,2.4762056,3.3232057,3.037831,3.4165056,5.1933837,6.7089906,-0.61831796,1.9915913,5.9259615,4.887094,6.138135
t47,11.065546,3.0283446,2.4738863,3.4532251,3.1410463,3.2868304,5.0526915,6.5823174,-0.6247016,1.9128469,5.8649664,4.9589577,5.942825
t80,11.035925,3.0306668,2.5336068,3.3617902,2.9889967,3.2821949,5.094309,6.6809645,-0.52103215,1.8236938,5.8943176,4.919696,6.1389832
t81,10.997791,3.1192513,2.6323211,3.3858821,3.0353677,3.362517,5.1330037,6.6472616,-0.58530116,1.9367582,5.807048,5.050298,5.9939427
t40,11.000089,3.030508,2.5501997,3.4398408,3.0225806,3.3474672,5.12453,6.5301676,-0.5948205,2.0555584,6.005913,4.9047894,6.075482
t90,11.056317,3.1388953,2.471418,3.4023342,3.0243194,3.3039947,5.0572157,6.584727,-0.4708226,1.8686899,5.8205004,4.9882393,6.004383
t91,10.915648,3.048905,2.422943,3.321904,3.156556,3.3928633,5.1645737,6.8374567,-0.6403452,1.9638683,5.915555,4.832245,6.022708
t111,11.043633,3.0503142,2.5115776,3.3965192,3.1637924,3.2887866,5.11816,6.688772,-0.69575727,1.9133375,5.842024,4.954209,6.0028725
t112,11.050284,3.1236413,2.6025019,3.3098695,3.164112,3.290822,5.132485,6.716812,-0.73885614,1.9583523,5.824137,4.992637,6.0393567
t15,10.993414,2.453717,1.6955999,4.6989417,1.7474558,4.1392865,5.859159,7.0948195,-0.75637937,2.2030025,6.2950163,3.8912,6.618817
t117,10.810402,3.1183195,2.57247,3.4635606,2.6549633,3.5356772,5.1503005,6.567308,-0.10861938,1.9898559,5.8499207,5.0245132,5.9882345
t118,10.80485,3.1388426,2.630871,3.3987434,2.7242303,3.5342999,5.137219,6.5708647,-0.08873574,1.9379016,5.848477,5.0589056,5.9546127
t95,10.885409,3.1280086,2.5867016,3.4800363,2.7201283,3.4868853,5.1506314,6.539642,-0.18192141,2.0029123,5.818579,5.068972,5.987531
t24,3.1768348,11.264691,2.8443403,3.3942218,4.672973,8.768347,6.0766807,4.3770595,6.462866,8.198599,1.3898535,3.3631885,5.1494026
t77,3.194236,11.25595,2.671541,3.280624,4.669947,8.700955,6.0357056,4.276718,6.4721894,8.186939,1.3490874,3.3295202,5.12678
t78,3.301762,11.393267,2.8008356,3.474904,4.7728934,8.756856,6.195411,4.489337,6.5384216,8.120689,1.4430586,3.267837,5.0970635
t44,3.2912788,11.335762,2.741634,3.3977892,4.8397846,8.725973,6.057257,4.4111056,6.560694,8.058179,1.3643354,3.274982,5.097952
t11,3.2491963,11.197532,2.742215,3.341032,4.7320724,8.821997,5.9614716,4.356278,6.5321703,8.091307,1.2420322,3.325487,5.1344514
t16,2.4901192,11.15642,2.772293,3.2763405,4.231556,8.700995,6.0334272,4.085981,5.8373847,8.474247,1.5476718,3.5467052,5.4550557
t17,2.4077585,11.128237,2.7377982,3.2317545,4.1590395,8.66326,5.981436,4.0142655,5.751678,8.53634,1.5838255,3.523102,5.4533772
t12,2.682062,11.210017,2.7765284,3.3296888,4.36849,8.750478,6.073997,4.1839447,6.0191045,8.357702,1.5122266,3.5120065,5.401019
t107,3.3354716,11.250661,3.0000465,3.476338,4.7399383,8.770734,6.0898385,4.455569,6.611616,8.274418,1.3137975,3.323947,4.9578643
t108,3.3089943,11.227323,2.9712975,3.4936957,4.6912136,8.824971,6.135588,4.4327536,6.5581565,8.267675,1.2993034,3.356421,5.066531
t106,3.3263884,11.155111,3.0055892,3.44546,4.6281624,8.884676,6.0633693,4.4209104,6.6329727,8.321975,1.2326827,3.359331,4.980144
t39,3.3211596,11.137643,3.3417647,3.5633655,4.5647907,8.94755,6.112149,4.5689735,6.623549,8.355831,1.2268547,3.2890878,4.977471
t50,3.2625875,11.062743,3.2391768,3.4651427,4.510778,8.818715,6.0582447,4.456238,6.6018257,8.401547,1.211237,3.2814333,4.975359
t70,3.3674462,11.2116165,3.3210056,3.5345964,4.6478195,8.849445,6.1725726,4.5356665,6.6302447,8.390639,1.2610404,3.2945256,4.931407
t71,3.462121,11.188074,3.3719373,3.5995674,4.7174087,8.827017,6.151895,4.6462607,6.779393,8.296048,1.1208694,3.2159154,4.847474
t35,3.379246,11.064132,3.332208,3.5864136,4.605258,8.924289,6.0601416,4.575279,6.689712,8.3453245,1.1368164,3.3651502,4.929717
t19,2.598514,11.142995,2.8117902,3.2988877,4.238845,8.670729,6.008409,4.1191716,5.9471307,8.502962,1.5527302,3.4698963,5.341771
t22,2.5826907,11.233346,2.78859,3.3739657,4.348686,8.796965,6.1278896,4.1982975,5.924453,8.332023,1.5262595,3.580154,5.484085
t23,3.1048615,11.257089,2.8386815,3.4190457,4.649943,8.787954,6.084337,4.3792386,6.4104633,8.183533,1.3901068,3.383035,5.1949563
t5,2.1504173,11.052793,2.7023394,3.3309176,4.107676,8.750484,6.018976,3.928799,5.445986,8.57318,1.639817,3.6955757,5.684304
t4,2.2250388,11.139121,2.755126,3.2015793,4.137858,8.719362,6.0405507,3.9884927,5.579719,8.52033,1.4965507,3.6783726,5.610111
t3,2.1242983,11.063825,2.812045,3.2007573,4.1652646,8.711209,5.958585,3.9411082,5.472862,8.560659,1.5438493,3.6827748,5.6435328
t13,1.9572482,11.076457,2.6253216,3.1564698,3.8938286,8.938513,6.062859,3.749957,5.228449,8.611556,1.4330177,3.7823362,5.867272
t58,-4.7663302,5.660616,1.4448779,5.723372,5.4318185,3.464284,5.4889603,6.9822164,6.0031805,7.4233956,3.4066215,3.8807528,5.090669
