"","t1","t109","t110","t69","t72","t121","t122","t64","t26","t52","t75","t76","t38","t42","t43","t104","t105","t18","t25","t32","t33","t29","t30","t102","t103","t65","t51","t41","t45","t119","t120","t2","t36","t37","t14","t56","t57","t46","t47","t80","t81","t40","t90","t91","t111","t112","t15","t117","t118","t95","t24","t77","t78","t44","t11","t16","t17","t12","t107","t108","t106","t39","t50","t70","t71","t35","t19","t22","t23","t5","t4","t3","t13","t58","t67","t68","t86","t87","t88","t89","t92","t93","t127","t128","t20","t96","t97","t53","t61","t62","t82","t83","t100","t101","t48","t49","t113","t114","t85","t98","t99","t84","t54","t27","t6","t10","t21","t31","t73","t74","t115","t116","t63","t55","t79","t94","t125","t126","t123","t124","t59","t60","t7","t34","t129","t130","t66","t28","t8","t9"
"t1",0,4.70107397217,4.70107397217,4.70107397217,4.70107397212,4.70107397204,4.70107397204,4.70107397207,4.70107397187,4.41597096947,4.70107397227,4.70107397227,3.95653588087,4.70107397209,4.70107397209,4.70107397179,4.70107397179,3.41668039059,4.70107397243,4.70107397213,4.70107397213,4.70107397195,4.70107397195,4.70107397223,4.70107397223,4.70107397223,4.38780028403,4.70107397213,4.70107397219,4.70107397221,4.70107397221,1.86865853539,4.70107397297,4.70107397297,4.70107397197,4.70107397247,4.70107397247,4.70107397207,4.70107397207,4.70107397217,4.70107397217,4.70107397217,4.70107397215,4.70107397215,4.7010739721,4.7010739721,3.39973323757,4.64487164452,4.70107397178,4.70107397177,7.55997180865,7.23635604955,7.55997180845,7.55997180845,7.55997180875,5.99333066625,5.91589802985,6.60665648575,7.559971808865,7.559971808865,7.5599718089,7.55997180853,7.55997180843,7.55997180853,7.55997180853,7.4366401178,6.2469838999,6.22415554725,7.23865983015,4.62276356746,4.53412617961,4.8140781296,5.898149924543,7.559971808943,7.559971808943,7.559971808943,7.559971808543,7.559971808543,7.559971808443,7.559971808443,7.559971808343,7.559971808343,7.559971808523,7.559971808523,7.559971808313,7.559971807973,7.559971807973,7.559971808533,7.472350869813,7.559971808513,7.559971808513,7.559971808513,7.559971808513,7.559971808513,7.559971808463,7.216415075063,7.559971808453,7.559971808453,7.559971808443,7.559971808443,7.559971808443,7.559971808443,7.559971808543,7.559971808843,5.535609150743,5.4062692517,5.9361125661,7.5599718086,7.55997180843,7.55997180843,7.55997180841,7.55997180841,7.55997180837,7.55997180843,7.5599718084,7.5599718084,7.55997180849,7.55997180849,7.55997180821,7.55997180821,7.5599718082,7.5599718082,4.904251884,7.5599718084,7.559971808033,7.559971808033,7.3099844138,7.0639014513,5.9618741407,4.9578418566
"t109",4.70107397217,0,0.2185205858,0.7642554364,1.94955956655,1.94955956647,1.94955956647,1.9495595665,5.9436918383,5.6585888359,5.9436918387,5.9436918387,5.1991537473,6.91994452252,6.91994452252,6.91994452222,6.91994452222,5.63555094102,6.91994452286,6.91994452256,6.91994452256,6.91994452238,6.91994452238,6.91994452266,6.91994452266,6.91994452266,6.60667083446,6.91994452256,6.91994452262,6.91994452264,6.91994452264,4.08752908582,6.9199445234,6.9199445234,6.9199445224,6.9199445229,6.9199445229,6.9199445225,6.9199445225,6.9199445226,6.9199445226,6.9199445226,6.91994452258,6.91994452258,6.91994452253,6.91994452253,5.618603788,6.86374219495,6.91994452221,6.9199445222,9.96019374882,9.63657798972,9.96019374862,9.96019374862,9.96019374892,8.39355260642,8.31611997002,9.00687842592,9.960193749035,9.960193749035,9.96019374907,9.9601937487,9.9601937486,9.9601937487,9.9601937487,9.83686205797,8.64720584007,8.62437748742,9.63888177032,7.02298550763,6.93434811978,7.21430006977,8.298371864713,9.960193749113,9.960193749113,9.960193749113,9.960193748713,9.960193748713,9.960193748613,9.960193748613,9.960193748513,9.960193748513,9.960193748693,9.960193748693,9.960193748483,9.960193748143,9.960193748143,9.960193748703,9.872572809983,9.960193748683,9.960193748683,9.960193748683,9.960193748683,9.960193748683,9.960193748633,9.616637015233,9.960193748623,9.960193748623,9.960193748613,9.960193748613,9.960193748613,9.960193748613,9.960193748713,9.960193749013,7.935831090913,7.80649119187,8.33633450627,9.96019374877,9.9601937486,9.9601937486,9.96019374858,9.96019374858,9.96019374854,9.9601937486,9.96019374857,9.96019374857,9.96019374866,9.96019374866,9.96019374838,9.96019374838,9.96019374837,9.96019374837,7.30447382417,9.96019374857,9.960193748203,9.960193748203,9.71020635397,9.46412339147,8.36209608087,7.35806379677
"t110",4.70107397217,0.2185205858,0,0.7642554364,1.94955956655,1.94955956647,1.94955956647,1.9495595665,5.9436918383,5.6585888359,5.9436918387,5.9436918387,5.1991537473,6.91994452252,6.91994452252,6.91994452222,6.91994452222,5.63555094102,6.91994452286,6.91994452256,6.91994452256,6.91994452238,6.91994452238,6.91994452266,6.91994452266,6.91994452266,6.60667083446,6.91994452256,6.91994452262,6.91994452264,6.91994452264,4.08752908582,6.9199445234,6.9199445234,6.9199445224,6.9199445229,6.9199445229,6.9199445225,6.9199445225,6.9199445226,6.9199445226,6.9199445226,6.91994452258,6.91994452258,6.91994452253,6.91994452253,5.618603788,6.86374219495,6.91994452221,6.9199445222,9.96019374882,9.63657798972,9.96019374862,9.96019374862,9.96019374892,8.39355260642,8.31611997002,9.00687842592,9.960193749035,9.960193749035,9.96019374907,9.9601937487,9.9601937486,9.9601937487,9.9601937487,9.83686205797,8.64720584007,8.62437748742,9.63888177032,7.02298550763,6.93434811978,7.21430006977,8.298371864713,9.960193749113,9.960193749113,9.960193749113,9.960193748713,9.960193748713,9.960193748613,9.960193748613,9.960193748513,9.960193748513,9.960193748693,9.960193748693,9.960193748483,9.960193748143,9.960193748143,9.960193748703,9.872572809983,9.960193748683,9.960193748683,9.960193748683,9.960193748683,9.960193748683,9.960193748633,9.616637015233,9.960193748623,9.960193748623,9.960193748613,9.960193748613,9.960193748613,9.960193748613,9.960193748713,9.960193749013,7.935831090913,7.80649119187,8.33633450627,9.96019374877,9.9601937486,9.9601937486,9.96019374858,9.96019374858,9.96019374854,9.9601937486,9.96019374857,9.96019374857,9.96019374866,9.96019374866,9.96019374838,9.96019374838,9.96019374837,9.96019374837,7.30447382417,9.96019374857,9.960193748203,9.960193748203,9.71020635397,9.46412339147,8.36209608087,7.35806379677
"t69",4.70107397217,0.7642554364,0.7642554364,0,1.94955956655,1.94955956647,1.94955956647,1.9495595665,5.9436918383,5.6585888359,5.9436918387,5.9436918387,5.1991537473,6.91994452252,6.91994452252,6.91994452222,6.91994452222,5.63555094102,6.91994452286,6.91994452256,6.91994452256,6.91994452238,6.91994452238,6.91994452266,6.91994452266,6.91994452266,6.60667083446,6.91994452256,6.91994452262,6.91994452264,6.91994452264,4.08752908582,6.9199445234,6.9199445234,6.9199445224,6.9199445229,6.9199445229,6.9199445225,6.9199445225,6.9199445226,6.9199445226,6.9199445226,6.91994452258,6.91994452258,6.91994452253,6.91994452253,5.618603788,6.86374219495,6.91994452221,6.9199445222,9.96019374882,9.63657798972,9.96019374862,9.96019374862,9.96019374892,8.39355260642,8.31611997002,9.00687842592,9.960193749035,9.960193749035,9.96019374907,9.9601937487,9.9601937486,9.9601937487,9.9601937487,9.83686205797,8.64720584007,8.62437748742,9.63888177032,7.02298550763,6.93434811978,7.21430006977,8.298371864713,9.960193749113,9.960193749113,9.960193749113,9.960193748713,9.960193748713,9.960193748613,9.960193748613,9.960193748513,9.960193748513,9.960193748693,9.960193748693,9.960193748483,9.960193748143,9.960193748143,9.960193748703,9.872572809983,9.960193748683,9.960193748683,9.960193748683,9.960193748683,9.960193748683,9.960193748633,9.616637015233,9.960193748623,9.960193748623,9.960193748613,9.960193748613,9.960193748613,9.960193748613,9.960193748713,9.960193749013,7.935831090913,7.80649119187,8.33633450627,9.96019374877,9.9601937486,9.9601937486,9.96019374858,9.96019374858,9.96019374854,9.9601937486,9.96019374857,9.96019374857,9.96019374866,9.96019374866,9.96019374838,9.96019374838,9.96019374837,9.96019374837,7.30447382417,9.96019374857,9.960193748203,9.960193748203,9.71020635397,9.46412339147,8.36209608087,7.35806379677
"t72",4.70107397212,1.94955956655,1.94955956655,1.94955956655,0,0.68498851852,0.68498851852,0.83963137825,5.94369183825,5.65858883585,5.94369183865,5.94369183865,5.19915374725,6.91994452247,6.91994452247,6.91994452217,6.91994452217,5.63555094097,6.91994452281,6.91994452251,6.91994452251,6.91994452233,6.91994452233,6.91994452261,6.91994452261,6.91994452261,6.60667083441,6.91994452251,6.91994452257,6.91994452259,6.91994452259,4.08752908577,6.91994452335,6.91994452335,6.91994452235,6.91994452285,6.91994452285,6.91994452245,6.91994452245,6.91994452255,6.91994452255,6.91994452255,6.91994452253,6.91994452253,6.91994452248,6.91994452248,5.61860378795,6.8637421949,6.91994452216,6.91994452215,9.96019374877,9.63657798967,9.96019374857,9.96019374857,9.96019374887,8.39355260637,8.31611996997,9.00687842587,9.960193748985,9.960193748985,9.96019374902,9.96019374865,9.96019374855,9.96019374865,9.96019374865,9.83686205792,8.64720584002,8.62437748737,9.63888177027,7.02298550758,6.93434811973,7.21430006972,8.298371864663,9.960193749063,9.960193749063,9.960193749063,9.960193748663,9.960193748663,9.960193748563,9.960193748563,9.960193748463,9.960193748463,9.960193748643,9.960193748643,9.960193748433,9.960193748093,9.960193748093,9.960193748653,9.872572809933,9.960193748633,9.960193748633,9.960193748633,9.960193748633,9.960193748633,9.960193748583,9.616637015183,9.960193748573,9.960193748573,9.960193748563,9.960193748563,9.960193748563,9.960193748563,9.960193748663,9.960193748963,7.935831090863,7.80649119182,8.33633450622,9.96019374872,9.96019374855,9.96019374855,9.96019374853,9.96019374853,9.96019374849,9.96019374855,9.96019374852,9.96019374852,9.96019374861,9.96019374861,9.96019374833,9.96019374833,9.96019374832,9.96019374832,7.30447382412,9.96019374852,9.960193748153,9.960193748153,9.71020635392,9.46412339142,8.36209608082,7.35806379672
"t121",4.70107397204,1.94955956647,1.94955956647,1.94955956647,0.68498851852,0,0.13187776244,0.83963137817,5.94369183817,5.65858883577,5.94369183857,5.94369183857,5.19915374717,6.91994452239,6.91994452239,6.91994452209,6.91994452209,5.63555094089,6.91994452273,6.91994452243,6.91994452243,6.91994452225,6.91994452225,6.91994452253,6.91994452253,6.91994452253,6.60667083433,6.91994452243,6.91994452249,6.91994452251,6.91994452251,4.08752908569,6.91994452327,6.91994452327,6.91994452227,6.91994452277,6.91994452277,6.91994452237,6.91994452237,6.91994452247,6.91994452247,6.91994452247,6.91994452245,6.91994452245,6.9199445224,6.9199445224,5.61860378787,6.86374219482,6.91994452208,6.91994452207,9.96019374869,9.63657798959,9.96019374849,9.96019374849,9.96019374879,8.39355260629,8.31611996989,9.00687842579,9.960193748905,9.960193748905,9.96019374894,9.96019374857,9.96019374847,9.96019374857,9.96019374857,9.83686205784,8.64720583994,8.62437748729,9.63888177019,7.0229855075,6.93434811965,7.21430006964,8.298371864583,9.960193748983,9.960193748983,9.960193748983,9.960193748583,9.960193748583,9.960193748483,9.960193748483,9.960193748383,9.960193748383,9.960193748563,9.960193748563,9.960193748353,9.960193748013,9.960193748013,9.960193748573,9.872572809853,9.960193748553,9.960193748553,9.960193748553,9.960193748553,9.960193748553,9.960193748503,9.616637015103,9.960193748493,9.960193748493,9.960193748483,9.960193748483,9.960193748483,9.960193748483,9.960193748583,9.960193748883,7.935831090783,7.80649119174,8.33633450614,9.96019374864,9.96019374847,9.96019374847,9.96019374845,9.96019374845,9.96019374841,9.96019374847,9.96019374844,9.96019374844,9.96019374853,9.96019374853,9.96019374825,9.96019374825,9.96019374824,9.96019374824,7.30447382404,9.96019374844,9.960193748073,9.960193748073,9.71020635384,9.46412339134,8.36209608074,7.35806379664
"t122",4.70107397204,1.94955956647,1.94955956647,1.94955956647,0.68498851852,0.13187776244,0,0.83963137817,5.94369183817,5.65858883577,5.94369183857,5.94369183857,5.19915374717,6.91994452239,6.91994452239,6.91994452209,6.91994452209,5.63555094089,6.91994452273,6.91994452243,6.91994452243,6.91994452225,6.91994452225,6.91994452253,6.91994452253,6.91994452253,6.60667083433,6.91994452243,6.91994452249,6.91994452251,6.91994452251,4.08752908569,6.91994452327,6.91994452327,6.91994452227,6.91994452277,6.91994452277,6.91994452237,6.91994452237,6.91994452247,6.91994452247,6.91994452247,6.91994452245,6.91994452245,6.9199445224,6.9199445224,5.61860378787,6.86374219482,6.91994452208,6.91994452207,9.96019374869,9.63657798959,9.96019374849,9.96019374849,9.96019374879,8.39355260629,8.31611996989,9.00687842579,9.960193748905,9.960193748905,9.96019374894,9.96019374857,9.96019374847,9.96019374857,9.96019374857,9.83686205784,8.64720583994,8.62437748729,9.63888177019,7.0229855075,6.93434811965,7.21430006964,8.298371864583,9.960193748983,9.960193748983,9.960193748983,9.960193748583,9.960193748583,9.960193748483,9.960193748483,9.960193748383,9.960193748383,9.960193748563,9.960193748563,9.960193748353,9.960193748013,9.960193748013,9.960193748573,9.872572809853,9.960193748553,9.960193748553,9.960193748553,9.960193748553,9.960193748553,9.960193748503,9.616637015103,9.960193748493,9.960193748493,9.960193748483,9.960193748483,9.960193748483,9.960193748483,9.960193748583,9.960193748883,7.935831090783,7.80649119174,8.33633450614,9.96019374864,9.96019374847,9.96019374847,9.96019374845,9.96019374845,9.96019374841,9.96019374847,9.96019374844,9.96019374844,9.96019374853,9.96019374853,9.96019374825,9.96019374825,9.96019374824,9.96019374824,7.30447382404,9.96019374844,9.960193748073,9.960193748073,9.71020635384,9.46412339134,8.36209608074,7.35806379664
"t64",4.70107397207,1.9495595665,1.9495595665,1.9495595665,0.83963137825,0.83963137817,0.83963137817,0,5.9436918382,5.6585888358,5.9436918386,5.9436918386,5.1991537472,6.91994452242,6.91994452242,6.91994452212,6.91994452212,5.63555094092,6.91994452276,6.91994452246,6.91994452246,6.91994452228,6.91994452228,6.91994452256,6.91994452256,6.91994452256,6.60667083436,6.91994452246,6.91994452252,6.91994452254,6.91994452254,4.08752908572,6.9199445233,6.9199445233,6.9199445223,6.9199445228,6.9199445228,6.9199445224,6.9199445224,6.9199445225,6.9199445225,6.9199445225,6.91994452248,6.91994452248,6.91994452243,6.91994452243,5.6186037879,6.86374219485,6.91994452211,6.9199445221,9.96019374872,9.63657798962,9.96019374852,9.96019374852,9.96019374882,8.39355260632,8.31611996992,9.00687842582,9.960193748935,9.960193748935,9.96019374897,9.9601937486,9.9601937485,9.9601937486,9.9601937486,9.83686205787,8.64720583997,8.62437748732,9.63888177022,7.02298550753,6.93434811968,7.21430006967,8.298371864613,9.960193749013,9.960193749013,9.960193749013,9.960193748613,9.960193748613,9.960193748513,9.960193748513,9.960193748413,9.960193748413,9.960193748593,9.960193748593,9.960193748383,9.960193748043,9.960193748043,9.960193748603,9.872572809883,9.960193748583,9.960193748583,9.960193748583,9.960193748583,9.960193748583,9.960193748533,9.616637015133,9.960193748523,9.960193748523,9.960193748513,9.960193748513,9.960193748513,9.960193748513,9.960193748613,9.960193748913,7.935831090813,7.80649119177,8.33633450617,9.96019374867,9.9601937485,9.9601937485,9.96019374848,9.96019374848,9.96019374844,9.9601937485,9.96019374847,9.96019374847,9.96019374856,9.96019374856,9.96019374828,9.96019374828,9.96019374827,9.96019374827,7.30447382407,9.96019374847,9.960193748103,9.960193748103,9.71020635387,9.46412339137,8.36209608077,7.35806379667
"t26",4.70107397187,5.9436918383,5.9436918383,5.9436918383,5.94369183825,5.94369183817,5.94369183817,5.9436918382,0,2.7452363896,3.0303393924,3.0303393924,2.285801301,6.91994452222,6.91994452222,6.91994452192,6.91994452192,5.63555094072,6.91994452256,6.91994452226,6.91994452226,6.91994452208,6.91994452208,6.91994452236,6.91994452236,6.91994452236,6.60667083416,6.91994452226,6.91994452232,6.91994452234,6.91994452234,4.08752908552,6.9199445231,6.9199445231,6.9199445221,6.9199445226,6.9199445226,6.9199445222,6.9199445222,6.9199445223,6.9199445223,6.9199445223,6.91994452228,6.91994452228,6.91994452223,6.91994452223,5.6186037877,6.86374219465,6.91994452191,6.9199445219,9.96019374852,9.63657798942,9.96019374832,9.96019374832,9.96019374862,8.39355260612,8.31611996972,9.00687842562,9.960193748735,9.960193748735,9.96019374877,9.9601937484,9.9601937483,9.9601937484,9.9601937484,9.83686205767,8.64720583977,8.62437748712,9.63888177002,7.02298550733,6.93434811948,7.21430006947,8.298371864413,9.960193748813,9.960193748813,9.960193748813,9.960193748413,9.960193748413,9.960193748313,9.960193748313,9.960193748213,9.960193748213,9.960193748393,9.960193748393,9.960193748183,9.960193747843,9.960193747843,9.960193748403,9.872572809683,9.960193748383,9.960193748383,9.960193748383,9.960193748383,9.960193748383,9.960193748333,9.616637014933,9.960193748323,9.960193748323,9.960193748313,9.960193748313,9.960193748313,9.960193748313,9.960193748413,9.960193748713,7.935831090613,7.80649119157,8.33633450597,9.96019374847,9.9601937483,9.9601937483,9.96019374828,9.96019374828,9.96019374824,9.9601937483,9.96019374827,9.96019374827,9.96019374836,9.96019374836,9.96019374808,9.96019374808,9.96019374807,9.96019374807,7.30447382387,9.96019374827,9.960193747903,9.960193747903,9.71020635367,9.46412339117,8.36209608057,7.35806379647
"t52",4.41597096947,5.6585888359,5.6585888359,5.6585888359,5.65858883585,5.65858883577,5.65858883577,5.6585888358,2.7452363896,0,1.022843752,1.022843752,0.908707386,6.63484151982,6.63484151982,6.63484151952,6.63484151952,5.35044793832,6.63484152016,6.63484151986,6.63484151986,6.63484151968,6.63484151968,6.63484151996,6.63484151996,6.63484151996,6.32156783176,6.63484151986,6.63484151992,6.63484151994,6.63484151994,3.80242608312,6.6348415207,6.6348415207,6.6348415197,6.6348415202,6.6348415202,6.6348415198,6.6348415198,6.6348415199,6.6348415199,6.6348415199,6.63484151988,6.63484151988,6.63484151983,6.63484151983,5.3335007853,6.57863919225,6.63484151951,6.6348415195,9.67509074612,9.35147498702,9.67509074592,9.67509074592,9.67509074622,8.10844960372,8.03101696732,8.72177542322,9.675090746335,9.675090746335,9.67509074637,9.675090746,9.6750907459,9.675090746,9.675090746,9.55175905527,8.36210283737,8.33927448472,9.35377876762,6.73788250493,6.64924511708,6.92919706707,8.013268862013,9.675090746413,9.675090746413,9.675090746413,9.675090746013,9.675090746013,9.675090745913,9.675090745913,9.675090745813,9.675090745813,9.675090745993,9.675090745993,9.675090745783,9.675090745443,9.675090745443,9.675090746003,9.587469807283,9.675090745983,9.675090745983,9.675090745983,9.675090745983,9.675090745983,9.675090745933,9.331534012533,9.675090745923,9.675090745923,9.675090745913,9.67509074591301,9.67509074591301,9.675090745913,9.675090746013,9.675090746313,7.650728088213,7.52138818917,8.05123150357,9.67509074607,9.6750907459,9.6750907459,9.67509074588,9.67509074588,9.67509074584,9.6750907459,9.67509074587,9.67509074587,9.67509074596,9.67509074596,9.67509074568,9.67509074568,9.67509074567,9.67509074567,7.01937082147,9.67509074587,9.675090745503,9.675090745503,9.42510335127,9.17902038877,8.07699307817,7.07296079407
