"accepted_species","trait_ARD"
"t6","0"
"t77","0"
"t45","1"
"t59","0"
"t60","0"
"t9","0"
"t5","0"
"t11","0"
"t12","1"
"t31","0"
"t32","1"
"t41","1"
"t42","1"
"t13","1"
"t52","0"
"t53","1"
"t46","0"
"t15","1"
"t19","1"
"t20","0"
"t39","1"
"t40","1"
"t38","1"
"t3","1"
"t69","0"
"t70","0"
"t49","1"
"t50","1"
"t81","0"
"t82","0"
"t7","1"
"t2","0"
"t57","1"
"t58","0"
"t56","0"
"t67","1"
"t68","1"
"t85","0"
"t86","0"
"t24","0"
"t33","0"
"t34","0"
"t95","0"
"t96","0"
"t25","1"
"t75","1"
"t76","1"
"t61","0"
"t62","0"
"t51","0"
"t10","0"
"t71","0"
"t72","0"
"t63","1"
"t64","1"
"t48","1"
"t93","1"
"t94","1"
"t83","1"
"t84","1"
"t8","0"
"t54","0"
"t55","1"
"t26","1"
"t73","0"
"t74","0"
"t65","1"
"t66","1"
"t22","0"
"t23","1"
"t89","0"
"t90","0"
"t17","0"
"t18","0"
"t21","1"
"t97","0"
"t98","0"
"t16","0"
"t87","1"
"t88","1"
"t47","0"
"t35","1"
"t36","1"
"t79","1"
"t80","1"
"t78","1"
"t37","0"
"t30","0"
"t28","0"
"t29","0"
"t91","0"
"t92","0"
"t27","1"
"t4","0"
"t43","0"
"t44","0"
"t99","0"
"t100","0"
"t14","1"
"t1","0"
