"accepted_species","trait_ARD"
"t7","0"
"t28","0"
"t29","0"
"t6","0"
"t86","1"
"t87","1"
"t49","1"
"t50","1"
"t24","0"
"t25","0"
"t30","0"
"t31","0"
"t38","1"
"t95","1"
"t96","1"
"t20","1"
"t63","0"
"t58","0"
"t99","0"
"t100","0"
"t27","1"
"t52","0"
"t53","0"
"t51","0"
"t74","0"
"t75","0"
"t34","0"
"t35","1"
"t32","1"
"t83","0"
"t84","0"
"t21","1"
"t71","1"
"t72","0"
"t13","0"
"t67","1"
"t68","1"
"t3","0"
"t41","0"
"t42","0"
"t61","0"
"t62","0"
"t19","1"
"t15","0"
"t43","0"
"t44","0"
"t79","0"
"t80","0"
"t36","1"
"t37","1"
"t97","1"
"t98","1"
"t88","1"
"t33","1"
"t73","0"
"t81","0"
"t82","0"
"t76","1"
"t77","1"
"t89","0"
"t90","0"
"t85","0"
"t78","0"
"t39","0"
"t56","0"
"t57","0"
"t16","1"
"t9","0"
"t8","0"
"t23","0"
"t93","0"
"t94","0"
"t40","0"
"t45","0"
"t46","0"
"t14","1"
"t55","1"
"t91","1"
"t92","1"
"t11","1"
"t65","1"
"t66","0"
"t69","1"
"t70","1"
"t22","1"
"t10","1"
"t1","0"
"t4","1"
"t54","0"
"t64","0"
"t26","0"
"t12","0"
"t59","1"
"t60","1"
"t2","1"
"t47","0"
"t48","0"
"t5","0"
"t17","1"
"t18","1"
