"","V_1","V_2","V_3","V_4","V_5","V_6","V_7","V_8","V_9","V_10","V_11","V_12","V_13","V_14","V_15","V_16","V_17","V_18","V_19","V_20","V_21","V_22","V_23","V_24","V_25","V_26","V_27","V_28","V_29","V_30","V_31","V_32","V_33","V_34","V_35","V_36","V_37","V_38","V_39","V_40","V_41","V_42","V_43","V_44","V_45","V_46","V_47","V_48","V_49","V_50","V_51","V_52","V_53","V_54","V_55","V_56","V_57","V_58","V_59","V_60","V_61","V_62","V_63","V_64","V_65","V_66","V_67","V_68","V_69","V_70","V_71","V_72","V_73","V_74","V_75","V_76","V_77","V_78","V_79","V_80","V_81","V_82","V_83","V_84","V_85","V_86","V_87","V_88","V_89","V_90","V_91","V_92","V_93","V_94","V_95","V_96","V_97","V_98","V_99","V_100","V_101","V_102","V_103","V_104","V_105","V_106","V_107","V_108","V_109","V_110","V_111","V_112","V_113","V_114","V_115"
"t1",-0.0359949148452088,0.0174668653434334,-0.00549710094764709,0.000946313108151504,-0.0516586972640875,0.00489279572402884,-0.0232989944529455,0.00283874139796535,-0.00010176365676682,0.0502995655602949,-0.00642547502939192,0.0172868865268462,-0.0609419952981439,0.00400326512231191,-0.0249023762804905,0.211765704758554,-0.0365829803620876,-0.0115942444084393,0.158504033813161,-0.108670962283552,-5.2976590822418e-16,-3.46581446823903e-14,-0.075361701020527,-0.00096697954797576,0.00376409920491196,-0.00219065857395538,0.0213517165140732,-0.0560294355642944,0.130006987387417,-0.428327760857831,0.573541912657256,-9.00429904249211e-17,-8.34516433025625e-15,1.18828558104411e-16,1.47885176327023e-16,-0.0369861095997138,0.0621133866447404,-0.283730765959981,0.0146887138916185,-0.0254568795023017,0.0050705730532809,-0.160322338458404,0.099504577584016,-0.156108394207902,0.0132758539634042,-0.053738368257979,-0.135973155262847,0.197542987138099,-0.380222244629905,0.0248602750958604,0.0269556300087585,-0.000359284671370766,-0.0518466660504962,0.0171047005048726,0.0110331136096068,5.66842010256378e-05,0.00467558451148539,0.02119763009421,-0.0229573314847914,-0.000773959556037801,-0.000271248655061121,0.00149861644508456,0.00542812810201525,3.42518607105805e-05,0.0012147237897806,0.000684359543124892,0.000213562609891211,8.09064254705314e-05,0.000513425341524845,2.76075085881726e-16,6.39700457590129e-18,0.000310867635543673,0.00160261468525896,-0.0118802886785622,0.00747386305679705,-0.00209986089721076,8.49434986248725e-05,1.55687824892594e-05,1.40538500517536e-05,0.000117687315680103,8.15708902044232e-05,-0.000228668437151909,-1.68088164928822e-15,-4.0766001685455e-17,-1.28220459423567e-16,-6.94973592563208e-17,2.16840434497101e-17,-3.03576608295941e-18,5.57246035339659e-17,-8.2128314565777e-17,1.7726705520138e-17,2.00035300823576e-17,-7.34004870772687e-17,2.85145171363688e-17,1.33832793852956e-17,5.31259064517897e-17,2.45571792067967e-17,-4.33680868994202e-18,5.8113236445223e-17,-4.64038529823796e-17,-1.89735380184963e-18,-1.50549906328674e-15,5.42643187328995e-17,-2.72134745293862e-17,-7.38341679462629e-17,-1.94560079852524e-16,-1.35118695746006e-17,-6.03900610074426e-17,-3.14418630020796e-17,2.89698820488127e-16,5.13911829758129e-17,1.60895602396849e-16,-7.22620747961589e-17,-1.05059190513845e-16,-8.67361737988404e-19
"t3",-0.0593980397021576,-0.0037380305878479,-0.00218290296442639,0.000605250811686896,-0.0672721237345035,0.00155356903271248,-0.0288875863422984,0.000390894031214907,-0.000123657025614631,0.0298851367944854,-0.00705464939307447,0.0106219823903424,-0.039665604421292,0.00261143243505868,-0.0176709827766732,0.158366596125816,-0.0397133562878443,-0.00572073277538955,0.0869878923350711,-0.0703407278448581,-5.82980476508233e-16,-6.08780257527479e-14,-0.129286534754673,-0.000304456159157944,0.00161983373655373,-0.00213780582333646,0.0102609438557606,-0.0324331158350811,0.0632307960121167,-0.223334831162984,0.254666408126098,-3.69794735764455e-16,-2.79893909088152e-15,1.01159585534655e-15,5.33665201698063e-16,-0.00421812281064203,0.0265556812247692,-0.120178101823413,0.00580671075228417,-0.00942458579635133,0.00182905348991833,-0.0545612113690245,-0.0485782125535323,-0.0059314440545014,-0.00296647973708409,0.0125676729909845,0.0837534978978145,-0.361724525698785,0.727237579823661,-0.0544730560255781,-0.260982797629012,0.0425648235187014,0.150207885605244,-0.0502248614882297,0.0448944308998367,0.000205672350591966,0.0134358807119776,0.0391746455331947,0.095806275808963,-0.00477693843369833,-0.00134717177269738,0.00362237127009641,-0.0215129690521764,7.64901652150605e-05,0.00266059618569032,0.0013697439344761,0.000400971631110944,0.000151833106082603,0.000958583792079212,-1.40179697189621e-15,6.28955027308631e-16,0.000472161877397555,-0.00853391200875106,0.0654320978632885,0.0129003423258871,0.0148687575485708,0.000112393586899261,2.05303386575655e-05,1.85288925043974e-05,0.000154949820079905,0.000105348907683823,0.00183219648002852,3.16814048305019e-15,-4.39395699805289e-16,8.34984699746715e-16,-3.06202660392251e-16,-3.21814849011334e-16,6.34547810468025e-16,-4.95738886141999e-16,-1.35533297281914e-16,4.5378650057196e-16,-1.01893983466223e-15,5.12556381758457e-16,-6.52334824009061e-16,-4.15797425090988e-16,-2.0423912446876e-15,7.83805556333336e-17,4.74798544218379e-16,-9.43718242965129e-16,1.76194420376427e-16,-7.29676835235426e-16,3.75836482190986e-15,-3.33336412263644e-16,4.28710202067832e-16,2.56036789037084e-16,7.25831798913425e-16,1.23727080093487e-16,1.20365602805704e-15,-1.14865623358937e-15,4.02209348618038e-16,-1.16396007938506e-15,-6.94272997302701e-16,-6.10541700784218e-16,1.54908268804548e-16,-1.38094302451739e-15
"t112",-0.116851572861471,-0.0562705377304417,0.0060951687955525,-0.000257678622534143,-0.144867555483032,-0.0160628743422661,0.263696178839637,0.00962737352860392,0.062126892982822,-0.0105180990648428,0.0240231954220753,-0.00227618592664554,0.0112579895481224,-0.000743397528719023,0.00773426468063094,-0.0938124780961441,0.0649710348622232,-0.00750576324940338,0.0687842612732533,-0.0122354599835776,1.76963015920001e-16,2.32355964320084e-16,-2.11665911913073e-06,1.0363278859148e-05,8.31828091662308e-05,-0.221560661503113,-0.00106763462987151,0.543452338650454,0.0628225206305494,-0.0484569234073468,-0.00413339265150547,5.2898940238673e-16,-1.11907535870478e-15,2.57608696584411e-16,4.64763010830233e-16,-0.000146212978892288,-6.96112252957619e-05,0.000379937709697936,-3.03699852774583e-05,5.76412425807391e-05,-1.16432598588319e-05,0.000374619662705529,0.00124796204664,3.97604230402485e-05,2.11499931264312e-05,-8.9800491083104e-05,-0.000654683942297327,0.00532607652980296,-0.00452805298331652,0.000366470461871811,0.00241286220369221,-0.00044734011955939,0.00500135584088198,-0.00252725181815797,-0.000497652606552302,-2.87710195469094e-06,-0.000352335542454037,-0.00514547239116317,0.0471965631373763,-0.000893788862038501,-0.000213755445778535,0.000371027560175064,0.0886711191138817,-1.05856598937041e-06,-2.44379880548113e-05,-1.76896575472082e-06,-7.66570391553257e-08,-2.84875172118626e-08,-1.45447814605635e-07,-3.57410732504947e-16,2.94117891871567e-15,-1.61450350494012e-07,-5.9454727673661e-05,7.43817479524878e-05,-4.35684461653043e-06,0.000332683855092534,-7.61761368533332e-08,-1.41621713343988e-08,-1.2793747864899e-08,-1.07658060309685e-07,-7.77880841871976e-08,4.9725166980771e-05,0.701033596829972,-0.00770625867784982,-0.0218916322922354,0.00928784175247118,0.0144603958451832,-0.00731949910968008,-0.0235240342338755,-0.0241245159144085,0.0159580420043762,-0.00450719385051774,-0.00862187183708291,0.00418750200794933,-0.0121473077528042,0.00899224250820809,0.011786472982326,-0.031789214580838,0.00567628156179948,-0.0120393010732668,-0.00148464896684382,0.0302251139386427,-0.00955646886221102,0.0195140181569515,0.00327681786222966,-0.0148590035693078,0.00509670832567649,-0.0185812263931511,0.000601142144250466,-0.0257992072004702,0.000219338499941011,0.004341128837939,-0.00125518051298474,0.00553165960528213,0.0435817496761273
"t125",-0.116851572861471,-0.0562705377304411,0.00609516879555218,-0.000257678622533959,-0.144867555483032,-0.0160628743422658,0.263696178839635,0.00962737352860437,0.0621268929828222,-0.0105180990648425,0.0240231954220752,-0.00227618592664554,0.0112579895481223,-0.000743397528719139,0.0077342646806308,-0.0938124780961444,0.0649710348622225,-0.00750576324940382,0.0687842612732523,-0.0122354599835769,2.3106328511503e-17,-2.90985581587966e-16,-2.11665911609843e-06,1.0363278860022e-05,8.31828091644032e-05,-0.221560661503112,-0.00106763462987241,0.543452338650453,0.0628225206305504,-0.0484569234073468,-0.0041333926515032,5.22383617660888e-16,4.9148090288192e-16,2.07404831812979e-16,5.2088794504272e-16,-0.000146212978891886,-6.96112252971705e-05,0.000379937709697964,-3.03699852774531e-05,5.76412425814417e-05,-1.16432598590895e-05,0.000374619662708513,0.0012479620466437,3.9760423042004e-05,2.11499931220549e-05,-8.98004910817457e-05,-0.000654683942297236,0.00532607652980462,-0.00452805298330917,0.00036647046186947,0.00241286220369844,-0.000447340119559429,0.00500135584087745,-0.00252725181816365,-0.000497652606553589,-2.87710195069531e-06,-0.000352335542450475,-0.00514547239115598,0.0471965631373806,-0.00089378886203352,-0.000213755445779219,0.000371027560176642,0.0886711191138837,-1.05856598720126e-06,-2.44379880503502e-05,-1.76896575404187e-06,-7.66570379503027e-08,-2.84875174646375e-08,-1.45447818091318e-07,1.23149783644585e-15,2.78079431239499e-15,-1.61450347717099e-07,-5.94547276754014e-05,7.43817479829053e-05,-4.35684461908697e-06,0.000332683855097648,-7.61761360261581e-08,-1.41621754732402e-08,-1.27937327850524e-08,-1.07658068518658e-07,-7.77880933885791e-08,4.97251669906393e-05,-0.701033596829975,0.00770625867784996,0.0218916322922358,-0.00928784175247073,-0.0144603958451834,0.00731949910968001,0.0235240342338757,0.0241245159144084,-0.0159580420043763,0.0045071938505173,0.00862187183708291,-0.00418750200794937,0.0121473077528045,-0.00899224250820859,-0.0117864729823261,0.031789214580838,-0.0056762815617994,0.0120393010732665,0.00148464896684378,-0.0302251139386428,0.00955646886221135,-0.0195140181569512,-0.00327681786223002,0.0148590035693077,-0.00509670832567668,0.0185812263931509,-0.000601142144250864,0.0257992072004705,-0.000219338499940756,-0.00434112883793884,0.00125518051298438,-0.00553165960528194,-0.0435817496761276
"t79",-0.117496553305015,-0.056852358533675,0.00618310743410166,-0.000263671773641366,-0.150386071109983,-0.016805236211308,0.277619506169232,0.0101593485176595,0.0659026124240328,-0.0115676642294376,0.0272487860407399,-0.00258945534578166,0.0137123381859515,-0.000909321249712781,0.0107958977456761,-0.135742640641177,0.0992105791739168,-0.0121344909569177,0.113306522730209,-0.023124378615392,-7.41923510801186e-17,-2.31634864265627e-16,0.000263199336669639,-1.79440846301218e-05,-6.47236786623066e-05,0.155524938885394,0.000241770840090418,-0.0540425019936977,-0.0057428078189655,0.00263736771333312,0.000121467761896504,-5.70205809251555e-16,2.57305403340175e-17,2.35181232754762e-16,9.12317862024877e-17,1.95124985925832e-08,4.62343690936506e-07,-3.82924181166477e-06,1.24367743342679e-06,-4.28047837477442e-06,1.02351962094583e-06,-4.48696086414735e-05,-0.000260862791216621,-1.82997096660475e-05,-1.48334160363145e-05,6.37205377682776e-05,0.000626949856535691,-0.0066470554435917,0.0066414547502732,-0.000556380231048922,-0.00476774437067489,0.000971642289311078,-0.0148373380169036,0.00870395404189946,0.00195664401887231,1.19423290394838e-05,0.0016948830950027,0.0299801309979753,-0.297933895923234,0.00583009380154847,0.00140874242102228,-0.00326693503672281,-0.842395543314795,1.25133993096944e-05,0.00030747363396231,3.49629550910443e-05,2.94689616245187e-06,1.10329661862206e-06,6.13286840858175e-06,-3.08392344466598e-15,-2.33093213460689e-14,-2.45100347511445e-06,-0.000714934920181315,0.000710777070827098,-3.81411950787832e-05,0.00171953840899921,-3.62959999500258e-07,-6.67741012128364e-08,-6.0283781034196e-08,-5.05091468391044e-07,-3.42483180984675e-07,0.000214113669451228,-2.736366800952e-15,-1.2831567829309e-15,3.57244814308318e-16,-1.04588315295382e-15,7.85669153720933e-16,3.53662126861441e-16,8.42631070405133e-16,7.03577843117495e-16,8.94157439253533e-17,5.65144677998418e-16,-3.57452521505905e-16,1.72414944861033e-16,-2.60590631120779e-16,-7.87989803338052e-16,-3.7893620169609e-16,-4.39003275110909e-16,-6.01763327569586e-16,-2.82363963419342e-16,-4.16529097294802e-16,1.84112950359307e-15,-1.02364894604269e-15,-2.44388862502446e-16,2.91693512801123e-16,-4.24671424216411e-16,6.15243857615792e-16,4.68811191090725e-16,6.47325736599396e-16,-2.74024975838654e-15,-1.57889685432958e-15,5.51779483709832e-17,-3.02117528619707e-15,1.2482395692903e-15,6.54406442525012e-16
"t110",-0.118759369485951,-0.0579719073501586,0.00634997769220802,-0.000274730450354385,-0.160154160714899,-0.0180926942623839,0.301394156054829,0.0110626628459132,0.0722365388894588,-0.0132039040763922,0.0320253534817457,-0.00305127008323197,0.0170226972435915,-0.00113205430646736,0.0144481074912389,-0.184531463053407,0.137749044337286,-0.0171860473395632,0.161445967111036,-0.0342317573250848,-9.12728886325388e-17,-5.86405074841788e-16,0.000469723963899299,-3.64379266545715e-05,-0.000147713692999607,0.361914911949297,0.000747216265377769,-0.220733577702821,-0.0242022998676207,0.0136051133616808,0.000810649654136741,-2.16080552488075e-16,3.41229539262797e-16,1.08654418654613e-17,-3.50930942041979e-16,-1.6745622768953e-06,-5.34634618626351e-06,3.54745534811296e-05,-5.34528857419614e-06,1.31052700300064e-05,-2.84209321824939e-06,0.000104000071184135,0.000435105905707889,1.91904654722325e-05,1.2273843246125e-05,-5.23904915623145e-05,-0.000439780332277664,0.00408926246640338,-0.0037903733401391,0.000312648602370603,0.002395456933152,-0.000470329942146145,0.00642513207747127,-0.00359580973469031,-0.000777837297339805,-4.67748303047512e-06,-0.000639161094954945,-0.0108202422677981,0.105751416093075,-0.00205590079272271,-0.000495769269028163,0.00109268476401754,0.278521033032539,-4.01711429285048e-06,-9.79717438957887e-05,-1.06648683211016e-05,-8.64378194102429e-07,-3.23515185747189e-07,-1.79212794008214e-06,1.44980987445878e-17,7.52805207586334e-15,6.08616066949874e-07,0.000171309534422714,-0.000162553924090426,8.53568987470472e-06,-0.000313327928762115,6.29289509821373e-08,1.1496922059418e-08,1.03750438283738e-08,8.66758229766613e-08,5.61624373549428e-08,-3.45124591879e-05,0.0365538188679172,0.0894613107582673,-0.0135731323793922,-0.0243118197471718,-0.129687316181356,0.0151728335939682,-0.00853519232543208,-0.023111681909326,-0.00766185018700377,-0.017713777032391,0.00440960379251349,-0.0217394690641653,0.0185457523668446,0.118576580996231,-0.0112231185167379,0.0101838097660107,0.0015087841446459,0.00812708346432694,-0.00679659332557435,-0.147365019997407,0.0228991857886182,0.0242256266885162,0.00529306406025898,-0.00223830520948934,0.00926101672990209,0.0128547550267146,0.0191886122900104,0.41225021336452,0.200454801088904,-0.00262277648875717,0.355868779325543,-0.264644471634585,-0.162227129657365
"t111",-0.118759369485951,-0.0579719073501586,0.00634997769220806,-0.000274730450354338,-0.160154160714898,-0.0180926942623839,0.30139415605483,0.0110626628459134,0.0722365388894588,-0.0132039040763917,0.0320253534817455,-0.00305127008323185,0.0170226972435913,-0.00113205430646731,0.0144481074912388,-0.184531463053407,0.137749044337285,-0.0171860473395634,0.161445967111036,-0.0342317573250849,-7.46415075292518e-17,-5.34688603111047e-16,0.000469723963898896,-3.64379266546789e-05,-0.000147713692999733,0.361914911949298,0.000747216265378174,-0.220733577702822,-0.024202299867621,0.0136051133616794,0.0008106496541351,-1.82903471244278e-16,-6.0489986323561e-16,-1.8858135192839e-18,-1.06807318672529e-16,-1.67456227526813e-06,-5.3463461857986e-06,3.54745534813933e-05,-5.3452885737694e-06,1.31052700299769e-05,-2.84209321752254e-06,0.00010400007118562,0.000435105905708374,1.91904654732872e-05,1.22738432440424e-05,-5.23904915623527e-05,-0.000439780332279816,0.00408926246640325,-0.00379037334014143,0.000312648602370097,0.00239545693315076,-0.000470329942144811,0.00642513207746909,-0.00359580973469144,-0.000777837297341499,-4.67748302940291e-06,-0.000639161094952663,-0.0108202422677955,0.105751416093079,-0.00205590079272232,-0.00049576926902727,0.00109268476401901,0.278521033032547,-4.01711429458004e-06,-9.79717438974494e-05,-1.06648683222272e-05,-8.64378193257416e-07,-3.2351518705948e-07,-1.79212794005555e-06,2.18874575940879e-15,8.12078195347239e-15,6.08616064237173e-07,0.000171309534427594,-0.000162553924086826,8.53568987282168e-06,-0.000313327928763475,6.29289515846149e-08,1.14969192557592e-08,1.03750466979232e-08,8.66758198954333e-08,5.61624319710116e-08,-3.45124591865126e-05,-0.0365538188679161,-0.0894613107582663,0.013573132379392,0.0243118197471721,0.129687316181355,-0.0151728335939683,0.00853519232543185,0.0231116819093258,0.00766185018700383,0.0177137770323908,-0.00440960379251314,0.0217394690641649,-0.0185457523668445,-0.118576580996231,0.0112231185167381,-0.01018380976601,-0.00150878414464557,-0.00812708346432692,0.00679659332557429,0.147365019997405,-0.0228991857886174,-0.0242256266885163,-0.00529306406025928,0.00223830520948959,-0.00926101672990237,-0.0128547550267143,-0.0191886122900109,-0.412250213364517,-0.200454801088902,0.00262277648875736,-0.355868779325541,0.264644471634583,0.162227129657364
"t72",-0.113687892103998,-0.0534610766340683,0.00567586293665585,-0.000229819477180371,-0.120171307108296,-0.0128024691072299,0.203415911155777,0.00733607022213788,0.046046206517935,-0.00634451463103991,0.0118098988217573,-0.00109515686438082,0.00277543846474976,-0.000172649763864972,-0.00159604945147192,0.0306247276962495,-0.0330450488637327,0.00529915016255682,-0.0531011471374593,0.0156379201537663,1.40268063006388e-16,4.01480047139452e-16,-0.00047229640318619,4.64837031572908e-05,0.000207420625229151,-0.511013300194252,-0.000650491628145608,-0.368610097392068,-0.0520872972246667,0.0909937860919235,0.0143745437778465,-5.83919052780652e-17,9.5745675633346e-16,-9.19941820037978e-16,-7.05381259042182e-16,-0.0129849584614017,-0.00100844199016696,0.00462412689602913,-0.000216293959623659,0.000336295006056088,-6.4418507537261e-05,0.0018881631603761,0.0053903176357857,0.000141786603171407,6.86766026230801e-05,-0.000290844192066805,-0.00198350618249024,0.0151655645624887,-0.0123780102949039,0.000992694754442365,0.00605542359413161,-0.00108822839029238,0.01074471287827,-0.00503001335227113,-0.000912955567813852,-5.08070481843868e-06,-0.000550715564424503,-0.00647324677299146,0.0525906585118888,-0.000940647897242755,-0.000220722588270529,0.000144494709827313,0.0168096347955408,5.01590157548431e-07,1.68709907472297e-05,4.81837745525322e-06,6.11922171622672e-07,2.29699351206626e-07,1.31328217212287e-06,-6.9051591583074e-16,7.74141963305822e-18,-1.13305733702489e-06,-0.000363919995566061,0.000402710190878229,-2.2581250185792e-05,0.00137199991559413,-3.04664556768924e-07,-5.64218387096059e-08,-5.09581148820793e-08,-4.28124594232572e-07,-3.02282857787538e-07,0.000191703038278752,-0.0337017269463627,-0.00117396733510623,0.113551458159232,-0.0412305455252813,0.0670010480698531,-0.104003475018157,-0.176400354306598,-0.280775812642054,0.106369028952393,-0.0856756116308469,0.0474902528308215,0.101050403664208,-0.00390908802035896,0.163755360766373,0.0698784235696783,-0.110093512234713,0.0591841604461742,0.136775878268571,0.097382205058363,0.270288268028338,-0.0140077257877598,0.178084859831104,0.0631403545286545,0.163887343084054,-0.0910621478369732,0.00265208059616709,-0.0230404468008473,-0.0727060387058359,0.21656621617272,-0.189876448282164,0.0681256767579202,0.0967637990717527,-0.0739911990891949
"t73",-0.113687892103998,-0.0534610766340683,0.00567586293665587,-0.000229819477180038,-0.120171307108296,-0.0128024691072301,0.203415911155777,0.00733607022213786,0.0460462065179356,-0.00634451463103923,0.0118098988217566,-0.00109515686438093,0.00277543846474976,-0.000172649763864689,-0.00159604945147167,0.0306247276962486,-0.0330450488637327,0.00529915016255644,-0.0531011471374591,0.0156379201537663,1.10645659652835e-17,7.06467034585785e-16,-0.000472296403184788,4.6483703158323e-05,0.000207420625229017,-0.511013300194255,-0.000650491628146059,-0.368610097392069,-0.0520872972246655,0.090993786091925,0.0143745437778485,-3.93811131627313e-16,9.9869504263783e-16,-8.23097295542458e-16,-6.45000795501798e-16,-0.0129849584613998,-0.00100844199016739,0.00462412689602897,-0.000216293959626741,0.0003362950060544,-6.44185075357115e-05,0.00188816316037704,0.00539031763579186,0.000141786603166799,6.86766026202507e-05,-0.000290844192066361,-0.00198350618249084,0.0151655645624844,-0.0123780102949007,0.00099269475444155,0.00605542359413626,-0.00108822839029303,0.0107447128782631,-0.00503001335228094,-0.000912955567813754,-5.08070482114199e-06,-0.000550715564424495,-0.00647324677299686,0.0525906585118878,-0.00094064789723254,-0.000220722588266042,0.000144494709828073,0.0168096347955418,5.01590148919547e-07,1.68709907532548e-05,4.81837745707403e-06,6.11922173820187e-07,2.29699365015905e-07,1.31328217297332e-06,1.13588583766848e-15,2.81885797892394e-15,-1.13305733192876e-06,-0.000363919995569543,0.000402710190875755,-2.25812501895312e-05,0.00137199991562447,-3.04664552634143e-07,-5.64218240345687e-08,-5.09581184139678e-08,-4.2812459349713e-07,-3.02282850558064e-07,0.00019170303831713,0.0337017269463616,0.00117396733510596,-0.113551458159232,0.0412305455252812,-0.0670010480698527,0.104003475018157,0.176400354306598,0.280775812642053,-0.106369028952393,0.0856756116308469,-0.0474902528308215,-0.101050403664208,0.00390908802035911,-0.163755360766373,-0.069878423569678,0.110093512234713,-0.0591841604461737,-0.136775878268571,-0.0973822050583627,-0.270288268028338,0.0140077257877598,-0.178084859831103,-0.063140354528654,-0.163887343084053,0.091062147836973,-0.00265208059616715,0.0230404468008472,0.072706038705836,-0.216566216172719,0.189876448282163,-0.06812567675792,-0.0967637990717526,0.0739911990891945
"t12",-0.109905640683773,-0.0501116860708415,0.00517700583699614,-0.000196794515193277,-0.0910091623497141,-0.00895692715538934,0.132353471106706,0.00463519648524548,0.0270921767890378,-0.00140058045160696,-0.00280574156629402,0.000319886786545348,-0.0077674220409242,0.000538680538945955,-0.014497925950233,0.208441055076275,-0.180528837686338,0.0257022015605748,-0.251087357701028,0.0680379390490584,3.28376777591569e-16,3.37376044419333e-14,0.0711112418472047,-6.00768539761181e-05,-5.11201023500546e-05,0.0858654006245121,-0.000255116419579095,0.0142914727520911,-3.93602597312387e-05,0.00805312846150455,0.00143042640831315,-1.65586690799313e-17,-5.02503480080886e-16,5.1726747584265e-16,-3.81578123604396e-16,0.000153894516386701,9.70825613953512e-05,-0.000567736916270252,6.33975584143831e-05,-0.000147099800321924,3.16893312332456e-05,-0.00115777022621034,-0.00499871939452827,-0.000245905525786544,-0.000169518970635021,0.000725091575723223,0.00640389886337546,-0.0617776127615927,0.058185804807647,-0.00481188827276804,-0.0371400121251771,0.00726355148853574,-0.0945939896866521,0.0504235080688688,0.0102388473044143,5.95849439177604e-05,0.00725167802140518,0.0967814969865595,-0.815858135855439,0.0147408441054192,0.00346716281053459,-0.000975476652709141,0.310509607634624,-3.22048863000649e-05,-0.00101191112103768,-0.000349712691402632,-8.04185222242386e-05,-3.04000223380668e-05,-0.000188439692896434,-1.79391985753881e-15,-9.83470740011349e-15,-5.34236320325024e-05,-0.0134619074774308,0.0117139595959191,-0.000599148953526907,0.0208469475592401,-4.24367135917572e-06,-7.77109799985086e-07,-7.01380612971301e-07,-5.86539529950347e-06,-3.86841002828686e-06,0.00239532686321564,-4.60527329492642e-16,1.49515867620557e-15,1.45454667914568e-15,1.62482525542718e-17,1.51404205652814e-15,-3.82354197087208e-17,-1.77392598794902e-15,-1.42234474067867e-15,1.0075534014423e-15,-3.54367117094684e-15,8.42117716789536e-16,-5.41409469700619e-16,-1.28268485718631e-15,-3.1603475435799e-15,-5.20485401982771e-16,3.07964450388577e-15,-1.6555848865427e-15,2.63673296980112e-15,-2.82589068736158e-17,-3.92699929933369e-15,2.61653361147848e-17,9.53321551111252e-16,7.6492166918896e-17,2.71946955723672e-15,-2.23955874802573e-15,1.69108967374822e-15,-3.83348304395336e-15,8.23077048868966e-18,-2.67715527029168e-15,-2.17748772588253e-15,2.59192069930894e-15,9.29219697341733e-16,6.60256279233726e-16
