,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
t1,1.5188161,13.405822,0.57463163,2.715469,2.3033671,-0.11807928,9.762933,6.6354322,2.5445902,1.2588938,-1.0401372,0.17255175,-0.66908854,1.3627887,9.561181,-2.9644916
t2,-0.014013729,9.208079,0.46709883,1.4053173,0.9320845,-0.2114709,4.9219694,4.6936584,1.0831369,4.203301,-0.9111427,3.693072,-0.14073543,0.26756832,5.9756417,-1.8564318
t3,1.7531843,15.177461,0.6539746,2.9593575,2.517454,-0.15907572,11.733659,7.5967226,2.723023,2.07759,-1.2998916,1.4684954,-0.67800206,1.3507222,10.7949705,-3.3676891
t4,0.7150021,6.825231,0.16778822,1.352154,1.8240392,-0.11377501,4.58831,3.834385,0.9162165,1.2195035,-0.42598748,-0.08246311,-0.3619848,0.016917298,5.3656797,-1.4196947
t5,8.034133,15.630929,0.449517,3.380834,4.0888653,-0.16707513,11.32305,10.578716,2.73136,-0.054713026,-0.78743696,-0.42758766,-1.3645823,2.1297731,12.448923,-3.3304384
t6,-0.00422714,5.705589,0.2483178,-0.0008976084,1.4615887,-0.2123263,-0.026556792,4.614049,0.0027633994,6.4574246,-0.089370206,8.523301,5.1878724,0.029458666,0.9631273,-0.7684758
t7,-0.0018107245,12.321722,0.6126353,1.4430548,1.0678265,-0.22289579,7.420529,6.4204245,1.3533088,4.023396,-1.1336329,4.2321677,-0.24432379,0.6055173,8.003517,-2.4660907
t8,2.5183089,14.1533165,0.88205296,6.333493,3.0357313,-0.025217421,13.827219,5.0947723,7.2504826,-0.018978963,-1.4573928,-0.40136468,-0.692522,2.6503382,8.803361,-2.7060375
t9,0.29847476,5.1674285,0.18467693,0.21091686,2.0511024,-0.22317155,-0.070958346,4.244279,0.0046984637,6.2433963,0.41556892,8.782758,6.2844224,0.036098126,0.051067602,-0.67700243
t10,-0.0119307805,5.6433835,0.2640593,-0.008451606,1.2308147,-0.21798843,-0.030728567,4.389481,0.0008653039,6.128032,-0.16999696,8.51133,5.438602,0.020770304,1.1227292,-0.74983215
t11,-0.03351418,3.6898184,0.6302522,0.12993,-0.1815655,1.7740654,4.606817,0.7178538,0.69246954,-0.0041923355,1.0161507,-0.13557136,-0.30322886,1.9511127,0.47660995,-0.9609049
t12,2.3145127,14.133409,0.99572,3.1836615,1.4141351,1.7430333,14.925085,5.70136,4.796287,-0.038244728,-0.8499534,-0.43049595,-0.9453432,4.4325294,8.498697,-3.6310823
t13,-0.08878594,3.1447363,0.51885176,2.5087242,0.8704177,-0.09313601,2.0543659,0.82728815,2.9837425,2.1703029,-0.33911887,0.095214635,0.99660486,0.55580455,-0.08016044,1.9117144
t14,-0.013484848,10.961465,0.80257964,5.958378,0.9580493,-0.08241144,7.0665703,3.7727864,7.006464,0.87557364,-1.0876008,-0.32286423,-0.38495335,0.71830386,2.8559535,-1.0778016
t15,3.5661917,14.230428,0.14828062,2.0513077,7.2760363,-0.15853016,8.057296,7.890334,0.008989995,-0.036425617,-0.5854202,-0.46510932,-1.1783586,0.6749215,13.342679,-2.9711697
t16,-0.0902213,-0.0017115133,1.0344319,-0.022725176,-0.6270718,3.597367,3.1344752,-0.054067515,0.011183173,-0.0032404521,6.884683,0.43129906,-0.08379552,4.9030128,-0.43674842,0.3121985
t17,-0.015552372,11.67136,0.87993634,6.948657,0.3242635,-0.136717,5.91357,4.186377,8.085075,1.7013887,-1.3663172,-0.29155746,-0.3295825,0.19568262,1.6811869,-0.6292784
t18,-0.05662342,5.841071,0.5935373,5.626663,-0.11706029,-0.11947825,0.7411701,2.5341792,6.524965,2.5583756,-0.65839577,-0.22010605,-0.019940102,0.017244421,-0.41534767,3.4208376
t19,17.52786,10.139871,0.2227085,0.68904793,0.4981752,-0.3566741,2.5201452,16.596552,0.0043693585,-0.07001723,-0.24046601,-0.3953092,-1.2878438,0.69785017,12.36272,-1.7954861
t20,-0.0631036,6.312507,1.3509048,-0.050112985,-0.48578456,4.42008,10.325095,1.2039442,0.0061125415,-0.029793223,3.7075171,-0.31463698,-0.6814788,7.4543786,1.8014802,-2.4638872
t21,-0.17262444,0.11559847,0.72105294,6.338495,5.133347,1.1685425,7.4018188,-0.14452831,5.145825,0.27225846,-0.31055862,-0.3090313,4.353256,1.9749464,-0.57149756,4.31714
t22,16.613037,8.24676,0.1843132,0.43764392,0.36700758,-0.32130525,1.2036461,15.345915,0.009843699,-0.062173355,-0.18518186,-0.35815492,-1.1116073,0.3044786,11.200031,-1.4853468
t23,17.09506,10.913721,0.21830459,0.6068092,0.7227139,-0.3601322,3.1186826,16.469872,0.0038469648,-0.06921375,-0.23100187,-0.40165505,-1.3351964,0.87217236,12.391311,-1.904758
t24,0.35891092,13.250586,0.6496534,0.9598096,10.950092,-0.22988886,4.5317216,6.985333,0.046569474,-0.022748262,-0.22292876,-0.54242903,-1.1158932,0.007414664,13.327493,-2.3057346
t25,-0.08697327,8.07238,1.0773251,8.286728,7.5430965,1.8515965,15.227979,-0.11798653,8.631973,-0.030754806,-1.5878448,-0.5612934,1.3687458,4.079909,4.6923585,-1.2927439
t26,16.572758,0.3931013,0.07520852,0.12703772,-0.044098202,-0.22473976,-0.17921296,12.433981,0.026851065,-0.046675358,-0.26176968,-0.14912994,-0.1635721,0.023254486,8.564329,-0.21998163
t27,16.688665,-0.0058954502,0.0071874764,-0.016535956,0.119548276,-0.22413217,-0.20383672,12.363082,0.040190704,-0.04405086,-0.05424628,-0.11376862,-0.000649076,0.03917837,8.490604,-0.22609247
t28,-0.028132265,8.173108,0.59668064,-0.043824524,11.839781,-0.4835841,-0.1210012,5.087736,0.085452795,-0.02868508,4.7791085,-0.1645437,-0.2362643,0.050433174,7.66748,-0.25231618
t29,-0.0056132833,9.661866,0.6659905,6.277631,0.6404707,-0.115381554,5.2873936,3.871414,7.225998,1.7966866,-1.1494917,-0.26904124,-0.3251672,0.08481929,1.1274973,-0.4361157
t30,-0.053626943,5.7762804,0.54249465,4.805966,-0.06783022,-0.09529419,1.4586811,2.4067357,5.539274,2.7155797,-0.59507775,-0.16413002,-0.13819528,0.008545656,-0.29736626,1.9558996
t31,-0.16050416,3.2057576,0.9599758,8.492003,8.451968,2.3364992,12.193355,-0.2508574,8.012203,-0.024632454,-1.1324741,-0.56114906,4.3504124,4.066023,0.6865075,0.5118402
t32,-0.0297388,9.361983,1.7777408,-0.023019096,11.677717,-0.3914617,0.026596166,4.8731465,0.07596616,-0.015148202,2.0040724,-0.37224433,-0.5476396,0.04571546,9.673344,-0.83984727
