"","V_1","V_2","V_3","V_4","V_5","V_6","V_7","V_8","V_9","V_10","V_11","V_12","V_13","V_14","V_15","V_16","V_17","V_18","V_19","V_20","V_21","V_22","V_23","V_24","V_25","V_26","V_27","V_28","V_29","V_30","V_31","V_32","V_33","V_34","V_35","V_36","V_37","V_38","V_39","V_40","V_41","V_42","V_43","V_44","V_45","V_46","V_47","V_48","V_49","V_50","V_51","V_52","V_53","V_54","V_55","V_56","V_57","V_58","V_59","V_60","V_61","V_62","V_63","V_64","V_65","V_66","V_67","V_68","V_69","V_70","V_71","V_72","V_73","V_74","V_75","V_76","V_77","V_78","V_79","V_80","V_81","V_82","V_83","V_84","V_85","V_86","V_87","V_88","V_89","V_90","V_91","V_92","V_93","V_94","V_95","V_96","V_97","V_98","V_99","V_100","V_101","V_102","V_103","V_104","V_105","V_106","V_107","V_108","V_109","V_110","V_111","V_112","V_113","V_114","V_115","V_116","V_117"
"t1",-0.00738708336364685,0.0738631294443663,-0.0947973619736212,0.116590017787745,-0.0560387893803694,0.00210021605053464,-0.000428744857404496,0.00734224000646054,-8.77897057611597e-06,0.00593963499528608,-0.0246749841660318,0.0014768354075195,-0.000860368018459821,0.008157879879876,-0.0229658714064018,0.00105359785821109,0.000853007990397914,-0.00427801898349173,-0.0036398766753005,-0.00490261130175186,-0.0054644274680776,0.0303701522088906,-0.271168843293023,-9.02898223489326e-16,0.0393638305643073,-0.00140471232614388,0.000411886554169291,-7.9086841990434e-05,0.014335679064472,-0.00411578023224812,0.0026881342335602,-0.00144096913119037,0.00172074585613756,-0.0319311033690138,1.46443109399959e-15,6.6583565917766e-17,3.80012861456169e-17,0.636780087833762,-0.161553451394037,0.0774782575601458,-0.0129819094930303,0.0194181752106587,-0.00128382035153287,0.0120514505677793,-0.00402026050220053,-0.0165535936252212,0.00163947536925031,0.0116146631819011,-0.000473197054091564,-0.000576073059368111,0.252385437529988,-0.00805710330265945,-0.0157676731989722,0.00142692400942576,6.37298410832877e-06,5.88505882255658e-05,-8.24455198376587e-05,-0.00188041580100579,-0.00142419206535429,-0.000476265417640707,-8.77344216024076e-05,0.00142083682993582,2.97140186936121e-05,6.84185047032772e-05,2.13226636563877e-06,5.62176604876756e-05,0.00145744044032461,0.000156467526640598,0.00116135238222219,-1.04989077827412e-15,-0.614169797536049,0.00817033063250631,-0.00648893449667866,-0.035711310065178,0.00389237698941938,1.60532592696514e-05,0.000290976658264659,-0.0170207682329169,1.27800922579757e-06,0.00403097682225367,7.97457917153817e-16,1.0321604682062e-16,4.85722573273506e-17,-3.12900746979317e-16,-2.28224557308199e-17,-4.64038529823796e-17,8.21825246744012e-17,3.07913416985883e-17,7.37257477290143e-17,-9.58976821563429e-17,1.31513723522492e-16,8.1748843805407e-17,3.10088703473551e-17,5.71781120714543e-17,-9.78763511211289e-17,-4.57533316788883e-17,1.3162214373974e-16,1.39997605522191e-17,4.6295432765131e-17,2.37526306998905e-15,-2.78639958328775e-17,-5.76524505219167e-17,1.08203376814053e-16,7.27093081923091e-18,6.52689707836274e-17,3.0140820395097e-17,7.12049776779855e-17,-2.71050543121376e-17,1.30104260698261e-17,-1.0842021724855e-19,3.61473004306667e-16,-1.51354623278976e-16,7.13405029495462e-17,3.46944695195361e-18,-3.65376132127615e-17,2.65195851389954e-16,-6.78168458889683e-17
"t2",-0.00769895616210203,0.0816072993638447,-0.11666950913016,0.157343150010772,-0.0828766227815594,0.00379957130707126,-0.00136449774258539,0.0356826270542129,1.22300716902482e-05,0.000617296648289615,-0.00823721397628859,0.000702184517677187,-0.000436580317359649,0.00424207541723197,-0.0145206984346584,0.000790493813140372,0.000645310981669948,-0.0034357559017481,-0.00298752816837645,-0.00422672551197408,-0.00473769766946785,0.0293439638030402,-0.297742053412417,-1.17840618467649e-15,0.0835305156452251,-0.00589640796026738,-0.00189177131167058,0.000180071810461118,-0.00867755252826734,-0.000844642826999078,0.000855674469130379,-0.000496714750316446,0.000742880568378,-0.018923468575165,1.14732364906198e-15,-3.91746464135274e-16,-6.24260226874026e-16,0.485500630355928,-0.140057138572556,0.0744282465873342,-0.0127310005773857,0.0190945306294451,-0.00156067686666339,0.0156525598093153,-0.00530245364496822,-0.0277012810026814,0.0028726924847643,0.0205618630578149,-0.00232011567337643,-0.00430095809226097,-0.0285119895893273,-0.00273745993174752,-0.00804509839591403,0.00203116564760116,1.12951463706949e-05,0.000387558747219963,-0.00279805724546599,0.0393317234097312,0.0107732917434393,0.00333703629398373,0.000613734191528036,-0.00943632002104698,-0.000195634090866891,-0.000407063029201345,-1.22555564268156e-05,-0.000235772188503625,-0.00557713109309611,-0.000554079616203473,-0.00319950848239288,9.99859712975157e-16,0.757779325830012,-0.00846846292787915,0.0054838656106547,0.0301321013807491,-0.00314076722818972,-1.28252932711147e-05,-0.000228660317654626,0.0104069721017412,-7.70120649643977e-07,-0.0024265841708743,-2.658385399858e-15,-5.66457022337461e-16,6.06189227699732e-16,-1.813765666037e-15,7.72020339525281e-16,-4.91211964944576e-16,-5.42451407203847e-16,-3.53396934500901e-16,5.00495303380891e-16,3.97448984176639e-16,2.58986299808384e-15,1.51300123096501e-15,-3.89918120858739e-16,2.42291049180925e-16,-5.32268472168568e-16,-5.40142722279926e-16,-4.79925467930019e-16,1.60359834735618e-16,2.19651965683978e-16,-1.41269712008954e-15,-1.60969404221383e-16,2.1519874200278e-16,-2.76194321879694e-17,-2.34726900835222e-16,-1.92221023038428e-15,3.65855368500769e-16,2.73070398672402e-16,3.54184360104032e-16,1.42744631447283e-15,-2.73674193496944e-16,2.60307664066954e-15,2.45282386213331e-16,3.51334396781458e-15,-5.0216596384333e-15,-8.43322859718144e-16,7.70345139449616e-17,2.04625363467006e-16
"t60",-0.00805076084131584,0.0903686268470074,-0.141504019815919,0.203706496291238,-0.113449825615034,0.00573885683005941,-0.00243425378910869,0.0680951206558966,3.62775975543064e-05,-0.0054583515666555,0.0104134227608821,-0.000164430409205254,3.43892751126932e-05,-9.55930283205488e-05,-0.00571929537603539,0.00058045372879591,0.000484448235821898,-0.00298847258829652,-0.00272844937238234,-0.00427583676816798,-0.00484609396640027,0.0363215876273844,-0.441317740768403,-2.13875093930608e-15,0.204683356501901,-0.0176888026281276,-0.00776945331612578,0.000837918902021326,-0.0666946254571197,0.00762856035029687,-0.00401571926346766,0.00203654798254997,-0.00199842204377555,0.0250480983364754,2.95984697352442e-15,6.03139225219881e-16,-1.51831332469749e-15,-0.361491547366093,0.08256869029903,-0.0378802897133756,0.00631624014606851,-0.00944262579117294,0.000635914616582132,-0.00612978904006754,0.00205985691397614,0.00993196300424717,-0.00102200672696191,-0.00730448369254509,0.000874717415683673,0.00168891925890743,0.139513379081988,-0.00335459741676629,-0.00585444080850627,0.000277373755949372,9.59579989660498e-07,-7.66186209056341e-06,9.80562423080675e-05,-0.00164259225947045,-0.000507146871996884,-0.000158883833950907,-2.92283356832336e-05,0.000452917527474243,9.40225639075538e-06,1.9867996959038e-05,6.01347092441943e-07,1.21346643795973e-05,0.000290847811284715,2.92049035859079e-05,0.000173779838989038,6.60567074045912e-16,-0.0414456460984362,0.000451836634132834,-0.000280174250431081,-0.00153885351093006,0.000158543865377495,6.45670983130966e-07,1.14592200607095e-05,-0.00048041536369927,3.53560268265666e-08,0.000111360882152828,-0.231770832540973,-0.053744980923686,0.0807875962477478,-0.189055128253577,0.033538905076573,-0.0647973012283085,-0.0461448485987822,-0.0214865206190831,0.0626139528490847,0.0114970184064477,0.237681976934226,0.108950109104227,-0.0589165427559872,0.0386746499782838,-0.049759863415157,-0.00926964943334322,-0.0142737874359979,0.000948722606748724,0.0264356926101996,-0.018220829325375,-0.00495126851200885,-0.0132307187286875,0.00781886540782731,-0.00128780384054378,-0.14399022232475,0.0300394283759728,0.0365220174109717,0.0119562265201878,0.1105081598027,-0.0270283952481574,0.217563333668376,0.0425583999678299,0.269228289037958,-0.384510673613488,-0.0698449849771728,0.0349734987481318,0.0116063579646762
"t61",-0.00805076084131556,0.0903686268470073,-0.141504019815919,0.203706496291237,-0.113449825615034,0.00573885683005946,-0.00243425378910853,0.0680951206558961,3.62775975544007e-05,-0.00545835156665538,0.010413422760882,-0.000164430409205513,3.43892751127816e-05,-9.55930283204863e-05,-0.00571929537603512,0.000580453728795773,0.000484448235821531,-0.00298847258829616,-0.00272844937238279,-0.00427583676816782,-0.00484609396639986,0.0363215876273841,-0.441317740768401,-1.99849764177641e-15,0.204683356501898,-0.0176888026281266,-0.00776945331612462,0.00083791890202251,-0.0666946254571188,0.00762856035029718,-0.00401571926346752,0.00203654798255039,-0.00199842204377572,0.0250480983364757,3.43662440357458e-15,7.59176552560065e-16,-1.75248725882564e-15,-0.36149154736608,0.0825686902990264,-0.0378802897133748,0.00631624014606667,-0.00944262579117318,0.000635914616582613,-0.00612978904006747,0.00205985691397525,0.00993196300424627,-0.0010220067269635,-0.00730448369254222,0.000874717415684851,0.00168891925890752,0.139513379081974,-0.00335459741676755,-0.00585444080850162,0.000277373755949307,9.59579987566847e-07,-7.66186209176893e-06,9.80562423089143e-05,-0.0016425922594684,-0.000507146871995824,-0.000158883833948353,-2.92283356859818e-05,0.000452917527476088,9.40225638808507e-06,1.9867996960764e-05,6.01347090621874e-07,1.21346643807952e-05,0.0002908478112859,2.9204903586477e-05,0.000173779838989843,-3.60552455506101e-16,-0.0414456460984288,0.000451836634137163,-0.000280174250427542,-0.00153885351093007,0.00015854386537711,6.45670986743404e-07,1.14592200605736e-05,-0.000480415363699679,3.53560298655361e-08,0.000111360882156314,0.231770832540978,0.0537449809236869,-0.0807875962477493,0.18905512825358,-0.0335389050765738,0.0647973012283099,0.0461448485987827,0.0214865206190836,-0.062613952849086,-0.0114970184064481,-0.237681976934231,-0.108950109104229,0.0589165427559884,-0.0386746499782844,0.0497598634151582,0.00926964943334371,0.014273787435998,-0.00094872260674886,-0.0264356926102,0.0182208293253757,0.00495126851200872,0.0132307187286877,-0.00781886540782746,0.00128780384054361,0.143990222324753,-0.0300394283759733,-0.0365220174109725,-0.0119562265201884,-0.110508159802703,0.027028395248158,-0.21756333366838,-0.0425583999678308,-0.269228289037964,0.384510673613496,0.0698449849771735,-0.0349734987481318,-0.0116063579646763
"t38",-0.00817300561684515,0.0935664009357423,-0.151218052536302,0.222649413846707,-0.126368476314773,0.00660215908648207,-0.00294545369243768,0.0839542064887117,4.93616429746673e-05,-0.00939502101842024,0.024306943953339,-0.00094304716347576,0.00048609472307204,-0.00437868234845514,0.00704832554098968,-0.000128507078304398,-9.71152533684963e-05,0.000245819679166199,0.000137811608957224,-2.43612771678972e-05,-5.33610035881199e-05,0.00301517520368907,-0.0552044307567088,-3.25795171274094e-16,0.0356698211959126,-0.00319855559214757,-0.00143876497322539,0.000155709137442844,-0.0123933777623219,0.00131421334890474,-0.000648100609174672,0.000320936586883346,-0.000278589533907124,0.00159647965755005,-3.75255681429446e-15,-4.93475570093588e-16,1.51607795126624e-15,0.0401599887277656,-0.0212923541690276,0.0151528190170373,-0.00272149993592397,0.00410728923091146,-0.000499317409296327,0.00553465371518856,-0.00191690547544462,-0.0135496838427997,0.00147875278561705,0.010703085118943,-0.00243255534655997,-0.00514153197991885,-0.914370425875734,0.0261141246266539,0.0493736591309349,-0.00413443188264312,-1.87452477018404e-05,-0.000320278097467772,0.00189149739638293,-0.0236105311856654,-0.0057269270441352,-0.00174829865899274,-0.000321437942763556,0.00489083148643499,0.000101215006581231,0.000206031307808438,6.15409017509118e-06,0.000108877995080703,0.00250292399774307,0.000242332217172535,0.00127357500010773,-1.7511856487335e-15,-0.198428261208071,0.00197881559157545,-0.00111116003554896,-0.0060984821608841,0.000615374710370082,2.49466424772254e-06,4.39407880477643e-05,-0.00165237602207632,1.20887864246983e-07,0.000380604215035362,-5.93646314587099e-15,-4.99866377602426e-16,1.89156293700325e-15,-2.7495660536013e-15,-3.23003867236679e-16,-6.53008967465619e-16,-7.05547673365014e-17,-6.15729900946054e-16,9.96488257636688e-16,-3.11644415525723e-16,2.36183957109558e-15,1.74876719644602e-15,-5.45443197006399e-16,4.73570735131818e-17,-8.75052326095909e-16,-8.61568353148989e-16,1.33327604863737e-15,1.11894015653872e-16,4.26706800576766e-16,-1.08916156381426e-15,1.63730461952327e-16,-6.61186926917726e-16,7.78251253016134e-16,3.55650734024059e-16,-1.51421150416307e-15,1.07460613866556e-17,7.3407892910679e-16,-9.26302534776635e-17,4.16257736822324e-16,-1.89414877290376e-16,2.01784704021513e-15,5.89619983010421e-16,3.94235267801919e-15,-1.71768931965177e-15,-9.64477559738892e-16,1.75376847152299e-15,1.48157781903667e-16
"t95",-0.00841289133224564,0.0997047325984292,-0.169309721735176,0.257281432515747,-0.149657504803173,0.00812564296472348,-0.00382256800667112,0.1109173812859,7.07400463786748e-05,-0.0154491016016583,0.0447497764420652,-0.00202879881451514,0.00110520997177903,-0.0102056004457255,0.0229946795106823,-0.000914873821057426,-0.000738026098522704,0.00364644157968121,0.003100690361138,0.00420868415784009,0.00469866556194075,-0.0276384531024164,0.275685733116029,1.12496001425658e-15,-0.0854089941742352,0.00658362555618434,0.00251827578972617,-0.000259832240146236,0.0181171578713559,-0.00140041487494868,0.000616246617240882,-0.000295436891043881,0.000226067531230684,-0.000943686067584492,-0.449335483546836,-0.0292843620373555,0.217347761354458,-0.0163641560224072,0.00720767010972184,-0.00450327217146449,0.000789648212627415,-0.00118806107592239,0.000117779662274502,-0.00124194664490384,0.000425526357226865,0.00262929387394572,-0.000281252218343796,-0.00202700706030988,0.000378114741961057,0.000780101793303394,0.117856063825468,-0.00327715072515907,-0.00612625639372994,0.000481712020441652,2.13891155992292e-06,3.27441201697553e-05,-0.000184620900078692,0.00223352667180951,0.000522983179074507,0.000158945400228728,2.92204594834325e-05,-0.000443169937901009,-9.16622185947547e-06,-1.85307135194062e-05,-5.52118049388283e-07,-9.50304814072361e-06,-0.000216332269979832,-2.07574167518818e-05,-0.000105405655246116,6.52932247959195e-16,0.0136884695658421,-0.000128805509064116,6.69087622590173e-05,0.00036698330987929,-3.63510423882717e-05,-1.46746382226129e-07,-2.56667534580127e-06,8.59584021608174e-05,-6.24333202390676e-09,-1.96466040003956e-05,0.254371694387896,-0.072282906998159,0.0142500301716174,0.0603553038099712,0.0556615370908631,0.00129985409204901,-0.025944776995866,-0.0121771011418499,-0.0570844126340855,0.0257472995146474,0.026472269673144,-0.0314813870861364,-0.06329195511585,0.0533735313256776,0.0778562004937546,0.0550454896415539,-0.128806758713783,-0.0136789178920002,0.00136592893766813,0.521139432685358,0.00594873046897971,0.0344763754730543,-0.00479359088724583,-0.0452121033814308,-0.0739720889871745,0.00636638452316278,-0.00368200686662067,0.0171011573918001,0.0658432267878176,-0.0263993395557164,-0.0376641047243148,0.0274413206351501,-0.115293183682991,-0.227427256480147,-0.0921444344261313,-0.145111826812724,-0.0387285186933166
"t96",-0.00841289133224565,0.0997047325984293,-0.169309721735176,0.257281432515747,-0.149657504803173,0.00812564296472339,-0.00382256800667127,0.1109173812859,7.07400463785756e-05,-0.0154491016016585,0.0447497764420652,-0.00202879881451533,0.00110520997177882,-0.0102056004457258,0.0229946795106824,-0.000914873821057296,-0.000738026098522888,0.00364644157968122,0.00310069036113814,0.0042086841578401,0.00469866556194105,-0.0276384531024168,0.275685733116031,1.13920550908498e-15,-0.0854089941742364,0.00658362555618462,0.00251827578972605,-0.000259832240146291,0.0181171578713564,-0.00140041487494909,0.000616246617240581,-0.000295436891043594,0.000226067531230635,-0.000943686067584583,-0.449335483546841,-0.0292843620373555,0.217347761354462,-0.0163641560224066,0.0072076701097207,-0.00450327217146541,0.0007896482126274,-0.00118806107592242,0.000117779662274029,-0.00124194664490424,0.000425526357226429,0.00262929387394615,-0.000281252218343299,-0.00202700706031067,0.000378114741960955,0.000780101793302728,0.117856063825475,-0.00327715072515946,-0.00612625639372951,0.000481712020441883,2.13891156059704e-06,3.27441201689343e-05,-0.000184620900078298,0.00223352667181128,0.000522983179073484,0.000158945400229761,2.92204594836811e-05,-0.000443169937899186,-9.16622185850324e-06,-1.85307135188009e-05,-5.52118050470357e-07,-9.50304814171206e-06,-0.000216332269979472,-2.07574167551047e-05,-0.000105405655248018,-5.17638300294394e-16,0.0136884695658406,-0.000128805509064261,6.69087622586855e-05,0.000366983309883976,-3.63510423910249e-05,-1.46746382910154e-07,-2.56667534295649e-06,8.59584021612736e-05,-6.24333113891477e-09,-1.96466040006914e-05,-0.254371694387895,0.0722829069981589,-0.0142500301716175,-0.0603553038099699,-0.055661537090863,-0.00129985409204846,0.0259447769958658,0.0121771011418496,0.0570844126340847,-0.0257472995146474,-0.026472269673144,0.0314813870861356,0.0632919551158497,-0.0533735313256775,-0.0778562004937536,-0.0550454896415534,0.128806758713782,0.0136789178920003,-0.00136592893766817,-0.52113943268535,-0.00594873046897972,-0.0344763754730537,0.00479359088724608,0.0452121033814301,0.0739720889871744,-0.00636638452316282,0.00368200686662065,-0.0171011573918002,-0.0658432267878191,0.0263993395557165,0.0376641047243142,-0.0274413206351503,0.115293183682988,0.227427256480147,0.0921444344261299,0.145111826812724,0.0387285186933156
"t71",-0.00841289133224566,0.0997047325984293,-0.169309721735176,0.257281432515748,-0.149657504803173,0.00812564296472337,-0.00382256800667124,0.1109173812859,7.07400463787244e-05,-0.0154491016016586,0.0447497764420655,-0.00202879881451531,0.00110520997177883,-0.0102056004457255,0.0229946795106827,-0.000914873821057429,-0.000738026098522729,0.00364644157968097,0.00310069036113829,0.00420868415783996,0.00469866556194092,-0.0276384531024177,0.275685733116034,1.00461663886239e-15,-0.085408994174237,0.00658362555618446,0.00251827578972672,-0.000259832240146017,0.0181171578713561,-0.00140041487494829,0.00061624661724134,-0.000295436891043049,0.000226067531228359,-0.000943686067588319,0.449335483546832,0.0292843620373549,-0.217347761354457,-0.0163641560224062,0.00720767010972104,-0.00450327217146549,0.000789648212624657,-0.00118806107592052,0.000117779662274469,-0.00124194664490569,0.000425526357226909,0.00262929387394606,-0.000281252218343488,-0.00202700706030952,0.000378114741961738,0.000780101793303217,0.117856063825465,-0.00327715072515941,-0.00612625639373018,0.000481712020441188,2.13891155985176e-06,3.27441201694201e-05,-0.000184620900078186,0.00223352667181076,0.000522983179074034,0.00015894540022932,2.92204594836294e-05,-0.000443169937899904,-9.16622185951411e-06,-1.85307135187041e-05,-5.52118049663539e-07,-9.50304814106734e-06,-0.00021633226997914,-2.07574167533825e-05,-0.00010540565524734,1.67206575486524e-16,0.0136884695658394,-0.000128805509064737,6.69087622593928e-05,0.000366983309881136,-3.6351042389996e-05,-1.46746382252177e-07,-2.56667534407378e-06,8.59584021618964e-05,-6.24333146994669e-09,-1.96466040000317e-05,0.377543282212437,-0.0108748512452658,-0.022637370459514,0.0673705577334881,0.0287036705826477,-0.0453852391921077,0.016996848774311,0.0592368579833032,-0.00470799283926647,0.0182455994107534,-0.0914875139860297,0.027679186483896,0.00714110361614892,0.0191268087944121,-0.000641841781869063,-0.00301902458179823,-0.0611849789499014,-0.040055630449448,-0.0226752869120833,-0.343425158869162,0.037789947246526,0.00459253394359835,-0.0742636679665028,0.0274506961385953,0.036115261882179,0.00337875709956623,-0.0321600171842691,0.0214170800351033,0.228749001520673,-0.0184778449459388,-0.0501718542266034,0.0917003781947153,0.104798565531425,-0.23351169054997,0.164480723137589,-0.208599218587464,0.0411237594529303
"t72",-0.0084128913322457,0.0997047325984294,-0.169309721735176,0.257281432515748,-0.149657504803173,0.00812564296472335,-0.00382256800667138,0.1109173812859,7.07400463786536e-05,-0.0154491016016582,0.0447497764420651,-0.00202879881451548,0.00110520997177883,-0.0102056004457256,0.0229946795106827,-0.000914873821057418,-0.000738026098522855,0.00364644157968094,0.00310069036113823,0.00420868415784008,0.00469866556194093,-0.0276384531024178,0.275685733116036,1.05345004155784e-15,-0.0854089941742384,0.00658362555618449,0.00251827578972663,-0.000259832240146431,0.0181171578713564,-0.00140041487494848,0.000616246617241232,-0.000295436891043083,0.000226067531228661,-0.000943686067588316,0.44933548354684,0.0292843620373554,-0.217347761354461,-0.0163641560224055,0.00720767010972055,-0.00450327217146601,0.000789648212624772,-0.00118806107591989,0.000117779662274258,-0.00124194664490514,0.000425526357227269,0.0026292938739479,-0.000281252218343019,-0.00202700706031014,0.000378114741962279,0.000780101793303067,0.117856063825469,-0.0032771507251589,-0.00612625639372869,0.000481712020441322,2.13891155941309e-06,3.27441201692628e-05,-0.000184620900077618,0.00223352667181039,0.000522983179073625,0.000158945400229784,2.92204594841354e-05,-0.000443169937899989,-9.16622185857444e-06,-1.85307135185481e-05,-5.52118050051906e-07,-9.50304814023644e-06,-0.000216332269979738,-2.07574167536455e-05,-0.000105405655247375,2.22765948269948e-17,0.0136884695658427,-0.000128805509063565,6.69087622586269e-05,0.000366983309882933,-3.63510423900641e-05,-1.46746383807705e-07,-2.56667534463215e-06,8.59584021608885e-05,-6.24333052577251e-09,-1.96466040008458e-05,-0.377543282212433,0.0108748512452661,0.0226373704595133,-0.0673705577334873,-0.0287036705826473,0.0453852391921075,-0.0169968487743108,-0.0592368579833025,0.00470799283926653,-0.0182455994107532,0.091487513986028,-0.0276791864838957,-0.00714110361614815,-0.0191268087944119,0.000641841781868855,0.00301902458179781,0.061184978949901,0.0400556304494477,0.022675286912083,0.343425158869156,-0.0377899472465259,-0.00459253394359843,0.0742636679665018,-0.0274506961385949,-0.0361152618821779,-0.00337875709956645,0.0321600171842687,-0.0214170800351033,-0.228749001520671,0.0184778449459388,0.0501718542266025,-0.0917003781947145,-0.104798565531424,0.233511690549969,-0.164480723137587,0.208599218587462,-0.0411237594529295
"t12",-0.0505192098760508,0.0180771113518058,-0.0711772747689731,-0.0409238357878106,-3.64862351035083e-05,-0.000621517846834257,0.00337404605353052,-0.0892001491463713,0.000139109810270357,0.215064881274374,0.0297171451631278,-0.000670898381369014,0.0152958092258018,-0.00217542829916847,0.00144476755167187,6.29011793972021e-05,0.000674084951527149,-0.000377857002377651,-0.00314900608774875,-0.00381653472684421,-0.000466331645706813,0.00313352753567363,-0.0214683536849989,-5.57775359985337e-17,-0.0478271225604954,-0.000967696303639926,-0.00101740557549512,7.23722500561724e-05,-0.000502896313271449,-0.00098539844788039,0.0256149917879964,-0.000289560966271567,0.0115934384518713,-0.119721286147483,2.36457641822109e-16,7.41672305423799e-16,1.40061687727095e-15,0.133709918696017,0.578503823774285,0.028839419918023,-0.0104473652163673,0.0763112398746847,-0.0356820380151702,0.00302673727140159,-0.00100856800445215,-0.00403072795048726,0.0127169518949812,0.00201608823332799,-5.4827642859331e-05,-0.000601897574164889,0.00525287748244584,0.013523304508704,0.001214635144193,-0.000571720936675861,-7.69203898342865e-05,-0.000350183028707553,0.0058651224186649,-0.56355900327739,-0.0584960499245507,0.0184943600546906,0.00357626477133729,-0.276883867766396,0.00693042667629875,-0.000282091435569158,0.000990081500969486,-0.000190129439508541,-0.00396188150934015,0.0593456024398883,-0.00142213766818043,-3.13269170973666e-16,0.0209374319106665,0.0167945489841749,-0.00458046666966566,-0.00136716106517112,0.000174940349991749,6.80834024798228e-07,0.000407502830508428,0.335915691694212,1.14339351061827e-05,0.180044005360162,-2.93930541225699e-16,6.65132176053857e-16,-1.73816183098748e-16,-2.81386643657299e-16,5.80318345022549e-16,-4.78459591447531e-16,8.9346160719454e-16,6.19856556832765e-16,5.09624058462957e-17,8.26987991955756e-17,1.10479344770045e-16,1.24191324272925e-16,-7.83445710380654e-16,-2.51582099938362e-16,5.80808987345062e-17,-1.72534076281426e-15,2.01946139842606e-15,-3.95568092563607e-16,-1.36343714692973e-16,5.74724115273547e-18,4.37054194379556e-16,-6.72069578734359e-16,4.14727769730931e-16,-3.81683380134633e-16,-2.65832753539204e-17,-2.06076754553997e-16,8.37871196612189e-16,-6.13583282379055e-16,4.88440639078761e-16,-1.26021773149057e-17,-1.87104019705337e-15,3.76578316659672e-16,1.65270819334199e-15,2.09736451201934e-15,7.97704420408372e-16,-6.33828129404344e-16,-7.2271206346398e-16
