,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
t6,3.016054,8.044325,6.428049,2.502459,5.9614096,5.966757,6.546912,4.154715,6.345222,6.4876375,6.5898237,3.6026144,6.3094335,5.426401,4.00342,2.5419426,4.3518524,2.8071363,5.8214903,5.611966,4.8224163,7.405423,4.708962,5.4205394,6.234276
t7,2.9350762,8.116613,6.4065514,2.4444628,5.955206,5.9159527,6.625927,4.1568837,6.369652,6.47324,6.660599,3.550938,6.375313,5.5136437,3.9683654,2.6082602,4.330925,2.7353096,5.768619,5.5917063,4.780829,7.3496017,4.7261753,5.352369,6.2557907
t8,2.957643,8.102633,6.42671,2.486655,5.9699416,5.938498,6.589162,4.1463313,6.349234,6.490992,6.6227093,3.5887017,6.3301597,5.4703894,3.9782226,2.5750244,4.3315864,2.7649713,5.7913136,5.6039557,4.8159533,7.384086,4.7026987,5.391719,6.258981
t50,-1.5602019,-0.2727259,6.0389857,1.1182001,6.412103,6.5407076,7.514084,4.59247,6.2592635,8.194534,7.4811754,3.8145697,7.3210773,5.236426,3.106577,1.4416846,4.4762225,3.9774258,5.98411,5.8366356,3.8106017,6.952322,4.030386,5.0060987,3.335595
t63,-1.5147624,-0.4081114,6.105612,1.1431124,6.3876796,6.549042,7.5462866,4.549293,6.1813436,8.260566,7.486528,3.8427339,7.3555284,5.1858864,3.1846502,1.4175042,4.4826646,3.9780405,6.040517,5.789206,3.7732234,6.9511666,4.081614,4.888551,3.2960227
t64,-1.4923352,-0.30021873,6.1115613,1.1373807,6.3696647,6.6047673,7.528682,4.5407968,6.195945,8.264163,7.428498,3.777586,7.3623962,5.224181,3.1808171,1.4434978,4.4739833,3.9330654,6.02638,5.8166904,3.7867029,6.9386973,4.0970683,4.932249,3.329826
t185,-1.0817102,-1.6695212,6.368858,6.0663157,4.857403,4.1223764,5.594347,3.4821746,4.433706,8.629443,7.2851424,4.209473,7.7918267,4.8745565,4.219651,1.9784684,3.9867325,2.408984,3.360978,5.9720507,2.9671683,9.13385,4.577707,4.538707,5.0404425
t186,-1.0710627,-1.7117151,6.392186,6.140094,4.782502,4.0142417,5.579729,3.434255,4.4507537,8.573813,7.2301526,4.244222,7.6921544,4.8310432,4.185604,2.0285728,3.9749708,2.3829002,3.4300926,5.918396,2.927418,9.1697235,4.65016,4.4847302,5.092202
t167,-1.0908043,-1.6867013,6.3991165,6.108502,4.797097,4.0316687,5.6257334,3.4751902,4.4491143,8.585346,7.24443,4.2827144,7.698641,4.83973,4.178872,2.0206563,3.9703648,2.409202,3.4118752,5.977964,2.981098,9.177374,4.630016,4.5335026,5.075241
t191,-1.0391154,-1.7607161,6.322506,6.1638536,4.815344,3.975397,5.5638947,3.4191518,4.5550604,8.710862,7.29536,4.3643813,7.7166386,4.74392,4.3100986,2.0725996,4.042517,2.405912,3.2522826,5.9610224,2.9554503,9.11539,4.536951,4.5515437,5.174419
t192,-1.1549419,-1.7601146,6.2610226,6.0991974,4.898515,4.066243,5.6357207,3.475648,4.564902,8.725898,7.264941,4.3148327,7.8000994,4.7200594,4.3263383,1.9650972,4.0123544,2.4353426,3.2344198,5.9438887,3.0165145,9.055805,4.510016,4.5993094,5.118682
t239,-1.0966686,-1.7336696,6.308765,6.1337643,4.8422904,4.0491734,5.5772624,3.4237263,4.496474,8.722026,7.2803082,4.3600564,7.824941,4.7752304,4.311825,2.0186682,3.9897034,2.3924038,3.2430296,5.968427,3.0353477,9.118912,4.5288568,4.6309857,5.0945296
t240,-1.093669,-1.7237616,6.3340497,6.167746,4.790558,3.9955208,5.595316,3.4225495,4.448545,8.685701,7.2393775,4.374104,7.7832093,4.7644224,4.272151,2.0495572,3.951909,2.3766835,3.2897007,5.9578156,3.0240006,9.165697,4.5816817,4.6087136,5.103335
t222,-1.1132083,-1.7555177,6.3151693,6.112185,4.882683,4.0392923,5.6048117,3.445673,4.549746,8.731079,7.3053136,4.3805585,7.8017435,4.7715454,4.2974443,2.01218,4.038853,2.4337,3.2191634,6.0146575,3.0589042,9.095625,4.4835234,4.6480556,5.124467
t174,-1.0951327,-1.7249545,6.3131547,6.1129665,4.8657994,4.0773664,5.5827785,3.4428813,4.4811954,8.706643,7.2846437,4.307789,7.839043,4.793166,4.291513,1.9985751,3.997072,2.396406,3.2563224,5.9664893,3.0275748,9.110354,4.5209126,4.618796,5.0824275
t152,-1.1352055,-1.7257859,6.3779078,6.124639,4.8241262,3.9926333,5.633161,3.4420872,4.519477,8.680347,7.2949414,4.4608293,7.7306404,4.7988186,4.237904,2.0556984,4.0007315,2.4413755,3.287071,6.0606794,3.1034827,9.172549,4.530884,4.675045,5.1044097
t171,-1.0367348,-1.8062513,6.28206,6.207292,4.78772,3.9382818,5.545636,3.3691852,4.5823913,8.750368,7.2576604,4.4633565,7.718442,4.6843038,4.361142,2.0756416,4.0108294,2.3697264,3.2248943,5.9233675,2.9716835,9.0849495,4.5567565,4.575334,5.2054305
t243,-1.1033072,-1.8283243,6.271332,6.2197495,4.8211293,3.905708,5.5568633,3.3618994,4.6032963,8.810648,7.272529,4.5870924,7.7505064,4.684016,4.419274,2.0656939,4.0270886,2.3929143,3.1560044,5.9732857,3.0872686,9.082864,4.5028706,4.69799,5.2136526
