"","V_1","V_2","V_3","V_4","V_5","V_6","V_7","V_8","V_9","V_10","V_11","V_12","V_13","V_14","V_15","V_16","V_17","V_18","V_19","V_20","V_21","V_22","V_23","V_24","V_25","V_26","V_27","V_28","V_29","V_30","V_31","V_32","V_33","V_34","V_35","V_36","V_37","V_38","V_39","V_40","V_41","V_42","V_43","V_44","V_45","V_46","V_47","V_48","V_49","V_50","V_51","V_52","V_53","V_54","V_55","V_56","V_57","V_58","V_59","V_60","V_61","V_62","V_63","V_64","V_65","V_66","V_67","V_68","V_69","V_70","V_71","V_72","V_73","V_74","V_75","V_76","V_77","V_78","V_79","V_80","V_81","V_82","V_83","V_84","V_85","V_86","V_87","V_88","V_89","V_90","V_91","V_92","V_93","V_94","V_95","V_96","V_97","V_98","V_99","V_100","V_101","V_102","V_103","V_104","V_105","V_106","V_107","V_108","V_109","V_110","V_111","V_112","V_113"
"t12",0.0996248024608971,-0.0326413360927458,0.000236045797862315,-0.00211034767399306,0.0638556186993315,0.00117774773212712,-0.00046950837359137,0.00503959537110483,-0.00536380939183557,0.00251388816391079,-0.00090465960035362,0.000820428419728609,-0.00104193086334655,0.000226868634659918,0.0978920538310274,-0.00330248878983743,0.00502133202913391,-0.00848598656606616,-0.111399390852524,0.00796426329975875,0.00132162247727512,-0.167570426262627,-0.00726143060091242,0.130287906383882,0.00768092172523792,0.02092881450848,-0.00264981976401166,0.0455870448067582,-0.00212307296364324,0.612749712517712,-0.0801226258295853,4.04290316370164e-06,-0.0144040950321522,0.0629807981581784,-0.0471327132536649,0.0547137740390666,0.00390044414999572,-0.181580305312489,0.0518032682721363,-0.000801116420512435,-0.15422483199751,0.0172379748389913,0.021021393008981,-0.0873005326084677,-0.0191197051519028,0.0382663753445261,0.038528021248476,-0.161037719303344,0.0959316356638908,-0.236890505683271,0.591986233464396,0.00763706728836015,-0.00965260342125355,-0.00326807597811319,-0.000247689956609707,-3.98894985219345e-05,-0.000304285543604773,-0.0024116598418126,-0.000586762163662609,0.0322804000786114,0.000148236459773853,0.00191712510487918,0.00039522322736808,0.00163483176506538,-0.029963628963823,-3.63532975617212e-12,-0.0008389425505932,-0.000196687186313273,-0.000463137728859443,0.00113916720090062,5.59964717271978e-17,0.000207662657377271,2.11405539278546e-16,0.0032466051553292,-0.000217297404292481,-8.27888748319661e-05,-2.91829817476787e-08,-6.31072199736038e-09,4.53752651872676e-05,3.36443814835802e-18,1.50945235894916e-06,5.08658408507478e-05,-2.13115480700591e-07,-1.26429101510564e-05,-4.66033765591282e-05,3.02823710029673e-06,6.6354337397978e-16,-2.18182756608321e-17,3.82352190265414e-08,7.38538766990718e-17,-6.60129894267432e-05,-9.82170843114659e-18,-4.01813282993295e-17,-7.67555684906714e-17,0.000237405974538731,-1.4063724134483e-05,7.33157653398555e-18,1.60242358276591e-17,-4.4733589547774e-16,-6.98584598313326e-17,-3.94097922541115e-16,-1.20240629956144e-17,-1.52855383439543e-16,7.56757811842579e-05,5.17281915806857e-17,3.87360632875509e-17,9.90018591193915e-17,1.84126419005516e-17,3.17725557470586e-17,-3.26515243530161e-17,-4.55888521228901e-18,5.68499079631869e-17,-1.1644698622976e-19
"t43",0.139528783192786,-0.0496204989877293,-0.00736099073031732,-0.00175444099654953,0.233878307221877,0.0442590764745671,0.00648739739951611,-0.0071768153042933,0.00582996434835412,-0.00165052817962255,0.000459471148461992,-0.000231354766448985,0.000270635627682678,-3.40569493591854e-05,-0.0116964778783211,0.000384356452431196,8.02662758945839e-05,-0.00255340985547896,-0.27882452833429,-0.0333479293795886,-0.00175221019321882,0.167869964546312,0.0145580964177137,-0.0847495309056273,0.00140910795903599,-0.00117435360951326,0.000294997358318528,-0.00524112622725649,0.000216500711840084,-0.0425876443735788,0.00435179949489502,-1.2981798915686e-07,-0.000257266772970763,0.00954809153838339,0.0145193330914387,-0.384938261924287,-0.0176068820984193,0.201848454869182,-0.0464113290562452,0.00334254530230583,-0.324905037216338,0.0221372220102661,0.0122880182585047,0.0140678168075839,-0.000693022609894657,0.000591557533025359,0.000590300400702178,0.000563007179622252,-0.00406783830602983,0.0559615910643723,0.037231914529549,0.000261110675054804,-0.000169059716634131,0.000272528536277508,3.85158635985645e-07,1.26206308964855e-07,1.69183697971544e-06,2.03600761818359e-05,5.14434233517096e-06,-0.0167341355379886,-8.50356070347856e-07,-3.36346901421509e-06,-6.93786972551133e-07,-2.92072272988864e-06,5.52827259116886e-05,8.15938271228981e-15,1.42535761141108e-05,2.96352477072299e-06,9.74610025731367e-07,-0.00418382518168355,9.67078966969494e-16,-2.77371511651139e-07,4.05107025408307e-16,-2.69821376595349e-06,1.23121020176247e-07,-2.26357030304187e-08,-1.09191104516387e-11,-1.16471814514678e-11,0.702195303756428,1.43993887906608e-14,5.88173105224809e-10,1.28291330978824e-07,-7.50869588831662e-10,-4.97560027754771e-08,-7.99479351591153e-07,1.48077591541817e-08,-2.40226273160511e-15,6.32326470639792e-16,2.53723729909049e-10,-7.14668047356778e-16,-5.37275027759815e-07,-3.67050029931971e-16,-1.04754411522694e-16,2.8492362072182e-16,8.93399842573523e-06,-1.5422352151444e-07,-2.60907297148394e-16,3.04189904967014e-16,2.64731838967717e-16,5.31638706789056e-16,-3.27310622366968e-16,1.37784830227429e-17,-5.94630541944398e-16,1.01515217290606e-06,-4.23289089127752e-17,-1.30645425637299e-17,5.08023162306111e-16,5.19196065377738e-17,5.22274595370408e-16,-2.33401527425303e-17,-3.24598857100893e-16,-5.76616020904445e-17,-1.38306537625644e-16
"t44",0.139499739887417,-0.0496083574235942,-0.00735732244746591,-0.00175330800345341,0.233681416177792,0.0442156379722191,0.00648062038062281,-0.00716628342840121,0.00582058492561039,-0.00164728569069013,0.000458466248404552,-0.000230727633038019,0.000269884592377606,-3.3951073584802e-05,-0.0116589523972481,0.000383080271623531,7.9986872541034e-05,-0.00254345274558355,-0.277605910046526,-0.0331940641865097,-0.00174358511045633,0.166998924423756,0.0144788326002604,-0.0842668491579651,0.0013995895876566,-0.00116584555422315,0.000292619535981873,-0.00519598596707345,0.00021429188219491,-0.0420455322047273,0.00429245844271598,-1.27920753877878e-07,-0.000253183523939763,0.00938447185243823,0.0142467473266772,-0.377605233174105,-0.0172705695585812,0.197851240212417,-0.045467378402937,0.0032671868008592,-0.317370755100814,0.0216187565004488,0.0119925673789379,0.0136981391608156,-0.000673560703898483,0.000573885516574991,0.000572657391160056,0.000544704742642878,-0.00390862414594447,0.0536011364991921,0.03556282033996,0.00024904081587009,-0.000160868169677361,0.00025790637852644,3.60482917120629e-07,1.17652552273284e-07,1.57300107217778e-06,1.89103626326843e-05,4.77772464962432e-06,-0.0155195787373574,-7.84038092214053e-07,-3.0683108607453e-06,-6.32890053159745e-07,-2.6623727999507e-06,5.03086733501992e-05,4.19891216473386e-15,1.27499494836368e-05,2.61728005421052e-06,8.5493670899256e-07,-0.00365903553446307,-9.89070074209755e-16,-2.37010330227611e-07,-2.93703695812718e-16,-2.20652894007678e-06,9.79893723175414e-08,-1.58445069183e-08,-7.4788323467962e-12,-3.84788467037611e-12,-0.711968369502188,-1.46263826457787e-14,6.05282492873124e-09,2.01547444214654e-07,-9.98062336806287e-10,-6.36110158227497e-08,-1.01303728787349e-06,1.78403029310535e-08,2.05328936078244e-15,-8.38557631129856e-16,2.88853394600116e-10,9.37683552642067e-16,-5.95709186356188e-07,2.59685972366976e-16,1.74484908819674e-16,-2.08512689335507e-16,9.64709334429338e-06,-1.66267152330417e-07,1.60002100384896e-16,-3.2804056512197e-16,-5.21755461482809e-16,-4.37704234530052e-16,2.86893840419623e-16,4.7553417068993e-17,4.03157145897287e-16,1.07918629388908e-06,-2.84401968831302e-16,1.50706927955031e-16,8.11518640406543e-16,-1.06862835375548e-16,-3.07076549235003e-16,-5.48318315761157e-16,2.26578617965187e-16,1.30795119976608e-16,-1.82045425607297e-16
"t110",0.140277023067249,-0.0499340574986739,-0.00745734250028512,-0.00178449863962656,0.239172243923388,0.0454383714001589,0.00667219566598269,-0.00747273532391876,0.0060962083938645,-0.00174500897565169,0.00048924589321228,-0.000250703400307783,0.000293925079415017,-3.74292282009543e-05,-0.0129014574330868,0.000425715534589785,8.94432118693591e-05,-0.00289233134709559,-0.322071037929772,-0.0389311497772644,-0.00207436471843478,0.201249291610123,0.0176732923120037,-0.104207312944091,0.00183951341084722,-0.00158199394002312,0.000421451814691152,-0.00783461183908892,0.000381516575281814,-0.119860420352301,0.0168820116950125,-9.62439317227615e-07,0.0044221620387978,-0.0309809921570052,-0.0190262370080827,0.447063942159103,0.0200051382428417,-0.172068298708015,0.0320968368384035,-0.00096258264163091,0.0695489951556097,-0.00421610510337589,-0.00163740803955346,0.000241202793328506,-6.88657240886939e-05,9.48893297415543e-05,9.49420546131653e-05,0.000127573117011087,-0.00133039784276191,0.0199264322147406,0.0140105423671689,0.000100658368736171,-6.73700753658093e-05,0.000115176262950182,1.75016097444671e-07,5.83534990169018e-08,7.90053105566261e-07,9.54182082836584e-06,2.41146049529894e-06,-0.00788061631385394,-4.07096809953044e-07,-1.64562698174071e-06,-3.3945827632902e-07,-1.4308081361837e-06,2.71531041801769e-05,3.44407320227073e-15,7.14020948558458e-06,1.49748549084741e-06,4.94072423373694e-07,-0.00212351145274666,2.9751916898854e-17,-1.41552725410936e-07,-5.83256190318336e-17,-1.37609472129427e-06,6.25279489900273e-08,-1.11060022250678e-08,-5.32068070578841e-12,-4.58785371124903e-12,0.00262517330779332,1.71644883697888e-16,1.96583893909892e-09,1.00057333764519e-07,-5.3762477336452e-10,-3.50348782320063e-08,-5.60942272511097e-07,1.02092001528456e-08,-3.6128336010878e-17,7.61614580876343e-17,1.73038601217513e-10,3.49052636539402e-16,-3.66877167767876e-07,-4.32138986405994e-16,-1.06463516077714e-15,-2.81359274613026e-16,6.15947272304529e-06,-1.06434394340707e-07,3.50000775474812e-16,2.2190826977533e-16,2.38979546051306e-15,-4.61828375387952e-16,-2.78984233848936e-15,-8.26128536399205e-17,7.72480486490451e-16,7.089235443391e-07,-3.08747601463916e-15,-3.90500806863998e-15,0.707106781186548,2.72056072250182e-15,-8.04137703966982e-15,2.09244100460201e-15,3.1722334079831e-15,1.80343133640686e-15,6.56235633744333e-16
"t111",0.140277023067249,-0.0499340574986739,-0.00745734250028496,-0.00178449863962631,0.239172243923388,0.0454383714001589,0.00667219566598272,-0.0074727353239188,0.00609620839386468,-0.00174500897565189,0.000489245893212394,-0.000250703400307798,0.000293925079414835,-3.74292282010636e-05,-0.0129014574330868,0.000425715534589581,8.94432118697767e-05,-0.00289233134709545,-0.322071037929772,-0.0389311497772642,-0.0020743647184348,0.201249291610122,0.0176732923120037,-0.104207312944091,0.00183951341084714,-0.00158199394002309,0.000421451814691203,-0.0078346118390889,0.000381516575282095,-0.119860420352301,0.016882011695012,-9.6243931719194e-07,0.00442216203879784,-0.030980992157005,-0.0190262370080821,0.4470639421591,0.0200051382428416,-0.172068298708014,0.0320968368384033,-0.000962582641630847,0.0695489951556089,-0.00421610510337579,-0.00163740803955348,0.000241202793328649,-6.88657240880634e-05,9.48893297419255e-05,9.49420546130057e-05,0.000127573117010393,-0.00133039784276211,0.0199264322147403,0.014010542367169,0.000100658368735789,-6.73700753658201e-05,0.000115176262949589,1.7501609720719e-07,5.83534988851814e-08,7.90053105007693e-07,9.54182082831727e-06,2.41146049504055e-06,-0.00788061631385299,-4.07096808148613e-07,-1.64562698194118e-06,-3.39458275552677e-07,-1.43080813647025e-06,2.71531041805897e-05,3.24274891140796e-15,7.14020948577334e-06,1.49748549112372e-06,4.94072423319104e-07,-0.00212351145274649,9.58362232888042e-18,-1.41552725725592e-07,1.86271036864814e-16,-1.37609472088845e-06,6.25279495087639e-08,-1.11060021201238e-08,-5.32131963167325e-12,-4.58779281304787e-12,0.00262517330779293,-5.34046210994991e-17,1.96584011244077e-09,1.00057332544872e-07,-5.37624149482774e-10,-3.50348780624172e-08,-5.60942275101812e-07,1.02091996746437e-08,-1.86111992968599e-16,-1.52868831685705e-16,1.73038857544447e-10,-5.01713316643924e-16,-3.66877166865587e-07,7.02077687744359e-16,1.11044419515482e-15,2.48500231796164e-16,6.159472727336e-06,-1.06434397302927e-07,-1.93183942963997e-16,-2.44604110537501e-16,-2.30607422525652e-15,2.81812940531295e-16,2.60559333032692e-15,1.28936138339192e-16,-7.23431051768213e-16,7.08923537579203e-07,3.2856184163556e-15,3.78674743357838e-15,-0.707106781186549,-2.63558169539433e-15,7.9216680507015e-15,-1.36359961337017e-15,-3.21445988548917e-15,-1.89913036322763e-15,-5.58536503934234e-16
"t45",0.141413644664795,-0.0504214279785525,-0.00763300634168729,-0.00184466715871257,0.251192877340238,0.0483727187233234,0.00715175469488752,-0.00850451895694082,0.00712847917848539,-0.00223578235086452,0.000679955159110707,-0.000487957087468455,0.000611665217308626,-0.000138978275523532,-0.0675236089215757,0.00460010091540734,-0.0012560671560616,0.00432597738590821,0.174734236969916,0.0137398995237226,0.000431934288290221,-0.0261117809946129,-0.00138632477229649,0.00452083512443055,2.77781496629565e-05,-2.44150503910558e-05,-1.46735876838718e-06,0.000201049739195332,-4.41082937219102e-05,0.0359405394901826,-0.00622272043779398,4.21348990309147e-07,-0.00224127661854975,0.0163431352165463,0.00740221223983196,-0.148874848549232,-0.00642357723894973,0.0172722398491463,0.00525270193393863,-0.00322811176880196,0.409700406486721,-0.03045695730236,-0.0210631453302634,-0.0491769729289819,0.00445370045507188,-0.00857687637442927,-0.00863175158082862,0.0344684918704695,-0.0323519366615123,0.372721168710241,0.227430217516064,0.00154901128509252,-0.000973961750859943,0.00156264806875921,2.77619420225333e-06,1.1109704965468e-06,1.83607115776744e-05,0.00024682419469158,6.28631493634412e-05,-0.248983372059075,4.7835101604374e-05,4.91620078308091e-06,1.00672867230472e-06,3.27202293508863e-06,-2.69414618476634e-05,-4.86238656563589e-15,4.93782659999308e-05,2.7277089744275e-05,2.63656389312461e-05,-0.64505222636565,3.98216701185736e-15,1.21185624968187e-06,3.243728097389e-15,3.40676497140356e-06,-9.5662863813323e-08,1.88485457264535e-09,4.24343269623879e-13,-2.64368011969775e-12,0.00018368740684234,-8.80999013500935e-17,1.8381488909097e-09,1.15516320087882e-07,-6.82579834593251e-10,-4.58354532351671e-08,-7.39309652019626e-07,1.40831623102677e-08,-1.3679549187246e-15,-5.16454113847503e-16,2.52714931297228e-10,1.40708595430144e-17,-5.49564224839563e-07,-2.82032253857528e-16,-2.75084132534423e-16,-3.93324271025078e-17,9.3920032400506e-06,-1.62382284406304e-07,1.34651789146929e-16,8.21709576969395e-17,3.16276429259945e-16,-1.05985419433132e-16,-5.66312271696927e-16,9.25854425456404e-17,-4.42899637805367e-16,1.08190524513156e-06,3.58850347499845e-17,-3.97734194995174e-19,-4.33722002875429e-16,-1.53267058619898e-17,4.24311192064024e-16,-2.8169154400412e-16,-1.33328064076033e-16,8.5116226737016e-17,-1.92122243159329e-18
"t100",0.14557667023616,-0.0521746311951449,-0.00819206572313397,-0.00202330640726539,0.283784349381969,0.055837210975351,0.0083372158300823,-0.0106147482261005,0.00911109800120125,-0.00304045200142584,0.000962973695173897,-0.000764963181182458,0.000971586487892646,-0.000236932005822254,-0.117672508558436,0.00822171303518044,-0.00233020185056457,0.00889988235503645,0.409119928523702,0.0346191953292846,0.00120365831141198,-0.0800398414528437,-0.00469775165739532,0.0170734029450192,0.000200191766190216,-0.000299197159393215,0.000122745712949982,-0.00271033108655334,0.0001776540151514,-0.0705071366050419,0.0103884102883939,-6.08297358417181e-07,0.00277072741909242,-0.0177400198805113,-0.00698391608121633,0.137529424302224,0.00591122723068124,-0.0151102176234549,-0.00443192202692475,0.00239112154563182,-0.293576299714625,0.0215759758989326,0.0144849196265087,0.03078113783238,-0.0026147229806268,0.00476687251842265,0.00479540005713873,-0.0179122054221861,0.0150121328768294,-0.167806047425032,-0.100693908442285,-0.000682116611972709,0.000427208507449653,-0.000694449570393611,-1.40087366650311e-06,-6.10465653641622e-07,-1.08429171002843e-05,-0.000150520215486216,-3.84188747561191e-05,0.159670725848939,-3.99274430977777e-05,-1.34216304501983e-05,-2.7634912989364e-06,-1.09834714839491e-05,0.000185361942863393,2.21369543611878e-14,2.86983531566635e-05,7.94239382778249e-06,5.92524615363691e-06,-0.130966565605502,1.78999362873869e-16,1.34092473587865e-07,-5.32147322940336e-18,1.81599621663225e-07,-3.69809649745857e-09,2.77022392113253e-11,5.80441234536363e-15,-6.39839009184679e-15,-2.33104099860482e-08,3.89541596292082e-16,-1.3716170906041e-12,2.03321431482069e-11,-1.93060091303203e-12,-1.99384118305837e-10,-3.55112537072928e-09,1.21016875551921e-10,1.20766909681173e-15,-9.55470414832033e-17,4.56509569035034e-12,1.79437268865605e-15,-1.49520007243159e-08,5.05964322298757e-16,-3.19895404172097e-16,-2.03141836927084e-15,4.13413462615759e-07,-7.38210770503181e-09,-1.92900283172503e-15,2.16435656221334e-15,1.40374187475315e-17,5.30322890351089e-15,-0.707106781186547,-1.22369901439192e-16,1.88552076883894e-14,6.66488649267639e-08,4.02392574750783e-15,-1.70085463758781e-15,-2.95933827493921e-15,-1.16581608591271e-16,-4.12195854278402e-17,3.97622460229114e-16,-7.22022302022709e-16,1.0599751050045e-15,-3.90613179355689e-16
"t101",0.14557667023616,-0.0521746311951449,-0.00819206572313302,-0.00202330640726484,0.283784349381969,0.0558372109753511,0.00833721583008235,-0.010614748226101,0.00911109800120119,-0.00304045200142589,0.000962973695173766,-0.000764963181182572,0.000971586487892615,-0.000236932005822206,-0.117672508558436,0.00822171303518074,-0.00233020185056446,0.00889988235503627,0.409119928523702,0.0346191953292848,0.00120365831141202,-0.0800398414528444,-0.00469775165739527,0.0170734029450196,0.000200191766189901,-0.000299197159393154,0.000122745712950066,-0.00271033108655332,0.000177654015151692,-0.0705071366050424,0.0103884102883941,-6.08297357889114e-07,0.0027707274190925,-0.0177400198805114,-0.00698391608121601,0.137529424302224,0.00591122723068143,-0.0151102176234551,-0.00443192202692539,0.0023911215456317,-0.293576299714625,0.0215759758989329,0.0144849196265085,0.030781137832379,-0.00261472298062692,0.00476687251842221,0.00479540005713897,-0.017912205422186,0.0150121328768296,-0.167806047425032,-0.100693908442284,-0.000682116611972545,0.000427208507449327,-0.00069444957039453,-1.4008736663044e-06,-6.1046565261745e-07,-1.08429171006341e-05,-0.000150520215487387,-3.84188747563943e-05,0.159670725848939,-3.9927443098247e-05,-1.34216304495918e-05,-2.76349129850508e-06,-1.09834714838138e-05,0.000185361942862786,2.17733630866235e-14,2.86983531573227e-05,7.94239382717005e-06,5.92524615356562e-06,-0.130966565605503,-8.04673587757744e-16,1.34092473941396e-07,8.05755952768904e-16,1.81599621459829e-07,-3.69809599783111e-09,2.77022164566322e-11,5.62867867787713e-15,-6.2614936402078e-15,-2.33104089975066e-08,-2.63799947048884e-16,-1.37282099568445e-12,2.03304064663908e-11,-1.92918373069363e-12,-1.99382461461958e-10,-3.55112719957506e-09,1.21017144099906e-10,-6.1151396716059e-16,-2.42745488704872e-16,4.56498531830449e-12,-1.94972084050024e-15,-1.49520004805805e-08,-7.24452910276903e-16,4.33868122543156e-16,3.11979527721835e-15,4.1341346427551e-07,-7.38211435997995e-09,1.97382693637558e-15,-2.3047675249098e-15,-6.18991580640646e-17,-5.33194719799319e-15,0.707106781186548,6.55666924526522e-17,-1.845114079146e-14,6.66488326519422e-08,-3.98041365307697e-15,1.76590007105032e-15,2.25433935890158e-15,-2.22867341881117e-17,2.95592684358311e-16,-7.58218622612901e-16,7.90655358467718e-16,-9.27249985054235e-16,3.1775019568959e-16
"t55",0.143745994814797,-0.0514034003367922,-0.00794554572916445,-0.00194442436887943,0.269366054491134,0.0525305699815054,0.00781176092757425,-0.00967560600557282,0.00822755254352758,-0.00268062744397925,0.000836144502264293,-0.000640198039106066,0.000809374570474618,-0.000192642018338425,-0.0949755778266428,0.00658081169324808,-0.00184276186854796,0.00681571873246336,0.301822044657164,0.0250379629168086,0.000848438928817019,-0.0551512193012212,-0.00316556925588079,0.0112507901367444,0.000119357243806155,-0.000169724383138115,6.3727325767889e-05,-0.00131911012119175,6.99071432008547e-05,-0.0173684751767157,0.00201351129981688,-8.35265075005878e-08,0.000180035904729747,0.000133149811910791,0.000704882657326021,-0.0160388749016487,-0.000706619360594619,0.0024084051590965,0.00084095458829639,-0.000751402883678266,0.102874523594627,-0.00784062084900479,-0.00576952120323861,-0.016096259219765,0.00162877191082083,-0.00343990779435422,-0.00346431031342214,0.0155088819167847,-0.0183692658649042,0.232452222382006,0.153546981991976,0.00109000684101772,-0.000732262457253937,0.00137635096261517,3.51053019085357e-06,1.64140699860374e-06,3.04594255073737e-05,0.0004298781296576,0.000109838785204009,-0.466650505197454,0.000127047375962581,4.88564176236482e-05,1.00620853247613e-05,4.03365654350805e-05,-0.000693724462016005,-8.2512397551026e-14,-0.000127434396874532,-3.9171843361621e-05,-3.07163173597908e-05,0.693396758121906,-1.19974805998955e-15,-8.191764021289e-07,-2.79193201539591e-15,-1.36056829480461e-06,3.05385307118979e-08,-3.0969118330166e-10,-6.46470874556332e-14,1.18311152616952e-13,6.39513812649225e-07,-2.64129032805334e-17,5.31406128447077e-11,1.00556913298317e-08,-8.4716591238016e-11,-6.33976232909038e-09,-1.05032066141632e-07,2.36851001331121e-09,2.22689963347808e-16,5.05505412097422e-16,5.38822016738236e-11,3.12892798656538e-16,-1.34387801857124e-07,8.08508617610096e-16,1.19543481771564e-16,-1.46174353049709e-15,2.7056348840733e-06,-4.7299005250067e-08,-9.32157882859954e-17,5.65565434194224e-17,-4.26449367776091e-17,-1.71895072248418e-16,9.78698440500615e-17,5.9463900364534e-17,-2.78431840415927e-16,3.49814904600945e-07,-1.18339168987811e-16,-1.47301584388966e-18,-3.84356891382083e-16,2.49210794155539e-16,-5.90459498972496e-16,4.61593810517392e-16,-9.33317149169725e-17,-1.53782241910975e-16,3.81412605814502e-17
"t41",0.138080525810339,-0.049019463684037,-0.00718979448815106,-0.00170376062398843,0.225659261818006,0.0425530826095479,0.00622956030323216,-0.00688729870757615,0.00561672749477915,-0.00163007112665704,0.000468646416270892,-0.000285138336440324,0.000348778236955108,-6.83381324952919e-05,-0.0314967556404595,0.00200961197342647,-0.000492551581529138,0.00112812258889662,0.0139518778966009,-0.000440134369424125,-8.54805574343229e-05,0.00964007232005015,0.000785053572266325,-0.00362102418366739,-7.88495368435772e-05,0.00014166037812258,-7.36185037072013e-05,0.00184552188880093,-0.000159041615808159,0.0830812522581073,-0.0131223497931505,8.18200556683111e-07,-0.00397823282276969,0.0268059599125203,0.0110706212607255,-0.219374690255158,-0.00943953400841428,0.0244577230637128,0.0072334420571373,-0.00396969055404658,0.487399131666073,-0.0358020016773648,-0.0239685295247922,-0.0496006795483303,0.0040450236925387,-0.00695206136057739,-0.00698976533836841,0.0230323490091211,-0.0098026581067932,0.047154761842858,-0.00787323375703203,-0.00019024240861992,0.000262289493656252,-0.00100792507146628,-4.53633525492232e-06,-2.35904208069469e-06,-4.62465660551879e-05,-0.000664884514306924,-0.000170080728199593,0.739175919298397,-0.000215165862579491,-8.4826185706408e-05,-1.746883008003e-05,-6.9833806556234e-05,0.00119089657872346,1.46377405102048e-13,0.000158726940513737,1.88754816520951e-05,-2.57030685316486e-06,0.259705972246758,-2.63495885850533e-15,-2.88315588809959e-06,-1.90911624447452e-15,-2.08897233012128e-05,8.73309389934899e-07,-1.29932039497635e-07,-6.12726495943222e-11,-4.56055231980611e-11,0.00207960075424922,-8.50890298585173e-17,1.75457424365192e-08,8.036075623761e-07,-4.02011356926357e-09,-2.54573461230618e-07,-4.04472261419067e-06,6.96713060996859e-08,6.53006618755124e-16,3.38205167927274e-16,1.06704799738766e-09,-7.2519961583063e-17,-2.09788403093464e-06,-4.30550116056242e-16,-1.1221985883972e-17,6.1211098199746e-16,3.15002884627653e-05,-5.39705143693638e-07,2.15193213267318e-17,1.1316689342866e-16,-1.34578098802002e-15,9.6403033278809e-17,-6.51677266496025e-17,-5.9831933838369e-17,5.9039255594456e-16,3.29447414417091e-06,-1.00466001637969e-16,-1.21338058680996e-16,4.69428777385475e-16,-5.52894616747658e-17,-2.24720956891998e-16,2.70959859983077e-16,2.04386339361947e-16,-1.74796013368318e-18,-7.82007137482802e-17
