"accepted_species","estimate"
"t40",0.0307367468009615
"t88",0.939488682372088
"t9",-0.248748484370138
"t10",-0.248748484370138
"t18",-0.161193001288633
"t143",1.55616683834881
"t64",-0.107723462576427
"t97",-0.427960698416951
"t133",1.79779443216813
"t125",-0.47277331159735
"t91",-1.25240715679685
"t66",-1.16291782561773
"t78",-0.967807114455651
"t194",-0.205092041928297
"t34",-1.13042842915483
"t197",-0.333275991216834
"t134",0.434156414772455
"t155",0.578727134380077
"t105",0.431427856171012
"t2",-0.221050168472293
