"accepted_species","trait_ARD"
"t6","0"
"t29","0"
"t30","0"
"t39","0"
"t73","0"
"t80","0"
"t81","0"
"t69","0"
"t70","0"
"t23","0"
"t7","0"
"t10","0"
"t17","0"
"t21","0"
"t22","0"
"t24","1"
"t38","1"
"t46","1"
"t59","1"
"t60","1"
"t94","1"
"t126","0"
"t127","0"
"t125","0"
"t66","1"
"t89","1"
"t117","1"
"t118","1"
"t99","1"
"t100","1"
"t58","1"
"t57","1"
"t47","1"
"t36","1"
"t42","1"
"t43","1"
"t37","1"
"t62","0"
"t63","0"
"t61","1"
"t50","1"
"t48","1"
"t20","1"
"t32","0"
"t33","0"
"t40","0"
"t41","0"
"t44","0"
"t45","0"
"t92","0"
"t93","0"
"t128","0"
"t129","0"
"t95","0"
"t96","0"
"t84","0"
"t82","0"
"t115","0"
"t169","1"
"t174","1"
"t175","1"
"t190","1"
"t191","1"
"t185","1"
"t152","0"
"t67","0"
"t68","0"
"t54","0"
"t65","0"
"t71","0"
"t72","0"
"t31","1"
"t56","0"
"t305","0"
"t366","0"
"t367","0"
"t354","1"
"t355","0"
"t331","0"
"t332","1"
"t297","0"
"t279",NA
"t269","0"
"t253","0"
"t254","0"
"t188","0"
"t226","0"
"t230","1"
"t311","1"
"t419","1"
"t420","1"
"t396","1"
"t270","0"
"t312","0"
"t349","0"
"t385","0"
"t386","0"
"t377","0"
"t383","0"
"t415","0"
"t416","1"
"t382","0"
"t263","0"
"t245","0"
"t221","0"
"t181","1"
"t208","0"
"t409","0"
"t469","0"
"t470","0"
"t316","0"
"t317","0"
"t324",NA
"t443","0"
"t444",NA
"t381","0"
"t293","1"
"t370",NA
"t371","1"
"t290","0"
"t289","1"
"t271","0"
"t144","0"
"t154","0"
"t328","0"
"t433",NA
"t434","1"
"t361","0"
"t460","0"
"t461","0"
"t326","0"
"t432",NA
"t438","0"
"t458","0"
"t459","0"
"t364","0"
"t365","0"
"t304","0"
"t213","0"
"t239","0"
"t240","0"
"t200",NA
"t285",NA
"t286","0"
"t421","0"
"t439","0"
"t440","0"
"t474","0"
"t475","0"
"t341","0"
"t335","0"
"t336",NA
"t234","0"
"t205","0"
"t227","0"
"t329","0"
"t330","0"
"t358","0"
"t359",NA
"t484","0"
"t485","0"
"t476","0"
"t197",NA
"t134","1"
"t102","0"
"t103","0"
"t142","0"
"t143","0"
"t133","0"
"t123","0"
"t101","0"
"t76","0"
"t97","0"
"t104","1"
"t116","0"
"t130",NA
"t131","1"
"t108","0"
"t109","0"
"t83","0"
"t105","0"
"t140","1"
"t243","1"
"t248","1"
"t255","0"
"t256","0"
"t232","0"
"t233","1"
"t231","1"
"t173","1"
"t171","1"
"t172","1"
"t161","1"
"t164","1"
"t176","1"
"t215","1"
"t216","1"
"t199","1"
"t258","1"
"t266","1"
"t267","1"
"t136",NA
"t151","1"
"t158","1"
"t159","1"
"t150",NA
"t157","1"
"t182","1"
"t204","0"
"t209","0"
"t218","0"
"t219","0"
"t214","0"
"t189","0"
"t202","0"
"t203","0"
"t160","1"
"t137",NA
"t121","0"
"t122","1"
"t120",NA
"t141","1"
"t162",NA
"t196","1"
"t247","1"
"t273","1"
"t274","1"
"t259","1"
"t333",NA
"t334","1"
"t298","1"
"t299","1"
"t295",NA
"t241","1"
"t251",NA
"t252","1"
