"accepted_species","trait_ARD"
"t58","0"
"t64","0"
"t65","0"
"t66","0"
"t173","1"
"t186","1"
"t187","1"
"t184","1"
"t185","1"
"t247","1"
"t248","1"
"t82","0"
"t54","0"
"t38","0"
"t31","0"
"t61","0"
"t88","0"
"t110","0"
"t111","0"
"t108","0"
"t79","0"
"t77","0"
"t13","0"
"t14","0"
"t5","0"
"t29","1"
"t50","0"
"t137","1"
"t138","1"
"t32","1"
"t161","1"
"t162","0"
"t87","1"
"t89","0"
"t120","1"
"t121","1"
"t97","0"
"t106","0"
"t107","0"
"t19","1"
"t42","0"
"t43","0"
"t59","0"
"t60","0"
"t25","0"
"t26","0"
"t23","0"
"t24","0"
"t22","0"
"t17","0"
"t15","1"
"t27","1"
"t149","0"
"t150","1"
"t227","1"
"t228","1"
"t219","1"
"t163","0"
"t164","0"
"t127","1"
"t119","0"
"t154","1"
"t198","1"
"t199","1"
"t99","1"
"t114","1"
"t134","0"
"t192","1"
"t196","1"
"t251",NA
"t252",NA
"t263",NA
"t264","1"
"t197",NA
"t201",NA
"t240",NA
"t241",NA
"t209",NA
"t94",NA
"t105",NA
"t122","1"
"t212",NA
"t213","0"
"t235",NA
"t236",NA
"t156",NA
"t157",NA
"t242",NA
"t243",NA
"t214",NA
"t215",NA
"t139","1"
"t126",NA
"t165",NA
"t166",NA
"t118",NA
"t116","1"
"t104",NA
"t123",NA
"t124",NA
"t36","1"
"t41","1"
"t55","0"
"t56","0"
"t69","1"
"t70","1"
"t46","1"
"t85","1"
"t151","1"
"t176","1"
"t231","1"
"t232","1"
"t144","1"
"t113","1"
"t191","1"
"t204","1"
"t205","1"
"t188","1"
"t257","1"
"t258","1"
"t148","1"
"t52","1"
"t53","0"
"t83","1"
"t84","1"
"t45","1"
"t47","1"
"t100","1"
"t101","1"
"t152","1"
"t181","1"
"t182","1"
"t143","1"
"t125","1"
"t102","1"
"t103","1"
"t57","1"
"t76","0"
"t217","1"
"t218","1"
"t170","1"
"t216","1"
"t220","1"
"t221","1"
"t253","1"
"t254","1"
"t147","1"
"t189","1"
"t190","1"
"t171","1"
"t117","1"
"t75","1"
"t68","1"
"t91","1"
"t92","1"
"t48","0"
"t49","0"
"t72","1"
"t73","1"
"t44","1"
"t71","1"
"t93","1"
"t174","1"
"t175","1"
"t194","1"
"t195","0"
"t172","1"
"t244","1"
"t245","1"
"t246","1"
"t183","1"
"t131","0"
"t140","1"
"t141","1"
"t158","1"
"t225","1"
"t226","1"
"t81","1"
"t62","1"
"t63","1"
"t51","1"
"t98","1"
"t180","1"
"t229","1"
"t230","1"
"t95","1"
"t96","1"
"t78","1"
"t74","1"
"t86","0"
"t233","1"
"t234","1"
"t129","1"
"t130","1"
"t37","1"
"t223","1"
"t224","1"
"t159","0"
"t160","0"
"t153","1"
"t177","1"
"t210","1"
"t211","1"
"t206","1"
"t249","1"
"t250","1"
"t237","1"
"t238","1"
"t178","1"
"t179","1"
"t202","1"
"t203","1"
"t155","1"
"t167","1"
"t222","1"
"t261","1"
"t262","1"
"t128","1"
"t115","1"
"t90","1"
"t39","0"
"t132","1"
"t133","1"
"t255","1"
"t256","1"
"t169","1"
"t109","1"
"t112","0"
"t168","1"
"t207","1"
"t208","1"
"t200","1"
"t239","1"
"t259","1"
"t260","1"
"t193","1"
"t40","1"
"t80","1"
"t135","1"
"t136","1"
"t142","1"
"t145","1"
"t146","1"
"t67","1"
"t12","1"
"t9","0"
"t10","1"
"t11","0"
"t20","0"
"t21","0"
"t16","0"
"t30","0"
"t34","0"
"t35","0"
"t33","0"
"t28","0"
"t18","0"
"t8","1"
"t7","0"
"t6","0"
"t3","0"
"t4","0"
"t2","0"
"t1","0"
