"","t1","t2","t3","t4","t5","t6","t7","t8","t9","t10","t11","t12","t13","t14","t15","t16","t17","t18","t19","t20","t21","t22","t23","t24","t25","t26","t27","t28","t29","t30","t31","t32","t33","t34","t35","t36","t37","t38","t39","t40","t41","t42","t43","t44","t45","t46","t47","t48","t49","t50","t51","t52","t53","t54","t55","t56","t57","t58","t59","t60","t61","t62","t63","t64","t65","t66","t67","t68","t69","t70","t71","t72","t73","t74","t75","t76","t77","t78","t79","t80","t81","t82","t83","t84","t85","t86","t87","t88","t89","t90","t91","t92","t93","t94","t95","t96","t97","t98","t99","t100","t101","t102","t103","t104","t105","t106","t107","t108","t109","t110","t111","t112","t113","t114","t115","t116","t117","t118","t119","t120","t121","t122","t123","t124","t125","t126","t127","t128","t129","t130","t131","t132","t133","t134","t135","t136","t137","t138","t139","t140","t141","t142","t143","t144","t145","t146","t147","t148","t149","t150","t151","t152","t153"
"t1",0,5.48805647179792,4.99225374272511,5.21718795359721,8.30905627135502,6.18330361701602,5.40977390799648,5.19909149919076,5.96449406355556,4.9420812538357,7.47161022543989,5.85777870218134,7.09821766124491,7.67149084127033,9.16278694143864,7.38165483120998,6.59543960081626,10.5651434886796,6.99912973854215,10.5651434886796,10.5651434886796,7.6099716004995,7.32285312914225,6.18387077529741,7.21570499103408,6.70637466083146,7.70121487571766,7.27193494245712,7.80696519480677,9.67400870477077,10.5651434886796,7.38345495574167,9.55197331089878,10.5651434886796,8.10230361459428,9.58585151435256,9.58585151435257,8.41037879253837,8.42990934121386,7.68579277921576,9.17736534788613,10.5651434886796,10.5651434886796,10.5651434886796,9.1705520725821,10.5651434886796,9.58585151435257,9.58585151435257,9.58585151435256,9.14232155621628,9.11332957476465,9.24650055947023,9.58585151435256,9.58585151435257,8.78253870435688,9.58585151435256,9.58585151435257,8.73161609829195,10.5651434886796,9.58585151435256,8.5060767217948,10.5651434886796,9.58585151435256,9.58585151435256,8.64511079841818,8.59399904807196,9.58585151435257,9.15633400422902,9.04578211821589,9.58585151435256,9.58585151435256,9.58585151435256,9.58585151435257,8.95501499877097,9.58585151435257,10.5651434886796,9.58585151435257,9.58585151435257,9.07552357915533,9.58585151435257,10.5651434886796,9.58585151435256,9.58585151435256,9.58585151435256,9.58585151435256,10.5651434886796,9.58585151435257,9.58585151435257,9.30340299788473,10.5651434886796,10.5651434886796,10.5651434886796,9.58585151435257,9.31028144277889,10.5651434886796,10.5651434886796,10.5651434886796,10.5651434886796,10.4941546599097,9.58585151435257,9.58585151435257,9.23301836141549,10.5651434886796,10.5651434886796,9.58585151435256,9.58585151435256,9.58585151435257,9.58585151435257,9.58585151435257,9.58585151435257,10.5651434886796,9.58585151435257,9.58585151435257,9.58585151435257,9.58585151435257,9.58585151435257,9.58585151435257,9.58585151435256,9.58585151435256,9.58585151435256,9.58585151435256,10.5651434886796,10.5651434886796,9.58585151435256,9.58585151435256,9.37394783270363,10.5651434886796,10.5651434886796,9.58585151435256,9.58585151435257,9.58585151435257,9.56915082439,9.58585151435256,9.58585151435256,9.58585151435257,9.58585151435257,9.58585151435257,9.58585151435257,9.58585151435256,9.58585151435256,9.58585151435257,10.5651434886796,10.5651434886796,9.58585151435257,9.58585151435257,9.58585151435257,9.58585151435257,9.58585151435257,9.58585151435257,9.58585151435256,9.58585151435256,9.58585151435257,9.58585151435257
"t2",5.48805647179792,0,0.672754175436966,1.48700673060735,4.57887504836516,1.86380404972787,1.09027434070833,4.33659139886536,2.45464490675789,4.0795811535103,4.92130130535959,4.99527860185595,6.23571756091951,6.80899074094493,8.30028684111325,4.83134591112968,5.73293950049086,8.01483456859934,4.44882081846186,8.01483456859934,8.01483456859934,5.05966268041921,4.77254420906196,5.32137067497201,4.66539607095379,5.84387456050607,6.83871477539226,6.40943484213172,5.25665627472647,7.12369978469048,8.01483456859934,6.52095485541628,8.68947321057338,8.01483456859934,7.23980351426888,8.72335141402717,8.72335141402717,5.86006987245807,5.87960042113356,6.82329267889036,8.31486524756074,8.01483456859934,8.01483456859934,8.01483456859933,6.62024315250181,8.01483456859933,8.72335141402717,8.72335141402717,8.72335141402717,8.27982145589089,8.25082947443925,6.69619163938994,8.72335141402717,8.72335141402717,7.92003860403148,8.72335141402717,8.72335141402717,7.86911599796655,8.01483456859934,8.72335141402717,7.64357662146941,7.05529433188195,8.72335141402717,8.72335141402717,7.78261069809278,7.73149894774656,8.72335141402717,8.29383390390362,8.1832820178905,8.72335141402717,8.72335141402717,8.72335141402717,8.72335141402717,8.09251489844557,8.72335141402717,7.05529433188195,8.72335141402717,8.72335141402717,8.21302347882993,8.72335141402717,7.05529433188195,8.72335141402717,8.72335141402717,8.72335141402717,8.72335141402717,8.01483456859934,8.72335141402717,8.72335141402717,8.44090289755933,8.01483456859934,8.01483456859934,8.01483456859934,8.72335141402717,8.4477813424535,8.01483456859934,8.01483456859934,8.01483456859934,8.01483456859934,7.94384573982938,8.72335141402717,8.72335141402717,8.37051826109009,8.01483456859934,8.01483456859934,8.72335141402717,8.72335141402717,8.72335141402717,8.72335141402717,8.72335141402717,8.72335141402717,7.05529433188195,8.72335141402717,8.72335141402717,8.72335141402717,8.72335141402717,8.72335141402717,8.72335141402717,8.72335141402717,8.72335141402717,8.72335141402717,8.72335141402717,8.01483456859933,8.01483456859933,8.72335141402717,8.72335141402717,8.51144773237823,7.05529433188195,7.05529433188195,8.72335141402717,8.72335141402717,8.72335141402717,8.70665072406461,8.72335141402717,8.72335141402717,8.72335141402717,8.72335141402717,8.72335141402717,8.72335141402717,8.72335141402717,8.72335141402717,8.72335141402717,7.05529433188195,7.05529433188195,8.72335141402717,8.72335141402717,8.72335141402717,8.72335141402717,8.72335141402717,8.72335141402717,8.72335141402717,8.72335141402717,8.72335141402717,8.72335141402717
"t3",4.99225374272511,0.672754175436966,0,0.991204001534532,4.08307231929234,1.31523127844658,0.541701569427042,3.84078866979255,1.95884217768507,3.58377842443749,4.42549857628678,4.49947587278313,5.7399148318467,6.31318801187212,7.80448411204043,4.33554318205687,5.23713677141805,7.51903183952652,3.95301808938905,7.51903183952652,7.51903183952652,4.56385995134639,4.27674147998915,4.8255679458992,4.16959334188097,5.34807183143325,6.34291204631945,5.91363211305891,4.76085354565366,6.62789705561767,7.51903183952652,6.02515212634346,8.19367048150057,7.51903183952652,6.74400078519607,8.22754868495436,8.22754868495436,5.36426714338526,5.38379769206075,6.32748994981755,7.81906251848792,7.51903183952652,7.51903183952652,7.51903183952652,6.124440423429,7.51903183952652,8.22754868495436,8.22754868495436,8.22754868495436,7.78401872681807,7.75502674536644,6.20038891031712,8.22754868495436,8.22754868495436,7.42423587495867,8.22754868495436,8.22754868495436,7.37331326889374,7.51903183952652,8.22754868495436,7.14777389239659,6.55949160280914,8.22754868495436,8.22754868495436,7.28680796901997,7.23569621867375,8.22754868495436,7.79803117483081,7.68747928881769,8.22754868495436,8.22754868495436,8.22754868495436,8.22754868495436,7.59671216937276,8.22754868495436,6.55949160280914,8.22754868495436,8.22754868495436,7.71722074975712,8.22754868495436,6.55949160280914,8.22754868495436,8.22754868495436,8.22754868495436,8.22754868495436,7.51903183952652,8.22754868495436,8.22754868495436,7.94510016848652,7.51903183952652,7.51903183952652,7.51903183952652,8.22754868495436,7.95197861338068,7.51903183952652,7.51903183952652,7.51903183952652,7.51903183952652,7.44804301075657,8.22754868495436,8.22754868495436,7.87471553201728,7.51903183952652,7.51903183952652,8.22754868495436,8.22754868495436,8.22754868495436,8.22754868495436,8.22754868495436,8.22754868495436,6.55949160280914,8.22754868495436,8.22754868495436,8.22754868495436,8.22754868495436,8.22754868495436,8.22754868495436,8.22754868495436,8.22754868495436,8.22754868495436,8.22754868495436,7.51903183952652,7.51903183952652,8.22754868495436,8.22754868495436,8.01564500330542,6.55949160280914,6.55949160280914,8.22754868495436,8.22754868495435,8.22754868495436,8.21084799499179,8.22754868495436,8.22754868495436,8.22754868495436,8.22754868495436,8.22754868495436,8.22754868495436,8.22754868495436,8.22754868495436,8.22754868495436,6.55949160280914,6.55949160280914,8.22754868495436,8.22754868495436,8.22754868495436,8.22754868495436,8.22754868495435,8.22754868495435,8.22754868495436,8.22754868495436,8.22754868495436,8.22754868495436
"t4",5.21718795359721,1.48700673060735,0.991204001534532,0,3.14722700256835,2.18225387582544,1.4087241668059,4.06572288066464,2.18377638855717,3.80871263530958,4.65043278715888,4.72441008365523,5.96484904271879,6.53812222274421,8.02941832291253,4.56047739292897,5.46207098229014,7.74396605039862,4.17795230026114,7.74396605039862,7.74396605039862,4.78879416221849,4.50167569086124,5.05050215677129,4.39452755275307,5.57300604230535,6.56784625719154,6.138566323931,4.98578775652575,6.85283126648976,7.74396605039862,6.25008633721556,8.41860469237266,7.74396605039862,6.96893499606816,8.45248289582645,8.45248289582645,5.58920135425735,5.60873190293285,6.55242416068964,8.04399672936002,7.74396605039862,7.74396605039862,7.74396605039862,6.34937463430109,7.74396605039862,8.45248289582645,8.45248289582645,8.45248289582645,8.00895293769017,7.97996095623853,6.42532312118922,8.45248289582645,8.45248289582645,7.64917008583076,8.45248289582645,8.45248289582645,7.59824747976583,7.74396605039862,8.45248289582645,7.37270810326869,6.78442581368123,8.45248289582645,8.45248289582645,7.51174217989206,7.46063042954584,8.45248289582645,8.0229653857029,7.91241349968978,8.45248289582645,8.45248289582645,8.45248289582645,8.45248289582645,7.82164638024485,8.45248289582645,6.78442581368123,8.45248289582645,8.45248289582645,7.94215496062921,8.45248289582645,6.78442581368123,8.45248289582645,8.45248289582645,8.45248289582645,8.45248289582645,7.74396605039862,8.45248289582645,8.45248289582645,8.17003437935861,7.74396605039862,7.74396605039862,7.74396605039862,8.45248289582645,8.17691282425278,7.74396605039862,7.74396605039862,7.74396605039862,7.74396605039862,7.67297722162866,8.45248289582645,8.45248289582645,8.09964974288938,7.74396605039862,7.74396605039862,8.45248289582645,8.45248289582645,8.45248289582645,8.45248289582645,8.45248289582645,8.45248289582645,6.78442581368123,8.45248289582645,8.45248289582645,8.45248289582645,8.45248289582645,8.45248289582645,8.45248289582645,8.45248289582645,8.45248289582645,8.45248289582645,8.45248289582645,7.74396605039862,7.74396605039862,8.45248289582645,8.45248289582645,8.24057921417751,6.78442581368123,6.78442581368123,8.45248289582645,8.45248289582645,8.45248289582645,8.43578220586389,8.45248289582645,8.45248289582645,8.45248289582645,8.45248289582645,8.45248289582645,8.45248289582645,8.45248289582645,8.45248289582645,8.45248289582645,6.78442581368123,6.78442581368123,8.45248289582645,8.45248289582645,8.45248289582645,8.45248289582645,8.45248289582645,8.45248289582645,8.45248289582645,8.45248289582645,8.45248289582645,8.45248289582645
"t5",8.30905627135502,4.57887504836516,4.08307231929234,3.14722700256835,0,5.27412219358325,4.50059248456371,7.15759119842245,5.27564470631498,6.90058095306739,7.74230110491669,7.81627840141304,9.0567173604766,9.62999054050202,11.1212866406703,7.65234571068678,8.55393930004795,10.8358343681564,7.26982061801896,10.8358343681564,10.8358343681564,7.8806624799763,7.59354400861905,8.1423704745291,7.48639587051088,8.66487436006316,9.65971457494935,9.23043464168882,8.07765607428357,9.94469958424757,10.8358343681564,9.34195465497337,11.5104730101305,10.8358343681564,10.060803313826,11.5443512135843,11.5443512135843,8.68106967201517,8.70060022069066,9.64429247844745,11.1358650471178,10.8358343681564,10.8358343681564,10.8358343681564,9.4412429520589,10.8358343681564,11.5443512135843,11.5443512135843,11.5443512135843,11.100821255448,11.0718292739963,9.51719143894703,11.5443512135843,11.5443512135843,10.7410384035886,11.5443512135843,11.5443512135843,10.6901157975236,10.8358343681564,11.5443512135843,10.4645764210265,9.87629413143904,11.5443512135843,11.5443512135843,10.6036104976499,10.5524987473037,11.5443512135843,11.1148337034607,11.0042818174476,11.5443512135843,11.5443512135843,11.5443512135843,11.5443512135843,10.9135146980027,11.5443512135843,9.87629413143904,11.5443512135843,11.5443512135843,11.034023278387,11.5443512135843,9.87629413143904,11.5443512135843,11.5443512135843,11.5443512135843,11.5443512135843,10.8358343681564,11.5443512135843,11.5443512135843,11.2619026971164,10.8358343681564,10.8358343681564,10.8358343681564,11.5443512135843,11.2687811420106,10.8358343681564,10.8358343681564,10.8358343681564,10.8358343681564,10.7648455393865,11.5443512135843,11.5443512135843,11.1915180606472,10.8358343681564,10.8358343681564,11.5443512135843,11.5443512135843,11.5443512135843,11.5443512135843,11.5443512135843,11.5443512135843,9.87629413143904,11.5443512135843,11.5443512135843,11.5443512135843,11.5443512135843,11.5443512135843,11.5443512135843,11.5443512135843,11.5443512135843,11.5443512135843,11.5443512135843,10.8358343681564,10.8358343681564,11.5443512135843,11.5443512135843,11.3324475319353,9.87629413143904,9.87629413143904,11.5443512135843,11.5443512135843,11.5443512135843,11.5276505236217,11.5443512135843,11.5443512135843,11.5443512135843,11.5443512135843,11.5443512135843,11.5443512135843,11.5443512135843,11.5443512135843,11.5443512135843,9.87629413143904,9.87629413143904,11.5443512135843,11.5443512135843,11.5443512135843,11.5443512135843,11.5443512135843,11.5443512135843,11.5443512135843,11.5443512135843,11.5443512135843,11.5443512135843
"t6",6.18330361701602,1.86380404972787,1.31523127844658,2.18225387582544,5.27412219358325,0,0.909578866239754,5.03183854408345,3.14989205197598,4.77482829872839,5.61654845057769,5.69052574707404,6.9309647061376,7.50423788616302,8.99553398633134,5.52659305634777,6.42818664570895,8.71008171381743,5.14406796367995,8.71008171381743,8.71008171381743,5.7549098256373,5.46779135428005,6.0166178201901,5.36064321617188,6.53912170572416,7.53396192061035,7.10468198734981,5.95190341994456,7.81894692990857,8.71008171381743,7.21620200063437,9.38472035579147,8.71008171381743,7.93505065948697,9.41859855924526,9.41859855924526,6.55531701767616,6.57484756635166,7.51853982410845,9.01011239277883,8.71008171381743,8.71008171381743,8.71008171381743,7.3154902977199,8.71008171381743,9.41859855924526,9.41859855924526,9.41859855924526,8.97506860110898,8.94607661965734,7.39143878460803,9.41859855924526,9.41859855924526,8.61528574924957,9.41859855924526,9.41859855924526,8.56436314318464,8.71008171381743,9.41859855924526,8.3388237666875,7.75054147710004,9.41859855924526,9.41859855924526,8.47785784331087,8.42674609296465,9.41859855924526,8.98908104912171,8.87852916310859,9.41859855924526,9.41859855924526,9.41859855924526,9.41859855924526,8.78776204366366,9.41859855924526,7.75054147710004,9.41859855924526,9.41859855924526,8.90827062404802,9.41859855924526,7.75054147710004,9.41859855924526,9.41859855924526,9.41859855924526,9.41859855924526,8.71008171381743,9.41859855924526,9.41859855924526,9.13615004277742,8.71008171381743,8.71008171381743,8.71008171381743,9.41859855924526,9.14302848767159,8.71008171381743,8.71008171381743,8.71008171381743,8.71008171381743,8.63909288504747,9.41859855924526,9.41859855924526,9.06576540630819,8.71008171381743,8.71008171381743,9.41859855924526,9.41859855924526,9.41859855924526,9.41859855924526,9.41859855924526,9.41859855924526,7.75054147710004,9.41859855924526,9.41859855924526,9.41859855924526,9.41859855924526,9.41859855924526,9.41859855924526,9.41859855924526,9.41859855924526,9.41859855924526,9.41859855924526,8.71008171381743,8.71008171381743,9.41859855924526,9.41859855924526,9.20669487759632,7.75054147710004,7.75054147710004,9.41859855924526,9.41859855924526,9.41859855924526,9.4018978692827,9.41859855924526,9.41859855924526,9.41859855924526,9.41859855924526,9.41859855924526,9.41859855924526,9.41859855924526,9.41859855924526,9.41859855924526,7.75054147710004,7.75054147710004,9.41859855924526,9.41859855924526,9.41859855924526,9.41859855924526,9.41859855924526,9.41859855924526,9.41859855924526,9.41859855924526,9.41859855924526,9.41859855924526
"t7",5.40977390799648,1.09027434070833,0.541701569427042,1.4087241668059,4.50059248456371,0.909578866239754,0,4.25830883506392,2.37636234295644,4.00129858970885,4.84301874155815,4.9169960380545,6.15743499711807,6.73070817714349,8.2220042773118,4.75306334732824,5.65465693668942,7.93655200479789,4.37053825466042,7.93655200479789,7.93655200479789,4.98138011661776,4.69426164526052,5.24308811117057,4.58711350715234,5.76559199670462,6.76043221159081,6.33115227833028,5.17837371092503,7.04541722088903,7.93655200479789,6.44267229161483,8.61119064677194,7.93655200479789,7.16152095046744,8.64506885022572,8.64506885022572,5.78178730865663,5.80131785733212,6.74501011508892,8.23658268375929,7.93655200479789,7.93655200479789,7.93655200479789,6.54196058870037,7.93655200479789,8.64506885022572,8.64506885022572,8.64506885022572,8.20153889208944,8.17254691063781,6.61790907558849,8.64506885022572,8.64506885022572,7.84175604023004,8.64506885022572,8.64506885022572,7.79083343416511,7.93655200479789,8.64506885022572,7.56529405766796,6.97701176808051,8.64506885022572,8.64506885022572,7.70432813429133,7.65321638394512,8.64506885022572,8.21555134010217,8.10499945408905,8.64506885022572,8.64506885022572,8.64506885022572,8.64506885022572,8.01423233464413,8.64506885022572,6.97701176808051,8.64506885022572,8.64506885022572,8.13474091502848,8.64506885022572,6.97701176808051,8.64506885022572,8.64506885022572,8.64506885022572,8.64506885022572,7.93655200479789,8.64506885022572,8.64506885022572,8.36262033375789,7.93655200479789,7.93655200479789,7.93655200479789,8.64506885022572,8.36949877865205,7.93655200479789,7.93655200479789,7.93655200479789,7.93655200479789,7.86556317602794,8.64506885022572,8.64506885022572,8.29223569728865,7.93655200479789,7.93655200479789,8.64506885022572,8.64506885022572,8.64506885022572,8.64506885022572,8.64506885022572,8.64506885022572,6.97701176808051,8.64506885022572,8.64506885022572,8.64506885022572,8.64506885022572,8.64506885022572,8.64506885022572,8.64506885022572,8.64506885022572,8.64506885022572,8.64506885022572,7.93655200479789,7.93655200479789,8.64506885022572,8.64506885022572,8.43316516857679,6.97701176808051,6.97701176808051,8.64506885022572,8.64506885022572,8.64506885022572,8.62836816026316,8.64506885022572,8.64506885022572,8.64506885022572,8.64506885022572,8.64506885022572,8.64506885022572,8.64506885022572,8.64506885022572,8.64506885022572,6.97701176808051,6.97701176808051,8.64506885022572,8.64506885022572,8.64506885022572,8.64506885022572,8.64506885022572,8.64506885022572,8.64506885022572,8.64506885022572,8.64506885022572,8.64506885022572
"t8",5.19909149919076,4.33659139886536,3.84078866979255,4.06572288066464,7.15759119842245,5.03183854408345,4.25830883506392,0,4.813028990623,3.09634086640643,6.32014515250732,4.01203831475208,5.25247727381564,4.0950153043263,7.31704655400938,6.23018975827741,3.01896406387223,9.41367841574706,5.84766466560959,9.41367841574706,9.41367841574706,6.45850652756694,6.17138805620969,4.33813038786814,6.06423991810151,4.8606342734022,5.85547448828839,3.69545940551309,6.6555001218742,8.52254363183821,9.41367841574707,5.53771456831241,5.97549777395475,9.41367841574707,4.52582807765025,6.00937597740854,7.7401111269233,7.2589137196058,7.27844426828129,5.84005239178649,7.33162496045687,9.41367841574706,9.41367841574706,9.41367841574706,8.01908699964954,9.41367841574706,6.00937597740854,6.00937597740854,7.7401111269233,7.29658116878702,7.26758918733538,8.09503548653766,7.7401111269233,6.00937597740854,5.20606316741285,6.00937597740854,6.00937597740854,6.88587571086268,9.41367841574706,7.7401111269233,6.66033633436554,9.41367841574706,6.00937597740854,6.00937597740854,6.79937041098891,6.74825866064269,7.7401111269233,7.31059361679975,7.20004173078663,7.7401111269233,7.7401111269233,6.00937597740854,7.7401111269233,7.1092746113417,7.7401111269233,9.41367841574706,6.00937597740854,6.00937597740854,5.4990480422113,6.00937597740854,9.41367841574706,7.7401111269233,7.7401111269233,7.7401111269233,7.7401111269233,9.41367841574706,7.7401111269233,7.7401111269233,7.45766261045546,9.41367841574706,9.41367841574706,9.41367841574706,7.7401111269233,5.73380590583486,9.41367841574706,9.41367841574706,9.41367841574706,9.41367841574706,9.34268958697711,7.7401111269233,7.7401111269233,7.38727797398623,9.41367841574707,9.41367841574707,6.00937597740854,6.00937597740854,7.7401111269233,7.7401111269233,7.7401111269233,7.7401111269233,9.41367841574706,6.00937597740854,6.00937597740854,6.00937597740854,6.00937597740854,6.00937597740854,6.00937597740854,6.00937597740854,6.00937597740854,7.7401111269233,7.7401111269233,9.41367841574707,9.41367841574707,7.7401111269233,7.7401111269233,5.7974722957596,9.41367841574706,9.41367841574706,6.00937597740854,6.00937597740854,6.00937597740854,5.99267528744597,6.00937597740854,6.00937597740854,7.7401111269233,7.7401111269233,7.7401111269233,7.7401111269233,6.00937597740854,6.00937597740854,7.7401111269233,9.41367841574706,9.41367841574706,6.00937597740854,6.00937597740854,7.7401111269233,7.7401111269233,6.00937597740854,6.00937597740854,7.7401111269233,7.7401111269233,6.00937597740854,6.00937597740854
"t9",5.96449406355556,2.45464490675789,1.95884217768507,2.18377638855717,5.27564470631498,3.14989205197598,2.37636234295644,4.813028990623,0,4.55601874526794,5.39773889711723,5.47171619361359,6.71215515267715,7.28542833270257,8.77672443287089,5.30778350288732,6.2093770922485,8.49127216035698,4.9252584102195,8.49127216035698,8.49127216035698,5.53610027217685,5.2489818008196,5.79780826672965,5.14183366271142,6.3203121522637,7.3151523671499,6.88587243388936,5.73309386648411,7.60013737644812,8.49127216035698,6.99739244717391,9.16591080233102,8.49127216035698,7.71624110602652,9.19978900578481,9.19978900578481,6.33650746421571,6.3560380128912,7.299730270648,8.79130283931837,8.49127216035697,8.49127216035697,8.49127216035697,7.09668074425945,8.49127216035697,9.19978900578481,9.19978900578481,9.19978900578481,8.75625904764853,8.72726706619689,7.17262923114758,9.19978900578481,9.19978900578481,8.39647619578912,9.19978900578481,9.19978900578481,8.34555358972419,8.49127216035698,9.19978900578481,8.12001421322704,5.38804322737842,9.19978900578481,9.19978900578481,8.25904828985042,8.2079365395042,9.19978900578481,8.77027149566126,8.65971960964814,9.19978900578481,9.19978900578481,9.19978900578481,9.19978900578481,8.56895249020321,9.19978900578481,5.38804322737842,9.19978900578481,9.19978900578481,8.68946107058757,9.19978900578481,5.38804322737842,9.19978900578481,9.19978900578481,9.19978900578481,9.19978900578481,8.49127216035698,9.19978900578481,9.19978900578481,8.91734048931697,8.49127216035698,8.49127216035698,8.49127216035698,9.19978900578481,8.92421893421113,8.49127216035697,8.49127216035698,8.49127216035698,8.49127216035697,8.42028333158702,9.19978900578481,9.19978900578481,8.84695585284773,8.49127216035697,8.49127216035697,9.19978900578481,9.19978900578481,9.19978900578481,9.19978900578481,9.19978900578481,9.19978900578481,5.38804322737842,9.19978900578481,9.19978900578481,9.19978900578481,9.19978900578481,9.19978900578481,9.19978900578481,9.19978900578481,9.19978900578481,9.19978900578481,9.19978900578481,8.49127216035697,8.49127216035697,9.19978900578481,9.19978900578481,8.98788532413587,5.38804322737842,5.38804322737842,9.19978900578481,9.19978900578481,9.19978900578481,9.18308831582224,9.19978900578481,9.19978900578481,9.19978900578481,9.19978900578481,9.19978900578481,9.19978900578481,9.19978900578481,9.19978900578481,9.19978900578481,5.38804322737842,5.38804322737842,9.19978900578481,9.19978900578481,9.19978900578481,9.19978900578481,9.19978900578481,9.19978900578481,9.19978900578481,9.19978900578481,9.19978900578481,9.19978900578481
"t10",4.9420812538357,4.0795811535103,3.58377842443749,3.80871263530958,6.90058095306739,4.77482829872839,4.00129858970885,3.09634086640643,4.55601874526794,0,6.06313490715226,0.958157014832664,2.19859597389623,5.568740208486,4.6999144020367,5.97317951292235,4.49268896803193,9.156668170392,5.59065442025453,9.156668170392,9.156668170392,6.20149628221187,5.91437781085463,1.72099823589546,5.80722967274645,2.24350212142952,3.23834233631571,5.16918430967279,6.39848987651914,8.26553338648315,9.156668170392,2.92058241633973,7.44922267811445,9.156668170392,5.99955298180995,7.48310088156824,5.12297897495062,7.00190347425074,7.02143402292623,3.22292023981381,4.4229840305821,9.156668170392,9.156668170392,9.156668170392,7.76207675429448,9.156668170392,7.48310088156824,7.48310088156824,4.83147019704853,4.2426998688676,4.21370788741597,7.83802524118261,4.68622982700388,7.48310088156824,6.67978807157255,7.48310088156824,7.48310088156824,3.97723478098791,9.156668170392,5.12297897495062,4.04320418239286,9.156668170392,7.48310088156824,7.48310088156824,3.7454891110695,3.69437736072328,4.68622982700388,4.25671231688033,4.14616043086721,4.68622982700388,4.68622982700388,7.48310088156824,5.12297897495062,4.05539331142229,5.12297897495062,9.156668170392,7.48310088156824,7.48310088156824,6.972772946371,7.48310088156824,9.156668170392,4.68622982700388,4.68622982700388,5.12297897495062,5.12297897495062,9.156668170392,5.12297897495062,4.83147019704853,4.54902168058069,9.156668170392,9.156668170392,9.156668170392,4.68622982700388,7.20753080999456,9.156668170392,9.156668170392,9.156668170392,9.156668170392,9.08567934162205,4.68622982700388,4.68622982700388,4.33339667406681,9.156668170392,9.156668170392,7.48310088156824,7.48310088156824,4.68622982700388,4.68622982700388,5.12297897495062,5.12297897495062,9.156668170392,7.48310088156824,7.48310088156824,7.48310088156824,7.48310088156824,7.48310088156824,7.48310088156824,7.48310088156824,7.48310088156824,5.12297897495062,5.12297897495062,9.156668170392,9.156668170392,5.12297897495062,5.12297897495062,7.2711971999193,9.156668170392,9.156668170392,7.48310088156824,7.48310088156824,7.48310088156824,7.46640019160567,7.48310088156824,7.48310088156824,5.12297897495062,5.12297897495062,4.68622982700388,4.68622982700388,7.48310088156824,7.48310088156824,5.12297897495062,9.156668170392,9.156668170392,7.48310088156824,7.48310088156824,5.12297897495062,5.12297897495062,7.48310088156824,7.48310088156824,4.68622982700388,4.68622982700388,7.48310088156824,7.48310088156824
