"accepted_species","trait_ARD"
"t1","0"
"t3","0"
"t7","1"
"t9","1"
"t12","1"
"t13","1"
"t14","1"
"t18","1"
"t19","1"
"t78","1"
"t144","1"
"t145","1"
"t130","1"
"t131","1"
"t39","1"
"t59","1"
"t95","1"
"t100","1"
"t101","1"
"t127","1"
"t135","1"
"t136","1"
"t53","1"
"t98","1"
"t99","1"
"t159","1"
"t160","1"
"t73","1"
"t132","1"
"t133","1"
"t103","1"
"t77","1"
"t44","1"
"t60","0"
"t119","1"
"t120","1"
"t80","1"
"t28","1"
"t104","1"
"t105","1"
"t157","0"
"t158","0"
"t114","1"
"t163","1"
"t164","1"
"t177","1"
"t178","1"
"t109","1"
"t36","1"
"t57","1"
"t58","1"
"t89","1"
"t169","1"
"t170","1"
"t165","1"
"t156","1"
"t123","1"
"t124","1"
"t65","1"
"t86","1"
"t87","1"
"t50","1"
"t42","1"
"t15","1"
"t16","1"
"t30","1"
"t147","1"
"t148","1"
"t113","0"
"t45","1"
"t43","1"
"t46","1"
"t47","1"
"t66","1"
"t67","1"
"t61","1"
"t62","1"
"t17","1"
"t173","1"
"t179","1"
"t180","1"
"t121","1"
"t122","1"
"t64","1"
"t23","0"
"t24","0"
"t21","1"
"t29","1"
"t116","1"
"t117","1"
"t81","0"
"t102","1"
"t110","1"
"t111","1"
"t168","1"
"t175","1"
"t176","1"
"t174","1"
"t151","1"
"t91","1"
"t141","1"
"t142","1"
"t54","1"
"t55","0"
"t68","0"
"t118","1"
"t139","1"
"t140","1"
"t22","1"
"t82","1"
"t161","1"
"t162","1"
"t51","1"
"t52","1"
"t48","0"
"t49","0"
"t32","1"
"t128","1"
"t129","1"
"t152","1"
"t153","1"
"t35","1"
"t38","1"
"t181","1"
"t182","1"
"t94","1"
"t76","1"
"t166","1"
"t167","0"
"t106","0"
"t125","1"
"t126","1"
"t84","1"
"t85","1"
"t63","1"
"t40","0"
"t41","1"
"t26","0"
"t27","0"
"t34","1"
"t146","1"
"t149","1"
"t150","1"
"t90","1"
"t93","1"
"t171","1"
"t172","1"
"t143","1"
"t56","1"
"t69","1"
"t96","1"
"t97","0"
"t88","1"
"t107","1"
"t108","0"
"t74","1"
"t75","1"
"t33","0"
"t112","0"
"t134","1"
"t154","1"
"t155","1"
"t92","1"
"t79","0"
"t70","0"
"t71","1"
"t72","1"
"t37","1"
"t137","0"
"t138","0"
"t115","0"
"t83","0"
"t31","0"
"t25","0"
"t20","0"
"t8","1"
"t5","0"
"t6","1"
"t10","0"
"t11","0"
"t4","1"
"t2","1"
