"","t1","t2","t3","t4","t5","t6","t7","t8","t9","t10","t11","t12","t13","t14","t15","t16","t17","t18","t19","t20","t21","t22","t23","t24","t25","t26","t27","t28","t29","t30","t31","t32","t33","t34","t35","t36","t37","t38","t39","t40","t41","t42","t43","t44","t45","t46","t47","t48","t49","t50","t51","t52","t53","t54","t55","t56","t57","t58","t59","t60","t61","t62","t63","t64","t65","t66","t67","t68","t69","t70","t71","t72","t73","t74","t75","t76","t77","t78","t79","t80","t81","t82","t83","t84","t85","t86","t87","t88","t89","t90","t91","t92","t93","t94","t95","t96","t97","t98","t99","t100","t101","t102","t103","t104","t105","t106","t107","t108","t109","t110","t111","t112","t113","t114","t115","t116","t117","t118","t119","t120","t121","t122","t123","t124","t125","t126","t127"
"t1",0,1.74337097091542,2.2590634584218,2.24455989133913,4.17597857761745,4.45179266228742,4.28100410433623,3.77089162879855,5.18300076984538,6.68620762042713,5.40649421324917,4.88638751402377,4.92847985331812,5.35672295323473,6.68620762042713,4.93443217748807,4.79583613700739,6.68620762042712,6.68620762042712,6.68620762042712,6.10899373212386,5.042001725843,6.68620762042713,6.68620762042713,5.62756050415654,6.68620762042713,6.68620762042713,6.68620762042713,6.68620762042713,6.68620762042713,5.79314570458321,6.68620762042713,6.68620762042713,6.68620762042713,6.68620762042713,6.68620762042713,6.68620762042713,6.68620762042713,6.68620762042713,6.68620762042713,6.68620762042713,6.68620762042713,6.68620762042713,6.68620762042713,6.68620762042713,6.11853029379521,6.68620762042713,6.68620762042713,6.68620762042713,6.68620762042713,6.03056149150976,6.58285371309383,6.68620762042713,6.68620762042712,6.68620762042713,6.48688395896135,6.68620762042713,6.68620762042713,6.38975687364173,6.68620762042713,6.68620762042713,6.68620762042713,6.68620762042713,6.68620762042713,6.68620762042713,6.68620762042713,6.68620762042713,6.68620762042713,6.68620762042713,6.55777636095547,6.68620762042713,6.68620762042713,6.68620762042713,6.68620762042713,6.68620762042713,6.68620762042713,6.68620762042713,6.68620762042713,6.68620762042713,6.68620762042713,6.68620762042713,6.68620762042713,6.68620762042713,6.52287215283059,6.68620762042713,6.68620762042713,6.68620762042713,6.68620762042713,6.68620762042713,6.68620762042713,6.68620762042713,6.68620762042713,6.68620762042713,6.68620762042713,6.45941160198592,6.68620762042713,6.68620762042713,6.68620762042713,6.68620762042713,6.68620762042713,6.68620762042713,6.68620762042713,6.68620762042713,6.68620762042713,6.68620762042713,6.68620762042713,6.68620762042712,6.68620762042713,6.68620762042713,6.68620762042713,6.68620762042713,6.68620762042713,6.68620762042713,6.68620762042713,6.68620762042713,6.68620762042713,6.68620762042713,6.68620762042713,6.68620762042713,6.68620762042713,6.68620762042713,6.68620762042713,6.68620762042713,6.68620762042712,6.68620762042712,6.68620762042713,6.68620762042713
"t2",1.74337097091542,0,1.59166488221002,1.87417384975479,3.80559253603311,4.08140662070308,3.61360552812444,3.10349305258677,4.5156021936336,6.01880904421534,4.73909563703739,4.21898893781198,4.26108127710634,4.98633691165039,6.01880904421534,4.26703360127629,4.12843756079561,6.01880904421534,6.01880904421534,6.01880904421534,5.44159515591208,4.37460314963122,6.31582157884279,6.31582157884279,5.2571744625722,6.01880904421534,6.31582157884279,6.31582157884279,6.01880904421534,6.01880904421534,5.12574712837143,6.01880904421534,6.01880904421534,6.01880904421534,6.01880904421534,6.01880904421534,6.01880904421534,6.01880904421534,6.01880904421534,6.01880904421534,6.01880904421534,6.01880904421534,6.01880904421534,6.01880904421534,6.01880904421534,5.45113171758343,6.01880904421534,6.01880904421534,6.01880904421534,6.01880904421534,5.36316291529798,6.2124676715095,6.31582157884279,6.01880904421534,6.31582157884279,5.81948538274956,6.01880904421534,6.01880904421534,5.72235829742995,6.01880904421534,6.01880904421534,6.01880904421534,6.01880904421534,6.01880904421534,6.01880904421534,6.01880904421534,6.01880904421534,6.01880904421534,6.01880904421534,5.89037778474369,6.01880904421534,6.01880904421534,6.01880904421534,6.01880904421534,6.01880904421534,6.01880904421534,6.01880904421534,6.01880904421534,6.01880904421534,6.01880904421534,6.01880904421534,6.01880904421534,6.01880904421534,5.85547357661881,6.01880904421534,6.31582157884279,6.01880904421534,6.01880904421534,6.01880904421534,6.01880904421534,6.01880904421534,6.01880904421534,6.01880904421534,6.01880904421534,5.79201302577414,6.01880904421534,6.01880904421534,6.01880904421534,6.01880904421534,6.31582157884279,6.31582157884279,6.01880904421534,6.01880904421534,6.01880904421534,6.01880904421534,6.01880904421534,6.01880904421534,6.01880904421534,6.01880904421534,6.01880904421534,6.01880904421534,6.01880904421534,6.31582157884279,6.31582157884279,6.01880904421534,6.01880904421534,6.01880904421534,6.01880904421534,6.01880904421534,6.31582157884279,6.31582157884279,6.31582157884279,6.31582157884279,6.01880904421534,6.01880904421534,6.31582157884279,6.31582157884279
"t3",2.2590634584218,1.59166488221002,0,2.38986633726118,4.32128502353949,4.59709910820946,3.48516004133533,2.97504756579765,4.38715670684448,5.89036355742623,4.61065015024827,4.09054345102287,4.13263579031722,5.50202939915678,5.89036355742623,4.13858811448717,3.99999207400649,5.89036355742623,5.89036355742623,5.89036355742623,5.31314966912296,4.2461576628421,6.83151406634917,6.83151406634917,5.77286695007858,5.89036355742623,6.83151406634917,6.83151406634917,5.89036355742623,5.89036355742623,4.99730164158231,5.89036355742623,5.89036355742623,5.89036355742623,5.89036355742623,5.89036355742623,5.89036355742623,5.89036355742623,5.89036355742623,5.89036355742623,5.89036355742623,5.89036355742623,5.89036355742623,5.89036355742623,5.89036355742623,5.32268623079432,5.89036355742623,5.89036355742623,5.89036355742623,5.89036355742623,5.23471742850887,6.72816015901588,6.83151406634917,5.89036355742623,6.83151406634917,5.69103989596045,5.89036355742623,5.89036355742623,5.59391281064083,5.89036355742623,5.89036355742623,5.89036355742623,5.89036355742623,5.89036355742623,5.89036355742623,5.89036355742623,5.89036355742623,5.89036355742623,5.89036355742623,5.76193229795457,5.89036355742623,5.89036355742623,5.89036355742623,5.89036355742623,5.89036355742623,5.89036355742623,5.89036355742623,5.89036355742623,5.89036355742623,5.89036355742623,5.89036355742623,5.89036355742623,5.89036355742623,5.7270280898297,5.89036355742623,6.83151406634917,5.89036355742623,5.89036355742623,5.89036355742623,5.89036355742623,5.89036355742623,5.89036355742623,5.89036355742623,5.89036355742623,5.66356753898503,5.89036355742623,5.89036355742623,5.89036355742623,5.89036355742623,6.83151406634917,6.83151406634917,5.89036355742623,5.89036355742623,5.89036355742623,5.89036355742623,5.89036355742623,5.89036355742623,5.89036355742623,5.89036355742623,5.89036355742623,5.89036355742623,5.89036355742623,6.83151406634917,6.83151406634917,5.89036355742623,5.89036355742623,5.89036355742623,5.89036355742623,5.89036355742623,6.83151406634917,6.83151406634917,6.83151406634917,6.83151406634917,5.89036355742623,5.89036355742623,6.83151406634917,6.83151406634917
"t4",2.24455989133913,1.87417384975479,2.38986633726118,0,2.85859823778587,3.13441232245584,4.4118069831756,3.90169450763793,5.31380364868476,6.81701049926651,5.53729709208855,5.01719039286314,5.0592827321575,4.03934261340316,6.8170104992665,5.06523505632745,4.92663901584677,6.8170104992665,6.8170104992665,6.8170104992665,6.23979661096324,5.17280460468238,5.27450747447154,5.36882728059555,4.31018016432496,6.8170104992665,5.36882728059555,5.36882728059555,6.8170104992665,6.8170104992665,5.92394858342259,6.8170104992665,6.8170104992665,6.8170104992665,6.81701049926651,6.8170104992665,6.8170104992665,6.8170104992665,6.8170104992665,6.8170104992665,6.8170104992665,6.8170104992665,6.8170104992665,6.8170104992665,6.8170104992665,6.24933317263459,6.8170104992665,6.81701049926651,6.81701049926651,6.8170104992665,6.16136437034914,5.17115356713825,5.27450747447154,6.8170104992665,5.27450747447154,6.61768683780072,6.8170104992665,6.81701049926651,6.52055975248111,6.8170104992665,6.8170104992665,6.8170104992665,6.8170104992665,6.8170104992665,6.8170104992665,6.8170104992665,6.8170104992665,6.8170104992665,6.8170104992665,6.68857923979485,6.8170104992665,6.8170104992665,6.8170104992665,6.8170104992665,6.8170104992665,6.8170104992665,6.8170104992665,6.8170104992665,6.8170104992665,6.8170104992665,6.8170104992665,6.8170104992665,6.8170104992665,6.65367503166997,6.8170104992665,5.27450747447154,6.8170104992665,6.8170104992665,6.8170104992665,6.81701049926651,6.81701049926651,6.8170104992665,6.8170104992665,6.8170104992665,6.5902144808253,6.8170104992665,6.8170104992665,6.8170104992665,6.8170104992665,5.27450747447154,5.27450747447154,6.8170104992665,6.8170104992665,6.8170104992665,6.8170104992665,6.8170104992665,6.8170104992665,6.8170104992665,6.8170104992665,6.8170104992665,6.8170104992665,6.8170104992665,5.27450747447154,5.27450747447154,6.8170104992665,6.8170104992665,6.8170104992665,6.8170104992665,6.8170104992665,5.27450747447154,5.27450747447154,5.27450747447154,5.27450747447154,6.8170104992665,6.8170104992665,5.27450747447154,5.27450747447154
"t5",4.17597857761745,3.80559253603311,4.32128502353949,2.85859823778587,0,1.80064488944638,6.34322566945392,5.83311319391624,7.24522233496307,8.74842918554482,7.46871577836686,6.94860907914146,6.99070141843581,4.96422123355043,8.74842918554482,6.99665374260576,6.85805770212508,8.74842918554481,8.74842918554481,8.74842918554481,8.17121529724155,7.10422329096069,7.30024596687387,6.29370590074282,5.23505878447224,8.74842918554481,6.29370590074282,6.29370590074282,8.74842918554482,8.74842918554482,7.8553672697009,8.74842918554482,8.74842918554482,8.74842918554481,8.74842918554482,8.74842918554482,8.74842918554482,8.74842918554482,8.74842918554482,8.74842918554482,8.74842918554481,8.74842918554481,8.74842918554481,8.74842918554482,8.74842918554482,8.1807518589129,8.74842918554482,8.74842918554482,8.74842918554482,8.74842918554482,8.09278305662746,7.19689205954057,7.30024596687387,8.74842918554481,7.30024596687387,8.54910552407904,8.74842918554482,8.74842918554482,8.45197843875942,8.74842918554481,8.74842918554481,8.74842918554481,8.74842918554481,8.74842918554482,8.74842918554482,8.74842918554482,8.74842918554482,8.74842918554482,8.74842918554482,8.61999792607316,8.74842918554482,8.74842918554481,8.74842918554481,8.74842918554481,8.74842918554481,8.74842918554481,8.74842918554481,8.74842918554482,8.74842918554482,8.74842918554482,8.74842918554482,8.74842918554481,8.74842918554481,8.58509371794828,8.74842918554481,7.30024596687387,8.74842918554482,8.74842918554482,8.74842918554482,8.74842918554482,8.74842918554482,8.74842918554482,8.74842918554482,8.74842918554482,8.52163316710361,8.74842918554482,8.74842918554482,8.74842918554481,8.74842918554481,7.30024596687387,7.30024596687387,8.74842918554481,8.74842918554481,8.74842918554482,8.74842918554481,8.74842918554481,8.74842918554481,8.74842918554481,8.74842918554481,8.74842918554481,8.74842918554481,8.74842918554481,7.30024596687387,7.30024596687387,8.74842918554482,8.74842918554482,8.74842918554482,8.74842918554482,8.74842918554482,7.30024596687387,7.30024596687387,7.30024596687387,7.30024596687387,8.74842918554481,8.74842918554481,7.30024596687387,7.30024596687387
"t6",4.45179266228742,4.08140662070308,4.59709910820946,3.13441232245584,1.80064488944638,0,6.61903975412389,6.10892727858621,7.52103641963304,9.02424327021479,7.74452986303683,7.22442316381143,7.26651550310578,5.2400353182204,9.02424327021479,7.27246782727573,7.13387178679505,9.02424327021479,9.02424327021479,9.02424327021479,8.44702938191152,7.38003737563066,7.57606005154384,6.56951998541279,5.51087286914221,9.02424327021479,6.56951998541279,6.56951998541279,9.02424327021479,9.02424327021479,8.13118135437087,9.02424327021479,9.02424327021479,9.02424327021479,9.02424327021479,9.02424327021479,9.02424327021479,9.02424327021479,9.02424327021479,9.02424327021479,9.02424327021479,9.02424327021479,9.02424327021479,9.02424327021479,9.02424327021479,8.45656594358287,9.02424327021479,9.02424327021479,9.02424327021479,9.02424327021479,8.36859714129743,7.47270614421054,7.57606005154384,9.02424327021479,7.57606005154384,8.82491960874901,9.02424327021479,9.02424327021479,8.72779252342939,9.02424327021479,9.02424327021479,9.02424327021479,9.02424327021479,9.02424327021479,9.02424327021479,9.02424327021479,9.02424327021479,9.02424327021479,9.02424327021479,8.89581201074313,9.02424327021479,9.02424327021479,9.02424327021479,9.02424327021479,9.02424327021479,9.02424327021479,9.02424327021479,9.02424327021479,9.02424327021479,9.02424327021479,9.02424327021479,9.02424327021479,9.02424327021479,8.86090780261825,9.02424327021479,7.57606005154384,9.02424327021479,9.02424327021479,9.02424327021479,9.02424327021479,9.02424327021479,9.02424327021479,9.02424327021479,9.02424327021479,8.79744725177359,9.02424327021479,9.02424327021479,9.02424327021479,9.02424327021479,7.57606005154384,7.57606005154384,9.02424327021479,9.02424327021479,9.02424327021479,9.02424327021479,9.02424327021479,9.02424327021479,9.02424327021479,9.02424327021479,9.02424327021479,9.02424327021479,9.02424327021479,7.57606005154384,7.57606005154384,9.02424327021479,9.02424327021479,9.02424327021479,9.02424327021479,9.02424327021479,7.57606005154384,7.57606005154384,7.57606005154384,7.57606005154384,9.02424327021479,9.02424327021479,7.57606005154384,7.57606005154384
"t7",4.28100410433623,3.61360552812444,3.48516004133533,4.4118069831756,6.34322566945392,6.61903975412389,0,2.69076608174526,4.64219747066545,5.60608207337384,4.32636866619588,3.80626196697048,3.6925796956708,7.5239700450712,5.60608207337384,2.20819632740724,2.06960028692655,6.70394340998453,5.45030746277981,5.60608207337383,4.87309357447654,3.80610156819568,8.8534547122636,8.8534547122636,7.79480759599301,6.70394340998453,8.8534547122636,8.8534547122636,5.45030746277981,5.60608207337384,5.81088149414061,5.60608207337384,6.1454043212472,6.1454043212472,6.70394340998453,5.60608207337384,6.70394340998453,6.70394340998453,6.1454043212472,6.1454043212472,6.70394340998453,5.45030746277981,6.70394340998453,3.95997177034629,5.60608207337384,5.03840474674192,6.70394340998453,5.60608207337384,5.60608207337384,6.70394340998453,4.95043594445647,8.75010080493031,8.8534547122636,6.1454043212472,8.8534547122636,5.40675841190806,5.60608207337384,6.70394340998453,5.30963132658844,5.60608207337383,5.60608207337383,6.1454043212472,6.1454043212472,5.60608207337384,5.60608207337384,5.60608207337384,6.70394340998453,3.95997177034629,3.95997177034629,6.01697306177554,6.1454043212472,3.95997177034629,3.95997177034629,5.45030746277981,5.45030746277981,5.60608207337384,5.60608207337384,6.70394340998453,6.70394340998453,5.60608207337384,5.60608207337384,5.60608207337383,5.60608207337383,5.4427466057773,5.60608207337383,8.8534547122636,5.60608207337384,6.70394340998453,6.70394340998453,5.60608207337384,5.60608207337384,6.1454043212472,6.1454043212472,5.60608207337384,5.37928605493263,5.60608207337384,5.60608207337384,6.70394340998453,6.70394340998453,8.8534547122636,8.8534547122636,5.45030746277981,5.45030746277981,5.60608207337384,5.60608207337384,5.60608207337384,6.1454043212472,5.45030746277981,5.45030746277981,5.60608207337383,5.60608207337383,5.60608207337383,8.8534547122636,8.8534547122636,6.1454043212472,5.60608207337384,5.60608207337384,6.1454043212472,6.1454043212472,8.8534547122636,8.8534547122636,8.8534547122636,8.8534547122636,6.1454043212472,6.1454043212472,8.8534547122636,8.8534547122636
"t8",3.77089162879855,3.10349305258677,2.97504756579765,3.90169450763793,5.83311319391624,6.10892727858621,2.69076608174526,0,4.13208499512777,4.40429347651806,3.1245800693401,2.11267994249997,3.33824183072715,7.01385756953352,3.44824985429626,3.3441941548971,3.20559811441642,6.19383093444685,5.09596959783616,3.44824985429626,4.51875570953289,3.45176370325203,8.34334223672592,8.34334223672592,7.28469512045533,6.19383093444685,8.34334223672592,8.34334223672592,5.09596959783616,3.91250004890333,5.30076901860294,4.50791191728928,5.63529184570952,5.63529184570952,6.19383093444685,4.7034317836046,6.19383093444685,6.19383093444685,5.63529184570952,5.63529184570952,6.19383093444685,5.09596959783616,6.19383093444685,5.09596959783616,3.44824985429626,3.94023459065736,6.19383093444685,4.7034317836046,4.7034317836046,6.19383093444685,3.85226578837191,8.23998832939263,8.34334223672592,5.63529184570952,8.34334223672592,4.30858825582349,4.50791191728927,6.19383093444685,4.4069810368192,4.50791191728928,4.50791191728928,5.63529184570952,5.63529184570952,3.91250004890333,4.7034317836046,4.7034317836046,6.19383093444685,5.09596959783616,5.09596959783616,5.50686058623787,5.63529184570952,5.09596959783616,5.09596959783616,5.09596959783616,5.09596959783616,4.50791191728928,4.50791191728928,6.19383093444685,6.19383093444685,3.91250004890333,3.91250004890333,4.7034317836046,4.7034317836046,4.54009631600807,4.7034317836046,8.34334223672592,4.7034317836046,6.19383093444685,6.19383093444685,4.7034317836046,4.7034317836046,5.63529184570952,5.63529184570952,3.44824985429626,3.22145383585506,3.91250004890333,3.91250004890333,6.19383093444685,6.19383093444685,8.34334223672592,8.34334223672592,5.09596959783616,5.09596959783616,4.7034317836046,4.50791191728928,4.50791191728928,5.63529184570952,5.09596959783616,5.09596959783616,4.7034317836046,4.7034317836046,4.7034317836046,8.34334223672592,8.34334223672592,5.63529184570952,4.7034317836046,4.7034317836046,5.63529184570952,5.63529184570952,8.34334223672592,8.34334223672592,8.34334223672592,8.34334223672592,5.63529184570952,5.63529184570952,8.34334223672592,8.34334223672592
"t9",5.18300076984538,4.5156021936336,4.38715670684448,5.31380364868476,7.24522233496307,7.52103641963304,4.64219747066545,4.13208499512777,0,7.04740098675635,5.7676875795784,5.24758088035299,5.28967321964734,8.42596671058035,7.04740098675635,5.2956255438173,5.15702950333662,7.60594007549368,7.04740098675635,7.04740098675635,6.47018709845308,5.40319509217223,9.75545137777275,9.75545137777275,8.69680426150216,7.60594007549368,9.75545137777275,9.75545137777275,7.04740098675635,7.04740098675635,6.71287815964977,7.04740098675635,4.7380878422736,6.54780395945205,7.60594007549368,7.04740098675635,7.60594007549368,7.60594007549368,4.7380878422736,4.7380878422736,7.60594007549368,7.04740098675635,7.60594007549368,7.04740098675635,7.04740098675635,6.47972366012444,7.60594007549368,7.04740098675635,7.04740098675635,7.60594007549368,6.39175485783899,9.65209747043946,9.75545137777275,6.54780395945204,9.75545137777275,6.84807732529057,7.04740098675635,7.60594007549368,6.75095023997096,7.04740098675635,7.04740098675635,6.54780395945205,6.54780395945205,7.04740098675635,7.04740098675635,7.04740098675635,7.60594007549368,7.04740098675635,7.04740098675635,6.41937269998039,6.54780395945205,7.04740098675635,7.04740098675635,7.04740098675635,7.04740098675635,7.04740098675635,7.04740098675635,7.60594007549368,7.60594007549368,7.04740098675635,7.04740098675635,7.04740098675635,7.04740098675635,6.88406551915982,7.04740098675635,9.75545137777275,7.04740098675635,7.60594007549368,7.60594007549368,7.04740098675635,7.04740098675635,4.7380878422736,4.7380878422736,7.04740098675635,6.82060496831515,7.04740098675635,7.04740098675635,7.60594007549368,7.60594007549368,9.75545137777275,9.75545137777275,7.04740098675635,7.04740098675635,7.04740098675635,7.04740098675635,7.04740098675635,6.54780395945204,7.04740098675635,7.04740098675635,7.04740098675635,7.04740098675635,7.04740098675635,9.75545137777275,9.75545137777275,4.7380878422736,7.04740098675635,7.04740098675635,4.7380878422736,4.7380878422736,9.75545137777275,9.75545137777275,9.75545137777275,9.75545137777275,6.54780395945204,6.54780395945204,9.75545137777275,9.75545137777275
"t10",6.68620762042713,6.01880904421534,5.89036355742623,6.81701049926651,8.74842918554482,9.02424327021479,5.60608207337384,4.40429347651806,7.04740098675635,0,4.44719342992577,5.51978936174328,6.25355782235573,9.9291735611621,7.31960946814664,6.25951014652568,6.120914106045,9.10914692607543,8.01128558946474,7.31960946814663,7.43407170116147,6.36707969488061,11.2586582283545,11.2586582283545,10.2000111120839,9.10914692607543,11.2586582283545,11.2586582283545,8.01128558946474,7.31960946814664,8.21608501023151,7.42322790891786,8.5506078373381,8.5506078373381,9.10914692607543,7.61874777523318,9.10914692607543,9.10914692607543,8.5506078373381,8.5506078373381,9.10914692607543,8.01128558946474,9.10914692607543,8.01128558946474,7.31960946814664,6.85555058228594,9.10914692607543,7.61874777523318,7.61874777523318,9.10914692607543,6.76758178000049,11.1553043210212,11.2586582283545,8.5506078373381,11.2586582283545,7.22390424745207,7.42322790891785,9.10914692607543,7.32229702844778,7.42322790891786,7.42322790891786,8.5506078373381,8.5506078373381,7.31960946814664,7.61874777523318,7.61874777523318,9.10914692607543,8.01128558946474,8.01128558946474,8.42217657786645,8.5506078373381,8.01128558946474,8.01128558946474,8.01128558946474,8.01128558946474,7.42322790891786,7.42322790891786,9.10914692607543,9.10914692607543,7.31960946814664,7.31960946814664,7.61874777523318,7.61874777523318,7.45541230763664,7.61874777523318,11.2586582283545,7.61874777523318,9.10914692607543,9.10914692607543,7.61874777523318,7.61874777523318,8.5506078373381,8.5506078373381,7.31960946814664,7.09281344970543,7.31960946814664,7.31960946814664,9.10914692607543,9.10914692607543,11.2586582283545,11.2586582283545,8.01128558946474,8.01128558946474,7.61874777523318,7.42322790891786,7.42322790891786,8.5506078373381,8.01128558946474,8.01128558946474,7.61874777523318,7.61874777523318,7.61874777523318,11.2586582283545,11.2586582283545,8.5506078373381,7.61874777523318,7.61874777523318,8.5506078373381,8.5506078373381,11.2586582283545,11.2586582283545,11.2586582283545,11.2586582283545,8.5506078373381,8.5506078373381,11.2586582283545,11.2586582283545
