accepted_species,estimate
t24,0.14760534
t54,0.70199025
t33,0.7606845
t113,0.16707107
t231,0.3095343
t155,-0.192665
t242,1.5286772
t140,0.7181817
t157,1.3350317
t70,0.08193538
t63,-0.15586555
t97,-0.17496213
t350,-0.4611929
t327,-0.62600195
t199,0.23669733
t114,-0.27785587
t77,-0.0026988396
t32,0.13669476
t272,-0.50139356
t153,-0.41498452
t334,-0.71146774
t103,0.08216408
t205,0.4020643
t343,-2.0520718
t91,0.26631254
t79,0.5302272
t281,2.2062666
t152,0.8421933
t108,0.35976323
t143,0.13849443
t34,0.17469616
t127,0.052232843
t331,-3.1697009
t99,-1.5893071
t89,-1.5276494
t3,0.07135485
