,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
t1,8.697478,3.5087447,8.243883,4.8594213,5.922022,5.4252143,5.1907363,6.883979,3.8679364,6.1987305,4.1134753,4.2185693,4.134753,3.3304396,3.5746875,4.6526427,6.4153776,6.3130045,7.494829,5.878987
t28,8.440546,2.0927672,9.10765,3.9675498,5.992645,4.804359,4.770045,6.882601,3.8222847,6.1154556,4.6255116,4.7378025,3.9863043,3.6045477,4.1097026,4.3723674,6.2382183,5.957004,6.783398,5.373936
t57,8.195014,1.3270322,9.474996,3.544393,6.09103,4.476621,4.508358,6.9271126,3.639826,5.9758954,4.9115195,5.0227194,4.028239,3.707443,4.395361,4.182587,6.0023956,5.8063993,6.3907123,5.2180667
t90,8.130037,1.2059166,9.548258,3.4523578,6.09252,4.4157467,4.4674244,6.9189405,3.5679178,5.9274926,4.9642835,5.0883856,4.0512733,3.7256904,4.4524045,4.126984,5.916194,5.7847753,6.2949843,5.1978507
t94,7.9803157,1.0326545,9.668477,3.4134355,6.1834674,4.273325,4.3376427,6.991717,3.5505826,5.9471574,5.096596,5.138749,4.14751,3.694418,4.551573,4.1272273,5.8478293,5.7273836,6.2465954,5.1822395
t95,8.022082,1.1063124,9.617937,3.4255939,6.1557093,4.310308,4.3697915,6.976595,3.5558562,5.9405704,5.056743,5.1165504,4.125667,3.6974046,4.5135417,4.1294613,5.8703084,5.745228,6.2615213,5.1807017
t40,8.038204,1.079581,9.648888,3.374627,6.1176577,4.351196,4.413919,6.9365582,3.505356,5.885864,5.039891,5.1602407,4.068929,3.761057,4.515753,4.0702643,5.830212,5.7552404,6.209982,5.1475058
t87,7.9578314,0.94066125,9.816842,3.2030487,6.039617,4.3356586,4.439929,6.8791523,3.371961,5.779694,5.1261983,5.3004346,4.1047297,3.8719995,4.6232233,3.9324248,5.6825128,5.6986985,6.0356426,5.1114264
t103,8.182235,1.1574727,9.609471,3.32167,6.0181465,4.453911,4.54525,6.8682337,3.462046,5.778136,4.9387927,5.1850333,3.966443,3.9133728,4.497343,3.9404156,5.8088226,5.772699,6.1600714,5.1813226
t116,8.162674,1.0766597,9.67833,3.2428074,5.9950895,4.410664,4.534884,6.871917,3.4094248,5.7185407,4.975128,5.248177,3.9836905,3.9510024,4.57097,3.8786242,5.732949,5.729929,6.084021,5.1759434
t117,8.078203,0.99691194,9.724414,3.209221,6.053924,4.3311462,4.4476647,6.92659,3.3788075,5.7239847,5.0437207,5.275086,4.0407867,3.9313908,4.619937,3.872782,5.6920867,5.692223,6.0386558,5.1361837
t68,8.380096,1.5240663,9.392501,3.568915,5.9982944,4.6522384,4.695255,6.8192244,3.6036935,5.8936887,4.7364793,5.0102625,3.8894892,3.8425877,4.3075314,4.0867066,6.001561,5.883487,6.4062753,5.265718
t138,7.9928346,0.92544234,9.752148,3.2129464,6.1257844,4.3484683,4.4126587,6.902037,3.3725076,5.766115,5.059836,5.277615,3.9950776,3.9477172,4.5398746,3.8883877,5.709061,5.781376,6.030118,5.0974565
t139,7.941505,0.90905035,9.801788,3.205138,6.1300187,4.318768,4.3796973,6.9193206,3.3552053,5.794215,5.1152644,5.300047,4.018111,3.9121635,4.541132,3.9226885,5.6987348,5.7789297,6.0201073,5.0520067
t166,7.877406,0.8338798,9.823941,3.150808,6.1599755,4.26756,4.337555,6.96971,3.3102522,5.7221594,5.146868,5.3377995,4.0095735,3.9585092,4.5761437,3.8537738,5.645995,5.7495804,5.965111,4.993499
t167,7.9715924,0.8691331,9.760011,3.192729,6.1598964,4.349709,4.379691,6.890291,3.3369312,5.8019786,5.077671,5.300774,3.994809,3.9647508,4.5299397,3.8807263,5.7125077,5.788655,5.9916596,5.0650473
t106,7.9676824,0.9014554,9.765089,3.171528,6.0952883,4.292851,4.404099,6.9400315,3.3574383,5.690516,5.0903687,5.300373,4.059719,3.9570475,4.6177115,3.832944,5.658296,5.7050543,6.0058,5.0851164
t141,8.918315,1.1971089,9.503409,3.207214,5.944214,4.966631,5.097978,6.500696,3.3948855,5.5359287,4.3182383,5.260036,3.2861152,4.352225,4.2072883,3.7232816,5.9872756,6.0821185,6.1063037,5.318774
t142,9.102463,1.1482131,9.565242,3.1600099,5.9184923,5.112684,5.160692,6.3651805,3.3416705,5.516216,4.1802316,5.353538,3.195617,4.538789,4.2056055,3.6349368,6.04788,6.213257,6.118808,5.418889
t168,9.078639,1.1506653,9.560439,3.1911395,5.912752,5.075628,5.1588473,6.394521,3.355578,5.508797,4.2028666,5.34489,3.185629,4.512826,4.2067895,3.6620147,6.058213,6.181138,6.12719,5.3985443
t177,9.081272,1.1518122,9.530798,3.1612813,5.931094,5.0827765,5.1772046,6.409775,3.3564394,5.48294,4.196374,5.323701,3.1727307,4.498822,4.1849527,3.651161,6.010928,6.172669,6.0892673,5.3853145
t178,9.059676,1.1924247,9.489876,3.1382124,5.973624,5.1103954,5.209758,6.457687,3.389831,5.4506283,4.177488,5.277281,3.1656206,4.443045,4.1465015,3.673849,5.9975805,6.1407804,6.0702276,5.3518205
t158,9.094188,1.0391061,9.531525,3.0679903,5.911056,5.0224485,5.188129,6.408422,3.2703388,5.443791,4.2289205,5.380354,3.1003299,4.561598,4.2375245,3.5582871,5.8201437,6.1646595,5.9082565,5.37175
t197,9.1135235,1.0393065,9.549032,3.0927818,5.953493,5.094297,5.2030964,6.3864694,3.2517424,5.474085,4.1542063,5.3938227,3.0847843,4.5630536,4.2550244,3.562329,5.8537364,6.2308836,5.915173,5.4324102
