,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
t1,1.086142,11.347059,-0.30198207,1.7773044,-0.77866524,-0.0028090773,1.6024057,-0.16486944,-0.13181722,6.6972566,0.035845935,0.047150027,-1.1884339,6.991581,4.287023,6.403517,7.310641,0.027020203,-0.50381774,2.9755847
t28,10.624994,0.9607315,-0.28904715,7.743174,-0.016999444,-0.0068174135,-0.067587696,-0.08604273,-0.29537532,7.736694,0.040789865,0.05832801,1.6682364,-0.000409412,5.059888,-0.15242666,0.59110636,0.048676927,-0.18672435,11.408012
t57,10.210774,-0.02423274,-0.25287434,8.129275,1.2034324,-0.0066581666,-0.0654213,-0.061926544,-0.31812796,5.9804163,0.043210566,0.06147032,3.3425817,-0.005558223,6.319403,-0.16237986,0.0072544054,0.041465174,-0.11813526,10.224116
t90,9.923111,-0.047233816,-0.23334494,8.241763,1.8460927,-0.0064829113,-0.06465127,-0.0485949,-0.3302424,5.1828866,0.04508179,0.06390536,4.1427298,-0.008173516,7.0639462,-0.1677909,0.023697028,0.038898345,-0.08685247,9.613216
t94,9.444997,-0.083508685,-0.20050111,8.338364,2.7061696,-0.0061355764,-0.06319324,-0.029879214,-0.33376357,3.6219466,0.046950202,0.06875217,5.5918713,-0.012665551,8.286764,-0.16335298,0.04236554,0.036779307,-0.04352435,8.377002
t95,9.684382,-0.06454541,-0.21696146,8.279022,2.2967887,-0.0062954407,-0.063307345,-0.038902555,-0.33099687,4.4187684,0.045668934,0.066056274,4.828562,-0.010049785,7.6314344,-0.16863543,0.03512378,0.03708956,-0.06689889,9.007037
t40,9.548252,-0.059808772,-0.21430671,8.257586,2.1774135,-0.0062287794,-0.0617318,-0.038066395,-0.33978865,4.4246764,0.04338274,0.062033135,4.6496,-0.009469881,7.3551445,-0.16507947,0.03075288,0.03373185,-0.07174286,8.916193
t87,10.500176,-0.08120699,-0.24818975,9.277449,2.9542394,-0.006487401,-0.068715,-0.03614922,-0.41974047,4.5495415,0.05788206,0.07581167,5.6331487,-0.013325397,8.785232,-0.17259859,0.029310169,0.036757667,-0.027696697,9.790004
t103,10.898454,-0.049958892,-0.27290726,9.209463,2.1326838,-0.006866113,-0.07003334,-0.051625594,-0.41484296,5.957991,0.056438256,0.07209647,4.3362646,-0.009497867,7.7211995,-0.17555745,0.010889193,0.04093785,-0.062395062,10.896226
t116,10.764041,-0.060052667,-0.26454172,9.268817,2.3844297,-0.00674014,-0.06943732,-0.047422253,-0.4174401,5.4673095,0.057010073,0.07356823,4.76995,-0.010649071,8.090894,-0.174281,0.014878057,0.039228298,-0.04923654,10.533187
t117,10.728587,-0.06171762,-0.26267487,9.259705,2.4229646,-0.0067174835,-0.06954468,-0.046856746,-0.41567543,5.3924007,0.05695601,0.07367462,4.8339105,-0.0108742155,8.135672,-0.17395152,0.016186183,0.039131247,-0.047591686,10.46057
t68,11.366311,-0.017086495,-0.29990122,9.053936,1.2373582,-0.007209506,-0.072114274,-0.070871726,-0.40124834,7.315834,0.05368548,0.06814616,3.1055348,-0.005775719,6.6405025,-0.17295828,0.18934336,0.046953056,-0.10362044,11.96808
t138,10.532145,-0.08282189,-0.250203,9.402011,2.9412782,-0.0065708947,-0.06964843,-0.03935539,-0.4412168,4.4766936,0.06016781,0.07519629,5.632285,-0.0141995335,8.875906,-0.17076267,0.026085136,0.039146643,-0.01803224,9.867265
t139,10.529306,-0.083048224,-0.24905433,9.387257,2.9611528,-0.0065538613,-0.06948285,-0.039144166,-0.43996456,4.478344,0.059221733,0.07526224,5.6603556,-0.014106463,8.892397,-0.1694528,0.02759474,0.039634526,-0.019417176,9.871971
