,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
t14,8.639236,4.801496,3.3224833,4.1646547,5.746687,4.318061,6.6099277,3.2663496,7.7520814,5.3943477,4.191845,4.777175,6.219782,6.3609395,4.105405,4.065761,5.6000113,5.675178,4.093154,4.8830323,3.630483,5.075071,6.8413496,6.684058,6.6004734,6.8209367,6.3362336,4.8835754,5.496175,5.276057,6.7852983,3.0584893,4.433257,3.2111006
t15,8.631273,4.7513165,3.2913404,4.137499,5.756942,4.346975,6.6407213,3.2403598,7.7287965,5.421769,4.1630507,4.755763,6.19497,6.3910155,4.0815926,4.082696,5.629212,5.7089953,4.125744,4.8572197,3.6632023,5.0834517,6.8084846,6.701482,6.587076,6.794244,6.3087425,4.871227,5.5228133,5.251027,6.812351,3.0628452,4.4569135,3.1892242
t3,8.687284,5.2479753,3.3523316,4.211204,5.641259,4.265062,6.5198054,3.382686,7.7022486,5.3474197,4.273706,4.831197,6.1795874,6.281249,4.257375,4.0502763,5.5256906,5.634881,3.985329,4.9748864,3.5740974,5.051928,6.9245577,6.676916,6.7399917,6.7742877,6.3454266,4.9049525,5.3953094,5.26,6.692125,3.1098232,4.390923,3.2285585
t5,8.629267,4.7252374,3.2840614,4.128277,5.7787685,4.354391,6.6561213,3.2244344,7.7322607,5.431818,4.1535425,4.7483053,6.197765,6.4061613,4.058177,4.087222,5.646139,5.714154,4.14222,4.839151,3.670917,5.0846224,6.7927017,6.6988287,6.559212,6.8005157,6.3113875,4.858042,5.5439544,5.2504735,6.8302875,3.0545974,4.457396,3.183716
t7,8.616743,4.7692003,3.3165653,4.162663,5.7794824,4.325387,6.6222763,3.2482166,7.761338,5.4028544,4.183897,4.77172,6.2263083,6.371657,4.087473,4.064406,5.6100893,5.678706,4.1051683,4.8750205,3.6340933,5.077796,6.829478,6.6799793,6.568787,6.830685,6.3294024,4.8851047,5.512311,5.286734,6.7995815,3.0477164,4.448078,3.2112052
t10,8.608317,4.925778,3.3202238,4.1814127,5.7101154,4.320222,6.590738,3.290904,7.731951,5.386988,4.202161,4.7836,6.197503,6.3381267,4.1689463,4.0581536,5.5709205,5.68362,4.0663614,4.9283705,3.6275344,5.084464,6.8612285,6.694966,6.659394,6.793268,6.2893405,4.939852,5.4497323,5.2759204,6.750931,3.0782342,4.4798656,3.221958
t11,8.678847,4.839266,3.3653598,4.197146,5.7063007,4.274117,6.561872,3.312672,7.7795706,5.3469267,4.234756,4.8024883,6.251251,6.315211,4.1489162,4.0473824,5.5517764,5.6357303,4.0459146,4.924249,3.5921848,5.069429,6.887832,6.6657457,6.646198,6.8447742,6.3807316,4.90203,5.4466257,5.2914867,6.736508,3.0673974,4.3883896,3.246059
t1,8.665518,5.2285967,3.3589594,4.211502,5.6347957,4.2636685,6.5275936,3.3727753,7.715484,5.3348737,4.256991,4.820779,6.199191,6.285047,4.2571898,4.0474296,5.521296,5.6413016,3.9967985,4.969515,3.5842037,5.062329,6.914775,6.679657,6.743464,6.7854743,6.3413734,4.928255,5.3838015,5.2555704,6.6843605,3.1077688,4.4189277,3.2486105
t6,8.625509,5.541473,3.3451283,4.2124596,5.6575255,4.2712035,6.5282345,3.3732536,7.7147536,5.343999,4.2493687,4.8143687,6.1899,6.2899084,4.286847,4.047174,5.5096135,5.6485653,3.993917,4.9933915,3.5872197,5.068018,6.907634,6.687489,6.741562,6.775592,6.318722,4.9594126,5.369758,5.2579308,6.673921,3.1153915,4.4451766,3.253228
t36,8.416932,7.3493752,3.1398048,4.1996274,5.704945,4.260397,6.505064,3.495895,7.6841087,5.3323984,4.3160577,4.746421,6.0807137,6.2923093,4.4939203,4.1009717,5.4070077,5.776233,4.0080595,5.2601423,3.660981,5.2060013,6.85001,6.7411995,6.820728,6.452469,6.0766344,5.2789836,5.3457346,5.185624,6.6046543,3.2494879,4.5544515,3.3493416
t45,8.375074,7.540739,3.0686827,4.1880646,5.705346,4.2589407,6.504857,3.542848,7.6875453,5.334342,4.3390527,4.7072496,6.069914,6.2805085,4.5430427,4.122903,5.385378,5.7854695,4.00656,5.308499,3.6612186,5.2263513,6.844529,6.739726,6.861973,6.3856473,6.026188,5.330396,5.350372,5.183301,6.5900307,3.2908995,4.5599527,3.3855546
t88,8.273726,8.575741,2.845024,4.038927,5.668232,4.214025,6.5851507,3.7430093,7.7037916,5.271419,4.3502197,4.552918,6.0001984,6.2489886,4.5639143,4.2580886,5.2908735,5.7942157,3.992075,5.3420525,3.629262,5.381508,6.7253985,6.6305447,6.9477706,6.100636,6.02113,5.3807845,5.4835134,5.0602255,6.516506,3.3198116,4.662264,3.5006013
t89,8.3151045,8.4449415,2.8852127,4.048759,5.6766357,4.2263737,6.598932,3.6820254,7.6751146,5.2562504,4.327471,4.6001425,6.041581,6.272208,4.5695868,4.2516184,5.3352356,5.804577,4.018892,5.3476825,3.6481473,5.3721905,6.746299,6.6622424,6.915399,6.158852,6.0330863,5.374733,5.4695272,5.0645275,6.534561,3.3036966,4.6528397,3.4614983
t92,8.340077,8.395202,2.91637,4.0805635,5.696156,4.2340508,6.563752,3.6970294,7.669701,5.2729273,4.3496623,4.629894,6.046359,6.267169,4.5654807,4.215246,5.340683,5.7927566,3.9944086,5.317816,3.6493456,5.3779826,6.765659,6.6678667,6.902764,6.1625185,6.0156755,5.3546453,5.441435,5.064625,6.54776,3.2987294,4.616799,3.446461
t93,8.340535,8.242056,2.9312553,4.0806155,5.686437,4.239199,6.5862083,3.6298769,7.663764,5.264807,4.3230443,4.6425366,6.0642624,6.28468,4.5755663,4.2258205,5.3648133,5.8100257,4.0309186,5.3554974,3.6614108,5.3367233,6.775652,6.6952314,6.8955126,6.2244854,6.0283084,5.376202,5.4376616,5.0917907,6.552202,3.2998948,4.631821,3.4326582
t114,8.240552,8.842492,2.7973802,3.9809453,5.6352386,4.1804075,6.6247196,3.83102,7.709468,5.2309566,4.3531837,4.4814763,5.9496894,6.228747,4.5533514,4.313879,5.2305813,5.793723,3.974865,5.3327813,3.6030147,5.4370685,6.6415076,6.550642,6.972615,6.002946,6.0503254,5.3791566,5.5369334,5.007923,6.4753757,3.3072615,4.7249665,3.550309
t115,8.280421,8.656131,2.8341389,4.002085,5.664427,4.210475,6.60309,3.7680595,7.696944,5.257226,4.3389735,4.5506682,6.0062146,6.2553673,4.561486,4.27396,5.293387,5.7981057,4.001092,5.3410807,3.6314943,5.426877,6.7160416,6.6238804,6.9440613,6.069213,6.03313,5.3774962,5.4969606,5.020748,6.5129647,3.3114305,4.6710577,3.4993355
t99,8.324651,8.514324,2.8958402,4.0419583,5.6781883,4.2222896,6.598866,3.7072484,7.6671762,5.2458315,4.332926,4.6048617,6.034239,6.2719026,4.5637627,4.2509923,5.328446,5.804307,4.008884,5.331583,3.6472733,5.3980947,6.73278,6.6484456,6.907023,6.136563,6.0400543,5.3632684,5.468265,5.0415483,6.532009,3.2891443,4.6544127,3.4585755
t103,8.278622,8.74817,2.8356411,4.0050054,5.6497345,4.1942787,6.617798,3.7884245,7.6841493,5.2264957,4.350108,4.528421,5.978854,6.247447,4.562145,4.290038,5.268739,5.802056,3.9857094,5.333595,3.6205254,5.417888,6.667614,6.5852265,6.941487,6.048521,6.0500684,5.3743596,5.5065684,5.023781,6.4960475,3.2884922,4.7033978,3.512452
