,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
t14,-0.47226706,-0.3755377,-0.09838124,0.4313971,6.951877,1.0554631,-0.124173425,7.4297895,0.101805255,-0.53899086,2.8508325,0.05838974,-0.0019224585,-0.574127,2.0300243,-0.61315596,-0.65537167,-0.8633401,4.3083944,4.3079762,2.5079892,-0.16330068,-0.3334757,3.6537178,0.582255,4.9645042,0.3157684,6.6658196,-0.68330127,-0.03646819,7.3818903,3.5163357,-0.08274811,-0.38943568
t15,-0.39925182,-0.30590338,-0.08216646,0.38392463,5.5883045,0.8260026,-0.112085216,6.4761996,0.07431597,-0.41739935,2.2386296,0.05329782,-0.0024679475,-0.49122006,2.1133478,-0.5155611,-0.5624764,-0.74421597,3.7733529,3.7810998,1.9811139,-0.1501922,-0.30123898,3.201767,0.49540237,4.3259096,0.26635984,5.808977,-0.60486406,-0.03721806,6.343346,2.866189,-0.06880573,-0.30335814
t3,-0.6805439,-0.5703609,-0.14551798,0.5650791,10.942425,1.785837,-0.16768292,10.20562,0.18441072,-0.8835173,4.537884,0.07536516,-0.0017535354,-0.8096624,1.8741269,-0.8995723,-0.91608834,-1.1892444,5.849605,5.822933,3.9713204,-0.22608976,-0.42344928,4.9803724,0.84028214,6.743507,0.4540204,8.840378,-0.9180228,-0.039426528,10.248031,5.3396773,-0.11987838,-0.630097
t5,-0.3028979,-0.23480186,-0.059495706,0.3155571,4.016559,0.5647003,-0.087578386,4.9278526,0.06477086,-0.21172425,1.4795827,0.048221655,-0.003921687,-0.39851004,1.8379456,-0.38650665,-0.44511172,-0.5613871,2.9391923,2.9734116,1.3819017,-0.1207296,-0.24783933,2.3992097,0.3622009,3.545317,0.20505038,4.534412,-0.42513692,-0.032891642,4.9967685,1.9725548,-0.05215595,-0.16937685
t7,-0.43833768,-0.34337232,-0.09335078,0.39345038,6.5496216,0.90652037,-0.11755818,6.8948593,0.10364223,-0.44470298,2.5334876,0.057512626,-0.004195111,-0.5395753,1.9737056,-0.5662305,-0.6112443,-0.7703585,3.978909,3.9744263,2.30366,-0.1730012,-0.3103606,3.3055747,0.53540605,4.5668936,0.29882628,5.941858,-0.61731875,-0.039885435,6.7704725,3.2117732,-0.07136383,-0.33029735
t10,-0.5127261,-0.41903204,-0.11000527,0.45520246,7.9323545,1.1871624,-0.13220866,7.82605,0.12934153,-0.5844396,3.1502454,0.06240171,-0.0044415304,-0.6386677,1.980988,-0.68208116,-0.70826447,-0.9103573,4.4349923,4.5691757,2.7674053,-0.18714644,-0.35181373,3.930801,0.62319297,5.2323775,0.3499403,6.9837446,-0.7136245,-0.030930595,7.985168,3.8081322,-0.08074004,-0.41901088
t11,-0.5187589,-0.42095304,-0.11127548,0.45484963,8.034092,1.2273122,-0.13490976,7.863902,0.13022962,-0.59283036,3.152619,0.06381691,-0.0041453037,-0.63929707,1.964249,-0.68866616,-0.71676856,-0.915432,4.470246,4.627904,2.8249297,-0.18246128,-0.3525391,3.9351704,0.62894595,5.2609024,0.3522137,7.0182514,-0.70534825,-0.026748672,8.00773,3.8844228,-0.08508105,-0.42944208
t1,-0.70995444,-0.59659845,-0.15225257,0.58048755,11.471852,1.9074283,-0.17340595,10.562761,0.19308919,-0.93535346,4.799656,0.07526263,-0.0015425154,-0.8357407,1.8156385,-0.94390494,-0.94812185,-1.2313025,6.092906,6.031701,4.17059,-0.22800362,-0.43752894,5.20283,0.8857651,6.9554157,0.4690976,9.157514,-0.9458915,-0.03717303,10.682311,5.594172,-0.12754864,-0.67238677
t6,-0.8237789,-0.7293425,-0.18576181,0.60129535,15.798764,2.8624024,-0.20250843,11.834654,0.28079405,-1.3508188,6.2030616,0.043872416,0.097433895,-1.0369586,0.83606285,-1.178051,-1.0780326,-1.4414793,6.5953794,7.7450705,5.6452208,-0.24228927,-0.4388535,5.4907894,1.1376088,7.298545,0.6005668,11.089438,-1.1493485,-0.009646132,11.52066,7.0261235,-0.14923513,-0.9734543
t36,-0.4897662,-0.5937638,-0.1347579,0.2962532,16.623981,-0.057818793,-0.20831305,4.067845,0.46139643,-1.0465369,3.4227676,6.169466,-0.043240473,-1.4570097,-0.03418342,-0.63917994,-0.7171668,-0.7687293,3.3174484,3.824484,3.3615954,-0.0310914,-0.22226526,2.1847956,1.0541712,1.2983587,0.71655566,10.251532,0.5884166,0.15995848,5.6918106,7.6955056,-0.15916222,-0.8981665
