"","V_1","V_2","V_3","V_4","V_5","V_6","V_7","V_8","V_9","V_10","V_11","V_12","V_13","V_14","V_15","V_16","V_17","V_18","V_19","V_20","V_21","V_22","V_23","V_24","V_25","V_26","V_27","V_28","V_29","V_30","V_31","V_32","V_33","V_34","V_35","V_36","V_37","V_38","V_39","V_40","V_41","V_42","V_43","V_44","V_45","V_46","V_47","V_48","V_49","V_50","V_51","V_52","V_53","V_54","V_55","V_56","V_57","V_58","V_59","V_60","V_61","V_62","V_63","V_64","V_65","V_66","V_67","V_68","V_69","V_70","V_71","V_72","V_73","V_74","V_75","V_76","V_77","V_78","V_79","V_80","V_81","V_82","V_83","V_84","V_85","V_86","V_87","V_88","V_89","V_90","V_91","V_92","V_93","V_94","V_95","V_96","V_97","V_98","V_99","V_100","V_101","V_102","V_103","V_104","V_105","V_106","V_107","V_108","V_109","V_110","V_111","V_112","V_113"
"t12",-0.116001124988331,0.0460827540640389,-0.00428388006201053,4.93100409902905e-05,-0.000341269736685834,0.0408464109683267,-9.55376329074829e-05,0.000305816414930051,-0.0018430971190806,0.000224738181031842,-0.00210197669078076,0.0155068613937693,-0.00518865073080109,0.0185876789492527,-0.00941126193125775,0.00944717462138478,-0.226251650709864,0.0208260042894598,-0.0012129051131941,0.000785064553442078,-0.0359147569171531,0.00639296192520216,-0.00139177320090252,0.0584660761645865,-0.000141842084972528,0.0864202056831645,-2.10438816634918e-05,0.000428473543554659,-0.276083482754067,0.347944161659917,-0.680779321904636,0.00843641134728125,-0.183080026926018,0.000320570221867394,0.039175661229403,-0.000345063429462108,0.298425146006307,-0.00730270507991133,0.0825065899324552,2.69734500047075e-06,0.000290352303373349,-1.91037561884011e-17,-0.0527570789927283,0.00550073948045459,0.00846804249448933,-0.223959620353306,-0.0325985007567382,0.00117937272681154,0.0010337519510555,0.014431682806644,-0.157541983964004,0.195619392609485,2.47533517089279e-16,0.00373474652273732,-3.1241954035357e-06,-0.000450830654417977,-0.00596956006203816,0.00197776645025217,0.00216106020595206,0.0074885754907116,-5.03181748045704e-17,-0.00022023417823803,-6.65906984508665e-17,-5.18431319170377e-05,-3.2867655329096e-05,0.000494614635473247,0.000113393240422091,0.000688721921199972,-0.000330167003861118,-2.3224287442996e-05,-3.74081930250955e-17,-0.000259197656399589,-4.74072696519799e-06,0.00209588424243811,0.00109962445632978,-0.000859442692944344,-0.000932275075771468,2.07287304210517e-06,0.000147241362615943,2.40495923330876e-07,1.21801595830601e-05,4.4540986190707e-07,7.84268908278317e-05,1.81970123951583e-05,-0.000336245511824285,3.25980810460992e-05,3.98696510599862e-16,7.4651736916032e-07,-0.000692045837464145,2.9099677642733e-19,-7.56052851940057e-08,2.71716763452153e-07,3.09116764987972e-17,2.30970363260908e-17,6.04924605996936e-17,-0.000822640751969348,-4.06268198359192e-17,-2.88055310300162e-17,1.85985902936009e-17,3.12271730162272e-17,-8.29840827722736e-20,1.51251485005932e-18,2.93221029069958e-17,1.02133729877784e-16,-2.00889292849427e-17,-2.69933145809991e-16,1.22427226063148e-17,-1.20882994162773e-16,-4.06590840552442e-17,-1.01416761571476e-17,2.24079670229068e-17,7.36627776880373e-06,-7.39837091361632e-17
"t43",-0.146262117445421,0.0650215826335853,-0.0115249129459296,0.00030388895091172,0.000260379369883266,0.237073687902791,0.0253570892550738,-0.00140132280234794,0.00198289908819716,-0.000229078094566771,0.00186178530471164,-0.00818525902627263,0.00190079454746022,-0.00580897067479044,0.00250677381982995,-0.0024006600878527,0.0497386148760721,-0.00430114065058915,0.000261794942660063,-0.000392921504774445,0.00405122552914271,-0.000248915034006255,3.8987840251214e-05,0.00471454749856926,-1.64362121553688e-05,0.254935364447506,0.000262341020676575,-5.2448315605898e-05,0.023405980925826,-0.02756128779333,0.0446449032654488,-0.000448961130288743,0.00864724906899209,-8.96412116203866e-06,-0.00108897997923628,4.49628500037122e-06,0.00105553146237339,4.37940803927998e-06,3.75433218174417e-05,1.72087862316389e-09,7.02005673307738e-09,-5.29676741826273e-16,0.000504014846425059,-0.000127278254451767,-0.00231052882839292,0.0693057764249841,0.244197717051462,0.000460128573507101,0.000323960888936503,0.0046629386709677,-0.0568123819540065,0.0764042976977849,1.32348692593783e-14,-0.550713988850226,5.40311336445429e-07,0.00018561066167522,0.000805185396103938,-0.000238212199902556,-0.000246227545641753,0.0243989265724798,-1.11129483070444e-15,0.029329794933299,2.38379983239127e-15,-7.93608277135218e-07,-9.86619298697634e-07,2.65066569529939e-05,0.00300232497356345,0.000106355595309131,-0.677731883504458,1.55130751854759e-07,-4.1125266744118e-15,-6.98126625481996e-06,-1.93612271861828e-07,0.000136411581380424,4.77661345423584e-05,-5.85758873083671e-05,-4.452523197149e-05,1.09637565196392e-07,7.84311980949572e-06,1.33450147287326e-08,7.05152588473223e-07,2.59417289943072e-08,4.64180317710759e-06,1.09079282588646e-06,-2.09293219120776e-05,2.13989526228059e-06,-4.55766810701797e-16,5.33678851195898e-08,-7.30502250380751e-05,1.04242399469596e-16,-6.0482303285926e-09,2.17433686409156e-08,5.61066458723548e-17,1.61447237650122e-16,-2.31678187812362e-16,-9.82281671367689e-05,-1.49083112675087e-16,2.01763041656146e-16,-2.0971252298143e-16,-4.60688735370824e-17,4.39830963459603e-16,-2.39050723727104e-16,2.45765852598779e-16,-4.38163999640073e-17,-9.4637003085518e-18,8.5767091398473e-16,3.78176919090186e-17,-2.96206054310689e-17,6.5276248849835e-17,-2.1540539459372e-16,-9.41380634474553e-17,7.18366995240628e-07,-3.30873899077502e-17
"t44",-0.146175010050119,0.0649678084093261,-0.0115061248381659,0.000303303709392353,0.000259815351730605,0.236430865564622,0.0252796059840017,-0.00139636561492991,0.00197267947111365,-0.000227871655922595,0.0018513864180258,-0.00812684625159905,0.00188433648862302,-0.00575405598955284,0.00248081623819745,-0.00237510221313299,0.0491575591338449,-0.00424509780380593,0.000258316305068249,-0.000387444121333449,0.00399080792528386,-0.000244617559898571,3.8270816759991e-05,0.00461412966937542,-1.60799190412044e-05,0.249032665649696,0.000256238129003927,-5.10798477777297e-05,0.0227608347962761,-0.026792570848683,0.0433552792427873,-0.000435445444576766,0.00838057700258435,-8.65796436014123e-06,-0.00105174726128812,4.32342831718901e-06,0.00100977711171175,4.18464646286193e-06,3.58061057885925e-05,1.64061566883994e-09,6.66110964211422e-09,7.13280618647143e-16,0.00047583703189648,-0.000119804953218421,-0.00215496419176614,0.06459416127367,0.22678901459938,0.000424156456836908,0.000295653706761118,0.0042420329074575,-0.0514155221505068,0.068970788649649,1.18804683399737e-14,-0.487040842100756,4.64787142480368e-07,0.000159515351864518,0.000689103632039758,-0.000203382783195879,-0.00020998108015618,0.0202177289610121,2.26043081528935e-15,0.0223130882330428,1.11059737842699e-15,-5.46828654206862e-07,-5.7844195699342e-07,7.38632319505438e-06,-7.07439336206717e-06,-2.42719346191531e-05,0.734862071927367,-2.38438454301549e-06,4.66881910050349e-15,-1.94569686341654e-05,-3.34469610695779e-07,0.000225040328277478,7.72152228258688e-05,-9.22148663256026e-05,-6.60548505855664e-05,1.49947067965402e-07,1.0671889518513e-05,1.76516185884402e-08,9.07881160173249e-07,3.32788334101396e-08,5.8984245277087e-06,1.3760564641087e-06,-2.5871122301816e-05,2.57767403772287e-06,-6.89089915142373e-16,6.20736559387462e-08,-8.44092115077754e-05,2.27936678266175e-16,-6.78594760370326e-09,2.43933830107136e-08,-1.02195032756559e-16,-4.47854579672255e-16,6.00444168873401e-16,-0.000108813313422423,4.18237241145927e-17,-1.17634947614811e-16,6.40746337757777e-17,-6.6471141878091e-17,-2.85029424531561e-16,1.88879902937319e-16,8.13886346058716e-17,3.04372710801538e-16,-6.51168161062141e-17,2.77722386991481e-16,2.33360046479508e-17,2.83681348056402e-16,-1.5189491615474e-16,2.4404720667417e-16,1.66163990919102e-16,7.72426402372476e-07,-9.41609354971759e-17
"t110",-0.147531407580075,0.0658087863038407,-0.0118044455454286,0.000312648927396467,0.000268863372665485,0.246852678061674,0.0265443030648279,-0.00147805159631692,0.00214667697445048,-0.000248460038621632,0.0020300246675876,-0.00916380658034794,0.00218644174079373,-0.00678035067328124,0.00297614034042273,-0.00286614042507447,0.0606005998323405,-0.00538601497865969,0.000329595256672819,-0.000501560098769509,0.00528189910463181,-0.000342556634204033,5.51512656476517e-05,0.00719974210416154,-2.53674119657212e-05,0.410731453357284,0.00042405578501433,-9.2818028962273e-05,0.0436289154450532,-0.0519984058161334,0.0874790324709117,-0.00092393081911668,0.0183584666752531,-2.22926153306066e-05,-0.00271343219201171,1.4567161933028e-05,0.00539722886757263,2.59728260436423e-05,0.000301162372349562,1.48935043314724e-08,9.50408659036201e-06,-4.39962060745609e-16,-0.00390429106465808,0.000607490956893313,0.00484642806987762,-0.139045710589014,-0.399486424380408,-0.00053177890901811,-0.000259084271495897,-0.00336959521110136,0.0351332840788402,-0.0439720395176473,-5.10583246552766e-15,0.18914299718229,-1.00189569966093e-07,-3.37110600323665e-05,-0.000133401469669965,3.7427010720461e-05,3.76929580040494e-05,-0.00185895495838874,1.66626029705693e-16,0.000897164310562238,-1.30629072422902e-16,-6.24699475830934e-08,-1.07777597292386e-07,3.30500041046352e-06,0.000335121445673403,1.01385595051279e-05,-0.0122799674839489,-2.29685745321409e-07,-2.47966418903096e-16,-3.26734265046264e-06,-7.42999944657132e-08,5.1961627636443e-05,1.8155478364477e-05,-2.22267231721421e-05,-1.69254078297606e-05,4.24832448280198e-08,3.04537137213944e-06,5.25286797218679e-09,2.82375525930548e-07,1.04160548483695e-08,1.87765865682128e-06,4.43958510801201e-07,-8.68667893080191e-06,9.15881367753475e-07,4.05121346703165e-16,2.41396970305861e-08,-3.34614226286236e-05,7.65581090898461e-18,-2.96412005512949e-09,1.06584099672632e-08,-1.83260778817303e-16,4.29883916387779e-16,-3.75886362107433e-16,-4.99180460648854e-05,7.94795182685536e-17,-4.25753848044652e-16,7.09563687487029e-16,7.25227001853512e-16,-5.43434694570868e-16,6.54438010597306e-16,-8.73996500482992e-16,5.02095171405996e-16,-5.26810053167519e-15,-0.707106781186548,2.12781624257309e-15,-4.94697988344468e-16,-4.61959488031809e-16,3.49075588463676e-16,-1.48165910727886e-15,4.06721697920206e-07,3.71204410423919e-17
"t111",-0.147531407580075,0.0658087863038406,-0.0118044455454287,0.00031264892739634,0.000268863372665405,0.246852678061674,0.0265443030648279,-0.00147805159631708,0.0021466769744505,-0.000248460038621744,0.00203002466758767,-0.00916380658034791,0.0021864417407937,-0.00678035067328142,0.0029761403404228,-0.00286614042507458,0.0606005998323411,-0.00538601497865988,0.000329595256672796,-0.000501560098769529,0.00528189910463173,-0.000342556634204062,5.51512656474114e-05,0.00719974210416166,-2.536741196577e-05,0.410731453357284,0.000424055785014372,-9.28180289623111e-05,0.043628915445053,-0.0519984058161333,0.0874790324709118,-0.000923930819116722,0.0183584666752534,-2.22926153304387e-05,-0.0027134321920118,1.45671619330766e-05,0.00539722886757307,2.5972826043409e-05,0.00030116237234961,1.48935046654856e-08,9.50408659050763e-06,-4.48508534232425e-16,-0.00390429106465813,0.000607490956893398,0.00484642806987843,-0.139045710589014,-0.39948642438041,-0.000531778909017899,-0.000259084271495677,-0.0033695952111012,0.0351332840788405,-0.0439720395176479,-5.26375375257693e-15,0.189142997182292,-1.00189569983104e-07,-3.37110600316673e-05,-0.000133401469669621,3.7427010720502e-05,3.7692958004266e-05,-0.00185895495838916,4.27805773576041e-17,0.000897164310561727,-3.47817481748072e-16,-6.24699476571309e-08,-1.07777596784971e-07,3.3050004102273e-06,0.00033512144567352,1.01385595053699e-05,-0.0122799674839486,-2.29685745073475e-07,2.76272210768072e-17,-3.26734265036378e-06,-7.42999942204349e-08,5.19616276369421e-05,1.81554783640424e-05,-2.2226723171599e-05,-1.6925407829909e-05,4.24832440594272e-08,3.0453713721989e-06,5.25286830032464e-09,2.82375525411686e-07,1.04160547490263e-08,1.87765865726106e-06,4.43958511168681e-07,-8.68667893087519e-06,9.15881368293446e-07,6.54779679070263e-16,2.4139697081913e-08,-3.34614226299408e-05,7.22498732875723e-17,-2.96411999607741e-09,1.06584104889258e-08,1.61027906444001e-16,-2.35076943752932e-16,1.22381624481135e-16,-4.99180460666282e-05,-8.13899826057354e-18,3.29786928318807e-16,-6.37816497551462e-16,-7.83871988163926e-16,5.52271217874032e-16,-8.69541795008244e-16,6.70276511807009e-16,-4.52836093657036e-16,5.32854228772544e-15,0.707106781186547,-2.20123483521584e-15,5.44074508961949e-16,4.11650447277052e-16,-4.17139851871418e-16,1.4417965888351e-15,4.06721697687871e-07,-2.46977911675225e-16
"t45",-0.146997143767212,0.0654835637081151,-0.0116969132068924,0.000309376180498548,0.000265772387997246,0.243504705988811,0.0261551443107843,-0.00145454234150763,0.00210988450580304,-0.000244229116848702,0.00199641834224155,-0.00906939353123955,0.00219578577778699,-0.0068924452629742,0.00308236013835689,-0.00299037834144939,0.0653330423523298,-0.00618453751320146,0.000384408671389024,-0.000612582177139989,0.00707253452811462,-0.000729200494606232,0.000214677482142976,-0.00908933375820076,2.48745102970339e-05,-0.178021893524589,-0.000173951689475339,8.76573129913681e-06,-0.00130308100482517,0.00102562554819154,0.000382089497998131,-2.16163890942432e-05,0.000564194413802472,-8.66675191535903e-07,-0.000105284767581482,2.22723984530244e-07,-0.000182888640663459,-1.22204650148143e-06,-2.08042350269902e-05,-1.09775232606298e-09,-1.25841359623779e-06,2.64143220460337e-15,0.000768721740498281,-0.000142479814231663,-0.00165331871240104,0.0484342994000858,0.152511659344158,0.000228897033643884,0.000109804667331937,0.00133452125096785,-0.0109762034351414,0.0110137069243515,-5.45564880905013e-15,0.224090326526868,-1.33617458912023e-06,-0.000486049035935481,-0.00273919109250002,0.000950518119320608,0.00106562902251951,0.480085688004074,1.00914703194507e-14,0.559507270466653,1.98662022524581e-14,1.16962952221742e-07,-5.43724183124774e-07,1.17095563609431e-05,-0.499277582449955,7.77797102368696e-05,-0.0054161140844498,-1.27175994059406e-06,2.27275814240656e-16,-1.48730582360217e-05,-2.91135013047137e-07,0.000198564081379342,6.85394736118787e-05,-8.24911233169434e-05,-6.01071575649458e-05,1.39457021674105e-07,9.93795437738949e-06,1.65483586868316e-08,8.5606883349251e-07,3.14022524852853e-08,5.5759011085432e-06,1.30252024510889e-06,-2.45687780516316e-05,2.45558866713534e-06,-6.05635056822192e-16,5.92405391137331e-08,-8.05522974917162e-05,-2.0320433213932e-16,-6.46182210321509e-09,2.32279892033988e-08,5.28041110120624e-17,1.78077646391959e-16,3.30073710170608e-16,-0.000103401418531004,1.39460310179577e-17,-2.3003564128832e-16,1.21266281587481e-16,1.80042501316103e-16,-3.45987715134006e-16,-6.36539193749062e-16,1.52151070451207e-16,5.78061468361724e-16,-1.60907184231391e-16,4.43906865148067e-16,-6.47628354562681e-17,1.41198176630433e-16,-1.17358170797815e-16,1.67251317360562e-16,1.18815636657671e-16,7.28248386925103e-07,-1.12171169036531e-16
"t100",-0.149396891402696,0.0669768271926613,-0.0122336787281324,0.000326277768014513,0.000282207057030068,0.262628416892511,0.0284915149078705,-0.00160694350974458,0.00244686329318429,-0.000284217265172016,0.00234629668590053,-0.0111957365899157,0.0028506433790875,-0.00919492927740496,0.00424442951201107,-0.00416093289949081,0.0944184185960129,-0.00940820865862132,0.000590710391024078,-0.000966079942325197,0.0116073681251325,-0.00132615668884994,0.000411584263924199,-0.0202360271173882,5.65557112020304e-05,-0.441252330930875,-0.000434056805996337,2.64260708613577e-05,-0.00440083273342576,0.00355880503779649,0.00144583897757289,-9.1940547119128e-05,0.00259280384925842,-6.22470323905125e-06,-0.000760916750761577,5.65984416510873e-06,0.00251749349840114,1.24663439379918e-05,0.00015031871870988,7.48700576370916e-09,5.11754797138421e-06,-1.13507058075082e-15,-0.00219969090158116,0.000347972102171915,0.00280665261959656,-0.0803942495723947,-0.227782448178616,-0.000283847063413448,-0.00011168619165867,-0.0012866056326729,0.0097618777146728,-0.00944477100141816,3.02062304691922e-15,-0.150925683069865,7.15255007761332e-07,0.000258494152852859,0.00141671712489313,-0.000484096679979251,-0.000538739331885352,-0.207744350288634,-2.5749488410383e-15,-0.18267758279639,-6.29441728051871e-15,-3.24962824423223e-08,1.36971469245705e-07,-4.55520471168776e-06,-0.179054193419831,5.99900207117832e-06,6.27935407820456e-05,3.93715320073934e-08,-3.69761637549253e-16,3.86568386393296e-07,1.48164153561504e-09,-4.32505837255626e-08,1.55856218838832e-07,-4.86623712785909e-07,-9.60618063909884e-07,5.06965223538261e-09,3.77646976288542e-07,7.96896728756466e-10,5.12497143889882e-08,1.93512817700541e-09,3.70516568591665e-07,9.16856945902493e-08,-2.03247736285336e-06,2.50032377019393e-07,4.44158828565244e-16,8.08110638186854e-09,-1.16353459538975e-05,1.3234305202011e-15,-1.2213221009404e-09,4.39380125669913e-09,-5.65035512457245e-16,-1.38961258460952e-16,-6.10951288954912e-16,-2.21460014320444e-05,-1.27000976197677e-17,1.94431644356992e-15,4.32419835814226e-15,-2.44995197095983e-15,-4.16911894457701e-15,-0.707106781186547,-1.43531496325562e-14,-9.01422729662178e-15,-2.27425273115488e-15,-8.27474521045649e-16,-8.17182222945831e-16,-8.39361643813504e-17,-3.08760991766864e-16,7.58875245753227e-16,-1.74033227927135e-17,2.15284717550605e-07,7.17116981441978e-16
"t101",-0.149396891402696,0.0669768271926613,-0.0122336787281324,0.000326277768014541,0.000282207057030415,0.262628416892511,0.0284915149078707,-0.00160694350974472,0.00244686329318428,-0.000284217265171992,0.0023462966859007,-0.0111957365899155,0.00285064337908743,-0.00919492927740503,0.00424442951201099,-0.00416093289949062,0.0944184185960129,-0.00940820865862103,0.000590710391024167,-0.000966079942325032,0.0116073681251326,-0.00132615668884983,0.00041158426392435,-0.0202360271173883,5.65557112020024e-05,-0.441252330930875,-0.000434056805996209,2.64260708612983e-05,-0.00440083273342599,0.00355880503779658,0.00144583897757289,-9.19405471188938e-05,0.00259280384925812,-6.2247032390167e-06,-0.000760916750761366,5.65984416534335e-06,0.002517493498401,1.24663439381423e-05,0.000150318718709963,7.48700606092815e-09,5.11754797128972e-06,-1.33115544577685e-15,-0.00219969090158116,0.00034797210217165,0.00280665261959646,-0.0803942495723946,-0.227782448178616,-0.000283847063413097,-0.000111686191658537,-0.00128660563267237,0.00976187771467249,-0.00944477100141841,3.29773043128898e-15,-0.150925683069864,7.1525500814208e-07,0.000258494152853237,0.00141671712489305,-0.000484096679979263,-0.000538739331885555,-0.207744350288634,-2.41943500557478e-15,-0.182677582796389,-6.65177640764902e-15,-3.24962821080492e-08,1.36971469302307e-07,-4.55520471188899e-06,-0.179054193419831,5.9990020708149e-06,6.27935407817465e-05,3.93715324505136e-08,1.09806868264575e-16,3.86568386542482e-07,1.48164162024888e-09,-4.32505835538249e-08,1.55856218423799e-07,-4.86623712317967e-07,-9.60618063630594e-07,5.06965137217303e-09,3.77646976645679e-07,7.96895587595352e-10,5.12497137752315e-08,1.93512856323232e-09,3.7051656757135e-07,9.16856947646771e-08,-2.03247736240287e-06,2.50032376119322e-07,-4.77597360918861e-16,8.08110677443888e-09,-1.16353459538997e-05,-8.9074869068833e-16,-1.22132149689557e-09,4.39379924906264e-09,5.54187347679017e-16,2.45162870918118e-16,6.97018598363753e-16,-2.2146001431493e-05,3.28770352791248e-16,-2.20127452750864e-15,-4.65244801169389e-15,2.39325715142035e-15,4.37529602796271e-15,0.707106781186548,1.44245549560448e-14,8.99015060986226e-15,2.30868756058623e-15,5.49601332139025e-16,8.83608299792741e-16,-2.04577275187097e-16,1.29896572870104e-16,-7.07154880793372e-16,7.06206861379278e-17,2.15284719445591e-07,-7.09107743297363e-16
"t55",-0.148124518814628,0.066184990759058,-0.0119489322565587,0.000317310387516062,0.000273486355955255,0.252478056486022,0.027251216757671,-0.00152601942085177,0.00226778395884394,-0.000262965311558238,0.00216032172276012,-0.0100646106741887,0.00250201780786378,-0.00796866483269085,0.00362524727508607,-0.00353713715023189,0.0789104647161223,-0.00768820610759915,0.000480622788434791,-0.000777382029165848,0.00918545733775439,-0.00100695629100549,0.000306234540751348,-0.0142633197413411,3.95767236471531e-05,-0.300070481636704,-0.000294543266844404,1.69395676760242e-05,-0.00273555108076096,0.00219679101175055,0.000873594764182299,-5.40854564302186e-05,0.0015003931685765,-3.33434297568058e-06,-0.000407232599026945,2.72012773737667e-06,0.00105362766741854,5.04143330907971e-06,5.740737903355e-05,2.82497759532744e-09,1.64657915889167e-06,1.51220715897253e-15,-0.000579510429232554,7.9865689444898e-05,0.000356900143836147,-0.00960594087422034,-0.0184307156855565,-4.76118019838382e-07,1.13718721144643e-05,0.000172114346928353,-0.00181136913653468,0.00198790902481397,-1.30376430518546e-15,0.0609614327240801,-4.6143795419543e-07,-0.000168795101444391,-0.000973815329816061,0.00034220124686375,0.000385927211924147,0.19508049879075,5.71583660811541e-15,0.273940042253237,9.86620334148798e-15,6.51755340542179e-08,-3.57676122118366e-07,1.76772392367861e-05,0.828357056382828,-3.03762646849312e-05,-0.000380799510612497,-3.11204164070867e-07,1.66187195871977e-17,-5.2205242706595e-06,-1.21903423320483e-07,8.50600242109879e-05,2.96720132036202e-05,-3.62245180214825e-05,-2.73174675895845e-05,6.69068972834093e-08,4.78591662440376e-06,8.14488500769551e-09,4.30963359714132e-07,1.58591027084021e-08,2.84013895153959e-06,6.67937381073024e-07,-1.28524034174214e-05,1.3210155512622e-06,2.91934304079548e-16,3.33157919887502e-08,-4.57307547120898e-05,-2.24422930962385e-16,-3.84926468161768e-09,1.38389129307506e-08,6.43190285066892e-17,-1.05746272780228e-16,-8.70616247808385e-17,-6.31356363139108e-05,-5.77448721544457e-16,5.16673688271404e-16,4.16052295176123e-16,-2.91049340552465e-16,1.66317942923236e-16,-4.5780580626819e-16,-1.82752513839574e-16,1.87315066464089e-16,5.59134596672678e-17,1.28656038851563e-16,3.39299760771385e-17,-2.75510241425442e-16,9.92523880248498e-17,-2.99140389541692e-16,1.09283468030454e-16,4.77717516490539e-07,2.14262229065109e-16
"t41",-0.145130844392756,0.0643230850003449,-0.0112808238165774,0.000296286684153907,0.000253054206544145,0.228731279974949,0.0243522422091119,-0.00133712130220853,0.00185161135460676,-0.000213592014761968,0.00172863814695762,-0.00745034026879428,0.00169971025760793,-0.00515296020454609,0.00220715539522662,-0.00210967094707103,0.0435284995462652,-0.00377929841588519,0.000230624407477093,-0.000349687002424263,0.00371180875668578,-0.000290603531589342,7.06137440049156e-05,-0.0010242221070938,1.98548497938963e-06,0.0110555951161306,1.27997345525124e-05,-3.77024477526218e-06,0.00088248427678958,-0.000759169672546717,-0.000364261331641597,2.74690921637983e-05,-0.000847274779983059,2.807170733661e-06,0.000344188582782158,-3.43213976801437e-06,-0.00195507784575605,-1.01541695778206e-05,-0.000131431517327432,-6.63689218375751e-09,-5.27338423587291e-06,-2.00212064814773e-15,0.00258711386689327,-0.000437827370219059,-0.00419027727255447,0.121376272062917,0.362685124016439,0.000497165868127506,0.000216337808605903,0.00255856959807233,-0.0201688036579238,0.0198387307372525,-6.65571319507371e-15,0.346440950859967,-1.65069737803821e-06,-0.000595240475251239,-0.00322364734179826,0.00109225191246647,0.00120999092499183,0.368850923554476,-2.88067531643635e-14,-0.712102847584773,-2.47026332246633e-14,-4.84155541142952e-06,-3.74910426450951e-06,6.28949993274419e-05,0.0197473295794782,0.000142749689646555,-0.0127801513536235,-3.09658987189498e-06,6.0032770531316e-16,-3.53910333528152e-05,-6.61928334838e-07,0.000447417613294332,0.000153751863250687,-0.000183884245065069,-0.000131769252122097,2.96498680568351e-07,2.10798571932434e-05,3.46154613057297e-08,1.76354488955451e-06,6.45462973241829e-08,1.13921459675405e-05,2.64833262077964e-06,-4.92258104494588e-05,4.81527191805771e-06,5.24689281088228e-16,1.12068611491178e-07,-0.000151189641702034,-1.07962342131016e-16,-1.16386848768065e-08,4.18313084135941e-08,-1.2373283039675e-16,4.12016876652245e-17,6.79583286920604e-17,-0.000182233607142031,1.7954119099552e-16,-9.18314275874536e-17,-5.46857339398134e-17,8.62615795167054e-17,-1.87321943928877e-16,4.25304037238417e-16,-3.22486428676947e-17,4.0345812039016e-16,3.37978502084704e-18,-1.50853087050277e-16,6.63886963174712e-18,3.29191759993833e-17,-1.52574235762983e-16,1.53085493269546e-16,-1.24544281161442e-16,1.20245894884233e-06,-2.45357561557761e-16
