,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
t1,8.922427,6.2382154,3.3854046,5.6129003,7.6126595,6.4543147,6.3201,6.207935,6.2304564,4.737069,4.1379323,3.4184062,6.33189,5.5462933,3.6650822,5.466462,5.567671,5.46158
t2,9.144668,6.6890135,3.2067208,5.961152,7.8466506,6.4245496,6.395185,6.23037,6.196286,4.5458913,3.9952488,3.3078396,6.2059717,5.753353,3.5525072,5.764008,5.454597,5.845474
t3,9.184242,6.77055,3.1532445,6.0346117,7.902607,6.4301343,6.416041,6.2284126,6.181243,4.5033917,3.9725096,3.272148,6.1743274,5.7985253,3.5308056,5.827762,5.4357805,5.9211574
t4,8.844915,6.000604,3.492026,5.4252467,7.51119,6.4152703,6.324934,6.2166224,6.1954303,4.79649,4.1344385,3.3898566,6.3581624,5.4664,3.7863023,5.319741,5.588918,5.2686353
t5,9.011992,6.424474,3.3794398,5.757977,7.668086,6.4371977,6.3536077,6.211748,6.213547,4.6619377,4.0844607,3.3699245,6.2559934,5.663372,3.6453383,5.588203,5.5310636,5.6152954
t6,8.942541,6.2423916,3.7195292,5.612733,7.419806,6.430753,6.321287,6.1471505,6.2391715,4.721035,4.155368,3.411415,6.2063293,5.7122726,3.7978706,5.476559,5.583169,5.450945
t7,8.805584,6.0662036,3.4476933,5.4798093,7.5253425,6.4668107,6.2882037,6.212203,6.2603765,4.8483133,4.206957,3.463017,6.4208117,5.423636,3.6959898,5.3371377,5.647814,5.313519
t8,8.856599,6.019356,3.54171,5.4318194,7.4790287,6.3959355,6.3522415,6.222088,6.180552,4.790667,4.109211,3.364146,6.342212,5.4897666,3.825515,5.3276763,5.5938206,5.270255
t9,8.791909,5.990648,3.5216084,5.409667,7.465164,6.4408593,6.295868,6.2196026,6.2375045,4.8546968,4.198528,3.454775,6.4255977,5.4088345,3.761162,5.289117,5.644987,5.2477117
t10,9.298392,6.915301,3.0377355,6.142105,8.017732,6.3491254,6.3719063,6.1967015,6.1564884,4.408871,3.867464,3.2707791,6.1640306,5.8134384,3.4344585,5.945629,5.3341517,6.068134
t11,8.652637,5.600021,3.9585426,5.16919,7.076642,6.581194,6.225266,5.9788427,6.3608046,4.918858,4.391218,3.532153,6.3337603,5.4840593,4.0667586,5.0543838,5.665031,4.944363
t12,8.871422,6.005038,3.5563514,5.4227514,7.420353,6.510484,6.2743597,6.0898843,6.2372255,4.761952,4.2343345,3.4847379,6.3145156,5.529616,3.8052945,5.337498,5.556648,5.255
t13,8.737086,5.8441463,3.8073866,5.304404,7.209738,6.5448627,6.237827,6.0154777,6.3298044,4.850778,4.3421464,3.525157,6.3148923,5.551626,3.9426353,5.206019,5.639592,5.1178474
t14,9.270876,6.887873,3.1251433,6.081888,7.964014,6.403099,6.4332876,6.264287,6.2086267,4.461671,3.9079342,3.2801108,6.175595,5.816663,3.4993916,5.8905544,5.3837705,6.015325
t15,8.696373,5.6191664,3.935791,5.144088,7.174224,6.537726,6.2132983,6.0223823,6.276709,4.97099,4.3310966,3.4377396,6.352881,5.421251,4.083045,5.015009,5.63047,4.909698
t16,8.643194,5.5136194,3.9221265,5.173839,7.1492643,6.563356,6.30032,6.016538,6.3185205,4.9515543,4.3880353,3.5831501,6.3727517,5.376838,4.0548024,4.9714437,5.6615148,4.923266
t17,8.68128,5.610656,3.8414454,5.1349754,7.2254333,6.499483,6.2487597,6.072625,6.31788,4.9132338,4.288917,3.4479554,6.345577,5.477603,4.005776,5.1069064,5.6475983,4.951858
t18,8.722866,5.703885,3.798528,5.2134767,7.2626305,6.5004306,6.238476,6.1023226,6.28714,4.912541,4.2693458,3.4381917,6.3702335,5.4437895,3.9691758,5.1346855,5.6378484,5.0383987
t19,8.685419,5.4535513,3.9444256,5.162293,7.1685915,6.4850035,6.293399,6.1441216,6.3569255,4.9191465,4.196063,3.4419868,6.364848,5.360007,4.0083127,4.976434,5.7368345,4.805506
t20,8.6921425,5.660811,3.8373373,5.1929774,7.220287,6.5191674,6.243035,6.066586,6.3082695,4.909764,4.301588,3.4667337,6.357054,5.4551053,3.9944797,5.10174,5.645826,4.993293
t21,9.411303,7.0797944,2.9272225,6.1989536,8.110218,6.3408585,6.413429,6.248006,6.230997,4.3314414,3.7999308,3.271115,6.2077513,5.8111014,3.3640506,6.0407495,5.279577,6.2166557
t22,8.700993,3.5229335,5.8613997,3.2733335,4.4563227,6.035224,6.772867,4.834191,8.157191,3.6160944,6.353676,2.5880485,6.813646,5.25291,4.832743,4.1225114,6.0267577,4.870538
t23,8.631224,5.4964294,3.852405,5.1369615,7.2211885,6.5386724,6.3710175,5.9801993,6.2898197,4.939595,4.4339314,3.6551862,6.3514833,5.3812695,4.058327,4.954319,5.635482,4.8446355
t24,8.575802,5.4756093,3.8448715,5.1358047,7.1131845,6.562909,6.310008,5.9979043,6.4251328,4.8648148,4.3522134,3.5919576,6.3416233,5.4372473,3.9914718,5.0081425,5.7140613,4.860982
t25,8.65083,5.3261137,3.9559178,5.10746,7.1112266,6.49126,6.314604,6.148184,6.3690457,4.979714,4.2268376,3.5270846,6.4148808,5.305321,4.04329,4.9420285,5.747502,4.894371
t26,9.194198,6.690951,9.905392,5.4164734,7.9477043,5.728759,6.2627244,6.126253,4.632342,5.055031,3.1433198,3.958306,2.9996827,7.7541943,5.8286734,5.628761,5.0438266,4.1240244
t27,8.637092,5.369048,4.0350637,5.0627637,6.921911,6.570223,6.1111655,6.064248,6.395382,5.004562,4.2340446,3.3984058,6.4077635,5.444809,4.095959,5.0179143,5.7136903,4.9795933
t28,8.600776,5.465155,3.9117203,5.1113305,7.121704,6.57384,6.3174543,5.9675546,6.338255,4.9456596,4.432596,3.6192546,6.3600626,5.3820915,4.079504,4.9571557,5.6574497,4.9035654
t29,9.701619,8.284643,1.9366117,6.558268,9.035696,5.822047,5.8832636,5.546624,5.581984,4.413401,3.3928022,2.865189,5.993068,5.7540083,3.5143263,6.802112,4.7610245,7.3555026
t30,9.126206,6.597652,9.891795,5.2825437,8.036303,5.7949905,6.246003,6.11561,4.580112,5.156976,3.0506325,3.78701,2.9025574,7.83718,5.895469,5.4906907,5.0560675,4.020792
t31,8.693056,5.3286114,4.064429,5.050447,6.943624,6.495488,6.2038107,6.1447945,6.4407563,5.0084944,4.169519,3.447906,6.3820014,5.4653473,4.104364,5.0592337,5.7861643,4.985735
t32,9.529428,7.3047137,2.748236,6.321893,8.245569,6.3683786,6.478095,6.2979155,6.1669717,4.293258,3.7234752,3.1903296,6.1781044,5.880072,3.3083503,6.1618223,5.223992,6.434725
t33,9.444832,7.2036567,2.854411,6.261239,8.185969,6.3809776,6.472927,6.302152,6.2249346,4.2916827,3.7720551,3.2442837,6.2143435,5.8642087,3.3102026,6.0957503,5.2827234,6.3329134
t34,9.181808,6.667147,9.94997,5.37486,7.971092,5.731007,6.2503624,6.114917,4.5515203,5.076534,3.093963,3.8882093,2.942612,7.78339,5.8629384,5.589787,5.0378437,4.085573
t35,8.5974655,5.2643685,4.0258675,5.036998,6.91626,6.5697145,6.2048273,6.055802,6.4434147,4.979931,4.2715626,3.4994626,6.4018292,5.4118605,4.0861053,4.9794464,5.7458186,4.953865
t36,8.658279,5.3049326,3.9716048,5.1516824,7.1086755,6.481749,6.328585,6.1833453,6.3819184,4.99445,4.1818495,3.5387034,6.4266505,5.2686205,4.0236006,4.9058557,5.793725,4.850267
t37,8.690104,3.4992077,5.7539864,3.282856,4.445745,6.073036,6.680994,4.8910975,8.162026,3.6764877,6.264324,2.5639694,6.9044065,5.1850667,4.799899,4.1203804,5.96005,4.8480387
t38,7.302962,3.3975341,4.2937675,3.8925853,5.6310096,7.4904227,5.948393,4.9322233,7.6179614,4.9952836,4.900013,3.8746388,6.502476,5.0306716,4.51789,4.2803373,5.862863,6.1673417
t39,9.550744,7.1997447,2.7673888,6.215704,8.185306,6.2716465,6.3684683,6.1996984,6.118557,4.373646,3.7295973,3.2532356,6.1264453,5.83635,3.399251,6.1752176,5.1714745,6.3770456
t40,8.765118,3.5776522,5.7840405,3.334686,4.4813495,5.980612,6.7390594,4.7983303,8.157983,3.670552,6.326974,2.573844,6.8378654,5.2873464,4.811472,4.1523004,6.0437665,4.797149
t41,9.548696,7.346639,2.6757576,6.3060865,8.312049,6.275937,6.369996,6.1923065,6.1516476,4.257642,3.7105925,3.192213,6.216184,5.820412,3.292017,6.2389674,5.1362934,6.4936733
t42,9.502561,7.1410933,2.8787305,6.2523704,8.187351,6.3088446,6.419004,6.2526374,6.288493,4.221925,3.7212694,3.2750773,6.271837,5.772139,3.27372,6.0994067,5.2233796,6.268379
t43,7.3501735,3.3425918,4.393889,3.8843951,5.568949,7.4808383,5.91267,4.8354645,7.580264,5.015652,5.013112,3.8031995,6.605218,5.1304207,4.5772667,4.2616353,6.0290647,6.153026
t44,9.478153,7.1950464,2.8095796,6.219606,8.209032,6.2774954,6.359525,6.192313,6.2060356,4.2912536,3.7562292,3.2628143,6.225728,5.7889256,3.3309095,6.14963,5.194708,6.343334
t45,9.444876,7.107518,2.9273946,6.2267265,8.143712,6.3487973,6.4408865,6.2864633,6.306304,4.2621913,3.7695773,3.283422,6.259669,5.804119,3.302036,6.053798,5.2736416,6.2327843
t46,9.804204,6.6918836,10.570971,5.7333493,8.199271,5.582761,6.418921,6.2980757,5.18637,4.9271364,4.0952563,4.946519,3.1495793,7.962294,5.1549845,5.709509,5.585784,4.1787257
t47,9.276115,6.583974,9.892416,5.301307,8.054056,5.7893224,6.2898235,6.1649604,4.726775,5.127142,3.2248707,4.042629,3.0017326,7.7815175,5.7142377,5.5066376,5.1149554,4.119849
t48,8.70405,3.5171597,5.851583,3.2780752,4.4603624,6.036476,6.7699184,4.8168497,8.174642,3.6007328,6.360835,2.6010437,6.818582,5.259707,4.841693,4.1098075,6.0358286,4.8571916
