"accepted_species","trait_BM_trend_scaled"
"t2",1
"t85",0
"t86",0
"t56",0
"t53",0
"t26",0
"t63",0
"t89",0
"t90",0
"t59",0
"t97",0
"t98",0
"t70",0
"t80",0
"t81",0
"t34",0
"t35",0
"t13",0
"t21",0
"t22",0
"t25",0
"t12",0
"t6",1
"t39",1
"t71",NA
"t72",1
"t69",1
"t43",1
"t44",NA
"t93",NA
"t94",1
"t49",1
"t78",1
"t79",NA
"t36",1
"t91",1
"t92",1
"t66",1
"t4",1
"t3",1
"t37",0
"t38",0
"t31",0
"t40",0
"t27",1
"t28",NA
"t7",1
"t10",0
"t11",0
"t54",0
"t55",0
"t82",0
"t83",0
"t47",0
"t84",NA
"t41",1
"t60",1
"t61",1
"t33",1
"t24",1
"t95",1
"t96",1
"t1",1
"t14",1
"t19",0
"t15",1
"t29",1
"t30",1
"t9",1
"t62",1
"t99",NA
"t100",1
"t32",1
"t16",0
"t17",0
"t18",1
"t87",0
"t88",0
"t75",0
"t8",0
"t45",0
"t46",0
"t20",0
"t67",0
"t68",NA
"t50",0
"t42",0
"t76",0
"t77",0
"t5",0
"t51",0
"t52",NA
"t73",0
"t74",0
"t48",0
"t57",NA
"t58",0
"t23",0
"t64",1
"t65",1
