,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
t18,-0.37992993,5.8214545,0.102577925,0.010778645,-0.016828785,-0.0072092684,4.708914,0.017020302,-0.0663098,-0.053083528,-0.15267855,-0.20571434,-0.06883672,-0.072238296,-0.086595215,0.11151536,-0.18447332,7.063402,0.018265346,-0.09375925,0.10279822,-0.0027103412,-0.09527005,0.024004469,0.01076796,-0.06575158,6.6298113,-0.13003962,-0.014283097,2.365754,-0.0049823015,0.052334424,0.039872143,-0.1270959,0.07446872,-0.0043946067,-0.079900235,9.028323,0.109926164,0.13969545,-0.04773777,-0.2205737,-0.0015220623,0.00015720594,0.2367236,0.010990781,0.020706644,12.330057,2.188255,-0.27564317,-0.025089996,0.19645837,-0.05504577,0.006808942,-0.027880365,5.818177,0.1450744,-0.12395517,-0.022492345,0.023224648,3.8777711,-0.16891192,-0.038001925,1.5846757,0.12998495,0.0096931625,0.092960395,-0.29333055,-0.14531182,3.3087115,0.08585061,-0.033608004,0.010431862,13.520392,-0.044228546,4.3735147,0.020208918,-0.021808269,-0.00080755487,2.5033314,0.009522778,-0.06904197,-0.08735108,2.6673489,-0.01719759,-0.0059374482,-0.035465144,-0.084242,-0.13578019,1.7593024,3.1849275,11.879298,5.2019033,1.2690078,-0.170279,1.2503436,-0.03154138,0.010214139,6.5988054,-0.10040145
t21,-0.14433773,-0.2365076,0.27658734,0.0089585,-0.020528229,-0.004727337,-0.23489231,0.0040942854,8.290691,-0.111873925,-0.16746596,11.311011,-0.118409745,3.1848097,-0.08122608,0.09266111,6.370375,-0.18420176,0.009280733,-0.15863216,6.4689484,-0.001852677,8.551214,0.050520275,0.010516565,-0.111941315,0.016533908,-0.09590126,-0.028590096,12.2406435,-0.006346104,0.032485984,0.19512321,10.8454075,0.09830667,-0.0030178686,-0.052617334,-0.6433313,0.109815165,0.10642403,-0.034242686,-0.5504932,-0.0018969884,0.00035041344,0.21235657,0.021806387,0.012734548,0.1473969,-0.18642868,18.754587,-0.122092254,0.14795065,2.8211823,0.01257831,-0.11223755,-0.07446599,0.3805424,-0.028484182,-0.052730914,0.04818643,-0.0930823,-0.18974036,-0.009385912,8.018201,0.07168692,0.004538502,0.0750951,17.767616,-0.27391434,-0.26231313,0.22339648,-0.048183836,0.025668481,-0.057989098,-0.008288855,-0.14861271,13.235802,10.802516,-0.0014469352,0.17433769,0.015383307,-0.44993937,-0.09612912,2.2002459,-0.014149204,-0.009765057,-0.0413769,13.22332,-0.12988217,-0.03073918,-0.15131946,-0.014309069,-0.037963383,6.301942,5.8878403,0.018778061,-0.14233772,5.2821856,-0.11194316,-0.10692598
t33,-0.39672497,8.830265,0.107018776,0.010862542,-0.018013898,-0.0077060685,5.7185245,0.01896026,-0.06592142,-0.06259324,-0.15640211,-0.23615901,-0.06544257,-0.06504117,-0.08371865,0.11804356,-0.16657606,6.778661,0.017503401,-0.100144766,0.12134377,-0.0031023528,-0.08528651,0.027048884,0.011812096,-0.07654648,7.2577605,-0.14569893,-0.015759017,3.9823773,-0.0064441413,0.055507142,0.051381726,-0.11975759,0.081279226,-0.005200187,-0.07189111,10.039098,0.13013904,0.12858304,-0.052931108,-0.23360732,-0.0016842606,0.0001445713,0.2477223,0.010093592,0.022390643,12.718475,1.287194,-0.27425304,-0.023950892,0.20420875,-0.051362995,0.007566665,-0.032177445,6.941102,0.12925631,-0.13443388,-0.026181197,0.028532187,4.6638713,-0.18215574,-0.040449265,1.260018,0.120822676,0.010256059,0.090350494,-0.30105075,-0.14184889,3.1978889,0.10190835,-0.033389278,0.00748228,14.960858,-0.04130199,3.7654905,0.022770429,-0.018893847,-0.0005497637,2.734745,0.01114848,-0.06420171,-0.09541773,1.7909498,-0.017629372,-0.0074330205,-0.031540744,-0.090313725,-0.15801743,1.0085998,3.8161356,13.451321,4.575356,0.7009368,-0.19232135,0.74145436,-0.033252735,0.011575323,6.729413,-0.11080696
t41,-0.3813167,-0.1585523,0.24035476,0.01585173,-0.0034761378,-0.013875455,-0.0040945495,0.008440525,-0.020419246,-0.081213705,-0.13032329,-0.057155326,-0.19373932,-0.07062761,-0.24592866,0.07655411,-0.1639626,-0.29015613,0.0074529075,19.56213,0.030378126,-0.007591964,-0.1837312,0.017904285,0.0054719816,-0.17648645,0.004312142,-0.024536585,-0.03546259,0.010724477,-0.014440154,0.09694944,0.21836136,-0.08148823,0.04045692,-0.0007247792,-0.06773994,-0.13578454,0.08797488,0.14043428,-0.029453635,-0.2301957,-0.00268175,0.00023962602,0.12829792,0.027976247,0.018414153,6.497676,-0.17859207,-0.21750963,-0.074805506,0.11539255,-0.02511717,0.0058830064,-0.01989859,0.69642407,0.07933726,-0.04346154,-0.039189495,0.012563967,1.0143275,-0.055307858,-0.0039548473,0.022168601,0.19657105,0.014040283,0.058646318,-0.23641992,-0.27539226,2.3508775,0.12788485,-0.024736157,0.022905447,0.08695373,-0.06423392,0.27620694,1.1729221,-0.035435382,-0.00091497035,5.7646894,0.010876141,7.27249,-0.05606381,2.1225317,-0.049730584,-0.008541178,-0.03681073,-0.01652958,-0.09165621,0.5542648,3.8168433,0.89274037,2.0044222,3.6747472,-0.109995805,11.838808,-0.05219481,0.008910894,22.910383,-0.03337385
t42,-0.41656274,1.8221906,0.12132392,0.010669737,-0.014786646,-0.008285179,3.7569857,0.014792552,-0.0779206,-0.037455115,-0.15586597,-0.17128688,-0.06643927,-0.09450868,-0.10617596,0.1195671,-0.22432332,8.061437,0.018856712,-0.10872755,0.08758756,-0.0016389698,-0.114766136,0.018908476,0.008827204,-0.04544215,7.1774144,-0.1274937,-0.01238323,0.21658172,-0.004019819,0.052857094,0.052594695,-0.14269444,0.07633396,-0.003918464,-0.09070457,8.932063,0.100078106,0.119861454,-0.031997982,-0.24412045,-0.0015021777,0.00021231936,0.16522707,0.015874907,0.012244934,14.138493,4.5535913,-0.3098832,-0.031366438,0.19626208,-0.06467951,0.0060074483,-0.027923623,3.470168,0.20834778,-0.11873712,-0.022240898,0.014737427,2.5234869,-0.18120934,-0.037471022,2.3642652,0.16399601,0.00947316,0.07863171,-0.29768774,-0.15355937,3.3132355,0.08767203,-0.038579687,0.016756017,12.807252,-0.050315384,6.9752455,0.016585132,-0.026769293,-0.0011652148,2.1966522,0.008792086,-0.11295872,-0.09004338,4.000087,-0.019146524,-0.0038995848,-0.039449755,-0.08926241,-0.11161188,1.1845667,1.6350316,10.841592,6.23685,1.5987347,-0.19853012,2.0258148,-0.031772867,0.009981528,7.5625544,-0.094048485
t44,-0.24850984,-0.18575428,0.08789508,0.0033416261,-0.009917172,-0.0046519386,-0.18629916,0.017199604,15.080261,-0.076193206,-0.08467389,2.5112977,-0.12960301,-0.060785685,-0.21704756,0.09377499,1.9891356,-0.3055518,0.024579847,-0.23527905,0.10770938,-0.0048321225,13.185835,0.07562334,0.019321084,-0.16779743,0.018074969,-0.067841165,-0.05950241,0.009440907,-0.005979344,0.03463128,0.22950557,3.153196,0.07010738,-0.0024834743,-0.064414166,-0.6078251,0.12601592,0.255002,9.140876,-0.21401982,-0.0013883619,0.0005387124,0.3175132,0.026092224,0.02099755,0.0598036,-0.27526876,10.514521,-0.030639602,0.12533243,3.8722038,0.013281743,-0.0804676,-0.18666656,0.4064831,14.928107,-0.08493718,0.021719972,-0.05877611,-0.11306985,-0.01670304,0.02670616,0.0821718,0.0054683913,0.16159683,18.78301,-0.35219842,-0.18293563,0.29245213,-0.036899738,0.03526033,-0.059627715,-0.03392086,-0.09534525,7.0171685,-0.081017226,-0.0025769237,0.044125084,0.014541969,-0.46362522,-0.0919228,10.479728,14.99996,-0.01214171,-0.08354886,5.985515,-0.07498558,-0.032099936,-0.11162008,-0.0066117165,-0.034396023,12.294618,10.485827,0.025404926,-0.12275594,17.010561,-0.19302078,-0.049438905
t52,-0.38433707,-0.16661184,0.24213937,0.01579114,-0.0028059122,-0.013805344,-0.006967297,0.008044093,-0.021165337,-0.08081404,-0.12868302,-0.05779105,-0.19225626,-0.07153797,-0.25006425,0.07483984,-0.16358972,-0.2948165,0.006970303,19.921036,0.029026845,-0.007661438,-0.18703534,0.017947987,0.0055017546,-0.17715473,0.0045546,-0.022311762,-0.035466377,0.0109829595,-0.014517857,0.097664356,0.22268222,-0.084454075,0.04002576,-0.00068038964,-0.06806147,-0.13592549,0.08764259,0.13248964,-0.028670207,-0.2301985,-0.002696588,0.00023588382,0.1226527,0.02807349,0.017948357,6.6309466,-0.17721902,-0.21217449,-0.07686413,0.116544664,-0.023853585,0.0060678646,-0.019753734,0.557432,0.07682145,-0.042469926,-0.039846186,0.012686879,0.8722349,-0.05557928,-0.0037667195,0.025383608,0.19962603,0.014488887,0.05991633,-0.2360026,-0.27460706,2.2265983,0.1315414,-0.024256323,0.023024317,0.08127555,-0.062131297,0.21335742,1.1540927,-0.036026407,-0.00091819424,5.757424,0.011201578,7.3336167,-0.056359727,1.9963238,-0.050234936,-0.008540534,-0.036144715,-0.016962027,-0.0900995,0.42908713,3.771794,0.75261474,1.9574957,3.7827294,-0.106248476,12.028648,-0.053136192,0.008881716,23.171343,-0.03253501
t53,-0.2547027,-0.18256532,0.089578815,0.0029061665,-0.008993809,-0.004935886,-0.18842998,0.017690847,15.801853,-0.075277045,-0.08409413,2.3642495,-0.13389654,-0.0717849,-0.21961007,0.090176284,1.5783278,-0.31763798,0.02469406,-0.23362836,0.11259898,-0.0050854324,13.383839,0.07778721,0.02042479,-0.17088133,0.016975371,-0.0664714,-0.06250901,0.007464832,-0.005926707,0.033939462,0.23794246,3.246432,0.06949677,-0.0025001133,-0.06836707,-0.6364162,0.12902994,0.25589383,9.604787,-0.23311286,-0.0013275745,0.00054836716,0.33045387,0.025862157,0.019882327,0.062499657,-0.28743267,10.438984,-0.030129112,0.11903668,3.935214,0.013535663,-0.08156449,-0.19065194,0.4327886,15.494487,-0.08584418,0.021832785,-0.061379604,-0.11887871,-0.017374,0.034577083,0.081744075,0.0064307298,0.17175554,19.499556,-0.36107638,-0.18879649,0.29771864,-0.03714835,0.036246225,-0.05954075,-0.031347245,-0.09043358,6.804047,-0.08268576,-0.0027746237,0.042533565,0.014708603,-0.4701381,-0.09036843,10.844832,15.41619,-0.011939075,-0.08613121,5.6949725,-0.060382806,-0.033127997,-0.10724303,-0.006866084,-0.035025705,12.1529875,10.724205,0.025272671,-0.12696464,16.991125,-0.19966057,-0.048822884
t55,-0.3785444,-0.16763851,0.24195608,0.015894068,-0.00323502,-0.013274706,-0.0051038833,0.008119317,-0.022885501,-0.08265223,-0.12998135,-0.06039809,-0.19925317,-0.080740444,-0.24311452,0.07656604,-0.16194707,-0.2877257,0.008157377,19.429117,0.028998354,-0.0077287424,-0.18491079,0.019751467,0.0056693135,-0.17559849,0.0055201533,-0.0239814,-0.033313874,0.012485281,-0.0138391545,0.09748247,0.2234297,-0.08225492,0.041549973,-0.0006274227,-0.07266055,-0.13427015,0.08407237,0.14155056,-0.028953342,-0.22758104,-0.0026519226,0.00023759215,0.13693507,0.028615603,0.017902689,6.560435,-0.17620295,-0.22349533,-0.07590807,0.11852239,-0.027057838,0.005784976,-0.01903153,0.73577327,0.07809873,-0.04265678,-0.041778874,0.013449779,0.9802779,-0.060190596,-0.0031143613,0.022466024,0.1976849,0.013533211,0.052915268,-0.25098035,-0.27772856,2.5793664,0.13361247,-0.028231917,0.023914188,0.09192631,-0.06509982,0.121905774,1.2010983,-0.03695793,-0.0010664689,5.8131113,0.010954071,7.1386166,-0.056365807,2.1222134,-0.050086327,-0.009293309,-0.037024494,-0.019992784,-0.09540696,0.85954785,3.8799543,0.94897366,2.1495812,3.5278373,-0.094075195,12.102759,-0.0527917,0.009029198,23.01511,-0.031022504
t58,-0.19832966,-0.31510642,0.31059456,0.012854375,-0.02798047,-0.0015284964,-0.27677944,0.0018123798,13.842358,-0.12680551,-0.23794664,11.531381,-0.10389243,0.017605,-0.10009998,0.073154725,0.6545623,-0.19463854,0.016318794,-0.14882912,11.69948,-0.0034315165,6.1850176,0.032157663,0.012300021,-0.077217676,0.017153125,-0.101015665,-0.03127316,14.033728,-0.006246256,0.04145089,0.2584085,15.306654,0.123961926,-0.0021667478,-0.06000605,-0.7001238,0.15135507,0.12105917,-0.053827327,-0.631164,-0.0022197873,0.0003193047,0.22129484,0.02050795,0.010561947,0.15841006,-0.2222287,18.019192,-0.1522777,0.15505393,2.758065,0.015779717,-0.121159315,-0.17752446,0.30531493,-0.03792906,-0.028552039,0.05935167,-0.0853462,-0.16942464,-0.005552624,14.525971,0.09100468,0.0071880477,0.06620595,16.56431,-0.2815374,-0.31743282,0.15193507,-0.045533184,0.019484533,-0.045767996,-0.014104951,-0.15218996,10.0923,17.439915,-0.0012286124,0.18821405,0.02160608,-0.51804405,-0.092902854,0.1546674,-0.028170163,-0.010807321,-0.039528582,14.194865,-0.13761014,-0.043589566,-0.14539808,-0.015526648,-0.048003454,7.003006,6.6967006,0.009313739,-0.13477196,0.00055260246,-0.060388096,-0.13619897
