"","V_1","V_2","V_3","V_4","V_5","V_6","V_7","V_8","V_9","V_10","V_11","V_12","V_13","V_14","V_15","V_16","V_17","V_18","V_19","V_20","V_21","V_22","V_23","V_24","V_25","V_26","V_27","V_28","V_29","V_30","V_31","V_32","V_33","V_34","V_35","V_36","V_37","V_38","V_39","V_40","V_41","V_42","V_43","V_44","V_45","V_46","V_47","V_48","V_49","V_50","V_51","V_52","V_53","V_54","V_55","V_56","V_57","V_58","V_59","V_60","V_61","V_62","V_63","V_64","V_65","V_66","V_67","V_68","V_69","V_70","V_71","V_72","V_73","V_74","V_75","V_76","V_77","V_78","V_79","V_80","V_81","V_82","V_83","V_84","V_85","V_86","V_87","V_88","V_89","V_90","V_91","V_92","V_93","V_94","V_95","V_96","V_97","V_98","V_99"
"t66",-0.00500418662706772,-0.0739937570555469,-0.143483294091382,-0.00628987438490784,0.000568748097988835,0.0194554187099492,-0.000360181508581397,0.440335549272528,-0.0349107968365604,0.159541826312261,-0.0168422571856098,0.00122059286371531,-0.00120361776599776,0.00456876607942923,-0.00331913582279189,0.00145792262209013,-0.00274412677177396,0.49172380852944,-0.0252296878937526,0.00695697400374327,-3.33140478262541e-06,0.000282008201864175,-8.99070946751564e-05,0.000274382498599179,-0.00157660074465409,0.000856752048805363,-0.00383849262242465,8.26731174334671e-05,0.00101644903406967,-8.93078924918162e-05,1.90425349909871e-05,5.80446133467311e-06,-4.30764076884157e-05,-0.000114956937448215,0.000562773974642694,-0.000436222762674516,-0.000274966600873393,0.00956959414386659,-0.000248893504038827,-0.000392594678345959,3.42703329052039e-05,7.83797991610267e-05,-0.000108981014233844,-5.34911352667392e-05,-1.46559619391198e-05,-1.63397159943116e-16,0.000531310103992936,9.86588213167316e-07,-0.000778712903310377,0.00136628543058812,2.54886549541605e-05,0.000125963012216146,-0.00231603669168416,-2.061740883196e-05,-0.000300153411078615,-2.1477220341268e-17,-6.41454916422902e-17,8.72897707787738e-05,9.714460103713e-18,-0.000114452702839379,3.88734836799147e-05,7.08154227244837e-17,2.47062063223506e-06,-9.04921658651572e-05,5.36524370734042e-06,1.71730793245396e-05,5.20286960035153e-06,1.70748162414263e-16,-3.73868917531482e-05,-3.23436326297598e-16,0.000958815265615987,8.70658420332793e-16,1.36370263574377e-16,-9.35110259708968e-17,1.8094200563871e-16,7.1021618912517e-18,4.60579467378029e-16,1.51732369984163e-16,1.07793175542154e-15,-4.91202504919301e-06,-7.81628409099407e-16,0.707106781186546,4.29032710198921e-15,2.27203389329191e-17,1.1008714142298e-16,-1.90764544060394e-05,-1.20353670348111e-16,-1.23764542797588e-16,-9.46482975334233e-17,-6.20781137340483e-16,3.65474076093333e-17,-1.36557315815665e-15,-9.14698625029451e-17,3.69223439195887e-17,7.79618615377642e-17,-8.00413198534223e-17,4.67948869624711e-17,5.84797234055413e-17,-3.26977236077038e-16
"t67",-0.00500418662706753,-0.0739937570555471,-0.143483294091382,-0.00628987438490873,0.000568748097989002,0.0194554187099492,-0.000360181508581611,0.440335549272528,-0.0349107968365601,0.15954182631226,-0.0168422571856095,0.00122059286371529,-0.00120361776599799,0.00456876607942939,-0.0033191358227913,0.00145792262208992,-0.00274412677177397,0.491723808529438,-0.0252296878937525,0.00695697400374278,-3.33140478258336e-06,0.00028200820186432,-8.99070946752671e-05,0.000274382498599381,-0.0015766007446541,0.000856752048805199,-0.00383849262242496,8.26731174335433e-05,0.00101644903406982,-8.93078924920138e-05,1.90425349909818e-05,5.80446133463061e-06,-4.30764076880202e-05,-0.000114956937448297,0.000562773974642553,-0.000436222762674559,-0.000274966600873583,0.00956959414386721,-0.000248893504038766,-0.000392594678346409,3.42703329051665e-05,7.83797991613518e-05,-0.000108981014234317,-5.34911352666226e-05,-1.46559619391557e-05,2.43056823018926e-17,0.000531310103993669,9.86588213004641e-07,-0.000778712903310568,0.00136628543058519,2.54886549543712e-05,0.000125963012216087,-0.00231603669168433,-2.06174088324613e-05,-0.000300153411077823,7.08031082465903e-17,-9.25890760745892e-18,8.72897707779158e-05,-6.60572775430798e-17,-0.0001144527028393,3.88734836815894e-05,-7.34512423111885e-17,2.4706206367249e-06,-9.04921658648713e-05,5.3652437085995e-06,1.71730793239526e-05,5.2028696011801e-06,2.20913537801816e-17,-3.73868917533253e-05,2.99369549082116e-16,0.000958815265614745,-2.7064840658445e-17,-7.0941488111978e-17,1.73405628851663e-16,-1.8691040281615e-16,-2.13670207199088e-17,-4.57885807461894e-16,-2.50152672600923e-17,-9.4142123147129e-16,-4.9120250500423e-06,8.75588908814291e-16,-0.707106781186548,-4.31177353791954e-15,-4.20069426932011e-17,-1.24792200192179e-16,-1.90764544022723e-05,1.40984425447262e-16,7.97492882229225e-17,1.60684685967196e-16,5.23140297613449e-16,1.27848143304291e-16,1.75570416769677e-15,4.81310910343839e-17,2.0647089864688e-17,-2.44801172709102e-17,1.80115165104527e-16,4.82301162586473e-18,2.34644665343996e-16,-2.83061298634101e-17
"t46",-0.0049896863367086,-0.0736723909044507,-0.142768284440938,-0.00623374014815217,0.000560268406401462,0.0190484008070844,-0.000351072143808769,0.425065327843795,-0.0336082558495033,0.153169824817265,-0.0158726154461868,0.00110978025050889,-0.00108655525985477,0.00391720574047436,-0.00273906074226427,0.000606471191807095,0.000459671386271902,-0.50548270777115,0.0463719565381334,0.0195519208390276,-6.22179280345841e-06,0.000461573320381541,-0.000138487808062497,0.000394004353092684,-0.00224358580876724,0.0011870958361573,-0.00528532395455644,0.000109580492297123,0.00127601501978152,-0.000108174062982684,2.30329405777703e-05,6.97667226066477e-06,-5.06447144320516e-05,-0.000134364828974681,0.000652142179852554,-0.000505062590067809,-0.000314506733261799,0.0109413799648644,-0.000283468327492678,-0.000442793248261637,3.8486434132374e-05,8.77089473439211e-05,-0.000121747265640589,-5.95835877915091e-05,-1.62948506923436e-05,-2.6257125476144e-16,0.000589205460961976,1.09278593184137e-06,-0.000862007754651764,0.00150800150300208,2.80671116665652e-05,0.000138672701325972,-0.00254715915625834,-2.26491324117587e-05,-0.000329560556091027,-3.91540803856833e-17,-6.51685321161045e-17,9.56265925683577e-05,7.35966607577504e-16,-0.000124987954552769,4.23754954156156e-05,-1.79019930857676e-16,2.69154624642583e-06,-9.84490498363692e-05,5.8356667172882e-06,1.86671721590367e-05,5.65437371172587e-06,-2.23196272447366e-15,-4.05996772774584e-05,-2.51193687457491e-15,0.00103914735715118,-0.707106781186548,-4.21416782288005e-15,1.01088553390856e-14,5.56101299048736e-16,-7.98225599363238e-16,-3.23860125468401e-16,9.64844721372457e-16,-9.59150693788708e-17,-5.28519337687709e-06,1.06047065319013e-15,5.68989300120393e-16,-1.14841405924413e-16,1.62587724436259e-16,3.32163315732338e-16,-2.04649796199228e-05,1.91980675220581e-16,1.96454760428001e-16,-1.36796115815239e-16,2.14867857783814e-16,3.76344330693881e-17,-1.2717549074964e-16,-1.63919246339537e-16,4.78561858268796e-17,1.2546055876759e-16,-6.30738522942136e-17,-7.66934787561383e-17,4.02540255325181e-16,-5.29070238065565e-17
"t47",-0.00498968633670815,-0.0736723909044507,-0.142768284440938,-0.00623374014815224,0.00056026840640125,0.0190484008070843,-0.0003510721438088,0.425065327843795,-0.0336082558495031,0.153169824817265,-0.0158726154461868,0.00110978025050899,-0.00108655525985466,0.00391720574047417,-0.00273906074226429,0.000606471191807383,0.00045967138627206,-0.505482707771152,0.0463719565381335,0.019551920839028,-6.22179280297357e-06,0.000461573320381902,-0.000138487808062621,0.000394004353093008,-0.0022435858087671,0.00118709583615759,-0.00528532395455613,0.000109580492296992,0.00127601501978176,-0.000108174062982745,2.3032940577354e-05,6.97667226073312e-06,-5.06447144319123e-05,-0.000134364828974562,0.000652142179853075,-0.000505062590068233,-0.000314506733261853,0.0109413799648662,-0.000283468327493254,-0.000442793248262127,3.84864341328882e-05,8.77089473439152e-05,-0.00012174726564032,-5.9583587791476e-05,-1.62948506916619e-05,3.5585480191415e-16,0.000589205460962021,1.0927859316626e-06,-0.000862007754651903,0.00150800150300255,2.80671116665237e-05,0.000138672701325472,-0.00254715915625856,-2.26491324121713e-05,-0.000329560556091516,-8.24167104135704e-17,-1.00943480800549e-16,9.56265925685706e-05,-6.33469000793973e-16,-0.000124987954552554,4.23754954167851e-05,1.525498413706e-16,2.69154624808906e-06,-9.84490498394579e-05,5.83566671678842e-06,1.86671721582125e-05,5.654373710642e-06,2.10326480727879e-15,-4.05996772750219e-05,2.56830104709933e-15,0.00103914735715831,0.707106781186547,4.07682017405507e-15,-1.01571789180204e-14,-5.58515561195578e-16,7.81568447022087e-16,4.04313084089744e-16,-9.23943205406646e-16,-1.02393107268812e-16,-5.28519337681198e-06,-1.01032292646541e-15,-3.05311331771918e-16,1.30338015138117e-16,-1.51902097751332e-16,-2.64783712568432e-16,-2.04649796215541e-05,-1.07091628408085e-16,-2.69867313561557e-16,2.18405772868454e-16,-2.67009976150441e-16,1.61794279588274e-16,-2.32872267459888e-16,1.91895572564347e-16,-1.27522109966984e-16,-1.2200682970743e-16,1.39122422894095e-16,1.80742381055837e-16,-2.37101455631896e-16,-3.36683746686633e-16
"t6",-0.00583979493972225,-0.0955172982701983,-0.195028047751036,-0.0137576813070394,-0.00462952408179514,-0.0201611853065195,0.000201392316121134,-0.118127868094684,0.0108874618337375,0.117718894814527,-0.000160948878201073,4.21787490992414e-05,-4.11405413259804e-05,8.11890096936016e-05,-5.64290898945633e-06,-0.000177057184224785,0.000355356477504413,-0.00271521024778376,-0.00449560267354496,-0.160268498262488,-2.73527534858698e-06,9.06283693806728e-05,-1.47174349936652e-05,-6.40469654113933e-07,3.91983161363116e-05,-9.90522134934463e-05,0.00212922668230386,-1.68945506310274e-05,-0.000464542104120376,7.3794102179376e-05,-1.61777826338743e-05,-5.62820364576676e-06,7.7472202460102e-05,0.000262943343018886,-0.00210978159607007,0.00174428595856265,0.0156209669481531,-0.937697970192924,-0.00400521138910853,-0.00163873088382963,0.000108629201509693,0.000208006951253434,-0.000269097229963118,-0.000118406666343871,-3.05616854212156e-05,-4.09614742076984e-16,0.00103830043331059,1.89418739450761e-06,-0.00149107584148227,0.0937819341351907,3.51210539541571e-05,0.000176580127823396,-0.0132364893150877,-2.58578059217929e-05,-0.000381010214682371,1.27683809694451e-16,7.34747013606301e-17,0.000109444293077375,6.22594154684532e-17,-0.000136703916925463,0.00143646795577944,3.44570350331679e-16,8.88720277453864e-05,-0.000101476064303421,5.99415761857725e-06,1.89957485380412e-05,5.73661026354491e-06,-2.42546312144211e-16,-4.07376503401657e-05,1.41023146821489e-17,0.00404783009042713,1.34571486466767e-15,-7.21878299397036e-17,5.93869019900737e-17,1.63002774679215e-16,-1.238896250556e-16,5.67193408778287e-17,9.10370145404192e-17,-1.49659606063432e-16,-4.62926873009081e-06,2.34612067838428e-16,-5.55111512312578e-16,-3.8713994245974e-17,-2.67715129172729e-17,3.85875577652671e-17,-1.7276910681187e-05,1.9742771608819e-17,-1.3460708760071e-17,7.79064629624071e-17,-3.93951009887909e-16,4.1420772861216e-17,1.18613763159382e-16,3.34185854712306e-17,4.85023470642961e-17,3.66230049271462e-17,4.36493149917637e-17,5.61328052265055e-17,7.50844763542086e-17,-7.80927590918197e-17
"t31",-0.00605863835691788,-0.100929049197783,-0.207755194609823,-0.0154046106489379,-0.00559065431872636,-0.0262669144928994,0.000277301242419427,-0.183292233671663,0.0174731980753195,0.195429493665468,-0.00033700998597077,0.000143054887924452,-0.000155073019707351,0.000835275868376789,-0.000684239583640285,0.00042453337861428,-0.000643474121377202,0.00441143204921445,0.00701518504660186,0.198053161196353,3.02797049417275e-06,-9.90620834168562e-05,1.7590712293684e-05,-1.63803521964166e-05,7.04393706896754e-05,-1.02931006094572e-06,-0.000166775814484587,4.7073601031809e-06,0.000126920249463795,-1.53219828426118e-05,3.30642338381254e-06,1.06473141127783e-06,-9.9908414168648e-06,-2.92847449455962e-05,0.00017844995502553,-0.000142820251406177,-0.000676927449067325,0.0394853881386542,0.000121328226496082,8.60386224113508e-06,6.17843265155509e-08,-1.41714795425402e-07,1.28948001700655e-06,2.6080630438311e-06,1.39592033672593e-06,1.4773534479387e-15,-0.000123134557781657,-3.63553716982814e-07,0.00037609520017576,-0.403032002683335,2.83599241145508e-05,0.000131230071110787,-0.00762170755101466,-1.24688095849499e-05,-0.000173339099994781,-3.94228977597764e-17,1.19776955766482e-16,4.25960958876816e-05,-9.63237640340708e-17,-5.0529240241606e-05,0.448901526741352,4.29429176427655e-15,0.677273213344813,-3.11237556781217e-05,1.8546992660134e-06,5.97697420647776e-06,1.81250924544646e-06,1.72198278893889e-15,-1.30359185524627e-05,2.81194766611787e-16,0.00132700424130924,-1.12220265840637e-15,6.10086123830589e-17,2.07330946439636e-16,-8.97718632697773e-18,3.89048819580405e-16,-6.96334897002644e-17,-8.90245686117108e-17,-1.03450525506227e-16,-1.65874562683484e-06,8.41511035313641e-17,3.5527136788005e-15,4.08769003468457e-17,-2.69579305520444e-17,7.45747310149209e-19,-6.45134331833542e-06,1.57784569992701e-16,-3.02942058002826e-17,3.12612681608394e-16,1.17045561190258e-16,1.76803038536962e-16,5.59900726720277e-16,-3.31260748617688e-17,-7.56823626758253e-17,-1.04090556801759e-16,4.58678320721704e-17,1.11744260876439e-16,5.30893568809661e-17,-5.22945087008514e-16
"t85",-0.00610825733705606,-0.102153538364002,-0.210632319273368,-0.0157749531993231,-0.00580519982238512,-0.0276208189087295,0.000294059175609606,-0.197556152697357,0.0189116310249943,0.212367414705282,-0.00037492302518085,0.000164425876904263,-0.000179150271232743,0.000992544936298852,-0.000824871519029367,0.000546512462510318,-0.000845521658568476,0.00585344147891537,0.00934534027162479,0.271458375182714,4.24366128401145e-06,-0.000141281340122513,2.54102294499727e-05,-2.41934126262748e-05,0.000104429533515839,-1.54577719033795e-06,-0.00025132959399669,7.28317951054952e-06,0.000209542150341047,-2.75438391259731e-05,5.97199878850851e-06,1.96830134401021e-06,-2.08181351324917e-05,-6.4033029491857e-05,0.000428535177564561,-0.000346877831401201,-0.00206793312784218,0.121904299347802,0.000423021500308184,5.45549627125199e-05,8.24779726402413e-07,1.04430102600302e-05,-2.01870796369507e-05,-1.54940679217608e-05,-5.57362963695564e-06,-1.27221052010763e-15,0.000314623117472713,7.71367591707879e-07,-0.000728003336736483,0.509708132603641,-2.55619332380309e-05,-0.00011416408559271,0.00568453445685769,7.75145998973988e-06,9.87516892591106e-05,-3.95760628837797e-17,-1.49627848383437e-16,-1.59023469843263e-05,-8.71455646853296e-17,7.93578319716948e-06,-0.0250963896970108,-1.9744592965715e-16,0.0220202329209013,-1.16987399428835e-06,8.88605804269731e-08,4.48738142101973e-07,1.51749970764337e-07,-2.6736892253881e-16,-1.50655288233503e-06,1.17994205155164e-16,0.000251614592939577,-3.00818447344917e-16,1.5342557336516e-16,-2.3763493876542e-16,3.79773481681042e-16,1.24857574292264e-16,5.36972258301472e-17,4.05858631383641e-16,-5.11534245069781e-16,-6.58334760092865e-07,5.93827709976671e-16,0,-2.5884256509443e-16,-5.48194970523362e-17,-2.7807267527617e-16,-2.97712461617633e-06,9.98877370350633e-16,-3.62465654551114e-17,1.38467709330097e-16,-2.9715547910075e-16,6.15927921737118e-15,0.707106781186547,-8.45353374557586e-16,-1.38610619402821e-15,1.84935505294097e-16,2.52679700475753e-17,2.47831386170174e-16,1.92732027570458e-16,-4.98677270717979e-16
"t86",-0.00610825733705603,-0.102153538364002,-0.210632319273368,-0.0157749531993232,-0.00580519982238522,-0.0276208189087292,0.000294059175609502,-0.197556152697357,0.0189116310249942,0.212367414705282,-0.000374923025180635,0.000164425876904211,-0.000179150271232936,0.000992544936298908,-0.000824871519029356,0.00054651246251018,-0.00084552165856847,0.00585344147891539,0.00934534027162475,0.271458375182714,4.24366128400042e-06,-0.000141281340122501,2.54102294499483e-05,-2.41934126260868e-05,0.00010442953351579,-1.54577719019349e-06,-0.00025132959399679,7.28317951054637e-06,0.000209542150340923,-2.75438391257735e-05,5.971998788905e-06,1.96830134369094e-06,-2.08181351323857e-05,-6.40330294917104e-05,0.000428535177564207,-0.00034687783140121,-0.00206793312784224,0.121904299347802,0.000423021500308333,5.45549627126253e-05,8.24779726354342e-07,1.04430102599562e-05,-2.01870796367829e-05,-1.54940679215488e-05,-5.57362963720978e-06,-1.76827120923306e-15,0.00031462311747222,7.71367591766742e-07,-0.000728003336736304,0.50970813260364,-2.55619332379878e-05,-0.000114164085593016,0.00568453445685798,7.75145998937329e-06,9.87516892591749e-05,-1.42396683418584e-16,1.13866082068005e-16,-1.59023469845057e-05,-2.72901268579205e-17,7.93578319741657e-06,-0.0250963896970106,2.9269687472408e-17,0.022020232920902,-1.16987399385702e-06,8.88605807074968e-08,4.48738142137528e-07,1.51749970636196e-07,1.33569941502965e-16,-1.50655288180721e-06,-4.19684245480442e-17,0.000251614592939247,-3.1661733538732e-16,3.86865250475765e-17,-1.12298240959189e-17,-7.99497671744332e-17,-6.30512171074917e-17,6.09607781708332e-17,-8.47648291544631e-17,3.65506721072764e-16,-6.58334758187722e-07,-2.29463546853423e-16,-2.22044604925031e-15,1.326397458782e-16,8.07003272056082e-17,2.0147030922556e-16,-2.97712461831346e-06,-9.9572402243466e-16,-9.40384229417135e-17,-1.36986637094295e-17,7.44690094596186e-16,-6.05007220587646e-15,-0.707106781186548,8.29316774825447e-16,1.43408545024692e-15,-6.45287349406001e-17,1.26133364722644e-16,-1.37732461302291e-16,3.33524917164134e-16,1.04648321780816e-16
"t33",-0.00606144991650911,-0.10099843957547,-0.207918245209846,-0.0154256039777885,-0.00560282048268174,-0.0263437146921452,0.000278252038559856,-0.18410185629748,0.0175548522237592,0.196391087599006,-0.000339163603946063,0.000144269787576064,-0.000156441927483928,0.000844223141372918,-0.000692242929439646,0.000431485021779088,-0.000654993780523949,0.00449366396782966,0.00714807496469704,0.202241869552778,3.09737121098605e-06,-0.000101473075736461,1.80373642111907e-05,-1.6826818081559e-05,7.23818216936808e-05,-1.05883169917607e-06,-0.000171609271069816,4.85467338962796e-06,0.00013165064403871,-1.60226610862893e-05,3.45925147204963e-06,1.11655447899269e-06,-1.06128519133976e-05,-3.12821972424281e-05,0.000192841661516211,-0.000154564687063219,-0.000757169549759628,0.0442402819536664,0.000138750993865656,1.12668762373479e-05,1.06102376280659e-07,4.74580615428358e-07,3.72837497195078e-08,1.54958459214593e-06,9.87471338304977e-07,5.36340096639695e-16,-9.73799853185706e-05,-2.96635228633217e-07,0.000310912413826603,-0.348734372234453,2.51234372097371e-05,0.000116484486562294,-0.00681781939819226,-1.12379038340187e-05,-0.000156706211011676,7.8534797699086e-17,2.98705225155191e-16,3.8923464239658e-05,4.25050375127083e-16,-4.64198900239434e-05,0.397555605954256,2.66617492101357e-15,-0.734949466742365,-3.01262200120419e-05,1.78983373776663e-06,5.74223193890324e-06,1.73993930760471e-06,-2.66585429895677e-15,-1.24946030180437e-05,-4.8235786101652e-16,0.00127236165495769,6.01594954565851e-16,-2.53372557244493e-16,5.82070409946402e-17,-7.65158631699319e-17,-6.79855497975437e-16,6.59216710727262e-17,-2.97234802302812e-16,2.93297106241501e-17,-1.60428810813951e-06,-5.50682151631672e-17,-1.33226762955019e-15,3.52126068882098e-16,-1.25022241850613e-16,6.92802511507361e-17,-6.26048855590544e-06,-4.94125961892737e-16,-8.7893773562244e-18,-2.42432158220657e-16,-9.58501091181216e-17,-1.23293374858913e-16,-1.21693036622174e-16,-4.29765897469071e-17,1.36888111752901e-16,8.84391067958622e-17,1.10209860372988e-16,-6.21275311675979e-17,2.94729306591335e-16,-1.43135078743334e-16
"t28",-0.00605542081730111,-0.100849729150242,-0.207568903332732,-0.0153806942686552,-0.00557684931784597,-0.0261800805266272,0.000276228777219637,-0.182383153884964,0.0173816193297803,0.194352220782894,-0.000334612793591593,0.000141714404777955,-0.000153564652266125,0.000825489744071095,-0.000675518439713224,0.000417082202906024,-0.000631188196877602,0.00432393614890315,0.00687392282987926,0.193630483622462,2.95507145833532e-06,-9.65396742768753e-05,1.71247696909506e-05,-1.59169109625176e-05,6.84247431316717e-05,-9.98778088134172e-07,-0.000161780737882859,4.55598487365079e-06,0.000122124865305138,-1.46234904518695e-05,3.15420886340894e-06,1.01334143658532e-06,-9.3870112580942e-06,-2.73611187585603e-05,0.000164792131817868,-0.00013169360300506,-0.000603234506339818,0.0351242106146572,0.000105570856120185,6.31428989586805e-06,2.49553853767662e-08,-6.34864611373607e-07,2.26945681308568e-06,3.39768296008609e-06,1.68881894847521e-06,1.01562267924163e-15,-0.00014032024069277,-4.06307851312146e-07,0.000416688994807367,-0.431511095670281,2.96827485978176e-05,0.000137040796509602,-0.00788188159290807,-1.2744522125106e-05,-0.000176147470779632,9.5520312027059e-17,-7.03334753525407e-16,4.19065499489106e-05,-3.46614938218049e-16,-4.29872155033406e-05,-0.799483936946257,-6.99202616093557e-15,0.0134344314601972,-3.9106436924363e-05,2.28404721587245e-06,7.08371541820154e-06,2.12840680073823e-06,1.47730764770375e-15,-1.49091607857573e-05,1.96515615895249e-16,0.00146314358882337,6.26576286513788e-16,3.04905343227367e-17,5.27983688627064e-17,-2.85933637462444e-16,2.90631167334105e-16,-2.80295600472541e-17,1.36430061878113e-16,2.71488470875923e-16,-1.74830313697421e-06,-2.700949738138e-16,-1.80411241501588e-16,-2.06475148432329e-16,1.44040875488443e-16,4.82516805105882e-17,-6.74359858596563e-06,2.66003001547035e-16,6.89587133874609e-17,-1.13762804146885e-16,-3.6093003088584e-16,3.39816225882483e-16,-4.04001426507105e-17,-3.24583433168357e-18,-8.0026765857542e-17,-2.85432941268248e-17,-7.2270132880594e-17,6.66882870161331e-18,-2.12874143800212e-16,-2.05551277985763e-16
