"","c1","c2","c3","c4","c5","c6","c7","c8","c9","c10","c11","c12","c13","c14","c15","c16","c17","c18","c19","c20","c21","c22","c23","c24","c25","c26","c27","c28","c29","c30","c31","c32","c33","c34","c35","c36","c37","c38","c39","c40","c41","c42","c43","c44","c45","c46","c47","c48","c49","c50","c51","c52","c53","c54","c55","c56","c57","c58","c59","c60","c61","c62","c63","c64","c65","c66","c67","c68","c69","c70","c71","c72","c73","c74","c75","c76","c77","c78","c79","c80","c81","c82","c83","c84","c85","c86","c87","c88","c89","c90","c91","c92","c93","c94","c95","c96","c97","c98","c99","c100","c101","c102","c103","c104","c105","c106","c107","c108","c109","c110","c111","c112","c113","c114","c115","c116","c117","c118","c119","c120","c121","c122"
"t2",-0.131163420421275,-0.00590327485874706,0.0104822127351692,-0.00597083836335394,-0.00344178591401873,2.49575569340919e-05,-0.000112398325206851,-0.000483855237997646,0.00166458485591559,-0.0728853728488364,0.110524407379766,0.000582537780805213,-0.00334405665765366,0.000100357364468795,-0.00349275773179767,-0.00219291868726554,-0.0321659523929176,0.243010347595056,0.688207978708962,-0.443664600256596,-0.0517903761813853,0.01032881372608,0.455713648219109,-5.51320838294294e-05,-0.034757165668398,-0.00653791914911881,0.0935297492076022,-0.0097656957516105,-0.00778564670723231,0.00386016613364316,0.0495783606440211,-0.0179341408496449,-0.00279431585348248,0.01045523703787,-0.0024030647033414,-0.00132220566813296,0.000268993600959449,-8.67820959576068e-05,-0.00651998681386747,0.000899752863843408,0.00250697967830672,0.00044171826603561,-0.000114225922959155,1.06467432787756e-14,0.0490108091237511,-0.00242161340054209,0.00088422123088686,1.54301402861739e-16,-5.33386436301559e-05,-0.000154030492923993,0.00033206896307298,-0.000551735394729089,0.000796161315927805,0.0129431089518408,-1.09036466995359e-05,-0.00102111554002849,-0.00163276691507479,3.40364746245269e-05,0.000477335385951366,-1.00161065332909e-16,-0.000127990364178192,1.99534899479752e-06,7.52165528296131e-06,4.23751663835221e-06,-3.0516704802876e-05,-7.27683434818997e-05,-2.9967774357805e-05,-0.000216413654973172,0.0135119347678143,7.79509715296738e-06,-7.12699813053663e-17,0.000258545028167051,3.60197353037094e-07,1.04643073589244e-17,-3.67371730012595e-05,-0.000118183358696834,-2.11102634710654e-05,-2.23825639743518e-05,1.77860185488979e-05,-1.68300431045707e-05,-0.001120414755087,0.000237150579558858,-4.22411789124419e-05,-0.000328943471566714,2.68188347206391e-16,-8.57239370716868e-05,-2.9194086885568e-16,6.11367796440905e-16,-1.59899073214689e-05,1.79303386428366e-16,-9.4705828719807e-17,-4.27042983520956e-05,-2.46944462190795e-05,1.90282402172108e-05,-0.00206051715015393,1.72269189555524e-06,5.68146570480335e-07,-1.0676924405508e-15,1.7600220941639e-16,-6.76905391263859e-17,8.548044955607e-17,1.28461167023068e-16,6.80265862481567e-17,-2.2712320620915e-05,-7.44684407128478e-17,-4.91394440271749e-16,5.83563010200807e-16,2.4651753099125e-16,-7.50276382997339e-17,-4.4879770410328e-06,-1.69280899375841e-05,8.65356910566891e-17,4.24931606802866e-17,-2.3358712848037e-05,-9.90369889183152e-17,-1.44641331062707e-16,-2.03870180777103e-15,5.33422557241025e-16,-6.04122660324677e-15,-4.12677466613644e-15,9.13641436069808e-16,1.01861600951885e-13
"t54",-0.23284746570165,-0.0239181683425171,-0.051445477205581,0.0154763340804775,0.0057443201855906,-3.46508598112934e-05,0.000142329034307132,0.000411351497678615,-0.000797011348419358,0.0260070216792744,-0.0222159820498421,-3.51312208680181e-05,6.28739214213601e-05,-1.44496828146928e-06,-0.000229693650830305,-0.000244036465650439,-0.0121769941821835,0.437228828840749,-0.140718345231219,0.0774397086900194,0.00862828865365856,-0.00171730386605669,-0.0621919042185645,3.95316324710495e-06,0.00227738468323813,0.00423776563026903,0.203354229296086,-8.10963775843962e-05,3.37620813697275e-06,-7.44248048412219e-06,0.000303699825004193,-0.000162557097412632,-5.49757281450121e-05,0.0214492482139817,-4.58781562787623e-05,-3.31888937870066e-05,7.54768112542264e-06,-2.82694945590302e-06,-0.000296531868537836,4.24079649184337e-05,0.000133267214540929,2.3750820499066e-05,-6.1498402096815e-06,2.28835696677227e-15,0.0127128525726827,0.0263563820931084,3.59516586544095e-05,3.18572593028394e-17,-2.51800296736564e-06,-7.45209677764433e-06,1.89518616564128e-05,-0.00112283139177435,5.02337029489985e-05,0.000843144238552829,-7.38577091935138e-07,-7.11858466954179e-05,-0.00332096749502937,2.31577312099214e-06,3.26852534350634e-05,-4.55501646776247e-16,-9.03683121136444e-06,3.92036367979906e-06,5.38989134644536e-07,3.12194916294001e-07,-2.27013723922675e-06,-5.4669502551369e-06,-2.25590398667459e-06,-1.63220213781272e-05,0.00103044958276489,6.01871992166874e-07,-1.23641571920841e-14,1.99146567668451e-05,2.68023710487421e-08,-2.22732665210813e-15,-2.69647635911912e-06,-8.32521955104919e-06,-1.39115477438356e-06,-1.09790108874858e-06,8.36162610277042e-07,-5.49302502763223e-07,0.000436134421974969,-0.818059763498294,-1.64905052212614e-05,-6.03056367677158e-05,1.25199756846802e-14,-1.42555224861363e-05,3.88302403206879e-13,5.39471771740875e-14,-2.13430890189214e-06,2.8136866913652e-14,-4.42134367566799e-14,-4.89880079612991e-06,-2.7819710059802e-06,2.13901456437735e-06,-0.000227216463588594,1.8947244909399e-07,6.23031052979751e-08,-3.41183318617943e-14,7.54942753330095e-16,-4.46334403067901e-15,2.86614317840689e-15,-1.08898972719746e-15,5.2477000391765e-16,-2.42475311240001e-06,4.21246647566193e-15,9.86378782865833e-16,-1.16857502092565e-15,-4.65152661315152e-15,1.42193932546562e-15,-4.79223084169104e-07,-1.80785861438084e-06,6.33462524208813e-16,1.00785999813079e-15,-2.50881436767312e-06,2.69058873160543e-15,3.36879003141635e-16,-6.69556283794606e-15,-7.2299664643201e-16,-7.83101843989318e-15,-2.47571489039617e-15,2.32520960369122e-15,1.03891547073826e-13
"t62",-0.232932281049599,-0.0239326332713508,-0.0514926443779532,0.0154923316773076,0.00575100859494173,-3.46936759548999e-05,0.000142510593122623,0.000411963061812881,-0.000798538824623691,0.0260641456470161,-0.0222787588541264,-3.52708172632235e-05,6.31527854907958e-05,-1.45144800580543e-06,-0.000230896852569351,-0.00024538116442695,-0.0122510695627238,0.440015154230041,-0.141742620692109,0.0780142760893394,0.00869269658465993,-0.00173012653293627,-0.0626694458546867,3.9871260705848e-06,0.00229730434244706,0.00428023097073279,0.205394589357157,-8.1927964281355e-05,3.41136964260714e-06,-7.52328318342766e-06,0.000307272876927666,-0.000164520110275638,-5.57057532435847e-05,0.0217619149818037,-4.65581091866605e-05,-3.36893561586406e-05,7.66354047573321e-06,-2.87217464780895e-06,-0.0003021381946759,4.32290810677815e-05,0.000136080139017324,2.42563725798304e-05,-6.28086919569264e-06,2.07801421094534e-15,0.013060717142816,0.0270835934262681,3.70281520946734e-05,8.55749468806151e-17,-2.59581780029676e-06,-7.68420815058948e-06,1.95997197786683e-05,-0.00116179878356672,5.21960509385689e-05,0.000877856718422164,-7.70304579154429e-07,-7.4275119015159e-05,-0.00346690875109571,2.4279769397924e-06,3.42967483769373e-05,1.45170288397734e-15,-9.53135829437891e-06,4.13627160363707e-06,5.70414145687453e-07,3.33348041940701e-07,-2.43453230840844e-06,-5.89581779024019e-06,-2.43610351546605e-06,-1.76495076308328e-05,0.00112558226843872,6.75180203569944e-07,2.94858977910674e-15,2.32014460910616e-05,3.39374587329445e-08,-6.09190161001316e-18,-3.49989314440796e-06,-1.15583996585544e-05,-2.13220188977326e-06,-2.48075965095595e-06,1.99099804872447e-06,-2.01208302934495e-06,-0.000370290511999949,0.406678984636592,2.39164114806458e-06,-1.54372731266096e-05,-4.46830239911137e-14,-4.76686019704547e-06,-1.6269683448125e-13,-0.707106781186574,-1.16471441197869e-06,1.15638193440088e-13,5.67414408512585e-14,-3.59603793933339e-06,-2.11867648584709e-06,1.63635309742463e-06,-0.000181217020979266,1.52015326194932e-07,5.0335319330923e-08,2.05415963524297e-14,2.61979277732242e-15,4.30396217571341e-15,-1.90128097305465e-15,6.67215882333475e-15,-2.20909831961926e-15,-2.15302025655186e-06,-6.14478088417379e-16,1.81935751431612e-15,-7.84329765101545e-16,2.63589392031957e-15,-7.67331487041387e-16,-4.29927870895877e-07,-1.62486625127422e-06,-7.41692129716436e-16,-8.58114538779257e-16,-2.30325472723377e-06,-1.78661147438579e-15,-1.16143763697659e-15,2.32977842431779e-15,-6.61621773364254e-16,-4.86136358675792e-15,-5.46817791100658e-15,1.87836477140661e-15,1.08218293046192e-13
"t63",-0.232932281049599,-0.0239326332713506,-0.0514926443779537,0.0154923316773077,0.00575100859494184,-3.46936759549176e-05,0.000142510593122566,0.000411963061812658,-0.000798538824623401,0.0260641456470162,-0.022278758854126,-3.52708172635028e-05,6.31527854912449e-05,-1.45144800634588e-06,-0.000230896852568965,-0.000245381164427361,-0.0122510695627248,0.440015154230043,-0.141742620692109,0.0780142760893398,0.0086926965846609,-0.00173012653293703,-0.0626694458546865,3.98712607174067e-06,0.00229730434244677,0.00428023097073273,0.205394589357156,-8.19279642822068e-05,3.41136964200135e-06,-7.52328318319022e-06,0.000307272876926451,-0.000164520110275118,-5.57057532432569e-05,0.0217619149818062,-4.65581091874638e-05,-3.36893561569619e-05,7.66354047625257e-06,-2.87217464843214e-06,-0.000302138194677533,4.32290810687498e-05,0.000136080139017373,2.42563725809071e-05,-6.28086919392966e-06,2.79734630997417e-15,0.0130607171428153,0.0270835934262655,3.70281520972118e-05,-3.54949719621633e-16,-2.59581779981611e-06,-7.68420815065448e-06,1.95997197808533e-05,-0.00116179878356338,5.21960509383464e-05,0.000877856718427094,-7.70304577787329e-07,-7.42751190122077e-05,-0.00346690875110176,2.42797693830948e-06,3.42967483799012e-05,-1.33599527170046e-15,-9.53135829813056e-06,4.13627159791441e-06,5.70414150095552e-07,3.33348037886676e-07,-2.43453230706239e-06,-5.89581778993334e-06,-2.43610351043774e-06,-1.76495076300239e-05,0.00112558226842404,6.75180207960973e-07,9.41956070437919e-15,2.32014460918207e-05,3.39374493359599e-08,2.5471308094693e-15,-3.49989315774631e-06,-1.1558399666826e-05,-2.13220187979183e-06,-2.48075963468027e-06,1.99099807399732e-06,-2.0120830329606e-06,-0.000370290511984578,0.406678984636685,2.39164120047012e-06,-1.54372731844521e-05,3.28002659208403e-14,-4.76686012012507e-06,-2.22416551046037e-13,0.70710678118652,-1.16471472623062e-06,-1.42985984153965e-13,-1.26539606721159e-14,-3.59603791185497e-06,-2.11867649233644e-06,1.63635306158477e-06,-0.000181217020991344,1.52015340917453e-07,5.03353415464187e-08,1.04718323565659e-14,-2.91874483324465e-15,2.02572743514305e-18,-2.02585307263281e-16,-5.59140065474749e-15,1.91347623288474e-15,-2.15302024678566e-06,-3.43604748019088e-15,-3.32120948512643e-15,3.60722365543762e-15,2.5411834490843e-15,-5.63032770707391e-16,-4.2992786737389e-07,-1.62486624475168e-06,5.33283984493448e-16,-1.40576000927677e-16,-2.30325474974985e-06,-9.30799773521642e-16,4.29950683422378e-16,-1.79632876089483e-15,2.85065217631275e-15,-4.79653514954787e-15,-4.1861547318597e-15,-1.5257426086723e-15,9.31296389104116e-14
"t24",-0.234745650324888,-0.0242862120913493,-0.0528634461568158,0.0159884832504689,0.00597415602338024,-3.61805191035258e-05,0.00014895911137054,0.000436455550812164,-0.000877320764392196,0.0295701914381826,-0.0282351814030587,-8.04148295294381e-05,0.000380612309398591,-1.12118000625054e-05,0.000313414312669257,0.000191752331350299,0.00366535349409242,-0.0818615653683395,0.00299520291189245,-0.000717859460967949,-5.09604139496017e-05,9.89574629166627e-06,-0.000442445127225716,9.01442954124454e-08,4.690597296922e-05,-0.000172944367880559,-0.00851747307651506,5.08665043788483e-06,-2.75726130836496e-07,1.42297337328814e-06,-3.55638408349773e-05,2.8012259212204e-05,2.36842752884925e-05,-0.110132265183436,-9.4353714286929e-05,-1.83908223239965e-05,1.14847269992439e-06,6.29159580054629e-07,0.000317702472908264,-5.1831806030084e-05,-0.000260881380364548,-4.87425840209507e-05,1.26895000147598e-05,-6.23976605489716e-14,-0.321989205882522,-0.878085903177413,0.000689072856805863,2.72918930377056e-15,-3.1818756719498e-05,-8.72015056548746e-05,0.000135619024960202,-0.17011317893042,0.000220219341934426,0.00347129720871723,-3.23319269120395e-06,-0.000350886069791429,-0.0939167427627434,6.74135925915663e-06,9.43798552547264e-05,-2.14125482968336e-16,-2.44932680067625e-05,7.01095380505042e-05,1.40831882716484e-06,7.59641261715111e-07,-5.38651715766183e-06,-1.2639695287737e-05,-5.18824316785609e-06,-3.73489129348204e-05,0.0022871770728274,1.28123420787861e-06,-2.82410978297925e-15,4.16637273037166e-05,5.70390689849704e-08,-1.21680227167585e-15,-5.80188468808952e-06,-1.85719573526647e-05,-3.30365411394986e-06,-3.48225754575624e-06,2.76615576058912e-06,-2.61303790224018e-06,-0.000173633180644347,0.000805649118957669,-6.50540253340027e-06,-5.06191577509551e-05,-1.62165426740155e-16,-1.31840809506012e-05,5.98559994712069e-16,-1.31722447905506e-15,-2.45273185848736e-06,9.35043901361874e-16,-2.68402792387476e-15,-6.51449693016147e-06,-3.76186603062934e-06,2.8981407645849e-06,-0.000313187144449057,2.61750162432324e-07,8.62895737978544e-08,1.79253816682038e-15,4.34181727984608e-16,-1.6358451917295e-17,2.57609154733536e-16,-7.6201275089566e-17,7.09459881249268e-16,-3.42079302313209e-06,-7.70655356961332e-16,-2.23389896243681e-15,1.83040230776528e-15,7.19318929937817e-16,-1.19526236180035e-15,-6.75073440557395e-07,-2.5456856995939e-06,-2.12679154898503e-16,8.44449742280204e-17,-3.50279363624674e-06,9.30993726341426e-17,-1.58707513477959e-16,-1.27813536710723e-15,-6.03542744459565e-17,-5.48909196231939e-15,-4.69160296666044e-15,8.60392607203329e-16,1.00080689347453e-13
"t77",-0.239075036047636,-0.0250464179482095,-0.0554468751135359,0.0168793923442271,0.00635394759857429,-3.86386928924074e-05,0.000159448784602032,0.000473047797160279,-0.000976506462097809,0.0335209041760238,-0.0334567433113848,-0.000104770981032781,0.000518655657453701,-1.53554872773447e-05,0.00046769366184772,0.000296471703271211,0.00617123124610393,-0.144886010738594,0.00649778104285483,-0.00162267550928654,-0.000116814609828681,2.2697913971185e-05,-0.00109001596173519,3.73500743331993e-07,0.000229342463259918,0.000386895394208586,0.0184302455517168,-6.24159041099867e-06,2.16172629302549e-07,-1.62891227531718e-08,-3.08274796992133e-05,3.1046103376831e-05,5.23089155260068e-05,-0.615213084353359,-0.000708262365397211,-0.000215511827341759,3.23887735228529e-05,-7.50228152877573e-06,-0.000463970682557923,6.50989105924986e-05,0.000201962654917183,3.61085575696619e-05,-9.35352578655108e-06,1.1333020611137e-14,0.0600722846223009,0.154694121057864,-6.00340976629458e-05,-5.38123555133116e-16,1.84576721575858e-06,4.45860231326759e-06,3.62717679309677e-06,-0.0193426595811583,2.11940067060116e-05,0.000435088890275151,-5.13880885805411e-07,-6.2237523388366e-05,-0.0249692703210278,1.12865875769302e-06,1.64421579894816e-05,-1.00731905993169e-15,-5.06967248308105e-06,2.46946293793459e-05,3.14364126029776e-07,1.93697037142333e-07,-1.43673981731868e-06,-3.53098429577822e-06,-1.46313547212171e-06,-1.06288831863849e-05,0.000688304090833933,4.20579504805771e-07,2.21799925863537e-15,1.4540797476192e-05,2.10891114220401e-08,1.10234752771964e-15,-2.16520499401933e-06,-7.05414446666492e-06,-1.27398518539326e-06,-1.37344458093547e-06,1.09254719674095e-06,-1.03929211121929e-06,-7.02994289754369e-05,0.00032697236188306,-2.65043054710728e-06,-2.08037560145128e-05,-2.98101703176658e-15,-5.43414786690338e-06,1.33411508692996e-14,-2.78366668598523e-15,-1.02368188273442e-06,-1.60190810441838e-16,-3.8877447736971e-14,-2.79210102945059e-06,-1.62378476057388e-06,1.25220051425421e-06,-0.000136798964132276,1.14544129575824e-07,3.78477589793706e-08,-0.70710678118655,-5.64313284243164e-14,3.0081399169615e-14,9.26095043869064e-15,-1.55612559365775e-15,8.30364202043691e-16,-1.58297503075497e-06,2.01468436283219e-16,-1.5895572495157e-15,-5.47141989000614e-15,-5.52014757384718e-15,4.76034400635469e-16,-3.15699755956825e-07,-1.1929367676465e-06,4.28270000326424e-15,1.7835392137644e-15,-1.68946876698463e-06,4.5757257937894e-15,-9.08490348462685e-16,5.57816631401505e-15,3.58333424197292e-16,-6.69574665662395e-15,-3.57972091427172e-15,2.97935069584075e-15,1.06031144928789e-13
"t78",-0.239075036047636,-0.0250464179482102,-0.0554468751135362,0.0168793923442272,0.00635394759857456,-3.86386928928861e-05,0.000159448784601987,0.000473047797160202,-0.000976506462098075,0.0335209041760228,-0.0334567433113857,-0.000104770981033095,0.000518655657453931,-1.53554872774172e-05,0.000467693661848058,0.000296471703271166,0.0061712312461054,-0.144886010738594,0.0064977810428545,-0.00162267550928647,-0.000116814609828676,2.26979139715153e-05,-0.00109001596173474,3.73500742090461e-07,0.000229342463259933,0.000386895394208101,0.0184302455517192,-6.24159041164431e-06,2.16172628536234e-07,-1.62891223206836e-08,-3.08274796965791e-05,3.10461033758518e-05,5.23089155255383e-05,-0.61521308435336,-0.000708262365397118,-0.000215511827341773,3.23887735227641e-05,-7.50228152926104e-06,-0.000463970682557427,6.50989105929258e-05,0.000201962654917406,3.61085575695732e-05,-9.35352578667432e-06,1.09386359220425e-14,0.0600722846223041,0.154694121057866,-6.00340976638919e-05,1.64939657554702e-16,1.84576721481053e-06,4.45860231342257e-06,3.62717679108024e-06,-0.0193426595811606,2.11940067086579e-05,0.00043508889027813,-5.13880885341359e-07,-6.22375233879401e-05,-0.0249692703210189,1.12865875854077e-06,1.64421579881579e-05,5.38578905386535e-16,-5.06967248248495e-06,2.46946293817861e-05,3.14364123530719e-07,1.93697040717977e-07,-1.43673981875168e-06,-3.53098429607736e-06,-1.46313547311639e-06,-1.06288831875777e-05,0.000688304090828792,4.20579502920861e-07,6.66249516053149e-16,1.45407974761506e-05,2.1089107627825e-08,-1.09905590544824e-15,-2.16520499373815e-06,-7.05414446547962e-06,-1.27398518163834e-06,-1.37344459439386e-06,1.09254720256521e-06,-1.03929212337319e-06,-7.02994289675281e-05,0.000326972361825856,-2.65043055604619e-06,-2.08037560059562e-05,4.08030297790313e-15,-5.4341478599432e-06,-1.59651104293885e-14,7.18058496002555e-15,-1.0236818747826e-06,2.03396972366588e-16,4.00143951004389e-14,-2.79210103606368e-06,-1.62378476959866e-06,1.25220057409993e-06,-0.000136798964033073,1.14544140410768e-07,3.78478477595092e-08,0.707106781186546,5.66509817732661e-14,-3.03816301093606e-14,-8.67151125980442e-15,1.66685257225256e-15,-1.08796870354847e-15,-1.58297502120026e-06,3.07125239500083e-17,1.26352672663404e-15,6.28924796205915e-15,5.72543940712207e-15,-3.4168379728449e-16,-3.15699752104612e-07,-1.19293676519609e-06,-3.52994840935157e-15,-8.7873423393828e-16,-1.68946880195684e-06,-4.5927285113469e-15,2.31451203788454e-16,-9.11977783998808e-15,7.22644298791174e-16,-5.44215443439463e-15,-4.08114025284031e-15,-9.35937993707795e-16,9.93974771137006e-14
"t38",-0.24048343859584,-0.0252993772357782,-0.0563326648106048,0.0171883674871859,0.00648737150373688,-3.9508414969652e-05,0.000163174973968205,0.000486326291924245,-0.00101414050694298,0.0350655548886453,-0.0356470364674055,-0.000116529671509643,0.000589555815711879,-1.74982016712498e-05,0.000556739554506817,0.00035953877550819,0.00783164420097709,-0.18886264384283,0.00942527257677658,-0.00240276687054538,-0.000174171613963259,3.38532675102737e-05,-0.00168266197689873,7.04206804926979e-07,0.000452696930803551,0.00152970109574465,0.0738103414613452,-3.25808849721057e-05,1.48035751974915e-06,-5.2320693184646e-06,7.76334088134971e-05,-5.34523286071805e-05,-3.06490204061868e-05,0.125461469094801,0.00011492375030698,2.67437859082775e-05,-2.90065132126112e-06,1.86121944028578e-07,-4.56384894879996e-05,6.73621820245666e-06,2.0488015655531e-05,3.59450300990221e-06,-9.2891141390152e-07,-3.68654986348117e-16,-0.00896497691270171,-0.0259664104434481,2.64917805371403e-05,-9.2956679017927e-16,-1.15554882806096e-06,-3.05491477894698e-06,-1.44286133215216e-05,0.258123524310261,-1.23398241885937e-05,-0.000974519968943035,3.47078545562552e-06,0.000632874127024974,0.568926671226598,4.77924652508497e-06,6.07856586167753e-05,1.72942562311688e-15,-1.22032418222242e-05,0.692317082470864,6.32917615693014e-07,3.17995032175033e-07,-2.22595104466184e-06,-5.1801517248919e-06,-2.1239247114584e-06,-1.52758193212434e-05,0.000933615287119523,5.2721018450265e-07,-5.12424793821824e-15,1.73662555296971e-05,2.41836312549144e-08,9.05996510714918e-16,-2.46772127143324e-06,-7.94928848058221e-06,-1.42220717394924e-06,-1.51276791329054e-06,1.20238747439882e-06,-1.13918729041196e-06,-7.6290249807027e-05,0.000354367199412842,-2.86644532087747e-06,-2.23940229957409e-05,1.63615182246175e-15,-5.84056908485338e-06,1.20462181405175e-15,5.04126770681444e-15,-1.09307850895022e-06,-3.62345226602605e-16,9.05719710257917e-16,-2.94209272609147e-06,-1.70520863498379e-06,1.3143736423448e-06,-0.000142860849365902,1.19517309282405e-07,3.94494593132484e-08,-5.79708015678211e-15,1.5011186016919e-15,5.61174115191131e-16,1.91836627732848e-16,-2.80370053921974e-16,5.53247187798502e-16,-1.61254947232873e-06,-2.22069687407676e-16,3.30182909907161e-16,1.16068227201564e-15,-9.79849351809334e-16,5.00290248411931e-16,-3.20268601970526e-07,-1.2092439891012e-06,1.87080367729071e-15,-7.17951201625434e-16,-1.69439792072921e-06,2.89312388453267e-16,-1.91120521753914e-17,-1.8304341652657e-15,1.03151461255865e-15,-5.47491443940207e-15,-4.42557131157005e-15,1.27327181409345e-15,1.01357406323659e-13
"t39",-0.240546680097575,-0.0253105284148009,-0.0563707772208676,0.0172015400707526,0.00649300128444482,-3.95449051185649e-05,0.000163330812481273,0.000486872295185886,-0.0010156345648584,0.0351254614323704,-0.0357275242789587,-0.000116919091569217,0.000591802437905647,-1.75657746256045e-05,0.000559343137079028,0.0003613311799128,0.00787600236872141,-0.190000002709268,0.00949328957782901,-0.00242057727099285,-0.000175473736002487,3.41064531914757e-05,-0.00169575547654717,7.10665467732214e-07,0.000456962818845849,0.00154756321334216,0.0746740303545163,-3.29761230009995e-05,1.49878874391177e-06,-5.30201967175289e-06,7.88322360221515e-05,-5.43191263534968e-05,-3.12494101098928e-05,0.128482094751399,0.000117801824696216,2.7442309862732e-05,-2.9798638562353e-06,1.91786252032646e-07,-4.80348113821308e-05,7.12701385977538e-06,2.23538031344897e-05,3.9403449714783e-06,-1.01886318934661e-06,1.78663003528322e-15,-0.00749499999162286,-0.0220605461014753,2.43768905892512e-05,-2.06493340477639e-15,-1.0800263667047e-06,-2.86494628224844e-06,-1.40439459393659e-05,0.25321486103187,-1.01717698596115e-05,-0.000890242683378892,3.23143180648777e-06,0.000590914444469041,0.532809991391948,4.53510600076822e-06,5.77466617499227e-05,-1.20494192917238e-15,-1.10270783739976e-05,-0.721416583139705,6.13554527258938e-07,3.08244009138137e-07,-2.16006194472314e-06,-5.03300756826236e-06,-2.06412751085934e-06,-1.48494544571646e-05,0.000908971929944529,5.14545728153742e-07,6.35646632332944e-16,1.697788141186e-05,2.36799941209758e-08,1.25787992927718e-15,-2.41693545088468e-06,-7.78937447703423e-06,-1.39416036899327e-06,-1.48381975989577e-06,1.17942262984571e-06,-1.11763460304181e-06,-7.48817720460152e-05,0.00034784669225113,-2.81398459820246e-06,-2.19891539516033e-05,-9.47131348071888e-16,-5.73540505712216e-06,2.34622423332695e-15,-1.12120928421128e-15,-1.0737438759778e-06,-1.34504512743833e-15,2.23652671360637e-15,-2.89202064370985e-06,-1.67648941846264e-06,1.29226934122751e-06,-0.000140497033103451,1.17545261247124e-07,3.88007857076393e-08,-2.88024670165449e-15,8.87376569665506e-16,-7.27125750409887e-16,5.92207825783454e-16,7.68846756715708e-16,6.64920498008356e-16,-1.58815423864045e-06,-1.11995753299148e-15,-2.1621860859588e-16,4.04772076544971e-16,7.41298871105246e-16,-3.44430530322231e-16,-3.15505147828679e-07,-1.19131830061416e-06,-1.33641785605114e-15,-8.79175936634311e-16,-1.67045164424678e-06,-1.43599959935734e-16,1.94582964714733e-16,2.22120644142697e-16,3.08187732819792e-16,-6.53964989944893e-15,-3.62783898814189e-15,7.94200138851861e-16,1.01371799664027e-13
"t58",-0.242710359789743,-0.025692289977346,-0.0576766700931482,0.0176530342887479,0.00668603380101246,-4.07963196561622e-05,0.000168675829034654,0.00050561051987679,-0.00106697240156892,0.0371856233574082,-0.0385007231441595,-0.000130385548332722,0.000669612187153432,-1.99064924505483e-05,0.000649767482121029,0.000423643496864852,0.00942136058652275,-0.2296670452464,0.0118739785048601,-0.00304432421714075,-0.000221084478995581,4.29751167812342e-05,-0.0021548016290661,9.3799368849839e-07,0.000607215555768925,0.00218049248815794,0.105280069049238,-4.6997366261037e-05,2.15317444032093e-06,-7.79124266604665e-06,0.000121704925154308,-8.53728591199231e-05,-5.29169293966799e-05,0.23845524596297,0.000222770069025985,5.29674304820631e-05,-5.88036652249837e-06,4.00260398248061e-07,-0.00013869358424636,2.19879477207167e-05,9.49103388943112e-05,1.74239374235063e-05,-4.52692137056285e-06,7.24101161262983e-15,0.0586591424152341,0.155298514383726,-8.45064997487379e-05,4.88292755746894e-16,3.12767564622404e-06,7.97793383573911e-06,2.92901594071397e-05,-0.525673068796009,-1.98374837990114e-05,-0.000163212483479097,-5.81196294017763e-08,-2.27809454878224e-05,-0.0300768749804759,-3.20654107000153e-07,-3.67559288927281e-06,2.07815064799742e-16,9.80760353568418e-08,0.00385972852285234,1.5828107106482e-08,3.04130429296234e-08,-2.72199917510435e-07,-7.81317878290459e-07,-3.33019643377957e-07,-2.48335285504121e-06,0.000185671539327946,1.35819020308869e-07,-1.13953625443846e-15,5.21578966689375e-06,8.25356163825761e-09,-2.09905804722173e-15,-8.58638552044959e-07,-2.86644538245078e-06,-5.28339993359616e-07,-5.86552467092355e-07,4.67433773469339e-07,-4.48605163286277e-07,-3.1024922695338e-05,0.000144728604156513,-1.17871750477758e-06,-9.35016261391418e-06,-5.0119914923153e-14,-2.45084658367332e-06,-0.707106781186547,-2.78473390751358e-14,-4.68605198746575e-07,7.52005983525733e-15,-3.73009954470651e-15,-1.31803450732597e-06,-7.72692632731464e-07,5.96535017088797e-07,-6.59674724571195e-05,5.53497419884833e-08,1.83352487960226e-08,-1.67959052229489e-14,-5.74560987897806e-16,1.62084820386713e-15,-1.74914616732489e-16,1.01238318740316e-15,4.34575793325686e-16,-8.12212663110562e-07,3.95235696286537e-16,2.05310596762349e-16,-9.26658488458449e-16,4.888130532414e-16,-4.72191844444028e-16,-1.63760622986545e-07,-6.20108960258025e-07,9.81526465907976e-16,-1.1216521634397e-16,-9.04265775420345e-07,6.21406160378811e-16,-1.59648892125392e-15,-3.69907091915384e-15,-1.76685165281887e-16,-8.18430020216183e-15,-4.3889971815266e-15,5.64889235524985e-16,1.07143027673963e-13
