,0,1,2,3,4,5,6,7,8,9,10,11
t1,9.4576645,6.1018677,2.5513756,6.815762,2.7769608,5.413843,7.3186994,2.732754,5.2496166,7.5609417,8.016844,3.7294602
t2,-0.65741944,3.9552076,1.4025788,-0.43413973,6.2719436,0.42439792,3.1296122,6.3694577,7.8246136,1.2251456,4.0599794,5.3608756
t3,9.579452,6.357666,2.3505814,6.8727937,2.819514,5.2644653,7.3670726,2.6245835,5.2956805,7.466274,7.831499,3.8633928
t4,9.490748,6.27237,2.356676,6.8571076,2.7467525,5.3252115,7.3720655,2.6054726,5.270626,7.552854,7.891775,3.7847478
t5,7.9969344,0.09763945,9.28278,8.220062,5.8569684,7.336087,7.6578193,4.904548,3.11713,7.2138433,7.7985077,5.091064
t6,9.576961,6.3714776,2.3276322,6.899665,2.797874,5.2438655,7.397163,2.5934243,5.273734,7.467581,7.838175,3.8625722
t7,9.656806,6.580907,2.1965127,6.883276,2.8892105,5.1068635,7.455636,2.4589024,5.308826,7.422211,7.8005385,3.9801967
t8,9.095845,5.438232,3.051811,6.357383,3.1645708,6.175543,6.6336718,3.3701878,5.3342934,7.7525344,7.806819,3.3620992
t9,9.130449,5.59603,2.9106145,6.8218737,2.4879534,5.6205926,7.432569,2.728257,5.0218277,7.8639936,8.539589,3.5016072
t10,9.337031,5.881418,2.8769178,6.6598983,3.1422493,5.734696,6.9533305,3.3347056,5.4266768,7.5083404,7.874103,3.5473258
t11,9.594294,6.288232,2.483814,6.7983117,2.9789598,5.3595157,7.2146144,2.8298106,5.3677077,7.416677,7.7822413,3.8332744
t12,9.234038,5.555276,3.0453103,6.4214034,3.1275945,5.9965353,6.6896687,3.520285,5.3528624,7.5690866,7.825483,3.3690276
t13,9.825826,6.6731215,2.203774,6.9784155,2.9652512,5.057847,7.430532,2.4619772,5.265953,7.313978,7.7356405,4.0314264
t14,11.795588,6.9543786,6.2076664,5.070138,7.0781875,7.1747108,3.5243173,9.145498,5.6262894,6.5152826,5.040701,-0.013931288
t15,12.551991,6.2498035,-1.0088735,7.8903823,3.3707836,5.930404,7.08109,2.0162742,7.718043,5.1318526,7.659072,4.419116
t16,9.84858,6.9272604,2.1131928,7.0376043,2.983394,4.936349,7.5514765,2.2816772,5.233842,7.3055854,7.7520585,4.1149592
t17,9.243243,5.555687,3.1453276,6.450779,3.2451127,6.059592,6.666197,3.4942565,5.430312,7.6184115,7.8123527,3.4156024
t18,9.122402,5.5387607,3.1341114,6.4775195,3.207754,6.0605216,6.7025776,3.5950549,5.38338,7.6518645,7.9235425,3.3043368
t19,9.912642,7.187511,1.9815936,7.0982523,3.0417168,4.7678895,7.6680274,2.122756,5.2023787,7.3360386,7.6899905,4.245776
t20,10.07223,7.420766,1.8783845,7.213994,3.1613388,4.585153,7.8530397,1.851885,5.2456083,7.23603,7.731989,4.489584
t21,9.831255,7.025719,1.9968643,7.0198135,3.0196137,4.8087544,7.6548486,2.2012174,5.256486,7.370791,7.6989207,4.190831
t22,11.936472,7.0125484,6.129611,4.9934344,6.9641604,7.1362233,3.6509054,9.2190695,5.6064453,6.4965463,4.9428415,-0.067855716
t23,11.914296,6.953427,6.117121,5.1014295,7.043681,7.272844,3.592187,9.188308,5.6562433,6.5570717,5.079854,-0.05918204
t24,-0.55280304,3.8158321,1.4290105,-0.637075,6.017723,0.10421948,3.252857,6.462142,7.569025,1.1277146,3.963083,5.4416513
t25,11.428415,8.5827265,1.1266484,8.681279,3.4568064,3.0083375,8.974548,1.3229725,6.833799,8.167104,8.129803,6.081248
t26,-0.7403797,3.7831585,1.5338464,-0.6687938,6.123623,0.41263968,3.240457,6.325839,7.9359446,1.395145,3.9978454,5.538487
t27,-0.738356,3.7680411,1.5025431,-0.6747142,6.115411,0.3469284,3.2597628,6.3261814,7.889038,1.4175533,3.9776354,5.507412
t28,12.75763,6.095882,-1.1088275,7.7972116,3.1873667,6.1762643,7.027609,1.9176866,7.7548027,5.0825205,7.7337914,4.465053
t29,8.957331,5.4296384,2.9659102,6.7631035,2.292795,5.7256403,7.523929,2.6709337,5.0470796,8.045745,8.855595,3.309255
t30,11.871509,6.767472,6.442728,5.103672,6.9941945,7.1627426,3.586296,9.078033,5.5490503,6.39427,4.9242535,-0.0059085246
t31,10.141274,3.0655346,1.9158537,6.5450716,0.8108567,6.961603,6.194015,2.9259744,7.332732,7.88819,7.5423455,4.5256124
t32,10.172521,3.0451684,2.0451171,6.4922905,0.9158057,6.8380017,6.170939,2.9752927,7.367502,7.9206514,7.6062255,4.560849
t33,8.958468,5.317875,3.1164703,6.909648,2.315766,5.7023525,7.52641,2.7758865,4.884313,7.987881,8.80843,3.3711686
