"accepted_species","traits"
"t9",0
"t22",1
"t35",0
"t37",1
"t39",1
"t47",0
"t49",0
"t57",0
"t62",0
"t63",0
"t64",0
"t65",0
"t66",NA
"t68",1
"t70",0
"t71",0
"t72",0
"t75",0
"t76",1
"t77",0
"t79",0
"t80",0
"t81",0
"t82",0
"t83",NA
"t84",NA
"t85",NA
"t86",NA
"t87",1
"t88",1
"t90",0
"t91",0
"t92",0
"t93",0
"t94",0
"t95",1
"t96",0
"t97",NA
"t99",0
"t100",0
"t101",0
"t102",0
"t103",0
"t105",0
"t106",0
"t107",0
"t108",0
"t109",0
"t111",0
"t112",0
"t113",NA
"t114",0
"t115",1
"t116",1
"t117",0
"t118",1
"t119",0
"t120",0
"t122",0
"t123",1
"t124",1
"t125",1
"t126",0
"t127",0
"t128",1
"t129",0
"t131",0
"t132",0
"t133",0
"t134",1
"t135",1
"t136",0
"t137",0
"t138",0
"t139",1
"t140",1
"t141",0
"t142",0
"t143",0
"t144",0
"t145",1
"t146",1
"t147",NA
"t148",NA
"t149",0
"t150",0
"t151",0
"t152",0
"t153",0
"t154",0
"t155",0
"t156",0
"t157",0
"t158",0
"t159",NA
"t161",0
"t162",0
"t163",0
"t164",0
"t165",0
