"","c1","c2","c3","c4","c5","c6","c7","c8","c9","c10","c11","c12","c13","c14","c15","c16","c17","c18","c19","c20","c21","c22","c23","c24","c25","c26","c27","c28","c29","c30","c31","c32","c33","c34","c35","c36","c37","c38","c39","c40","c41","c42","c43","c44","c45","c46","c47","c48","c49","c50","c51","c52","c53","c54","c55","c56","c57","c58","c59","c60","c61","c62","c63","c64","c65","c66","c67","c68","c69","c70","c71","c72","c73","c74","c75","c76","c77","c78","c79","c80","c81","c82","c83","c84","c85","c86","c87","c88","c89","c90","c91","c92","c93","c94","c95","c96","c97","c98","c99","c100","c101","c102","c103","c104","c105"
"t1",0.0472891616881665,-0.00411864796734378,-0.06194876808953,-0.00224774595394816,-0.117823200424057,-0.032008394429343,-0.00891479467153993,-0.403088372248809,0.0135248720686595,-0.0318570357701717,0.00382824359568282,0.54434693785567,-0.257297720376236,-0.00269713856780771,-0.220311716521772,-0.000227156372652069,-0.00168080060615229,-0.00631166779274226,0.0546470112305726,-0.00192844982668282,-0.00364956610217495,-0.0497193092150412,-2.64886009686324e-05,0.000368562229542303,-0.00157039583065985,-0.00123121774675409,2.10318061610063e-05,0.000904120884279681,0.0165921506947923,-2.03793875187921e-05,-0.000962093385777986,-0.00364404053976744,2.35824768885907e-16,-0.00309719163007669,0.000142952897062422,-0.0027883530507314,0.00105154981088959,-8.57923345134567e-05,0.00309322851192072,7.30136548956103e-15,0.00762968704462257,0.0248084756290506,0.623058315100181,0.00165891560463866,-0.00320701199099057,6.1592850851333e-16,7.8534469772006e-16,1.0047158610925e-15,-6.30794816035114e-17,-0.000113245265190015,1.12676877589407e-05,0.000125732851625318,6.41309050287097e-06,-0.00029881079234081,5.9683218000305e-06,-1.38402415744542e-05,9.52117808328417e-16,1.83481905278779e-05,-1.41518816274068e-05,-2.29388136226966e-16,0.00133485353146263,-3.98952563080324e-16,-4.18457940111415e-16,2.13929860213767e-18,2.49010541712765e-05,-8.89385235459311e-06,-8.87151287291031e-17,-0.000161345397855299,5.99944393064909e-17,-2.5217949686995e-05,2.18634088620521e-07,1.84386538975343e-16,6.39875651066544e-17,-7.46830763991026e-17,2.37548563139769e-16,1.33856664512704e-16,1.40712863662472e-16,6.09649581014797e-06,3.8467539706248e-05,1.99306747269479e-05,1.75698580549583e-16,6.00798701371619e-07,-2.13389943272798e-16,4.09221414182912e-05,2.22276831706069e-16,-5.98171107083358e-06,-7.28629964147884e-17,-7.75144536219536e-17,-2.82637686352895e-16,7.61353386736719e-17,5.00096605535781e-17,3.14539223858828e-16,1.32427610591143e-05,-1.27862360695763e-16,-3.87419804905712e-06,-5.53828601290484e-16,-5.11563865476334e-16,-3.55325957877482e-16,-5.19061282434937e-16,2.90033401789719e-16,-1.13742561710701e-06,-1.43414439619863e-15,-3.82569806948194e-16,9.35787155422276e-16,2.19593299813953e-16
"t11",0.0477920386084607,-0.00420667770110207,-0.0662522639544197,-0.00242883945493867,-0.134116407805194,-0.0374401914492011,-0.0105055141997196,-0.499314075035325,0.0173573558024027,-0.0462317575369988,0.0187321052009344,-0.449825794670127,0.0705072868280634,7.32720794262248e-05,-0.0550637749578416,-7.5602217964604e-05,-0.000689435652476045,-0.00275339510728076,0.0263430697059106,-0.000961246097671042,-0.00188212709227112,-0.0266867841323275,-1.43418147756952e-05,0.000201575369013421,-0.000857847032483446,-0.000670688768945113,1.1242499890162e-05,0.000479807083352941,0.00855142573922833,-1.03315817847783e-05,-0.000487202927190454,-0.00179413344457575,-1.02534677073155e-15,-0.00147571447844229,6.61225663979751e-05,-0.00101774843035463,0.000318582299350591,-2.52047042629367e-05,0.000745455607625943,0.707106781186547,0.00115279151871984,0.0035449711718318,0.0190205645356152,-0.000146214194898792,0.00028380257343191,-9.83047154667424e-16,-8.77039106019962e-16,1.44627276628986e-16,-4.4760261673801e-16,0.000170465411195029,-1.89088611655828e-05,-0.00025333025373993,-1.9822229622252e-05,0.00193909438424628,-6.25622664630478e-05,-0.000261328465386209,-5.31129594565937e-16,0.000211752536410279,-0.000105791019577451,-7.29829026292264e-16,0.00620640345780251,6.70620016812961e-17,-3.68134915181373e-16,-2.84787018741243e-16,6.67853722550692e-05,-2.17265883839223e-05,2.63832233523768e-16,-0.000364973954006618,1.14974083249998e-16,-5.53504309669912e-05,4.46877417181314e-07,-7.5284408383678e-17,7.07978054102085e-16,-2.64798097456349e-16,-1.55298302884329e-16,6.89307002918265e-17,8.9662520703079e-17,1.0259429807664e-05,6.21311898469656e-05,3.19995028510317e-05,9.80482063209806e-16,9.54631457364724e-07,-9.34431224367887e-16,6.14974771320206e-05,-1.19270850517021e-15,-8.92880800982628e-06,-5.32645729295273e-20,-7.93724296618846e-17,2.37609597463292e-16,-2.5487862823925e-16,-1.19459038797106e-15,7.9054831173474e-16,1.92327063648297e-05,3.81755870059964e-16,-5.48088944051203e-06,-8.86364231881092e-16,-1.37753800494445e-15,-3.1470604567207e-16,-6.22809205635223e-16,-4.80069698703661e-16,-1.55995340115615e-06,-1.40238120990684e-15,3.41081907529474e-17,5.62105936759483e-16,-3.05251698471016e-16
"t12",0.0477920386084599,-0.00420667770110199,-0.0662522639544196,-0.00242883945493877,-0.134116407805194,-0.0374401914492015,-0.0105055141997201,-0.499314075035325,0.0173573558024028,-0.0462317575369994,0.0187321052009346,-0.449825794670126,0.070507286828063,7.32720794256074e-05,-0.0550637749578409,-7.5602217964879e-05,-0.00068943565247623,-0.00275339510727932,0.0263430697059095,-0.000961246097670042,-0.00188212709226884,-0.0266867841323262,-1.43418147775902e-05,0.000201575369013602,-0.000857847032484259,-0.000670688768945575,1.12424998915031e-05,0.000479807083352438,0.00855142573922921,-1.03315817831239e-05,-0.000487202927192039,-0.00179413344457107,1.03721284475326e-15,-0.00147571447844643,6.61225664016529e-05,-0.00101774843035858,0.000318582299350329,-2.52047042663938e-05,0.000745455607610814,-0.707106781186547,0.00115279151868148,0.00354497117183835,0.0190205645356315,-0.00014621419488131,0.000283802573425019,9.7650638002781e-16,7.63344087468938e-16,-1.31873409164357e-16,1.25315697234146e-16,0.000170465411200629,-1.89088611629314e-05,-0.00025333025373985,-1.98222296205179e-05,0.00193909438425084,-6.25622664662446e-05,-0.000261328465384632,4.70526200508226e-16,0.000211752536408285,-0.000105791019577125,1.39723422065227e-15,0.00620640345780655,-9.71283563446111e-17,1.15004043013251e-16,3.32741873098784e-16,6.67853722536673e-05,-2.17265883810981e-05,-1.0493613306635e-16,-0.000364973954006145,4.35800072257389e-17,-5.53504309650467e-05,4.46877418015823e-07,2.77383017817573e-16,-5.32771618331934e-16,1.36176424142097e-16,3.08143890976277e-17,1.09329874023671e-16,6.8209505173846e-17,1.02594298101688e-05,6.21311898461337e-05,3.19995028499375e-05,-8.7262380277377e-16,9.54631454427186e-07,7.11135958935049e-16,6.14974771333321e-05,1.1488465883044e-15,-8.92880801215933e-06,8.44823478681579e-17,-5.33713943275766e-17,-1.08449861425875e-15,4.10514404511344e-16,6.43895619910371e-16,1.13089277712266e-16,1.92327063655427e-05,-3.42918302558953e-16,-5.48088944246349e-06,1.51988377841044e-16,6.58420866866393e-16,-2.50254915226768e-16,-3.62458739983544e-16,6.75452653429534e-16,-1.55995340187218e-06,-6.61462182356906e-16,-1.97154270406823e-16,1.18101212979106e-15,1.70013761181968e-16
"t3",0.0155967409183559,-0.00239758736421114,-0.0548242222724436,-0.00178180973597215,-0.037886312529607,-0.00924320255701784,-0.00397869930785647,-0.0871369550061464,0.00141977188647234,-0.00161624161294866,-0.00965387270596148,0.0720370719254903,0.0742081793156272,0.000519064350766533,0.130049721484753,-0.000120510143909413,0.0117072392778373,0.00948563474528095,-0.131921907503211,0.0331236721092816,0.0415973595460891,0.961240229362565,0.0371005385198438,0.00191306849745197,-0.0349166299489198,-0.0220956535218289,0.00021774415920217,0.00835617727052592,0.0393261110369597,-0.000153620537960453,-0.00714930179245253,-0.00723105601657203,3.28145248941252e-16,-0.0165030930249839,0.00023572401308371,-0.00820115009502335,0.000902972487733766,-7.0905905126494e-05,0.00201744591294775,1.25593979660721e-15,0.00349347101098897,0.0209474976059326,0.014252838513642,-0.00116938288298867,0.000874059109645612,-7.14603310878612e-17,1.63790520592812e-16,-1.08474090320795e-16,-1.58118501093364e-16,0.0010248724656534,-0.000112821563857299,-0.00149316163036274,-0.000113743175515512,0.004569175640926,-0.000146518382158281,-0.00139542970770989,1.02615444455197e-16,0.00111030133463808,-0.00053331705542751,6.07271382720999e-16,0.0139274881782404,1.82294762645231e-17,-7.4417313905907e-18,1.51785144160407e-16,0.00036310915607271,-0.000115549633499809,5.99558157728167e-18,-0.000782277762994317,-5.41521458166791e-17,-0.000287845734580898,2.28333566605451e-06,3.01549061877407e-16,-7.31631963773499e-17,-3.55974883977797e-18,-3.39873145653294e-18,1.27408159268764e-16,2.63630849761423e-16,4.96433366931372e-05,0.00012606254731169,0.000152344120303965,1.40411667892373e-16,4.52714988921743e-06,-1.27034663817343e-16,0.00012240763292738,8.85018553434567e-17,-4.12816058577033e-05,-1.38254453713548e-16,2.52836356220988e-17,-5.53661870244101e-16,1.32341344266539e-16,-1.35846776714651e-16,4.57299528653832e-16,3.78769024712778e-05,-1.38160094349877e-16,-1.06972884616964e-05,-5.01821814433308e-16,-6.56457400082348e-16,-2.20250104278802e-16,-5.1417340066903e-16,1.57051417980889e-16,-3.00900189410439e-06,-1.25583313876749e-15,-9.83332270987148e-17,8.63048042033141e-16,-7.29671658235814e-18
"t22",-0.0921350650243719,0.00224364725214992,0.0457231895199026,-0.163818746311322,0.000517957274958014,0.000437408487332768,0.0140841350141234,0.00126256312520626,0.00221561060397538,9.87569032418964e-06,-0.00409762941120596,0.00353373337468044,0.0106807674336292,-4.16580835755475e-05,0.00181706873935474,-0.000130195482351355,0.0376762482552134,0.000275822912538266,-0.0145978742795548,0.157110671870731,0.336739533983856,-0.0298084114039491,-0.000633694131553843,4.49499554216285e-05,-0.0328541433303875,-0.020817698348036,0.000193318196129837,0.000897985905059419,0.000664590960722593,-3.99984412894891e-05,-0.00557458430059043,-0.00013055544987586,7.02274129890436e-16,-0.00831986037692954,3.88953740190439e-07,0.0746077041158705,3.98332762441437e-05,-2.77170315270005e-06,3.6970904161741e-05,1.11230469279633e-14,-0.000179861136955376,-0.00287336432946367,-0.00143935058788421,0.894707379015237,0.0621618728996859,-3.56968353984811e-15,-2.69312626429293e-15,-8.20620928041322e-16,1.68687897045104e-15,0.00416625064460705,-0.000447492363565876,-0.00570903238960737,-0.000406355817789273,0.000425785016266384,-1.35628144270154e-05,-0.000715139245951613,-7.43481150845148e-16,0.00335715750576396,-0.00153843081974724,-8.9855277959589e-16,0.00119897258822609,-8.30154061308631e-16,-1.28252606210073e-15,1.17875821087251e-16,0.0194377088430276,-0.000308853600949066,1.76969149517245e-17,-6.73425150409416e-05,1.64113565961375e-15,-0.0137706994381313,5.771727348388e-06,4.69672032934661e-16,1.44817278463986e-16,-2.77075515357425e-16,4.02085380879177e-16,1.52670174035204e-16,8.92792452216391e-17,0.00194758520776654,1.02617804062056e-05,0.000367836752555823,4.68003191028904e-16,0.000168482076842457,-2.38486193979755e-16,9.99811911701988e-06,3.18391914955703e-16,-9.73264702256333e-05,-2.30451378617544e-16,-4.94995504645077e-17,6.65872116879053e-16,-1.12921160382587e-16,2.17953926499395e-16,4.8568383382572e-16,3.10447354693924e-06,-3.2537837904783e-16,-8.79742645234128e-07,-4.51926322165632e-16,-1.21540247006407e-15,-2.34822084333224e-16,-3.79532686887864e-16,4.56604855392095e-16,-2.48676035890852e-07,-1.18481361038854e-15,9.01362340053547e-16,1.04291003567186e-15,-3.0158388148121e-16
"t75",-0.0936636927275315,0.00230948037841005,0.0487238695935544,-0.175524302203014,0.00056679742104512,0.000482604312395237,0.0155707047178566,0.00141199724280121,0.00249418754309089,1.13023478873295e-05,-0.00488527826554379,0.00434109606279563,0.0132803434016571,-5.23837618401166e-05,0.00234890566464908,-0.000171176429766453,0.050843219078754,0.00037714554082142,-0.02066272847262,0.226657883930055,0.499620443133187,-0.0470646810474911,-0.00102733587690367,8.56547344774504e-05,-0.0637766050741567,-0.0417926992179842,0.00045399716248452,0.00222130624261741,0.0020211440888901,-0.000137540824937882,-0.0193345049225769,-0.000573255822639833,-3.62385174036022e-16,-0.0515477324072026,3.73687129027063e-06,-0.244824948381797,-6.7829475474165e-05,4.39136006602201e-06,-4.12482389251041e-05,-2.13717932240343e-15,0.000127899827310271,0.00197200315498756,0.000641318322448549,-0.269600863528265,-0.0187102176806463,8.54066563296799e-16,1.5874435442804e-15,1.1885019665321e-15,6.3591685972778e-17,0.000288291052028622,-3.61369821348391e-05,-0.000563137383968706,-5.40890617620724e-05,7.3224587038035e-05,-2.53395957033845e-06,-0.000163179099062909,-8.47843350772953e-17,0.000800417108211439,-0.000389754628753735,4.3456695748848e-16,0.000336773559778994,-2.82030164239763e-16,1.07408747071283e-15,2.3611706629138e-16,0.00664756256706762,-0.000110521335593311,-6.83934749936584e-16,-2.50978452145615e-05,-7.26636216158307e-17,-0.00521931357064448,2.28126837767552e-06,-1.06157437704201e-15,-6.78504007104888e-16,3.96388141394215e-16,6.82342516028098e-16,3.899790191643e-17,-4.5465312984113e-16,0.000878647152786462,4.77942386063338e-06,0.000172138452633723,-3.34866328930484e-15,7.95087013314082e-05,4.34979393159515e-15,4.94428871298678e-06,5.17336409160929e-14,-4.84145188872366e-05,-1.74448557633278e-15,5.30497928447632e-14,0.707106781186546,1.65216368859213e-14,-5.11878217978555e-16,7.96317500669458e-15,1.58256944879368e-06,2.37958566256474e-16,-4.59485918732011e-07,-1.92857787546794e-15,-2.58300227611341e-15,-4.07177197392422e-15,2.13628839489399e-15,-3.99162311750705e-16,-1.33822294896705e-07,-7.54664784722853e-16,-1.51483996721437e-16,-2.03431558671065e-15,2.72615397024126e-15
"t76",-0.0936636927275315,0.00230948037841013,0.0487238695935543,-0.175524302203014,0.000566797421044974,0.000482604312395165,0.0155707047178567,0.00141199724280128,0.00249418754309092,1.13023478870719e-05,-0.00488527826554383,0.0043410960627956,0.0132803434016572,-5.2383761840378e-05,0.00234890566464869,-0.000171176429766355,0.0508432190787542,0.000377145540821694,-0.0206627284726203,0.226657883930055,0.499620443133187,-0.0470646810474915,-0.0010273358769037,8.56547344783347e-05,-0.0637766050741559,-0.0417926992179837,0.000453997162483997,0.00222130624261763,0.00202114408889068,-0.000137540824937229,-0.0193345049225771,-0.000573255822639721,-4.19465882498818e-16,-0.0515477324072035,3.73687129027937e-06,-0.244824948381796,-6.78294754728055e-05,4.39136006663376e-06,-4.12482389247228e-05,-8.53483950180589e-16,0.000127899827309102,0.00197200315498723,0.000641318322448604,-0.269600863528263,-0.0187102176806446,9.32629344632179e-16,3.93389488196122e-16,-7.30481723620141e-16,-7.59643730280931e-16,0.000288291052027906,-3.61369821359715e-05,-0.000563137383967875,-5.40890617628298e-05,7.32245870398203e-05,-2.53395956564084e-06,-0.000163179099062745,9.40411719794975e-17,0.000800417108209539,-0.000389754628753805,-7.71511543128445e-17,0.000336773559781928,1.06800822405103e-15,-7.51398720573597e-16,-6.2688874975956e-16,0.00664756256706471,-0.00011052133559427,2.50470533066844e-16,-2.50978452064714e-05,1.04305393967472e-15,-0.00521931357063951,2.28126837807112e-06,9.03933987005937e-16,8.05548455969022e-16,-4.7102222358454e-16,-1.05309297057198e-15,-9.93861255379545e-17,2.88929951986831e-16,0.000878647152779545,4.77942388276027e-06,0.000172138452627999,2.86211381306236e-15,7.95087013220028e-05,-4.44774011700273e-15,4.94428860520089e-06,-5.15315480647679e-14,-4.84145188893914e-05,1.91728395472089e-15,-5.30436335594156e-14,-0.707106781186548,-1.64781854387394e-14,8.34752415685913e-17,-7.53175748224862e-15,1.58256945491388e-06,-2.90878136902271e-16,-4.59485913775548e-07,1.75978850864836e-15,2.13751625221577e-15,3.47852344893508e-15,-3.02694566921888e-15,4.56544824741784e-16,-1.33822296136504e-07,-1.19725359799748e-15,-6.50455128654974e-16,3.19794827511466e-15,-2.29983295298162e-15
"t51",-0.10165164585016,0.00269461690517228,0.0744373128906887,-0.283428607325652,0.00119720491104032,0.00117042300295323,0.0392215617901636,0.00461081032537074,0.00989305317503081,0.000104223711555483,0.0162442707116252,-0.00662089362170076,-0.0163206553153665,5.40199101738461e-05,-0.00168921695332983,0.000102003720372357,-0.0234182857198712,-0.000154199421882785,0.00632912077485724,-0.059889574261141,-0.107246166090017,0.00652981831453003,0.000118851525535327,-2.83273541848385e-06,0.00174543771097875,0.000760691186819497,4.90085777124533e-06,3.80062434495855e-05,6.78941402030356e-05,-5.42161038381577e-06,-0.000768632075988185,-2.66720045140706e-05,-7.99189384091548e-17,-0.0026532899421187,2.02685037325602e-07,-0.0134182770043777,-3.27011282414516e-06,2.06656340383186e-07,-1.65066055797975e-06,1.56819002228303e-15,3.53628423348544e-06,5.23638518017948e-05,8.31530919929296e-06,-0.000817784633065065,-5.63667373512263e-05,-4.30850238447001e-16,-2.66215149335439e-16,9.71364050256906e-16,-8.5851297025259e-16,-0.000134392868126449,1.63373203597346e-05,0.000251931149449573,2.57806249691549e-05,-4.09951287360263e-05,1.54052658234775e-06,0.000133124434765232,1.81996185628276e-15,-0.000714773925081759,0.000403601067258882,-4.21346703657111e-15,-0.000492311078704669,1.09687271961931e-16,-1.09117983947428e-15,4.99479489405077e-15,-0.509824009550719,-0.000122271343035589,1.74560705917453e-14,0.000185896947607819,-7.34875677160255e-14,0.779836572650499,1.23341168362031e-05,-5.77356977078481e-16,3.46888592849757e-15,-9.12792827936732e-16,-2.14238486215056e-15,1.29548493039137e-16,1.04872355012135e-15,0.0900630284415434,6.53184746016705e-06,0.000232163428582113,2.68061202878423e-15,0.00510850056444248,8.67152067222936e-16,5.62917413752135e-06,3.17587661289388e-15,-5.42047318924681e-05,-1.57450563320816e-16,-2.84228696219989e-16,3.2308428629835e-15,-3.68287531024789e-16,1.08386469393171e-15,1.84643369711451e-16,1.65859607222525e-06,-1.11815048529394e-15,-4.53534457368969e-07,-4.04641167902791e-16,-1.96000782566245e-15,7.93701359000372e-16,-5.7018504119826e-16,-3.17918520812213e-16,-1.23554859946698e-07,-4.17700759680034e-16,-5.174757008597e-16,1.22163430122457e-15,1.92188430588076e-15
"t69",-0.102836048450595,0.00274954998613298,0.0777314420461031,-0.297020880642236,0.00127160028715242,0.00124955562518063,0.0419256694498681,0.00496373285073774,0.0106929050932349,0.000113767492799573,0.018154274254551,-0.00752228905313242,-0.0186627881924765,6.21400903816089e-05,-0.00197095273969112,0.000120028878394256,-0.0279085222267058,-0.00018491840128919,0.00771212000983361,-0.0735994664358172,-0.133411696671081,0.00833346444583615,0.00015325283071499,-3.86550233431459e-06,0.00239576993761261,0.00105492928270909,7.09715250917237e-06,5.57454744902795e-05,0.000104084020160488,-8.496479653439e-06,-0.00120629224267915,-4.33385253586828e-05,-3.98857994052046e-17,-0.0044764612998286,3.53131237811747e-07,-0.0292004787234365,-8.2597204733984e-06,5.34107665541282e-07,-4.89878862016703e-06,7.49400541621981e-16,1.37206690147212e-05,0.000208763266673236,5.17138340833667e-05,-0.0110884493611869,-0.000766885723995897,-4.37418455199576e-16,1.01520459570788e-15,7.61264934871117e-16,-5.96246819431533e-16,0.000217971358845867,-2.42268105796007e-05,-0.000324327370294037,-2.48691321770972e-05,2.7239236837999e-05,-8.67238664163352e-07,-4.08474037136612e-05,5.43535138197874e-16,0.000176823110037668,-6.53159585872632e-05,7.93095788620734e-17,3.26316437893721e-08,-5.83469891218401e-16,6.41812962509402e-16,1.77731377828462e-15,-0.391032916376218,-0.000570541027042615,3.38722264951881e-15,-0.000180247621500568,4.0964546801302e-14,-0.438301496304764,-2.0978960740227e-06,2.19651916018736e-15,5.87524091266414e-16,1.40978166775323e-15,2.60988708762152e-15,-3.19919320954273e-16,2.84722975274445e-16,0.113576338808212,1.34774880475622e-06,5.106742366149e-05,-8.91805905750868e-15,0.0061822838972173,-1.19462941273794e-14,1.8102086163137e-06,0.707106781186548,-1.79098598607832e-05,-4.34308348637701e-15,2.36587214203191e-14,-5.34457019060399e-14,-2.38013203697495e-15,-1.35254239924263e-15,-2.70104872782961e-16,6.05734862602793e-07,-5.72361119926698e-16,-1.80262686852035e-07,-1.12062536237101e-14,1.0493764972081e-15,-1.05620987036797e-15,-2.01265641375418e-15,-1.30433264699544e-15,-5.37409858003518e-08,-1.05250005511373e-15,-5.19189836775828e-16,5.79373082822378e-16,2.02138659314757e-15
"t70",-0.102836048450595,0.00274954998613297,0.0777314420461031,-0.297020880642236,0.00127160028715246,0.00124955562518094,0.0419256694498683,0.00496373285073799,0.0106929050932351,0.000113767492799607,0.0181542742545506,-0.00752228905313191,-0.0186627881924762,6.21400903816718e-05,-0.00197095273969091,0.000120028878394172,-0.0279085222267056,-0.000184918401288737,0.0077121200098327,-0.073599466435817,-0.133411696671081,0.00833346444583597,0.000153252830714837,-3.86550233440854e-06,0.00239576993761294,0.00105492928270948,7.09715250922193e-06,5.5745474490293e-05,0.000104084020160865,-8.49647965333415e-06,-0.00120629224267936,-4.33385253586211e-05,-1.31546551692915e-17,-0.00447646129982917,3.53131237374394e-07,-0.0292004787234357,-8.25972047172279e-06,5.34107665229405e-07,-4.89878862002798e-06,-1.57512891618694e-15,1.37206690141583e-05,0.000208763266671614,5.17138340835749e-05,-0.0110884493611866,-0.000766885723996913,-3.94465634545802e-16,1.09635128972698e-16,-1.04354554066593e-15,-8.27254348323026e-16,0.000217971358845661,-2.42268105787696e-05,-0.00032432737029264,-2.48691321773193e-05,2.72392368367965e-05,-8.67238660978476e-07,-4.08474037139746e-05,1.66685487303281e-15,0.000176823110036842,-6.53159585881114e-05,-9.31100291276794e-18,3.26316438698199e-08,-7.03516218166525e-16,1.47940379353389e-15,1.1349950821565e-15,-0.391032916376221,-0.000570541027040448,1.01789801482097e-15,-0.00018024762150057,4.05030292477892e-14,-0.438301496304761,-2.09789607456518e-06,3.28953165869839e-15,-8.37946430056413e-16,7.63297995130956e-16,7.13936460364514e-16,4.88137889161546e-16,-1.06451991796369e-16,0.113576338808217,1.347748791742e-06,5.10674236657315e-05,4.95952369422947e-15,0.00618228389718732,1.05207404925778e-14,1.81020869915449e-06,-0.707106781186547,-1.79098602100205e-05,5.66272161584808e-15,-2.46568815392428e-14,5.01034118219676e-14,1.377665770206e-15,2.75716530517255e-16,1.28124998813797e-15,6.05734869948028e-07,1.55135935029872e-15,-1.80262684100151e-07,1.32398522883278e-14,4.80816752496385e-15,-7.73604372544283e-16,2.19945840261214e-15,1.81545919632454e-15,-5.37409887556507e-08,-7.29095983824418e-16,-5.47320011451097e-16,1.11388159897017e-15,-2.01968329165352e-15
