"accepted_species","traits"
"t1",0
"t2",0
"t3",0
"t4",0
"t5",0
"t6",0
"t7",0
"t8",0
"t9",NA
"t10",NA
"t11",0
"t12",0
"t13",0
"t14",0
"t15",0
"t16",0
"t17",0
"t18",NA
"t19",1
"t20",1
"t21",0
"t22",1
"t23",0
"t24",0
"t25",0
"t26",0
"t27",0
"t28",1
"t29",NA
"t30",0
"t31",0
"t32",0
"t33",0
"t34",0
"t35",0
"t36",0
"t37",0
"t38",NA
"t39",0
"t40",0
"t41",1
"t42",0
"t43",0
"t44",0
"t45",0
"t46",0
"t47",0
"t48",0
"t49",0
"t50",0
"t51",0
"t52",0
"t53",0
"t54",0
"t55",0
"t56",0
"t57",0
"t58",NA
"t59",0
"t60",0
"t61",0
"t62",0
"t63",0
"t64",0
"t65",0
"t66",1
"t67",0
"t68",0
"t69",1
"t70",0
"t71",NA
"t72",NA
"t73",NA
"t74",0
"t75",0
"t76",0
"t77",1
"t78",NA
"t79",0
"t80",0
"t81",0
"t82",0
"t83",NA
"t84",0
"t85",1
"t86",1
"t87",0
"t88",0
"t89",1
"t90",1
"t91",0
"t92",0
"t93",1
"t94",1
"t95",0
"t96",0
"t97",0
"t98",0
"t99",0
"t100",0
"t101",0
"t102",0
"t103",0
"t104",0
"t105",0
"t106",0
"t107",1
"t108",0
"t109",0
"t110",NA
"t111",0
"t112",0
"t113",0
"t114",1
"t115",1
"t116",0
"t117",0
"t118",1
"t119",0
"t120",0
"t121",0
"t122",1
"t123",1
"t124",1
"t125",0
"t126",NA
"t127",1
"t128",0
"t129",0
"t130",NA
"t131",0
"t132",1
"t133",1
"t134",0
"t135",0
"t136",0
"t137",1
"t138",0
"t139",1
"t140",0
"t141",1
"t142",1
"t143",0
"t144",0
"t145",0
"t146",0
"t147",0
"t148",1
"t149",1
"t150",0
"t151",0
"t152",0
"t153",0
"t154",1
"t155",1
"t156",0
"t157",0
"t158",NA
"t159",0
"t160",0
"t161",0
"t162",0
"t163",0
"t164",0
"t165",0
"t166",1
"t167",1
"t168",NA
"t169",NA
"t170",0
"t171",0
"t172",0
"t173",0
