accepted_species,estimate
t34,0.05731332
t180,0.059388854
t204,0.09758179
t194,0.059388854
t205,0.11978507
t206,0.11978507
t283,0.07788502
t284,0.07788502
t212,0.11802924
t136,0.07921542
t342,0.004149937
t246,0.049082864
t359,0.049082864
t360,0.049082864
t335,-0.005906605
t336,-0.005906605
t272,-0.0070089996
t274,-0.0070089996
t182,0.021093387
t187,0.021303106
t240,0.021303106
t298,0.021303106
t152,0.021303106
t145,0.021303106
t73,0.055088744
t69,0.03943851
t147,0.07581639
t178,0.07154717
t179,0.07154717
t117,0.03129137
t93,0.012230844
t166,0.035183743
t270,-0.0107772825
t303,-0.0107772825
t352,0.031431064
t174,0.0768232
