"","t13","t92","t93","t102","t103","t61","t47","t51","t52","t75","t86","t87","t48","t49","t81","t90","t91","t22","t53","t59","t60","t56","t26","t2","t7","t69","t70","t84","t85","t25","t4","t94","t95","t1","t10","t88","t89","t9","t78","t79","t62","t63","t36","t37","t57","t58","t100","t101","t80","t6","t12","t15","t106","t107","t42","t98","t99","t73","t74","t45","t82","t83","t16","t38","t39","t35","t96","t97","t76","t77","t46","t50","t54","t55","t40","t20","t5","t108","t109","t24","t104","t105","t31","t41","t65","t66","t33","t14","t27","t28","t43","t44","t71","t72","t32","t11","t18","t19","t23","t34","t64","t67","t68","t17","t21","t29","t30","t8","t3"
"t13",0,2.99958814368,2.99958814368,2.99958814393,2.99958814393,2.99958814391,2.99958814391,2.99958814398,2.99958814398,11.424574186,11.424574186,11.424574186,11.424574186,11.424574186,11.424574186,11.424574186,11.424574186,11.424574186,11.4245741858,11.42457418578,11.42457418578,11.42457418578,11.4245741861,7.8654215913,12.6384779839,12.638477984,12.638477984,12.63847798396,12.63847798396,12.63847798416,12.6384779839,12.6384779841,12.6384779841,7.0339247584,13.9104841777,13.9104841779,13.9104841779,13.91048417849,13.91048417799,13.91048417799,13.91048417809,13.91048417809,13.91048417799,13.91048417799,13.91048417809,13.91048417809,13.91048417801,13.91048417801,13.91048417799,13.91048417809,12.87787724139,13.91048417799,13.91048417773,13.91048417773,13.91048417794,13.91048417794,13.91048417794,13.910484178,13.910484178,13.910484178,13.910484178,13.910484178,13.910484178,13.4680637916,13.9104841776,13.9104841777,13.9104841777,13.9104841777,13.9104841777,13.9104841777,13.9104841777,13.9104841777,13.91048417776,13.91048417776,13.2953931507,13.9104841775,13.9104841779,13.91048417826,13.91048417826,13.9104841778,13.910484178255,13.910484178255,13.875603922925,13.91048417822,13.91048417822,13.91048417822,13.91048417822,13.9104841778,13.91048417784,13.91048417784,13.460562177934,13.910484177834,13.910484177834,13.910484177834,13.910484177834,13.9104841785,13.9104841778,13.9104841778,13.9104841786,13.9104841783,13.9104841783,13.910484178281,13.910484178281,13.9104841783,13.9104841782,12.9560492488,13.9104841779,13.4041170637,13.9104841777
"t92",2.99958814368,0,0.225812292,2.97364245625,2.97364245625,2.97364245623,2.97364245623,2.9736424563,2.9736424563,11.42457418568,11.42457418568,11.42457418568,11.42457418568,11.42457418568,11.42457418568,11.42457418568,11.42457418568,11.42457418568,11.42457418548,11.42457418546,11.42457418546,11.42457418546,11.42457418578,7.86542159098,12.63847798358,12.63847798368,12.63847798368,12.63847798364,12.63847798364,12.63847798384,12.63847798358,12.63847798378,12.63847798378,7.03392475808,13.91048417738,13.91048417758,13.91048417758,13.91048417817,13.91048417767,13.91048417767,13.91048417777,13.91048417777,13.91048417767,13.91048417767,13.91048417777,13.91048417777,13.91048417769,13.91048417769,13.91048417767,13.91048417777,12.87787724107,13.91048417767,13.91048417741,13.91048417741,13.91048417762,13.91048417762,13.91048417762,13.91048417768,13.91048417768,13.91048417768,13.91048417768,13.91048417768,13.91048417768,13.46806379128,13.91048417728,13.91048417738,13.91048417738,13.91048417738,13.91048417738,13.91048417738,13.91048417738,13.91048417738,13.91048417744,13.91048417744,13.29539315038,13.91048417718,13.91048417758,13.91048417794,13.91048417794,13.91048417748,13.910484177935,13.910484177935,13.875603922605,13.9104841779,13.9104841779,13.9104841779,13.9104841779,13.91048417748,13.91048417752,13.91048417752,13.460562177614,13.910484177514,13.910484177514,13.910484177514,13.910484177514,13.91048417818,13.91048417748,13.91048417748,13.91048417828,13.91048417798,13.91048417798,13.910484177961,13.910484177961,13.91048417798,13.91048417788,12.95604924848,13.91048417758,13.40411706338,13.91048417738
"t93",2.99958814368,0.225812292,0,2.97364245625,2.97364245625,2.97364245623,2.97364245623,2.9736424563,2.9736424563,11.42457418568,11.42457418568,11.42457418568,11.42457418568,11.42457418568,11.42457418568,11.42457418568,11.42457418568,11.42457418568,11.42457418548,11.42457418546,11.42457418546,11.42457418546,11.42457418578,7.86542159098,12.63847798358,12.63847798368,12.63847798368,12.63847798364,12.63847798364,12.63847798384,12.63847798358,12.63847798378,12.63847798378,7.03392475808,13.91048417738,13.91048417758,13.91048417758,13.91048417817,13.91048417767,13.91048417767,13.91048417777,13.91048417777,13.91048417767,13.91048417767,13.91048417777,13.91048417777,13.91048417769,13.91048417769,13.91048417767,13.91048417777,12.87787724107,13.91048417767,13.91048417741,13.91048417741,13.91048417762,13.91048417762,13.91048417762,13.91048417768,13.91048417768,13.91048417768,13.91048417768,13.91048417768,13.91048417768,13.46806379128,13.91048417728,13.91048417738,13.91048417738,13.91048417738,13.91048417738,13.91048417738,13.91048417738,13.91048417738,13.91048417744,13.91048417744,13.29539315038,13.91048417718,13.91048417758,13.91048417794,13.91048417794,13.91048417748,13.910484177935,13.910484177935,13.875603922605,13.9104841779,13.9104841779,13.9104841779,13.9104841779,13.91048417748,13.91048417752,13.91048417752,13.460562177614,13.910484177514,13.910484177514,13.910484177514,13.910484177514,13.91048417818,13.91048417748,13.91048417748,13.91048417828,13.91048417798,13.91048417798,13.910484177961,13.910484177961,13.91048417798,13.91048417788,12.95604924848,13.91048417758,13.40411706338,13.91048417738
"t102",2.99958814393,2.97364245625,2.97364245625,0,0.15795341124,0.82694789022,1.09613683002,1.26206489115,1.26206489115,11.42457418593,11.42457418593,11.42457418593,11.42457418593,11.42457418593,11.42457418593,11.42457418593,11.42457418593,11.42457418593,11.42457418573,11.42457418571,11.42457418571,11.42457418571,11.42457418603,7.86542159123,12.63847798383,12.63847798393,12.63847798393,12.63847798389,12.63847798389,12.63847798409,12.63847798383,12.63847798403,12.63847798403,7.03392475833,13.91048417763,13.91048417783,13.91048417783,13.91048417842,13.91048417792,13.91048417792,13.91048417802,13.91048417802,13.91048417792,13.91048417792,13.91048417802,13.91048417802,13.91048417794,13.91048417794,13.91048417792,13.91048417802,12.87787724132,13.91048417792,13.91048417766,13.91048417766,13.91048417787,13.91048417787,13.91048417787,13.91048417793,13.91048417793,13.91048417793,13.91048417793,13.91048417793,13.91048417793,13.46806379153,13.91048417753,13.91048417763,13.91048417763,13.91048417763,13.91048417763,13.91048417763,13.91048417763,13.91048417763,13.91048417769,13.91048417769,13.29539315063,13.91048417743,13.91048417783,13.91048417819,13.91048417819,13.91048417773,13.910484178185,13.910484178185,13.875603922855,13.91048417815,13.91048417815,13.91048417815,13.91048417815,13.91048417773,13.91048417777,13.91048417777,13.460562177864,13.910484177764,13.910484177764,13.910484177764,13.910484177764,13.91048417843,13.91048417773,13.91048417773,13.91048417853,13.91048417823,13.91048417823,13.910484178211,13.910484178211,13.91048417823,13.91048417813,12.95604924873,13.91048417783,13.40411706363,13.91048417763
"t103",2.99958814393,2.97364245625,2.97364245625,0.15795341124,0,0.82694789022,1.09613683002,1.26206489115,1.26206489115,11.42457418593,11.42457418593,11.42457418593,11.42457418593,11.42457418593,11.42457418593,11.42457418593,11.42457418593,11.42457418593,11.42457418573,11.42457418571,11.42457418571,11.42457418571,11.42457418603,7.86542159123,12.63847798383,12.63847798393,12.63847798393,12.63847798389,12.63847798389,12.63847798409,12.63847798383,12.63847798403,12.63847798403,7.03392475833,13.91048417763,13.91048417783,13.91048417783,13.91048417842,13.91048417792,13.91048417792,13.91048417802,13.91048417802,13.91048417792,13.91048417792,13.91048417802,13.91048417802,13.91048417794,13.91048417794,13.91048417792,13.91048417802,12.87787724132,13.91048417792,13.91048417766,13.91048417766,13.91048417787,13.91048417787,13.91048417787,13.91048417793,13.91048417793,13.91048417793,13.91048417793,13.91048417793,13.91048417793,13.46806379153,13.91048417753,13.91048417763,13.91048417763,13.91048417763,13.91048417763,13.91048417763,13.91048417763,13.91048417763,13.91048417769,13.91048417769,13.29539315063,13.91048417743,13.91048417783,13.91048417819,13.91048417819,13.91048417773,13.910484178185,13.910484178185,13.875603922855,13.91048417815,13.91048417815,13.91048417815,13.91048417815,13.91048417773,13.91048417777,13.91048417777,13.460562177864,13.910484177764,13.910484177764,13.910484177764,13.910484177764,13.91048417843,13.91048417773,13.91048417773,13.91048417853,13.91048417823,13.91048417823,13.910484178211,13.910484178211,13.91048417823,13.91048417813,12.95604924873,13.91048417783,13.40411706363,13.91048417763
"t61",2.99958814391,2.97364245623,2.97364245623,0.82694789022,0.82694789022,0,1.09613683,1.26206489113,1.26206489113,11.42457418591,11.42457418591,11.42457418591,11.42457418591,11.42457418591,11.42457418591,11.42457418591,11.42457418591,11.42457418591,11.42457418571,11.42457418569,11.42457418569,11.42457418569,11.42457418601,7.86542159121,12.63847798381,12.63847798391,12.63847798391,12.63847798387,12.63847798387,12.63847798407,12.63847798381,12.63847798401,12.63847798401,7.03392475831,13.91048417761,13.91048417781,13.91048417781,13.9104841784,13.9104841779,13.9104841779,13.910484178,13.910484178,13.9104841779,13.9104841779,13.910484178,13.910484178,13.91048417792,13.91048417792,13.9104841779,13.910484178,12.8778772413,13.9104841779,13.91048417764,13.91048417764,13.91048417785,13.91048417785,13.91048417785,13.91048417791,13.91048417791,13.91048417791,13.91048417791,13.91048417791,13.91048417791,13.46806379151,13.91048417751,13.91048417761,13.91048417761,13.91048417761,13.91048417761,13.91048417761,13.91048417761,13.91048417761,13.91048417767,13.91048417767,13.29539315061,13.91048417741,13.91048417781,13.91048417817,13.91048417817,13.91048417771,13.910484178165,13.910484178165,13.875603922835,13.91048417813,13.91048417813,13.91048417813,13.91048417813,13.91048417771,13.91048417775,13.91048417775,13.460562177844,13.910484177744,13.910484177744,13.910484177744,13.910484177744,13.91048417841,13.91048417771,13.91048417771,13.91048417851,13.91048417821,13.91048417821,13.910484178191,13.910484178191,13.91048417821,13.91048417811,12.95604924871,13.91048417781,13.40411706361,13.91048417761
"t47",2.99958814391,2.97364245623,2.97364245623,1.09613683002,1.09613683002,1.09613683,0,1.26206489113,1.26206489113,11.42457418591,11.42457418591,11.42457418591,11.42457418591,11.42457418591,11.42457418591,11.42457418591,11.42457418591,11.42457418591,11.42457418571,11.42457418569,11.42457418569,11.42457418569,11.42457418601,7.86542159121,12.63847798381,12.63847798391,12.63847798391,12.63847798387,12.63847798387,12.63847798407,12.63847798381,12.63847798401,12.63847798401,7.03392475831,13.91048417761,13.91048417781,13.91048417781,13.9104841784,13.9104841779,13.9104841779,13.910484178,13.910484178,13.9104841779,13.9104841779,13.910484178,13.910484178,13.91048417792,13.91048417792,13.9104841779,13.910484178,12.8778772413,13.9104841779,13.91048417764,13.91048417764,13.91048417785,13.91048417785,13.91048417785,13.91048417791,13.91048417791,13.91048417791,13.91048417791,13.91048417791,13.91048417791,13.46806379151,13.91048417751,13.91048417761,13.91048417761,13.91048417761,13.91048417761,13.91048417761,13.91048417761,13.91048417761,13.91048417767,13.91048417767,13.29539315061,13.91048417741,13.91048417781,13.91048417817,13.91048417817,13.91048417771,13.910484178165,13.910484178165,13.875603922835,13.91048417813,13.91048417813,13.91048417813,13.91048417813,13.91048417771,13.91048417775,13.91048417775,13.460562177844,13.910484177744,13.910484177744,13.910484177744,13.910484177744,13.91048417841,13.91048417771,13.91048417771,13.91048417851,13.91048417821,13.91048417821,13.910484178191,13.910484178191,13.91048417821,13.91048417811,12.95604924871,13.91048417781,13.40411706361,13.91048417761
"t51",2.99958814398,2.9736424563,2.9736424563,1.26206489115,1.26206489115,1.26206489113,1.26206489113,0,1.0042840042,11.42457418598,11.42457418598,11.42457418598,11.42457418598,11.42457418598,11.42457418598,11.42457418598,11.42457418598,11.42457418598,11.42457418578,11.42457418576,11.42457418576,11.42457418576,11.42457418608,7.86542159128,12.63847798388,12.63847798398,12.63847798398,12.63847798394,12.63847798394,12.63847798414,12.63847798388,12.63847798408,12.63847798408,7.03392475838,13.91048417768,13.91048417788,13.91048417788,13.91048417847,13.91048417797,13.91048417797,13.91048417807,13.91048417807,13.91048417797,13.91048417797,13.91048417807,13.91048417807,13.91048417799,13.91048417799,13.91048417797,13.91048417807,12.87787724137,13.91048417797,13.91048417771,13.91048417771,13.91048417792,13.91048417792,13.91048417792,13.91048417798,13.91048417798,13.91048417798,13.91048417798,13.91048417798,13.91048417798,13.46806379158,13.91048417758,13.91048417768,13.91048417768,13.91048417768,13.91048417768,13.91048417768,13.91048417768,13.91048417768,13.91048417774,13.91048417774,13.29539315068,13.91048417748,13.91048417788,13.91048417824,13.91048417824,13.91048417778,13.910484178235,13.910484178235,13.875603922905,13.9104841782,13.9104841782,13.9104841782,13.9104841782,13.91048417778,13.91048417782,13.91048417782,13.460562177914,13.910484177814,13.910484177814,13.910484177814,13.910484177814,13.91048417848,13.91048417778,13.91048417778,13.91048417858,13.91048417828,13.91048417828,13.910484178261,13.910484178261,13.91048417828,13.91048417818,12.95604924878,13.91048417788,13.40411706368,13.91048417768
"t52",2.99958814398,2.9736424563,2.9736424563,1.26206489115,1.26206489115,1.26206489113,1.26206489113,1.0042840042,0,11.42457418598,11.42457418598,11.42457418598,11.42457418598,11.42457418598,11.42457418598,11.42457418598,11.42457418598,11.42457418598,11.42457418578,11.42457418576,11.42457418576,11.42457418576,11.42457418608,7.86542159128,12.63847798388,12.63847798398,12.63847798398,12.63847798394,12.63847798394,12.63847798414,12.63847798388,12.63847798408,12.63847798408,7.03392475838,13.91048417768,13.91048417788,13.91048417788,13.91048417847,13.91048417797,13.91048417797,13.91048417807,13.91048417807,13.91048417797,13.91048417797,13.91048417807,13.91048417807,13.91048417799,13.91048417799,13.91048417797,13.91048417807,12.87787724137,13.91048417797,13.91048417771,13.91048417771,13.91048417792,13.91048417792,13.91048417792,13.91048417798,13.91048417798,13.91048417798,13.91048417798,13.91048417798,13.91048417798,13.46806379158,13.91048417758,13.91048417768,13.91048417768,13.91048417768,13.91048417768,13.91048417768,13.91048417768,13.91048417768,13.91048417774,13.91048417774,13.29539315068,13.91048417748,13.91048417788,13.91048417824,13.91048417824,13.91048417778,13.910484178235,13.910484178235,13.875603922905,13.9104841782,13.9104841782,13.9104841782,13.9104841782,13.91048417778,13.91048417782,13.91048417782,13.460562177914,13.910484177814,13.910484177814,13.910484177814,13.910484177814,13.91048417848,13.91048417778,13.91048417778,13.91048417858,13.91048417828,13.91048417828,13.910484178261,13.910484178261,13.91048417828,13.91048417818,12.95604924878,13.91048417788,13.40411706368,13.91048417768
"t75",11.424574186,11.42457418568,11.42457418568,11.42457418593,11.42457418593,11.42457418591,11.42457418591,11.42457418598,11.42457418598,0,0.5729810292,0.5729810292,1.3169161342,1.3169161342,2.02277117,2.02277117,2.02277117,4.43381589,4.4338158898,4.43381588978,4.43381588978,4.43381588978,4.4338158901,7.8654215913,12.6384779839,12.638477984,12.638477984,12.63847798396,12.63847798396,12.63847798416,12.6384779839,12.6384779841,12.6384779841,7.0339247584,13.9104841777,13.9104841779,13.9104841779,13.91048417849,13.91048417799,13.91048417799,13.91048417809,13.91048417809,13.91048417799,13.91048417799,13.91048417809,13.91048417809,13.91048417801,13.91048417801,13.91048417799,13.91048417809,12.87787724139,13.91048417799,13.91048417773,13.91048417773,13.91048417794,13.91048417794,13.91048417794,13.910484178,13.910484178,13.910484178,13.910484178,13.910484178,13.910484178,13.4680637916,13.9104841776,13.9104841777,13.9104841777,13.9104841777,13.9104841777,13.9104841777,13.9104841777,13.9104841777,13.91048417776,13.91048417776,13.2953931507,13.9104841775,13.9104841779,13.91048417826,13.91048417826,13.9104841778,13.910484178255,13.910484178255,13.875603922925,13.91048417822,13.91048417822,13.91048417822,13.91048417822,13.9104841778,13.91048417784,13.91048417784,13.460562177934,13.910484177834,13.910484177834,13.910484177834,13.910484177834,13.9104841785,13.9104841778,13.9104841778,13.9104841786,13.9104841783,13.9104841783,13.910484178281,13.910484178281,13.9104841783,13.9104841782,12.9560492488,13.9104841779,13.4041170637,13.9104841777
