"","c1","c2","c3","c4","c5","c6","c7","c8","c9","c10","c11","c12","c13","c14","c15","c16","c17","c18","c19","c20","c21","c22","c23","c24","c25","c26","c27","c28","c29","c30","c31","c32","c33","c34","c35","c36","c37","c38","c39","c40","c41","c42","c43","c44","c45","c46","c47","c48","c49","c50","c51","c52","c53","c54","c55","c56","c57","c58","c59","c60","c61","c62","c63","c64","c65","c66","c67","c68","c69","c70","c71","c72","c73","c74","c75","c76","c77","c78","c79","c80","c81","c82","c83","c84","c85","c86","c87","c88","c89","c90","c91","c92","c93","c94","c95","c96","c97","c98","c99","c100","c101","c102","c103","c104","c105","c106","c107","c108","c109"
"t13",-0.133647441209529,0.00152899776728248,-0.185953735975814,0.185310119955945,0.00046456581272667,-0.00402750339714746,-0.0172049049979777,-8.01465777227684e-05,-0.00975111790754937,-3.97256221617694e-05,-0.000606391872015182,-0.00187209466764464,-0.000376690433041681,4.33528335786956e-05,0.000557792091947209,0.00818950058655399,0.00157426631767621,0.000274183066360555,0.231857799706939,0.0236698375063955,8.60517800205532e-05,-0.000676446145873693,-0.000102566808047598,-0.000229314769998801,0.000273555440786351,-0.000296555633349876,-0.00489156203527377,-0.000880236903666412,0.017334961435918,-0.0978845450975501,-0.0464560207858221,7.13681758818317e-05,0.00523284216681434,-0.0128023451205184,0.0218462005209081,0.911055171394488,0.0494903589895108,0.000486371802138926,0.00110391451531685,-0.00443784698125331,-0.000316033772165634,-0.000594777113618178,7.18211799125448e-06,-0.00043455412290878,-5.4267983181745e-05,1.41568977853989e-05,8.75379716686324e-06,-3.59384102024263e-06,-5.78441752535289e-16,-5.10554611534205e-06,0.00138726720396194,3.91243462348232e-07,-0.000139555823240671,3.26320803104041e-06,-0.000610411258327681,3.64760302789649e-06,3.11281104247464e-06,-1.81769537603483e-15,-2.5312897682701e-05,-0.0608776057908252,-7.46000714635424e-05,9.65179538702168e-07,6.82092002470798e-16,-2.63765725334057e-06,0.000110998487005271,0.00167301360002322,-0.0120639671818199,0.0121152132201059,6.21980407175942e-07,-8.7851507235251e-07,-8.80647593817776e-17,-3.35025680185872e-05,-1.78514936741517e-05,2.31790630896868e-16,-1.78498182433989e-06,1.24166843604779e-15,-0.00362426958042602,1.16011277386732e-17,8.80461971589054e-16,-6.53615825510287e-16,7.82427290758677e-08,-7.62982829249219e-16,-8.02193203710337e-16,0.000131625203258807,-3.57281789695817e-16,-1.11055654008765e-05,4.25388997818239e-17,-2.28492154635843e-16,-3.34354373858477e-05,-3.07654326920774e-05,9.22457254337908e-17,-1.23856731051349e-06,2.52712255074998e-05,2.82909686750856e-16,6.4740118994062e-16,2.34995295293967e-17,1.68724856684177e-15,1.40982492787362e-16,-7.13300581711502e-16,2.09157001985844e-14,7.47851102168406e-16,1.49764422089395e-16,2.73167271798432e-16,-7.93773927705193e-16,-2.30910524523977e-15,-2.94502943740358e-15,6.9336781262603e-16,-2.26844643359484e-15,0.0957826285221015
"t92",-0.135140025841242,0.00157104028797435,-0.191636153267358,0.192387537594004,0.000487806715492874,-0.00429188033018872,-0.0184684611983023,-8.87586941274441e-05,-0.0113032084482048,-4.69104143106793e-05,-0.000722264527345288,-0.00225409634056853,-0.000492404365591167,6.67586844732449e-05,0.00092337957372952,0.0154208955462103,0.00335192038272876,0.00060977682800133,0.568213834609762,0.0772511043504975,0.00198867256660987,-0.0262858639904713,0.00130694467595426,0.00266929011682989,-0.00216432165844172,0.000809967065240202,0.00522223222866352,0.000786405354110711,-0.0148078610300679,0.0819629491741738,0.0305252768939064,-3.94807894576767e-05,-0.00173413366102924,0.00396335964382964,-0.0063448051210697,-0.245087291819296,-0.013096542777439,-0.000103173790148042,-0.000223474732421139,0.000515587719814227,2.23841081946928e-05,3.34903696676104e-05,4.04149763762349e-09,-1.59825415771517e-05,-5.76049722076479e-06,1.63787295776648e-06,1.43385142123992e-06,-5.96999245068243e-07,-1.12591332150486e-15,-8.75192474241837e-07,0.00025102267531332,7.12139434786231e-08,-2.73922674848349e-05,7.61773366685119e-07,-0.00015291148770727,9.29770528901831e-07,8.18824221079232e-07,-8.17281468143796e-16,-6.90708608083178e-06,-0.0172120079655098,-2.08774260035214e-05,2.81385398337204e-07,-2.65446572087358e-16,-8.70850102162773e-07,3.81980029281252e-05,0.000587767819390748,-0.00424039983263381,0.00479576307625683,2.36110246658713e-07,-3.52824009180307e-07,-4.86019511102512e-15,-1.35930176323342e-05,-7.30501063866427e-06,2.27041851520047e-14,-7.38603672354884e-07,1.72665390782795e-15,-0.00156860972059405,-4.09391350463838e-15,1.33398958737132e-14,2.15993681158916e-15,3.41668795441783e-08,2.59883402011219e-15,1.55316432288026e-15,5.8150076561374e-05,2.75005894571185e-15,-4.93898287686448e-06,-1.27722836300497e-15,6.12051155809509e-15,-1.51689281507317e-05,-1.39646884563397e-05,3.69097560820546e-15,-5.78044290334015e-07,1.19516879831751e-05,7.80255097891992e-15,1.50003533555293e-14,3.45471456232149e-14,6.46831638761269e-14,-5.42239593063974e-15,8.35048080761481e-15,-0.707106781186535,-1.12569243296668e-12,-6.90264252032293e-16,-2.27411935714267e-14,1.08326188472558e-13,-5.50097926565929e-14,3.45126775472243e-14,5.58629397272723e-15,-6.69783052872281e-15,0.0957826285222419
"t93",-0.135140025841241,0.00157104028797387,-0.191636153267358,0.192387537594005,0.000487806715492643,-0.00429188033018866,-0.0184684611983014,-8.87586941273536e-05,-0.0113032084482048,-4.69104143108193e-05,-0.000722264527345555,-0.00225409634056754,-0.000492404365591568,6.67586844742664e-05,0.000923379573729405,0.0154208955462094,0.00335192038272674,0.000609776827999165,0.568213834609765,0.0772511043504951,0.00198867256660835,-0.0262858639904731,0.00130694467595581,0.00266929011682966,-0.00216432165844019,0.00080996706523968,0.00522223222866315,0.000786405354111345,-0.0148078610300665,0.0819629491741745,0.0305252768939045,-3.94807894570629e-05,-0.00173413366102939,0.00396335964382856,-0.00634480512106635,-0.245087291819307,-0.0130965427774392,-0.000103173790147484,-0.000223474732418869,0.000515587719813404,2.23841081977122e-05,3.34903696700458e-05,4.04149674064868e-09,-1.59825415763849e-05,-5.76049722236494e-06,1.63787295250581e-06,1.43385142410605e-06,-5.96999245636179e-07,5.39383529314383e-16,-8.75192477617935e-07,0.000251022675308142,7.12139418805994e-08,-2.73922674819776e-05,7.61773367649455e-07,-0.00015291148770581,9.29770529551679e-07,8.18824234196504e-07,-4.100091041899e-16,-6.90708607733122e-06,-0.0172120079655335,-2.08774260003631e-05,2.81385395268264e-07,5.34813652428573e-16,-8.70850101913381e-07,3.8198002938715e-05,0.000587767819404344,-0.00424039983264174,0.00479576307632452,2.36110254174599e-07,-3.52824007683247e-07,4.00064680372686e-15,-1.35930176181718e-05,-7.30501063240255e-06,-2.4217758241031e-14,-7.38603679855388e-07,-9.12868556012696e-16,-0.00156860972062396,4.51571998671971e-15,-1.40791007393012e-14,-1.6852772441009e-15,3.4166901272618e-08,-2.35114637554798e-15,-1.22785822290158e-15,5.81500765585438e-05,-2.20580364495507e-16,-4.93898288891098e-06,2.21522223092413e-15,-6.62186554854261e-15,-1.51689281715784e-05,-1.39646884281556e-05,-3.50315653411584e-15,-5.78044311582702e-07,1.19516880723649e-05,-9.17675777204156e-15,-1.55357743403437e-14,-3.58720113956992e-14,-6.43483441890092e-14,4.93799306715214e-15,-6.95244666935202e-15,0.707106781186561,1.12765357901722e-12,7.33498161175877e-16,2.2482686708444e-14,-1.09988879785145e-13,4.83486969974424e-14,-3.94131294963622e-14,-4.61905713974781e-15,8.38605404291771e-16,0.0957826285220031
"t102",-0.139099431101118,0.00168824556552795,-0.207627247277385,0.212780067393561,0.000557295827817476,-0.00512254365701342,-0.0225394559446515,-0.000119803096312103,-0.0180009427646043,-8.04588333515119e-05,-0.00128419342136249,-0.00419891669851574,-0.00137517917858507,0.000452932661620673,-0.0012928716734418,-0.0131927156804594,-0.00200838544113572,-0.000327653959483306,-0.245141340659418,-0.0197037474402615,-6.20902601501947e-05,0.00057626582321626,3.34743579098279e-05,7.6275464003942e-05,-9.49969554494685e-05,9.18245816121516e-05,0.00107334492217402,0.000176590725543239,-0.00339621088429643,0.0189732516259736,0.00785304155631577,-1.08663691017479e-05,-0.000564651466803549,0.00131519509278451,-0.00214176970169512,-0.0843773482254349,-0.00452737919481216,-3.75505694357446e-05,-8.2152994911704e-05,0.000209058246832262,9.63664953968433e-06,1.47213507167875e-05,1.94709455063916e-09,-8.25651483724481e-06,-3.5504567717554e-06,1.04149140648725e-06,1.11885566906854e-06,-4.71816273777843e-07,-1.86169616573135e-15,-7.13104837705354e-07,0.00021727729734634,6.20930274367901e-08,-2.66506612075555e-05,1.20384254723984e-06,-0.000391659515284795,2.89709494125566e-06,4.27493616234206e-06,-1.37191700721435e-14,-8.71337086840243e-05,-0.438024051879265,6.03392695519065e-05,-3.77721670436633e-07,4.44722446918061e-15,1.40246297967063e-07,6.45794302909634e-07,6.39349058345762e-05,-0.000471068978876494,0.236220779915828,-7.50565601366109e-07,-2.6710740632957e-09,-5.29463251852763e-15,-1.39101656429804e-06,-1.61817648698381e-06,-4.67709393495298e-14,-5.96427380738765e-07,7.90262978797256e-14,-0.257488157483386,-3.01702769600558e-15,1.11063634624674e-14,1.89439870718393e-15,9.55626328508785e-10,3.05659954609859e-15,-1.25710783184388e-15,3.54647207547595e-06,-9.23560825201533e-15,-3.79239191627164e-07,-4.99664919420389e-15,-1.37887274752569e-15,-1.75887120150479e-06,-1.63151376160272e-06,-4.41727998271015e-15,-9.2004187018644e-08,2.10809058643238e-06,6.56342979784222e-15,3.71134808040391e-16,6.40529151085863e-15,-5.24668671444618e-15,3.3861357181492e-15,-1.61268720380909e-14,4.32986979603811e-14,3.62478223794475e-14,-1.12984926304921e-16,1.18272276287705e-14,4.33480275872574e-14,-0.707106781186549,-2.77347259322414e-14,2.40487335294066e-17,-1.30039599265068e-14,0.0957826285220782
"t103",-0.139099431101118,0.0016882455655279,-0.207627247277386,0.212780067393561,0.000557295827817625,-0.00512254365701362,-0.0225394559446515,-0.000119803096312379,-0.0180009427646045,-8.04588333511934e-05,-0.00128419342136314,-0.0041989166985157,-0.00137517917858524,0.000452932661621001,-0.00129287167344055,-0.0131927156804595,-0.00200838544113468,-0.000327653959483604,-0.245141340659419,-0.0197037474402625,-6.20902601495838e-05,0.000576265823216262,3.34743579095064e-05,7.62754640032774e-05,-9.49969554494495e-05,9.18245816113813e-05,0.00107334492217455,0.000176590725542886,-0.00339621088429735,0.018973251625975,0.00785304155631341,-1.08663691012318e-05,-0.000564651466803953,0.00131519509278682,-0.00214176970169518,-0.0843773482254354,-0.00452737919481169,-3.75505694367507e-05,-8.21529949109703e-05,0.000209058246833245,9.63664953854868e-06,1.47213507172473e-05,1.94709340431612e-09,-8.25651483841423e-06,-3.55045677298973e-06,1.0414914064169e-06,1.11885566881316e-06,-4.71816275185312e-07,-3.14821301588817e-15,-7.13104838807444e-07,0.000217277297345751,6.2093027828554e-08,-2.66506612091323e-05,1.20384255077328e-06,-0.000391659515285453,2.89709493943525e-06,4.27493616107784e-06,-1.37804085374285e-14,-8.71337086804819e-05,-0.438024051879266,6.03392695505074e-05,-3.77721672376219e-07,6.13902080005534e-15,1.40246294020642e-07,6.45794301122228e-07,6.39349058327723e-05,-0.000471068978874994,0.236220779915816,-7.50565608985506e-07,-2.67107405676766e-09,4.80015990570935e-15,-1.39101655035612e-06,-1.61817649066345e-06,-4.29959671473132e-14,-5.96427374339011e-07,7.885494858272e-14,-0.257488157483392,-3.52102420347523e-15,-1.60787580195711e-15,2.46281434332293e-15,9.55631223334518e-10,3.43520999208492e-15,-7.44108147862948e-16,3.54647207006917e-06,7.30683513202343e-15,-3.79239187777502e-07,6.77610411896377e-17,2.65240815141704e-15,-1.75887120328154e-06,-1.63151374833115e-06,2.25553153838964e-16,-9.20041831945388e-08,2.10809060347582e-06,-2.46027838323902e-15,-1.84259914359019e-15,-7.71884043931476e-15,9.47397769179783e-15,-3.34998139870263e-15,1.25306533071806e-14,-6.05626659933023e-14,-3.63341572954057e-14,7.07411079317774e-16,-9.92728429133149e-15,-4.39853374539045e-14,0.707106781186546,2.38826882047625e-14,8.29627168195222e-16,9.12697473482864e-15,0.0957826285221184
"t61",-0.138751916099287,0.00167816405353005,-0.206256869037455,0.211048497705512,0.00055147750676396,-0.00505423716637727,-0.0222076382032242,-0.0001173649748245,-0.0175016297163381,-7.80079898863484e-05,-0.00124351910447428,-0.00405973681625161,-0.00131669710729707,0.000429456789200174,-0.0011932250856745,-0.0120660342605464,-0.00182298384036711,-0.000296686452466943,-0.220877173655842,-0.0175506724355791,-5.38935195871328e-05,0.000499419765977006,2.87574306474016e-05,6.54881161214057e-05,-8.13007011966653e-05,7.7244667576073e-05,0.000874846381559456,0.000142777714878225,-0.00274008809425569,0.0152931179621249,0.00625337242023759,-8.57432260913067e-06,-0.000433114172912088,0.00100503246954585,-0.0016309597323786,-0.0639870355640584,-0.0034302735942843,-2.81230899975659e-05,-6.13821711551188e-05,0.000152332474492093,6.90357896818965e-06,1.04812755651009e-05,1.34711185703709e-09,-5.58171694024824e-06,-2.25799981939708e-06,6.55197830362911e-07,6.56830422552518e-07,-2.75846647721793e-07,-1.44909244103479e-15,-4.12878711155333e-07,0.000123462351244545,3.52044823875771e-08,-1.46342525500993e-05,5.91198993179033e-07,-0.000179213511389065,1.29894302323168e-06,1.84556516484123e-06,-4.36598546080799e-15,-3.6407932172663e-05,-0.180915957490951,2.23342699880439e-05,-1.25477126362138e-07,-8.37768981044276e-16,1.90056627704207e-08,1.40312811686606e-08,-3.32054358404186e-06,2.53601529208106e-05,-0.122839589688898,4.2319677703195e-07,4.03775077983308e-09,-1.23817996758163e-14,2.59465629674213e-06,3.65348887262121e-06,1.42011374035351e-13,1.7761722314991e-06,-2.75181025859733e-13,0.884412344118924,1.02909200757585e-14,-1.04011056801748e-14,-2.04053814285156e-15,2.21004353026097e-08,-5.35565296009507e-15,1.59672330067172e-15,3.45270034452413e-05,3.13416380920457e-15,-2.82565160115697e-06,2.16345804023831e-15,-3.04441597376914e-15,-8.01977833601175e-06,-7.37174770664319e-06,2.12135272096897e-15,-2.86969239308604e-07,5.82826234249485e-06,-4.73303746171461e-15,-1.64215849176766e-16,1.91726008180183e-15,-1.68899063743476e-15,-1.35411132444895e-15,-4.53191460569745e-15,3.69149155687865e-14,3.15394851085179e-15,1.12949936782865e-15,-1.97616244899416e-15,-2.1606355452293e-15,2.61508757844875e-16,-3.00707553503749e-15,1.19076873499173e-15,-1.81287817855372e-15,0.0957826285221347
"t47",-0.138471969604375,0.00167003134625317,-0.205151111141456,0.209650427195385,0.000546775419938503,-0.00499897051742085,-0.0219390143688963,-0.000115386679968332,-0.0170952686354668,-7.60111824193153e-05,-0.00121036361819643,-0.00394621678317221,-0.00126881388802524,0.000410162016259757,-0.00111046725688669,-0.0111270630360352,-0.00166802466673778,-0.000270779915808289,-0.200540458010422,-0.0157382819002815,-4.69270843965666e-05,0.000434070895149177,2.47332827745128e-05,5.62830955036546e-05,-6.95997366047352e-05,6.47105835362827e-05,0.00070226058255688,0.000113294930007366,-0.00216756265311439,0.0120807927270676,0.00485109007218691,-6.55870981230548e-06,-0.000316309959995522,0.00072925791700051,-0.00117624430797446,-0.0458103401069813,-0.00245197976985709,-1.96837019784022e-05,-4.2773588070934e-05,0.000101086977547761,4.42078703801334e-06,6.62175072482682e-06,7.95932616702581e-10,-3.10649685225624e-06,-1.03938898620251e-06,2.89790656935764e-07,2.10919994849982e-07,-8.64922453101648e-08,6.03230215362984e-16,-1.21991536159873e-07,3.20892404046745e-05,8.99970618514058e-09,-2.82066435999206e-06,-2.87864051976123e-08,3.94876155400671e-05,-3.54103851886483e-07,-6.89068718303243e-07,5.04449907544874e-15,1.69016935115135e-05,0.0899736158519972,-1.8633352148788e-05,1.52108581990773e-07,-7.81972099657122e-15,-1.30605872634589e-07,-8.2443454104674e-07,-9.71684271179474e-05,0.000718993646955963,-0.866850029277515,2.97101693584043e-06,-5.03520694763068e-07,2.65409532127886e-14,-1.83785786121541e-05,-9.99379844073873e-06,-2.93546036140513e-14,-1.40255917979312e-06,9.53000465815557e-14,-0.287040242717925,-3.12359069822941e-15,-1.75532862807493e-15,-2.44486167768181e-15,2.38186854962734e-08,-8.59253012335116e-16,-1.99947997285185e-15,4.00489790583889e-05,-3.05567265795264e-15,-3.37318839579206e-06,4.47903647353488e-16,9.25276037364769e-16,-1.00912666644282e-05,-9.28402084387514e-06,3.33382252056044e-15,-3.71657280601308e-07,7.57895848171348e-06,3.83102999453005e-16,-8.69536963391892e-16,1.08006629908735e-15,-4.18218233378797e-15,3.17155944044032e-16,9.11696491192364e-15,5.3179682879545e-14,-1.10146852831116e-15,-3.36314689823781e-16,-1.11471328683899e-15,2.43523158125632e-16,-1.14255245343174e-14,-4.30011448451389e-15,-1.17056294937906e-15,-5.74199181410325e-15,0.0957826285221231
"t51",-0.138346584660316,0.00166636492491119,-0.204652018990195,0.209017569832166,0.000544637711966263,-0.00497370747798034,-0.0218159023284504,-0.000114470357901109,-0.0169044108505521,-7.50685088118551e-05,-0.00119467544292788,-0.00389235317637876,-0.00124568860560019,0.000400678477609944,-0.00106780056133616,-0.0106352508526829,-0.00158578651558098,-0.000256973412436301,-0.189609655223715,-0.0147448090471203,-4.29381365604984e-05,0.000396555890919911,2.23892068539186e-05,5.09158187801324e-05,-6.27407814999929e-05,5.71523129036666e-05,0.000592730484081478,9.43414034257217e-05,-0.00179825683761436,0.0100055336846742,0.00392755170627064,-5.21202475075492e-06,-0.000234750429744266,0.000535575196042313,-0.000855160543258422,-0.0328931237224958,-0.00175581264408634,-1.35705651657779e-05,-2.92455755433719e-05,6.23900638555971e-05,2.49761586790021e-06,3.60451906348231e-06,3.46379382151375e-10,-1.01826974064837e-06,8.29844185943968e-08,-5.19836122295899e-08,-2.48454807344762e-07,1.09689003185534e-07,3.19634679305172e-15,1.83448362843655e-07,-6.63556081417725e-05,-1.93190562181257e-08,1.05137225735882e-05,-8.41140740550582e-07,0.000353842209196842,-2.79375691103328e-06,-4.61727291041842e-06,1.52634653877091e-14,0.000103067062643982,0.534369281928214,-9.59082431745451e-05,7.52271845084094e-07,2.05517129762583e-15,-1.16018297491807e-06,4.66218930598492e-05,0.000705780973699358,-0.00509139353202699,0.246651106673621,-5.92559684387986e-07,-1.99725262128695e-07,4.59329213197515e-15,-8.13393088688813e-06,-4.56778813268251e-06,-0.707106781186559,-5.29069751529305e-07,-5.19500658544645e-14,-0.0374426808858529,7.54385281954571e-15,5.25393249723668e-15,-6.95900428269238e-15,2.08375092524804e-08,-1.09631842311748e-14,3.00809313577921e-15,3.56070937650867e-05,6.29516043542257e-15,-3.0281793100477e-06,7.14253816394709e-15,-2.02611574204135e-15,-9.31139876438118e-06,-8.57212349728693e-06,1.03431978409739e-15,-3.54150049969929e-07,7.31118111973397e-06,-2.68075165845163e-15,4.21729322707033e-15,-4.93978264331699e-15,-6.33411210673705e-15,2.12328956946668e-15,-3.45054547880022e-15,-1.10467190950203e-14,2.69402309666303e-16,-9.08153549835234e-16,2.86186946211733e-15,-1.07060956293599e-15,1.0159259877668e-15,-5.1816393133733e-16,7.46173292426988e-16,-4.45689073326462e-16,0.0957826285221158
"t52",-0.138346584660316,0.00166636492491038,-0.204652018990195,0.209017569832167,0.000544637711966045,-0.00497370747798022,-0.0218159023284505,-0.000114470357901313,-0.0169044108505528,-7.50685088115327e-05,-0.0011946754429278,-0.00389235317637863,-0.00124568860559995,0.000400678477609777,-0.00106780056133717,-0.0106352508526823,-0.00158578651558061,-0.00025697341243665,-0.189609655223715,-0.0147448090471201,-4.29381365612764e-05,0.000396555890920408,2.23892068533384e-05,5.09158187791991e-05,-6.27407814997675e-05,5.71523129022882e-05,0.000592730484082971,9.43414034249689e-05,-0.00179825683761356,0.0100055336846735,0.00392755170626932,-5.21202475085781e-06,-0.000234750429742232,0.000535575196045169,-0.000855160543257856,-0.0328931237224976,-0.00175581264408723,-1.35705651648511e-05,-2.92455755422607e-05,6.23900638507675e-05,2.49761586751929e-06,3.60451906151777e-06,3.46382216299529e-10,-1.01826974038052e-06,8.29844192061723e-08,-5.19836111516689e-08,-2.48454807097229e-07,1.09689002746856e-07,3.66331458238242e-15,1.83448361577188e-07,-6.63556081396017e-05,-1.9319053518969e-08,1.05137225667887e-05,-8.41140741373535e-07,0.000353842209195549,-2.79375691017135e-06,-4.6172729107895e-06,1.46918326414638e-14,0.000103067062648793,0.534369281928218,-9.59082431751101e-05,7.52271853514401e-07,-4.8492260591574e-15,-1.16018297346597e-06,4.66218930650143e-05,0.000705780973698779,-0.00509139353202324,0.246651106673649,-5.92559697674958e-07,-1.99725277466722e-07,-1.72131021942249e-14,-8.13393062253529e-06,-4.56778816754901e-06,0.707106781186535,-5.29070362625135e-07,7.11850433273519e-14,-0.0374426808860763,-7.64757502101843e-15,-2.48465659727537e-15,6.51489741836613e-15,2.08375141188788e-08,7.81592382304677e-15,-1.58762467186038e-15,3.56070937657134e-05,-3.83873769591534e-15,-3.02817931702302e-06,-1.83749494709059e-15,2.41471994933987e-15,-9.31139877190775e-06,-8.57212350616336e-06,-1.0843273915322e-15,-3.54150047380823e-07,7.31118112989295e-06,-1.62636977813854e-16,-5.08273821674125e-19,2.08692372315214e-15,1.27183722365352e-14,-2.37071716829565e-16,2.42249051884205e-15,3.52773366074643e-14,3.24171485072782e-15,-2.03418930647492e-16,-8.70619503302694e-16,-1.17376986749862e-16,-2.73107672034312e-15,-3.40879915127879e-15,1.42864514455495e-15,-3.54425122730957e-15,0.0957826285221198
"t75",-0.171139026666425,-0.00639106703176058,0.189489481366185,0.0177903725717465,0.000218729428106268,-0.0026985055119694,-0.0127297108449708,-8.12994387271606e-05,-0.0173717297233763,-0.000115340466047541,-0.00280136229440767,-0.232135766459068,-0.000276812262883241,0.000140863401373702,-0.000334300115817748,-0.00257339719314312,-0.000239182881698419,-2.9094748566326e-05,-0.00362192952821993,0.00518129676812942,0.000482069469867442,-0.00708215766207654,0.30230383412083,-0.00601237506218689,0.00052474133712605,6.31275108896821e-05,0.000655075985632021,9.93052924904542e-05,-0.00186594339938071,0.0103129894399205,0.0036610869896058,-4.37990620761053e-06,-8.2507062647127e-05,0.000130705826996959,-0.000109958932469234,0.00107662756764339,0.000124882183888422,1.0491719616949e-05,2.88076451268949e-05,0.0179927022482165,-4.12135135726885e-07,-9.25799660303742e-06,3.62761838771311e-07,-3.01650497438872e-05,-6.09162055960787e-06,1.69605424940127e-06,1.52122614936726e-06,-6.38062362694153e-07,-3.31577485896017e-17,-9.53944586609424e-07,0.000286707182888644,8.18570753572752e-08,-0.00186271324031583,2.10212246491561e-06,-0.293650252851976,-7.61593435218993e-06,-2.04024446824487e-06,4.52768670319733e-16,6.79738676483857e-06,0.000203596987447183,1.71063312271214e-05,-1.29593090143351e-07,2.60386324404761e-15,2.65658528522262e-08,1.26205044951783e-06,3.39369169600548e-05,-0.000247086057977967,3.94129752058875e-06,3.0785559874096e-08,-4.90644474059838e-08,-1.05648161317003e-14,-7.29620973700941e-05,-1.00023414963863e-06,3.97655933001661e-15,-3.64177677823095e-06,8.95453838073044e-16,-2.08769164505783e-06,1.30077432023223e-16,-8.73019644821072e-16,1.32869846493493e-14,9.39215709465391e-10,-4.78080207224363e-15,3.79562309715162e-15,-3.8778341511154e-06,1.07638327171027e-14,8.52928400527424e-07,4.05478220436386e-15,-2.96565544820237e-14,0.832285894373434,-0.000242662514116047,-8.7614382222598e-15,-3.40878622403859e-07,0.00188930235710083,-9.87328514035618e-16,-2.04823479053151e-15,5.5719828978715e-15,5.07591630032537e-15,1.21376493643071e-15,-5.40151741676339e-15,2.84633427938275e-14,-1.91449149935152e-15,2.43140924588992e-15,-4.75276056885774e-15,4.18468017767686e-16,-1.80381869922824e-15,-3.52290310153046e-15,-8.90058470400397e-16,-3.79924497900135e-15,0.095782628522111
