"accepted_species","trait_ARD"
"t8","1"
"t13","1"
"t18","1"
"t19","1"
"t9","1"
"t10","1"
"t7","1"
"t4","0"
"t1","0"
"t6","1"
"t29","0"
"t30","0"
"t24","0"
"t12","0"
"t2","0"
"t5","0"
"t15","0"
"t27","0"
"t38","0"
"t47","0"
"t168","1"
"t213","1"
"t214","1"
"t134","1"
"t207","1"
"t208","1"
"t263","1"
"t264","1"
"t229","1"
"t230","1"
"t222","1"
"t192","1"
"t193","1"
"t211","1"
"t212","1"
"t173","1"
"t255","1"
"t256","1"
"t110","1"
"t125","1"
"t126","1"
"t11","0"
"t43","0"
"t77","0"
"t145","0"
"t167","0"
"t194","1"
"t195","1"
"t109","1"
"t101","0"
"t102","0"
"t188","0"
"t228","0"
"t265","0"
"t266","0"
"t166","1"
"t147","0"
"t93","0"
"t86","0"
"t107","0"
"t186","0"
"t187","0"
"t215","0"
"t216","0"
"t189","0"
"t236","0"
"t237","0"
"t248","0"
"t249","0"
"t243","0"
"t227","1"
"t254","0"
"t267","0"
"t268","0"
"t233","0"
"t234","0"
"t172","0"
"t158","0"
"t62","0"
"t73","0"
"t119","1"
"t165","1"
"t269","1"
"t270","1"
"t137","0"
"t138","0"
"t49","0"
"t35","0"
"t33","1"
"t72","1"
"t76","1"
"t87","1"
"t88","1"
"t89","1"
"t54","1"
"t44","1"
"t63","1"
"t64","1"
"t41","1"
"t42","1"
"t31","0"
"t34","0"
"t45","1"
"t46","1"
"t16","0"
"t3","0"
"t14","1"
"t28","0"
"t32","0"
"t36","0"
"t37",NA
"t65","0"
"t68",NA
"t74","0"
"t75","0"
"t90","1"
"t91","1"
"t84",NA
"t85","1"
"t51",NA
"t80","1"
"t98","1"
"t108","1"
"t148","1"
"t246","1"
"t247",NA
"t226","1"
"t257","1"
"t258","1"
"t220","0"
"t221",NA
"t177","1"
"t201",NA
"t202","1"
"t235",NA
"t240","1"
"t241","1"
"t225","1"
"t149",NA
"t182","1"
"t183",NA
"t115","1"
"t105","1"
"t116",NA
"t150","0"
"t151","1"
"t120","1"
"t205","1"
"t206","1"
"t204","1"
"t152",NA
"t160","0"
"t161","1"
"t131",NA
"t132",NA
"t135","1"
"t136","1"
"t252",NA
"t271","1"
"t272","1"
"t141","1"
"t111","1"
"t95","1"
"t106",NA
"t140","1"
"t174","1"
"t175","1"
"t121","1"
"t209",NA
"t210","0"
"t153","0"
"t277","0"
"t278",NA
"t143",NA
"t144",NA
"t114","1"
"t99","1"
"t94","0"
"t156","0"
"t157","0"
"t223","0"
"t224","0"
"t113","0"
"t129","1"
"t218","1"
"t219","1"
"t164",NA
"t127",NA
"t128","1"
"t142","1"
"t275","1"
"t276","1"
"t171","1"
"t259","1"
"t260","1"
"t159","1"
"t104","1"
"t78",NA
"t69","0"
"t39","0"
"t50",NA
"t66","0"
"t67","0"
"t70","0"
"t71",NA
"t82","0"
"t83",NA
"t57","0"
"t58","1"
"t48",NA
"t22","0"
"t23","0"
"t26","0"
"t52","0"
"t55","1"
"t56","0"
"t53","1"
"t59","0"
"t123","0"
"t124","1"
"t122","0"
"t184","0"
"t185","1"
"t198","1"
"t238","1"
"t239","1"
"t162","1"
"t199","1"
"t200","1"
"t96","0"
"t250","1"
"t251","1"
"t242","1"
"t244","1"
"t245","1"
"t100","0"
"t81","0"
"t117","1"
"t118","1"
"t190","1"
"t191","1"
"t130","1"
"t133","1"
"t169","1"
"t170","1"
"t79","0"
"t92","1"
"t97","1"
"t112","1"
"t176","1"
"t181","1"
"t273","1"
"t274","1"
"t217","1"
"t203","1"
"t146","1"
"t178","1"
"t179","1"
"t180","1"
"t231","1"
"t232","1"
"t261","1"
"t262","1"
"t253","1"
"t163","1"
"t154","1"
"t155","1"
"t103","1"
"t196","1"
"t197","1"
"t139","1"
"t60","0"
"t61","0"
"t40","0"
"t25","0"
"t17","0"
"t20","1"
"t21","0"
